네오팜(092730),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2008-10-16,3025,3040,2940,3000,13376,19957.0,6652186.0
2008-10-17,3040,3045,2900,2985,23335,19857.0,6652186.0
2008-10-20,2800,3000,2800,2860,12757,19025.0,6652186.0
2008-10-21,2940,2990,2720,2730,43321,18160.0,6652186.0
2008-10-22,2730,2730,2470,2470,25016,16431.0,6652186.0
2008-10-23,2400,2400,2185,2245,17951,14934.0,6652186.0
2008-10-24,2260,2580,2190,2580,37475,17163.0,6652186.0
2008-10-27,2660,2965,2650,2965,128583,19724.0,6652186.0
2008-10-28,3200,3385,2700,3050,108292,20289.0,6652186.0
2008-10-29,3250,3290,2855,3160,38221,21021.0,6652186.0
2008-10-30,3280,3595,3145,3195,76911,21254.0,6652186.0
2008-10-31,3230,3230,3010,3140,18483,20888.0,6652186.0
2008-11-03,3100,3250,3080,3175,30837,21121.0,6652186.0
2008-11-04,3200,3470,3200,3300,19224,21952.0,6652186.0
2008-11-05,3430,3795,3430,3795,50264,25245.0,6652186.0
2008-11-06,3850,4100,3500,3640,36819,24214.0,6652186.0
2008-11-07,3310,3900,3310,3580,18133,23815.0,6652186.0
2008-11-10,3560,3735,3510,3690,26926,24547.0,6652186.0
2008-11-11,3600,3850,3600,3680,9189,24480.0,6652186.0
2008-11-12,3550,3845,3515,3515,14537,23382.0,6652186.0
2008-11-13,3545,3580,3085,3095,14573,20589.0,6652186.0
2008-11-14,3160,3345,3160,3170,4759,21087.0,6652186.0
2008-11-17,3235,3235,3020,3180,2270,21154.0,6652186.0
2008-11-18,3180,3235,3055,3170,1080,21087.0,6652186.0
2008-11-19,3065,3640,2950,3290,56473,21886.0,6652186.0
2008-11-20,3100,3300,2805,3060,12880,20356.0,6652186.0
2008-11-21,3000,3100,2605,2980,9625,19824.0,6652186.0
2008-11-24,2980,3100,2850,2865,6739,19059.0,6652186.0
2008-11-25,2980,3050,2720,2720,10126,18094.0,6652186.0
2008-11-26,2880,2880,2730,2790,10707,18560.0,6652186.0
2008-11-27,2900,2900,2800,2870,5080,19092.0,6652186.0
2008-11-28,2990,3050,2900,3050,18204,20289.0,6652186.0
2008-12-01,3050,3200,3050,3200,14152,21287.0,6652186.0
2008-12-02,2925,3240,2925,3195,6436,21254.0,6652186.0
2008-12-03,3040,3420,3040,3400,19435,22617.0,6652186.0
2008-12-04,3500,3600,3380,3380,11139,22484.0,6652186.0
2008-12-05,3370,3400,3090,3250,16055,21620.0,6652186.0
2008-12-08,3295,3450,3240,3430,19744,22817.0,6652186.0
2008-12-09,3500,3570,3370,3450,9852,22950.0,6652186.0
2008-12-10,3450,3680,3450,3585,3468,23848.0,6652186.0
2008-12-11,3515,3605,3450,3450,10615,22950.0,6652186.0
2008-12-12,3450,3600,3150,3300,11721,21952.0,6652186.0
2008-12-15,3320,3795,3320,3795,25991,25245.0,6652186.0
2008-12-16,3875,3875,3500,3700,16664,24613.0,6652186.0
2008-12-17,3795,3800,3625,3695,6362,24580.0,6652186.0
2008-12-18,3740,3750,3545,3735,15603,24846.0,6652186.0
2008-12-19,3840,3840,3600,3740,7336,24879.0,6652186.0
2008-12-22,3840,3840,3660,3815,917,25378.0,6652186.0
2008-12-23,3815,3865,3450,3710,5946,24680.0,6652186.0
2008-12-24,3500,3675,3500,3660,2071,24347.0,6652186.0
2008-12-26,3650,3650,3550,3550,1586,23615.0,6652186.0
2008-12-29,3400,3550,3400,3525,6473,23449.0,6652186.0
2008-12-30,3600,3600,3400,3400,15655,22617.0,6652186.0
2009-01-02,3430,3580,3320,3420,2737,22750.0,6652186.0
2009-01-05,3400,3680,3400,3550,5719,23615.0,6652186.0
2009-01-06,3850,3850,3460,3630,4688,24147.0,6652186.0
2009-01-07,3700,3750,3575,3635,6169,24181.0,6652186.0
2009-01-08,3630,3650,3500,3630,7718,24147.0,6652186.0
2009-01-09,3545,3665,3500,3615,2074,24048.0,6652186.0
2009-01-12,3600,3615,3500,3600,3100,23948.0,6652186.0
2009-01-13,3370,3600,3370,3445,7525,22917.0,6652186.0
2009-01-14,3405,3575,3405,3575,764,23782.0,6652186.0
2009-01-15,3450,3500,3370,3400,1546,22617.0,6652186.0
2009-01-16,3435,3435,3320,3350,1000,22285.0,6652186.0
2009-01-19,3400,3495,3350,3350,1585,22285.0,6652186.0
2009-01-20,3355,3355,3200,3240,3126,21553.0,6652186.0
2009-01-21,3340,3340,3065,3120,1674,20755.0,6652186.0
2009-01-22,3270,3435,3180,3255,35496,21653.0,6652186.0
2009-01-23,3250,3300,3170,3170,3718,21087.0,6652186.0
2009-01-28,3100,3280,3100,3180,8079,21154.0,6652186.0
2009-01-29,3200,3220,3180,3220,3587,21420.0,6652186.0
2009-01-30,3280,3395,3150,3380,6583,22484.0,6652186.0
2009-02-02,3440,3440,3285,3370,14687,22418.0,6652186.0
2009-02-03,3290,3350,3290,3330,1393,22152.0,6652186.0
2009-02-04,3340,3500,3315,3335,19529,22185.0,6652186.0
2009-02-05,3305,3380,3270,3310,14762,22019.0,6652186.0
2009-02-06,3380,3380,3250,3330,2696,22152.0,6652186.0
2009-02-09,3330,3535,3330,3385,42920,22518.0,6652186.0
2009-02-10,3440,3485,3360,3400,5519,22617.0,6652186.0
2009-02-11,3300,3400,3300,3400,7394,22617.0,6652186.0
2009-02-12,3490,3700,3375,3610,25534,24014.0,6652186.0
2009-02-13,3680,3690,3530,3610,8782,24014.0,6652186.0
2009-02-16,3550,3700,3530,3650,8319,24280.0,6652186.0
2009-02-17,3680,3680,3405,3500,17774,23283.0,6652186.0
2009-02-18,3350,3540,3310,3470,7439,23083.0,6652186.0
2009-02-19,3470,3470,3335,3355,7906,22318.0,6652186.0
2009-02-20,3320,3450,3250,3350,5379,22285.0,6652186.0
2009-02-23,3110,3435,3110,3335,2736,22185.0,6652186.0
2009-02-24,3330,3330,3180,3270,3354,21753.0,6652186.0
2009-02-25,3210,3380,3210,3260,9587,21686.0,6652186.0
2009-02-26,3260,3440,3205,3270,3934,21753.0,6652186.0
2009-02-27,3270,3470,3135,3385,48002,22518.0,6652186.0
2009-03-02,3400,3400,3200,3260,11067,21686.0,6652186.0
2009-03-03,3200,3200,3010,3110,4822,20688.0,6652186.0
2009-03-04,3120,3195,3115,3155,5970,20988.0,6652186.0
2009-03-05,3135,3300,3135,3240,10407,21553.0,6652186.0
2009-03-06,3140,3300,3135,3270,5490,21753.0,6652186.0
2009-03-09,3300,3350,3255,3300,11737,21952.0,6652186.0
2009-03-10,3210,3585,3210,3450,47362,22950.0,6652186.0
2009-03-11,3475,3550,3415,3430,23182,22817.0,6652186.0
2009-03-12,3420,3640,3420,3505,37503,23316.0,6652186.0
2009-03-13,3515,3620,3375,3420,46087,22750.0,6652186.0
2009-03-16,3450,3740,3420,3665,59984,24380.0,6652186.0
2009-03-17,3630,4100,3630,4000,91734,26609.0,6652186.0
2009-03-18,4100,4130,3920,4070,44385,27074.0,6652186.0
2009-03-19,4000,4180,3900,3995,34181,26575.0,6652186.0
2009-03-20,4110,4155,3990,4050,20143,26941.0,6652186.0
2009-03-23,4050,4245,4050,4230,28212,28139.0,6652186.0
2009-03-24,4395,4395,4100,4100,16676,27274.0,6652186.0
2009-03-25,4005,4195,3960,4000,18962,26609.0,6652186.0
2009-03-26,4100,4100,3735,3890,37527,25877.0,6652186.0
2009-03-27,3865,4000,3865,3980,29423,26476.0,6652186.0
2009-03-30,4010,4395,3910,4080,38007,27141.0,6652186.0
2009-03-31,4005,4240,4005,4195,17055,27906.0,6652186.0
2009-04-01,4150,4250,4065,4185,19826,27839.0,6652186.0
2009-04-02,4250,4290,3965,4000,112633,26609.0,6652186.0
2009-04-03,4050,4050,3850,4000,35398,26609.0,6652186.0
2009-04-06,3955,4150,3955,4120,59357,27407.0,6652186.0
2009-04-07,4070,4170,4010,4100,29039,27274.0,6652186.0
2009-04-08,4060,4715,4060,4715,350118,31365.0,6652186.0
2009-04-09,5420,5420,5190,5420,101563,36055.0,6652186.0
2009-04-10,6000,6230,5850,6230,359484,41443.0,6652186.0
2009-04-13,6600,6690,5820,6180,371707,41111.0,6652186.0
2009-04-14,6300,7000,5660,5940,445100,39514.0,6652186.0
2009-04-15,6000,6030,5550,5760,146163,38317.0,6652186.0
2009-04-16,5800,6620,5800,6620,299636,44037.0,6652186.0
2009-04-17,7610,7610,7010,7610,588057,50623.0,6652186.0
2009-04-20,7680,7900,6660,7110,692053,47297.0,6652186.0
2009-04-21,6860,7140,6710,6880,254468,45767.0,6652186.0
2009-04-22,6970,7140,6730,7050,158280,46898.0,6652186.0
2009-04-23,7050,7210,6610,6610,98591,43971.0,6652186.0
2009-04-24,6530,6740,6210,6500,101245,43239.0,6652186.0
2009-04-27,6580,6860,6400,6590,78851,43838.0,6652186.0
2009-04-28,6590,6650,5960,6010,60884,39980.0,6652186.0
2009-04-29,6100,6340,5950,6070,43477,40379.0,6652186.0
2009-04-30,6210,6600,6200,6300,83612,42099.0,6682446.0
2009-05-04,6350,6470,6100,6200,35306,41431.0,6682446.0
2009-05-06,6350,6350,6000,6060,47142,40496.0,6682446.0
2009-05-07,6070,6200,5890,6050,52351,40429.0,6682446.0
2009-05-08,6000,6120,6000,6100,26840,40763.0,6682446.0
2009-05-11,6100,6190,6050,6100,36650,40763.0,6682446.0
2009-05-12,6000,6610,6000,6440,92107,43035.0,6682446.0
2009-05-13,6600,7400,6600,7400,248887,49450.0,6682446.0
2009-05-14,7420,7710,7110,7300,485266,48782.0,6682446.0
2009-05-15,7300,7410,6810,6820,122498,45574.0,6682446.0
2009-05-18,6730,7220,6730,6970,72272,46577.0,6682446.0
2009-05-19,7010,7160,6920,7000,52845,46777.0,6682446.0
2009-05-20,6900,7050,6810,7010,43889,46844.0,6682446.0
2009-05-21,7010,7020,5960,6730,59559,44973.0,6682446.0
2009-05-22,6650,6890,6650,6660,29251,44505.0,6682446.0
2009-05-25,6600,6780,6000,6350,39580,42434.0,6682446.0
2009-05-26,6590,6590,6200,6200,25109,41431.0,6682446.0
2009-05-27,6400,6400,6120,6140,24904,41030.0,6682446.0
2009-05-28,6050,6200,5830,6140,33861,41030.0,6682446.0
2009-05-29,6200,6290,6000,6200,21698,41431.0,6682446.0
2009-06-01,6280,6540,6150,6500,27741,43436.0,6682446.0
2009-06-02,6690,6730,6490,6500,23742,43436.0,6682446.0
2009-06-03,6690,6690,6360,6550,23186,43770.0,6682446.0
2009-06-04,6550,6550,6370,6450,12399,43102.0,6682446.0
2009-06-05,6590,6590,6220,6260,19285,41832.0,6682446.0
2009-06-08,6170,6420,6170,6340,12008,42367.0,6682446.0
2009-06-09,6230,6340,6150,6220,17195,41565.0,6682446.0
2009-06-10,6550,7150,6550,6610,337877,44171.0,6682446.0
2009-06-11,6720,7350,6630,6970,256708,46577.0,6682446.0
2009-06-12,6920,7030,6640,6650,63936,44438.0,6682446.0
2009-06-15,6640,6750,6240,6380,41903,42634.0,6682446.0
2009-06-16,6260,6440,6170,6310,36204,42166.0,6682446.0
2009-06-17,6200,6370,6180,6300,38637,42099.0,6682446.0
2009-06-18,6240,6490,6240,6420,14663,42901.0,6682446.0
2009-06-19,6370,6650,6150,6320,33667,42233.0,6682446.0
2009-06-22,6300,6350,6190,6350,14401,42434.0,6682446.0
2009-06-23,6160,6340,6150,6190,10439,41364.0,6682446.0
2009-06-24,6180,6380,6090,6200,14344,41431.0,6682446.0
2009-06-25,6230,6550,6180,6530,35248,43636.0,6682446.0
2009-06-26,6880,6880,6600,6700,31294,44772.0,6682446.0
2009-06-29,6700,6890,6580,6730,33900,44973.0,6682446.0
2009-06-30,6870,6870,6660,6720,18682,44906.0,6682446.0
2009-07-01,6790,7150,6750,7000,59659,46777.0,6682446.0
2009-07-02,7090,7230,7040,7040,41138,47044.0,6682446.0
2009-07-03,6900,7180,6780,7080,31220,47312.0,6682446.0
2009-07-06,7130,7500,7100,7470,62640,49918.0,6682446.0
2009-07-07,7550,7570,7210,7330,45111,48982.0,6682446.0
2009-07-08,7170,7310,7100,7100,14783,47445.0,6682446.0
2009-07-09,7020,7190,6870,6910,22527,46176.0,6682446.0
2009-07-10,6860,6990,6860,6920,5236,46243.0,6682446.0
2009-07-13,6920,7130,6780,6830,14210,45641.0,6682446.0
2009-07-14,7090,7090,6760,6800,21604,45441.0,6682446.0
2009-07-15,6810,7050,6800,7000,17758,46777.0,6682446.0
2009-07-16,7170,7170,6710,6740,31273,45040.0,6682446.0
2009-07-17,6850,7150,6750,6890,37712,46042.0,6682446.0
2009-07-20,6940,6970,6500,6850,11131,45775.0,6682446.0
2009-07-21,6730,6950,6720,6900,8960,46109.0,6682446.0
2009-07-22,6770,7010,6770,7000,12669,46777.0,6682446.0
2009-07-23,7180,7400,7110,7250,62055,48448.0,6682446.0
2009-07-24,7390,7620,7250,7400,56079,49450.0,6682446.0
2009-07-27,7680,7690,7420,7510,45145,50185.0,6682446.0
2009-07-28,7680,8630,7310,8630,277526,57670.0,6682446.0
2009-07-29,0,0,0,8630,0,57670.0,6682446.0
2009-07-30,9010,9850,7750,7750,481159,51789.0,6682446.0
2009-07-31,7750,8060,7260,7260,145728,48515.0,6682446.0
2009-08-03,7370,7820,7280,7640,78554,51054.0,6682446.0
2009-08-04,7660,8180,7650,8180,97781,54662.0,6682446.0
2009-08-05,8280,9400,8020,9400,449454,62815.0,6682446.0
2009-08-06,10300,10800,10300,10800,177380,72170.0,6682446.0
2009-08-07,11850,11900,9820,9950,1122888,66490.0,6682446.0
2009-08-10,9970,11400,9800,11400,1016885,76180.0,6682446.0
2009-08-11,11500,12350,10650,10700,1184543,71502.0,6682446.0
2009-08-12,10850,10900,10100,10500,443099,70166.0,6682446.0
2009-08-13,10600,11000,10350,10950,292898,73173.0,6682446.0
2009-08-14,10950,11350,10450,10450,226073,69832.0,6682446.0
2009-08-17,10300,12000,9950,11850,1088614,79187.0,6682446.0
2009-08-18,11350,11950,10100,10100,763300,67493.0,6682446.0
2009-08-19,10400,10400,9400,9400,415084,62815.0,6682446.0
2009-08-20,9590,10450,9490,9800,297895,65488.0,6682446.0
2009-08-21,9850,10150,9350,9450,158096,63149.0,6682446.0
2009-08-24,9610,9610,9000,9330,134212,62347.0,6682446.0
2009-08-25,9370,9450,8800,9290,116100,62080.0,6682446.0
2009-08-26,10650,10650,10650,10650,62820,71168.0,6682446.0
2009-08-27,10900,12150,10400,10400,772230,69497.0,6682446.0
2009-08-28,10500,10900,10200,10200,245863,68161.0,6682446.0
2009-08-31,10400,10400,9480,9480,165311,63350.0,6682446.0
2009-09-01,9700,10200,9600,9700,95107,64820.0,6682446.0
2009-09-02,9520,10300,9100,9410,165517,62882.0,6682446.0
2009-09-03,9330,9650,9290,9300,58282,62147.0,6682446.0
2009-09-04,9300,9360,9190,9310,40887,62214.0,6682446.0
2009-09-07,9520,9580,9110,9300,31031,62147.0,6682446.0
2009-09-08,9300,10650,9200,10650,395718,71168.0,6682446.0
2009-09-09,10100,10850,9750,9750,437352,65154.0,6682446.0
2009-09-10,9720,11150,9620,10750,379605,71836.0,6682446.0
2009-09-11,10850,12350,10800,12350,534704,82528.0,6682446.0
2009-09-14,12050,12100,10500,10500,801423,70166.0,6682446.0
2009-09-15,10450,11100,10200,11100,288143,74175.0,6682446.0
2009-09-16,11300,11500,10600,10750,210989,71836.0,6682446.0
2009-09-17,10600,10950,10350,10400,95695,69497.0,6682446.0
2009-09-18,10300,10600,10200,10200,57041,68161.0,6682446.0
2009-09-21,10150,10700,10150,10350,89030,69163.0,6682446.0
2009-09-22,10350,10900,10350,10350,79221,69163.0,6682446.0
2009-09-23,10500,10500,9950,9950,83076,66490.0,6682446.0
2009-09-24,9960,10150,9650,9790,66212,65421.0,6682446.0
2009-09-25,9660,9880,9300,9400,101113,62815.0,6682446.0
2009-09-28,9200,9910,9200,9530,62438,63684.0,6682446.0
2009-09-29,9900,9900,9500,9520,50574,63617.0,6682446.0
2009-09-30,9530,10750,9520,10100,212865,67493.0,6682446.0
2009-10-01,10050,10250,9900,10200,56287,68161.0,6682446.0
2009-10-05,10150,10400,9960,9960,32635,66557.0,6682446.0
2009-10-06,10000,10750,10000,10700,106521,71502.0,6682446.0
2009-10-07,10800,11150,10450,11100,170996,74175.0,6682446.0
2009-10-08,11250,11300,9870,9870,636862,65956.0,6682446.0
2009-10-09,9880,10100,9830,9930,61139,66357.0,6682446.0
2009-10-12,9750,9990,9620,9690,81299,64753.0,6682446.0
2009-10-13,9640,9790,9350,9470,84289,63367.0,6691346.0
2009-10-14,9480,9630,9460,9600,25919,64237.0,6691346.0
2009-10-15,9520,9740,9500,9510,29942,63635.0,6691346.0
2009-10-16,9650,9650,9400,9410,27782,62966.0,6691346.0
2009-10-19,9320,9550,9320,9350,24995,62564.0,6691346.0
2009-10-20,9530,9530,9260,9390,24068,62832.0,6691346.0
2009-10-21,9510,9600,9300,9400,25244,62899.0,6691346.0
2009-10-22,9300,9370,9100,9100,55253,60891.0,6691346.0
2009-10-23,9300,9300,8810,8810,51234,58951.0,6691346.0
2009-10-26,8750,9890,8750,9200,74304,61560.0,6691346.0
2009-10-27,9050,9160,8960,9040,28233,60490.0,6691346.0
2009-10-28,9050,9390,8830,8840,32807,59151.0,6691346.0
2009-10-29,8610,8830,7550,8350,45656,55873.0,6691346.0
2009-10-30,8260,8580,8260,8400,12167,56207.0,6691346.0
2009-11-02,8400,8400,7900,8000,33340,53531.0,6691346.0
2009-11-03,8000,8080,7790,7900,22276,52862.0,6691346.0
2009-11-04,7900,8100,7750,7990,20072,53464.0,6691346.0
2009-11-05,7960,8100,7900,7940,11425,53129.0,6691346.0
2009-11-06,7980,8090,7920,8050,30741,60063.0,7461237.0
2009-11-09,8050,8230,8050,8200,19164,61182.0,7461237.0
2009-11-10,8200,8350,8180,8200,11951,61182.0,7461237.0
2009-11-11,8200,8300,8170,8200,10677,61182.0,7461237.0
2009-11-12,8600,8600,8170,8240,10661,61481.0,7461237.0
2009-11-13,8200,8400,8180,8190,13207,61108.0,7461237.0
2009-11-16,8150,8250,8140,8170,17384,60958.0,7461237.0
2009-11-17,8120,8200,8100,8170,14504,60958.0,7461237.0
2009-11-18,8170,8470,8170,8470,26431,63197.0,7461237.0
2009-11-19,8500,8750,8500,8550,20145,63794.0,7461237.0
2009-11-20,8430,8700,8430,8550,4674,63794.0,7461237.0
2009-11-23,8330,8540,8190,8190,23821,61108.0,7461237.0
2009-11-24,8190,8350,8170,8200,11403,61182.0,7461237.0
2009-11-25,8300,8550,8160,8190,16041,61108.0,7461237.0
2009-11-26,8180,8430,8170,8200,20484,61182.0,7461237.0
2009-11-27,8250,8380,8000,8150,47268,60809.0,7461237.0
2009-11-30,8090,8330,8090,8240,23143,61481.0,7461237.0
2009-12-01,8180,8500,8180,8350,19791,62301.0,7461237.0
2009-12-02,8300,8460,8210,8210,19067,61257.0,7461237.0
2009-12-03,8210,8390,8180,8200,13442,61182.0,7461237.0
2009-12-04,8380,8380,8100,8220,17975,61331.0,7461237.0
2009-12-07,8350,8350,8000,8180,20458,61033.0,7461237.0
2009-12-08,8170,8340,8120,8300,23017,61928.0,7461237.0
2009-12-09,8470,8650,8210,8300,42005,61928.0,7461237.0
2009-12-10,8280,9100,8250,8450,105586,63047.0,7461237.0
2009-12-11,8410,8580,8370,8430,30826,62898.0,7461237.0
2009-12-14,8540,8540,8380,8410,25308,62749.0,7461237.0
2009-12-15,8360,8480,8270,8340,22191,62227.0,7461237.0
2009-12-16,8300,8640,8250,8270,46122,61704.0,7461237.0
2009-12-17,8340,8350,8190,8190,18649,61108.0,7461237.0
2009-12-18,8190,8280,8090,8130,17546,60660.0,7461237.0
2009-12-21,8130,8250,8050,8060,28383,60138.0,7461237.0
2009-12-22,8090,8090,7980,7980,20655,59541.0,7461237.0
2009-12-23,7920,8090,7810,7840,30799,58496.0,7461237.0
2009-12-24,7760,8050,7760,7860,16474,58645.0,7461237.0
2009-12-28,7850,7850,7600,7740,28274,57750.0,7461237.0
2009-12-29,7670,7770,7430,7440,27387,55512.0,7461237.0
2009-12-30,7480,7480,7300,7300,17418,54467.0,7461237.0
2010-01-04,7200,7370,7200,7240,9998,54019.0,7461237.0
2010-01-05,7240,7420,7240,7400,15983,55213.0,7461237.0
2010-01-06,7420,7760,7400,7650,31941,57078.0,7461237.0
2010-01-07,7630,7800,7620,7690,12102,57377.0,7461237.0
2010-01-08,7560,7780,7500,7590,35077,56631.0,7461237.0
2010-01-11,7480,7700,7480,7680,30828,57302.0,7461237.0
2010-01-12,7610,7710,7510,7550,15187,56332.0,7461237.0
2010-01-13,7490,7690,7410,7600,27177,56705.0,7461237.0
2010-01-14,7540,7950,7540,7900,27228,58944.0,7461237.0
2010-01-15,8010,8230,7750,8150,37687,60809.0,7461237.0
2010-01-18,8100,8290,7950,8090,29563,60361.0,7461237.0
2010-01-19,8100,8270,8000,8050,21610,60063.0,7461237.0
2010-01-20,8140,8250,8050,8130,14440,60660.0,7461237.0
2010-01-21,8150,8150,7970,8030,16265,59914.0,7461237.0
2010-01-22,8080,8080,7780,7860,26698,58645.0,7461237.0
2010-01-25,7850,7980,7740,7800,17365,58198.0,7461237.0
2010-01-26,7870,8490,7700,8310,60667,62003.0,7461237.0
2010-01-27,8320,8430,8060,8060,37707,60138.0,7461237.0
2010-01-28,8070,8260,7780,7800,8883,58198.0,7461237.0
2010-01-29,7700,7910,7350,7400,15036,55213.0,7461237.0
2010-02-01,7350,7450,7210,7220,16424,53870.0,7461237.0
2010-02-02,7490,7490,7100,7230,9345,53945.0,7461237.0
2010-02-03,7370,7370,7200,7360,4629,54915.0,7461237.0
2010-02-04,7440,7440,7300,7410,1035,55288.0,7461237.0
2010-02-05,7320,7320,7000,7160,5969,53422.0,7461237.0
2010-02-08,6980,7330,6860,7160,7866,53422.0,7461237.0
2010-02-09,7230,7230,7110,7210,6646,53796.0,7461237.0
2010-02-10,7200,7300,7100,7170,11599,53497.0,7461237.0
2010-02-11,7150,7250,7150,7210,2382,53796.0,7461237.0
2010-02-12,7250,7250,7160,7230,1489,53945.0,7461237.0
2010-02-16,7140,7270,6950,7160,3898,53422.0,7461237.0
2010-02-17,7100,7270,7100,7210,3912,53796.0,7461237.0
2010-02-18,7200,7300,7110,7230,4919,53945.0,7461237.0
2010-02-19,7280,7350,7090,7340,13161,54765.0,7461237.0
2010-02-22,7400,7400,7200,7380,11113,55064.0,7461237.0
2010-02-23,7260,7440,7100,7400,4832,55213.0,7461237.0
2010-02-24,7390,7400,7250,7400,2756,55213.0,7461237.0
2010-02-25,7400,7450,7270,7430,11703,55437.0,7461237.0
2010-02-26,7400,7450,7310,7370,669,54989.0,7461237.0
2010-03-02,7240,7470,7210,7210,2478,53796.0,7461237.0
2010-03-03,7200,7380,7190,7190,2919,53646.0,7461237.0
2010-03-04,7400,7400,7000,7160,3009,53422.0,7461237.0
2010-03-05,7260,7260,7100,7190,7718,53646.0,7461237.0
2010-03-08,7340,7340,7000,7080,9410,52826.0,7461237.0
2010-03-09,7080,7250,7060,7100,10625,52975.0,7461237.0
2010-03-10,7100,7160,7060,7100,7613,52975.0,7461237.0
2010-03-11,7100,7150,7000,7050,10943,52602.0,7461237.0
2010-03-12,7060,7090,6950,7070,7709,52751.0,7461237.0
2010-03-15,7020,7090,6960,7000,6525,52229.0,7461237.0
2010-03-16,6860,7050,6860,6960,4149,51930.0,7461237.0
2010-03-17,7000,7000,6920,7000,5697,52229.0,7461237.0
2010-03-18,6950,7070,6800,6990,9983,52154.0,7461237.0
2010-03-19,6910,7060,6910,7020,2958,52378.0,7461237.0
2010-03-22,6970,7040,6900,6900,5043,51483.0,7461237.0
2010-03-23,6950,7170,6930,6950,3066,51856.0,7461237.0
2010-03-24,6930,7050,6920,6950,7734,51856.0,7461237.0
2010-03-25,6950,7000,6900,6900,5980,51483.0,7461237.0
2010-03-26,6910,7050,6900,6940,4256,51781.0,7461237.0
2010-03-29,7190,7190,6960,7050,4367,52602.0,7461237.0
2010-03-30,7050,7190,7000,7040,4803,52527.0,7461237.0
2010-03-31,7140,7140,7020,7050,2439,52602.0,7461237.0
2010-04-01,7090,7090,7000,7000,10017,52229.0,7461237.0
2010-04-02,7040,7050,7020,7050,3025,52602.0,7461237.0
2010-04-05,7050,7200,7040,7190,21833,53646.0,7461237.0
2010-04-06,7270,7290,7070,7280,7546,54318.0,7461237.0
2010-04-07,7200,7250,7120,7130,2917,53199.0,7461237.0
2010-04-08,7230,7230,7080,7100,4203,52975.0,7461237.0
2010-04-09,7190,7220,7090,7130,1722,53199.0,7461237.0
2010-04-12,7140,7390,7120,7120,6809,53124.0,7461237.0
2010-04-13,7180,7220,7000,7150,15516,53348.0,7461237.0
2010-04-14,7230,7250,7150,7190,12140,53646.0,7461237.0
2010-04-15,7200,7250,7130,7130,10040,53199.0,7461237.0
2010-04-16,7100,7250,7100,7250,1244,54094.0,7461237.0
2010-04-19,7250,7330,7240,7260,342,54169.0,7461237.0
2010-04-20,7180,7310,7180,7260,4614,54169.0,7461237.0
2010-04-21,7290,7290,7200,7260,2437,54169.0,7461237.0
2010-04-22,7230,7280,7220,7220,5049,53870.0,7461237.0
2010-04-23,7320,7320,7200,7260,3244,54169.0,7461237.0
2010-04-26,7240,7240,7100,7190,11921,53646.0,7461237.0
2010-04-27,7200,7200,7050,7090,10949,52900.0,7461237.0
2010-04-28,7140,7140,7000,7020,5568,52378.0,7461237.0
2010-04-29,7020,7140,6960,6960,2812,51930.0,7461237.0
2010-04-30,7000,7180,6950,7050,3014,52602.0,7461237.0
2010-05-03,7140,7140,6930,7050,1002,52602.0,7461237.0
2010-05-04,7050,7130,7050,7080,2044,52826.0,7461237.0
2010-05-06,6820,7070,6820,6970,4374,52005.0,7461237.0
2010-05-07,6750,6940,6580,6820,8956,50886.0,7461237.0
2010-05-10,6980,6980,6770,6880,836,51333.0,7461237.0
2010-05-11,6940,6950,6810,6950,5568,51856.0,7461237.0
2010-05-12,6940,6960,6760,6900,2349,51483.0,7461237.0
2010-05-13,6890,6940,6770,6800,2226,50736.0,7461237.0
2010-05-14,6800,6940,6510,6720,7887,50140.0,7461237.0
2010-05-17,6700,6740,6330,6690,8894,49916.0,7461237.0
2010-05-18,6670,6740,6400,6500,6454,48498.0,7461237.0
2010-05-19,6310,6670,6310,6540,2131,48796.0,7461237.0
2010-05-20,6500,6680,6000,6000,8155,44767.0,7461237.0
2010-05-24,5960,6410,5960,6110,8894,45588.0,7461237.0
2010-05-25,6340,6340,5250,5940,14119,44320.0,7461237.0
2010-05-26,5770,6040,5350,6000,10605,44767.0,7461237.0
2010-05-27,6000,6900,5710,6590,76121,49170.0,7461237.0
2010-05-28,6500,6550,6280,6280,13290,46857.0,7461237.0
2010-05-31,6300,6440,6100,6110,4847,45588.0,7461237.0
2010-06-01,6170,6170,5960,5980,8845,44618.0,7461237.0
2010-06-03,6170,6170,6000,6070,8407,45290.0,7461237.0
2010-06-04,6070,6230,6020,6140,2666,45812.0,7461237.0
2010-06-07,6000,6000,5850,5860,6208,43723.0,7461237.0
2010-06-08,6180,6180,5850,6040,1444,45066.0,7461237.0
2010-06-09,6100,6100,5910,6000,2463,44767.0,7461237.0
2010-06-10,5930,6440,5930,6440,9797,48050.0,7461237.0
2010-06-11,6440,6550,6290,6440,10225,48050.0,7461237.0
2010-06-14,6410,6450,6110,6400,5806,47752.0,7461237.0
2010-06-15,6330,6930,6200,6350,5040,47379.0,7461237.0
2010-06-16,6590,6590,6200,6340,5608,47304.0,7461237.0
2010-06-17,6290,6570,6240,6340,11943,47304.0,7461237.0
2010-06-18,6390,6400,6290,6290,1108,46931.0,7461237.0
2010-06-21,6290,6850,6290,6450,19954,48125.0,7461237.0
2010-06-22,6420,6550,6330,6460,2282,48200.0,7461237.0
