힘스(238490),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-04-15,15800,16000,15500,15600,27682,88235.0,5656118.0
2019-04-16,15400,15600,15100,15400,20024,87104.0,5656118.0
2019-04-17,15500,15800,15350,15650,24079,88518.0,5656118.0
2019-04-18,15550,16000,15250,15250,38961,86256.0,5656118.0
2019-04-19,15150,15700,15150,15600,9457,88235.0,5656118.0
2019-04-22,15700,15700,15300,15450,18414,87387.0,5656118.0
2019-04-23,15250,15500,14700,14700,44504,83145.0,5656118.0
2019-04-24,14800,14850,14300,14850,25768,83993.0,5656118.0
2019-04-25,14700,14950,14450,14650,16622,82862.0,5656118.0
2019-04-26,14650,14750,14200,14450,15165,81731.0,5656118.0
2019-04-29,14450,14850,14200,14850,18097,83993.0,5656118.0
2019-04-30,14850,14850,14200,14550,36277,82297.0,5656118.0
2019-05-02,14550,14650,14200,14600,14066,82579.0,5656118.0
2019-05-03,14650,14850,14450,14600,18205,82579.0,5656118.0
2019-05-07,14200,14500,14200,14350,14412,81165.0,5656118.0
2019-05-08,14150,17550,13850,16300,892474,92195.0,5656118.0
2019-05-09,16300,16350,14400,14500,260890,82014.0,5656118.0
2019-05-10,14500,14750,13400,13650,253686,77206.0,5656118.0
2019-05-13,13650,13800,12700,12850,108513,72681.0,5656118.0
2019-05-14,12350,12950,12300,12850,80539,72681.0,5656118.0
2019-05-15,12850,13900,12850,13600,96956,76923.0,5656118.0
2019-05-16,13850,13900,13600,13700,54297,77489.0,5656118.0
2019-05-17,14400,14400,13700,13900,47844,78620.0,5656118.0
2019-05-20,13900,14850,13900,14450,78751,81731.0,5656118.0
2019-05-21,14150,14650,14150,14500,30978,82014.0,5656118.0
2019-05-22,14500,14950,14300,14750,46947,83428.0,5656118.0
2019-05-23,14650,15450,14650,15050,67631,85125.0,5656118.0
2019-05-24,15200,15400,14750,14800,45369,83711.0,5656118.0
2019-05-27,14850,16350,14850,16050,252478,90781.0,5656118.0
2019-05-28,16400,16700,16000,16450,102666,93043.0,5656118.0
2019-05-29,16550,16700,16050,16450,60406,93043.0,5656118.0
2019-05-30,16500,17050,16400,16800,76556,95023.0,5656118.0
2019-05-31,16800,17450,16550,17350,132032,98134.0,5656118.0
2019-06-03,17450,18000,17000,17150,179844,97002.0,5656118.0
2019-06-04,17450,18000,16950,18000,87485,101810.0,5656118.0
2019-06-05,18100,19500,17700,19350,242466,109446.0,5656118.0
2019-06-07,19350,22600,19000,21950,838537,124152.0,5656118.0
2019-06-10,22400,23350,21600,22700,326067,128394.0,5656118.0
2019-06-11,22750,23350,22600,22800,171546,128959.0,5656118.0
2019-06-12,22800,23500,22400,22750,120499,128677.0,5656118.0
2019-06-13,23900,25400,22250,22600,287054,127828.0,5656118.0
2019-06-14,22600,23700,20750,21250,288791,120193.0,5656118.0
2019-06-17,21400,22350,21000,22100,164371,125000.0,5656118.0
2019-06-18,22050,22500,20400,20850,143990,117930.0,5656118.0
2019-06-19,21200,21400,20000,20750,140482,117364.0,5656118.0
2019-06-20,20800,23450,20800,23350,351554,132070.0,5656118.0
2019-06-21,23400,24500,23100,23450,268167,132636.0,5656118.0
2019-06-24,23950,26000,23950,25650,562954,145079.0,5656118.0
2019-06-25,26200,26950,24300,25350,383017,143383.0,5656118.0
2019-06-26,25350,25800,24350,24700,173476,139706.0,5656118.0
2019-06-27,24500,25300,22950,23800,180365,134616.0,5656118.0
2019-06-28,23750,24150,23000,23400,107811,132353.0,5656118.0
2019-07-01,23400,23850,21700,22500,217022,127263.0,5656118.0
2019-07-02,22450,23200,22000,22450,130143,126980.0,5656118.0
2019-07-03,22550,22750,20600,21150,266862,119627.0,5656118.0
2019-07-04,21700,22100,20800,21450,199544,121324.0,5656118.0
2019-07-05,21300,21700,20850,21600,87481,122172.0,5656118.0
2019-07-08,21650,21700,19600,19650,170042,111143.0,5656118.0
2019-07-09,19900,21350,19900,20500,227905,115950.0,5656118.0
2019-07-10,21250,21850,21000,21150,158050,119627.0,5656118.0
2019-07-11,21300,21600,20300,21300,159375,120475.0,5656118.0
2019-07-12,21600,21750,20850,21300,91150,120475.0,5656118.0
2019-07-15,21200,21450,19700,20000,143496,113122.0,5656118.0
2019-07-16,20000,20400,19650,20150,85857,113971.0,5656118.0
2019-07-17,20150,20350,19100,19350,85361,109446.0,5656118.0
2019-07-18,19350,21550,19350,20550,211442,116233.0,5656118.0
2019-07-19,20750,21500,20750,20950,94542,118496.0,5656118.0
2019-07-22,20700,22000,20350,21550,137095,121889.0,5656118.0
2019-07-23,21850,22050,20300,20400,162488,115385.0,5656118.0
2019-07-24,20500,20900,19500,19750,98040,111708.0,5656118.0
2019-07-25,19750,19950,19300,19750,57357,111708.0,5656118.0
2019-07-26,19500,20350,19300,20300,86564,114819.0,5656118.0
2019-07-29,20250,20250,18350,18500,129826,104638.0,5656118.0
2019-07-30,18500,20500,18500,20150,166162,113971.0,5656118.0
2019-07-31,20150,20800,19150,20500,106245,115950.0,5656118.0
2019-08-01,20300,20550,19500,19550,75187,110577.0,5656118.0
2019-08-02,19050,20450,18700,19650,124715,111143.0,5656118.0
2019-08-05,19400,19600,16800,17000,181652,96154.0,5656118.0
2019-08-06,16150,17700,16050,16350,181848,92478.0,5656118.0
2019-08-07,16450,17650,16450,17350,107211,98134.0,5656118.0
2019-08-08,17800,18650,17650,18300,73928,103507.0,5656118.0
2019-08-09,18400,18900,18250,18400,54769,104073.0,5656118.0
2019-08-12,18700,19200,18100,19050,87085,107749.0,5656118.0
2019-08-13,18950,19800,18350,18800,115921,106335.0,5656118.0
2019-08-14,19350,19600,16550,17700,384973,100113.0,5656118.0
2019-08-16,17450,18650,17200,18500,139345,104638.0,5656118.0
2019-08-19,18900,20050,18450,19500,202821,110294.0,5656118.0
2019-08-20,19850,20000,18700,20000,184935,113122.0,5656118.0
2019-08-21,19850,20650,19550,20050,95587,113405.0,5656118.0
2019-08-22,20100,20200,19450,19600,93619,110860.0,5656118.0
2019-08-23,19200,20150,19150,19850,80795,112274.0,5656118.0
2019-08-26,19050,19400,18200,18350,171730,103790.0,5656118.0
2019-08-27,18950,19650,18300,18500,189164,104638.0,5656118.0
2019-08-28,18700,19300,18650,18950,92570,107183.0,5656118.0
2019-08-29,19350,19850,18550,19100,166936,108032.0,5656118.0
2019-08-30,19400,19850,19050,19750,153446,111708.0,5656118.0
2019-09-02,19500,19850,19100,19400,106290,109729.0,5656118.0
2019-09-03,19500,20000,19150,19900,145516,112557.0,5656118.0
2019-09-04,20200,23200,20050,22850,1090014,129242.0,5656118.0
2019-09-05,23000,23700,22450,23500,483792,132919.0,5656118.0
2019-09-06,24150,24950,22850,23150,341051,130939.0,5656118.0
2019-09-09,23450,24350,22950,23400,270297,132353.0,5656118.0
2019-09-10,23500,23750,23100,23200,109423,131222.0,5656118.0
2019-09-11,23250,23550,22150,22600,166443,127828.0,5656118.0
2019-09-16,22600,22600,21750,22150,96793,125283.0,5656118.0
2019-09-17,22150,22350,21650,21950,70198,124152.0,5656118.0
2019-09-18,21950,24350,21900,24250,357220,137161.0,5656118.0
2019-09-19,24150,24750,23750,24250,184953,137161.0,5656118.0
2019-09-20,24400,25250,24050,24250,162639,137161.0,5656118.0
2019-09-23,24050,24400,23450,23750,68178,134333.0,5656118.0
2019-09-24,24200,25800,24200,25300,420392,143100.0,5656118.0
2019-09-25,25100,26400,24600,25350,224373,143383.0,5656118.0
2019-09-26,25650,26250,25350,26000,219074,147059.0,5656118.0
2019-09-27,25600,26000,25150,25700,98813,145362.0,5656118.0
2019-09-30,25450,26250,25100,25800,95570,145928.0,5656118.0
2019-10-01,25950,26250,25350,26000,75360,147059.0,5656118.0
2019-10-02,25550,25850,24500,24750,162947,139989.0,5656118.0
2019-10-04,24900,25600,24450,24700,112683,139706.0,5656118.0
2019-10-07,25100,26500,25100,25300,256716,143100.0,5656118.0
