블러썸엠앤씨(263920),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-06-25,24850,25400,23400,25000,105980,236297.0,9451896.0
2019-06-26,25000,25300,23550,25000,96518,236297.0,9451896.0
2019-06-27,25450,25450,23500,24400,77023,230626.0,9451896.0
2019-06-28,24550,24550,22050,23400,123007,221174.0,9451896.0
2019-07-01,23500,23550,20200,21300,159206,201325.0,9451896.0
2019-07-02,21900,21900,18950,21300,187218,201325.0,9451896.0
2019-07-03,21400,24450,21100,23800,106787,224955.0,9451896.0
2019-07-04,23550,24800,23500,24300,48068,229681.0,9451896.0
2019-07-05,24300,24450,23350,23750,12790,224483.0,9451896.0
2019-07-08,23250,23950,22800,23250,16381,219757.0,9451896.0
2019-07-09,22850,23250,22000,22000,20672,207942.0,9451896.0
2019-07-10,22400,22750,21900,22200,11708,209832.0,9451896.0
2019-07-11,23000,24500,22550,23100,17563,218339.0,9451896.0
2019-07-12,23900,23900,22700,22700,9550,214558.0,9451896.0
2019-07-15,22700,24100,22000,23600,18687,223065.0,9451896.0
2019-07-16,23600,23600,22650,22800,10801,215503.0,9451896.0
2019-07-17,22650,22950,21750,21850,16894,206524.0,9451896.0
2019-07-18,21400,22650,21400,22300,8538,210777.0,9451896.0
2019-07-19,22300,22500,20550,21650,65620,204634.0,9451896.0
2019-07-22,21300,22200,20000,20350,58328,192346.0,9451896.0
2019-07-23,20350,20800,19300,20300,44226,191873.0,9451896.0
2019-07-24,19850,20350,17900,18100,67621,171079.0,9451896.0
2019-07-25,18700,18700,15000,15000,98612,141778.0,9451896.0
2019-07-26,15000,15650,14550,15000,174287,141778.0,9451896.0
2019-07-29,14800,15500,13500,15500,190196,146504.0,9451896.0
2019-07-30,15000,16000,14500,15500,111485,146504.0,9451896.0
2019-07-31,15500,15500,13800,14550,108803,137525.0,9451896.0
2019-08-01,14250,18800,13350,17000,225159,160682.0,9451896.0
2019-08-02,16600,17700,15700,17450,107123,164936.0,9451896.0
2019-08-05,17350,18000,16000,16500,68848,155956.0,9451896.0
2019-08-06,15750,16350,15050,15700,26992,148395.0,9451896.0
2019-08-07,15650,16100,14750,15350,51669,145087.0,9451896.0
2019-08-08,15100,16250,15100,15650,63904,147922.0,9451896.0
2019-08-09,15800,16000,14950,15400,62789,145559.0,9451896.0
2019-08-12,15100,15150,13900,14400,128513,136107.0,9451896.0
2019-08-13,14900,15350,14250,15100,79927,142724.0,9451896.0
2019-08-14,15200,15300,14550,14550,51996,137525.0,9451896.0
2019-08-16,14550,17200,14250,16000,219189,151230.0,9451896.0
2019-08-19,16150,16150,15500,15950,49443,150758.0,9451896.0
2019-08-20,15950,16850,15400,16450,60042,155484.0,9451896.0
2019-08-21,16450,17050,16400,17000,28589,160682.0,9451896.0
2019-08-22,17200,17500,16650,17500,38263,165408.0,9451896.0
2019-08-23,17350,19150,17100,18900,71889,178641.0,9451896.0
2019-08-26,18500,19250,18500,19000,42170,179586.0,9451896.0
2019-08-27,19100,19300,17200,17750,103630,167771.0,9451896.0
2019-08-28,17750,18100,16800,17800,32087,168244.0,9451896.0
2019-08-29,18000,18000,16850,17050,98642,161155.0,9451896.0
2019-08-30,17050,17500,16150,17500,88462,165408.0,9451896.0
2019-09-02,17450,20300,17450,19000,247724,179586.0,9451896.0
2019-09-03,19150,20000,18900,19400,209401,183367.0,9451896.0
2019-09-04,19700,19900,18600,18950,175255,179113.0,9451896.0
2019-09-05,18550,18700,17200,17200,197146,162573.0,9451896.0
2019-09-06,17500,17750,15900,16250,94144,153593.0,9451896.0
2019-09-09,15950,16800,15500,16800,93846,158792.0,9451896.0
2019-09-10,16650,16700,15500,16000,51214,151230.0,9451896.0
2019-09-11,16000,16750,15900,16350,115580,154538.0,9451896.0
2019-09-16,16400,16700,16000,16400,61379,155011.0,9451896.0
2019-09-17,16250,16550,16000,16100,98302,152176.0,9451896.0
2019-09-18,16100,17200,16100,16800,61504,158792.0,9451896.0
2019-09-19,16700,17850,16650,17650,71078,166826.0,9451896.0
2019-09-20,17650,18700,17650,18700,81714,176750.0,9451896.0
2019-09-23,19000,19000,17900,18150,68807,171552.0,9451896.0
2019-09-24,18100,18100,16500,16600,135443,156901.0,9451896.0
2019-09-25,16550,16600,15550,15950,81966,150758.0,9451896.0
2019-09-26,16050,16350,14200,14200,165747,134217.0,9451896.0
2019-09-27,14300,14350,13450,13550,172281,128073.0,9451896.0
2019-09-30,13250,13900,9500,9500,306827,89793.0,9451896.0
2019-10-01,8210,9090,6650,6700,954713,63328.0,9451896.0
2019-10-02,7010,8370,6910,7810,1941716,73819.0,9451896.0
2019-10-04,8020,10150,7840,10150,1354224,95937.0,9451896.0
2019-10-07,10450,12500,10450,11600,1503630,109642.0,9451896.0
