아이디스홀딩스(054800),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2006-02-22,11491,11767,11451,11689,39798,147408.0,9960000.0
2006-02-23,11846,12004,11688,11689,47630,147408.0,9960000.0
2006-02-24,11609,11807,11570,11768,47434,148404.0,9960000.0
2006-02-27,11846,11846,11649,11768,36772,148404.0,9960000.0
2006-02-28,11886,12083,11728,11965,64587,150894.0,9960000.0
2006-03-02,12123,12123,11649,11768,62095,148404.0,9960000.0
2006-03-03,11570,11767,11293,11452,38103,144420.0,9960000.0
2006-03-06,11333,11767,11254,11452,53110,144420.0,9960000.0
2006-03-07,11293,11451,11017,11136,68280,140436.0,9960000.0
2006-03-08,11135,11254,10819,10938,29910,137946.0,9960000.0
2006-03-09,10938,11214,10859,10859,55853,136950.0,9960000.0
2006-03-10,10898,11214,10740,11215,53940,141432.0,9960000.0
2006-03-13,11293,11293,11056,11136,31020,140436.0,9960000.0
2006-03-14,11175,11333,11135,11215,23056,141432.0,9960000.0
2006-03-15,11293,11451,11214,11294,23688,142428.0,9960000.0
2006-03-16,11372,11451,11175,11215,18459,141432.0,9960000.0
2006-03-17,11056,11293,11017,11294,33996,142428.0,9960000.0
2006-03-20,11333,11412,11135,11294,19938,142428.0,9960000.0
2006-03-21,11293,11293,11056,11096,48344,139938.0,9960000.0
2006-03-22,11056,11096,10780,10978,56497,138444.0,9960000.0
2006-03-23,10977,11135,10780,10780,42879,135954.0,9960000.0
2006-03-24,10701,10859,10701,10780,25119,135954.0,9960000.0
2006-03-27,10780,10938,10701,10701,20064,134958.0,9960000.0
2006-03-28,10622,10780,10622,10780,31840,135954.0,9960000.0
2006-03-29,10622,10898,10582,10820,16932,136452.0,9960000.0
2006-03-30,10819,10977,10819,10978,22053,138444.0,9960000.0
2006-03-31,10977,11175,10859,11057,32723,139440.0,9960000.0
2006-04-03,11056,11254,11056,11175,37261,140934.0,9960000.0
2006-04-04,11254,11530,11214,11531,42114,145416.0,9960000.0
2006-04-05,11530,11688,11451,11531,79783,145416.0,9960000.0
2006-04-06,11530,11767,11412,11412,50759,143922.0,9960000.0
2006-04-07,11412,11491,11372,11452,24041,144420.0,9960000.0
2006-04-10,11451,11451,11293,11294,35653,142428.0,9960000.0
2006-04-11,11214,11214,11135,11215,25168,141432.0,9960000.0
2006-04-12,11135,11214,11056,11175,37927,140934.0,9960000.0
2006-04-13,11096,11254,11096,11175,30039,140934.0,9960000.0
2006-04-14,11175,11293,11135,11294,114115,142428.0,9960000.0
2006-04-17,11293,11333,11017,11136,43925,140436.0,9960000.0
2006-04-18,11096,11293,11096,11294,39621,142428.0,9960000.0
2006-04-19,11372,11491,11096,11096,44822,139938.0,9960000.0
2006-04-20,11254,11254,11096,11136,24906,140436.0,9960000.0
2006-04-21,11096,12004,11096,12005,93597,151392.0,9960000.0
2006-04-24,11925,11965,11491,11491,70732,144918.0,9960000.0
2006-04-25,11412,11530,11333,11531,36610,145416.0,9960000.0
2006-04-26,11451,11925,11412,11728,54080,147906.0,9960000.0
2006-04-27,11846,12201,11846,11965,82648,150894.0,9960000.0
2006-04-28,11886,12004,11530,11649,27274,146910.0,9960000.0
2006-05-02,11491,11807,11412,11412,44169,143922.0,9960000.0
2006-05-03,11609,11767,11254,11254,69741,141930.0,9960000.0
2006-05-04,11333,11609,11333,11491,26502,144918.0,9960000.0
2006-05-08,11609,11846,11491,11491,29142,144918.0,9960000.0
2006-05-09,11451,11491,11214,11373,35079,143424.0,9960000.0
2006-05-10,11412,11412,11056,11057,30229,139440.0,9960000.0
2006-05-11,10898,11214,10898,11136,40127,140436.0,9960000.0
2006-05-12,11056,11135,10977,11136,25545,140436.0,9960000.0
2006-05-15,11056,11056,10859,10938,20201,137946.0,9960000.0
2006-05-16,10898,11056,10622,10741,58175,135456.0,9960000.0
2006-05-17,10740,11135,10740,11136,45498,140436.0,9960000.0
2006-05-18,10898,10977,10661,10820,36645,136452.0,9960000.0
2006-05-19,10740,10938,10661,10780,23280,135954.0,9960000.0
2006-05-22,11214,11293,10859,10899,55590,137448.0,9960000.0
2006-05-23,11017,11017,10740,10899,20143,137448.0,9960000.0
2006-05-24,10780,10898,10582,10741,28397,135456.0,9960000.0
2006-05-25,11017,11017,10503,10583,24598,133464.0,9960000.0
2006-05-26,10701,10898,10661,10701,108770,134958.0,9960000.0
2006-05-29,10661,10859,10425,10425,27293,131472.0,9960000.0
2006-05-30,10543,11293,10425,10622,104335,133962.0,9960000.0
2006-06-01,10464,10701,10109,10346,133578,130476.0,9960000.0
2006-06-02,10503,10622,10148,10425,22983,131472.0,9960000.0
2006-06-05,10385,10464,10227,10346,13164,130476.0,9960000.0
2006-06-07,9951,10267,9477,9635,49108,121512.0,9960000.0
2006-06-08,9872,9872,9516,9635,60058,121512.0,9960000.0
2006-06-09,9714,9832,9595,9596,27455,121014.0,9960000.0
2006-06-12,9595,9872,9595,9872,23866,124500.0,9960000.0
2006-06-13,9556,9793,9477,9675,19814,122010.0,9960000.0
2006-06-14,9753,9832,9595,9714,58551,122508.0,9960000.0
2006-06-15,9832,9872,9714,9714,22655,122508.0,9960000.0
2006-06-16,9793,9990,9793,9912,21257,124998.0,9960000.0
2006-06-19,9951,9951,9753,9951,25783,125496.0,9960000.0
2006-06-20,9793,10148,9793,10109,18535,127488.0,9960000.0
2006-06-21,9990,10267,9951,10030,4997,126492.0,9960000.0
2006-06-22,10109,10188,9951,9991,26922,125994.0,9960000.0
2006-06-23,9872,10069,9674,9991,13163,125994.0,9960000.0
2006-06-26,9753,9872,9635,9872,12011,124500.0,9960000.0
2006-06-27,9832,9990,9674,9912,22017,124998.0,9960000.0
2006-06-28,9793,10109,9635,10030,17000,126492.0,9960000.0
2006-06-29,10030,10188,9990,10070,11410,126990.0,9960000.0
2006-06-30,10267,10385,10188,10307,23944,129978.0,9960000.0
2006-07-03,10227,10425,10227,10307,4039,129978.0,9960000.0
2006-07-04,10306,10346,10148,10228,8068,128982.0,9960000.0
2006-07-05,10030,10188,9872,10109,44020,127488.0,9960000.0
2006-07-06,10109,10109,9872,10030,6021,126492.0,9960000.0
2006-07-07,10069,10069,9872,10070,8666,126990.0,9960000.0
2006-07-10,10030,10069,9951,10030,7116,126492.0,9960000.0
2006-07-11,10030,10109,9911,9912,16984,124998.0,9960000.0
2006-07-12,9832,10109,9753,10109,31520,127488.0,9960000.0
2006-07-13,10030,10069,9872,10070,11440,126990.0,9960000.0
2006-07-14,9990,10188,9753,10149,31223,127986.0,9960000.0
2006-07-18,9951,10109,9793,9793,14400,123504.0,9960000.0
2006-07-19,9793,10069,9793,9951,150312,125496.0,9960000.0
2006-07-20,10069,10267,10069,10228,13360,128982.0,9960000.0
2006-07-21,10109,10188,10030,10070,5876,126990.0,9960000.0
2006-07-24,10030,10148,9911,10149,5686,127986.0,9960000.0
2006-07-25,10148,10188,9990,10070,20361,126990.0,9960000.0
2006-07-26,10109,10227,10109,10188,17786,128484.0,9960000.0
2006-07-27,10267,10306,10148,10228,17827,128982.0,9960000.0
2006-07-28,10306,10306,10030,10228,16677,128982.0,9960000.0
2006-07-31,10267,10582,10227,10583,40574,133464.0,9960000.0
2006-08-01,10622,10780,10227,10267,128764,129480.0,9960000.0
2006-08-02,10543,10701,10346,10701,203552,134958.0,9960000.0
2006-08-03,10859,10859,10267,10267,71763,129480.0,9960000.0
2006-08-04,10385,10740,10306,10464,58237,131970.0,9960000.0
2006-08-07,10503,10582,10385,10504,26209,132468.0,9960000.0
2006-08-08,10503,10582,10385,10583,17253,133464.0,9960000.0
2006-08-09,10425,10622,10425,10622,20525,133962.0,9960000.0
2006-08-10,10503,10938,10503,10938,41991,137946.0,9960000.0
2006-08-11,11096,11175,10819,10978,63809,138444.0,9960000.0
2006-08-14,10977,10977,10780,10820,22734,136452.0,9960000.0
2006-08-16,10859,10977,10701,10780,24813,135954.0,9960000.0
2006-08-17,10740,10938,10582,10583,27258,133464.0,9960000.0
2006-08-18,10543,10740,10503,10662,64595,134460.0,9960000.0
2006-08-21,10661,10898,10661,10820,40997,136452.0,9960000.0
2006-08-22,10898,11570,10819,11412,160850,143922.0,9960000.0
2006-08-23,11214,11451,11175,11254,61228,141930.0,9960000.0
2006-08-24,11096,11293,10977,10978,42526,138444.0,9960000.0
2006-08-25,10977,11649,10977,11610,69353,146412.0,9960000.0
2006-08-28,11609,11688,11372,11531,17434,145416.0,9960000.0
2006-08-29,11530,11688,11412,11531,30892,145416.0,9960000.0
2006-08-30,11530,11530,11293,11373,24122,143424.0,9960000.0
2006-08-31,11333,11451,11333,11412,19067,143922.0,9960000.0
2006-09-01,11530,11649,11372,11610,28485,146412.0,9960000.0
2006-09-04,11688,11688,11451,11649,24542,146910.0,9960000.0
2006-09-05,11688,11767,11451,11531,25766,145416.0,9960000.0
2006-09-06,11530,11570,11372,11531,31502,145416.0,9960000.0
2006-09-07,11451,11451,11293,11294,20853,142428.0,9960000.0
2006-09-08,11293,11293,11056,11136,49275,140436.0,9960000.0
2006-09-11,11254,11451,11017,11017,66622,138942.0,9960000.0
2006-09-12,11056,11175,10977,11057,46494,139440.0,9960000.0
2006-09-13,11096,11175,10977,10978,18829,138444.0,9960000.0
2006-09-14,10977,11175,10859,11175,42535,140934.0,9960000.0
2006-09-15,11293,11293,11017,11057,25100,139440.0,9960000.0
2006-09-18,11175,11372,11135,11254,72743,141930.0,9960000.0
2006-09-19,11175,11254,11017,11057,36291,139440.0,9960000.0
2006-09-20,11056,11293,10977,11215,160636,141432.0,9960000.0
2006-09-21,11254,11293,11017,11215,34400,141432.0,9960000.0
2006-09-22,11056,11175,10819,10938,39111,137946.0,9960000.0
2006-09-25,10898,11056,10780,10780,14639,136773.0,10020000.0
2006-09-26,10780,10819,10503,10504,88662,133266.0,10020000.0
2006-09-27,10503,10701,10503,10662,23173,135270.0,10020000.0
2006-09-28,10622,10898,10622,10859,34933,137775.0,10020000.0
2006-09-29,10898,11175,10780,11136,35346,141282.0,10020000.0
2006-10-02,11175,11214,10977,11136,20004,141282.0,10020000.0
2006-10-04,10740,11135,10740,10780,10893,136773.0,10020000.0
2006-10-09,10622,10898,9872,9951,30983,126252.0,10020000.0
2006-10-10,10030,10425,10030,10228,64802,129759.0,10020000.0
2006-10-11,10109,10306,10030,10109,21998,128256.0,10020000.0
2006-10-12,10267,10582,10188,10386,26869,131763.0,10020000.0
2006-10-13,10425,10582,10148,10228,43260,129759.0,10020000.0
2006-10-16,10346,10464,10227,10228,32842,129759.0,10020000.0
2006-10-17,10267,10464,9872,10228,54251,129759.0,10020000.0
2006-10-18,10148,10227,10030,10188,32736,129258.0,10020000.0
2006-10-19,10109,10227,9951,10228,60668,129759.0,10020000.0
2006-10-20,10227,10425,10227,10307,31681,130761.0,10020000.0
2006-10-23,10267,10543,10267,10543,43050,133767.0,10020000.0
2006-10-24,10622,10622,10385,10543,37338,133767.0,10020000.0
2006-10-25,10464,10859,10425,10859,54524,137775.0,10020000.0
2006-10-26,10859,10859,10622,10780,11175,136773.0,10020000.0
2006-10-27,10701,10938,10543,10938,40221,138777.0,10020000.0
2006-10-30,10819,10819,10267,10386,41186,131763.0,10020000.0
2006-10-31,10543,10701,10227,10662,74381,135270.0,10020000.0
2006-11-01,10701,10780,10425,10504,25806,133266.0,10020000.0
2006-11-02,10464,10543,10267,10307,32619,130761.0,10020000.0
2006-11-03,10385,10701,10267,10662,102598,135270.0,10020000.0
2006-11-06,10543,10661,10306,10464,24927,132765.0,10020000.0
2006-11-07,10582,10661,10346,10662,37601,135270.0,10020000.0
2006-11-08,10661,10740,10543,10741,112142,136272.0,10020000.0
2006-11-09,10661,10740,10622,10662,17207,135270.0,10020000.0
2006-11-10,10543,10661,10464,10583,173636,134268.0,10020000.0
2006-11-13,10701,10701,10503,10543,22918,133767.0,10020000.0
2006-11-14,10503,10661,10503,10622,86717,134769.0,10020000.0
2006-11-15,10661,10740,10543,10662,78050,135270.0,10020000.0
2006-11-16,10582,10780,10582,10741,18211,136272.0,10020000.0
2006-11-17,10780,11056,10780,10938,45899,138777.0,10020000.0
2006-11-20,10977,10977,10543,10662,41128,135270.0,10020000.0
2006-11-21,10661,10819,10425,10543,26981,133767.0,10020000.0
2006-11-22,10543,10622,10267,10386,111701,131763.0,10020000.0
2006-11-23,10385,10464,10069,10267,126745,130260.0,10020000.0
2006-11-24,10346,10385,10109,10228,118523,129759.0,10020000.0
2006-11-27,10148,10267,10109,10188,30529,129258.0,10020000.0
2006-11-28,10148,10227,9911,10030,246437,127254.0,10020000.0
2006-11-29,10069,10188,10069,10109,38931,128256.0,10020000.0
2006-11-30,10109,10227,10069,10228,44310,129759.0,10020000.0
2006-12-01,10188,10306,10109,10188,33362,129258.0,10020000.0
2006-12-04,10188,10227,10030,10109,24931,128256.0,10020000.0
2006-12-05,10109,10188,9990,10188,44855,129258.0,10020000.0
2006-12-06,10188,10227,9793,9912,72430,125751.0,10020000.0
2006-12-07,9832,9990,9753,9951,154895,126252.0,10020000.0
2006-12-08,9951,9951,9793,9912,213778,125751.0,10020000.0
2006-12-11,9911,10188,9911,10030,138163,127254.0,10020000.0
2006-12-12,10148,10148,9990,10070,95050,127755.0,10020000.0
2006-12-13,10069,10109,9872,9912,117167,125751.0,10020000.0
2006-12-14,9872,10030,9793,9991,121024,126753.0,10020000.0
2006-12-15,9990,10188,9990,10149,60707,128757.0,10020000.0
2006-12-18,10227,10543,10148,10543,100070,133767.0,10020000.0
2006-12-19,10503,10582,10306,10543,37852,133767.0,10020000.0
2006-12-20,10582,10582,10385,10504,31583,133266.0,10020000.0
2006-12-21,10503,10503,10385,10425,40841,132264.0,10020000.0
2006-12-22,10425,10503,10346,10425,46727,132264.0,10020000.0
2006-12-26,10346,10464,10148,10386,32066,131763.0,10020000.0
2006-12-27,10385,10582,10346,10504,42870,133266.0,10020000.0
2006-12-28,10582,10622,10503,10504,31339,133266.0,10020000.0
2007-01-02,10503,10661,10503,10583,48048,134268.0,10020000.0
2007-01-03,10582,10819,10464,10701,135374,135771.0,10020000.0
2007-01-04,10701,10780,10582,10622,42136,134769.0,10020000.0
2007-01-05,10622,10622,10464,10583,55141,134268.0,10020000.0
2007-01-08,10622,10780,10503,10543,59629,133767.0,10020000.0
2007-01-09,10425,10582,10306,10425,28324,132264.0,10020000.0
2007-01-10,10267,10385,10030,10109,18065,128256.0,10020000.0
2007-01-11,10148,10346,10109,10267,11892,130260.0,10020000.0
2007-01-12,10188,10267,10188,10188,14952,129258.0,10020000.0
2007-01-15,10188,10306,10109,10228,11037,129759.0,10020000.0
2007-01-16,10148,10227,10109,10149,6841,128757.0,10020000.0
2007-01-17,10267,10306,10030,10149,13038,128757.0,10020000.0
2007-01-18,10030,10148,10030,10070,9130,127755.0,10020000.0
2007-01-19,9951,10030,9714,9991,30800,126753.0,10020000.0
2007-01-22,9872,10030,9832,9912,9968,125751.0,10020000.0
2007-01-23,9911,9911,9674,9675,14678,122745.0,10020000.0
2007-01-24,9674,9911,9674,9912,25593,125751.0,10020000.0
2007-01-25,9911,9951,9753,9793,14033,124248.0,10020000.0
2007-01-26,9793,9832,9516,9635,21689,122244.0,10020000.0
2007-01-29,9516,9753,9358,9477,22164,120240.0,10020000.0
2007-01-30,9437,9635,9358,9517,42805,120741.0,10020000.0
2007-01-31,9516,9872,9516,9517,26493,120741.0,10020000.0
2007-02-01,9595,9635,9437,9438,34090,119739.0,10020000.0
2007-02-02,9437,9951,9437,9833,138503,124749.0,10020000.0
2007-02-05,9872,9911,9714,9833,127459,124749.0,10020000.0
2007-02-06,9793,9832,9674,9833,32444,124749.0,10020000.0
2007-02-07,9832,10109,9832,9991,40541,126753.0,10020000.0
2007-02-08,9911,9990,9714,9754,208634,123747.0,10020000.0
2007-02-09,9872,9872,9674,9754,34519,123747.0,10020000.0
2007-02-12,9872,9872,9556,9714,99999,123246.0,10020000.0
2007-02-13,9556,9753,9556,9714,24950,123246.0,10020000.0
2007-02-14,9714,9911,9635,9872,60985,125250.0,10020000.0
2007-02-15,9872,9951,9793,9912,28839,125751.0,10020000.0
2007-02-16,9951,9990,9832,9912,7218,125751.0,10020000.0
2007-02-20,9832,10069,9832,10070,14076,127755.0,10020000.0
2007-02-21,9951,10148,9793,9872,16946,125250.0,10020000.0
2007-02-22,9911,10030,9832,10030,29366,127254.0,10020000.0
2007-02-23,9990,10464,9911,10267,97361,130260.0,10020000.0
2007-02-26,10346,10543,10227,10386,71572,131763.0,10020000.0
2007-02-27,10346,10464,10148,10425,34085,132264.0,10020000.0
2007-02-28,9951,10306,9951,10267,49445,130260.0,10020000.0
2007-03-02,10346,10464,10346,10386,21113,131763.0,10020000.0
2007-03-05,10385,10464,10267,10386,31064,131763.0,10020000.0
2007-03-06,10385,10425,10227,10267,39085,130260.0,10020000.0
2007-03-07,10346,10425,10346,10386,26231,131763.0,10020000.0
2007-03-08,10425,10464,10346,10386,12354,131763.0,10020000.0
2007-03-09,10385,10464,10267,10346,50049,131262.0,10020000.0
2007-03-12,10425,10464,10306,10425,35143,132264.0,10020000.0
2007-03-13,10464,10582,10385,10583,48763,134268.0,10020000.0
2007-03-14,10385,10582,10346,10583,27723,134268.0,10020000.0
2007-03-15,10622,10661,10543,10662,22230,135270.0,10020000.0
2007-03-16,10503,10780,10503,10701,35729,135771.0,10020000.0
2007-03-19,10819,11056,10780,11017,123686,139779.0,10020000.0
2007-03-20,11017,11017,10543,10780,213225,136773.0,10020000.0
2007-03-21,10780,10819,10622,10741,32443,136272.0,10020000.0
2007-03-22,10819,10819,10701,10741,35289,136272.0,10020000.0
2007-03-23,10740,10819,10582,10820,28059,137274.0,10020000.0
2007-03-26,10740,10898,10622,10899,43316,138276.0,10020000.0
2007-03-27,10898,10938,10740,10899,21942,138276.0,10020000.0
2007-03-28,10780,10938,10780,10938,39241,138777.0,10020000.0
2007-03-29,10938,11214,10740,11215,38758,142284.0,10020000.0
2007-03-30,11254,11254,11017,11136,14909,141282.0,10020000.0
2007-04-02,11056,11254,11017,11175,32213,141783.0,10020000.0
2007-04-03,11254,11293,10859,11017,45052,139779.0,10020000.0
2007-04-04,11017,11017,10898,10978,52744,139278.0,10020000.0
2007-04-05,10977,10977,10819,10899,48827,138276.0,10020000.0
2007-04-06,10898,11017,10819,10978,39473,139278.0,10020000.0
2007-04-09,11017,11017,10819,10820,45976,137274.0,10020000.0
2007-04-10,10622,10859,10622,10701,76186,135771.0,10020000.0
2007-04-11,10701,10977,10701,10938,63419,138777.0,10020000.0
2007-04-12,10898,11017,10819,11017,91822,139779.0,10020000.0
2007-04-13,11056,11056,10898,10899,59849,138276.0,10020000.0
2007-04-16,11017,11293,10859,11175,70884,141783.0,10020000.0
2007-04-17,11175,11333,11135,11254,69536,142785.0,10020000.0
2007-04-18,11293,11293,11096,11254,35596,142785.0,10020000.0
2007-04-19,11254,11254,10898,11057,69247,140280.0,10020000.0
2007-04-20,11056,11214,10701,11017,76539,139779.0,10020000.0
2007-04-23,11175,11293,11135,11136,39048,141282.0,10020000.0
2007-04-24,11135,11412,11135,11412,64034,144789.0,10020000.0
2007-04-25,11451,11767,11451,11610,82661,147294.0,10020000.0
2007-04-26,11728,11728,11609,11610,50931,147294.0,10020000.0
2007-04-27,11609,11886,11451,11768,98340,149298.0,10020000.0
2007-04-30,11807,11846,11609,11768,54449,149298.0,10020000.0
2007-05-02,12004,12123,11767,12005,81793,152304.0,10020000.0
2007-05-03,12162,12478,12044,12399,84423,157314.0,10020000.0
2007-05-04,12280,12280,11175,12005,75886,152304.0,10020000.0
2007-05-07,12004,12280,11886,12241,81181,155310.0,10020000.0
2007-05-08,12241,12320,11965,12202,76727,154809.0,10020000.0
2007-05-09,11925,12162,11846,11926,126372,151302.0,10020000.0
2007-05-10,11965,12044,11767,11847,60692,150300.0,10020000.0
2007-05-11,11688,12320,11688,12241,67537,155310.0,10020000.0
2007-05-14,12596,12596,11965,12163,59766,154308.0,10020000.0
2007-05-15,12162,12280,12083,12202,28135,154809.0,10020000.0
2007-05-16,12201,12201,11886,11965,50344,151803.0,10020000.0
2007-05-17,11965,12241,11965,12241,25906,155310.0,10020000.0
2007-05-18,12123,12162,11965,12123,28625,153807.0,10020000.0
2007-05-21,12123,12320,12123,12281,59386,155811.0,10020000.0
2007-05-22,12162,12636,12162,12597,76551,159819.0,10020000.0
2007-05-23,12715,12715,12320,12597,26166,159819.0,10020000.0
2007-05-25,12399,12557,12320,12439,40595,157815.0,10020000.0
2007-05-28,12517,12715,12438,12636,58867,160320.0,10020000.0
2007-05-29,12636,12636,12280,12478,65539,158316.0,10020000.0
2007-05-30,12399,12478,12162,12439,40077,157815.0,10020000.0
2007-05-31,12438,12557,12162,12281,28104,155811.0,10020000.0
2007-06-01,12517,12557,12201,12399,38949,157314.0,10020000.0
2007-06-04,12517,12517,12044,12084,57462,153306.0,10020000.0
2007-06-05,12044,12241,11886,11965,39770,151803.0,10020000.0
2007-06-07,11846,12280,11688,12005,74458,152304.0,10020000.0
2007-06-08,12004,12359,11965,12123,30208,153807.0,10020000.0
2007-06-11,12123,12162,11886,12084,82944,153306.0,10020000.0
2007-06-12,12083,12162,11965,12005,30903,152304.0,10020000.0
2007-06-13,11965,12044,11807,11965,75365,151803.0,10020000.0
2007-06-14,12123,12557,11965,12399,122104,157314.0,10020000.0
2007-06-15,12399,12399,12044,12281,87004,155811.0,10020000.0
2007-06-18,12399,12675,12320,12557,121145,159318.0,10020000.0
2007-06-19,12794,13900,12596,13347,244322,169338.0,10020000.0
2007-06-20,13505,14176,12833,12834,294948,162825.0,10020000.0
2007-06-21,12794,12952,12478,12478,210922,158316.0,10020000.0
2007-06-22,12636,12794,12044,12084,268313,153306.0,10020000.0
2007-06-25,11886,12359,11846,12084,101913,153306.0,10020000.0
2007-06-26,12004,12359,11965,12163,79209,154308.0,10020000.0
2007-06-27,12004,12123,11649,11847,67200,150300.0,10020000.0
2007-06-28,11807,11965,11728,11847,70668,150300.0,10020000.0
2007-06-29,11846,11965,11649,11807,48203,149799.0,10020000.0
2007-07-02,11767,11767,11372,11452,127500,145290.0,10020000.0
2007-07-03,11372,11649,11372,11452,139995,145290.0,10020000.0
2007-07-04,11925,12123,11570,12123,143093,153807.0,10020000.0
2007-07-05,12162,13149,11925,12360,255894,156813.0,10020000.0
2007-07-06,12359,12675,12162,12281,77525,155811.0,10020000.0
2007-07-09,12399,12952,12359,12557,98301,159318.0,10020000.0
2007-07-10,12636,13386,12636,13268,203233,168336.0,10020000.0
2007-07-11,13110,13268,12873,13110,75905,166332.0,10020000.0
2007-07-12,13307,13465,13031,13426,311382,170340.0,10020000.0
2007-07-13,13663,13978,13544,13979,286709,177354.0,10020000.0
2007-07-16,13939,13978,13505,13703,96303,173847.0,10020000.0
2007-07-18,13663,13860,13584,13663,108277,173346.0,10020000.0
2007-07-19,13663,13821,13663,13703,48159,173847.0,10020000.0
2007-07-20,13821,14531,13781,14097,205381,178857.0,10020000.0
2007-07-23,14097,14215,13702,14097,84094,178857.0,10020000.0
2007-07-24,14136,14373,13663,14334,86877,181863.0,10020000.0
2007-07-25,14057,15124,14057,15124,159444,191883.0,10020000.0
2007-07-26,14926,15124,13702,14334,105468,181863.0,10020000.0
2007-07-27,13742,14018,13031,13426,120925,170340.0,10020000.0
2007-07-30,13426,13978,13228,13584,117273,172344.0,10020000.0
2007-07-31,14571,14926,13900,13900,206572,176352.0,10020000.0
2007-08-01,13781,14097,13505,13703,90253,173847.0,10020000.0
2007-08-02,14018,14136,13544,13821,91340,175350.0,10020000.0
2007-08-03,13900,14136,13781,13861,109037,175851.0,10020000.0
2007-08-06,13268,13663,13189,13466,48131,170841.0,10020000.0
2007-08-07,13663,13781,13623,13624,49297,172845.0,10020000.0
2007-08-08,13702,14650,13702,14216,167317,180360.0,10020000.0
2007-08-09,14215,14334,13900,13979,60348,177354.0,10020000.0
2007-08-10,13426,13663,13189,13426,80338,170340.0,10020000.0
2007-08-13,13544,13702,13149,13387,82223,169839.0,10020000.0
2007-08-14,13426,13663,13189,13347,139751,169338.0,10020000.0
2007-08-16,12320,13386,11846,13031,156636,165330.0,10020000.0
2007-08-17,13031,13426,12636,13031,78963,165330.0,10020000.0
2007-08-20,13347,13702,13347,13545,45971,171843.0,10020000.0
2007-08-21,13663,13663,13268,13466,39674,170841.0,10020000.0
2007-08-22,13505,13781,13268,13426,28365,170340.0,10020000.0
2007-08-23,13821,13821,13505,13624,46736,172845.0,10020000.0
2007-08-24,13426,13702,13386,13426,21348,170340.0,10020000.0
2007-08-27,13505,13781,13347,13426,24599,170340.0,10020000.0
2007-08-28,13268,13584,13189,13584,34421,172344.0,10020000.0
2007-08-29,13307,14018,13307,14018,74094,177855.0,10020000.0
2007-08-30,14136,14413,14057,14176,66574,179859.0,10020000.0
2007-08-31,14452,14452,14018,14137,37287,179358.0,10020000.0
2007-09-03,14294,14334,14057,14176,30785,179859.0,10020000.0
2007-09-04,14294,14294,13860,14137,28214,179358.0,10020000.0
2007-09-05,14215,14215,14018,14176,38544,179859.0,10020000.0
2007-09-06,14176,14887,14057,14690,104369,186372.0,10020000.0
2007-09-07,14610,15400,14610,15085,125454,191382.0,10020000.0
2007-09-10,14808,14926,14334,14334,63510,181863.0,10020000.0
2007-09-11,14334,14373,13860,14097,80087,178857.0,10020000.0
2007-09-12,14334,14452,13742,13861,97696,175851.0,10020000.0
2007-09-13,13978,14571,13939,14571,61498,184869.0,10020000.0
2007-09-14,14689,15440,14531,15282,132570,193887.0,10020000.0
2007-09-17,15400,15519,15045,15401,51708,195390.0,10020000.0
2007-09-18,15242,15479,14926,15006,51259,190380.0,10020000.0
2007-09-19,15321,15598,14966,15322,77282,194388.0,10020000.0
2007-09-20,15084,15400,15005,15322,32870,194388.0,10020000.0
2007-09-21,15242,15479,15124,15203,36432,192885.0,10020000.0
2007-09-27,15321,16743,15321,16190,182456,205410.0,10020000.0
2007-09-28,16190,16545,15874,16111,69084,204408.0,10020000.0
2007-10-01,16111,16466,15953,16190,46617,205410.0,10020000.0
2007-10-02,16269,16466,16111,16190,54842,205410.0,10020000.0
2007-10-04,16190,16861,16190,16506,74412,209418.0,10020000.0
2007-10-05,16506,16782,16111,16743,70757,212424.0,10020000.0
2007-10-08,16980,17217,16624,16980,63021,215430.0,10020000.0
2007-10-09,16980,17335,16703,17020,100161,215931.0,10020000.0
2007-10-10,17256,17256,15795,16704,100252,211923.0,10020000.0
2007-10-11,16545,16743,16032,16743,60793,212424.0,10020000.0
2007-10-12,16703,16703,15992,16427,42719,208416.0,10020000.0
2007-10-15,16861,16861,15992,16269,53414,206412.0,10020000.0
2007-10-16,16269,16387,15953,16230,42425,205911.0,10020000.0
2007-10-17,16466,16466,15479,16032,69042,203406.0,10020000.0
2007-10-18,16071,16387,15716,15795,59238,200400.0,10020000.0
2007-10-19,15913,16190,15598,15598,22485,197895.0,10020000.0
2007-10-22,14768,15203,14650,15164,32991,192384.0,10020000.0
2007-10-23,15479,15519,15005,15401,31390,195390.0,10020000.0
2007-10-24,15676,15676,15005,15203,41695,192885.0,10020000.0
2007-10-25,15203,15440,14808,15401,47469,195390.0,10020000.0
2007-10-26,15479,15479,15005,15282,48578,193887.0,10020000.0
2007-10-29,15637,15874,15440,15835,55081,200901.0,10020000.0
2007-10-30,16032,16348,15558,16151,94597,204909.0,10020000.0
2007-10-31,16585,16743,16071,16269,45866,206412.0,10020000.0
2007-11-01,16585,16782,15913,16783,56436,212925.0,10020000.0
2007-11-02,16506,16782,16269,16664,57295,211422.0,10020000.0
2007-11-05,16822,17375,16348,16625,60342,210921.0,10020000.0
2007-11-06,16585,16624,16111,16348,41169,207414.0,10020000.0
2007-11-07,16466,16545,16269,16348,48409,207414.0,10020000.0
