신라젠(215600),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-08-01,52500,60400,52400,58300,5787849,4055467.0,69562033.0
2018-08-02,58600,58700,55700,58500,2381023,4069379.0,69562033.0
2018-08-03,59000,60300,58200,59200,1612282,4118072.0,69562033.0
2018-08-06,59000,60800,58200,58500,1644223,4069379.0,69562033.0
2018-08-07,59300,59700,56400,59000,1533578,4104160.0,69562033.0
2018-08-08,59400,60400,58700,58900,1263841,4097204.0,69562033.0
2018-08-09,58500,62600,57400,62200,2958273,4326758.0,69562033.0
2018-08-10,61600,62900,59700,60300,1699834,4194591.0,69562033.0
2018-08-13,59900,60900,54800,55200,1969557,3839824.0,69562033.0
2018-08-14,55100,57700,54800,57000,1515087,3965036.0,69562033.0
2018-08-16,55300,58400,54400,57500,1348411,4007292.0,69692033.0
2018-08-17,57800,62000,57700,61500,2558618,4286060.0,69692033.0
2018-08-20,62000,62100,60300,60500,1148053,4216368.0,69692033.0
2018-08-21,61600,64200,61200,62900,1662342,4383629.0,69692033.0
2018-08-22,63500,64000,61600,62000,930691,4320906.0,69692033.0
2018-08-23,62000,62900,61200,62800,885404,4376660.0,69692033.0
2018-08-24,64600,66600,63700,65000,2110154,4529982.0,69692033.0
2018-08-27,66200,67500,64700,66300,1302620,4620582.0,69692033.0
2018-08-28,67300,69100,66500,67400,1677504,4697243.0,69692033.0
2018-08-29,67900,68100,65300,66100,1044419,4606643.0,69692033.0
2018-08-30,65800,68600,65400,68500,1002923,4773904.0,69692033.0
2018-08-31,67900,79100,67700,76400,5987954,5324471.0,69692033.0
2018-09-03,76400,80300,75700,77100,3267044,5373256.0,69692033.0
2018-09-04,78300,78600,76600,77700,1307675,5415071.0,69692033.0
2018-09-05,78300,79400,76500,76800,1722240,5352348.0,69692033.0
2018-09-06,77100,77900,74300,75200,1598966,5240841.0,69692033.0
2018-09-07,74000,77100,73500,75400,1439327,5254779.0,69692033.0
2018-09-10,75300,77500,74800,76400,928629,5324471.0,69692033.0
2018-09-11,76800,77600,75900,76200,798745,5310533.0,69692033.0
2018-09-12,76800,86100,76700,84700,6042933,5907150.0,69742033.0
2018-09-13,85600,89700,84800,86700,3285025,6046634.0,69742033.0
2018-09-14,86900,95000,84800,93100,5450765,6492983.0,69742033.0
2018-09-17,94400,96800,92300,93900,2349573,6548777.0,69742033.0
2018-09-18,94400,98100,93300,95300,2374544,6646416.0,69742033.0
2018-09-19,96600,99500,96200,99400,2148592,6932358.0,69742033.0
2018-09-20,99700,111000,98800,100100,6133215,6981178.0,69742033.0
2018-09-21,101500,102600,96600,99800,2601821,6960255.0,69742033.0
2018-09-27,99000,104900,98900,103000,2196608,7183429.0,69742033.0
2018-09-28,104200,105300,100000,102400,1685551,7141584.0,69742033.0
2018-10-01,103300,107700,100200,106800,2360004,7456459.0,69817033.0
2018-10-02,105800,106400,91400,91400,4372464,6381277.0,69817033.0
2018-10-04,92500,97300,91400,95200,3171820,6646582.0,69817033.0
2018-10-05,94700,95500,87400,88200,3890239,6157862.0,69817033.0
2018-10-08,86700,91000,81000,82300,3922977,5745942.0,69817033.0
2018-10-10,83700,85300,81900,83900,3215786,5857649.0,69817033.0
2018-10-11,79500,82300,78900,79600,2954603,5557436.0,69817033.0
2018-10-12,81200,89900,80200,89700,4429117,6262588.0,69817033.0
2018-10-15,91000,91200,84100,85000,3003138,5934448.0,69817033.0
2018-10-16,86300,89400,84700,88200,2133588,6157862.0,69817033.0
2018-10-17,91400,92300,86100,88300,2472552,6164844.0,69817033.0
2018-10-18,88300,89100,85600,85800,1298097,5990301.0,69817033.0
2018-10-19,85300,86200,82200,86000,2738449,6004265.0,69817033.0
2018-10-22,85500,89200,84800,88000,1765611,6143899.0,69817033.0
2018-10-23,86300,86800,80700,81500,2890989,5690088.0,69817033.0
2018-10-24,83000,83900,75400,77700,3335431,5424783.0,69817033.0
2018-10-25,74500,76700,71400,75500,4162679,5271186.0,69817033.0
2018-10-26,77200,77200,70200,70200,3717405,4901156.0,69817033.0
2018-10-29,70600,72300,67000,68700,4153231,4796430.0,69817033.0
2018-10-30,68700,71700,67900,71500,4142992,4991918.0,69817033.0
2018-10-31,72300,72500,68300,68900,2424842,4810394.0,69817033.0
2018-11-01,70000,71400,68600,69000,1839282,4817375.0,69817033.0
2018-11-02,70800,76900,70200,76000,3371093,5306095.0,69817033.0
2018-11-05,77500,78700,75700,76900,2339659,5368930.0,69817033.0
2018-11-06,77200,77300,73500,74800,1880017,5222314.0,69817033.0
2018-11-07,75200,77800,74000,76200,2177460,5320058.0,69817033.0
2018-11-08,78600,79200,75600,75600,1627742,5278168.0,69817033.0
2018-11-09,75200,75600,71300,72200,1486946,5040790.0,69817033.0
2018-11-12,69800,70100,65500,65600,2869552,4579997.0,69817033.0
2018-11-13,64200,68300,63500,67700,3029453,4726613.0,69817033.0
2018-11-14,67400,72000,66500,69100,2900457,4824357.0,69817033.0
2018-11-15,70000,71700,68300,71000,1762926,4957009.0,69817033.0
2018-11-16,71400,73700,71000,71700,1740396,5005881.0,69817033.0
2018-11-19,72500,75900,72300,75800,1954191,5292131.0,69817033.0
2018-11-20,74400,75500,71800,72000,1915486,5026826.0,69817033.0
2018-11-21,70100,72900,68600,72000,2201457,5026826.0,69817033.0
2018-11-22,72300,73800,70700,71600,1143191,4998900.0,69817033.0
2018-11-23,71600,73700,70500,70800,1063366,4943046.0,69817033.0
2018-11-26,71500,73500,71300,72900,1055003,5089662.0,69817033.0
2018-11-27,74100,74800,72200,73100,1000194,5103625.0,69817033.0
2018-11-28,73500,73700,72100,72400,679949,5054753.0,69817033.0
2018-11-29,74300,74300,70500,70500,1011528,4922101.0,69817033.0
2018-11-30,70900,71700,70000,70700,665775,4936064.0,69817033.0
2018-12-03,72400,77900,71800,77600,3131233,5417802.0,69817033.0
2018-12-04,77400,80100,76600,78200,2503392,5459692.0,69817033.0
2018-12-05,76800,82400,76400,82200,2512966,5738960.0,69817033.0
2018-12-06,81100,81800,76800,76900,2401743,5368930.0,69817033.0
2018-12-07,78400,81500,78100,80200,2473374,5599326.0,69817033.0
2018-12-10,78500,82900,77600,81800,2333404,5711033.0,69817033.0
2018-12-11,82300,82900,77100,77500,2287223,5410820.0,69817033.0
2018-12-12,78300,80200,77900,80100,1218077,5592344.0,69817033.0
2018-12-13,80100,81700,78500,80800,1642763,5641216.0,69817033.0
2018-12-14,80300,82800,77400,79000,2162227,5515546.0,69817033.0
2018-12-17,78700,78900,70900,75200,3681972,5250241.0,69817033.0
2018-12-18,72900,76100,72500,73600,1593682,5138534.0,69817033.0
2018-12-19,74500,77200,73700,75600,1901530,5278168.0,69817033.0
2018-12-20,75100,77700,73600,74200,2106914,5180424.0,69817033.0
2018-12-21,74100,75800,73600,73800,1239270,5152497.0,69817033.0
2018-12-24,73400,73700,71200,71200,1490316,4970973.0,69817033.0
2018-12-26,68600,73500,68500,73500,3110194,5131552.0,69817033.0
2018-12-27,77100,77200,72600,72900,2560868,5089662.0,69817033.0
2018-12-28,73600,74500,72100,73500,1110865,5131552.0,69817033.0
2019-01-02,74500,76400,72700,73400,1602082,5124570.0,69817033.0
2019-01-03,73900,74300,71000,71300,1145270,4977954.0,69817033.0
2019-01-04,71400,72200,70100,72000,1143198,5026826.0,69817033.0
2019-01-07,73500,73500,71300,71500,924991,4991918.0,69817033.0
2019-01-08,71900,72200,70000,70300,888230,4908137.0,69817033.0
2019-01-09,70700,71000,68000,70500,1620465,4922101.0,69817033.0
2019-01-10,70500,73300,70200,72700,1418336,5075698.0,69817033.0
2019-01-11,72700,73400,71000,71500,741533,4991918.0,69817033.0
2019-01-14,71000,71500,70000,70500,654872,4922101.0,69817033.0
2019-01-15,70900,71300,70100,70500,653447,4922101.0,69817033.0
2019-01-16,70500,70800,68600,69000,1135646,4817375.0,69817033.0
2019-01-17,68900,70400,67000,67100,1423191,4684723.0,69817033.0
2019-01-18,67800,70000,67200,69500,1172198,4852284.0,69817033.0
2019-01-21,70000,70900,68500,69800,868192,4873229.0,69817033.0
2019-01-22,70200,72200,70000,70100,1031476,4894174.0,69817033.0
2019-01-23,69600,70200,68600,69000,776394,4842774.0,70185125.0
2019-01-24,68900,70900,68700,70800,901342,4969107.0,70185125.0
2019-01-25,70800,71500,70000,71300,703751,5004199.0,70185125.0
2019-01-28,71500,73000,70800,71300,1053259,5004199.0,70185125.0
2019-01-29,71400,72100,70100,70900,633635,4976125.0,70185125.0
2019-01-30,71000,71800,70200,71100,576124,4990162.0,70185125.0
2019-01-31,72400,75800,72000,75400,2869881,5291958.0,70185125.0
2019-02-01,75100,75700,73400,74100,1030856,5200718.0,70185125.0
2019-02-07,73600,73800,71800,73200,1012819,5137551.0,70185125.0
2019-02-08,72900,74800,72800,73400,779175,5151588.0,70185125.0
2019-02-11,73900,74900,73500,73800,1080132,5192799.0,70363125.0
2019-02-12,74400,74400,72400,72500,728338,5101327.0,70363125.0
2019-02-13,73100,73500,72100,72300,630400,5087254.0,70363125.0
2019-02-14,72200,73000,70900,71400,915736,5023927.0,70363125.0
2019-02-15,71600,76700,69800,74200,3250755,5220944.0,70363125.0
2019-02-18,74900,76100,74100,74300,1458663,5227980.0,70363125.0
2019-02-19,75700,76500,73300,73500,1735865,5171690.0,70363125.0
2019-02-20,73500,74400,73000,73500,796959,5171690.0,70363125.0
2019-02-21,73700,74400,73200,73400,628266,5164653.0,70363125.0
2019-02-22,72900,73500,71800,72000,842080,5066145.0,70363125.0
2019-02-25,72100,73900,71500,73300,799032,5157617.0,70363125.0
2019-02-26,73600,74400,72800,72800,659441,5122436.0,70363125.0
2019-02-27,72700,73800,72300,73500,555903,5171690.0,70363125.0
2019-02-28,74200,76000,71300,74300,2467512,5227980.0,70363125.0
2019-03-04,75900,78300,74700,78100,2202388,5495360.0,70363125.0
2019-03-05,77900,80100,77400,78500,1879761,5523505.0,70363125.0
2019-03-06,78800,78900,76200,76900,1198166,5410924.0,70363125.0
2019-03-07,76200,77400,74400,74900,894843,5270198.0,70363125.0
2019-03-08,74400,75800,74200,74700,591359,5256125.0,70363125.0
2019-03-11,74400,75600,72700,75100,759117,5284271.0,70363125.0
2019-03-12,76300,79000,68700,73800,6136865,5192799.0,70363125.0
2019-03-13,74000,74100,66800,68300,5813047,4805801.0,70363125.0
2019-03-14,68300,70700,68300,68300,2058016,4805801.0,70363125.0
2019-03-15,68300,68300,64100,65900,4106283,4636930.0,70363125.0
2019-03-18,67500,68200,66200,66500,1429222,4679148.0,70363125.0
2019-03-19,66800,68100,66300,66600,1204663,4686184.0,70363125.0
2019-03-20,68900,69500,66900,67800,1796494,4770620.0,70363125.0
2019-03-21,67300,68600,67200,67400,901242,4742475.0,70363125.0
2019-03-22,67900,70400,67700,69200,1820397,4869128.0,70363125.0
2019-03-25,68300,68900,67000,67800,803413,4770620.0,70363125.0
2019-03-26,68400,68400,67000,67300,571438,4735438.0,70363125.0
2019-03-27,67300,67800,63500,64500,1334611,4538422.0,70363125.0
2019-03-28,63600,64800,62200,62900,1102781,4425841.0,70363125.0
2019-03-29,62900,64600,61700,64300,981823,4524349.0,70363125.0
2019-04-01,63200,64900,63000,64700,617620,4552494.0,70363125.0
2019-04-02,65200,65600,64100,64400,487967,4531385.0,70363125.0
2019-04-03,64800,65900,63600,65900,743741,4636930.0,70363125.0
2019-04-04,66200,66600,65000,65800,458042,4629894.0,70363125.0
2019-04-05,65800,65800,64500,64800,467645,4559530.0,70363125.0
2019-04-08,65000,65200,64000,64300,426970,4524349.0,70363125.0
2019-04-09,64100,65600,64000,65600,629025,4615821.0,70363125.0
2019-04-10,65300,65800,64600,65600,391809,4622184.0,70460125.0
2019-04-11,65700,66400,65100,66000,427254,4650368.0,70460125.0
2019-04-12,65600,65900,65200,65400,269826,4608092.0,70460125.0
2019-04-15,65400,65400,64600,64800,428310,4565816.0,70460125.0
2019-04-16,65000,65100,64000,64800,445203,4565816.0,70460125.0
2019-04-17,64800,65000,64300,64800,317578,4565816.0,70460125.0
2019-04-18,64600,64700,62500,62900,630625,4431942.0,70460125.0
2019-04-19,62500,63900,62500,63100,471030,4446034.0,70460125.0
2019-04-22,63900,66500,63600,64900,1030853,4572862.0,70460125.0
2019-04-23,65500,65800,64500,65200,405004,4594000.0,70460125.0
2019-04-24,65600,66300,64300,64900,396478,4572862.0,70460125.0
2019-04-25,64800,64900,63300,63800,369525,4495356.0,70460125.0
2019-04-26,63000,64200,63000,63400,353959,4467172.0,70460125.0
2019-04-29,63100,64300,63100,64200,295299,4523540.0,70460125.0
2019-04-30,64200,65900,63700,65400,624271,4608092.0,70460125.0
2019-05-02,65100,65600,63800,63800,492252,4496632.0,70480125.0
2019-05-03,63800,65100,63300,63800,421160,4496632.0,70480125.0
2019-05-07,63000,63500,62700,62700,414906,4419104.0,70480125.0
2019-05-08,62000,65200,60300,61000,1625296,4299288.0,70480125.0
2019-05-09,60900,61500,57700,57800,1237743,4073751.0,70480125.0
2019-05-10,57500,59000,56300,57400,881053,4045559.0,70480125.0
2019-05-13,56400,57700,55900,55900,534330,3939839.0,70480125.0
2019-05-14,54300,56200,53600,54800,995092,3862311.0,70480125.0
2019-05-15,55300,56600,54900,56000,541148,3946887.0,70480125.0
2019-05-16,56000,57800,55400,55900,558762,3939839.0,70480125.0
2019-05-17,56700,57500,55900,56000,390539,3946887.0,70480125.0
2019-05-20,56000,57000,53700,54000,499445,3805927.0,70480125.0
2019-05-21,54200,55900,53700,55300,560568,3897551.0,70480125.0
2019-05-22,55800,57400,55800,57000,492901,4017367.0,70480125.0
2019-05-23,57700,57900,55600,55700,372195,3925743.0,70480125.0
2019-05-24,55100,56500,54400,56000,375840,3946887.0,70480125.0
2019-05-27,56300,56600,54500,55000,302544,3876407.0,70480125.0
2019-05-28,54900,57200,54900,57100,499593,4024415.0,70480125.0
2019-05-29,56500,56800,54100,54600,619613,3848215.0,70480125.0
2019-05-30,54800,55200,52400,53100,686069,3742495.0,70480125.0
2019-05-31,52700,55400,52600,55000,554425,3876407.0,70480125.0
2019-06-03,54800,56300,54000,55600,405661,3918695.0,70480125.0
2019-06-04,55400,56300,55000,55500,298104,3911647.0,70480125.0
2019-06-05,57000,57100,54200,54800,405303,3862311.0,70480125.0
2019-06-07,54900,55200,53900,54500,295567,3841167.0,70480125.0
2019-06-10,54800,54900,53900,54200,374375,3820023.0,70480125.0
2019-06-11,54100,56100,54000,55900,500799,3939839.0,70480125.0
2019-06-12,56000,56200,55000,56100,391494,3956684.0,70529125.0
2019-06-13,56000,56500,55500,55900,670254,3942578.0,70529125.0
2019-06-14,56100,59400,55800,56800,985343,4006054.0,70529125.0
2019-06-17,57500,58500,56600,56700,421203,3999001.0,70529125.0
2019-06-18,57000,57400,55000,55400,495082,3907314.0,70529125.0
2019-06-19,55900,56400,55200,56000,331231,3949631.0,70529125.0
2019-06-20,56100,57900,56100,57700,487092,4069531.0,70529125.0
2019-06-21,58000,58300,56500,56800,336601,4006054.0,70529125.0
2019-06-24,56900,57000,56100,56600,216091,3991948.0,70529125.0
2019-06-25,56600,58200,56100,57300,423201,4041319.0,70529125.0
2019-06-26,57100,58100,56800,57000,354276,4020160.0,70529125.0
2019-06-27,57000,57300,48700,52300,1890261,3688673.0,70529125.0
2019-06-28,51400,52000,49300,49400,2035396,3484139.0,70529125.0
2019-07-01,49100,52000,49100,50900,1127656,3589932.0,70529125.0
2019-07-02,50800,51200,48450,49000,991961,3455927.0,70529125.0
2019-07-03,48650,49650,48550,48900,459788,3448874.0,70529125.0
2019-07-04,47950,48300,46200,46600,1182895,3286657.0,70529125.0
2019-07-05,46600,49700,46600,49500,878557,3491192.0,70529125.0
2019-07-08,49250,49400,47300,47300,588438,3336028.0,70529125.0
2019-07-09,46000,46750,42000,42000,2844106,2962223.0,70529125.0
2019-07-10,41800,47800,40050,44800,5591892,3161855.0,70577125.0
2019-07-11,45600,45600,43800,44800,841944,3161855.0,70577125.0
2019-07-12,44800,45800,44350,45150,608214,3186557.0,70577125.0
2019-07-15,44150,44600,43550,43800,618465,3091278.0,70577125.0
2019-07-16,43800,47550,43800,45500,1608122,3211259.0,70577125.0
2019-07-17,45350,47500,44800,46450,1102298,3300371.0,71052125.0
2019-07-18,46950,47200,45700,46400,585475,3296819.0,71052125.0
2019-07-19,46700,49150,46600,49000,1392720,3481554.0,71052125.0
2019-07-22,49350,51500,49150,49550,974148,3520633.0,71052125.0
2019-07-23,49700,50400,48300,48800,766791,3467344.0,71052125.0
2019-07-24,49000,50400,48000,48450,605484,3442475.0,71052125.0
2019-07-25,48200,49100,48100,48250,387837,3428265.0,71052125.0
2019-07-26,48150,48600,46100,47000,776439,3339450.0,71052125.0
2019-07-29,46500,47500,45700,45700,506952,3247082.0,71052125.0
2019-07-30,45750,46800,41300,44000,1011979,3126294.0,71052125.0
2019-07-31,44100,45250,42100,44250,1208576,3144057.0,71052125.0
2019-08-01,44600,45450,43800,44550,664665,3165372.0,71052125.0
2019-08-02,31200,31200,31200,31200,217818,2216826.0,71052125.0
2019-08-05,21850,21850,21850,21850,235177,1552489.0,71052125.0
2019-08-06,15300,17850,15300,15300,45303581,1087098.0,71052125.0
2019-08-07,15850,16300,12600,14200,43331944,1008940.0,71052125.0
2019-08-08,14700,15350,14150,14650,17472876,1040914.0,71052125.0
2019-08-09,14900,15000,13750,13950,8772205,991177.0,71052125.0
2019-08-12,13700,15250,13350,14900,14536209,1058677.0,71052125.0
2019-08-13,14700,15200,14350,14450,5494896,1026703.0,71052125.0
2019-08-14,14650,14800,13400,13600,6457273,966309.0,71052125.0
2019-08-16,13150,14200,12750,13600,6895919,966309.0,71052125.0
2019-08-19,13900,14050,13400,13500,2454388,959204.0,71052125.0
2019-08-20,13450,13850,13350,13650,2696297,969862.0,71052125.0
2019-08-21,13650,14150,13500,13800,3746065,980519.0,71052125.0
2019-08-22,14050,15150,14000,14600,10528454,1037361.0,71052125.0
2019-08-23,14350,15550,14350,15000,9862603,1065782.0,71052125.0
2019-08-26,14750,14900,13700,13700,6127881,973414.0,71052125.0
2019-08-27,13800,14100,12650,12850,5958254,913020.0,71052125.0
2019-08-28,12850,13150,9000,10350,42750442,735389.0,71052125.0
2019-08-29,10400,10950,10100,10200,11217844,724732.0,71052125.0
2019-08-30,10500,10800,10250,10500,5269126,746047.0,71052125.0
2019-09-02,10650,12600,10500,12050,17028457,856178.0,71052125.0
2019-09-03,12200,13300,11450,11750,12287296,834862.0,71052125.0
2019-09-04,12000,12400,11750,12400,5070808,881046.0,71052125.0
2019-09-05,12650,12700,12000,12250,3468035,870389.0,71052125.0
2019-09-06,12350,12400,11700,11800,2398999,838415.0,71052125.0
2019-09-09,11700,11750,11250,11350,2333340,806442.0,71052125.0
2019-09-10,11350,11950,11300,11700,2753823,831310.0,71052125.0
2019-09-11,11750,11800,11350,11500,1984324,817099.0,71052125.0
2019-09-16,11600,11800,11300,11700,1749718,831310.0,71052125.0
2019-09-17,11600,12100,11500,11750,2898166,834862.0,71052125.0
2019-09-18,11850,11900,11550,11550,1453369,820652.0,71052125.0
2019-09-19,11000,11250,10600,10950,3652290,778021.0,71052125.0
2019-09-20,10800,10950,10150,10300,4754470,731837.0,71052125.0
2019-09-23,10200,10200,9680,9910,3920517,704127.0,71052125.0
2019-09-24,9730,10350,9730,10050,3085993,714074.0,71052125.0
2019-09-25,9950,10050,9090,9250,3677009,657232.0,71052125.0
2019-09-26,9450,9600,9120,9250,2229881,657232.0,71052125.0
2019-09-27,9250,9300,8710,8900,3233749,632364.0,71052125.0
2019-09-30,9020,9120,7820,8140,5722270,578364.0,71052125.0
2019-10-01,8140,10550,8140,10550,16582556,749600.0,71052125.0
2019-10-02,11350,11600,9500,9520,22184062,676416.0,71052125.0
2019-10-04,9390,11850,9330,10950,31799162,778021.0,71052125.0
2019-10-07,11350,14200,11250,14200,39534381,1008940.0,71052125.0
