보라티알(250000),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-03-04,7900,8170,7830,8010,36265,54073.0,6750733.0
2019-03-05,8060,8400,8020,8130,48821,54883.0,6750733.0
2019-03-06,8250,8250,7910,8100,30509,54681.0,6750733.0
2019-03-07,8100,8150,7970,8080,23571,54546.0,6750733.0
2019-03-08,8150,8320,7990,8170,34489,55153.0,6750733.0
2019-03-11,8010,8260,7990,8090,25702,54613.0,6750733.0
2019-03-12,8180,8300,8040,8300,56921,56031.0,6750733.0
2019-03-13,8540,8540,8190,8300,89951,56031.0,6750733.0
2019-03-14,8310,8730,8250,8690,246264,58664.0,6750733.0
2019-03-15,8920,9020,8400,8400,356658,56706.0,6750733.0
2019-03-18,8500,8500,8160,8200,66312,55356.0,6750733.0
2019-03-19,8170,8280,8020,8140,41677,54951.0,6750733.0
2019-03-20,8180,8180,7810,8090,45229,54613.0,6750733.0
2019-03-21,8060,8120,7820,7960,28503,53736.0,6750733.0
2019-03-22,7930,8030,7850,7960,11133,53736.0,6750733.0
2019-03-25,7900,7950,7310,7890,20278,53263.0,6750733.0
2019-03-26,7940,7990,7760,7920,8883,53466.0,6750733.0
2019-03-27,7920,8000,7550,7800,14106,52656.0,6750733.0
2019-03-28,7800,7800,7460,7600,18823,51306.0,6750733.0
2019-03-29,7600,7720,7400,7590,12352,51238.0,6750733.0
2019-04-01,7740,7880,7630,7820,17277,52791.0,6750733.0
2019-04-02,7910,7920,7710,7840,12441,52926.0,6750733.0
2019-04-03,7840,7970,7780,7910,18644,53398.0,6750733.0
2019-04-04,7910,7980,7730,7910,12830,53398.0,6750733.0
2019-04-05,7910,8000,7870,7960,12625,53736.0,6750733.0
2019-04-08,8010,8080,7840,7850,25704,52993.0,6750733.0
2019-04-09,7860,8020,7750,7960,18565,53736.0,6750733.0
2019-04-10,7960,8100,7940,8050,25268,54343.0,6750733.0
2019-04-11,8040,8100,7970,8050,15904,54343.0,6750733.0
2019-04-12,8050,8070,7950,8000,11887,54006.0,6750733.0
2019-04-15,8000,8040,7910,8040,17712,54276.0,6750733.0
2019-04-16,8040,8080,7770,7800,21143,52656.0,6750733.0
2019-04-17,7800,7870,7760,7860,14202,53061.0,6750733.0
2019-04-18,7860,7930,7790,7840,13729,52926.0,6750733.0
2019-04-19,7780,8070,7770,8040,36351,54276.0,6750733.0
2019-04-22,8150,8340,8080,8290,78021,55964.0,6750733.0
2019-04-23,8310,8340,8150,8300,38001,56031.0,6750733.0
2019-04-24,8300,8450,8160,8450,44431,57044.0,6750733.0
2019-04-25,8370,8640,8010,8100,97005,54681.0,6750733.0
2019-04-26,8000,8080,7790,7900,29530,53331.0,6750733.0
2019-04-29,7880,7880,7620,7760,20537,52386.0,6750733.0
2019-04-30,7760,7810,7590,7750,13380,52318.0,6750733.0
2019-05-02,7750,7840,7600,7820,18084,52791.0,6750733.0
2019-05-03,7820,7830,7740,7780,3493,52521.0,6750733.0
2019-05-07,7750,7890,7600,7840,13589,52926.0,6750733.0
2019-05-08,7880,7880,7680,7800,9253,52656.0,6750733.0
2019-05-09,7810,7830,7300,7420,44007,50090.0,6750733.0
2019-05-10,7370,7420,7050,7350,18119,49618.0,6750733.0
2019-05-13,7130,7400,7000,7150,28933,48268.0,6750733.0
2019-05-14,7090,7200,6970,7020,33819,47390.0,6750733.0
2019-05-15,7020,7100,6670,7050,15280,47593.0,6750733.0
2019-05-16,7050,7090,6890,6990,23759,47188.0,6750733.0
2019-05-17,7020,7100,6850,6890,12905,46513.0,6750733.0
2019-05-20,6860,7000,6600,6880,12732,46445.0,6750733.0
2019-05-21,6760,6890,6670,6830,12090,46108.0,6750733.0
2019-05-22,6770,7020,6770,6940,5556,46850.0,6750733.0
2019-05-23,6870,6980,6870,6880,8130,46445.0,6750733.0
2019-05-24,6720,6900,6600,6660,12146,44960.0,6750733.0
2019-05-27,6660,6690,6260,6300,35467,42530.0,6750733.0
2019-05-28,6240,6450,6170,6350,25921,42867.0,6750733.0
2019-05-29,6300,6340,6130,6230,24391,42057.0,6750733.0
2019-05-30,6230,6400,6160,6310,9970,42597.0,6750733.0
2019-05-31,6280,6500,6240,6480,22313,43745.0,6750733.0
2019-06-03,6440,6580,6350,6560,7758,44285.0,6750733.0
2019-06-04,6560,6640,6490,6530,13619,44082.0,6750733.0
2019-06-05,6530,6600,6430,6530,6997,44082.0,6750733.0
2019-06-07,6530,6560,6490,6540,5060,44150.0,6750733.0
2019-06-10,6490,6780,6490,6780,22536,45770.0,6750733.0
2019-06-11,6700,6940,6700,6870,20272,46378.0,6750733.0
2019-06-12,6940,6940,6790,6900,13615,46580.0,6750733.0
2019-06-13,6800,6900,6800,6900,6219,46580.0,6750733.0
2019-06-14,6900,6960,6800,6800,10114,45905.0,6750733.0
2019-06-17,6800,6890,6570,6660,28822,44960.0,6750733.0
2019-06-18,6570,6760,6570,6750,20484,45567.0,6750733.0
2019-06-19,6760,6880,6410,6880,24093,46445.0,6750733.0
2019-06-20,6880,6910,6850,6880,6452,46445.0,6750733.0
2019-06-21,6840,6980,6840,6970,15814,47053.0,6750733.0
2019-06-24,6970,6980,6850,6860,7893,46310.0,6750733.0
2019-06-25,6850,6920,6750,6810,13712,45972.0,6750733.0
2019-06-26,6820,6880,6750,6790,8972,45837.0,6750733.0
2019-06-27,6540,6800,6540,6760,9675,45635.0,6750733.0
2019-06-28,6770,6880,6620,6710,15294,45297.0,6750733.0
2019-07-01,6720,6840,6710,6840,10290,46175.0,6750733.0
2019-07-02,6840,6990,6770,6850,16448,46243.0,6750733.0
2019-07-03,6850,6950,6770,6850,19863,46243.0,6750733.0
2019-07-04,6880,6900,6680,6900,14148,46580.0,6750733.0
2019-07-05,6900,6930,6800,6930,5578,46783.0,6750733.0
2019-07-08,6930,6990,6600,6600,19771,44555.0,6750733.0
2019-07-09,6500,6670,6400,6400,14042,43205.0,6750733.0
2019-07-10,6440,6780,6440,6450,12800,43542.0,6750733.0
2019-07-11,6580,6830,6580,6790,13022,45837.0,6750733.0
2019-07-12,6810,6820,6700,6700,9571,45230.0,6750733.0
2019-07-15,6820,6840,6650,6820,11783,46040.0,6750733.0
2019-07-16,6840,6840,6700,6800,10466,45905.0,6750733.0
2019-07-17,6860,6860,6680,6720,6576,45365.0,6750733.0
2019-07-18,6670,6770,6650,6730,8402,45432.0,6750733.0
2019-07-19,6730,6770,6650,6720,3709,45365.0,6750733.0
2019-07-22,6800,6800,6660,6760,3477,45635.0,6750733.0
2019-07-23,6670,6790,6670,6700,2911,45230.0,6750733.0
2019-07-24,6690,6750,6650,6660,8431,44960.0,6750733.0
2019-07-25,6720,8090,6570,7550,1808050,50968.0,6750733.0
2019-07-26,7590,7700,7320,7690,371763,51913.0,6750733.0
2019-07-29,7830,9650,7790,8090,4678626,54613.0,6750733.0
2019-07-30,7940,9430,7940,8300,2070546,56031.0,6750733.0
2019-07-31,8200,10750,8020,10750,7550497,72570.0,6750733.0
2019-08-01,9990,10200,8920,9000,1815310,60757.0,6750733.0
2019-08-02,9210,10950,8600,9000,4310494,60757.0,6750733.0
2019-08-05,9200,10350,9160,9400,2505648,63457.0,6750733.0
2019-08-06,9400,10300,9400,10050,1585089,67845.0,6750733.0
2019-08-07,10000,10400,9040,9120,803579,61567.0,6750733.0
2019-08-08,9340,9700,8350,8770,880261,59204.0,6750733.0
2019-08-09,8780,8890,8480,8730,331828,58934.0,6750733.0
2019-08-12,8740,9250,8670,9140,799530,61702.0,6750733.0
2019-08-13,9140,9620,8900,8920,739235,60217.0,6750733.0
2019-08-14,8950,9500,8920,9360,848687,63187.0,6750733.0
2019-08-16,9270,9270,8540,8760,262215,59136.0,6750733.0
2019-08-19,8760,9010,8610,8890,186368,60014.0,6750733.0
2019-08-20,9100,9140,8760,8790,128155,59339.0,6750733.0
2019-08-21,8870,8870,8280,8380,230150,56571.0,6750733.0
2019-08-22,8420,8970,8320,8370,403848,56504.0,6750733.0
2019-08-23,8500,10250,8440,9270,3891186,62579.0,6750733.0
2019-08-26,9140,9990,8960,9200,1272466,62107.0,6750733.0
2019-08-27,9190,9580,9170,9450,591333,63794.0,6750733.0
2019-08-28,9650,9730,9050,9050,333594,61094.0,6750733.0
2019-08-29,9160,9480,8700,8700,436899,58731.0,6750733.0
2019-08-30,8760,8860,8310,8390,170733,56639.0,6750733.0
2019-09-02,8420,8440,8110,8440,187258,56976.0,6750733.0
2019-09-03,8380,8720,8380,8540,233952,57651.0,6750733.0
2019-09-04,8500,8520,8310,8330,99320,56234.0,6750733.0
2019-09-05,8330,8450,8100,8130,135493,54883.0,6750733.0
2019-09-06,8190,8250,7960,7970,86009,53803.0,6750733.0
2019-09-09,7970,8140,7880,7910,73544,53398.0,6750733.0
2019-09-10,7920,7980,7660,7680,98145,51846.0,6750733.0
2019-09-11,7720,8000,7680,7800,92932,52656.0,6750733.0
2019-09-16,7800,7930,7770,7910,33972,53398.0,6750733.0
2019-09-17,8030,8110,7780,8110,95464,54748.0,6750733.0
2019-09-18,8220,8300,8010,8090,129223,54613.0,6750733.0
2019-09-19,8030,8180,8010,8010,54899,54073.0,6750733.0
2019-09-20,8120,8250,7930,8030,63463,54208.0,6750733.0
2019-09-23,8090,8120,7960,8080,37431,54546.0,6750733.0
2019-09-24,8080,8340,8030,8190,102311,55289.0,6750733.0
2019-09-25,8190,8200,7790,7800,66355,52656.0,6750733.0
2019-09-26,7780,8130,7760,7860,49755,53061.0,6750733.0
2019-09-27,7820,8020,7820,7860,20876,53061.0,6750733.0
2019-09-30,7860,7950,7400,7780,27725,52521.0,6750733.0
2019-10-01,7780,7930,7550,7900,22993,53331.0,6750733.0
2019-10-02,7970,7970,7780,7810,18320,52723.0,6750733.0
2019-10-04,7770,7960,7700,7920,38729,53466.0,6750733.0
2019-10-07,7810,7980,7550,7900,40634,53331.0,6750733.0
