이지웰페어(090850),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-02-27,8500,8500,8290,8500,60119,85621.0,10073018.0
2019-02-28,8490,8490,7790,8130,97769,81894.0,10073018.0
2019-03-04,8100,8560,8100,8480,57180,85419.0,10073018.0
2019-03-05,8320,8560,8320,8450,38422,85117.0,10073018.0
2019-03-06,8450,8530,8200,8470,53113,92332.0,10901100.0
2019-03-07,8370,8510,8350,8420,61046,91787.0,10901100.0
2019-03-08,8290,8450,8240,8420,55023,91787.0,10901100.0
2019-03-11,8420,8420,8200,8320,25708,90697.0,10901100.0
2019-03-12,8150,8410,8150,8330,49974,90806.0,10901100.0
2019-03-13,8300,8470,8160,8370,34185,91242.0,10901100.0
2019-03-14,8450,8450,8230,8360,26843,91133.0,10901100.0
2019-03-15,8360,8430,8260,8390,32687,91460.0,10901100.0
2019-03-18,8390,8400,8140,8330,59178,90806.0,10901100.0
2019-03-19,8330,8480,8230,8340,22354,90915.0,10901100.0
2019-03-20,8260,8430,8150,8280,36047,90261.0,10901100.0
2019-03-21,8420,8420,8090,8260,46226,90043.0,10901100.0
2019-03-22,8180,8330,8130,8270,43069,90152.0,10901100.0
2019-03-25,8150,8320,8000,8070,42723,87972.0,10901100.0
2019-03-26,8070,8100,7810,8000,49855,87209.0,10901100.0
2019-03-27,7900,8100,7850,8030,17657,87536.0,10901100.0
2019-03-28,8020,8030,7750,8010,30985,87318.0,10901100.0
2019-03-29,7910,8040,7820,8020,33827,87427.0,10901100.0
2019-04-01,7900,8000,7760,7850,30792,85574.0,10901100.0
2019-04-02,7850,7930,7720,7810,20292,85138.0,10901100.0
2019-04-03,7850,7860,7740,7790,14181,84920.0,10901100.0
2019-04-04,7790,7900,7640,7750,42167,84484.0,10901100.0
2019-04-05,7760,7900,7700,7900,35786,86119.0,10901100.0
2019-04-08,7850,8030,7760,8030,25335,87536.0,10901100.0
2019-04-09,8000,8030,7860,7980,33978,86991.0,10901100.0
2019-04-10,8010,8610,7940,8580,189404,93531.0,10901100.0
2019-04-11,8580,8620,8270,8270,98780,90152.0,10901100.0
2019-04-12,8270,8550,7810,8500,69858,92659.0,10901100.0
2019-04-15,8500,8970,8500,8940,142063,97456.0,10901100.0
2019-04-16,9100,9220,8870,9090,123735,99091.0,10901100.0
2019-04-17,9300,9600,9180,9600,201060,104651.0,10901100.0
2019-04-18,9510,9710,9460,9540,79454,103996.0,10901100.0
2019-04-19,9530,9730,9300,9300,64852,101380.0,10901100.0
2019-04-22,9260,9790,9100,9600,104563,104651.0,10901100.0
2019-04-23,9460,9730,9420,9600,52674,104651.0,10901100.0
2019-04-24,9600,9880,9540,9870,77234,107594.0,10901100.0
2019-04-25,9800,9870,9530,9760,84844,106395.0,10901100.0
2019-04-26,9700,9740,9440,9650,46375,105196.0,10901100.0
2019-04-29,9630,9840,9480,9640,32723,105087.0,10901100.0
2019-04-30,9680,9680,9310,9680,35849,105523.0,10901100.0
2019-05-02,9640,9680,9430,9550,17798,104106.0,10901100.0
2019-05-03,9550,9550,9130,9480,54278,103342.0,10901100.0
2019-05-07,9470,9490,9250,9400,21599,102470.0,10901100.0
2019-05-08,9280,9850,9240,9490,58603,103451.0,10901100.0
2019-05-09,9410,9490,9200,9300,39472,101380.0,10901100.0
2019-05-10,9300,9300,8860,9290,92520,101271.0,10901100.0
2019-05-13,9290,9300,8980,9300,25219,101380.0,10901100.0
2019-05-14,9290,9310,8610,9300,74767,101380.0,10901100.0
2019-05-15,9300,9550,9100,9300,116037,101380.0,10901100.0
2019-05-16,9300,9390,8750,8800,97466,95930.0,10901100.0
2019-05-17,8850,9100,8800,8800,54530,95930.0,10901100.0
2019-05-20,8840,9090,8840,8870,25485,96693.0,10901100.0
2019-05-21,8750,8930,8750,8880,20721,96802.0,10901100.0
2019-05-22,8800,9000,8770,8930,11273,97347.0,10901100.0
2019-05-23,9000,9000,8400,8640,67539,94186.0,10901100.0
2019-05-24,8650,8650,8340,8500,48246,92659.0,10901100.0
2019-05-27,8400,8440,8240,8350,19617,91024.0,10901100.0
2019-05-28,8220,8680,8170,8630,44467,94076.0,10901100.0
2019-05-29,8630,8650,8320,8410,22023,91678.0,10901100.0
2019-05-30,8370,8490,8240,8490,17739,92550.0,10901100.0
2019-05-31,8490,8490,8310,8430,13835,91896.0,10901100.0
2019-06-03,8420,8420,8280,8390,19215,91460.0,10901100.0
2019-06-04,8260,8560,8250,8560,18443,93313.0,10901100.0
2019-06-05,8560,8660,8470,8600,15082,93749.0,10901100.0
2019-06-07,8580,8700,8530,8650,14493,94295.0,10901100.0
2019-06-10,8660,8700,8480,8610,10710,93858.0,10901100.0
2019-06-11,8500,8610,8490,8580,12270,93531.0,10901100.0
2019-06-12,8580,8640,8520,8600,14022,93749.0,10901100.0
2019-06-13,8600,8610,8360,8570,23360,93422.0,10901100.0
2019-06-14,8580,8610,8280,8300,26816,90479.0,10901100.0
2019-06-17,8390,8390,8270,8310,7754,90588.0,10901100.0
2019-06-18,8400,8460,8230,8420,24874,91787.0,10901100.0
2019-06-19,8420,8450,8330,8450,20503,92114.0,10901100.0
2019-06-20,8470,8970,8470,8950,64812,97565.0,10901100.0
2019-06-21,8960,9350,8960,9250,66697,100835.0,10901100.0
2019-06-24,9250,9300,9100,9160,22520,99854.0,10901100.0
2019-06-25,8970,9090,8710,8990,60651,98001.0,10901100.0
2019-06-26,8950,9000,8830,8990,18277,98001.0,10901100.0
2019-06-27,9080,9080,8870,8990,32446,98001.0,10901100.0
2019-06-28,8990,9050,8800,8970,32137,97783.0,10901100.0
2019-07-01,8900,9200,8900,8960,43230,97674.0,10901100.0
2019-07-02,8970,9020,8840,9000,38515,98110.0,10901100.0
2019-07-03,9020,9020,8810,9020,40624,98328.0,10901100.0
2019-07-04,8980,9020,8650,8770,56032,95603.0,10901100.0
2019-07-05,8770,8770,8400,8640,43872,94186.0,10901100.0
2019-07-08,8600,8600,8150,8250,46779,89934.0,10901100.0
2019-07-09,8250,8320,8070,8190,423907,89280.0,10901100.0
2019-07-10,8020,8330,8020,8290,35442,90370.0,10901100.0
2019-07-11,8470,8480,8300,8470,21921,92332.0,10901100.0
2019-07-12,8490,8610,8400,8570,21329,93422.0,10901100.0
2019-07-15,8480,8550,8280,8320,22933,90697.0,10901100.0
2019-07-16,8240,8390,8120,8380,27004,91351.0,10901100.0
2019-07-17,8400,8400,8100,8210,28547,89498.0,10901100.0
2019-07-18,8150,8290,8080,8230,17776,89716.0,10901100.0
2019-07-19,8210,8300,7870,8300,15604,90479.0,10901100.0
2019-07-22,8320,8400,8160,8400,13523,91569.0,10901100.0
2019-07-23,8320,8400,8190,8290,14532,90370.0,10901100.0
2019-07-24,8290,8350,8120,8250,11548,89934.0,10901100.0
2019-07-25,8090,8220,7900,8190,38272,89280.0,10901100.0
2019-07-26,8000,8350,7920,8290,28426,90370.0,10901100.0
2019-07-29,8210,8250,7930,8190,22539,89280.0,10901100.0
2019-07-30,8190,8210,7890,8170,29609,89062.0,10901100.0
2019-07-31,8010,8180,7900,8160,27979,88953.0,10901100.0
2019-08-01,8210,8210,7960,8140,26628,88735.0,10901100.0
2019-08-02,7990,8200,7910,8130,17093,88626.0,10901100.0
2019-08-05,7960,8110,7550,7570,57714,82521.0,10901100.0
2019-08-06,7250,7570,7110,7250,56511,79033.0,10901100.0
2019-08-07,7010,7530,7010,7470,49073,81431.0,10901100.0
2019-08-08,7400,7900,7400,7900,42392,86119.0,10901100.0
2019-08-09,8070,8090,7850,7960,19400,86773.0,10901100.0
2019-08-12,7900,8270,7900,8220,27513,89607.0,10901100.0
2019-08-13,8250,8950,8250,8540,83300,93095.0,10901100.0
2019-08-14,8520,8740,8430,8570,22838,93422.0,10901100.0
2019-08-16,8570,8790,8350,8790,27143,95821.0,10901100.0
2019-08-19,8660,8810,8390,8470,41230,92332.0,10901100.0
2019-08-20,8510,8660,8400,8650,56116,94295.0,10901100.0
2019-08-21,8650,8750,8500,8720,26299,95058.0,10901100.0
2019-08-22,8750,9150,8750,8910,69794,97129.0,10901100.0
2019-08-23,8830,9070,8830,8970,21042,97783.0,10901100.0
2019-08-26,8790,9300,8580,9050,129277,98655.0,10901100.0
2019-08-27,9210,9700,8800,8860,286404,96584.0,10901100.0
2019-08-28,8860,9180,8860,9120,53534,99418.0,10901100.0
2019-08-29,9120,9240,8750,9130,70244,99527.0,10901100.0
2019-08-30,9150,9980,9150,9980,345008,108793.0,10901100.0
2019-09-02,9930,10200,9670,9780,188531,106613.0,10901100.0
2019-09-03,9760,9770,9360,9690,148405,105632.0,10901100.0
2019-09-04,9790,9980,9460,9940,150988,108357.0,10901100.0
2019-09-05,10250,10400,9830,9970,197068,108684.0,10901100.0
2019-09-06,9970,10200,9880,10100,104467,110101.0,10901100.0
2019-09-09,10150,10200,9750,9890,92345,107812.0,10901100.0
2019-09-10,9880,9960,9730,9930,74551,109142.0,10991109.0
2019-09-11,10000,10000,9690,9700,71491,106614.0,10991109.0
2019-09-16,9790,9790,9410,9600,72208,105515.0,10991109.0
2019-09-17,9580,10050,9460,10050,139670,110461.0,10991109.0
2019-09-18,10000,10150,9820,9900,49574,108812.0,10991109.0
2019-09-19,9950,9990,9720,9900,69457,108812.0,10991109.0
2019-09-20,9900,9900,9560,9630,331270,105844.0,10991109.0
2019-09-23,9640,9640,9310,9450,99303,103866.0,10991109.0
2019-09-24,9500,9590,9400,9560,60825,105075.0,10991109.0
2019-09-25,9560,9740,9400,9640,53476,105954.0,10991109.0
2019-09-26,9560,9630,9310,9450,58893,103866.0,10991109.0
2019-09-27,9460,9480,9220,9450,91259,103866.0,10991109.0
2019-09-30,9450,9600,9290,9450,28499,103866.0,10991109.0
2019-10-01,9340,9460,9300,9390,34541,103207.0,10991109.0
2019-10-02,9300,9450,9220,9340,38071,102657.0,10991109.0
2019-10-04,9240,9390,9020,9170,54450,100788.0,10991109.0
2019-10-07,9080,9350,8700,8800,63318,96722.0,10991109.0
