GRT(900290),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-03-07,2175,2225,2145,2175,319326,,
2019-03-08,2150,2200,2125,2125,229519,,
2019-03-11,2145,2160,2055,2145,243120,,
2019-03-12,2190,2260,2160,2255,296375,,
2019-03-13,2255,2255,2170,2195,292241,,
2019-03-14,2350,2440,2235,2355,1655373,,
2019-03-15,2370,2415,2310,2355,595705,,
2019-03-18,2355,2410,2345,2395,312722,,
2019-03-19,2395,2395,2325,2345,229944,,
2019-03-20,2355,2405,2295,2405,402937,,
2019-03-21,2425,2445,2395,2430,333304,,
2019-03-22,2465,2465,2420,2465,315251,,
2019-03-25,2465,2500,2415,2465,326241,,
2019-03-26,2490,2650,2485,2550,980345,,
2019-03-27,2550,2575,2310,2480,303729,,
2019-03-28,2480,2920,2455,2475,3862333,,
2019-03-29,2500,2595,2395,2475,733047,,
2019-04-01,2510,2590,2510,2550,659533,,
2019-04-02,2555,2665,2530,2630,680610,,
2019-04-03,2660,2660,2600,2650,383899,,
2019-04-04,2660,2660,2595,2630,234005,,
2019-04-05,2660,2760,2640,2670,641533,,
2019-04-08,2705,2760,2670,2720,580347,,
2019-04-09,2720,2760,2660,2695,262732,,
2019-04-10,2665,2720,2635,2685,159329,,
2019-04-11,2685,2700,2650,2660,171861,,
2019-04-12,2680,2775,2625,2740,430154,,
2019-04-15,2745,2840,2730,2800,438134,,
2019-04-16,2800,2850,2765,2850,328344,,
2019-04-17,2845,2855,2805,2825,170217,,
2019-04-18,2815,2850,2755,2760,153495,,
2019-04-19,2690,2755,2670,2735,289831,,
2019-04-22,2740,2770,2710,2750,145872,,
2019-04-23,2750,2785,2705,2730,146947,,
2019-04-24,2820,2825,2705,2710,310960,,
2019-04-25,2705,2725,2630,2655,363715,,
2019-04-26,2655,2810,2605,2680,313301,,
2019-04-29,2680,2680,2585,2665,217178,,
2019-04-30,2675,2730,2635,2670,359562,,
2019-05-02,2665,2805,2630,2780,406930,,
2019-05-03,2810,2825,2745,2790,179023,,
2019-05-07,2740,2745,2650,2730,202171,,
2019-05-08,2685,2695,2650,2665,206492,,
2019-05-09,2640,2690,2510,2560,329021,,
2019-05-10,2525,2630,2505,2570,180377,,
2019-05-13,2590,2590,2475,2485,131352,,
2019-05-14,2455,2500,2440,2485,101424,,
2019-05-15,2490,2575,2490,2565,54865,,
2019-05-16,2565,2585,2405,2435,181307,,
2019-05-17,2445,2535,2425,2460,112111,,
2019-05-20,2440,2465,2425,2430,102522,,
2019-05-21,2480,2480,2375,2445,72368,,
2019-05-22,2500,2535,2445,2480,85463,,
2019-05-23,2500,2505,2330,2355,181442,,
2019-05-24,2320,2350,2220,2335,122436,,
2019-05-27,2300,2335,2200,2280,198728,,
2019-05-28,2280,2310,2215,2265,143185,,
2019-05-29,2295,2295,2165,2200,279265,,
2019-05-30,2220,2225,2140,2160,245099,,
2019-05-31,2160,2200,2125,2145,105136,,
2019-06-03,2115,2195,2115,2165,113471,,
2019-06-04,2255,2260,2155,2230,159974,,
2019-06-05,2245,2255,2185,2235,81179,,
2019-06-07,2265,2265,2200,2235,61086,,
2019-06-10,2250,2250,2200,2245,94816,,
2019-06-11,2235,2315,2225,2315,189390,,
2019-06-12,2315,2345,2295,2310,66182,,
2019-06-13,2320,2325,2290,2320,47259,,
2019-06-14,2330,2330,2275,2285,96358,,
2019-06-17,2305,2305,2165,2180,200558,,
2019-06-18,2180,2220,2160,2185,64748,,
2019-06-19,2280,2280,2210,2210,71988,,
2019-06-20,2280,2280,2215,2265,82894,,
2019-06-21,2265,2270,2215,2230,109202,,
2019-06-24,2210,2230,2150,2170,130220,,
2019-06-25,2170,2180,2125,2155,83137,,
2019-06-26,2155,2160,2095,2120,110910,,
2019-06-27,2165,2165,2115,2135,37314,,
2019-06-28,2140,2140,2040,2075,123552,,
2019-07-01,2090,2125,2070,2085,34611,,
2019-07-02,2085,2110,2030,2100,117581,,
2019-07-03,2100,2100,2025,2055,109981,,
2019-07-04,2110,2110,1970,1975,373308,,
2019-07-05,1985,2030,1970,2025,81896,,
2019-07-08,2025,2035,1895,1925,104138,,
2019-07-09,1840,1950,1835,1945,138651,,
2019-07-10,1915,1955,1915,1945,36098,,
2019-07-11,1995,2000,1940,1960,57325,,
2019-07-12,1965,2050,1960,2025,73938,,
2019-07-15,2020,2020,1970,2010,43378,,
2019-07-16,1995,2025,1970,2005,94535,,
2019-07-17,2020,2020,1940,1980,146891,,
2019-07-18,1970,2085,1970,2010,108283,,
2019-07-19,2030,2040,1970,2020,86673,,
2019-07-22,2020,2020,1905,1980,72738,,
2019-07-23,1970,2000,1935,1955,73941,,
2019-07-24,1955,1990,1900,1950,93625,,
2019-07-25,1955,1970,1845,1910,107752,,
2019-07-26,1900,1915,1825,1885,84982,,
2019-07-29,1905,1905,1770,1780,99281,,
2019-07-30,1785,1850,1750,1785,120106,,
2019-07-31,1775,1815,1735,1800,130368,,
2019-08-01,1760,1835,1745,1795,88055,,
2019-08-02,1750,1790,1720,1765,103189,,
2019-08-05,1750,1750,1575,1585,236776,,
2019-08-06,1465,1575,1450,1545,420539,,
2019-08-07,1550,1600,1495,1585,102672,,
2019-08-08,1625,1735,1585,1675,213589,,
2019-08-09,1710,1735,1645,1675,48890,,
2019-08-12,1695,1740,1640,1715,107058,,
2019-08-13,1715,1735,1670,1690,52418,,
2019-08-14,1725,1780,1695,1720,135857,,
2019-08-16,1705,1730,1670,1685,55222,,
2019-08-19,1685,1720,1670,1685,34750,,
2019-08-20,1700,1720,1670,1700,78539,,
2019-08-21,1715,1735,1700,1725,73951,,
2019-08-22,1735,1740,1705,1725,33091,,
2019-08-23,1700,1740,1700,1730,48818,,
2019-08-26,1670,1725,1630,1660,113269,,
2019-08-27,1675,1700,1635,1655,89527,,
2019-08-28,1630,1660,1610,1655,41840,,
2019-08-29,1665,1665,1625,1650,42511,,
2019-08-30,1710,1795,1680,1770,215353,,
2019-09-02,1795,2295,1730,2180,10814217,,
2019-09-03,2200,2215,2090,2090,1910439,,
2019-09-04,2085,2170,2050,2120,1498790,,
2019-09-05,2120,2290,2055,2060,3975508,,
2019-09-06,2100,2145,2060,2060,608195,,
2019-09-09,2070,2110,2020,2070,339684,,
2019-09-10,2085,2095,2010,2010,311132,,
2019-09-11,2010,2125,1985,2050,462244,,
2019-09-16,2070,2070,1965,2020,275886,,
2019-09-17,2015,2065,1965,2040,408575,,
2019-09-18,2070,2085,2035,2060,317313,,
2019-09-19,2095,2180,2070,2140,710337,,
2019-09-20,2140,2195,2095,2100,1163141,,
2019-09-23,2040,2100,2025,2030,299366,,
2019-09-24,2045,2080,2025,2040,126858,,
2019-09-25,2050,2100,1995,2030,218015,,
2019-09-26,2075,2100,1980,2000,378216,,
2019-09-27,2030,2085,2000,2065,494826,,
2019-09-30,2080,2080,1985,2035,184471,,
2019-10-01,2035,2065,1990,2000,217644,,
2019-10-02,2000,2015,1950,1990,224343,,
2019-10-04,1990,1990,1920,1965,175195,,
2019-10-07,2000,2000,1940,1960,133396,,
