비즈니스온(138580),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-08-21,14600,14900,14400,14900,40402,142220.0,9544940.0
2019-08-22,14800,15000,14200,14500,27656,138402.0,9544940.0
2019-08-23,14500,14550,14100,14300,15049,136493.0,9544940.0
2019-08-26,13850,14300,13400,14250,64991,136015.0,9544940.0
2019-08-27,14250,14500,13850,13850,24032,132197.0,9544940.0
2019-08-28,13750,14250,13750,14050,18347,134106.0,9544940.0
2019-08-29,14000,14200,13550,13800,40125,131720.0,9544940.0
2019-08-30,13800,14350,13800,14150,23778,135061.0,9544940.0
2019-09-02,14050,15050,13950,14700,82437,140311.0,9544940.0
2019-09-03,14650,14950,14350,14500,29510,138402.0,9544940.0
2019-09-04,14550,14700,14250,14500,29302,138402.0,9544940.0
2019-09-05,14550,14900,14200,14400,51451,137447.0,9544940.0
2019-09-06,14350,14700,14000,14250,33786,136015.0,9544940.0
2019-09-09,14150,14500,14000,14350,17648,136970.0,9544940.0
2019-09-10,14250,14500,13900,14050,27777,134106.0,9544940.0
2019-09-11,14050,14400,14000,14250,20577,136015.0,9544940.0
2019-09-16,14300,14550,14200,14350,22576,136970.0,9544940.0
2019-09-17,14250,14800,14250,14600,43702,139356.0,9544940.0
2019-09-18,14700,15200,14600,15100,66536,144129.0,9544940.0
2019-09-19,15200,15750,15000,15300,69312,146038.0,9544940.0
2019-09-20,15400,15750,15100,15650,35287,149378.0,9544940.0
2019-09-23,15650,15650,15050,15400,36723,146992.0,9544940.0
2019-09-24,15200,15750,15200,15550,36373,148424.0,9544940.0
2019-09-25,15300,15700,15250,15300,48607,146038.0,9544940.0
2019-09-26,15400,15650,15300,15650,28665,149378.0,9544940.0
2019-09-27,15550,15800,15300,15450,23905,147469.0,9544940.0
2019-09-30,15500,15600,15100,15250,26344,145560.0,9544940.0
2019-10-01,15150,15450,15100,15300,10701,146038.0,9544940.0
2019-10-02,15050,15350,14950,14950,11055,142697.0,9544940.0
2019-10-04,14800,15050,14350,14400,29225,137447.0,9544940.0
2019-10-07,14550,14750,13850,14150,22782,135061.0,9544940.0
