덱스터(206560),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-09-07,6830,6890,6740,6870,74276,152015.0,22127309.0
2017-09-08,6840,6880,6710,6780,51976,150023.0,22127309.0
2017-09-11,6830,6840,6740,6820,35329,150908.0,22127309.0
2017-09-12,6850,6950,6800,6920,42895,153121.0,22127309.0
2017-09-13,7000,7260,6990,7200,145931,159317.0,22127309.0
2017-09-14,7200,7250,7120,7170,46074,158653.0,22127309.0
2017-09-15,7170,7200,7000,7100,58593,157104.0,22127309.0
2017-09-18,7150,7180,7010,7150,87787,158210.0,22127309.0
2017-09-19,7130,7210,7110,7210,44596,159538.0,22127309.0
2017-09-20,7210,7520,7210,7400,249683,163742.0,22127309.0
2017-09-21,7410,7450,7100,7240,110491,160202.0,22127309.0
2017-09-22,7280,7280,7080,7080,104885,156661.0,22127309.0
2017-09-25,7030,7030,6820,6820,86831,151123.0,22158809.0
2017-09-26,6650,7280,6650,7230,195221,160208.0,22158809.0
2017-09-27,7470,7490,7240,7310,141193,161981.0,22158809.0
2017-09-28,7310,7370,7120,7180,110462,159100.0,22158809.0
2017-09-29,7230,7440,7150,7440,127151,164862.0,22158809.0
2017-10-10,7470,7570,7350,7530,156377,166856.0,22158809.0
2017-10-11,7570,7660,7520,7610,120934,168629.0,22158809.0
2017-10-12,7510,7610,7340,7440,162043,164917.0,22166309.0
2017-10-13,7380,7460,7300,7450,84220,165139.0,22166309.0
2017-10-16,7410,7760,7330,7760,226660,172011.0,22166309.0
2017-10-17,7730,7900,7660,7830,204902,173562.0,22166309.0
2017-10-18,7900,8070,7760,7930,370256,175779.0,22166309.0
2017-10-19,7930,8000,7770,7860,135792,174227.0,22166309.0
2017-10-20,7880,7950,7810,7900,60084,175114.0,22166309.0
2017-10-23,7980,8060,7770,7810,201809,173119.0,22166309.0
2017-10-24,7830,8070,7770,8040,159645,178217.0,22166309.0
2017-10-25,8090,8140,8000,8060,112503,178660.0,22166309.0
2017-10-26,8000,8190,8000,8130,214675,180212.0,22166309.0
2017-10-27,8200,8330,8170,8280,174776,183537.0,22166309.0
2017-10-30,8400,8440,8110,8140,280582,180434.0,22166309.0
2017-10-31,8130,8230,8090,8210,91934,181985.0,22166309.0
2017-11-01,8210,8250,8070,8170,101727,181099.0,22166309.0
2017-11-02,8180,8180,7910,7950,159968,176222.0,22166309.0
2017-11-03,7960,8050,7890,7980,73947,176887.0,22166309.0
2017-11-06,8100,8130,7940,8000,64280,177330.0,22166309.0
2017-11-07,8000,8070,7890,7950,55458,176222.0,22166309.0
2017-11-08,7950,7950,7710,7730,179811,171346.0,22166309.0
2017-11-09,7730,7900,7730,7890,56057,174892.0,22166309.0
2017-11-10,8040,8270,7920,7980,230409,176887.0,22166309.0
2017-11-13,8080,8360,7870,8320,351305,184424.0,22166309.0
2017-11-14,8450,8740,8400,8600,580255,190630.0,22166309.0
2017-11-15,8500,8770,8410,8590,286059,190409.0,22166309.0
2017-11-16,8700,8750,8530,8600,185578,190630.0,22166309.0
2017-11-17,8570,9080,8500,8870,620322,196615.0,22166309.0
2017-11-20,8950,8950,8760,8780,284363,194831.0,22190309.0
2017-11-21,8780,8800,8410,8460,314836,187730.0,22190309.0
2017-11-22,8400,8660,8330,8650,259365,191946.0,22190309.0
2017-11-23,8710,8890,8690,8860,293378,196606.0,22190309.0
2017-11-24,8900,8900,8610,8740,186526,193943.0,22190309.0
2017-11-27,9000,9170,8690,8830,372855,195940.0,22190309.0
2017-11-28,8880,8910,8590,8670,191646,192390.0,22190309.0
2017-11-29,8660,8750,8490,8640,168392,191724.0,22190309.0
2017-11-30,8670,8690,8370,8390,177962,186177.0,22190309.0
2017-12-01,8500,8520,8250,8400,200527,186399.0,22190309.0
2017-12-04,8450,8500,7990,8300,412237,184180.0,22190309.0
2017-12-05,8300,8650,8220,8640,239649,191724.0,22190309.0
2017-12-06,8670,8790,8600,8790,221388,195053.0,22190309.0
2017-12-07,8840,8860,8350,8430,229437,187064.0,22190309.0
2017-12-08,8490,8660,8380,8380,162588,185955.0,22190309.0
2017-12-11,8500,8700,8380,8680,141832,192612.0,22190309.0
2017-12-12,8710,8750,8440,8550,179889,189727.0,22190309.0
2017-12-13,8650,8920,8450,8890,466280,197272.0,22190309.0
2017-12-14,8860,8900,8600,8800,260429,195275.0,22190309.0
2017-12-15,8750,9350,8740,9290,1037209,206148.0,22190309.0
2017-12-18,9380,9430,9070,9130,510131,202598.0,22190309.0
2017-12-19,9030,9120,8440,8640,806456,191724.0,22190309.0
2017-12-20,8660,9090,8590,9000,740993,199713.0,22190309.0
2017-12-21,9050,9520,8870,8990,1519216,199491.0,22190309.0
2017-12-22,8900,9270,8560,8820,664689,195719.0,22190309.0
2017-12-26,9550,9630,8750,8900,1679146,197494.0,22190309.0
2017-12-27,9010,9580,8880,9280,1617662,205926.0,22190309.0
2017-12-28,9400,9960,9400,9960,2531467,221015.0,22190309.0
2018-01-02,10650,11100,10250,10550,3133144,234108.0,22190309.0
2018-01-03,10500,10950,10050,10950,1945905,242984.0,22190309.0
2018-01-04,11100,11150,10250,10400,1289049,230779.0,22190309.0
2018-01-05,10600,10900,10300,10800,857629,239655.0,22190309.0
2018-01-08,10900,11250,10650,11000,1100840,244093.0,22190309.0
2018-01-09,11200,11600,10850,11250,1146640,249641.0,22190309.0
2018-01-10,11250,11450,11050,11350,645253,251860.0,22190309.0
2018-01-11,11250,11300,10450,10450,1237756,231889.0,22190309.0
2018-01-12,10650,10750,10150,10500,751392,233660.0,22253309.0
2018-01-15,10550,10600,10200,10250,472386,228096.0,22253309.0
2018-01-16,10100,10450,9990,10350,428745,230322.0,22253309.0
2018-01-17,10400,11450,10300,11450,1705772,254800.0,22253309.0
2018-01-18,11450,11600,11100,11550,876667,258366.0,22369349.0
2018-01-19,11400,11950,11150,11650,814170,260603.0,22369349.0
2018-01-22,11600,11900,11100,11250,653626,251655.0,22369349.0
2018-01-23,11300,11350,11000,11150,414315,249418.0,22369349.0
2018-01-24,11200,11300,10800,11050,387902,247181.0,22369349.0
2018-01-25,11100,11200,10850,11200,365909,250537.0,22369349.0
2018-01-26,11100,11650,11100,11500,552072,257248.0,22369349.0
2018-01-29,11650,12100,11350,11850,870026,265077.0,22369349.0
2018-01-30,11900,12150,11400,11600,457667,259484.0,22369349.0
2018-01-31,11400,11500,10950,11150,602441,249418.0,22369349.0
2018-02-01,11200,11400,10850,11300,344955,252994.0,22388849.0
2018-02-02,11250,11350,10950,11050,295146,247397.0,22388849.0
2018-02-05,10700,11100,10600,10800,310580,241800.0,22388849.0
2018-02-06,10150,10800,10150,10600,677641,237401.0,22396349.0
2018-02-07,10950,11050,10600,10600,456046,237401.0,22396349.0
2018-02-08,10600,11950,10600,11550,1380758,258678.0,22396349.0
2018-02-09,11000,11350,10900,11250,461844,251959.0,22396349.0
2018-02-12,11250,11350,10850,10900,313774,244120.0,22396349.0
2018-02-13,10950,11050,10500,10600,280226,237401.0,22396349.0
2018-02-14,10650,10700,10050,10300,559895,231208.0,22447349.0
2018-02-19,10400,10650,10300,10500,246892,235697.0,22447349.0
2018-02-20,10550,10600,10200,10300,206437,231208.0,22447349.0
2018-02-21,10300,10900,10200,10750,290348,241309.0,22447349.0
2018-02-22,10650,10700,10300,10450,181334,234575.0,22447349.0
2018-02-23,10400,10550,10250,10500,160753,235697.0,22447349.0
2018-02-26,10500,10600,10200,10250,155306,230085.0,22447349.0
2018-02-27,10250,10300,9650,9800,707186,219984.0,22447349.0
2018-02-28,9620,10200,9620,9730,313123,218413.0,22447349.0
2018-03-02,9570,10050,9570,9940,176263,223127.0,22447349.0
2018-03-05,9850,10200,9570,9580,308501,215046.0,22447349.0
2018-03-06,9600,9900,9600,9850,182068,221106.0,22447349.0
2018-03-07,9850,9870,9330,9340,237189,209658.0,22447349.0
2018-03-08,9450,9700,9410,9430,176849,211679.0,22447349.0
2018-03-09,9410,9730,9390,9510,191806,213474.0,22447349.0
2018-03-12,9620,9950,9540,9810,176774,220208.0,22447349.0
2018-03-13,9760,9880,9640,9750,148790,218862.0,22447349.0
2018-03-14,9650,9820,9590,9720,115783,218188.0,22447349.0
2018-03-15,9690,10200,9650,10150,270504,227841.0,22447349.0
2018-03-16,10150,10150,9950,10050,108114,225596.0,22447349.0
2018-03-19,10050,10250,9930,10050,143699,225596.0,22447349.0
2018-03-20,9860,10000,9800,9960,137773,223576.0,22447349.0
2018-03-21,10100,10100,9880,9920,146627,222678.0,22447349.0
2018-03-22,9930,9970,9840,9840,136603,220882.0,22447349.0
2018-03-23,9730,9730,9050,9200,310821,206516.0,22447349.0
2018-03-26,9110,9480,8930,9470,220296,212576.0,22447349.0
2018-03-27,9600,9920,9480,9860,209509,221331.0,22447349.0
2018-03-28,9010,9070,8530,8560,3441189,192149.0,22447349.0
2018-03-29,8740,9540,8490,8930,2754949,200455.0,22447349.0
2018-03-30,9130,9250,8320,8880,472582,199332.0,22447349.0
2018-04-02,9290,9800,9180,9410,1371402,211230.0,22447349.0
2018-04-03,9340,9660,9250,9500,444183,213250.0,22447349.0
2018-04-04,9510,9550,9110,9160,312766,205618.0,22447349.0
2018-04-05,9200,9350,9040,9120,204200,204720.0,22447349.0
2018-04-06,9010,9160,8810,8910,233689,200006.0,22447349.0
2018-04-09,9000,9450,8820,9440,392941,211903.0,22447349.0
2018-04-10,9280,10150,9230,9820,1272535,220433.0,22447349.0
2018-04-11,9830,9900,9560,9850,366909,221106.0,22447349.0
2018-04-12,9850,9850,9500,9680,333611,217290.0,22447349.0
2018-04-13,9620,9900,9510,9670,249159,217066.0,22447349.0
2018-04-16,9770,9840,9570,9660,250205,216841.0,22447349.0
2018-04-17,9670,10500,9630,10400,1480758,233452.0,22447349.0
2018-04-18,10400,10600,9910,10050,823009,225596.0,22447349.0
2018-04-19,10100,10200,9840,10000,423876,224473.0,22447349.0
2018-04-20,9970,10300,9900,10000,365645,224473.0,22447349.0
2018-04-23,10100,10100,9670,9670,524881,217066.0,22447349.0
2018-04-24,9740,10250,9700,9830,470703,220657.0,22447349.0
2018-04-25,9800,9990,9720,9860,175028,221331.0,22447349.0
2018-04-26,9860,9970,9740,9940,171662,223484.0,22483349.0
2018-04-27,9990,10050,9810,9810,194642,220562.0,22483349.0
2018-04-30,9800,9810,9590,9690,251543,217864.0,22483349.0
2018-05-02,9500,9590,9180,9420,305295,211793.0,22483349.0
2018-05-03,9400,9490,9270,9320,160131,209545.0,22483349.0
2018-05-04,9310,9570,9310,9490,170946,213367.0,22483349.0
2018-05-08,9530,9630,9150,9410,145500,211568.0,22483349.0
2018-05-09,9340,9590,9140,9390,105480,211119.0,22483349.0
2018-05-10,9430,9700,9160,9650,279469,216964.0,22483349.0
2018-05-11,9740,9980,9630,9970,273458,224159.0,22483349.0
2018-05-14,9990,9990,9730,9770,216638,219662.0,22483349.0
2018-05-15,9840,9840,9600,9730,117140,218763.0,22483349.0
2018-05-16,9500,9500,9220,9240,432916,207746.0,22483349.0
2018-05-17,9240,9250,9010,9080,189627,204149.0,22483349.0
2018-05-18,9050,9480,9020,9380,147553,214455.0,22863020.0
2018-05-21,9460,9480,9210,9250,138709,211483.0,22863020.0
2018-05-23,9300,9380,9130,9290,93913,212397.0,22863020.0
2018-05-24,9150,9610,9150,9300,159148,212626.0,22863020.0
2018-05-25,9170,9240,8850,8930,423260,204167.0,22863020.0
2018-05-28,9150,9250,8930,9100,218294,208053.0,22863020.0
2018-05-29,9040,9150,8790,8850,298075,202338.0,22863020.0
2018-05-30,8800,8910,8340,8590,490320,196393.0,22863020.0
2018-05-31,8590,8950,8450,8880,190468,203024.0,22863020.0
2018-06-01,8810,9480,8770,9460,659845,216284.0,22863020.0
2018-06-04,9460,10100,9280,9980,929524,228173.0,22863020.0
2018-06-05,10050,10250,9770,10050,690383,229773.0,22863020.0
2018-06-07,10050,10200,9850,10150,291665,232060.0,22863020.0
2018-06-08,9870,10350,9850,10050,391016,230165.0,22902020.0
2018-06-11,10000,10600,9990,10250,455205,234746.0,22902020.0
2018-06-12,10250,10300,9930,9970,251506,228333.0,22902020.0
2018-06-14,9870,10300,9870,9950,300988,227875.0,22902020.0
2018-06-15,9950,10050,9580,9640,380029,220775.0,22902020.0
2018-06-18,9580,9640,9130,9270,265961,212302.0,22902020.0
2018-06-19,9300,9490,9030,9040,189342,207034.0,22902020.0
2018-06-20,8940,9510,8940,9460,245904,216653.0,22902020.0
2018-06-21,9450,9830,9270,9740,356296,223066.0,22902020.0
2018-06-22,9660,9820,9460,9630,225816,220546.0,22902020.0
2018-06-25,9770,9880,9590,9670,199467,227177.0,23492948.0
2018-06-26,9560,9780,9530,9770,204191,229526.0,23492948.0
2018-06-27,9840,10300,9760,9810,606964,230466.0,23492948.0
2018-06-28,9830,10150,9760,9830,268646,230936.0,23492948.0
2018-06-29,9910,10150,9610,10000,342738,236614.0,23661361.0
2018-07-02,10050,10200,9800,9910,462833,234484.0,23661361.0
2018-07-03,10050,10050,9550,9770,349015,231171.0,23661361.0
2018-07-04,9680,9870,9600,9660,164101,228569.0,23661361.0
2018-07-05,9700,9950,9620,9910,244682,234484.0,23661361.0
2018-07-06,9990,10050,9170,9410,824430,222653.0,23661361.0
2018-07-09,9420,9830,9300,9810,244804,232118.0,23661361.0
2018-07-10,9810,10100,9600,9620,569160,228006.0,23701248.0
2018-07-11,9560,9790,9470,9540,138850,226110.0,23701248.0
2018-07-12,9680,10350,9600,10300,994360,244123.0,23701248.0
2018-07-13,10300,10400,9990,10350,1020090,245308.0,23701248.0
2018-07-16,10300,10800,10150,10450,849116,247678.0,23701248.0
2018-07-17,10450,10450,10000,10100,584337,239383.0,23701248.0
2018-07-18,10050,10250,9900,10000,478587,237012.0,23701248.0
2018-07-19,10000,10150,9640,9730,622733,230613.0,23701248.0
2018-07-20,9730,10000,9600,10000,333604,237012.0,23701248.0
2018-07-23,10000,10150,9810,9910,426301,234879.0,23701248.0
2018-07-24,10000,10200,9860,10050,643691,238198.0,23701248.0
2018-07-25,10050,10150,9380,9540,967286,226110.0,23701248.0
2018-07-26,9690,10050,9570,10050,839855,238198.0,23701248.0
2018-07-27,10100,10150,9830,10000,711506,237012.0,23701248.0
2018-07-30,10200,10300,9970,10300,1058555,244990.0,23785455.0
2018-07-31,10250,10350,9970,10250,1514320,243801.0,23785455.0
2018-08-01,10300,10550,9980,10200,1772285,242612.0,23785455.0
2018-08-02,10400,10450,10000,10100,1371314,240233.0,23785455.0
2018-08-03,10250,11350,10100,11350,7248811,269965.0,23785455.0
2018-08-06,11700,11700,10800,10900,4713991,268440.0,24627529.0
2018-08-07,11000,11100,10400,10550,3148501,259820.0,24627529.0
2018-08-08,10550,10650,10300,10350,1784763,254895.0,24627529.0
2018-08-09,10400,10450,9800,9870,1971301,243074.0,24627529.0
2018-08-10,9760,10100,9680,10050,1368910,247507.0,24627529.0
2018-08-13,9910,9910,9130,9130,1988806,224849.0,24627529.0
2018-08-14,9160,9340,8970,9110,907748,224357.0,24627529.0
2018-08-16,8850,8900,8470,8520,1294461,209827.0,24627529.0
2018-08-17,8530,8680,8220,8250,1049506,203177.0,24627529.0
2018-08-20,8250,8540,8210,8440,888918,207856.0,24627529.0
2018-08-21,8410,8510,8250,8320,638397,204901.0,24627529.0
2018-08-22,8320,8450,8280,8320,446325,204901.0,24627529.0
2018-08-23,8320,8520,8310,8350,589427,205640.0,24627529.0
2018-08-24,8290,8360,7910,7920,1360058,195050.0,24627529.0
2018-08-27,7920,7920,7660,7680,809776,189139.0,24627529.0
2018-08-28,7720,7780,7420,7440,1080543,183229.0,24627529.0
2018-08-29,7540,7600,7460,7560,398607,186184.0,24627529.0
2018-08-30,7590,7680,7340,7400,567063,182244.0,24627529.0
2018-08-31,7420,7500,7150,7190,662358,177072.0,24627529.0
2018-09-03,7190,7330,7150,7170,407219,176579.0,24627529.0
2018-09-04,7160,7470,7160,7440,649880,183229.0,24627529.0
2018-09-05,7400,7500,7320,7370,437279,181505.0,24627529.0
2018-09-06,7410,7660,7290,7540,728953,185692.0,24627529.0
2018-09-07,7520,7560,7400,7470,313454,183968.0,24627529.0
2018-09-10,7450,7540,7200,7230,407775,178057.0,24627529.0
2018-09-11,7210,7460,7200,7360,328402,181259.0,24627529.0
2018-09-12,7450,7710,7410,7530,842130,185445.0,24627529.0
2018-09-13,7550,7680,7430,7470,351185,183968.0,24627529.0
2018-09-14,7550,7550,7420,7430,202603,182983.0,24627529.0
2018-09-17,7380,7430,7210,7240,316647,178303.0,24627529.0
2018-09-18,7410,7620,7360,7360,663468,181259.0,24627529.0
2018-09-19,7370,7430,7190,7210,322726,177564.0,24627529.0
2018-09-20,7220,7390,7210,7270,332626,179042.0,24627529.0
2018-09-21,7290,7320,7190,7190,242112,177072.0,24627529.0
2018-09-27,7220,7230,7050,7060,340668,173870.0,24627529.0
2018-09-28,7070,7140,6780,6870,548181,169191.0,24627529.0
2018-10-01,6830,6960,6820,6880,246122,169437.0,24627529.0
2018-10-02,6900,7020,6740,6760,258624,166482.0,24627529.0
2018-10-04,6750,6920,6590,6590,230331,162295.0,24627529.0
2018-10-05,6530,6660,6360,6420,259278,158109.0,24627529.0
2018-10-08,6340,6590,6340,6380,191618,157124.0,24627529.0
2018-10-10,6370,6480,6000,6050,502365,148997.0,24627529.0
2018-10-11,5450,5880,5450,5610,738116,138160.0,24627529.0
2018-10-12,5480,6100,5480,6070,560030,149489.0,24627529.0
2018-10-15,6070,6280,5940,6050,292355,148997.0,24627529.0
2018-10-16,6050,6240,6050,6150,141742,151459.0,24627529.0
2018-10-17,6230,6450,6230,6380,233160,157124.0,24627529.0
2018-10-18,6340,6500,6230,6360,140723,156631.0,24627529.0
2018-10-19,6230,6370,6190,6320,136226,155646.0,24627529.0
2018-10-22,6290,6770,6250,6680,521874,164512.0,24627529.0
2018-10-23,6700,6700,6340,6370,332757,156877.0,24627529.0
2018-10-24,6590,6590,5910,5950,380752,146534.0,24627529.0
2018-10-25,5700,5820,5500,5650,325858,139146.0,24627529.0
2018-10-26,5770,5810,5320,5320,350831,131018.0,24627529.0
2018-10-29,5260,5430,4810,4810,386887,118458.0,24627529.0
2018-10-30,4520,4930,4520,4910,434672,120921.0,24627529.0
2018-10-31,4925,5050,4855,4975,166457,122522.0,24627529.0
2018-11-01,4970,5320,4970,4990,432323,122891.0,24627529.0
2018-11-02,5090,5340,5090,5320,249817,131018.0,24627529.0
2018-11-05,5320,5330,5130,5270,136089,129787.0,24627529.0
2018-11-06,5270,5450,5180,5300,159716,130526.0,24627529.0
2018-11-07,5320,5400,5140,5170,150272,127324.0,24627529.0
2018-11-08,5250,5380,5250,5350,187036,131811.0,24637529.0
2018-11-09,5320,5360,5210,5350,92553,131811.0,24637529.0
2018-11-12,5300,5320,5160,5200,117360,128115.0,24637529.0
2018-11-13,5050,5150,4940,5100,146482,125651.0,24637529.0
2018-11-14,5150,5900,5100,5450,2370760,134275.0,24637529.0
2018-11-15,5370,5550,5280,5360,318016,132057.0,24637529.0
2018-11-16,5380,5530,5350,5360,281070,132057.0,24637529.0
2018-11-19,5410,5530,5400,5500,250569,135506.0,24637529.0
2018-11-20,5350,5730,5350,5530,324742,136246.0,24637529.0
2018-11-21,5410,5590,5410,5510,166574,135753.0,24637529.0
2018-11-22,5520,5590,5380,5380,119996,132550.0,24637529.0
2018-11-23,5460,5490,5330,5380,97708,132550.0,24637529.0
2018-11-26,5350,5530,5350,5440,125283,134028.0,24637529.0
2018-11-27,5420,5530,5400,5520,142962,135999.0,24637529.0
2018-11-28,5560,5570,5450,5450,116602,134275.0,24637529.0
2018-11-29,5480,5570,5400,5440,105158,134028.0,24637529.0
2018-11-30,5440,5510,5310,5390,127576,132796.0,24637529.0
2018-12-03,5410,5740,5410,5630,358317,138709.0,24637529.0
2018-12-04,5630,5710,5570,5640,182313,138956.0,24637529.0
2018-12-05,5490,5620,5460,5590,136267,137724.0,24637529.0
2018-12-06,5650,5650,5270,5280,239789,130086.0,24637529.0
2018-12-07,5370,5390,5210,5230,106002,128854.0,24637529.0
2018-12-10,5090,5190,4860,4950,279812,121956.0,24637529.0
2018-12-11,4960,4995,4825,4825,117391,118876.0,24637529.0
2018-12-12,4850,5050,4850,5000,146044,123188.0,24637529.0
2018-12-13,5040,5100,5000,5030,114821,123927.0,24637529.0
2018-12-14,5010,5080,4950,4985,98306,122818.0,24637529.0
2018-12-17,4985,4985,4735,4820,155364,118753.0,24637529.0
2018-12-18,4700,4750,4620,4640,276029,114318.0,24637529.0
2018-12-19,4640,4750,4615,4695,112209,115673.0,24637529.0
2018-12-20,4650,4695,4545,4610,106598,113579.0,24637529.0
2018-12-21,4535,4695,4530,4640,104405,114318.0,24637529.0
2018-12-24,4640,4795,4550,4655,117707,114688.0,24637529.0
2018-12-26,4540,4610,4345,4415,238145,108775.0,24637529.0
2018-12-27,4540,4540,4480,4500,68535,110869.0,24637529.0
2018-12-28,4500,4780,4500,4745,203837,116905.0,24637529.0
2019-01-02,4825,4895,4755,4795,65914,118137.0,24637529.0
2019-01-03,4800,4935,4730,4745,125637,116905.0,24637529.0
2019-01-04,4705,5220,4620,5000,461591,123188.0,24637529.0
2019-01-07,5090,5220,4970,5170,336761,127376.0,24637529.0
2019-01-08,5170,5170,5040,5100,141813,125651.0,24637529.0
2019-01-09,5160,5240,5050,5210,170803,128362.0,24637529.0
2019-01-10,5240,5250,5140,5140,99825,126637.0,24637529.0
2019-01-11,5150,6680,5150,5970,10189781,147086.0,24637529.0
2019-01-14,6100,7360,5910,7250,14817174,178622.0,24637529.0
2019-01-15,7080,7480,6750,7200,5327829,177390.0,24637529.0
2019-01-16,7280,7730,7060,7160,4794138,176405.0,24637529.0
2019-01-17,7160,7350,6750,6840,1747885,168521.0,24637529.0
2019-01-18,6860,7000,6670,6900,1491277,169999.0,24637529.0
2019-01-21,7080,7210,6740,6740,1524921,166057.0,24637529.0
2019-01-22,6740,6920,6510,6640,897546,163626.0,24642529.0
2019-01-23,6590,6720,6460,6500,588753,160176.0,24642529.0
2019-01-24,6540,6720,6380,6500,873769,160176.0,24642529.0
2019-01-25,6500,6630,6420,6580,614884,162148.0,24642529.0
2019-01-28,6660,6690,6460,6480,622820,159684.0,24642529.0
2019-01-29,6460,6500,6120,6220,780129,153277.0,24642529.0
2019-01-30,6230,6410,6190,6210,427837,153030.0,24642529.0
2019-01-31,6210,6360,6150,6170,359030,152044.0,24642529.0
2019-02-01,6190,6250,6020,6100,395491,150319.0,24642529.0
2019-02-07,6120,6260,6010,6220,325603,153277.0,24642529.0
2019-02-08,6210,6430,6180,6430,496026,158451.0,24642529.0
2019-02-11,6520,6520,6360,6430,404699,158451.0,24642529.0
2019-02-12,6440,6670,6430,6590,512326,162394.0,24642529.0
2019-02-13,6620,6680,6440,6630,410702,163380.0,24642529.0
2019-02-14,6630,6670,6500,6500,287866,160176.0,24642529.0
2019-02-15,6510,6560,6380,6420,223751,158205.0,24642529.0
2019-02-18,6630,6890,6510,6690,1274313,164859.0,24642529.0
2019-02-19,6640,7010,6530,7010,912371,172744.0,24642529.0
2019-02-20,7090,7140,6850,6870,957760,169294.0,24642529.0
2019-02-21,6870,7000,6740,6960,462193,171512.0,24642529.0
2019-02-22,6980,6980,6630,6630,484255,163380.0,24642529.0
2019-02-25,6640,6840,6580,6760,319631,166583.0,24642529.0
2019-02-26,6720,6830,6600,6600,234389,162641.0,24642529.0
2019-02-27,6640,6840,6640,6670,317417,164366.0,24642529.0
2019-02-28,6670,6790,6290,6390,421677,157466.0,24642529.0
2019-03-04,6420,6940,6420,6850,550652,168801.0,24642529.0
2019-03-05,6880,6900,6750,6830,264299,168308.0,24642529.0
2019-03-06,6850,7000,6750,6850,380383,168801.0,24642529.0
2019-03-07,6860,6980,6620,6810,370542,167816.0,24642529.0
2019-03-08,6720,6960,6710,6850,359309,168801.0,24642529.0
2019-03-11,6820,6820,6300,6760,302730,166583.0,24642529.0
2019-03-12,6730,6890,6650,6700,364305,165105.0,24642529.0
2019-03-13,6710,6930,6620,6680,328280,164612.0,24642529.0
2019-03-14,6680,6960,6680,6890,336723,169787.0,24642529.0
2019-03-15,6840,6960,6670,6740,360361,166091.0,24642529.0
2019-03-18,6810,7050,6750,6990,591421,172251.0,24642529.0
2019-03-19,7050,7070,6650,6830,798644,168308.0,24642529.0
2019-03-20,6840,6940,6710,6820,237658,168062.0,24642529.0
2019-03-21,6770,6860,6720,6780,219413,167076.0,24642529.0
2019-03-22,6770,6860,6730,6800,236359,167569.0,24642529.0
2019-03-25,6610,6770,6440,6440,357967,158698.0,24642529.0
2019-03-26,6450,6770,6450,6540,316708,161162.0,24642529.0
2019-03-27,6630,6680,6460,6460,179237,159191.0,24642529.0
2019-03-28,6520,6590,6180,6210,326948,153030.0,24642529.0
2019-03-29,6280,6470,6170,6450,204624,158944.0,24642529.0
2019-04-01,6040,6490,6040,6430,222486,158451.0,24642529.0
2019-04-02,6530,6530,6360,6410,143709,157959.0,24642529.0
2019-04-03,6430,6820,6430,6800,426951,167569.0,24642529.0
2019-04-04,6800,6870,6740,6820,221735,168062.0,24642529.0
2019-04-05,6810,6950,6780,6780,246995,167076.0,24642529.0
2019-04-08,6840,7070,6780,7070,699414,174223.0,24642529.0
2019-04-09,7090,7110,6830,6970,436007,171758.0,24642529.0
2019-04-10,6930,6960,6810,6880,217764,169541.0,24642529.0
2019-04-11,6890,6930,6780,6910,220957,170280.0,24642529.0
2019-04-12,6920,6990,6800,6890,187919,169787.0,24642529.0
2019-04-15,7170,7180,6960,6980,715546,172005.0,24642529.0
2019-04-16,7620,9070,7230,9070,18030753,223508.0,24642529.0
2019-04-17,8800,8930,7650,7650,10118702,188515.0,24642529.0
2019-04-18,7880,8180,7650,7930,4226237,195415.0,24642529.0
2019-04-19,8220,8460,7980,7990,3968682,196894.0,24642529.0
2019-04-22,7900,8410,7800,8270,2394265,203794.0,24642529.0
2019-04-23,8300,8770,8040,8100,2931594,199604.0,24642529.0
2019-04-24,8360,8600,8180,8320,2641994,205026.0,24642529.0
2019-04-25,8300,8300,7960,7960,1049284,196155.0,24642529.0
2019-04-26,7960,8010,7550,7640,813541,188269.0,24642529.0
2019-04-29,7750,7890,7680,7800,426632,192212.0,24642529.0
2019-04-30,7850,7900,7610,7900,509564,194676.0,24642529.0
2019-05-02,7870,8390,7870,8350,1457906,205765.0,24642529.0
2019-05-03,8300,8320,8140,8270,440017,203794.0,24642529.0
2019-05-07,8130,8300,8070,8230,409024,202808.0,24642529.0
2019-05-08,8140,8360,8030,8070,691714,198865.0,24642529.0
2019-05-09,8100,8170,7750,7770,584013,191472.0,24642529.0
2019-05-10,7770,7990,7600,7840,402355,193197.0,24642529.0
2019-05-13,7770,7920,7610,7620,285494,187776.0,24642529.0
2019-05-14,7540,7800,7410,7600,423579,187283.0,24642529.0
2019-05-15,7610,7910,7590,7870,394856,193937.0,24642529.0
2019-05-16,7990,7990,7750,7780,308639,191719.0,24642529.0
2019-05-17,7870,8650,7790,8100,2906891,199604.0,24642529.0
2019-05-20,8110,8680,8100,8500,3771606,209461.0,24642529.0
2019-05-21,8360,8440,8150,8250,895988,203301.0,24642529.0
2019-05-22,8300,8340,8090,8090,594133,199358.0,24642529.0
2019-05-23,8020,8120,7820,7850,548101,193444.0,24642529.0
2019-05-24,7740,8020,7620,7940,472424,195662.0,24642529.0
2019-05-27,7940,8410,7900,8360,1798360,206012.0,24642529.0
2019-05-28,8310,8390,8120,8270,842352,203794.0,24642529.0
2019-05-29,8270,8270,7880,7880,773828,194183.0,24642529.0
2019-05-30,7900,8040,7850,7890,326936,194430.0,24642529.0
2019-05-31,7940,8070,7910,7910,287626,194922.0,24642529.0
2019-06-03,7920,7960,7700,7740,433458,190733.0,24642529.0
