파크시스템스(140860),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-05-31,38550,38800,38000,38000,9999,253082.0,6660055.0
2019-06-03,38000,41850,38000,41850,51291,278723.0,6660055.0
2019-06-04,41600,41800,39700,39850,25598,265403.0,6660055.0
2019-06-05,40250,40500,39600,39800,20049,265070.0,6660055.0
2019-06-07,39800,40500,39750,40000,21156,266402.0,6660055.0
2019-06-10,40200,40600,39850,40300,26011,268400.0,6660055.0
2019-06-11,40450,40850,39900,40850,17634,272063.0,6660055.0
2019-06-12,40800,40850,40200,40700,11357,271064.0,6660055.0
2019-06-13,40700,41600,40700,41500,11583,276392.0,6660055.0
2019-06-14,41400,42100,41000,41950,27569,279389.0,6660055.0
2019-06-17,41600,41750,40900,41350,7382,275393.0,6660055.0
2019-06-18,41350,41350,40450,40700,7644,271064.0,6660055.0
2019-06-19,40800,41000,39950,40300,8033,268400.0,6660055.0
2019-06-20,40300,40500,40000,40450,4307,269399.0,6660055.0
2019-06-21,40850,40850,40000,40350,5601,268733.0,6660055.0
2019-06-24,40550,40850,40100,40800,7231,271730.0,6660055.0
2019-06-25,40850,40850,39900,40000,12142,266402.0,6660055.0
2019-06-26,40000,40600,39900,40300,6474,268400.0,6660055.0
2019-06-27,39950,41850,39950,41350,22082,275393.0,6660055.0
2019-06-28,41850,41850,40400,41250,10170,274727.0,6660055.0
2019-07-01,40900,41550,40800,41200,5768,274394.0,6660055.0
2019-07-02,41200,41200,40550,40900,3396,272396.0,6660055.0
2019-07-03,40900,40900,39650,39950,14856,266069.0,6660055.0
2019-07-04,39900,39900,38950,39650,6377,264071.0,6660055.0
2019-07-05,39000,39350,38200,38600,14647,257078.0,6660055.0
2019-07-08,38600,39200,36450,36850,17545,245423.0,6660055.0
2019-07-09,36600,37550,36100,37150,17223,247421.0,6660055.0
2019-07-10,36700,38100,36200,38050,9281,253415.0,6660055.0
2019-07-11,38100,38100,37500,38000,2358,253082.0,6660055.0
2019-07-12,38000,38450,38000,38450,5438,256079.0,6660055.0
2019-07-15,38450,38450,37250,38350,8772,255413.0,6660055.0
2019-07-16,38600,39250,38000,38500,14599,256412.0,6660055.0
2019-07-17,38700,38850,38100,38150,7417,254081.0,6660055.0
2019-07-18,38150,38900,38000,38900,8058,259076.0,6660055.0
2019-07-19,38600,39300,38200,38450,6181,256079.0,6660055.0
2019-07-22,38450,38950,38100,38500,10566,256412.0,6660055.0
2019-07-23,38500,38900,38050,38550,5003,256745.0,6660055.0
2019-07-24,38600,39300,38250,39200,9149,261270.0,6665055.0
2019-07-25,39250,39250,38400,39000,7184,259937.0,6665055.0
2019-07-26,39000,39750,38200,39600,11477,263936.0,6665055.0
2019-07-29,39000,39450,37700,39000,10799,259937.0,6665055.0
2019-07-30,38900,39200,38100,38850,7435,258937.0,6665055.0
2019-07-31,39300,40100,37050,39650,19063,264269.0,6665055.0
2019-08-01,39500,39500,38550,39050,6549,260270.0,6665055.0
2019-08-02,38300,38850,38200,38700,4926,257938.0,6665055.0
2019-08-05,38550,39300,37800,38700,21216,257938.0,6665055.0
2019-08-06,38500,38900,37650,38500,15296,256605.0,6665055.0
2019-08-07,38150,38750,37550,38150,5480,254272.0,6665055.0
2019-08-08,38300,38350,37950,38100,1549,253939.0,6665055.0
2019-08-09,38300,38450,37500,37950,3108,252939.0,6665055.0
2019-08-12,37950,37950,37150,37700,3406,251273.0,6665055.0
2019-08-13,37700,38000,37200,37700,3644,251273.0,6665055.0
2019-08-14,37700,37950,37300,37700,4631,251273.0,6665055.0
2019-08-16,37250,37700,36950,37400,2654,249273.0,6665055.0
2019-08-19,37600,37600,35900,37000,9247,246607.0,6665055.0
2019-08-20,36100,37150,36100,37150,5093,247607.0,6665055.0
2019-08-21,37500,37600,36900,37100,4445,247274.0,6665055.0
2019-08-22,37500,37500,37000,37050,2349,246940.0,6665055.0
2019-08-23,37050,37550,36700,37000,2370,246607.0,6665055.0
2019-08-26,36750,37100,35250,35500,6785,236609.0,6665055.0
2019-08-27,36900,36900,34500,35300,6112,235276.0,6665055.0
2019-08-28,35300,36000,35000,35800,4441,238609.0,6665055.0
2019-08-29,35850,35850,35400,35750,1619,238276.0,6665055.0
2019-08-30,36050,36250,35500,35700,5918,237942.0,6665055.0
2019-09-02,34650,35750,34400,35350,14840,235610.0,6665055.0
2019-09-03,35350,35900,35050,35350,3890,235610.0,6665055.0
2019-09-04,35850,35850,35050,35300,1903,235276.0,6665055.0
2019-09-05,36100,36100,35200,35750,3471,238276.0,6665055.0
2019-09-06,36050,36050,35200,35500,4369,236609.0,6665055.0
2019-09-09,35100,35800,33650,34200,22487,227945.0,6665055.0
2019-09-10,33950,34750,33850,34650,7596,230944.0,6665055.0
2019-09-11,35000,35000,34150,34650,6368,230944.0,6665055.0
2019-09-16,35000,35150,34950,35150,2451,234277.0,6665055.0
2019-09-17,35150,35350,34650,35050,3746,233610.0,6665055.0
2019-09-18,35350,35400,34600,35250,6017,234943.0,6665055.0
2019-09-19,35250,35250,34900,35250,4302,234943.0,6665055.0
2019-09-20,35350,35350,34600,35200,4465,234610.0,6665055.0
2019-09-23,35200,35250,34600,34900,5681,232610.0,6665055.0
2019-09-24,34300,35100,34300,34950,1912,232944.0,6665055.0
2019-09-25,35000,35250,34450,34450,4748,229611.0,6665055.0
2019-09-26,35000,35400,34800,35400,3547,235943.0,6665055.0
2019-09-27,35500,37000,35500,36600,14271,243941.0,6665055.0
2019-09-30,37000,37000,35500,36000,14431,239942.0,6665055.0
2019-10-01,36100,37500,36100,37500,16923,249940.0,6665055.0
2019-10-02,37500,38150,37000,38050,28640,253605.0,6665055.0
2019-10-04,38000,38150,37600,38000,3693,253272.0,6665055.0
2019-10-07,38000,38250,37350,38000,1821,253272.0,6665055.0
