윈하이텍(192390),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-09-23,3855,3855,3820,3820,9952,39205.0,10263086.0
2019-09-24,3820,3910,3790,3910,90769,40129.0,10263086.0
2019-09-25,4130,4145,3780,3840,198823,39410.0,10263086.0
2019-09-26,3855,3870,3750,3770,27413,38692.0,10263086.0
2019-09-27,3770,3800,3685,3765,22378,38641.0,10263086.0
2019-09-30,3765,3765,3645,3715,22232,38127.0,10263086.0
2019-10-01,3715,3765,3695,3760,20792,38589.0,10263086.0
2019-10-02,3740,3755,3660,3680,16852,37768.0,10263086.0
2019-10-04,3650,3715,3650,3655,14723,37512.0,10263086.0
2019-10-07,3650,3700,3615,3615,19360,37101.0,10263086.0
