오이솔루션(138080),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-04-25,30500,31100,29600,30550,137097,236443.0,7739532.0
2019-04-26,30800,30850,29900,30200,106047,233734.0,7739532.0
2019-04-29,30200,31500,30200,30900,189662,239152.0,7739532.0
2019-04-30,30900,35700,30200,34000,811718,263144.0,7739532.0
2019-05-02,33650,36000,33650,35300,318482,273205.0,7739532.0
2019-05-03,35500,36000,34350,34500,185652,267014.0,7739532.0
2019-05-07,33700,34800,33150,34250,163289,265079.0,7739532.0
2019-05-08,34000,34650,33100,33100,203761,256179.0,7739532.0
2019-05-09,33100,35250,32900,33650,254277,260435.0,7739532.0
2019-05-10,33950,34900,32950,34100,203863,263918.0,7739532.0
2019-05-13,34200,36650,34200,35950,426254,278236.0,7739532.0
2019-05-14,35800,39350,35000,39000,441090,301842.0,7739532.0
2019-05-15,45000,50700,42500,50700,2042215,392394.0,7739532.0
2019-05-16,53200,54200,48400,50700,1570913,392394.0,7739532.0
2019-05-17,52200,54800,49550,53200,1183656,411743.0,7739532.0
2019-05-20,54200,54900,49350,50700,607141,392394.0,7739532.0
2019-05-21,50500,54000,50500,52300,644155,404778.0,7739532.0
2019-05-22,52800,55000,52000,54600,519627,422578.0,7739532.0
2019-05-23,55800,67500,55500,56700,2038240,438831.0,7739532.0
2019-05-24,55700,58500,55000,58400,628085,451989.0,7739532.0
2019-05-27,58600,59400,53100,57000,713983,441153.0,7739532.0
2019-05-28,58900,63100,55700,63100,914559,488364.0,7739532.0
2019-05-29,62200,66000,57500,58000,1379580,448893.0,7739532.0
2019-05-30,58900,59600,53100,57800,1143286,447345.0,7739532.0
2019-05-31,57800,58900,55600,56200,511102,434962.0,7739532.0
2019-06-03,55300,58400,54800,56400,470824,436510.0,7739532.0
2019-06-04,56100,56900,54200,54700,528666,423352.0,7739532.0
2019-06-05,55900,57300,54400,55500,427444,429544.0,7739532.0
2019-06-07,56100,60300,55400,59800,761661,462824.0,7739532.0
2019-06-10,60400,60600,58300,59200,407606,458180.0,7739532.0
2019-06-11,59700,59700,56200,56600,533682,438058.0,7739532.0
2019-06-12,56500,58000,55400,56100,410904,434188.0,7739532.0
2019-06-13,56300,57200,55400,56300,233050,435736.0,7739532.0
2019-06-14,57000,57200,55200,55700,233929,431092.0,7739532.0
2019-06-17,55700,56300,54300,55500,218139,429544.0,7739532.0
2019-06-18,56100,57400,55700,55900,257259,432640.0,7739532.0
2019-06-19,56800,57000,50700,52000,807014,402456.0,7739532.0
2019-06-20,51300,53100,49700,52100,399477,403230.0,7739532.0
2019-06-21,52600,56500,52300,55700,655983,431092.0,7739532.0
2019-06-24,55500,57900,55100,55800,412889,431866.0,7739532.0
2019-06-25,56000,56100,52300,52800,405823,408647.0,7739532.0
2019-06-26,52600,55600,51700,55200,336679,427222.0,7739532.0
2019-06-27,55300,56700,53600,54400,359267,421031.0,7739532.0
2019-06-28,54000,55600,53000,53200,217831,411743.0,7739532.0
2019-07-01,52700,52900,50000,50700,488179,392394.0,7739532.0
2019-07-02,51100,53100,51000,52500,309260,406325.0,7739532.0
2019-07-03,51800,52800,51400,52600,144129,407099.0,7739532.0
2019-07-04,52800,56000,52000,55300,422310,427996.0,7739532.0
2019-07-05,55700,55700,52800,55100,236309,426448.0,7739532.0
2019-07-08,54100,57700,53700,55100,503348,426448.0,7739532.0
2019-07-09,55700,59400,54500,58500,730923,452763.0,7739532.0
2019-07-10,58700,64400,58000,63800,1154180,493782.0,7739532.0
2019-07-11,64800,66700,62200,63400,703066,490686.0,7739532.0
2019-07-12,64800,69900,64400,68900,954623,533254.0,7739532.0
2019-07-15,69500,70900,65000,67100,703438,519323.0,7739532.0
2019-07-16,67100,67500,62500,63000,636516,487591.0,7739532.0
2019-07-17,63000,65700,62000,65100,457563,503844.0,7739532.0
2019-07-18,64600,68500,64000,67400,492025,521644.0,7739532.0
2019-07-19,68400,68800,65600,67000,270540,518549.0,7739532.0
2019-07-22,67000,68100,65600,68100,176827,527062.0,7739532.0
2019-07-23,68100,69000,64300,65400,391411,506165.0,7739532.0
2019-07-24,65400,67100,64100,64300,305508,497652.0,7739532.0
2019-07-25,64100,66800,63800,64300,305553,497652.0,7739532.0
2019-07-26,65000,67500,64700,66700,484251,516227.0,7739532.0
2019-07-29,67100,67100,62800,62800,384173,486043.0,7739532.0
2019-07-30,62500,64100,60900,62700,260692,485269.0,7739532.0
2019-07-31,62500,66800,61900,66500,381944,514679.0,7739532.0
2019-08-01,66000,67800,65100,65300,308101,505391.0,7739532.0
2019-08-02,64000,67400,63200,65200,292302,504617.0,7739532.0
2019-08-05,64400,65800,61800,61900,353385,479077.0,7739532.0
2019-08-06,60200,64200,56600,60200,516143,465920.0,7739532.0
2019-08-07,61800,63200,60700,61900,254074,479077.0,7739532.0
2019-08-08,62700,66300,62600,65800,338800,509261.0,7739532.0
2019-08-09,67400,70600,66800,70000,627338,541767.0,7739532.0
2019-08-12,71900,72200,65300,65700,920583,508487.0,7739532.0
2019-08-13,64000,65400,60800,61700,1068772,477529.0,7739532.0
2019-08-14,62600,63600,60100,62000,794768,479851.0,7739532.0
2019-08-16,60800,62500,57500,57500,842341,445023.0,7739532.0
2019-08-19,57400,58300,53200,53900,1092610,417161.0,7739532.0
2019-08-20,54100,56300,53400,56300,536524,435736.0,7739532.0
2019-08-21,55600,56500,54900,55700,285516,431092.0,7739532.0
2019-08-22,56400,56900,54500,54800,333044,424126.0,7739532.0
2019-08-23,54000,58200,53600,56300,594508,435736.0,7739532.0
2019-08-26,54500,56300,54100,54700,352097,423352.0,7739532.0
2019-08-27,55400,56300,54700,54900,254194,424900.0,7739532.0
2019-08-28,54900,55700,51400,52300,555636,404778.0,7739532.0
2019-08-29,52800,52900,49800,50600,560708,391620.0,7739532.0
2019-08-30,52200,61900,51900,60000,2148497,464372.0,7739532.0
2019-09-02,60300,64200,59300,62400,1052998,482947.0,7739532.0
2019-09-03,63400,65400,62000,62600,704798,484495.0,7739532.0
2019-09-04,62400,65000,61000,64500,716110,499200.0,7739532.0
2019-09-05,65400,65800,58500,59600,1341931,461276.0,7739532.0
2019-09-06,60000,60700,58100,60100,609964,465146.0,7739532.0
2019-09-09,60200,60200,55000,55200,651231,427222.0,7739532.0
2019-09-10,54600,56300,53900,54200,318719,419483.0,7739532.0
2019-09-11,54200,56400,54000,56300,276751,435736.0,7739532.0
2019-09-16,57100,57100,54500,55900,269112,432640.0,7739532.0
2019-09-17,55800,57100,55000,56200,170626,434962.0,7739532.0
2019-09-18,56800,59200,56100,57400,352748,444249.0,7739532.0
2019-09-19,57600,58400,56500,57000,184005,441153.0,7739532.0
2019-09-20,57600,59300,57100,57800,335796,447345.0,7739532.0
2019-09-23,57800,58200,56200,57700,146755,446571.0,7739532.0
2019-09-24,57700,58600,57200,57500,143605,445023.0,7739532.0
2019-09-25,57100,57900,55600,55600,176595,430318.0,7739532.0
2019-09-26,56000,56900,55000,55300,123645,427996.0,7739532.0
2019-09-27,55300,55900,54200,55500,116261,429544.0,7739532.0
2019-09-30,55500,57200,52800,56500,260100,437284.0,7739532.0
2019-10-01,58200,58400,55900,55900,287324,432640.0,7739532.0
2019-10-02,55100,56400,54400,55700,99150,431092.0,7739532.0
2019-10-04,55100,56500,55100,55300,114049,427996.0,7739532.0
2019-10-07,55500,56200,53500,53600,200672,,
