유테크(178780),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-03-14,8250,8520,8120,8460,118620,88992.0,10519109.0
2017-03-15,8490,8720,8470,8570,121346,90149.0,10519109.0
2017-03-16,8620,8640,8500,8590,60660,90359.0,10519109.0
2017-03-17,8510,8670,8440,8500,26772,89412.0,10519109.0
2017-03-20,8410,8560,8150,8160,65242,85836.0,10519109.0
2017-03-21,7950,8180,7850,7850,112460,82575.0,10519109.0
2017-03-22,7600,7840,7490,7710,156021,81102.0,10519109.0
2017-03-23,7660,8190,7260,7440,446864,78262.0,10519109.0
2017-03-24,7350,7620,7350,7580,84128,79735.0,10519109.0
2017-03-27,7500,7520,7000,7050,239488,74160.0,10519109.0
2017-03-28,7040,7260,6560,7120,274648,74896.0,10519109.0
2017-03-29,7130,7340,7000,7240,60421,76158.0,10519109.0
2017-03-30,7220,7300,6830,6960,90464,73213.0,10519109.0
2017-03-31,6880,7610,6850,7400,146262,77841.0,10519109.0
2017-04-03,7500,7530,7140,7150,88995,75212.0,10519109.0
2017-04-04,7150,7300,6950,7120,60474,74896.0,10519109.0
2017-04-05,7010,7100,6850,6950,71619,73108.0,10519109.0
2017-04-06,6930,8580,6600,7890,5143179,82996.0,10519109.0
2017-04-07,7810,7840,7410,7410,571204,79066.0,10670109.0
2017-04-10,7760,8040,7410,7500,810639,80026.0,10670109.0
2017-04-11,7450,7480,7060,7120,258353,75971.0,10670109.0
2017-04-12,7040,7310,6920,7000,200784,74691.0,10670109.0
2017-04-13,7030,7370,6900,7210,525546,76931.0,10670109.0
2017-04-14,7270,7750,7100,7380,710430,79824.0,10816307.0
2017-04-17,7450,7570,7290,7330,140523,79284.0,10816307.0
2017-04-18,7420,7880,7220,7330,825189,79284.0,10816307.0
2017-04-19,7320,7460,7210,7290,125005,78851.0,10816307.0
2017-04-20,7230,7310,6990,7020,260681,75930.0,10816307.0
2017-04-21,7040,7190,7010,7010,85927,75822.0,10816307.0
2017-04-24,7020,7080,6760,6780,104767,73335.0,10816307.0
2017-04-25,6710,6920,6710,6890,102837,74524.0,10816307.0
2017-04-26,6980,7010,6830,6870,61320,74308.0,10816307.0
2017-04-27,6850,6900,6670,6900,141052,74633.0,10816307.0
2017-04-28,6950,6950,6600,6840,94435,73984.0,10816307.0
2017-05-02,6800,6840,6180,6200,322694,67061.0,10816307.0
2017-05-04,6060,6470,6060,6270,184822,67818.0,10816307.0
2017-05-08,6320,6390,6200,6300,102851,68143.0,10816307.0
2017-05-10,6310,6360,6170,6310,57736,68251.0,10816307.0
2017-05-11,6200,6370,6200,6260,88289,67710.0,10816307.0
2017-05-12,6330,6920,6240,6500,318232,70916.0,10910128.0
2017-05-15,6500,6540,6360,6420,58175,70043.0,10910128.0
2017-05-16,6400,6450,6220,6220,78603,67861.0,10910128.0
2017-05-17,6230,6330,6030,6220,94491,67861.0,10910128.0
2017-05-18,6230,6310,6000,6080,95997,66334.0,10910128.0
2017-05-19,6090,6690,6080,6490,303137,70807.0,10910128.0
2017-05-22,6480,6610,6400,6480,104554,70698.0,10910128.0
2017-05-23,6460,6540,6270,6300,79362,68734.0,10910128.0
2017-05-24,6300,6400,6210,6250,92389,68188.0,10910128.0
2017-05-25,6320,6320,6030,6150,126425,67097.0,10910128.0
2017-05-26,6150,6200,6050,6050,138363,66006.0,10910128.0
2017-05-29,6100,6390,6050,6180,116381,67425.0,10910128.0
2017-05-30,6200,6290,6050,6070,66844,66224.0,10910128.0
2017-05-31,6070,6130,6040,6070,101526,66224.0,10910128.0
2017-06-01,6070,6220,6000,6110,90325,66661.0,10910128.0
2017-06-02,6200,6210,5990,6030,98636,65788.0,10910128.0
2017-06-05,6050,6140,6020,6120,42299,66770.0,10910128.0
2017-06-07,6120,6450,6120,6360,232004,69388.0,10910128.0
2017-06-08,6420,6420,6270,6300,58910,68734.0,10910128.0
2017-06-09,6420,6420,6250,6300,113491,68734.0,10910128.0
2017-06-12,6330,6340,6090,6150,62721,67097.0,10910128.0
2017-06-13,6150,6210,6130,6160,65367,67206.0,10910128.0
2017-06-14,6160,6210,6070,6150,44459,67097.0,10910128.0
2017-06-15,6150,6260,6080,6150,72599,67097.0,10910128.0
2017-06-16,6220,6400,6120,6320,156854,68952.0,10910128.0
2017-06-19,6320,6500,6280,6370,194544,70417.0,11054469.0
2017-06-20,6400,6430,6210,6240,76128,68980.0,11054469.0
2017-06-21,6240,6290,6050,6090,99980,67322.0,11054469.0
2017-06-22,6050,6240,6050,6160,49931,68096.0,11054469.0
2017-06-23,6160,6190,6110,6190,31099,68427.0,11054469.0
2017-06-26,6190,6260,6070,6200,47379,68538.0,11054469.0
2017-06-27,6250,6250,5940,6130,119367,67764.0,11054469.0
2017-06-28,6130,6130,6020,6060,50606,66990.0,11054469.0
2017-06-29,6110,6140,6030,6040,69707,66769.0,11054469.0
2017-06-30,6020,6090,5820,5970,184929,65995.0,11054469.0
2017-07-03,5940,6000,5740,5870,76825,64890.0,11054469.0
2017-07-04,5800,5870,5570,5730,234940,63342.0,11054469.0
2017-07-05,5750,5750,5570,5750,107506,63563.0,11054469.0
2017-07-06,5790,5790,5630,5730,46668,63342.0,11054469.0
2017-07-07,5660,5860,5650,5850,87323,64669.0,11054469.0
2017-07-10,5860,5860,5650,5650,73897,62458.0,11054469.0
2017-07-11,5630,5730,5390,5600,174294,61905.0,11054469.0
2017-07-12,5560,5640,5380,5380,101084,59473.0,11054469.0
2017-07-13,5440,5510,5260,5430,82965,60026.0,11054469.0
2017-07-14,5430,5430,5290,5390,67349,59584.0,11054469.0
2017-07-17,5390,5630,5260,5510,162551,60910.0,11054469.0
2017-07-18,5470,5940,5470,5680,552746,62789.0,11054469.0
2017-07-19,5700,6240,5680,6050,388875,66880.0,11054469.0
2017-07-20,6000,6160,5950,6100,98278,67432.0,11054469.0
2017-07-21,6180,6180,5930,5930,58750,65553.0,11054469.0
2017-07-24,5930,5990,5670,5700,74586,63010.0,11054469.0
2017-07-25,5680,5750,5530,5530,75679,61131.0,11054469.0
2017-07-26,5520,5620,5400,5560,55310,61463.0,11054469.0
2017-07-27,5560,5620,5350,5400,69524,59694.0,11054469.0
2017-07-28,5400,5580,5160,5280,115094,58368.0,11054469.0
2017-07-31,5170,5260,5130,5220,35107,57704.0,11054469.0
2017-08-01,5120,5450,5120,5370,52700,59362.0,11054469.0
2017-08-02,5350,5420,5300,5330,36562,58920.0,11054469.0
2017-08-03,5340,5380,5100,5210,52126,57594.0,11054469.0
2017-08-04,5190,5270,5010,5220,112698,57704.0,11054469.0
2017-08-07,5230,5440,5220,5230,80325,57815.0,11054469.0
2017-08-08,5230,5290,5180,5290,23979,58478.0,11054469.0
2017-08-09,5290,5330,5030,5080,53152,56157.0,11054469.0
2017-08-10,5080,5170,4900,5020,80108,55493.0,11054469.0
2017-08-11,5010,5030,4770,4850,68854,53614.0,11054469.0
2017-08-14,4780,5070,4780,5040,76740,55715.0,11054469.0
2017-08-16,4900,5110,4900,4965,54496,54885.0,11054469.0
2017-08-17,4965,5100,4965,5050,15419,55825.0,11054469.0
2017-08-18,5060,5060,4950,4955,20107,54775.0,11054469.0
2017-08-21,4955,4980,4645,4695,147593,51901.0,11054469.0
2017-08-22,4650,4730,4500,4500,103530,49745.0,11054469.0
2017-08-23,4550,4695,4515,4595,69079,50795.0,11054469.0
2017-08-24,4670,4670,4570,4600,22388,50851.0,11054469.0
2017-08-25,4600,5170,4590,4900,220931,54167.0,11054469.0
2017-08-28,4945,5130,4920,5000,87697,55272.0,11054469.0
2017-08-29,5000,5030,4900,5030,22217,55604.0,11054469.0
2017-08-30,5040,5130,4985,5040,28321,55715.0,11054469.0
2017-08-31,5100,5100,5000,5050,18509,55825.0,11054469.0
2017-09-01,5030,5070,5000,5070,27867,56046.0,11054469.0
2017-09-04,4940,5070,4900,5040,35473,55715.0,11054469.0
2017-09-05,5050,5100,4955,5040,33153,55715.0,11054469.0
2017-09-06,5060,5060,4930,4970,22262,54941.0,11054469.0
2017-09-07,4970,5010,4915,4955,22238,54775.0,11054469.0
2017-09-08,4955,5000,4770,4875,43374,53891.0,11054469.0
2017-09-11,4805,4940,4750,4875,36615,53891.0,11054469.0
2017-09-12,4995,5660,4995,5070,573521,56046.0,11054469.0
2017-09-13,5100,5160,5000,5030,83328,55604.0,11054469.0
2017-09-14,5070,5120,4985,5100,86304,56378.0,11054469.0
2017-09-15,5200,5850,5190,5380,1057121,59473.0,11054469.0
2017-09-18,5420,5440,5200,5340,101977,59031.0,11054469.0
2017-09-19,5350,5450,5050,5160,118077,57041.0,11054469.0
2017-09-20,5150,5310,5090,5140,55591,56820.0,11054469.0
2017-09-21,5200,5320,5100,5120,57495,56599.0,11054469.0
2017-09-22,5080,5250,4750,4805,79153,53117.0,11054469.0
2017-09-25,4805,4925,4420,4775,127423,52785.0,11054469.0
2017-09-26,4620,4780,4620,4760,33476,52619.0,11054469.0
2017-09-27,4755,4805,4700,4735,28769,52343.0,11054469.0
2017-09-28,4735,4780,4600,4695,27480,51901.0,11054469.0
2017-09-29,4740,4740,4640,4710,20570,52067.0,11054469.0
2017-10-10,4720,5110,4720,4875,61194,53891.0,11054469.0
2017-10-11,4995,4995,4750,4885,58963,54001.0,11054469.0
2017-10-12,4830,4885,4780,4800,18945,53061.0,11054469.0
2017-10-13,4800,4905,4750,4750,24195,52509.0,11054469.0
2017-10-16,4750,4790,4545,4630,62330,51182.0,11054469.0
2017-10-17,4630,4690,4530,4645,68293,51348.0,11054469.0
2017-10-18,4645,4650,4530,4640,38638,51293.0,11054469.0
2017-10-19,4565,4635,4400,4635,118795,51237.0,11054469.0
2017-10-20,4635,4640,4525,4535,11216,50132.0,11054469.0
2017-10-23,4535,4575,4445,4535,41048,50132.0,11054469.0
2017-10-24,4535,4550,4400,4490,31074,49635.0,11054469.0
2017-10-25,4490,4495,4315,4390,82998,48529.0,11054469.0
2017-10-26,4320,4395,4280,4295,55545,47479.0,11054469.0
2017-10-27,4295,4385,4120,4270,155385,47203.0,11054469.0
2017-10-30,4300,4590,4280,4400,98114,48640.0,11054469.0
2017-10-31,4405,4500,4350,4490,55366,49635.0,11054469.0
2017-11-01,4495,4530,4410,4460,24313,49303.0,11054469.0
2017-11-02,4490,4550,4395,4490,61364,49635.0,11054469.0
2017-11-03,4500,4515,4405,4495,43144,49690.0,11054469.0
2017-11-06,4495,4540,4450,4495,32757,49690.0,11054469.0
2017-11-07,4450,4500,4390,4465,42585,49358.0,11054469.0
2017-11-08,4460,4460,4300,4410,89686,48750.0,11054469.0
2017-11-09,4410,4410,4250,4390,59002,48529.0,11054469.0
2017-11-10,4390,4400,4245,4395,109638,48584.0,11054469.0
2017-11-13,4400,4400,4315,4400,45343,48640.0,11054469.0
2017-11-14,4480,4565,4385,4385,113810,48474.0,11054469.0
2017-11-15,4385,4490,4290,4390,91903,48529.0,11054469.0
2017-11-16,4450,4550,4360,4390,128969,48529.0,11054469.0
2017-11-17,4390,4395,4270,4360,88418,48197.0,11054469.0
2017-11-20,4350,4360,4250,4320,72308,47755.0,11054469.0
2017-11-21,4320,4330,4130,4190,131565,46318.0,11054469.0
2017-11-22,4245,4245,4050,4180,117269,46208.0,11054469.0
2017-11-23,4120,4180,3945,4140,319302,45766.0,11054469.0
2017-11-24,4140,4140,4050,4105,96651,45379.0,11054469.0
2017-11-27,4090,4135,4045,4100,68377,45323.0,11054469.0
2017-11-28,4135,4140,3970,4085,107062,45158.0,11054469.0
2017-11-29,4115,4400,4000,4085,379509,45158.0,11054469.0
2017-11-30,4085,4090,4005,4070,129434,44992.0,11054469.0
2017-12-01,4040,4070,4000,4050,79200,44771.0,11054469.0
2017-12-04,4025,4080,3990,4025,116226,44494.0,11054469.0
2017-12-05,4025,4050,3985,4020,60064,44439.0,11054469.0
2017-12-06,4045,4055,4000,4030,82088,44550.0,11054469.0
2017-12-07,4075,4090,3980,4015,66734,44384.0,11054469.0
2017-12-08,4015,4020,3900,3910,152639,43223.0,11054469.0
2017-12-11,3870,3915,3760,3840,136641,42449.0,11054469.0
2017-12-12,3840,4120,3745,3855,178602,42615.0,11054469.0
2017-12-13,3825,3860,3795,3850,56874,42560.0,11054469.0
2017-12-14,3810,3950,3810,3930,42561,43444.0,11054469.0
2017-12-15,3910,4085,3910,4065,95518,44936.0,11054469.0
2017-12-18,4065,4100,4005,4095,177300,45268.0,11054469.0
2017-12-19,4095,4095,3800,4040,59929,44660.0,11054469.0
2017-12-20,4040,4040,3855,3855,70499,42615.0,11054469.0
2017-12-21,3855,3860,3650,3830,156589,42339.0,11054469.0
2017-12-22,3830,3910,3765,3910,51805,43223.0,11054469.0
2017-12-26,3910,4000,3825,3910,53145,43223.0,11054469.0
2017-12-27,3915,4010,3835,4010,118296,44328.0,11054469.0
2017-12-28,3970,4050,3940,3995,73470,44163.0,11054469.0
2018-01-02,3995,4240,3995,4150,133452,45876.0,11054469.0
2018-01-03,4150,4180,4075,4150,46705,45876.0,11054469.0
2018-01-04,4150,4190,4030,4100,64261,45323.0,11054469.0
2018-01-05,4090,4090,3950,3960,134831,43776.0,11054469.0
2018-01-08,3965,4000,3900,3920,87387,43334.0,11054469.0
2018-01-09,3920,3970,3750,3880,258462,42891.0,11054469.0
2018-01-10,3880,3910,3775,3880,80348,42891.0,11054469.0
2018-01-11,3820,3880,3795,3850,85093,42560.0,11054469.0
2018-01-12,3850,3900,3795,3880,97066,42891.0,11054469.0
2018-01-15,3880,3880,3740,3820,184810,42228.0,11054469.0
2018-01-16,3740,3810,3705,3800,119421,42007.0,11054469.0
2018-01-17,3800,3800,3615,3730,240137,41233.0,11054469.0
2018-01-18,3730,3750,3645,3660,79143,40459.0,11054469.0
2018-01-19,3605,3810,3585,3785,249798,41841.0,11054469.0
2018-01-22,3865,3865,3740,3795,90829,41952.0,11054469.0
2018-01-23,3795,3835,3755,3780,46916,41786.0,11054469.0
2018-01-24,3800,3810,3700,3795,107056,41952.0,11054469.0
2018-01-25,3780,4050,3765,4045,225677,44715.0,11054469.0
2018-01-26,4090,4150,4050,4115,100405,45489.0,11054469.0
2018-01-29,4120,4150,4005,4080,64301,45102.0,11054469.0
2018-01-30,4120,4120,4030,4100,93114,45323.0,11054469.0
2018-01-31,4065,4100,4000,4010,75769,44328.0,11054469.0
2018-02-01,4015,4330,3980,4230,227126,46760.0,11054469.0
2018-02-02,4230,4990,4230,4725,2381442,52232.0,11054469.0
2018-02-05,4630,4750,4545,4630,304370,51182.0,11054469.0
2018-02-06,4470,4470,4060,4280,237301,47313.0,11054469.0
2018-02-07,4400,4625,4290,4400,403062,48640.0,11054469.0
2018-02-08,4445,4600,4310,4540,212451,50187.0,11054469.0
2018-02-09,4350,4430,4235,4275,131694,47258.0,11054469.0
2018-02-12,4250,4315,3940,3950,255978,43665.0,11054469.0
2018-02-13,3950,3985,3700,3830,384374,43720.0,11415044.0
2018-02-14,3830,4190,3650,4095,275490,46745.0,11415044.0
2018-02-19,4095,4360,4095,4140,206310,47258.0,11415044.0
2018-02-20,4140,4720,4140,4410,779369,50340.0,11415044.0
2018-02-21,4465,4570,4330,4500,321736,51368.0,11415044.0
2018-02-22,4495,5000,4450,4900,879649,55934.0,11415044.0
2018-02-23,4900,5190,4730,5110,469953,58331.0,11415044.0
2018-02-26,5030,5150,4815,5050,457420,57646.0,11415044.0
2018-02-27,5050,5060,4780,5040,269701,57532.0,11415044.0
2018-02-28,5030,5260,4900,5170,399989,59016.0,11415044.0
2018-03-02,5130,5500,4980,5420,380199,61870.0,11415044.0
2018-03-05,5440,5860,5390,5710,369494,65180.0,11415044.0
2018-03-06,5850,6110,5760,6100,345028,69632.0,11415044.0
2018-03-07,6120,6550,6120,6470,551546,73855.0,11415044.0
2018-03-08,6600,6950,6500,6730,418476,76823.0,11415044.0
2018-03-09,6730,6730,6150,6530,450574,74540.0,11415044.0
2018-03-12,6600,6600,5940,6250,634436,71344.0,11415044.0
2018-03-13,5890,6030,5560,5640,824217,64381.0,11415044.0
2018-03-14,5750,6520,5750,6390,874184,72942.0,11415044.0
2018-03-15,6200,6280,5150,5550,1290873,69824.0,12580880.0
2018-03-16,5570,5630,5260,5380,291532,67685.0,12580880.0
2018-03-19,5430,5430,5070,5120,318162,64414.0,12580880.0
2018-03-20,5100,5520,5050,5330,424800,67056.0,12580880.0
2018-03-21,5290,6300,5290,6010,752629,75611.0,12580880.0
2018-03-22,6060,6430,5790,6350,545938,79889.0,12580880.0
2018-03-23,7150,7310,6550,6890,1529084,89123.0,12935153.0
2018-03-26,6940,7260,6400,7000,645948,90546.0,12935153.0
2018-03-27,7090,7250,6130,6130,562281,79292.0,12935153.0
2018-03-28,6180,6710,5250,6630,750423,85760.0,12935153.0
2018-03-29,6600,7000,6280,6400,570235,82785.0,12935153.0
2018-03-30,6330,6820,6300,6600,616898,85372.0,12935153.0
2018-04-02,6840,6920,6630,6890,292592,89123.0,12935153.0
2018-04-03,6900,6920,6540,6890,241231,89123.0,12935153.0
2018-04-04,6960,7190,6770,6930,324234,89641.0,12935153.0
2018-04-05,6930,7020,6810,6950,209890,89899.0,12935153.0
2018-04-06,6810,7250,6800,6910,247065,89382.0,12935153.0
2018-04-09,6920,7050,6890,6910,140798,89382.0,12935153.0
2018-04-10,7000,7000,6790,6840,116565,88476.0,12935153.0
2018-04-11,6840,6850,6280,6470,432876,83690.0,12935153.0
2018-04-12,6450,6640,6390,6540,157581,84596.0,12935153.0
2018-04-13,6690,7200,6650,7200,558673,93655.0,13007581.0
2018-04-16,7350,7610,7090,7390,524715,96126.0,13007581.0
2018-04-17,8300,9120,7780,7840,1752686,101979.0,13007581.0
2018-04-18,7800,7800,6760,6950,1068148,90403.0,13007581.0
2018-04-19,6900,6900,6010,6300,662473,81948.0,13007581.0
2018-04-20,6180,6440,5800,6290,442455,82881.0,13176578.0
2018-04-23,6070,6290,5750,5760,349039,75897.0,13176578.0
2018-04-24,5760,6050,5680,5900,230136,77742.0,13176578.0
2018-04-25,5940,6000,5490,5930,171207,78137.0,13176578.0
2018-04-26,5990,6160,5990,6050,151192,79718.0,13176578.0
2018-04-27,6050,6250,5900,6060,153899,79850.0,13176578.0
2018-04-30,5870,6060,5580,5760,257640,75897.0,13176578.0
2018-05-02,5760,5760,5190,5500,430096,72471.0,13176578.0
2018-05-03,5350,5550,5220,5490,151194,72339.0,13176578.0
2018-05-04,5500,5530,4950,5200,459826,68518.0,13176578.0
2018-05-08,5110,5140,4600,4815,746658,63445.0,13176578.0
2018-05-09,4750,4780,4450,4750,226952,65507.0,13790894.0
2018-05-10,4800,4975,4585,4890,214612,67437.0,13790894.0
2018-05-11,4820,4945,4745,4890,124683,67437.0,13790894.0
2018-05-14,4860,4960,4540,4550,191234,62749.0,13790894.0
2018-05-15,4595,4695,4400,4495,158982,61990.0,13790894.0
2018-05-16,4480,4505,4245,4495,234426,62348.0,13870600.0
2018-05-17,4570,4870,4525,4820,193693,70695.0,14667032.0
2018-05-18,4820,4970,4800,4850,119072,71135.0,14667032.0
2018-05-21,4900,4980,4820,4905,69866,71942.0,14667032.0
2018-05-23,4905,4945,4645,4745,123577,69595.0,14667032.0
2018-05-24,4790,4790,4460,4635,95924,67982.0,14667032.0
2018-05-25,4580,4700,4450,4600,75289,67468.0,14667032.0
2018-05-28,4645,4645,4480,4535,124256,66515.0,14667032.0
2018-05-29,4550,4550,4380,4430,103898,64975.0,14667032.0
2018-05-30,4420,4430,4125,4255,199498,62408.0,14667032.0
2018-05-31,4255,4500,4205,4310,196595,63215.0,14667032.0
2018-06-01,4310,4460,4185,4450,107830,65268.0,14667032.0
2018-06-04,4470,4495,4050,4100,310622,60135.0,14667032.0
2018-06-05,4050,4175,3940,3980,144603,58375.0,14667032.0
2018-06-07,4040,4090,3975,4060,103030,59548.0,14667032.0
2018-06-08,4080,4145,3910,4135,148141,60648.0,14667032.0
2018-06-11,4050,4150,3985,4080,69284,59841.0,14667032.0
2018-06-12,4060,4060,3920,4000,102888,58668.0,14667032.0
2018-06-14,4010,4010,3850,4000,100433,58668.0,14667032.0
2018-06-15,3925,4065,3925,4000,92299,58668.0,14667032.0
2018-06-18,3940,4040,3760,3930,114454,57641.0,14667032.0
2018-06-19,3820,3990,3760,3830,93123,56175.0,14667032.0
2018-06-20,3740,4080,3700,4040,127183,59255.0,14667032.0
2018-06-21,4090,4090,3870,4035,54975,59181.0,14667032.0
2018-06-22,3915,4020,3835,3900,63788,57201.0,14667032.0
2018-06-25,3820,4005,3730,3985,43663,58448.0,14667032.0
2018-06-26,3930,3990,3850,3990,50583,58521.0,14667032.0
2018-06-27,3985,4000,3820,3900,89892,57201.0,14667032.0
2018-06-28,3930,3930,3700,3765,78382,55221.0,14667032.0
2018-06-29,3780,3800,3605,3780,65396,55441.0,14667032.0
2018-07-02,3780,3810,3650,3740,81223,54855.0,14667032.0
2018-07-03,3740,3880,3650,3740,52099,54855.0,14667032.0
2018-07-04,3755,3755,3630,3730,59626,54708.0,14667032.0
2018-07-05,3700,3945,3700,3915,190610,57421.0,14667032.0
2018-07-06,3915,3920,3755,3870,85996,56761.0,14667032.0
2018-07-09,3800,3880,3755,3785,86481,55515.0,14667032.0
2018-07-10,3785,4220,3785,4045,363355,59328.0,14667032.0
2018-07-11,4040,4045,3880,3945,83889,57861.0,14667032.0
2018-07-12,3945,4095,3890,4025,114329,59035.0,14667032.0
2018-07-13,3965,3965,3720,3820,198064,56028.0,14667032.0
2018-07-16,3875,3875,3720,3735,92573,54781.0,14667032.0
2018-07-17,3755,3755,3670,3745,71447,54928.0,14667032.0
2018-07-18,3745,3750,3660,3745,74026,54928.0,14667032.0
2018-07-19,3750,3760,3520,3700,134711,54268.0,14667032.0
2018-07-20,3700,3755,3590,3630,48361,53241.0,14667032.0
2018-07-23,3580,3625,3335,3370,95147,49428.0,14667032.0
2018-07-24,3350,3500,3315,3355,88137,49208.0,14667032.0
2018-07-25,3305,3420,3095,3150,166925,46201.0,14667032.0
2018-07-26,3285,3285,3070,3145,94479,46128.0,14667032.0
2018-07-27,3115,3290,3100,3275,140539,48035.0,14667032.0
2018-07-30,3250,3250,3105,3220,50428,47228.0,14667032.0
2018-07-31,3220,3220,3100,3190,58967,46788.0,14667032.0
2018-08-01,3240,3240,3125,3195,91861,46861.0,14667032.0
2018-08-02,3190,3190,3095,3175,125199,46568.0,14667032.0
2018-08-03,3175,3185,3120,3150,37975,46201.0,14667032.0
2018-08-06,3155,3250,3150,3200,53809,46935.0,14667032.0
2018-08-07,3200,3200,3115,3160,79844,46348.0,14667032.0
2018-08-08,3170,3340,3160,3260,160867,47815.0,14667032.0
2018-08-09,3295,3295,3085,3215,121440,47155.0,14667032.0
2018-08-10,3200,3255,3160,3200,61101,46935.0,14667032.0
2018-08-13,3180,3185,3030,3185,138305,46714.0,14667032.0
2018-08-14,3050,3350,3050,3250,208610,47668.0,14667032.0
2018-08-16,3210,3225,3055,3180,67696,46641.0,14667032.0
2018-08-17,3130,3270,3130,3220,36678,47708.0,14816107.0
2018-08-20,3190,3235,3135,3235,98743,47930.0,14816107.0
2018-08-21,3475,3595,3135,3165,443485,46893.0,14816107.0
2018-08-22,3140,3280,3095,3180,61316,47115.0,14816107.0
2018-08-23,3150,3210,3125,3200,66469,47412.0,14816107.0
2018-08-24,3200,3210,3100,3200,123164,47412.0,14816107.0
2018-08-27,3190,3300,3155,3220,127003,47708.0,14816107.0
2018-08-28,3230,3340,3225,3340,95044,49486.0,14816107.0
2018-08-29,3340,3735,3340,3630,580242,53782.0,14816107.0
2018-08-30,3650,3730,3500,3550,265264,52597.0,14816107.0
2018-08-31,3550,3640,3435,3510,233979,52005.0,14816107.0
2018-09-03,3500,3550,3435,3500,78737,51856.0,14816107.0
2018-09-04,3550,3595,3470,3590,86293,53190.0,14816107.0
2018-09-05,3650,3950,3480,3695,769634,54746.0,14816107.0
2018-09-06,3720,3930,3665,3835,311957,56820.0,14816107.0
2018-09-07,3805,3865,3695,3750,150265,55560.0,14816107.0
2018-09-10,3800,3895,3760,3800,107240,56301.0,14816107.0
2018-09-11,3800,3840,3730,3800,122566,56301.0,14816107.0
2018-09-12,3895,3970,3795,3850,231501,57042.0,14816107.0
2018-09-13,3880,4035,3760,3945,418867,58450.0,14816107.0
2018-09-14,3910,4065,3910,4065,189199,60227.0,14816107.0
2018-09-17,4075,4200,3850,4030,252114,59709.0,14816107.0
2018-09-18,4030,4365,3670,3800,1212401,57177.0,15046662.0
2018-09-19,3850,4160,3840,4000,465571,60187.0,15046662.0
2018-09-20,4015,4090,3800,3970,225253,59735.0,15046662.0
2018-09-21,3910,3965,3755,3905,214042,58757.0,15046662.0
2018-09-27,3990,4100,3920,3985,145075,59961.0,15046662.0
2018-09-28,4050,4075,3990,4020,122894,60488.0,15046662.0
2018-10-01,4020,4070,3980,4030,164402,60638.0,15046662.0
2018-10-02,4070,4100,3915,4000,246981,60754.0,15188425.0
2018-10-04,4150,4375,4045,4100,446103,62273.0,15188425.0
2018-10-05,4100,4170,3930,3995,363941,60678.0,15188425.0
2018-10-08,4000,4020,3740,3890,267106,59083.0,15188425.0
2018-10-10,3910,3990,3700,3895,159171,59159.0,15188425.0
2018-10-11,3695,3760,3580,3600,196815,56720.0,15755475.0
2018-10-12,3590,3595,3315,3465,263256,54593.0,15755475.0
2018-10-15,3440,3895,3440,3730,222912,58768.0,15755475.0
2018-10-16,3815,4000,3755,3860,313041,60816.0,15755475.0
2018-10-17,3870,3900,3785,3880,114100,61131.0,15755475.0
2018-10-18,3880,3880,3495,3665,288419,57744.0,15755475.0
2018-10-19,3550,3620,3415,3590,173302,56562.0,15755475.0
2018-10-22,3595,3685,3560,3635,129825,57271.0,15755475.0
2018-10-23,3635,3675,3385,3595,103792,61493.0,17105229.0
2018-10-24,3600,3600,3390,3455,68661,59099.0,17105229.0
2018-10-25,3250,3310,3105,3270,164742,55934.0,17105229.0
2018-10-26,3375,3375,2880,2905,169295,49691.0,17105229.0
2018-10-29,2840,2970,2485,2665,372159,45585.0,17105229.0
2018-10-30,2725,2940,2660,2820,218346,48237.0,17105229.0
2018-10-31,2800,2860,2705,2845,94426,48664.0,17105229.0
2018-11-01,2845,2945,2845,2855,81242,48835.0,17105229.0
2018-11-02,2920,3295,2855,3180,159073,54395.0,17105229.0
2018-11-05,3295,3390,3170,3285,211270,56191.0,17105229.0
2018-11-06,3320,3390,3080,3145,199484,53796.0,17105229.0
2018-11-07,3145,3400,2950,3360,418001,57474.0,17105229.0
2018-11-08,3350,3350,3075,3205,515783,54822.0,17105229.0
2018-11-09,3200,3200,2970,3000,225427,51316.0,17105229.0
2018-11-12,2980,3050,2800,2935,162179,50204.0,17105229.0
2018-11-13,2895,2900,2795,2880,71464,49263.0,17105229.0
2018-11-14,2900,2990,2850,2905,108052,49691.0,17105229.0
2018-11-15,2845,3180,2795,2795,370809,47809.0,17105229.0
2018-11-16,2800,3090,2800,3035,268552,51914.0,17105229.0
2018-11-19,3045,3150,3030,3120,208347,53368.0,17105229.0
2018-11-20,3120,3270,3055,3155,310208,53967.0,17105229.0
2018-11-21,3155,3730,2990,3700,1440851,63289.0,17105229.0
2018-11-22,4200,4250,3680,3700,1994487,63289.0,17105229.0
2018-11-23,3740,3875,3500,3500,373241,59868.0,17105229.0
2018-11-26,3430,3635,3430,3460,221453,59184.0,17105229.0
2018-11-27,3480,3920,3250,3665,740867,62691.0,17105229.0
2018-11-28,3825,3935,3645,3900,954980,66710.0,17105229.0
2018-11-29,3980,4090,3820,3850,731738,65855.0,17105229.0
2018-11-30,3700,3990,3665,3850,432661,65855.0,17105229.0
2018-12-03,3820,3900,3760,3820,149271,65342.0,17105229.0
2018-12-04,3850,3850,3635,3825,342377,65428.0,17105229.0
