인크로스(216050),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-07-19,25300,25300,23650,24300,50768,194155.0,7989920.0
2018-07-20,24300,24700,23100,23300,57207,186165.0,7989920.0
2018-07-23,23100,23800,22500,22950,47901,183369.0,7989920.0
2018-07-24,22500,23600,22200,22400,73431,178974.0,7989920.0
2018-07-25,22600,22650,21950,22350,35920,178575.0,7989920.0
2018-07-26,22600,23700,22250,23350,62897,186565.0,7989920.0
2018-07-27,23350,24900,23300,24650,83204,196952.0,7989920.0
2018-07-30,24550,25200,24050,24650,24118,196952.0,7989920.0
2018-07-31,24550,25850,24000,25750,49423,205740.0,7989920.0
2018-08-01,26100,26100,25000,25600,14307,204542.0,7989920.0
2018-08-02,25600,25750,24250,24600,36310,196552.0,7989920.0
2018-08-03,24700,24750,23850,24250,33755,193853.0,7993920.0
2018-08-06,24100,24500,23300,23450,52247,187457.0,7993920.0
2018-08-07,23650,23850,23050,23450,14937,187457.0,7993920.0
2018-08-08,23350,24300,23050,23850,59386,190655.0,7993920.0
2018-08-09,23850,23900,22350,22500,92484,179863.0,7993920.0
2018-08-10,22600,22850,21550,21950,44218,175467.0,7993920.0
2018-08-13,21950,21950,20100,20750,110378,165874.0,7993920.0
2018-08-14,20550,21350,20250,20450,51905,163476.0,7993920.0
2018-08-16,19950,20400,19200,19600,127520,156681.0,7993920.0
2018-08-17,19800,21750,19800,21550,68449,172269.0,7993920.0
2018-08-20,21900,22400,21500,21800,54870,174398.0,7999920.0
2018-08-21,22250,22250,21400,21900,30333,175198.0,7999920.0
2018-08-22,22100,22250,21600,22000,27195,175998.0,7999920.0
2018-08-23,21750,22100,21250,21500,29942,171998.0,7999920.0
2018-08-24,21500,21500,21000,21300,29318,170398.0,7999920.0
2018-08-27,21500,22700,21500,22300,38500,178398.0,7999920.0
2018-08-28,22400,22850,21850,22300,23964,178398.0,7999920.0
2018-08-29,22300,22700,22300,22600,15564,180798.0,7999920.0
2018-08-30,22500,23100,22100,23100,25842,184798.0,7999920.0
2018-08-31,22700,23600,22450,23400,41258,187198.0,7999920.0
2018-09-03,23400,23400,22300,22950,34944,183598.0,7999920.0
2018-09-04,22950,23350,22700,23150,27756,185198.0,7999920.0
2018-09-05,22900,23350,22100,22200,45509,177598.0,7999920.0
2018-09-06,21900,22350,21750,22200,24852,177598.0,7999920.0
2018-09-07,22200,22550,21550,21650,42719,173198.0,7999920.0
2018-09-10,21800,22800,21700,22650,18061,181198.0,7999920.0
2018-09-11,22650,23350,22300,23000,35444,183998.0,7999920.0
2018-09-12,23300,23300,22100,22500,46343,179998.0,7999920.0
2018-09-13,22950,22950,22250,22950,30555,183598.0,7999920.0
2018-09-14,22700,23100,22250,22550,40902,180398.0,7999920.0
2018-09-17,22750,22900,22150,22550,30741,180398.0,7999920.0
2018-09-18,22800,22900,22350,22550,23290,180398.0,7999920.0
2018-09-19,22800,22800,21750,22150,29880,177198.0,7999920.0
2018-09-20,22300,23000,22050,22750,32713,181998.0,7999920.0
2018-09-21,23050,23050,22050,22150,35299,177461.0,8011795.0
2018-09-27,22300,22300,21750,21800,13086,174657.0,8011795.0
2018-09-28,21800,22200,21150,22150,38099,177461.0,8011795.0
2018-10-01,22100,22100,21450,21800,15076,174657.0,8011795.0
2018-10-02,21800,22000,21200,21450,9359,171853.0,8011795.0
2018-10-04,21250,21550,20550,20550,23201,164642.0,8011795.0
2018-10-05,20100,21100,20100,20750,27982,166245.0,8011795.0
2018-10-08,20200,21000,20200,20350,18654,163040.0,8011795.0
2018-10-10,20500,20500,18600,18850,59668,151022.0,8011795.0
2018-10-11,17850,18750,16650,18500,140806,148218.0,8011795.0
2018-10-12,17700,19300,17700,18300,47331,146616.0,8011795.0
2018-10-15,18650,19000,17650,17950,29317,143812.0,8011795.0
2018-10-16,17800,19400,17800,19000,41117,152224.0,8011795.0
2018-10-17,19450,23000,19350,21150,122720,169449.0,8011795.0
2018-10-18,21150,21550,20700,21000,30642,168248.0,8011795.0
2018-10-19,20400,20800,19700,19950,35376,159835.0,8011795.0
2018-10-22,19900,19900,19000,19050,19745,152625.0,8011795.0
2018-10-23,19000,19050,18050,18950,27756,151824.0,8011795.0
2018-10-24,18600,19100,18300,18300,9250,146616.0,8011795.0
2018-10-25,17650,18900,17450,18600,28615,149019.0,8011795.0
2018-10-26,18600,18650,17400,17600,17233,141008.0,8011795.0
2018-10-29,17350,18050,16200,16600,50540,132996.0,8011795.0
2018-10-30,16500,17000,15700,16700,25516,133797.0,8011795.0
2018-10-31,16700,17350,16250,17150,26599,137402.0,8011795.0
2018-11-01,17150,17800,16900,17550,30863,140607.0,8011795.0
2018-11-02,17350,17900,17350,17900,15801,143411.0,8011795.0
2018-11-05,17450,17700,17100,17550,26556,140607.0,8011795.0
2018-11-06,17550,18150,16450,18150,143391,145414.0,8011795.0
2018-11-07,18150,18300,16300,16600,119272,132996.0,8011795.0
2018-11-08,17100,17350,16850,16900,94471,135399.0,8011795.0
2018-11-09,16950,17200,16250,16750,57683,134198.0,8011795.0
2018-11-12,16450,16550,15950,16000,71632,128189.0,8011795.0
2018-11-13,15550,16850,14750,16400,139845,131393.0,8011795.0
2018-11-14,16500,16500,15650,15800,60105,126586.0,8011795.0
2018-11-15,15650,15800,15350,15750,67852,126186.0,8011795.0
2018-11-16,15750,17150,15750,17000,71652,136201.0,8011795.0
2018-11-19,16750,17200,16550,16750,40120,134198.0,8011795.0
2018-11-20,16300,17200,16200,17100,35432,137002.0,8011795.0
2018-11-21,16800,17050,16550,16650,21316,133396.0,8011795.0
2018-11-22,16650,16800,16250,16550,29338,132595.0,8011795.0
2018-11-23,16700,17000,16400,16550,13732,132595.0,8011795.0
2018-11-26,16400,16900,16350,16700,15072,133797.0,8011795.0
2018-11-27,17300,17300,16350,16750,71377,134198.0,8011795.0
2018-11-28,16800,18000,16600,17150,73606,137402.0,8011795.0
2018-11-29,17400,17950,16950,17750,77585,142209.0,8011795.0
2018-11-30,17850,17950,17200,17500,36408,140206.0,8011795.0
2018-12-03,17800,18300,17550,18100,31708,145013.0,8011795.0
2018-12-04,18500,18500,17900,18250,22544,146215.0,8011795.0
2018-12-05,17950,18250,17450,17850,38335,143011.0,8011795.0
2018-12-06,18150,18150,17150,17300,20364,138604.0,8011795.0
2018-12-07,17300,17900,17250,17400,15047,139405.0,8011795.0
2018-12-10,17100,17300,16750,17250,24356,138203.0,8011795.0
2018-12-11,17400,17750,16900,17150,22731,137402.0,8011795.0
2018-12-12,17100,17450,16750,16900,29273,135399.0,8011795.0
2018-12-13,17050,17050,16750,16900,13006,135399.0,8011795.0
2018-12-14,17000,17000,16000,16100,42455,128990.0,8011795.0
2018-12-17,16100,16400,15600,16400,42014,131393.0,8011795.0
2018-12-18,16000,16500,15850,16100,20294,128990.0,8011795.0
2018-12-19,16650,16650,15850,15950,25066,127788.0,8011795.0
2018-12-20,15950,16050,15450,15550,37890,124583.0,8011795.0
2018-12-21,15550,15750,14900,15250,79662,122180.0,8011795.0
2018-12-24,15150,15350,14600,15150,65259,121379.0,8011795.0
2018-12-26,14800,15150,13950,14500,128985,116171.0,8011795.0
2018-12-27,14550,15200,14250,15150,75762,121379.0,8011795.0
2018-12-28,15150,16100,14950,15800,27638,126586.0,8011795.0
2019-01-02,15950,16000,14550,14550,102204,116572.0,8011795.0
2019-01-03,14550,14850,13950,14000,70649,112165.0,8011795.0
2019-01-04,14250,14500,13600,14050,82973,112566.0,8011795.0
2019-01-07,14350,14550,14200,14350,51577,114969.0,8011795.0
2019-01-08,14250,14650,14150,14250,32846,114168.0,8011795.0
2019-01-09,14400,16100,14400,15600,99738,124984.0,8011795.0
2019-01-10,15550,15950,15350,15650,39538,125385.0,8011795.0
2019-01-11,15700,16000,15450,15550,59941,124583.0,8011795.0
2019-01-14,15550,16200,15550,15950,43216,127788.0,8011795.0
2019-01-15,15950,16200,15700,15900,23774,127388.0,8011795.0
2019-01-16,15900,16250,15600,16150,23362,129390.0,8011795.0
2019-01-17,16000,16200,15650,15700,31616,125785.0,8011795.0
2019-01-18,15800,15800,15450,15500,40142,124183.0,8011795.0
2019-01-21,15500,15750,15300,15550,27955,124620.0,8014170.0
2019-01-22,15500,15700,15400,15500,12890,124220.0,8014170.0
2019-01-23,15350,15850,15350,15750,14226,126223.0,8014170.0
2019-01-24,15600,16100,15500,15950,44425,127826.0,8014170.0
2019-01-25,15950,16150,15400,15950,58495,127826.0,8014170.0
2019-01-28,16000,16150,15750,16000,29273,128227.0,8014170.0
2019-01-29,15900,16100,15500,15950,19974,127826.0,8014170.0
2019-01-30,15900,17150,15850,16800,89250,134638.0,8014170.0
2019-01-31,17300,18500,16900,17000,200722,136241.0,8014170.0
2019-02-01,17050,17150,16350,17100,56592,137042.0,8014170.0
2019-02-07,17150,17200,16650,16950,41611,135840.0,8014170.0
2019-02-08,16850,17000,16650,16850,12817,135039.0,8014170.0
2019-02-11,16700,16950,16300,16450,39123,131833.0,8014170.0
2019-02-12,16450,16700,16350,16500,24544,132234.0,8014170.0
2019-02-13,16550,17050,16450,16600,57902,133035.0,8014170.0
2019-02-14,16650,17150,16550,16600,68371,133035.0,8014170.0
2019-02-15,16550,16700,16000,16400,93731,131432.0,8014170.0
2019-02-18,16550,16850,16450,16700,46973,133837.0,8014170.0
2019-02-19,16850,16850,16500,16700,29574,133837.0,8014170.0
2019-02-20,16700,17350,16450,17250,65335,138244.0,8014170.0
2019-02-21,17300,17850,17050,17600,65354,141049.0,8014170.0
2019-02-22,17600,17600,16800,17100,51091,137042.0,8014170.0
2019-02-25,16900,17200,16700,16700,51513,133837.0,8014170.0
2019-02-26,16700,17050,16150,16550,69589,132689.0,8017465.0
2019-02-27,16550,16800,16350,16600,28724,133090.0,8017465.0
2019-02-28,16600,17500,16600,16600,114258,133090.0,8017465.0
2019-03-04,16700,17150,16350,16650,79946,133491.0,8017465.0
2019-03-05,16650,17700,16600,17700,143161,141909.0,8017465.0
2019-03-06,17900,17900,17050,17650,102251,141508.0,8017465.0
2019-03-07,17650,17700,16800,17000,88313,136297.0,8017465.0
2019-03-08,17000,17000,16300,16350,82967,131086.0,8017465.0
2019-03-11,16350,16550,15600,15950,80960,127879.0,8017465.0
2019-03-12,16000,16400,15950,16050,40697,128680.0,8017465.0
2019-03-13,16050,16950,16050,16750,90685,134293.0,8017465.0
2019-03-14,16750,20350,16750,20000,1407881,160349.0,8017465.0
2019-03-15,19700,19850,18700,19000,301619,152332.0,8017465.0
2019-03-18,19150,19300,18400,18900,248648,151530.0,8017465.0
2019-03-19,18850,19300,18500,18550,214890,148724.0,8017465.0
2019-03-20,18600,18800,18050,18800,91569,150728.0,8017465.0
2019-03-21,18750,18750,18300,18300,71596,147379.0,8053477.0
2019-03-22,18350,18650,18100,18100,47457,145768.0,8053477.0
2019-03-25,17950,18300,17500,17500,78047,140936.0,8053477.0
2019-03-26,17600,18550,17550,18500,96037,148989.0,8053477.0
2019-03-27,18600,19650,18350,19200,278978,154627.0,8053477.0
2019-03-28,19200,19850,18450,18500,104868,148989.0,8053477.0
2019-03-29,18800,19250,17900,19200,97018,154627.0,8053477.0
2019-04-01,19350,19350,18850,19300,84304,155432.0,8053477.0
2019-04-02,19300,19300,18700,18850,56995,151808.0,8053477.0
2019-04-03,19050,19050,18700,18900,59679,152211.0,8053477.0
2019-04-04,18900,19000,18500,18650,50249,150197.0,8053477.0
2019-04-05,18500,20150,18500,20150,200960,162278.0,8053477.0
2019-04-08,20250,20800,19850,20750,151280,167110.0,8053477.0
2019-04-09,21000,21600,20700,21450,220939,172747.0,8053477.0
2019-04-10,21200,21450,20700,20950,115903,168720.0,8053477.0
2019-04-11,22200,26450,22150,23000,2858712,185230.0,8053477.0
2019-04-12,22750,25250,22300,24050,1100916,193686.0,8053477.0
2019-04-15,24150,26900,23650,25850,842567,208182.0,8053477.0
2019-04-16,26100,27850,25800,26450,610124,213014.0,8053477.0
2019-04-17,26650,26650,24950,24950,361276,200934.0,8053477.0
2019-04-18,24900,25750,24400,24700,268909,198921.0,8053477.0
2019-04-19,24700,30650,24700,28250,1305194,227511.0,8053477.0
2019-04-22,29000,29700,27000,27900,564485,224692.0,8053477.0
2019-04-23,27600,27900,26700,27050,218912,217847.0,8053477.0
2019-04-24,26900,27200,25900,26250,248764,211404.0,8053477.0
2019-04-25,26200,27050,25700,25950,150231,208988.0,8053477.0
2019-04-26,25950,26150,25400,25550,141460,205766.0,8053477.0
2019-04-29,25850,26700,25550,26550,161240,213820.0,8053477.0
2019-04-30,26550,26800,25550,26150,131723,210598.0,8053477.0
2019-05-02,26000,26400,25100,25750,114400,207377.0,8053477.0
2019-05-03,25500,25900,24900,25350,124423,204156.0,8053477.0
2019-05-07,24750,24850,24200,24450,101765,196908.0,8053477.0
2019-05-08,24400,26350,24200,25700,206765,206974.0,8053477.0
2019-05-09,25800,26800,25550,26000,251498,209390.0,8053477.0
2019-05-10,26200,26450,25400,25700,164521,206974.0,8053477.0
2019-05-13,25050,25350,23750,24100,423109,194089.0,8053477.0
2019-05-14,23750,24800,23000,24800,194028,199726.0,8053477.0
2019-05-15,24800,24800,23950,24350,116096,196102.0,8053477.0
2019-05-16,24100,24500,23200,23350,121705,188049.0,8053477.0
2019-05-17,23550,24400,23350,23450,138516,188854.0,8053477.0
2019-05-20,23200,24050,23200,23650,91555,190465.0,8053477.0
2019-05-21,23950,24550,23500,24050,91882,193686.0,8053477.0
2019-05-22,24400,26000,24150,25850,237731,208268.0,8056777.0
2019-05-23,25850,27450,25500,26700,238596,215116.0,8056777.0
2019-05-24,26700,27550,26100,26900,170511,216727.0,8056777.0
2019-05-27,27000,27200,24650,25150,185840,202628.0,8056777.0
2019-05-28,25200,25700,24400,25000,69259,201419.0,8056777.0
2019-05-29,24800,24950,23900,24500,74537,197391.0,8056777.0
2019-05-30,24800,24800,23900,24400,64910,196585.0,8056777.0
2019-05-31,24400,24400,23800,24150,70388,194571.0,8056777.0
2019-06-03,24000,24000,22500,22750,220010,183292.0,8056777.0
2019-06-04,22850,24200,22750,23500,166434,189334.0,8056777.0
2019-06-05,23700,24250,23500,23800,41250,191751.0,8056777.0
2019-06-07,23900,25250,23850,24600,117618,198197.0,8056777.0
2019-06-10,24750,25200,24000,24900,57253,200614.0,8056777.0
2019-06-11,24800,25650,24750,25400,53514,204642.0,8056777.0
2019-06-12,25400,25600,24900,25350,43992,204239.0,8056777.0
2019-06-13,25400,25600,24950,25200,37690,203031.0,8056777.0
2019-06-14,25200,26300,24950,26050,78055,209879.0,8056777.0
2019-06-17,26700,27050,26050,26300,100763,211893.0,8056777.0
2019-06-18,26550,27000,26150,26750,66440,215519.0,8056777.0
2019-06-19,26650,27400,25300,25950,94994,209073.0,8056777.0
2019-06-20,25900,25900,25300,25450,46752,205045.0,8056777.0
2019-06-21,25750,25750,25100,25400,27280,204642.0,8056777.0
2019-06-24,25700,25700,24600,24750,34306,199405.0,8056777.0
2019-06-25,25100,25400,24400,24900,37978,200614.0,8056777.0
2019-06-26,25400,25450,24100,24200,45142,194974.0,8056777.0
2019-06-27,24250,24650,23950,24000,46130,193363.0,8056777.0
2019-06-28,24200,24650,23550,24050,40540,193765.0,8056777.0
2019-07-01,24100,24250,23200,23550,58477,189737.0,8056777.0
2019-07-02,23550,23800,23150,23500,19397,189334.0,8056777.0
2019-07-03,23500,23900,23300,23800,27271,191751.0,8056777.0
2019-07-04,23300,24000,22650,23550,80578,189737.0,8056777.0
2019-07-05,23650,23950,23000,23300,20891,187723.0,8056777.0
2019-07-08,23350,23350,21250,21700,79904,174832.0,8056777.0
2019-07-09,21300,22000,20500,20600,76354,165970.0,8056777.0
2019-07-10,20500,21600,20450,21400,40737,172415.0,8056777.0
2019-07-11,21750,21750,20700,21200,46729,170804.0,8056777.0
2019-07-12,21050,21300,19700,20350,199486,163955.0,8056777.0
2019-07-15,20500,20500,19600,20300,102359,163553.0,8056777.0
2019-07-16,20150,20650,19900,20600,49503,165970.0,8056777.0
2019-07-17,20600,20750,20050,20700,39156,166775.0,8056777.0
2019-07-18,20350,20650,20100,20350,49310,163955.0,8056777.0
2019-07-19,20150,20650,20150,20650,17582,166372.0,8056777.0
2019-07-22,20650,20650,19950,20300,27852,163553.0,8056777.0
2019-07-23,20400,21500,20300,20950,89522,168789.0,8056777.0
2019-07-24,20950,21200,20150,20300,33273,163553.0,8056777.0
2019-07-25,20300,20450,19350,19600,62896,157913.0,8056777.0
2019-07-26,19450,19950,18850,19150,50327,154287.0,8056777.0
2019-07-29,19150,19400,18650,19000,42445,153079.0,8056777.0
2019-07-30,18800,19650,18800,19650,22037,158316.0,8056777.0
2019-07-31,19500,19800,18900,19800,43729,159524.0,8056777.0
2019-08-01,19750,19850,19050,19200,18660,154690.0,8056777.0
2019-08-02,18850,19400,18650,19100,30357,153884.0,8056777.0
2019-08-05,19100,19500,18300,18500,61462,149050.0,8056777.0
2019-08-06,18150,18800,17250,18000,78045,145022.0,8056777.0
2019-08-07,17900,18700,17900,18700,55176,150662.0,8056777.0
2019-08-08,18900,19450,18750,19350,32424,155899.0,8056777.0
2019-08-09,19900,21250,19900,20700,114719,166775.0,8056777.0
2019-08-12,20550,20600,19950,20450,42071,164761.0,8056777.0
2019-08-13,20150,20300,19750,20000,25371,161136.0,8056777.0
2019-08-14,20200,20550,20050,20400,14898,164358.0,8056777.0
2019-08-16,20200,20300,19800,20250,12687,163150.0,8056777.0
2019-08-19,20400,21500,20200,21400,63136,172415.0,8056777.0
2019-08-20,21300,22750,21100,22700,101735,182889.0,8056777.0
2019-08-21,22550,22900,22100,22650,33106,182486.0,8056777.0
2019-08-22,23000,23300,22000,22100,36483,178055.0,8056777.0
2019-08-23,22000,22350,21600,22050,28888,177652.0,8056777.0
2019-08-26,21550,21850,21200,21600,24818,174026.0,8056777.0
2019-08-27,21750,22400,21750,21900,23633,176443.0,8056777.0
2019-08-28,22050,22150,21650,21950,10696,176846.0,8056777.0
2019-08-29,21950,22250,21700,21950,11621,176846.0,8056777.0
2019-08-30,22050,22550,21700,22150,33602,178458.0,8056777.0
2019-09-02,22150,22700,22000,22350,31383,180069.0,8056777.0
2019-09-03,22600,22600,22050,22200,27492,178860.0,8056777.0
2019-09-04,22050,23750,22050,23750,105142,191348.0,8056777.0
2019-09-05,23800,23800,22900,23300,29527,187723.0,8056777.0
2019-09-06,23500,23550,22900,23250,16571,187320.0,8056777.0
2019-09-09,22700,23200,22650,23150,49614,186514.0,8056777.0
2019-09-10,23300,23300,22800,23000,14165,185306.0,8056777.0
2019-09-11,23200,23200,22700,23050,10855,185709.0,8056777.0
2019-09-16,23050,23300,22850,23100,6863,186112.0,8056777.0
2019-09-17,23050,23600,22500,23550,28066,189737.0,8056777.0
2019-09-18,23500,23600,23050,23350,18417,188126.0,8056777.0
2019-09-19,23450,23450,22800,22850,18711,184097.0,8056777.0
2019-09-20,22950,23250,22800,23000,8438,185306.0,8056777.0
2019-09-23,23050,23050,22550,22800,7104,183695.0,8056777.0
2019-09-24,22500,22900,22250,22500,16773,181277.0,8056777.0
2019-09-25,22400,22800,21800,21850,28545,176041.0,8056777.0
2019-09-26,21850,22200,21550,21800,9637,175638.0,8056777.0
2019-09-27,21550,22100,21500,22100,5959,178055.0,8056777.0
2019-09-30,21650,22100,21400,21850,17428,176041.0,8056777.0
2019-10-01,21800,22000,21350,21800,16296,175638.0,8056777.0
2019-10-02,21500,21850,21400,21700,10209,174832.0,8056777.0
2019-10-04,21700,21700,20850,20950,27618,168789.0,8056777.0
2019-10-07,21000,21500,20900,21350,12783,172012.0,8056777.0
