하나마이크론(067310),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2009-01-28,1721,1836,1709,1829,130133,25365.0,10680000.0
2009-01-29,1832,1855,1747,1760,86199,24404.0,10680000.0
2009-01-30,1709,1763,1709,1756,38406,24350.0,10680000.0
2009-02-02,1721,1809,1698,1698,79658,23549.0,10680000.0
2009-02-03,1709,1771,1709,1771,71144,24564.0,10680000.0
2009-02-04,1806,1833,1775,1810,73254,25098.0,10680000.0
2009-02-05,1778,2032,1778,1868,263644,25899.0,10680000.0
2009-02-06,1917,2041,1917,2041,144531,28302.0,10680000.0
2009-02-09,2040,2040,1932,2003,86645,27768.0,10680000.0
2009-02-10,2055,2055,1924,1926,82960,26700.0,10680000.0
2009-02-11,1847,1916,1793,1899,52753,26326.0,10680000.0
2009-02-12,1906,1910,1848,1902,46069,26380.0,10680000.0
2009-02-13,1901,1951,1859,1895,52674,26273.0,10680000.0
2009-02-16,1879,1933,1856,1879,86053,26059.0,10680000.0
2009-02-17,1879,1925,1771,1771,53552,24564.0,10680000.0
2009-02-18,1655,1759,1655,1721,65051,23870.0,10680000.0
2009-02-19,1724,1751,1628,1641,55727,22748.0,10680000.0
2009-02-20,1616,1616,1481,1502,101413,20826.0,10680000.0
2009-02-23,1440,1563,1440,1525,48379,21146.0,10680000.0
2009-02-24,1462,1531,1443,1510,13195,20933.0,10680000.0
2009-02-25,1540,1632,1540,1540,25656,21360.0,10680000.0
2009-02-26,1539,1593,1470,1487,29187,20612.0,10680000.0
2009-02-27,1500,1516,1497,1502,6817,20826.0,10680000.0
2009-03-02,1446,1446,1323,1329,32239,18423.0,10680000.0
2009-03-03,1277,1462,1254,1383,25897,19171.0,10680000.0
2009-03-04,1381,1470,1381,1456,7805,20185.0,10680000.0
2009-03-05,1463,1563,1397,1463,13005,20292.0,10680000.0
2009-03-06,1447,1481,1381,1456,5505,20185.0,10680000.0
2009-03-09,1477,1531,1327,1510,72562,20933.0,10680000.0
2009-03-10,1435,1597,1435,1560,43121,21627.0,10680000.0
2009-03-11,1670,1670,1550,1564,31900,21680.0,10680000.0
2009-03-12,1608,1685,1581,1687,61681,23389.0,10680000.0
2009-03-13,1686,1732,1644,1652,18688,22909.0,10680000.0
2009-03-16,1654,1731,1654,1714,28408,23763.0,10680000.0
2009-03-17,1735,1832,1712,1795,74214,24884.0,10680000.0
2009-03-18,1816,1963,1770,1918,209991,26593.0,10680000.0
2009-03-19,1939,1939,1835,1868,56031,25899.0,10680000.0
2009-03-20,1840,1840,1771,1806,43758,25045.0,10680000.0
2009-03-23,1824,1924,1801,1914,49758,26540.0,10680000.0
2009-03-24,1987,2198,1944,2114,320933,29317.0,10680000.0
2009-03-25,2145,2145,2010,2087,81216,28943.0,10680000.0
2009-03-26,2125,2337,2087,2237,133945,31025.0,10680000.0
2009-03-27,2302,2487,2241,2353,206646,32627.0,10680000.0
2009-03-30,2240,2336,2144,2234,85657,30972.0,10680000.0
2009-03-31,2195,2341,2133,2133,79155,29584.0,10680000.0
2009-04-01,2232,2286,2128,2157,100466,29904.0,10680000.0
2009-04-02,2228,2355,2171,2234,99705,30972.0,10680000.0
2009-04-03,2271,2271,2151,2157,51185,29904.0,10680000.0
2009-04-06,2302,2302,2156,2222,66404,30812.0,10680000.0
2009-04-07,2194,2290,2159,2253,67160,31239.0,10680000.0
2009-04-08,2255,2282,2209,2280,29962,31613.0,10680000.0
2009-04-09,2375,2613,2317,2484,140335,34443.0,10680000.0
2009-04-10,2540,2583,2479,2565,81013,35564.0,10680000.0
2009-04-13,2656,2656,2533,2565,74151,35564.0,10680000.0
2009-04-14,2590,2687,2525,2542,83951,35244.0,10680000.0
2009-04-15,2471,2533,2398,2461,149525,34123.0,10680000.0
2009-04-16,2575,2575,2455,2465,37334,34176.0,10680000.0
2009-04-17,2463,2771,2463,2696,141878,37380.0,10680000.0
2009-04-20,2710,2925,2710,2777,88143,38501.0,10680000.0
2009-04-21,2772,2772,2580,2734,37445,37914.0,10680000.0
2009-04-22,2818,2818,2676,2730,51946,37861.0,10680000.0
2009-04-23,2771,2771,2640,2719,71614,37700.0,10680000.0
2009-04-24,2717,2717,2467,2619,54354,36312.0,10680000.0
2009-04-27,2664,2664,2476,2534,60759,35137.0,10680000.0
2009-04-28,2540,2579,2409,2411,27065,33428.0,10680000.0
2009-04-29,2440,2502,2371,2407,23794,33375.0,10680000.0
2009-04-30,2656,2656,2405,2415,40911,33482.0,10680000.0
2009-05-04,2414,2526,2414,2453,36196,34016.0,10680000.0
2009-05-06,2445,2503,2410,2449,34615,33962.0,10680000.0
2009-05-07,2463,2490,2448,2465,37568,34176.0,10680000.0
2009-05-08,2486,2640,2486,2619,40311,36312.0,10680000.0
2009-05-11,2602,3010,2540,3012,140489,41759.0,10680000.0
2009-05-12,3079,3387,3018,3158,241993,43788.0,10680000.0
2009-05-13,3276,3276,3079,3158,88317,43788.0,10680000.0
2009-05-14,3079,3179,3018,3062,88422,42453.0,10680000.0
2009-05-15,3026,3119,3019,3119,83955,43254.0,10680000.0
2009-05-18,3115,3115,2926,3042,39947,42186.0,10680000.0
2009-05-19,3042,3157,2988,3015,53020,41812.0,10680000.0
2009-05-20,2969,3026,2845,2888,147347,40050.0,10680000.0
2009-05-21,2919,2934,2853,2857,24991,39623.0,10680000.0
2009-05-22,2888,2926,2811,2811,25748,38982.0,10680000.0
2009-05-25,2794,2887,2602,2696,23388,37380.0,10680000.0
2009-05-26,3095,3095,2821,2854,35993,39569.0,10680000.0
2009-05-27,2888,2984,2815,2815,31197,39035.0,10680000.0
2009-05-28,2875,2921,2548,2827,11510,39196.0,10680000.0
2009-05-29,2825,2910,2733,2773,16321,38448.0,10680000.0
2009-06-01,2626,2730,2356,2603,75632,36098.0,10680000.0
2009-06-02,2671,2748,2556,2696,36736,37380.0,10680000.0
2009-06-03,2694,2694,2567,2573,30840,35671.0,10680000.0
2009-06-04,2571,2760,2563,2673,26358,37060.0,10680000.0
2009-06-05,2672,2703,2580,2634,23563,36526.0,10680000.0
2009-06-08,2657,2803,2657,2730,32594,37861.0,10680000.0
2009-06-09,2767,2767,2675,2727,24730,37807.0,10680000.0
2009-06-10,2726,2849,2707,2788,32079,38662.0,10680000.0
2009-06-11,2842,2842,2622,2626,21288,36419.0,10680000.0
2009-06-12,2626,2691,2580,2603,21288,36098.0,10680000.0
2009-06-15,2625,2640,2583,2619,11126,36312.0,10680000.0
2009-06-16,2617,2648,2533,2561,13994,35511.0,10680000.0
2009-06-17,2560,2618,2430,2430,28532,33695.0,10680000.0
2009-06-18,2433,2487,2418,2426,16897,33642.0,10680000.0
2009-06-19,2426,2499,2310,2376,22074,32948.0,10680000.0
2009-06-22,2479,2479,2348,2438,12666,33802.0,10680000.0
2009-06-23,2426,2426,2326,2326,13864,32254.0,10680000.0
2009-06-24,2309,2309,2209,2288,29389,31720.0,10680000.0
2009-06-25,2272,2379,2272,2372,15812,32894.0,10680000.0
2009-06-26,2372,2464,2349,2395,15495,33215.0,10680000.0
2009-06-29,2372,2464,2372,2426,13917,33642.0,10680000.0
2009-06-30,2409,2613,2409,2511,23489,34817.0,10680000.0
2009-07-01,2425,2536,2425,2465,4315,34176.0,10680000.0
2009-07-02,2464,2503,2418,2503,8967,34710.0,10680000.0
2009-07-03,2475,2617,2402,2619,13128,36312.0,10680000.0
2009-07-06,2695,2749,2572,2657,18394,36846.0,10680000.0
2009-07-07,2633,3049,2633,2981,99447,41332.0,10680000.0
2009-07-08,2925,2983,2875,2985,32705,41385.0,10680000.0
2009-07-09,3033,3033,2925,2981,27052,41332.0,10680000.0
2009-07-10,2934,2984,2865,2892,19859,40103.0,10680000.0
2009-07-13,2926,2934,2734,2734,30870,37914.0,10680000.0
2009-07-14,2810,2921,2771,2819,24306,39089.0,10680000.0
2009-07-15,2771,2964,2771,2850,15797,39516.0,10680000.0
2009-07-16,2849,3269,2849,3038,78949,42133.0,10680000.0
2009-07-17,3187,3187,2929,3081,48831,42720.0,10680000.0
2009-07-20,3149,3233,3102,3158,70670,43788.0,10680000.0
2009-07-21,3318,3357,3149,3158,163285,43788.0,10680000.0
2009-07-22,3295,3619,3156,3466,215409,48060.0,10680000.0
2009-07-23,3508,3789,3365,3608,394584,50036.0,10680000.0
2009-07-24,3626,3761,3476,3728,179839,51691.0,10680000.0
2009-07-27,3541,3850,3541,3751,115813,52012.0,10680000.0
2009-07-28,3750,3750,3542,3585,145491,49715.0,10680000.0
2009-07-29,3585,3966,3585,3774,236060,52332.0,10680000.0
2009-07-30,3773,3919,3773,3782,88570,52439.0,10680000.0
2009-07-31,3781,4120,3781,3951,149446,54788.0,10680000.0
2009-08-03,3966,4228,3897,3928,267022,54468.0,10680000.0
2009-08-04,4012,4020,3766,3897,123579,54041.0,10680000.0
2009-08-05,3896,3981,3830,3905,59569,54148.0,10680000.0
2009-08-06,3874,3989,3319,3851,210342,53400.0,10680000.0
2009-08-07,3776,3850,3619,3624,92880,50249.0,10680000.0
2009-08-10,3635,3758,3627,3689,73946,51157.0,10680000.0
2009-08-11,3689,3697,3608,3689,46506,51157.0,10680000.0
2009-08-12,3688,3796,3688,3724,54024,51638.0,10680000.0
2009-08-13,3727,3920,3727,3793,51863,52599.0,10680000.0
2009-08-14,3846,3934,3765,3905,91671,54148.0,10680000.0
2009-08-17,3904,3920,3673,3774,140384,52332.0,10680000.0
2009-08-18,3726,3761,3565,3736,97036,51798.0,10680000.0
2009-08-19,3811,3811,3657,3755,33281,52065.0,10680000.0
2009-08-20,3761,3761,3438,3705,47739,51371.0,10680000.0
2009-08-21,3704,4259,3612,4259,576619,59060.0,10680000.0
2009-08-24,4459,4613,4097,4367,594090,60556.0,10680000.0
2009-08-25,4366,4989,4227,4483,596237,62158.0,10680000.0
2009-08-26,4498,4852,4390,4852,287071,67284.0,10680000.0
2009-08-27,4690,4698,4513,4621,2178521,64080.0,10680000.0
2009-08-28,4652,5137,4598,5091,999250,70595.0,10680000.0
2009-08-31,5120,5182,4835,4999,385419,69313.0,10680000.0
2009-09-01,4937,5091,4744,5006,365216,69420.0,10680000.0
2009-09-02,4990,5368,4952,4983,603588,69100.0,10680000.0
2009-09-03,5006,5068,4698,4775,348524,66216.0,10680000.0
2009-09-04,4643,4835,4620,4814,166277,66750.0,10680000.0
2009-09-07,4813,5121,4813,5037,301708,69847.0,10680000.0
2009-09-08,5183,5376,4921,5037,655366,69847.0,10680000.0
2009-09-09,5168,5306,4621,4621,1702510,64080.0,10680000.0
2009-09-10,4667,4790,4505,4567,349547,63332.0,10680000.0
2009-09-11,4620,4812,4558,4814,241888,66750.0,10680000.0
2009-09-14,4744,4967,4621,4675,257345,64828.0,10680000.0
2009-09-15,4775,4813,4659,4775,258772,66216.0,10680000.0
2009-09-16,4875,5037,4798,4852,444792,67284.0,10680000.0
2009-09-17,4982,4982,4697,4737,290755,65682.0,10680000.0
2009-09-18,4743,4851,4666,4814,158972,66750.0,10680000.0
2009-09-21,4852,4867,4682,4706,127997,65255.0,10680000.0
2009-09-22,4783,4967,4613,4706,455753,65255.0,10680000.0
2009-09-23,4890,4890,4559,4598,318345,63760.0,10680000.0
2009-09-24,4643,4643,4096,4529,331943,62798.0,10680000.0
2009-09-25,4581,4797,4373,4737,281721,65682.0,10680000.0
2009-09-28,4681,4782,4674,4737,184920,65682.0,10680000.0
2009-09-29,4775,5129,4706,4829,796703,66964.0,10680000.0
2009-09-30,4759,4929,4759,4860,192653,67391.0,10680000.0
2009-10-01,4820,4920,4735,4737,100880,65682.0,10680000.0
2009-10-05,4736,4736,4028,4598,116863,63760.0,10680000.0
2009-10-06,4667,4906,4582,4675,497469,64828.0,10680000.0
2009-10-07,4790,4798,4397,4413,181809,61196.0,10680000.0
2009-10-08,4351,4405,4197,4313,118120,59808.0,10680000.0
2009-10-09,4313,4505,4313,4490,103563,62264.0,10680000.0
2009-10-12,4543,4597,4504,4583,102159,63546.0,10680000.0
2009-10-13,4621,4813,4544,4752,145957,65896.0,10680000.0
2009-10-14,4775,4813,4582,4752,209305,65896.0,10680000.0
2009-10-15,4852,4998,4659,4852,453497,67284.0,10680000.0
2009-10-16,4882,5575,4782,5546,950382,76896.0,10680000.0
2009-10-19,5467,5791,5274,5623,616313,77964.0,10680000.0
2009-10-20,5537,5607,5345,5430,374765,75294.0,10680000.0
2009-10-21,5690,6030,5500,5500,683304,58740.0,10680000.0
2009-10-22,5530,6010,5530,5850,341864,62478.0,10680000.0
2009-10-23,5850,5990,5630,5730,326712,61196.0,10680000.0
2009-10-26,5730,5900,5570,5570,258917,59488.0,10680000.0
2009-10-27,5510,5970,5510,5700,262701,60876.0,10680000.0
2009-10-28,5830,5880,5550,5640,146594,60235.0,10680000.0
2009-10-29,5480,5650,5390,5440,189237,58099.0,10680000.0
2009-10-30,5380,5660,5250,5500,171102,58740.0,10680000.0
2009-11-02,5390,5400,5060,5280,117139,56390.0,10680000.0
2009-11-03,5280,5500,5020,5080,150763,54254.0,10680000.0
2009-11-04,5100,5190,4950,5130,145420,54788.0,10680000.0
2009-11-05,5110,5210,5030,5100,108754,54468.0,10680000.0
2009-11-06,5050,5290,5050,5050,119882,53934.0,10680000.0
2009-11-09,5050,5150,4900,4900,114337,52332.0,10680000.0
2009-11-10,4900,4960,4750,4780,326071,66366.0,13884000.0
2009-11-11,4800,4890,4720,4890,132164,67893.0,13884000.0
2009-11-12,4920,5270,4900,5150,372041,71503.0,13884000.0
2009-11-13,5120,5250,4950,5040,197314,69975.0,13884000.0
2009-11-16,5020,5040,4800,4800,221632,66643.0,13884000.0
2009-11-17,4890,4925,4550,4550,232395,63172.0,13884000.0
2009-11-18,4470,4700,4280,4555,227369,63242.0,13884000.0
2009-11-19,4480,4715,4480,4665,90754,64769.0,13884000.0
2009-11-20,4580,4670,4490,4500,122995,62478.0,13884000.0
2009-11-23,4500,4500,4330,4350,194269,60395.0,13884000.0
2009-11-24,4400,4500,4345,4380,131814,60812.0,13884000.0
2009-11-25,4380,4670,4380,4545,176099,63103.0,13884000.0
2009-11-26,4630,4710,4550,4675,144233,64908.0,13884000.0
2009-11-27,4585,4745,4430,4430,141703,61506.0,13884000.0
2009-11-30,4435,4650,4435,4605,92431,63936.0,13884000.0
2009-12-01,4610,4680,4550,4600,71489,63866.0,13884000.0
2009-12-02,4610,4980,4610,4840,218214,67199.0,13884000.0
2009-12-03,4840,5190,4840,5080,290479,70531.0,13884000.0
2009-12-04,5070,5150,4900,4990,153660,69281.0,13884000.0
2009-12-07,5000,5440,4990,5340,379553,74141.0,13884000.0
2009-12-08,5340,5400,5200,5390,248907,74835.0,13884000.0
2009-12-09,5380,5640,5280,5640,305878,78306.0,13884000.0
2009-12-10,5660,5670,5360,5510,295380,76501.0,13884000.0
2009-12-11,5560,5790,5420,5790,454778,80388.0,13884000.0
2009-12-14,5820,6040,5620,5660,611650,78583.0,13884000.0
2009-12-15,5770,5960,5680,5780,852708,80250.0,13884000.0
2009-12-16,5750,6160,5750,6160,760928,85525.0,13884000.0
2009-12-17,6250,6500,6070,6310,1140612,87608.0,13884000.0
2009-12-18,6390,6550,6270,6420,568729,89135.0,13884000.0
2009-12-21,6450,6790,6300,6670,659015,92606.0,13884000.0
2009-12-22,6700,6800,6350,6400,487518,88858.0,13884000.0
2009-12-23,6320,6400,6080,6160,499008,85525.0,13884000.0
2009-12-24,6240,6420,6160,6270,363501,87053.0,13884000.0
2009-12-28,6490,6490,6000,6170,460931,85664.0,13884000.0
2009-12-29,6170,6250,6000,6250,168686,86775.0,13884000.0
2009-12-30,6250,6400,6060,6400,232430,88858.0,13884000.0
2010-01-04,6430,7000,6430,7000,583219,97188.0,13884000.0
2010-01-05,7160,7160,6850,6930,493812,96216.0,13884000.0
2010-01-06,6900,7450,6890,7430,690716,103158.0,13884000.0
2010-01-07,7610,7710,7250,7330,1053687,101770.0,13884000.0
2010-01-08,7260,7300,6790,7060,630160,98021.0,13884000.0
2010-01-11,7010,7050,6700,6720,484660,93300.0,13884000.0
2010-01-12,6800,7090,6650,7050,499285,97882.0,13884000.0
2010-01-13,6810,7040,6750,6890,267131,95661.0,13884000.0
2010-01-14,6890,7130,6870,6980,281126,96910.0,13884000.0
2010-01-15,7040,7400,6990,7380,803088,102464.0,13884000.0
2010-01-18,7250,7490,7190,7440,334098,103297.0,13884000.0
2010-01-19,7540,7540,7140,7220,385682,100242.0,13884000.0
2010-01-20,7200,7320,6680,6820,533986,94689.0,13884000.0
2010-01-21,6690,6920,6590,6830,274766,94828.0,13884000.0
2010-01-22,6700,6850,6470,6630,411909,92051.0,13884000.0
2010-01-25,6440,6690,6380,6380,401452,88580.0,13884000.0
2010-01-26,6370,6500,6100,6300,289968,87469.0,13884000.0
2010-01-27,6340,6340,6070,6090,232778,84554.0,13884000.0
2010-01-28,6090,6720,5850,6660,364757,92467.0,13884000.0
2010-01-29,6400,6550,6340,6450,193367,89552.0,13884000.0
2010-02-01,6300,6480,6260,6440,115347,89413.0,13884000.0
2010-02-02,6590,6760,6500,6650,295080,92329.0,13884000.0
2010-02-03,6750,6840,6630,6760,214510,93856.0,13884000.0
2010-02-04,6760,6830,6590,6760,107343,93856.0,13884000.0
2010-02-05,6400,6550,6250,6360,142576,88302.0,13884000.0
2010-02-08,6380,6400,5930,5990,152591,83165.0,13884000.0
2010-02-09,5860,6240,5860,6090,123340,84554.0,13884000.0
2010-02-10,6290,6330,6100,6240,127264,86636.0,13884000.0
2010-02-11,6220,6310,6120,6170,105487,85664.0,13884000.0
2010-02-12,6280,6280,6110,6170,97400,85664.0,13884000.0
2010-02-16,6170,6270,6100,6150,46989,85387.0,13884000.0
2010-02-17,6270,6370,6170,6350,150702,88163.0,13884000.0
2010-02-18,6400,6400,6200,6200,70236,86081.0,13884000.0
2010-02-19,6200,6490,6140,6200,147165,86081.0,13884000.0
2010-02-22,6330,6760,6330,6680,360716,92745.0,13884000.0
2010-02-23,6700,6930,6700,6880,336814,95522.0,13884000.0
2010-02-24,6750,6930,6680,6880,136874,95522.0,13884000.0
2010-02-25,6900,6990,6500,6650,155601,92329.0,13884000.0
2010-02-26,6650,6750,6520,6650,48159,92329.0,13884000.0
2010-03-02,6680,6790,6630,6690,97558,92884.0,13884000.0
2010-03-03,6700,6800,6560,6620,115028,91912.0,13884000.0
2010-03-04,6800,6860,6640,6730,143180,93439.0,13884000.0
2010-03-05,6800,6800,6650,6720,69602,93300.0,13884000.0
2010-03-08,6800,6840,6720,6750,134826,93717.0,13884000.0
2010-03-09,6700,7000,6700,6980,327489,96910.0,13884000.0
2010-03-10,7080,7180,6950,7050,284242,97882.0,13884000.0
2010-03-11,7160,7270,7070,7140,228671,99132.0,13884000.0
2010-03-12,7180,7250,7050,7090,116359,98438.0,13884000.0
2010-03-15,7140,7180,7050,7140,163729,99132.0,13884000.0
2010-03-16,7140,7180,7000,7100,119676,98576.0,13884000.0
2010-03-17,7150,7150,7010,7100,149739,98576.0,13884000.0
2010-03-18,7250,7350,7170,7250,263175,100659.0,13884000.0
2010-03-19,7250,7290,7150,7210,97874,100104.0,13884000.0
2010-03-22,7160,7510,7090,7360,280767,102186.0,13884000.0
2010-03-23,7450,7510,7300,7440,248666,103297.0,13884000.0
2010-03-24,7580,7620,7310,7420,252583,103019.0,13884000.0
2010-03-25,7480,7490,7180,7430,198686,103158.0,13884000.0
2010-03-26,7450,7530,7350,7430,79860,103158.0,13884000.0
2010-03-29,7300,7500,7110,7200,124056,99965.0,13884000.0
2010-03-30,7300,7300,7110,7210,161437,100104.0,13884000.0
2010-03-31,7210,7300,6960,7040,234624,97743.0,13884000.0
2010-04-01,7060,7270,6900,7260,319173,100798.0,13884000.0
2010-04-02,7300,7420,7190,7350,160200,102047.0,13884000.0
2010-04-05,7350,7400,7090,7160,85846,99409.0,13884000.0
2010-04-06,7290,7290,7140,7240,88012,100520.0,13884000.0
2010-04-07,7160,7280,7120,7230,104902,100381.0,13884000.0
2010-04-08,7290,7290,7010,7100,120226,98576.0,13884000.0
2010-04-09,7120,7130,6900,7030,128696,97605.0,13884000.0
2010-04-12,7020,7120,6820,6820,105344,94689.0,13884000.0
2010-04-13,6800,6920,6700,6900,111288,95800.0,13884000.0
2010-04-14,7000,7160,6900,7080,165467,98299.0,13884000.0
2010-04-15,7150,7200,7080,7200,151740,99965.0,13884000.0
2010-04-16,7200,7230,7010,7050,62995,97882.0,13884000.0
2010-04-19,6910,7120,6860,6880,57347,95522.0,13884000.0
2010-04-20,6860,7070,6860,6950,48704,96494.0,13884000.0
2010-04-21,7080,7250,7000,7250,167913,100659.0,13884000.0
2010-04-22,7320,7320,7150,7260,116972,100798.0,13884000.0
2010-04-23,7320,7320,7180,7230,99172,100381.0,13884000.0
2010-04-26,7290,7600,7260,7470,576402,103713.0,13884000.0
2010-04-27,7500,8150,7470,7990,1082987,110933.0,13884000.0
2010-04-28,7800,8110,7700,8100,629604,112460.0,13884000.0
2010-04-29,8160,8200,7830,8030,358817,111489.0,13884000.0
2010-04-30,8100,8300,8020,8240,420472,114404.0,13884000.0
2010-05-03,8150,8220,7840,8020,378763,111350.0,13884000.0
2010-05-04,8200,8370,8060,8160,423457,113293.0,13884000.0
2010-05-06,7770,8010,7610,7610,562273,105657.0,13884000.0
2010-05-07,7210,7670,7020,7400,467448,102742.0,13884000.0
2010-05-10,7450,7970,7450,7950,306933,110378.0,13884000.0
2010-05-11,8020,8070,7650,7840,336417,108851.0,13884000.0
2010-05-12,7510,7850,7510,7700,216722,106907.0,13884000.0
2010-05-13,7850,8250,7800,8220,479142,114126.0,13884000.0
2010-05-14,8200,8600,8050,8600,561688,119402.0,13884000.0
2010-05-17,8590,8730,8350,8690,475764,120652.0,13884000.0
2010-05-18,8770,8820,7970,8340,565116,115793.0,13884000.0
2010-05-19,8110,8340,7950,8290,244789,115098.0,13884000.0
2010-05-20,8120,8400,7500,7880,187882,109406.0,13884000.0
2010-05-24,7550,7710,7190,7330,368351,101770.0,13884000.0
2010-05-25,7230,7250,6480,6750,518385,93717.0,13884000.0
2010-05-26,6900,7160,6760,7100,213361,98576.0,13884000.0
2010-05-27,7000,7240,6910,7220,333243,100242.0,13884000.0
2010-05-28,7350,7430,7240,7330,252172,101770.0,13884000.0
2010-05-31,7300,7420,7230,7330,120211,101770.0,13884000.0
2010-06-01,7360,7620,7320,7590,243685,105380.0,13884000.0
2010-06-03,7750,7970,7660,7850,246085,108989.0,13884000.0
2010-06-04,7830,7940,7720,7850,102163,108989.0,13884000.0
2010-06-07,7400,7630,7370,7450,186149,103436.0,13884000.0
2010-06-08,7470,7850,7410,7800,249775,108295.0,13884000.0
2010-06-09,8100,8220,7870,7950,292027,110378.0,13884000.0
2010-06-10,8000,8110,7830,8000,136263,111072.0,13884000.0
2010-06-11,8100,8160,7830,7930,145869,110100.0,13884000.0
2010-06-14,8030,8030,7700,7700,109382,106907.0,13884000.0
2010-06-15,7780,7860,7650,7770,135515,107879.0,13884000.0
2010-06-16,7840,7970,7720,7770,138377,107879.0,13884000.0
2010-06-17,7890,8080,7820,8070,356516,112044.0,13884000.0
2010-06-18,8100,8170,7890,7910,185259,109822.0,13884000.0
2010-06-21,7990,8000,7730,7800,206177,108295.0,13884000.0
2010-06-22,7700,7980,7700,7710,140986,107046.0,13884000.0
2010-06-23,7660,7880,7610,7670,126932,106490.0,13884000.0
2010-06-24,7670,7790,7560,7600,166419,105518.0,13884000.0
2010-06-25,7600,7610,7370,7390,207438,102603.0,13884000.0
2010-06-28,7460,7590,7420,7460,158640,103575.0,13884000.0
2010-06-29,7460,7750,7460,7600,210583,105518.0,13884000.0
2010-06-30,7380,7610,7290,7440,197494,103297.0,13884000.0
2010-07-01,7450,7510,7290,7450,144303,103436.0,13884000.0
2010-07-02,7540,7540,7310,7410,91414,102880.0,13884000.0
2010-07-05,7470,7470,7310,7390,40749,102603.0,13884000.0
2010-07-06,7400,7790,7360,7690,291897,106768.0,13884000.0
2010-07-07,8030,8040,7610,7610,441918,105657.0,13884000.0
2010-07-08,7780,7790,7610,7700,102129,106907.0,13884000.0
2010-07-09,7700,7760,7510,7620,118376,105796.0,13884000.0
2010-07-12,7660,7890,7660,7730,238436,107323.0,13884000.0
2010-07-13,7800,7990,7710,7730,279595,107323.0,13884000.0
2010-07-14,7830,7880,7590,7840,367509,108851.0,13884000.0
2010-07-15,7840,7840,7640,7680,149214,106629.0,13884000.0
2010-07-16,7670,7730,7440,7480,164765,103852.0,13884000.0
2010-07-19,7400,7460,7330,7330,115791,101770.0,13884000.0
2010-07-20,7400,7440,7220,7320,139781,101631.0,13884000.0
2010-07-21,7360,7410,7200,7230,100118,100381.0,13884000.0
2010-07-22,7280,7280,6890,6950,217876,96494.0,13884000.0
2010-07-23,7020,7320,6910,7250,160363,100659.0,13884000.0
2010-07-26,7360,7360,7190,7200,61707,99965.0,13884000.0
2010-07-27,7200,7260,6900,6980,219375,96910.0,13884000.0
2010-07-28,6950,7040,6840,6890,138637,95661.0,13884000.0
2010-07-29,6850,6850,6350,6400,380512,88858.0,13884000.0
2010-07-30,6480,6520,6380,6440,97712,89413.0,13884000.0
2010-08-02,6410,6650,6410,6600,167754,91634.0,13884000.0
2010-08-03,6680,6880,6600,6840,184358,94967.0,13884000.0
2010-08-04,6780,6900,6730,6800,133321,94411.0,13884000.0
2010-08-05,6800,7070,6690,6700,222813,93023.0,13884000.0
2010-08-06,6850,6850,6520,6570,1616506,101344.0,15425306.0
2010-08-09,6480,6570,6380,6500,755672,100264.0,15425306.0
2010-08-10,6510,6800,6500,6800,180739,104892.0,15425306.0
2010-08-11,6730,6840,6470,6630,537426,102270.0,15425306.0
2010-08-12,6510,6560,6420,6470,221109,99802.0,15425306.0
2010-08-13,6470,6550,6400,6500,171060,100264.0,15425306.0
2010-08-16,6350,6510,6300,6350,161772,97951.0,15425306.0
2010-08-17,6260,6650,6260,6630,215058,102270.0,15425306.0
2010-08-18,6500,6700,6490,6490,181073,100110.0,15425306.0
2010-08-19,6500,6740,6500,6740,179936,103967.0,15425306.0
2010-08-20,6720,6800,6620,6770,151032,104429.0,15425306.0
2010-08-23,6810,6880,6650,6720,131883,103658.0,15425306.0
2010-08-24,6600,6750,6500,6750,120775,104121.0,15425306.0
2010-08-25,6660,6720,6610,6640,86366,102424.0,15425306.0
2010-08-26,6630,6670,6510,6510,93954,100419.0,15425306.0
2010-08-27,6480,6840,6480,6810,274141,105046.0,15425306.0
2010-08-30,6950,7210,6900,7100,393593,109520.0,15425306.0
2010-08-31,7000,7100,6940,7040,143790,108594.0,15425306.0
2010-09-01,7100,7150,6950,7000,146914,107977.0,15425306.0
2010-09-02,7020,7230,7020,7220,254261,111371.0,15425306.0
2010-09-03,7260,7420,7180,7310,390505,112759.0,15425306.0
2010-09-06,7320,7320,7210,7230,145667,111525.0,15425306.0
2010-09-07,7180,7230,7050,7090,158162,109365.0,15425306.0
2010-09-08,6980,7240,6980,7220,154962,111371.0,15425306.0
2010-09-09,7260,7260,7070,7200,102174,111062.0,15425306.0
2010-09-10,7250,7280,7120,7200,108620,111062.0,15425306.0
2010-09-13,7280,7460,7210,7250,306066,111833.0,15425306.0
2010-09-14,7380,7380,7010,7090,115370,109365.0,15425306.0
2010-09-15,7140,7170,6800,6860,168839,105818.0,15425306.0
2010-09-16,6860,7000,6660,6820,221585,105201.0,15425306.0
2010-09-17,6880,7210,6870,7190,256761,110908.0,15425306.0
2010-09-20,7240,7250,7120,7200,103783,111062.0,15425306.0
2010-09-24,7160,7200,7070,7140,78895,110137.0,15425306.0
2010-09-27,7210,7270,6940,7000,268699,107977.0,15425306.0
2010-09-28,6920,7080,6810,6900,205995,106435.0,15425306.0
2010-09-29,6930,7000,6890,6990,167552,107823.0,15425306.0
