수산아이앤티(050960),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-06-29,8730,9000,8670,8840,12690,59679.0,6751000.0
2018-07-02,8710,8940,8500,8710,17322,58801.0,6751000.0
2018-07-03,8700,8710,8530,8700,12278,58734.0,6751000.0
2018-07-04,8520,8690,8520,8650,4912,58396.0,6751000.0
2018-07-05,8550,8640,8510,8600,14807,58059.0,6751000.0
2018-07-06,8600,8800,8490,8800,11718,59409.0,6751000.0
2018-07-09,8650,8810,8650,8760,5571,59139.0,6751000.0
2018-07-10,8850,8890,8750,8860,8757,59814.0,6751000.0
2018-07-11,8900,8900,8800,8800,3316,59409.0,6751000.0
2018-07-12,8710,9000,8710,8860,2887,59814.0,6751000.0
2018-07-13,8800,8950,8800,8830,9040,59611.0,6751000.0
2018-07-16,8830,8840,8750,8790,7684,59341.0,6751000.0
2018-07-17,8790,8880,8650,8840,4487,59679.0,6751000.0
2018-07-18,8840,8890,8700,8800,9343,59409.0,6751000.0
2018-07-19,8790,8800,8600,8640,6742,58329.0,6751000.0
2018-07-20,8640,8710,8560,8560,4876,57789.0,6751000.0
2018-07-23,8460,8640,8400,8400,12511,56708.0,6751000.0
2018-07-24,8400,8490,8380,8470,6604,57181.0,6751000.0
2018-07-25,8470,8500,8200,8240,15006,55628.0,6751000.0
2018-07-26,8140,8240,7970,8200,36948,55358.0,6751000.0
2018-07-27,8200,8300,8090,8160,7970,55088.0,6751000.0
2018-07-30,8160,8190,8070,8080,5854,54548.0,6751000.0
2018-07-31,8080,8150,7970,8040,7737,54278.0,6751000.0
2018-08-01,8040,8070,7900,7980,39051,53873.0,6751000.0
2018-08-02,7980,8060,7590,8050,50467,54346.0,6751000.0
2018-08-03,8050,8050,7920,7970,4449,53805.0,6751000.0
2018-08-06,7970,8020,7920,7970,6865,53805.0,6751000.0
2018-08-07,7970,8000,7890,7980,17357,53873.0,6751000.0
2018-08-08,7980,8070,7970,8050,7105,54346.0,6751000.0
2018-08-09,8070,8100,7970,7990,6996,53940.0,6751000.0
2018-08-10,7990,8020,7960,7960,7437,53738.0,6751000.0
2018-08-13,7960,8040,7850,7850,7700,52995.0,6751000.0
2018-08-14,7850,8070,7750,8050,13839,54346.0,6751000.0
2018-08-16,8040,8040,7770,7980,5510,53873.0,6751000.0
2018-08-17,7810,8030,7810,8030,9844,54211.0,6751000.0
2018-08-20,7870,8030,7870,8020,4300,54143.0,6751000.0
2018-08-21,7880,8010,7880,7950,5035,53670.0,6751000.0
2018-08-22,7950,7970,7870,7930,2405,53535.0,6751000.0
2018-08-23,7850,7990,7850,7900,6097,53333.0,6751000.0
2018-08-24,7900,7900,7790,7880,16113,53198.0,6751000.0
2018-08-27,7880,7920,7810,7870,4985,53130.0,6751000.0
2018-08-28,7870,7940,7870,7900,3556,53333.0,6751000.0
2018-08-29,7900,7930,7850,7910,4173,53400.0,6751000.0
2018-08-30,7910,7950,7810,7940,1962,53603.0,6751000.0
2018-08-31,7850,8000,7850,7980,4213,53873.0,6751000.0
2018-09-03,7820,8020,7650,8010,36867,54076.0,6751000.0
2018-09-04,7940,8090,7870,8010,5961,54076.0,6751000.0
2018-09-05,8030,8030,7890,7950,8835,53670.0,6751000.0
2018-09-06,7890,8000,7850,8000,7847,54008.0,6751000.0
2018-09-07,7960,8000,7910,7980,4098,53873.0,6751000.0
2018-09-10,7870,8090,7870,8080,5949,54548.0,6751000.0
2018-09-11,7860,8110,7860,8060,26263,54413.0,6751000.0
2018-09-12,8010,8090,7820,7820,19364,52793.0,6751000.0
2018-09-13,7820,7970,7810,7920,3974,53468.0,6751000.0
2018-09-14,7920,8020,7840,8020,9983,54143.0,6751000.0
2018-09-17,8000,8030,7910,7970,5891,53805.0,6751000.0
2018-09-18,8000,8040,7930,8000,21699,54008.0,6751000.0
2018-09-19,8000,8080,7880,7900,6176,53333.0,6751000.0
2018-09-20,8000,8040,7750,8000,14203,54008.0,6751000.0
2018-09-21,8000,8010,7900,8010,4137,54076.0,6751000.0
2018-09-27,7980,8060,7870,7970,6997,53805.0,6751000.0
2018-09-28,7970,8030,7790,8020,12117,54143.0,6751000.0
2018-10-01,8010,8030,7880,7990,6632,53940.0,6751000.0
2018-10-02,7990,7990,7850,7850,3402,52995.0,6751000.0
2018-10-04,7810,8000,7780,7940,8470,53603.0,6751000.0
2018-10-05,7850,8010,7810,7990,21717,53940.0,6751000.0
2018-10-08,7990,7990,7800,7950,5348,53670.0,6751000.0
2018-10-10,7810,7940,7760,7900,9045,53333.0,6751000.0
2018-10-11,7530,7900,7450,7790,55471,52590.0,6751000.0
2018-10-12,7380,7800,7380,7580,14530,51173.0,6751000.0
2018-10-15,7460,7610,7410,7490,9979,50565.0,6751000.0
2018-10-16,7480,8600,7480,7720,136083,52118.0,6751000.0
2018-10-17,7670,7740,7530,7620,14806,51443.0,6751000.0
2018-10-18,7560,7690,7480,7680,9357,51848.0,6751000.0
2018-10-19,7710,7710,7540,7650,4826,51645.0,6751000.0
2018-10-22,7650,7650,7500,7620,412,51443.0,6751000.0
2018-10-23,7500,7610,7470,7540,3052,50903.0,6751000.0
2018-10-24,7450,7540,6970,7300,7690,49282.0,6751000.0
2018-10-25,6910,7150,6750,6970,26480,47054.0,6751000.0
2018-10-26,6910,6910,6490,6890,17759,46514.0,6751000.0
2018-10-29,6600,6840,6310,6310,26446,42599.0,6751000.0
2018-10-30,6100,6300,6100,6270,9099,42329.0,6751000.0
2018-10-31,6270,6390,6150,6170,6373,41654.0,6751000.0
2018-11-01,6120,6330,6120,6160,18337,41586.0,6751000.0
2018-11-02,6160,6740,6160,6600,19324,44557.0,6751000.0
2018-11-05,6580,6580,6400,6570,2685,44354.0,6751000.0
2018-11-06,6600,6690,6490,6630,2607,44759.0,6751000.0
2018-11-07,6570,6690,6450,6500,12427,43882.0,6751000.0
2018-11-08,6540,6690,6350,6430,13173,43409.0,6751000.0
2018-11-09,6440,6500,6300,6480,5767,43746.0,6751000.0
2018-11-12,6480,6520,6240,6480,6422,43746.0,6751000.0
2018-11-13,6430,6430,6280,6380,2967,43071.0,6751000.0
2018-11-14,6380,6500,6350,6430,7473,43409.0,6751000.0
2018-11-15,6280,6410,6280,6360,2091,42936.0,6751000.0
2018-11-16,6360,6450,6270,6390,10450,43139.0,6751000.0
2018-11-19,6390,7150,6390,6670,32988,45029.0,6751000.0
2018-11-20,6800,6800,6500,6680,1475,45097.0,6751000.0
2018-11-21,6680,6680,6460,6530,3963,44084.0,6751000.0
2018-11-22,6750,6750,6410,6700,6630,45232.0,6751000.0
2018-11-23,6750,6820,6600,6770,3015,45704.0,6751000.0
2018-11-26,6800,6830,6600,6780,1722,45772.0,6751000.0
2018-11-27,6780,6780,6580,6710,6914,45299.0,6751000.0
2018-11-28,6760,6760,6580,6700,2474,45232.0,6751000.0
2018-11-29,6700,6750,6620,6730,5424,45434.0,6751000.0
2018-11-30,6720,6800,6550,6720,7738,45367.0,6751000.0
2018-12-03,6720,6760,6570,6690,7056,45164.0,6751000.0
2018-12-04,6780,6780,6590,6670,5495,45029.0,6751000.0
2018-12-05,6670,6670,6540,6620,5323,44692.0,6751000.0
2018-12-06,6650,6650,6450,6520,3886,44017.0,6751000.0
2018-12-07,6400,6570,6360,6510,6386,43949.0,6751000.0
2018-12-10,6570,6580,6370,6460,2141,43611.0,6751000.0
2018-12-11,6500,6500,6410,6410,620,43274.0,6751000.0
2018-12-12,6500,6650,6360,6530,3245,44084.0,6751000.0
2018-12-13,6530,6670,6460,6480,4767,43746.0,6751000.0
2018-12-14,6480,6600,6440,6560,3192,44287.0,6751000.0
2018-12-17,6400,6730,6400,6700,5038,45232.0,6751000.0
2018-12-18,6700,6800,6620,6750,4878,45569.0,6751000.0
2018-12-19,6820,6820,6650,6740,3401,45502.0,6751000.0
2018-12-20,6600,7200,6500,6690,15627,45164.0,6751000.0
2018-12-21,6650,6700,6550,6700,3044,45232.0,6751000.0
2018-12-24,6660,6750,6520,6720,1965,45367.0,6751000.0
2018-12-26,6550,6790,6550,6750,1955,45569.0,6751000.0
2018-12-27,6660,6790,6660,6790,2861,45839.0,6751000.0
2018-12-28,6780,6840,6660,6800,7866,45907.0,6751000.0
2019-01-02,6800,6820,6680,6820,1545,46042.0,6751000.0
2019-01-03,6760,6820,6540,6540,2310,44152.0,6751000.0
2019-01-04,6540,6570,6500,6540,3138,44152.0,6751000.0
2019-01-07,6540,6990,6540,6960,10128,46987.0,6751000.0
2019-01-08,6950,7010,6870,7000,4303,47257.0,6751000.0
2019-01-09,7000,7090,6850,7010,2131,47325.0,6751000.0
2019-01-10,6910,7090,6880,7090,2575,47865.0,6751000.0
2019-01-11,7090,7090,6510,7030,19301,47460.0,6751000.0
2019-01-14,7030,7030,6910,7000,406,47257.0,6751000.0
2019-01-15,7000,7020,6900,7000,3398,47257.0,6751000.0
2019-01-16,7000,7070,6960,7000,1541,47257.0,6751000.0
2019-01-17,7030,7150,6810,7150,13692,48270.0,6751000.0
2019-01-18,7150,7200,7050,7160,5788,48337.0,6751000.0
2019-01-21,7160,7200,7160,7160,1319,48337.0,6751000.0
2019-01-22,7160,7250,7070,7120,1198,48067.0,6751000.0
2019-01-23,7120,7390,7120,7190,8095,48540.0,6751000.0
2019-01-24,7300,7300,7150,7220,458,48742.0,6751000.0
2019-01-25,7290,7290,7090,7210,5983,48675.0,6751000.0
2019-01-28,7110,7200,7000,7000,3680,47257.0,6751000.0
2019-01-29,6970,7040,6910,7020,2303,47392.0,6751000.0
2019-01-30,7090,7090,6890,7040,4003,47527.0,6751000.0
2019-01-31,7040,7050,6920,7050,3572,47595.0,6751000.0
2019-02-01,7050,7190,6970,7100,1920,47932.0,6751000.0
2019-02-07,7200,7200,7100,7120,3556,48067.0,6751000.0
2019-02-08,6990,7140,6990,7130,3423,48135.0,6751000.0
2019-02-11,7010,7130,6990,7100,3921,47932.0,6751000.0
2019-02-12,6960,7120,6920,7120,4589,48067.0,6751000.0
2019-02-13,7120,7200,7060,7190,4010,48540.0,6751000.0
2019-02-14,7220,7220,7100,7200,1025,48607.0,6751000.0
2019-02-15,7060,7200,7060,7160,5399,48337.0,6751000.0
2019-02-18,7160,7180,6980,7100,16231,47932.0,6751000.0
2019-02-19,7190,7190,6750,6790,58140,45839.0,6751000.0
2019-02-20,6770,6800,6500,6720,41635,45367.0,6751000.0
2019-02-21,6730,6980,6630,6850,17067,46244.0,6751000.0
2019-02-22,6820,6990,6770,6880,6963,46447.0,6751000.0
2019-02-25,7000,7070,6790,7040,10942,47527.0,6751000.0
2019-02-26,7040,7080,6940,7000,5474,47257.0,6751000.0
2019-02-27,7000,7100,6880,7000,4496,47257.0,6751000.0
2019-02-28,6910,7200,6910,7110,14450,48000.0,6751000.0
2019-03-04,7180,7190,7010,7100,11361,47932.0,6751000.0
2019-03-05,7090,7150,6930,7100,11472,47932.0,6751000.0
2019-03-06,7090,7100,6870,6940,15813,46852.0,6751000.0
2019-03-07,6870,6940,6800,6900,7838,46582.0,6751000.0
2019-03-08,6800,6980,6800,6980,7345,47122.0,6751000.0
2019-03-11,6990,6990,6700,6820,28656,46042.0,6751000.0
2019-03-12,6810,6890,6400,6600,191970,44557.0,6751000.0
2019-03-13,6590,6700,6480,6480,25504,43746.0,6751000.0
2019-03-14,6480,6690,6480,6600,9556,44557.0,6751000.0
2019-03-15,6700,6710,6530,6640,14446,44827.0,6751000.0
2019-03-18,6700,6740,6560,6640,5777,44827.0,6751000.0
2019-03-19,6640,6640,6530,6610,7831,44624.0,6751000.0
2019-03-20,6610,6620,6460,6570,10064,44354.0,6751000.0
2019-03-21,6590,6590,6480,6510,2255,43949.0,6751000.0
2019-03-22,6570,6570,6440,6530,10208,44084.0,6751000.0
2019-03-25,6460,6530,6410,6520,5565,44017.0,6751000.0
2019-03-26,6530,6550,6410,6540,12374,44152.0,6751000.0
2019-03-27,6570,6570,6410,6410,8931,43274.0,6751000.0
2019-03-28,6480,6490,6420,6460,1214,43611.0,6751000.0
2019-03-29,6510,6540,6420,6540,4317,44152.0,6751000.0
2019-04-01,6570,6700,6540,6650,7122,44894.0,6751000.0
2019-04-02,6600,6700,6590,6700,6799,45232.0,6751000.0
2019-04-03,6710,6780,6700,6740,3542,45502.0,6751000.0
2019-04-04,6730,6740,6630,6640,3020,44827.0,6751000.0
2019-04-05,6640,6780,6640,6760,7457,45637.0,6751000.0
2019-04-08,6760,6810,6710,6770,3644,45704.0,6751000.0
2019-04-09,6760,6780,6660,6740,2730,45502.0,6751000.0
2019-04-10,6710,7500,6710,7370,268895,49755.0,6751000.0
2019-04-11,7370,7400,7200,7270,32558,49080.0,6751000.0
2019-04-12,7350,8260,7290,7700,680120,51983.0,6751000.0
2019-04-15,7710,7900,7680,7730,75290,52185.0,6751000.0
2019-04-16,7800,7810,7590,7760,43222,52388.0,6751000.0
2019-04-17,7730,8180,7630,7870,67228,53130.0,6751000.0
2019-04-18,7870,7930,7700,7800,29571,52658.0,6751000.0
2019-04-19,7880,7880,7700,7770,14051,52455.0,6751000.0
2019-04-22,7850,7850,7670,7730,11890,52185.0,6751000.0
2019-04-23,7660,7730,7280,7310,57266,49350.0,6751000.0
2019-04-24,7320,7480,7180,7310,35254,49350.0,6751000.0
2019-04-25,7230,7240,7030,7120,31497,48067.0,6751000.0
2019-04-26,7120,7270,7080,7180,11616,48472.0,6751000.0
2019-04-29,7280,7350,7200,7330,9666,49485.0,6751000.0
2019-04-30,7380,7460,7320,7390,19931,49890.0,6751000.0
2019-05-02,7390,7580,7390,7550,22418,50970.0,6751000.0
2019-05-03,7550,7550,7300,7390,23889,49890.0,6751000.0
2019-05-07,7230,7440,7140,7440,13662,50227.0,6751000.0
2019-05-08,7200,7470,7200,7400,10536,49957.0,6751000.0
2019-05-09,7390,7390,6980,7060,40447,47662.0,6751000.0
2019-05-10,7060,7150,6900,7110,27239,48000.0,6751000.0
2019-05-13,7140,7140,7010,7110,8822,48000.0,6751000.0
2019-05-14,7110,7110,6800,6980,8779,47122.0,6751000.0
2019-05-15,6980,7270,6900,7080,17131,47797.0,6751000.0
2019-05-16,7120,7120,6840,6930,24971,46784.0,6751000.0
2019-05-17,6930,6930,6780,6840,13657,46177.0,6751000.0
2019-05-20,6840,6840,6510,6670,14136,45029.0,6751000.0
2019-05-21,6670,6720,6570,6680,15118,45097.0,6751000.0
2019-05-22,6720,6900,6680,6690,9606,45164.0,6751000.0
2019-05-23,6810,6810,6520,6520,9362,44017.0,6751000.0
2019-05-24,6970,6970,6450,6500,20765,43882.0,6751000.0
2019-05-27,6560,6710,6410,6470,14559,43679.0,6751000.0
2019-05-28,6460,6580,6460,6570,7419,44354.0,6751000.0
2019-05-29,6600,6600,6490,6490,9266,43814.0,6751000.0
2019-05-30,6490,6580,6490,6550,3504,44219.0,6751000.0
2019-05-31,6600,6600,6510,6530,4005,44084.0,6751000.0
2019-06-03,6530,6600,6480,6540,6541,44152.0,6751000.0
2019-06-04,6700,6700,6520,6630,12172,44759.0,6751000.0
2019-06-05,6800,6830,6570,6830,13744,46109.0,6751000.0
2019-06-07,6940,6940,6780,6820,12508,46042.0,6751000.0
2019-06-10,6820,6920,6800,6850,8566,46244.0,6751000.0
2019-06-11,6750,6890,6750,6850,8976,46244.0,6751000.0
2019-06-12,6990,6990,6820,6840,10700,46177.0,6751000.0
2019-06-13,6980,6980,6800,6900,7308,46582.0,6751000.0
2019-06-14,6900,6960,6830,6840,10065,46177.0,6751000.0
2019-06-17,6810,6810,6680,6800,14163,45907.0,6751000.0
2019-06-18,6690,6900,6690,6800,12346,45907.0,6751000.0
2019-06-19,6800,6900,6720,6870,13214,46379.0,6751000.0
2019-06-20,6890,6980,6810,6920,13464,46717.0,6751000.0
2019-06-21,6920,7280,6910,7020,71271,47392.0,6751000.0
2019-06-24,7180,7180,6980,7050,23238,47595.0,6751000.0
2019-06-25,6960,7030,6830,6910,20051,46649.0,6751000.0
2019-06-26,6910,6910,6770,6800,15789,45907.0,6751000.0
2019-06-27,6830,6860,6710,6790,11137,45839.0,6751000.0
2019-06-28,6770,6840,6620,6780,11941,45772.0,6751000.0
2019-07-01,6780,6840,6690,6760,6133,45637.0,6751000.0
2019-07-02,6760,6800,6690,6720,2617,45367.0,6751000.0
2019-07-03,6720,6750,6690,6740,2770,45502.0,6751000.0
2019-07-04,6730,6800,6610,6700,19035,45232.0,6751000.0
2019-07-05,6760,6800,6560,6750,7417,45569.0,6751000.0
2019-07-08,6740,6760,6530,6680,13534,45097.0,6751000.0
2019-07-09,6650,6700,6550,6620,6342,44692.0,6751000.0
2019-07-10,6630,6730,6590,6700,4129,45232.0,6751000.0
2019-07-11,6700,6760,6630,6710,7336,45299.0,6751000.0
2019-07-12,6650,6780,6650,6760,4131,45637.0,6751000.0
2019-07-15,6950,6950,6620,6650,10028,44894.0,6751000.0
2019-07-16,6610,6780,6550,6640,6670,44827.0,6751000.0
2019-07-17,6700,6700,6560,6660,5856,44962.0,6751000.0
2019-07-18,6720,6720,6500,6530,12757,44084.0,6751000.0
2019-07-19,6630,6630,6500,6610,3191,44624.0,6751000.0
2019-07-22,6610,6700,6500,6650,6210,44894.0,6751000.0
2019-07-23,6550,6690,6550,6570,7581,44354.0,6751000.0
2019-07-24,6700,6700,6570,6600,8766,44557.0,6751000.0
2019-07-25,6600,6710,6520,6590,7486,44489.0,6751000.0
2019-07-26,6590,6590,6480,6530,8523,44084.0,6751000.0
2019-07-29,6560,6700,6350,6410,6002,43274.0,6751000.0
2019-07-30,6250,6490,6250,6370,7115,43004.0,6751000.0
2019-07-31,6350,6440,6290,6400,3224,43206.0,6751000.0
2019-08-01,6400,6500,6280,6370,3454,43004.0,6751000.0
2019-08-02,6270,6360,6150,6300,5574,42531.0,6751000.0
2019-08-05,6300,6300,5930,5940,17155,40101.0,6751000.0
2019-08-06,5850,6050,5800,5810,8611,39223.0,6751000.0
2019-08-07,5650,6000,5650,5830,3124,39358.0,6751000.0
2019-08-08,5840,5980,5840,5980,5336,40371.0,6751000.0
2019-08-09,5990,6090,5870,5950,10749,40168.0,6751000.0
2019-08-12,6000,6100,5870,6000,6192,40506.0,6751000.0
2019-08-13,5960,6080,5960,6050,1764,40844.0,6751000.0
2019-08-14,6100,6170,5990,6170,1565,41654.0,6751000.0
2019-08-16,6170,6500,6010,6380,8308,43071.0,6751000.0
2019-08-19,6250,6360,6140,6140,4736,41451.0,6751000.0
2019-08-20,6140,6280,6050,6220,7051,41991.0,6751000.0
2019-08-21,6200,6280,5960,6200,6454,41856.0,6751000.0
2019-08-22,6200,6240,6090,6230,5298,42059.0,6751000.0
2019-08-23,6230,6280,6120,6260,3299,42261.0,6751000.0
2019-08-26,6250,6250,6100,6110,3615,41249.0,6751000.0
2019-08-27,6110,6160,6080,6110,3932,41249.0,6751000.0
2019-08-28,6110,6220,6090,6220,1217,41991.0,6751000.0
2019-08-29,6020,6200,6020,6140,8470,41451.0,6751000.0
2019-08-30,6400,6420,6170,6350,9456,42869.0,6751000.0
2019-09-02,6220,6420,6220,6400,4871,43206.0,6751000.0
2019-09-03,6400,6500,6340,6480,4515,43746.0,6751000.0
2019-09-04,6480,6600,6350,6520,6396,44017.0,6751000.0
2019-09-05,6520,6660,6450,6580,6881,44422.0,6751000.0
2019-09-06,6580,6590,6450,6580,3803,44422.0,6751000.0
2019-09-09,6620,6620,6450,6460,881,43611.0,6751000.0
2019-09-10,6530,6590,6460,6590,504,44489.0,6751000.0
2019-09-11,6590,6660,6500,6500,4251,43882.0,6751000.0
2019-09-16,6500,6620,6480,6580,2229,44422.0,6751000.0
2019-09-17,6470,6600,6470,6560,2524,44287.0,6751000.0
2019-09-18,6560,6600,6460,6600,2685,44557.0,6751000.0
2019-09-19,6600,6620,6570,6590,1808,44489.0,6751000.0
2019-09-20,6700,6700,6470,6600,1038,44557.0,6751000.0
2019-09-23,6600,6600,6490,6590,5767,44489.0,6751000.0
2019-09-24,6590,6630,6490,6590,7947,44489.0,6751000.0
2019-09-25,6590,6630,6460,6460,3852,43611.0,6751000.0
2019-09-26,6460,6580,6360,6370,3873,43004.0,6751000.0
2019-09-27,6380,6490,6280,6430,3570,43409.0,6751000.0
2019-09-30,6430,6520,6320,6460,1850,43611.0,6751000.0
2019-10-01,6520,6520,6330,6400,2852,43206.0,6751000.0
2019-10-02,6400,6440,6300,6380,3444,43071.0,6751000.0
2019-10-04,6380,6380,6270,6330,1786,42734.0,6751000.0
2019-10-07,6330,6400,6150,6210,3290,41924.0,6751000.0
