휴메딕스(200670),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-09-09,33477,33477,32906,33128,25079,329742.0,8746460.0
2016-09-12,32334,33038,32071,32205,28196,320558.0,8746460.0
2016-09-13,32247,32598,31983,32292,31627,321432.0,8746460.0
2016-09-19,32203,32730,32203,32512,20563,323619.0,8746460.0
2016-09-20,32598,33125,32334,32907,28382,327555.0,8746460.0
2016-09-21,33081,33081,32159,32732,25143,325806.0,8746460.0
2016-09-22,32774,33785,32774,33654,35238,334989.0,8746460.0
2016-09-23,33785,34531,33741,34533,43165,343736.0,8746460.0
2016-09-26,34487,34575,33609,34050,38994,338925.0,8746460.0
2016-09-27,34224,34487,33872,34313,26992,341549.0,8746460.0
2016-09-28,34312,35015,34092,34533,40249,343736.0,8746460.0
2016-09-29,34575,34664,33916,34268,21746,341112.0,8746460.0
2016-09-30,33916,33960,32729,32819,45460,326680.0,8746460.0
2016-10-04,32863,33828,32819,33830,34483,336739.0,8746460.0
2016-10-05,33521,34137,33521,34093,33093,339363.0,8746460.0
2016-10-06,33697,34048,32994,33566,30714,334115.0,8746460.0
2016-10-07,33652,34926,33652,33962,76554,338051.0,8746460.0
2016-10-10,34137,35366,34137,34225,51246,340675.0,8746460.0
2016-10-11,34399,37167,34399,37125,231542,369538.0,8746460.0
2016-10-12,36904,37343,36026,36291,91407,361229.0,8746460.0
2016-10-13,36465,38002,36333,37125,121109,369538.0,8746460.0
2016-10-14,36948,37695,35717,36026,56814,358605.0,8746460.0
2016-10-17,35586,35850,34487,34664,53735,345048.0,8746460.0
2016-10-18,34048,34926,34048,34489,32970,343299.0,8746460.0
2016-10-19,34487,35015,34180,35016,29009,348546.0,8746460.0
2016-10-20,35235,35235,33828,33918,40080,337613.0,8746460.0
2016-10-21,33916,34224,33213,33434,28254,332803.0,8746460.0
2016-10-24,33301,33741,32379,32512,59322,323619.0,8746460.0
2016-10-25,32554,32598,30753,30930,87269,307875.0,8746460.0
2016-10-26,30577,31236,30270,31149,32723,310062.0,8746460.0
2016-10-27,31149,32247,31149,32161,30856,320120.0,8746460.0
2016-10-28,32159,32819,31940,32380,33619,322307.0,8746460.0
2016-10-31,32071,32774,31676,31809,32300,316622.0,8746460.0
2016-11-01,31500,32994,31368,32907,37405,327555.0,8746460.0
2016-11-02,32467,32950,32203,32512,32113,323619.0,8746460.0
2016-11-03,32159,32774,32071,32248,27119,320995.0,8746460.0
2016-11-04,32510,32510,31940,32029,19709,318808.0,8746460.0
2016-11-07,32291,33257,32027,33083,30053,329304.0,8746460.0
2016-11-08,33081,33125,32203,32380,26104,322307.0,8746460.0
2016-11-09,32423,32730,29435,30667,77949,305251.0,8746460.0
2016-11-10,31545,33213,31236,33083,63739,329304.0,8746460.0
2016-11-11,33169,33565,32423,33215,30769,330616.0,8746460.0
2016-11-14,32950,33390,31500,31853,50851,317059.0,8746460.0
2016-11-15,31720,32115,30665,30930,47291,307875.0,8746460.0
2016-11-16,31017,31500,31017,31326,19090,311811.0,8746460.0
2016-11-17,31324,31368,30840,30974,13898,308313.0,8746460.0
2016-11-18,31017,31061,30402,30403,32233,302628.0,8746460.0
2016-11-21,30358,30446,28995,28997,35551,288633.0,8746460.0
2016-11-22,28995,29655,28688,28690,31954,285572.0,8746460.0
2016-11-23,28688,29391,28557,28997,23800,288633.0,8746460.0
2016-11-24,28601,28908,27677,27723,35055,275951.0,8746460.0
2016-11-25,27590,28205,27414,27591,22455,274639.0,8746460.0
2016-11-28,27326,27765,27239,27327,15271,272015.0,8746460.0
2016-11-29,27458,28557,27458,28251,29027,281199.0,8746460.0
2016-11-30,28380,28995,27854,28997,31054,288633.0,8746460.0
2016-12-01,29259,29259,28117,28162,20760,280324.0,8746460.0
2016-12-02,28205,28205,27239,27239,25953,271140.0,8746460.0
2016-12-05,27062,27677,26403,26668,27690,265455.0,8746460.0
2016-12-06,26887,27590,26887,26933,13408,268079.0,8746460.0
2016-12-07,27414,27590,26052,26668,23412,265455.0,8746460.0
2016-12-08,26667,27150,26096,26317,39912,261956.0,8746460.0
2016-12-09,26403,27195,26272,27064,45434,269391.0,8746460.0
2016-12-12,27106,28117,27106,27723,29151,275951.0,8746460.0
2016-12-13,27721,28908,27458,28645,42273,285135.0,8746460.0
2016-12-14,28952,29039,28117,28866,41926,287321.0,8746460.0
2016-12-15,28863,29039,28557,28866,39655,287321.0,8746460.0
2016-12-16,28863,28863,28205,28295,21433,281636.0,8746460.0
2016-12-19,28380,28557,27941,28382,11499,282511.0,8746460.0
2016-12-20,28732,29128,28557,28557,23651,284260.0,8746460.0
2016-12-21,28557,28908,27985,28251,19812,281199.0,8746460.0
2016-12-22,28030,28469,27501,27591,39221,274639.0,8746460.0
2016-12-23,27501,28161,27414,27943,22577,278137.0,8746460.0
2016-12-26,28601,28601,27985,28295,13029,281636.0,8746460.0
2016-12-27,28292,29304,28292,29304,48658,291694.0,8746460.0
2016-12-28,29080,29706,28901,29528,16972,288633.0,8746460.0
2016-12-29,29035,30064,29035,30021,33656,293444.0,8746460.0
2017-01-02,29527,29975,29080,29081,27046,284260.0,8746460.0
2017-01-03,29080,29617,28991,29438,21538,287759.0,8746460.0
2017-01-04,29706,30153,29259,30065,29030,293881.0,8746460.0
2017-01-05,30109,30690,29930,30244,25072,295630.0,8746460.0
2017-01-06,30243,30601,29885,30065,25415,293881.0,8746460.0
2017-01-09,30422,30422,29617,29618,20418,289508.0,8746460.0
2017-01-10,29304,29975,28633,29215,36018,285572.0,8746460.0
2017-01-11,29214,29214,28633,28723,22837,280761.0,8746460.0
2017-01-12,28633,28812,27782,27918,38814,272890.0,8746460.0
2017-01-13,27648,28812,27648,28768,34201,281199.0,8746460.0
2017-01-16,28812,28991,27737,27918,23689,272890.0,8746460.0
2017-01-17,27603,28095,27111,27247,29110,266330.0,8746460.0
2017-01-18,26977,27380,26888,27023,24037,264143.0,8746460.0
2017-01-19,26977,27335,26977,27023,15289,264143.0,8746460.0
2017-01-20,26843,27201,26396,26441,51943,258458.0,8746460.0
2017-01-23,26485,26619,25590,25860,49721,252773.0,8746460.0
2017-01-24,25949,26127,24606,24965,59009,244026.0,8746460.0
2017-01-25,24874,25456,24427,24473,47062,239216.0,8746460.0
2017-01-26,24606,25232,24159,25233,42697,246650.0,8746460.0
2017-01-31,24919,24964,24293,24518,43148,239653.0,8746460.0
2017-02-01,24472,25232,24472,24965,33762,244026.0,8746460.0
2017-02-02,24964,25545,24561,24652,52817,240965.0,8746460.0
2017-02-03,24651,24964,24203,24338,41456,237904.0,8746460.0
2017-02-06,24382,24516,24159,24338,27563,237904.0,8746460.0
2017-02-07,24427,25098,24427,25010,25086,244464.0,8746460.0
2017-02-08,24785,25187,24695,25010,13496,244464.0,8746460.0
2017-02-09,25143,25143,24651,24831,13200,242714.0,8746460.0
2017-02-10,25053,25321,24829,25189,23869,246213.0,8746460.0
2017-02-13,25232,25411,24874,25323,21922,247525.0,8746460.0
2017-02-14,25277,25500,25053,25323,20769,247525.0,8746460.0
2017-02-15,25187,26306,25187,26083,53176,254959.0,8746460.0
2017-02-16,26262,26262,25770,26217,25442,256271.0,8746460.0
2017-02-17,25859,27737,25859,27471,105675,268516.0,8746460.0
2017-02-20,27514,27961,27111,27292,35797,266767.0,8746460.0
2017-02-21,27156,28006,27111,27605,38476,269828.0,8746460.0
2017-02-22,27603,27782,27156,27426,25724,268079.0,8746460.0
2017-02-23,27290,27693,27022,27471,20539,268516.0,8746460.0
2017-02-24,27693,27827,27469,27605,21831,269828.0,8746460.0
2017-02-27,27603,28499,27514,27694,28994,270703.0,8746460.0
2017-02-28,27559,28185,27156,28141,29644,275076.0,8746460.0
2017-03-02,28140,28454,26664,27068,48555,264580.0,8746460.0
2017-03-03,26798,26843,25635,25904,54305,253210.0,8746460.0
2017-03-06,25904,26306,25545,25994,27855,254085.0,8746460.0
2017-03-07,26217,26351,25590,26352,32875,257583.0,8746460.0
2017-03-08,26262,26530,25859,26128,26790,255397.0,8746460.0
2017-03-09,26306,26709,26172,26173,17174,255834.0,8746460.0
2017-03-10,26172,26754,26172,26620,14524,260207.0,8746460.0
2017-03-13,26664,26798,25859,26038,36901,254522.0,8746460.0
2017-03-14,26217,26262,25859,25860,25351,252773.0,8746460.0
2017-03-15,25904,26083,24874,24876,52382,243152.0,8746460.0
2017-03-16,25321,25321,24740,24876,25443,243152.0,8746460.0
2017-03-17,24874,25053,24427,25055,39937,244901.0,8746460.0
2017-03-20,25098,25143,24695,25010,11668,244464.0,8746460.0
2017-03-21,25008,25635,25008,25636,22112,250586.0,8746460.0
2017-03-22,25590,26530,25500,26530,33903,259333.0,8746460.0
2017-03-23,26619,27022,26440,26486,27889,258895.0,8746460.0
2017-03-24,26485,26664,24874,26307,24803,257146.0,8746460.0
2017-03-27,26306,27067,25949,25994,18955,254085.0,8746460.0
2017-03-28,25993,26485,25904,26262,18731,256709.0,8746460.0
2017-03-29,26485,26485,25590,26307,29863,257146.0,8746460.0
2017-03-30,26306,26306,25859,25994,15637,254085.0,8746460.0
2017-03-31,26217,26843,25904,26843,27398,262394.0,8746460.0
2017-04-03,26932,27693,26709,27426,43611,268079.0,8746460.0
2017-04-04,27559,27782,27111,27515,41462,268954.0,8746460.0
2017-04-05,27335,27693,27245,27560,35032,269391.0,8746460.0
2017-04-06,27559,27559,26843,27202,18979,265892.0,8746460.0
2017-04-07,27469,27469,26754,27113,19780,265018.0,8746460.0
2017-04-10,26977,27111,25949,25949,30275,253647.0,8746460.0
2017-04-11,26172,26754,25949,26128,21798,255397.0,8746460.0
2017-04-12,26127,26306,26083,26307,17240,257146.0,8746460.0
2017-04-13,25949,27290,25904,26843,28501,262394.0,8746460.0
2017-04-14,26619,27067,26038,26352,22547,262637.0,8918052.0
2017-04-17,26351,26754,26172,26530,22103,264420.0,8918052.0
2017-04-18,26619,28454,26619,28320,141604,282256.0,8918052.0
2017-04-19,28320,30064,27872,29125,194654,290283.0,8918052.0
2017-04-20,29483,29572,28946,29394,72442,292958.0,8918052.0
2017-04-21,29348,29438,28856,29394,44584,292958.0,8918052.0
2017-04-24,29393,29975,28499,28499,54165,284040.0,8918052.0
2017-04-25,28543,29483,28543,29483,43300,293850.0,8918052.0
2017-04-26,29706,29706,28856,28946,37497,288499.0,8918052.0
2017-04-27,28946,29035,28543,28589,24430,284932.0,8918052.0
2017-04-28,28633,28678,27827,28007,32285,279135.0,8918052.0
2017-05-02,28050,28095,27469,28007,22543,279135.0,8918052.0
2017-05-04,27872,28856,27872,28812,32551,287161.0,8918052.0
2017-05-08,29035,29796,28946,29528,58418,294296.0,8918052.0
2017-05-10,29885,29885,28812,29394,36807,292958.0,8918052.0
2017-05-11,29259,29930,29259,29708,44046,296079.0,8918052.0
2017-05-12,29885,29885,28901,29349,50553,292512.0,8918052.0
2017-05-15,29527,29661,28991,29528,20789,294296.0,8918052.0
2017-05-16,29259,29438,28409,28768,47325,286715.0,8918052.0
2017-05-17,28767,29751,28678,29259,45044,291620.0,8918052.0
2017-05-18,28812,29438,28588,29438,45333,293404.0,8918052.0
2017-05-19,29483,29527,29080,29304,23449,292066.0,8918052.0
2017-05-22,29304,29483,28767,29081,29091,289837.0,8918052.0
2017-05-23,29080,29214,28633,28633,35407,285378.0,8918052.0
2017-05-24,28588,29304,28588,29036,21943,289391.0,8918052.0
2017-05-25,29080,29304,28633,28902,17996,288053.0,8918052.0
2017-05-26,29125,29214,28454,28946,29906,288499.0,8918052.0
2017-05-29,28946,29170,27916,27918,48462,278243.0,8918052.0
2017-05-30,28095,28409,27827,28186,53214,280919.0,8918052.0
2017-05-31,28275,29304,28230,29304,58767,292066.0,8918052.0
2017-06-01,29393,29706,29080,29438,32685,293404.0,8918052.0
2017-06-02,29527,30064,29438,29976,72817,298755.0,8918052.0
2017-06-05,30064,30422,29796,30110,57815,300092.0,8918052.0
2017-06-07,29975,30198,29393,30200,48595,300984.0,8918052.0
2017-06-08,30243,30645,29930,30200,59689,300984.0,8918052.0
2017-06-09,30198,30332,29527,29797,58196,296971.0,8918052.0
2017-06-12,29840,29840,28543,28723,65211,286269.0,8918052.0
2017-06-13,28633,29751,28633,29483,48664,293850.0,8918052.0
2017-06-14,29706,30198,29438,29438,51944,293404.0,8918052.0
2017-06-15,29438,29796,28633,28946,29632,288499.0,8918052.0
2017-06-16,28856,29080,28095,28544,41168,284486.0,8918052.0
2017-06-19,28543,29393,28275,29304,32294,292066.0,8918052.0
2017-06-20,29304,29483,29125,29170,34662,290728.0,8918052.0
2017-06-21,29125,29259,28633,29170,18605,290728.0,8918052.0
2017-06-22,29393,29975,29170,29663,41692,295633.0,8918052.0
2017-06-23,29885,29885,29393,29483,23875,293850.0,8918052.0
2017-06-26,29483,29796,28901,29215,32188,291174.0,8918052.0
2017-06-27,29214,29796,28767,29304,40049,292066.0,8918052.0
2017-06-28,29259,29304,28812,28812,28610,287161.0,8918052.0
2017-06-29,29348,29348,28633,28857,28265,287607.0,8918052.0
2017-06-30,28678,28946,27827,28186,45863,280919.0,8918052.0
2017-07-03,27961,28275,27737,27918,20511,278243.0,8918052.0
2017-07-04,28050,28140,27514,27605,28734,275122.0,8918052.0
2017-07-05,27380,27916,27380,27918,12552,278243.0,8918052.0
2017-07-06,27737,28095,27514,27739,19440,276460.0,8918052.0
2017-07-07,27514,27916,27424,27918,14059,278243.0,8918052.0
2017-07-10,27827,27872,26396,26709,42866,266204.0,8918052.0
2017-07-11,26709,26754,26172,26575,21211,264866.0,8918052.0
2017-07-12,26440,26664,25411,25949,37765,258624.0,8918052.0
2017-07-13,25993,26217,25411,26173,23289,260853.0,8918052.0
2017-07-14,26351,27022,26083,26933,24115,268433.0,8918052.0
2017-07-17,26798,27156,26664,27158,16773,270663.0,8918052.0
2017-07-18,27201,27514,26888,27247,13332,271555.0,8918052.0
2017-07-19,26977,27380,26932,27158,14321,270663.0,8918052.0
2017-07-20,27201,27559,27022,27336,16140,272446.0,8918052.0
2017-07-21,27201,27514,27022,27068,12355,269771.0,8918052.0
2017-07-24,27424,27424,26843,27158,13280,270663.0,8918052.0
2017-07-25,27335,27335,26798,26933,16641,268433.0,8918052.0
2017-07-26,26932,27201,26843,27068,11793,269771.0,8918052.0
2017-07-27,27067,27424,27067,27426,23245,273338.0,8918052.0
2017-07-28,27469,27514,26754,26978,26128,268879.0,8918052.0
2017-07-31,26977,27156,26485,26620,12883,265312.0,8918052.0
2017-08-01,26396,26932,26172,26888,18290,267987.0,8918052.0
2017-08-02,27022,27245,26575,27247,19175,271555.0,8918052.0
2017-08-03,27245,27469,26619,26843,27400,267542.0,8918052.0
2017-08-04,26664,27111,26664,26843,9144,267542.0,8918052.0
2017-08-07,26843,27737,26843,27694,22627,276014.0,8918052.0
2017-08-08,27916,28633,27648,28589,46930,284932.0,8918052.0
2017-08-09,28588,28588,27737,28097,23715,280027.0,8918052.0
2017-08-10,28095,28365,27424,27918,30060,278243.0,8918052.0
2017-08-11,27559,28588,27290,27694,29937,276014.0,8918052.0
2017-08-14,28006,28365,27782,28007,20019,279135.0,8918052.0
2017-08-16,28050,28499,27335,27336,42298,272446.0,8918052.0
2017-08-17,27380,28588,27290,28499,31563,284040.0,8918052.0
2017-08-18,28454,28946,28230,28454,31443,283594.0,8918052.0
2017-08-21,28409,28454,28095,28097,19100,280027.0,8918052.0
2017-08-22,28006,28320,27648,27649,19618,275568.0,8918052.0
2017-08-23,28095,28095,27380,27426,13725,273338.0,8918052.0
2017-08-24,27559,27782,27380,27471,10105,273784.0,8918052.0
2017-08-25,27380,27737,27380,27560,11483,274676.0,8918052.0
2017-08-28,27693,28588,27603,28544,41772,284486.0,8918052.0
2017-08-29,28365,28633,28050,28633,27271,285378.0,8918052.0
2017-08-30,28543,28633,28095,28141,20910,280473.0,8918052.0
2017-08-31,28365,28678,27916,28678,26732,285824.0,8918052.0
2017-09-01,28991,31675,28991,31497,380362,313915.0,8918052.0
2017-09-04,30645,34270,30466,33331,443251,332197.0,8918052.0
2017-09-05,33689,33689,31899,32526,219334,324171.0,8918052.0
2017-09-06,32569,33285,32301,32482,108176,323725.0,8918052.0
2017-09-07,32659,33420,32525,33197,126896,330860.0,8918052.0
2017-09-08,33644,33689,31899,32258,128666,321496.0,8918052.0
2017-09-11,31764,32748,31407,31944,105400,318374.0,8918052.0
2017-09-12,32212,32346,31004,31049,93366,309456.0,8918052.0
2017-09-13,31317,31317,30466,30647,76024,305443.0,8918052.0
2017-09-14,30735,31764,30377,31452,75895,313470.0,8918052.0
2017-09-15,31586,31630,30690,31318,84547,312132.0,8918052.0
2017-09-18,31362,31764,30915,30960,54818,308565.0,8918052.0
2017-09-19,31228,31228,30601,30915,43414,308119.0,8918052.0
2017-09-20,30870,31943,30780,30870,100374,307673.0,8918052.0
2017-09-21,30915,31183,29527,29708,88209,296079.0,8918052.0
2017-09-22,29975,29975,28678,28723,56441,286269.0,8918052.0
2017-09-25,28767,29035,27380,27739,67304,276460.0,8918052.0
2017-09-26,27022,28678,26932,27963,38520,278689.0,8918052.0
2017-09-27,28006,28588,28006,28007,15604,279135.0,8918052.0
2017-09-28,28409,28409,27559,27828,14635,277351.0,8918052.0
2017-09-29,27916,28454,27737,28097,18720,280027.0,8918052.0
2017-10-10,28185,28320,27603,27649,22894,275568.0,8918052.0
2017-10-11,27827,28812,27648,28589,32312,284932.0,8918052.0
2017-10-12,28588,28588,28006,28276,26317,281810.0,8918052.0
2017-10-13,28185,28499,27559,27739,40017,276460.0,8918052.0
2017-10-16,27737,28095,27335,27694,16503,276014.0,8918052.0
2017-10-17,27693,28543,27603,28141,28807,280473.0,8918052.0
2017-10-18,28095,28812,28095,28186,29394,280919.0,8918052.0
2017-10-19,28185,28722,27916,27918,31775,278243.0,8918052.0
2017-10-20,28095,28543,28006,28499,22666,284040.0,8918052.0
2017-10-23,28678,30288,28633,30244,97435,301430.0,8918052.0
2017-10-24,30064,30959,29930,30200,69214,300984.0,8918052.0
2017-10-25,30153,30825,30153,30513,38119,304106.0,8918052.0
2017-10-26,30377,30780,30019,30379,43475,302768.0,8918052.0
2017-10-27,30198,31049,30198,30781,48771,306781.0,8918052.0
2017-10-30,31094,32078,30915,31586,86857,314807.0,8918052.0
2017-10-31,31586,31943,31004,31184,52777,310794.0,8918052.0
2017-11-01,31228,32301,31138,31765,49143,316591.0,8918052.0
2017-11-02,32167,32167,30422,31362,54260,312578.0,8918052.0
2017-11-03,31228,32614,31228,32213,65905,321050.0,8918052.0
2017-11-06,32346,32480,31854,32168,37481,320604.0,8918052.0
2017-11-07,32078,32346,31362,31854,45511,317483.0,8918052.0
2017-11-08,31854,32346,31451,32258,37417,321496.0,8918052.0
2017-11-09,32301,32883,31764,32526,56117,324171.0,8918052.0
2017-11-10,32435,32793,31943,32078,38262,319712.0,8918052.0
2017-11-13,32122,34091,32122,33913,141771,337994.0,8918052.0
2017-11-14,34404,36910,34404,36597,346706,364748.0,8918052.0
2017-11-15,36865,37267,35343,36060,268898,359397.0,8918052.0
2017-11-16,36373,37401,35209,36999,151897,368761.0,8918052.0
2017-11-17,36954,36954,35790,35881,77501,357614.0,8918052.0
2017-11-20,35790,36283,34985,35792,80847,356722.0,8918052.0
2017-11-21,35701,35701,34091,34270,143252,341561.0,8918052.0
2017-11-22,34807,34851,33330,33376,112674,332643.0,8918052.0
2017-11-23,33420,34851,33151,34808,100850,346912.0,8918052.0
2017-11-24,34851,35164,33733,33734,75606,336211.0,8918052.0
2017-11-27,34136,35120,33733,34449,77436,343345.0,8918052.0
2017-11-28,34494,34672,33240,33242,60938,331306.0,8918052.0
2017-11-29,33375,34449,33106,33823,58001,337102.0,8918052.0
2017-11-30,34180,34270,32212,32482,89122,323725.0,8918052.0
2017-12-01,32525,33465,32256,33242,52025,331306.0,8918052.0
2017-12-04,33240,34583,33061,34405,76411,342899.0,8918052.0
2017-12-05,34628,35567,33599,34136,101010,340224.0,8918052.0
2017-12-06,34494,34672,32793,33018,48745,329076.0,8918052.0
2017-12-07,33510,33554,32256,33152,67247,330414.0,8918052.0
2017-12-08,33867,33912,32346,32347,44478,322388.0,8918052.0
2017-12-11,32167,33867,32167,33823,37841,337102.0,8918052.0
2017-12-12,33420,35388,33420,34494,91995,343791.0,8918052.0
2017-12-13,34449,35522,34449,35345,58575,352263.0,8918052.0
2017-12-14,35656,35701,34225,34718,93773,346020.0,8918052.0
2017-12-15,34717,37580,34449,37582,203469,374558.0,8918052.0
2017-12-18,38251,42949,38251,41429,515333,412906.0,8918052.0
2017-12-19,41070,41697,38789,39818,241113,396853.0,8918052.0
2017-12-20,39281,40175,38565,39460,78559,393286.0,8918052.0
2017-12-21,39460,42591,39147,40848,229681,407109.0,8918052.0
2017-12-22,41339,42412,40488,42145,116153,420040.0,8918052.0
2017-12-26,42949,43083,41428,42234,119786,420932.0,8918052.0
2017-12-27,43031,43031,40593,42094,96076,400421.0,8918052.0
2017-12-28,41859,42468,39562,40500,127661,385260.0,8918052.0
2018-01-02,40500,41437,39281,40781,87355,387935.0,8918052.0
2018-01-03,40781,41062,39375,39938,108611,379909.0,8918052.0
2018-01-04,39656,40828,38718,38859,106077,369653.0,8918052.0
2018-01-05,38859,39890,38859,39469,65384,375450.0,8918052.0
2018-01-08,39468,39562,38343,39094,88327,371883.0,8918052.0
2018-01-09,38953,40640,38390,39563,117927,376342.0,8918052.0
2018-01-10,39562,40171,38859,39609,67763,376788.0,8918052.0
2018-01-11,39515,41015,39375,40828,99075,388381.0,8918052.0
2018-01-12,41062,42281,40265,41203,159009,391948.0,8918052.0
2018-01-15,41250,41718,40406,41672,72196,396407.0,8918052.0
2018-01-16,41671,43781,41296,42094,168573,400421.0,8918052.0
2018-01-17,42281,43593,41906,43125,100601,410230.0,8918052.0
2018-01-18,44015,44062,42468,42984,97510,408893.0,8918052.0
2018-01-19,42984,45843,42843,43922,195148,417811.0,8918052.0
2018-01-22,44109,44250,42140,42328,71010,402650.0,8918052.0
2018-01-23,42937,43078,41578,42141,53544,400866.0,8918052.0
2018-01-24,42187,43828,42187,42844,73040,407555.0,8918052.0
2018-01-25,42984,43687,42656,43547,63640,414244.0,8918052.0
2018-01-26,43546,43781,42843,43453,46573,413352.0,8918052.0
2018-01-29,43218,43734,42046,42328,62488,402650.0,8918052.0
2018-01-30,42328,42328,40968,41156,88437,391502.0,8918052.0
2018-01-31,40312,41671,39843,41156,45665,391502.0,8918052.0
2018-02-01,41109,42234,41015,41484,56212,394624.0,8918052.0
2018-02-02,41671,41671,40640,41250,44270,392394.0,8918052.0
2018-02-05,39375,40734,39187,39188,51548,372775.0,8918052.0
2018-02-06,38203,39375,35390,39375,105025,374558.0,8918052.0
2018-02-07,40359,40453,38296,38297,60666,364302.0,8918052.0
2018-02-08,38906,41812,38296,41016,106772,390165.0,8918052.0
2018-02-09,40078,40312,38953,39656,50188,377234.0,8918052.0
2018-02-12,39515,40218,39515,39844,25932,379017.0,8918052.0
2018-02-13,39609,40640,38578,38578,30253,366978.0,8918052.0
2018-02-14,38531,39656,37828,39422,30185,375004.0,8918052.0
2018-02-19,40078,41484,39843,41484,38422,394624.0,8918052.0
2018-02-20,40968,41484,39750,40125,35833,381693.0,8918052.0
2018-02-21,40171,41250,39937,41063,28285,390611.0,8918052.0
2018-02-22,40546,40921,39890,39984,27622,380355.0,8918052.0
2018-02-23,40171,40640,39796,40406,19992,384368.0,8918052.0
2018-02-26,41062,41953,40687,41391,50489,393732.0,8918052.0
2018-02-27,41906,41906,40406,40641,21449,386598.0,8918052.0
2018-02-28,40171,40593,38671,39141,44351,372329.0,8918052.0
2018-03-02,38718,38718,37500,38672,51712,367870.0,8918052.0
2018-03-05,38625,38625,37312,37313,40873,354938.0,8918052.0
2018-03-06,37875,38531,37687,38438,24036,365640.0,8918052.0
2018-03-07,38343,39328,37968,38438,40532,365640.0,8918052.0
2018-03-08,38437,39140,37781,38438,28703,365640.0,8918052.0
2018-03-09,38484,39609,38484,39188,28633,372775.0,8918052.0
2018-03-12,40453,40453,39375,39938,27568,379909.0,8918052.0
2018-03-13,39890,39890,38812,39375,39234,374558.0,8918052.0
2018-03-14,39375,39375,37828,38625,48417,367424.0,8918052.0
2018-03-15,38671,38812,38156,38719,27357,368316.0,8918052.0
2018-03-16,38718,39328,38484,39141,32648,372329.0,8918052.0
2018-03-19,39093,39750,38437,39047,47070,371437.0,8918052.0
2018-03-20,38765,40125,38625,40078,74773,381247.0,8918052.0
2018-03-21,40453,42187,39984,41672,164573,396407.0,8918052.0
2018-03-22,42187,43078,41015,41297,134260,392840.0,8918052.0
2018-03-23,39656,40828,38484,38484,68963,366086.0,8918052.0
2018-03-26,38484,40125,38390,40125,51355,381693.0,8918052.0
2018-03-27,40125,40781,40031,40500,37292,385260.0,8918052.0
2018-03-28,39890,40406,39515,40078,36586,381247.0,8918052.0
2018-03-29,40125,42000,40125,41859,62779,398191.0,8918052.0
2018-03-30,42187,42656,41578,41906,54929,398637.0,8918052.0
2018-04-02,42843,42843,40687,41391,53412,393732.0,8918052.0
2018-04-03,40875,42375,40359,42375,61558,403096.0,8918052.0
2018-04-04,42375,42750,40734,41438,72661,394178.0,8918052.0
2018-04-05,42093,44296,41906,43453,231262,413352.0,8918052.0
2018-04-06,43640,44203,42703,43500,145747,433736.0,9347753.0
2018-04-09,43078,44578,42796,43594,108159,434671.0,9347753.0
2018-04-10,43593,43781,41578,41953,110783,418312.0,9347753.0
2018-04-11,42093,42562,41343,41906,79410,417845.0,9347753.0
2018-04-12,41625,42656,40312,40406,104773,402888.0,9347753.0
2018-04-13,40453,41156,39796,40969,46398,408497.0,9347753.0
2018-04-16,41015,41437,40593,41297,41670,411769.0,9347753.0
2018-04-17,42093,42140,40546,40875,59073,407562.0,9347753.0
2018-04-18,40875,41250,39937,40547,54454,404290.0,9347753.0
2018-04-19,40312,40828,39375,39938,53281,398214.0,9347753.0
2018-04-20,40406,40406,39375,39844,38632,397280.0,9347753.0
2018-04-23,39843,39890,37968,38109,74912,379986.0,9347753.0
2018-04-24,37921,38484,37500,37688,33528,375780.0,9347753.0
2018-04-25,37781,41531,37218,39563,221402,394475.0,9347753.0
2018-04-26,39984,39984,38718,39281,61547,391671.0,9347753.0
2018-04-27,39281,39656,38390,38906,38158,387932.0,9347753.0
2018-04-30,38671,39000,37171,37313,79076,372041.0,9347753.0
2018-05-02,36843,37734,35718,36328,58374,362225.0,9347753.0
2018-05-03,36328,36656,35531,35531,46550,354280.0,9347753.0
2018-05-04,35250,35437,34031,34031,68244,339323.0,9347753.0
2018-05-08,34453,36234,32812,32813,96325,327171.0,9347753.0
2018-05-09,32812,34500,32203,34500,66902,343997.0,9347753.0
2018-05-10,33937,34593,33093,33234,59798,331378.0,9347753.0
2018-05-11,33000,34453,33000,34031,39485,339323.0,9347753.0
2018-05-14,34125,34125,33046,33328,36605,332313.0,9347753.0
2018-05-15,33375,33609,32437,32578,36150,324834.0,9347753.0
2018-05-16,32578,33140,32109,32672,53953,325769.0,9347753.0
2018-05-17,33843,35015,33000,33328,135655,332313.0,9347753.0
2018-05-18,33375,34359,33375,33797,46587,336986.0,9347753.0
2018-05-21,33468,34171,33000,33797,39340,336986.0,9347753.0
2018-05-23,33562,34031,33000,33047,28307,329508.0,9347753.0
2018-05-24,32906,33562,32531,32531,40058,324367.0,9347753.0
2018-05-25,32437,32531,31453,31547,58565,314552.0,9347753.0
2018-05-28,31453,32296,31312,31547,37777,314552.0,9347753.0
2018-05-29,31453,33093,31453,32344,56376,322497.0,9347753.0
2018-05-30,32343,32343,30656,31078,72834,309878.0,9347753.0
2018-05-31,31125,32531,30890,31125,62529,310345.0,9347753.0
2018-06-01,31218,32343,31218,32109,21608,320161.0,9347753.0
