안랩(053800),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2005-01-13,13487,13866,13222,13411,147362,131895.0,7451700.0
2005-01-14,13298,13676,13222,13221,93568,130032.0,7451700.0
2005-01-17,13260,13676,13260,13335,136743,131150.0,7451700.0
2005-01-18,13525,14017,13487,13638,147763,134131.0,7451700.0
2005-01-19,13828,13828,13373,13486,86801,132640.0,7451700.0
2005-01-20,13638,13790,13335,13486,115338,132640.0,7451700.0
2005-01-21,13373,13638,13335,13486,65941,132640.0,7451700.0
2005-01-24,13714,15078,13714,15078,936120,148289.0,7451700.0
2005-01-25,15457,15457,14472,14471,342690,142327.0,7451700.0
2005-01-26,14699,14775,14169,14320,214295,140837.0,7451700.0
2005-01-27,14510,14964,14282,14547,161857,143073.0,7451700.0
2005-01-28,14434,14548,14055,14358,98719,141210.0,7451700.0
2005-01-31,14396,14472,14169,14244,104467,140092.0,7451700.0
2005-02-01,14245,14661,14207,14471,110420,142327.0,7451700.0
2005-02-02,14548,14661,14207,14358,78007,141210.0,7451700.0
2005-02-03,14283,15078,14283,14699,222003,144563.0,7451700.0
2005-02-04,14623,15040,14472,15002,167871,147544.0,7451700.0
2005-02-07,15078,15078,14813,14850,75214,146053.0,7451700.0
2005-02-11,14737,14737,14510,14547,88280,143073.0,7451700.0
2005-02-14,14775,15230,14623,15002,202848,147544.0,7451700.0
2005-02-15,15154,16593,14927,15646,440165,153878.0,7451700.0
2005-02-16,15722,16480,15684,16214,428199,159466.0,7451700.0
2005-02-17,18147,18147,18147,18146,137089,178468.0,7451700.0
2005-02-18,18412,19852,18336,18866,553912,185547.0,7451700.0
2005-02-21,18980,19548,18374,18374,218019,180704.0,7451700.0
2005-02-22,18412,18753,17427,17578,210787,172879.0,7451700.0
2005-02-23,17200,18033,17200,17730,127447,174370.0,7451700.0
2005-02-24,17692,19321,17692,18639,160341,183312.0,7451700.0
2005-02-25,19094,19094,18563,18752,123642,184430.0,7451700.0
2005-02-28,18867,19624,18677,19472,159100,191509.0,7451700.0
2005-03-02,19700,20230,19548,20192,193964,198588.0,7451700.0
2005-03-03,20306,20496,19435,19700,189293,193744.0,7451700.0
2005-03-04,20800,21900,20050,21500,349714,160212.0,7451700.0
2005-03-07,21600,21700,19950,20300,165010,151270.0,7451700.0
2005-03-08,19600,20000,18800,19200,161948,143073.0,7451700.0
2005-03-09,19000,19550,18500,19550,128090,145681.0,7451700.0
2005-03-10,19000,19500,19000,19150,59616,142700.0,7451700.0
2005-03-11,19200,19500,19050,19200,80146,143073.0,7451700.0
2005-03-14,19200,19700,19200,19600,81361,146053.0,7451700.0
2005-03-15,19750,19850,18650,18850,81757,140465.0,7451700.0
2005-03-16,18600,19150,18500,18750,51659,139719.0,7451700.0
2005-03-17,18400,18550,17950,17950,90497,133758.0,7451700.0
2005-03-18,17550,18450,16650,16800,183682,125189.0,7451700.0
2005-03-21,16900,17550,16700,17500,144781,130405.0,7451700.0
2005-03-22,17250,17700,17250,17400,44876,129660.0,7451700.0
2005-03-23,17200,17300,16400,16600,86070,123698.0,7451700.0
2005-03-24,16500,16800,15700,16100,94434,119972.0,7451700.0
2005-03-25,16000,16550,15950,16500,65621,122953.0,7451700.0
2005-03-28,16500,17000,16500,16650,55957,124071.0,7451700.0
2005-03-29,16750,16750,16200,16300,37261,121463.0,7451700.0
2005-03-30,15950,16350,15950,16050,45236,119600.0,7451700.0
2005-03-31,16350,18300,16300,17900,371858,176756.0,9874620.0
2005-04-01,17450,17800,16900,17500,159660,172806.0,9874620.0
2005-04-04,17700,17950,17200,17200,93244,169843.0,9874620.0
2005-04-06,16950,17550,16900,17200,102898,169843.0,9874620.0
2005-04-07,17700,18100,17500,17900,139700,176756.0,9874620.0
2005-04-08,18150,18200,17550,17700,88036,174781.0,9874620.0
2005-04-11,17300,17600,16700,16800,143508,165894.0,9874620.0
2005-04-12,16650,17000,16650,16850,56281,166387.0,9874620.0
2005-04-13,16700,16850,16150,16200,138348,159969.0,9874620.0
2005-04-14,15900,16200,15800,15800,130326,156019.0,9874620.0
2005-04-15,15600,15750,15000,15000,120760,148119.0,9874620.0
2005-04-18,14400,14600,13400,13550,361538,133801.0,9874620.0
2005-04-19,14200,15550,14100,15550,451214,153550.0,9874620.0
2005-04-20,15700,16350,15150,15850,337277,156513.0,9874620.0
2005-04-21,15550,15900,14900,15650,102099,154538.0,9874620.0
2005-04-22,16000,16200,15700,15700,103335,155032.0,9874620.0
2005-04-25,15300,15700,15200,15250,61100,150588.0,9874620.0
2005-04-26,15450,17450,15350,17100,420100,168856.0,9874620.0
2005-04-27,16950,18550,16950,18200,568779,179718.0,9874620.0
2005-04-28,18750,18750,17000,17550,188272,173300.0,9874620.0
2005-04-29,17000,18500,16550,16800,223754,165894.0,9874620.0
2005-05-02,16800,17650,16800,17300,109587,170831.0,9874620.0
2005-05-03,17500,17600,16250,16400,115594,161944.0,9874620.0
2005-05-04,16250,16900,16250,16800,97989,165894.0,9874620.0
2005-05-06,16800,16950,16300,16300,149425,160956.0,9874620.0
2005-05-09,16350,16400,15950,15950,80167,157500.0,9874620.0
2005-05-10,15950,16950,15950,16400,129276,161944.0,9874620.0
2005-05-11,16250,16350,15750,16000,70803,157994.0,9874620.0
2005-05-12,16000,16300,15950,16000,39664,157994.0,9874620.0
2005-05-13,15750,16100,15750,15850,81176,156513.0,9874620.0
2005-05-16,15900,16450,15900,15950,147567,157500.0,9874620.0
2005-05-17,16050,16250,15900,16200,80343,159969.0,9874620.0
2005-05-18,16450,17100,16150,16500,189578,162931.0,9874620.0
2005-05-19,16800,16800,16550,16750,79313,165400.0,9874620.0
2005-05-20,16800,16900,16400,16550,63949,163425.0,9874620.0
2005-05-23,16550,16650,16150,16300,117157,160956.0,9874620.0
2005-05-24,16400,16850,16200,16400,181956,161944.0,9874620.0
2005-05-25,16300,16500,16000,16000,113577,157994.0,9874620.0
2005-05-26,16000,16600,16000,16550,102739,163425.0,9874620.0
2005-05-27,17000,17950,16850,17750,495541,175275.0,9874620.0
2005-05-30,18050,18050,17400,17500,130798,172806.0,9874620.0
2005-05-31,17700,17950,17300,17900,143709,176756.0,9874620.0
2005-06-01,17800,17900,17400,17600,85619,173793.0,9874620.0
2005-06-02,18150,18650,17950,17950,227630,177249.0,9874620.0
2005-06-03,17950,18200,17700,18100,136931,178731.0,9874620.0
2005-06-07,18800,19050,18400,18700,291211,184655.0,9874620.0
2005-06-08,18600,18700,17750,18000,213911,177743.0,9874620.0
2005-06-09,17850,18350,17650,18200,152425,179718.0,9874620.0
2005-06-10,18000,18400,17800,17800,97421,175768.0,9874620.0
2005-06-13,17800,18150,17800,17800,95337,175768.0,9874620.0
2005-06-14,17750,18400,17750,18000,124130,177743.0,9874620.0
2005-06-15,18000,18200,17800,18150,121180,179224.0,9874620.0
2005-06-16,18400,18400,17950,18200,101889,179718.0,9874620.0
2005-06-17,18150,19150,17900,19000,229581,187618.0,9874620.0
2005-06-20,19150,19150,17300,17350,373105,171325.0,9874620.0
2005-06-21,17200,17250,16500,16550,258493,163425.0,9874620.0
2005-06-22,16600,16850,16600,16700,126263,164906.0,9874620.0
2005-06-23,16550,16950,16550,16600,150511,163919.0,9874620.0
2005-06-24,16650,17600,16600,16850,148988,166387.0,9874620.0
2005-06-27,16900,17200,16900,17000,78208,167869.0,9874620.0
2005-06-28,17000,17200,16750,16750,71853,165400.0,9874620.0
2005-06-29,16750,17400,16750,17150,106243,169350.0,9874620.0
2005-06-30,16900,17300,16900,17250,61672,170426.0,9879741.0
2005-07-01,17200,17450,16900,16950,84966,167462.0,9879741.0
2005-07-04,17100,17250,17050,17150,56472,169438.0,9879741.0
2005-07-05,17600,18000,17550,17700,204598,174871.0,9879741.0
2005-07-06,17700,17900,17350,17650,89254,174377.0,9879741.0
2005-07-07,17650,17850,17350,17650,120121,174377.0,9879741.0
2005-07-08,17900,18300,17700,17900,206865,176847.0,9879741.0
2005-07-11,18100,18700,17950,18250,241287,180305.0,9879741.0
2005-07-12,18600,18650,17700,17700,128316,174871.0,9879741.0
2005-07-13,17700,17950,17450,17450,95887,172401.0,9879741.0
2005-07-14,17250,17800,17250,17350,73761,171414.0,9879741.0
2005-07-15,17500,17550,17300,17350,56795,171414.0,9879741.0
2005-07-18,17600,18150,17550,17850,172377,176353.0,9879741.0
2005-07-19,17750,17900,17500,17800,150373,175859.0,9879741.0
2005-07-20,18000,18100,17500,17500,129388,172895.0,9879741.0
2005-07-21,17500,17800,17500,17550,67064,173389.0,9879741.0
2005-07-22,17450,17550,17000,17150,77475,169438.0,9879741.0
2005-07-25,17000,18150,17000,17750,217942,175365.0,9879741.0
2005-07-26,17950,18150,17500,17650,117199,174377.0,9879741.0
2005-07-27,17650,17800,17500,17600,67898,173883.0,9879741.0
2005-07-28,17600,17900,17350,17450,165739,172401.0,9879741.0
2005-07-29,17500,17750,17450,17650,126335,174377.0,9879741.0
2005-08-01,17800,17950,17550,17550,99695,173389.0,9879741.0
2005-08-02,17550,17800,17450,17500,55411,172895.0,9879741.0
2005-08-03,17550,17950,17550,17950,113902,177341.0,9879741.0
2005-08-04,17950,18000,17350,17450,102986,172401.0,9879741.0
2005-08-05,17300,17400,16800,16850,100384,166474.0,9879741.0
2005-08-08,16400,16850,16400,16550,56947,163510.0,9879741.0
2005-08-09,16550,17000,16400,16900,42761,166968.0,9879741.0
2005-08-10,17050,17300,16950,17000,35732,167956.0,9879741.0
2005-08-11,16850,17450,16850,17100,57653,168944.0,9879741.0
2005-08-12,17400,17400,17100,17100,44127,168944.0,9879741.0
2005-08-16,17100,17250,16800,16800,59988,165980.0,9879741.0
2005-08-17,16950,17050,16550,16600,69199,164004.0,9879741.0
2005-08-18,16650,16800,16500,16550,53259,163510.0,9879741.0
2005-08-19,16500,16600,16350,16400,46512,162028.0,9879741.0
2005-08-22,16400,16750,16400,16700,55377,165108.0,9886733.0
2005-08-23,16550,16750,16550,16650,47888,164614.0,9886733.0
2005-08-24,16550,16750,16450,16700,32026,165108.0,9886733.0
2005-08-25,16600,16600,16450,16600,37636,164120.0,9886733.0
2005-08-26,16500,17000,16450,16750,60195,165603.0,9886733.0
2005-08-29,16750,17300,16550,16800,110894,166097.0,9886733.0
2005-08-30,17300,17300,16800,16850,47880,166591.0,9886733.0
2005-08-31,16650,16950,16650,16850,34105,166591.0,9886733.0
2005-09-01,16900,17200,16850,16850,65983,166591.0,9886733.0
2005-09-02,16900,17300,16800,17100,93788,169063.0,9886733.0
2005-09-05,17100,17200,16750,16850,75655,166591.0,9886733.0
2005-09-06,16850,17000,16800,16800,51511,166097.0,9886733.0
2005-09-07,17050,18050,16950,17850,311525,176478.0,9886733.0
2005-09-08,17900,18200,17650,17900,98401,176973.0,9886733.0
2005-09-09,18100,18300,17550,17850,105463,176478.0,9886733.0
2005-09-12,18000,18200,17750,18100,93946,178950.0,9886733.0
2005-09-13,18200,18650,18050,18400,171869,181916.0,9886733.0
2005-09-14,18350,18550,18050,18300,136399,180927.0,9886733.0
2005-09-15,18300,18400,17600,17800,102019,175984.0,9886733.0
2005-09-16,17750,18000,17500,17800,63336,175984.0,9886733.0
2005-09-20,18000,20400,17950,19800,644076,195757.0,9886733.0
2005-09-21,19700,19700,19150,19650,149019,194274.0,9886733.0
2005-09-22,19650,21200,19650,20650,440852,204161.0,9886733.0
2005-09-23,20650,21000,19950,20200,157136,199712.0,9886733.0
2005-09-26,20250,20700,20050,20700,135799,204655.0,9886733.0
2005-09-27,20700,21350,19900,19900,177733,196746.0,9886733.0
2005-09-28,19850,20300,19750,20150,124398,199218.0,9886733.0
2005-09-29,20550,21850,20550,21000,283752,207621.0,9886733.0
2005-09-30,21000,21300,20400,20600,95718,203667.0,9886733.0
2005-10-04,20400,21100,20300,20750,96230,205150.0,9886733.0
2005-10-05,20500,21500,20450,20950,131048,207127.0,9886733.0
2005-10-06,20900,21650,20650,21150,219591,209104.0,9886733.0
2005-10-07,20850,21350,20750,20850,104407,206138.0,9886733.0
2005-10-10,20850,21600,20850,21400,160371,211576.0,9886733.0
2005-10-11,21400,22250,21400,22250,203172,219980.0,9886733.0
2005-10-12,22500,23900,22150,22550,443106,222946.0,9886733.0
2005-10-13,22550,23750,22250,23400,249703,231350.0,9886733.0
2005-10-14,23800,23850,22600,23000,139902,227395.0,9886733.0
2005-10-17,22700,23200,21600,21700,104961,214542.0,9886733.0
2005-10-18,21500,23200,21500,23150,164541,228878.0,9886733.0
2005-10-19,23150,23600,22000,22150,152891,218991.0,9886733.0
2005-10-20,22500,22850,22300,22300,143676,220474.0,9886733.0
2005-10-21,21800,21800,21200,21750,158883,215036.0,9886733.0
2005-10-24,21600,22350,21600,22200,81497,219485.0,9886733.0
2005-10-25,22300,22450,21650,21700,70838,214542.0,9886733.0
2005-10-26,21650,21950,20900,21000,99869,207621.0,9886733.0
2005-10-27,21000,21150,20450,20450,83234,202184.0,9886733.0
2005-10-28,20100,20150,19550,19700,93073,194769.0,9886733.0
2005-10-31,20100,20200,19800,20000,49053,197735.0,9886733.0
2005-11-01,20000,20400,20000,20200,100002,199712.0,9886733.0
2005-11-02,20200,20850,20200,20500,72548,202678.0,9886733.0
2005-11-03,20750,21650,20750,21500,102678,212565.0,9886733.0
2005-11-04,21900,21900,21300,21600,74257,213553.0,9886733.0
2005-11-07,21500,21600,21000,21350,48184,211082.0,9886733.0
2005-11-08,21200,21800,21150,21600,51421,213553.0,9886733.0
2005-11-09,21400,22800,21300,22500,135730,222451.0,9886733.0
2005-11-10,22500,23100,22200,23000,99142,227395.0,9886733.0
2005-11-11,23400,23400,22300,22350,82214,220968.0,9886733.0
2005-11-14,22350,22500,21500,21650,89356,214048.0,9886733.0
2005-11-15,21650,21950,20950,21500,77323,212565.0,9886733.0
2005-11-16,21250,22100,21250,22000,77408,217508.0,9886733.0
2005-11-17,21700,23300,21700,23200,150692,229372.0,9886733.0
2005-11-18,23600,24500,23300,24450,258765,241731.0,9886733.0
2005-11-21,24450,25350,23750,25150,239424,248651.0,9886733.0
2005-11-22,25500,25500,24300,24900,87287,246180.0,9886733.0
2005-11-23,24900,28600,24900,28600,405815,282761.0,9886733.0
2005-11-24,29000,31400,28500,30200,384383,298579.0,9886733.0
2005-11-25,30500,30500,29100,30300,201012,299568.0,9886733.0
2005-11-28,30350,34800,29300,34800,397420,344058.0,9886733.0
2005-11-29,34100,37900,32100,33000,530474,326262.0,9886733.0
2005-11-30,32250,33650,31050,33000,473675,326655.0,9898640.0
2005-12-01,32900,33300,31300,32300,202357,319726.0,9898640.0
2005-12-02,31750,32800,31000,31400,308593,310817.0,9898640.0
2005-12-05,31200,34150,31100,32400,315486,320716.0,9898640.0
2005-12-06,31800,32600,30300,30400,246349,300919.0,9898640.0
2005-12-07,30050,30700,28750,29300,214621,290030.0,9898640.0
2005-12-08,28750,30200,28400,28800,151675,285081.0,9898640.0
2005-12-09,28400,29700,28400,29450,155546,291515.0,9898640.0
2005-12-12,29450,30300,29200,29250,105940,289535.0,9898640.0
2005-12-13,29250,30800,29150,30650,200316,303393.0,9898640.0
2005-12-14,30800,31700,30300,30650,168799,303393.0,9898640.0
2005-12-15,30800,31250,29400,30400,125945,300919.0,9898640.0
2005-12-16,29400,30200,28100,29800,190628,294979.0,9898640.0
2005-12-19,28700,29600,28700,29100,126126,288050.0,9898640.0
2005-12-20,29200,32550,29200,30750,352041,304383.0,9898640.0
2005-12-21,31000,32050,30250,30850,106701,305373.0,9898640.0
2005-12-22,30700,31750,30200,30200,114331,298939.0,9898640.0
2005-12-23,29550,30000,28700,29300,108625,290030.0,9898640.0
2005-12-26,29200,29450,28850,28850,69013,285576.0,9898640.0
2005-12-27,28300,29750,28300,28700,110569,284091.0,9898640.0
2005-12-28,28400,29050,28100,28200,90758,279142.0,9898640.0
2005-12-29,28150,29500,28150,28450,94445,281616.0,9898640.0
2006-01-02,28600,32700,28600,32700,261381,323686.0,9898640.0
2006-01-03,33000,33900,31250,32900,227461,325665.0,9898640.0
2006-01-04,34800,36850,33100,34500,572028,341503.0,9898640.0
2006-01-05,34500,36500,32450,34750,359821,343978.0,9898640.0
2006-01-06,34200,34700,33400,33700,169796,333584.0,9898640.0
2006-01-09,33750,35000,32950,33600,200631,332594.0,9898640.0
2006-01-10,34050,36500,33950,35000,548017,346452.0,9898640.0
2006-01-11,34700,35300,33750,35200,166203,348432.0,9898640.0
2006-01-12,35200,37600,34800,37450,280291,370704.0,9898640.0
2006-01-13,37500,38300,36200,37350,144524,369714.0,9898640.0
2006-01-16,37300,38150,37000,38000,152031,376148.0,9898640.0
2006-01-17,38200,38200,34500,35000,188109,346452.0,9898640.0
2006-01-18,33900,34300,30200,32200,354204,318736.0,9898640.0
2006-01-19,31500,32500,30600,31100,262436,307848.0,9898640.0
2006-01-20,30800,31650,27350,27650,216817,273697.0,9898640.0
2006-01-23,26150,27150,23800,25750,277122,254890.0,9898640.0
2006-01-24,25950,26950,24600,26550,263761,262809.0,9898640.0
2006-01-25,26550,28950,26550,27000,332564,267263.0,9898640.0
2006-01-26,27600,27700,26350,27300,143061,270233.0,9898640.0
2006-01-27,28200,28650,27800,28300,273809,280132.0,9898640.0
2006-01-31,28750,30450,28750,29700,268750,293990.0,9898640.0
2006-02-01,29700,29700,27000,27500,215976,272213.0,9898640.0
2006-02-02,28200,29100,26700,27600,209664,273202.0,9898640.0
2006-02-03,26500,27150,25800,26200,127542,259344.0,9898640.0
2006-02-06,25800,26850,25300,26850,154690,265778.0,9898640.0
2006-02-07,26500,27450,26500,26950,105131,266768.0,9898640.0
2006-02-08,26800,28150,26800,27500,131898,272213.0,9898640.0
2006-02-09,28200,28300,26950,27500,111807,272472.0,9908057.0
2006-02-10,27350,27950,26500,27200,100627,269499.0,9908057.0
2006-02-13,27950,27950,26400,26500,219558,262564.0,9908057.0
2006-02-14,26200,26850,25800,26250,135219,260086.0,9908057.0
2006-02-15,26550,26800,25400,25400,148185,251665.0,9908057.0
2006-02-16,25400,26000,25400,25550,103886,253151.0,9908057.0
2006-02-17,25700,26250,25600,25600,99616,253646.0,9908057.0
2006-02-20,25550,26950,25400,26750,186786,265041.0,9908057.0
2006-02-21,26950,27100,26350,26800,79417,265536.0,9908057.0
2006-02-22,26500,26950,26050,26600,68354,263554.0,9908057.0
2006-02-23,26750,27150,26700,27000,92862,267518.0,9908057.0
2006-02-24,26950,28150,26800,27600,146555,273462.0,9908057.0
2006-02-27,27650,28200,27350,27950,88839,276930.0,9908057.0
2006-02-28,28500,28700,27750,28400,202691,281389.0,9908057.0
2006-03-02,28750,28750,27100,27100,125639,268508.0,9908057.0
2006-03-03,26900,27050,25550,25700,201781,254637.0,9908057.0
2006-03-06,25350,26300,25350,25750,84493,255132.0,9908057.0
2006-03-07,25500,25750,24750,25000,93358,247701.0,9908057.0
2006-03-08,24300,25200,24300,24950,81837,247206.0,9908057.0
2006-03-09,24700,25700,24700,24750,86223,245224.0,9908057.0
2006-03-10,24550,25000,24550,24800,67484,245720.0,9908057.0
2006-03-13,25300,25400,24750,24900,76653,246711.0,9908057.0
2006-03-14,24800,24900,24000,24300,109310,240766.0,9908057.0
2006-03-15,24300,24600,23900,23900,65592,236803.0,9908057.0
2006-03-16,23650,24100,23000,23100,110268,228876.0,9908057.0
2006-03-17,22650,23500,22650,23500,73642,232839.0,9908057.0
2006-03-20,23500,24050,23450,23800,85002,235812.0,9908057.0
2006-03-21,23850,24250,23450,23600,69938,233830.0,9908057.0
2006-03-22,23250,24100,22700,22750,92832,225408.0,9908057.0
2006-03-23,22800,23100,22200,22400,68820,221940.0,9908057.0
2006-03-24,21700,22100,21100,22000,152323,217977.0,9908057.0
2006-03-27,21700,22500,21550,21800,99851,215996.0,9908057.0
2006-03-28,21650,21800,20900,21050,124379,208565.0,9908057.0
2006-03-29,21050,22250,21050,22200,139693,219959.0,9908057.0
2006-03-30,22500,23050,22500,23000,155349,227885.0,9908057.0
2006-03-31,22900,23550,22300,23500,188092,232839.0,9908057.0
2006-04-03,23550,24550,23400,23800,165697,235812.0,9908057.0
2006-04-04,23900,24050,23350,23450,81995,232344.0,9908057.0
2006-04-05,24100,24700,24100,24250,188689,240270.0,9908057.0
2006-04-06,24500,24600,23850,23850,102222,236307.0,9908057.0
2006-04-07,23950,24050,23500,23800,76846,235928.0,9912935.0
2006-04-10,23350,24100,23300,23750,133559,235432.0,9912935.0
2006-04-11,24000,24100,22600,22800,195681,226015.0,9912935.0
2006-04-12,22600,23300,22350,23150,168152,229484.0,9912935.0
2006-04-13,23200,23350,22800,23100,97923,228989.0,9912935.0
2006-04-14,23200,24450,23200,24100,208861,238902.0,9912935.0
2006-04-17,24500,24550,23500,23650,134710,234441.0,9912935.0
2006-04-18,23450,23650,22850,23150,165553,229484.0,9912935.0
2006-04-19,23550,25000,23200,24900,434075,246832.0,9912935.0
2006-04-20,25500,26000,24650,25000,268328,247823.0,9912935.0
2006-04-21,25000,28600,25000,27900,752229,276571.0,9912935.0
2006-04-24,27600,27600,26550,26700,164712,264675.0,9912935.0
2006-04-25,26600,28100,26550,26800,240516,265667.0,9912935.0
2006-04-26,27000,27300,26650,26850,116201,266162.0,9912935.0
2006-04-27,27300,28200,26950,26950,253446,267154.0,9912935.0
2006-04-28,26300,26450,24650,24700,320998,244849.0,9912935.0
2006-05-02,24200,24450,23250,23500,207603,232954.0,9912935.0
2006-05-03,23300,24200,22800,22800,212189,226015.0,9912935.0
2006-05-04,22750,23250,22550,23000,127022,227998.0,9912935.0
2006-05-08,23250,23500,22850,23200,103495,229980.0,9912935.0
2006-05-09,23450,23650,22800,22950,117967,227502.0,9912935.0
2006-05-10,22950,23200,22750,22750,74963,225519.0,9912935.0
2006-05-11,22800,23150,22650,22950,69211,227502.0,9912935.0
2006-05-12,22600,22700,22200,22700,100320,225024.0,9912935.0
2006-05-15,22500,22500,21800,21900,100713,217093.0,9912935.0
2006-05-16,21900,22150,21100,21500,102373,213128.0,9912935.0
2006-05-17,21600,21900,21100,21200,81261,210154.0,9912935.0
2006-05-18,20450,20550,19850,20100,165104,199250.0,9912935.0
2006-05-19,19950,22150,19800,21350,308726,211641.0,9912935.0
2006-05-22,21600,21650,20400,20900,70112,207180.0,9912935.0
2006-05-23,20600,21550,20600,21150,123124,209659.0,9912935.0
2006-05-24,21100,22250,21100,21800,155919,216102.0,9912935.0
2006-05-25,22600,23050,22250,22500,218304,223041.0,9912935.0
2006-05-26,22550,23000,22450,22500,106075,223041.0,9912935.0
2006-05-29,23400,23400,22400,22500,70732,223041.0,9912935.0
2006-05-30,22350,23000,22300,22500,86384,223041.0,9912935.0
2006-06-01,22200,22800,22200,22500,64077,223041.0,9912935.0
2006-06-02,22750,23000,22400,22800,79837,226015.0,9912935.0
2006-06-05,23100,23100,22450,22700,46896,225024.0,9912935.0
2006-06-07,22050,22450,21650,21800,82239,216102.0,9912935.0
2006-06-08,21400,22200,21100,22000,45254,218085.0,9912935.0
2006-06-09,22400,23000,22400,22950,72638,227502.0,9912935.0
2006-06-12,23050,23100,22500,22950,86302,227502.0,9912935.0
2006-06-13,22500,23050,22500,22550,69859,223537.0,9912935.0
2006-06-14,22500,22900,22500,22550,36432,223537.0,9912935.0
2006-06-15,23100,24050,22700,23750,218100,235432.0,9912935.0
2006-06-16,24300,24350,23750,23950,114580,237415.0,9912935.0
2006-06-19,23950,24600,23550,23750,120748,235432.0,9912935.0
2006-06-20,23600,23600,22000,22050,119663,218580.0,9912935.0
2006-06-21,22300,22400,21550,22000,48662,218085.0,9912935.0
2006-06-22,22400,22500,21000,21150,79266,209659.0,9912935.0
2006-06-23,20900,21500,20650,21000,55883,208172.0,9912935.0
2006-06-26,21000,21700,20900,21050,99112,208667.0,9912935.0
2006-06-27,21200,21850,21200,21550,48687,213624.0,9912935.0
2006-06-28,21100,21300,21050,21200,45435,210154.0,9912935.0
2006-06-29,21400,21900,21400,21550,55022,213624.0,9912935.0
2006-06-30,22100,22300,21900,22000,58299,218085.0,9912935.0
2006-07-03,22150,22400,21900,22200,49031,220067.0,9912935.0
2006-07-04,22600,22900,22050,22100,63082,219076.0,9912935.0
2006-07-05,21200,21550,21200,21450,87878,212632.0,9912935.0
2006-07-06,21400,21400,20800,20800,72143,206189.0,9912935.0
2006-07-07,21000,21250,20900,20900,46908,207180.0,9912935.0
2006-07-10,20600,21100,20600,21000,36265,208172.0,9912935.0
2006-07-11,21000,21150,20950,21000,34019,208172.0,9912935.0
2006-07-12,21000,21600,21000,21200,55375,210154.0,9912935.0
2006-07-13,21200,21500,20700,21000,64825,208172.0,9912935.0
2006-07-14,20650,20650,19950,20100,136465,199250.0,9912935.0
2006-07-18,20150,20150,18800,18900,126310,187354.0,9912935.0
2006-07-19,18900,19300,18600,18900,65892,187354.0,9912935.0
2006-07-20,19350,21600,19100,20900,359531,207180.0,9912935.0
2006-07-21,20000,20300,19600,19700,142154,195285.0,9912935.0
2006-07-24,19300,19600,18950,19150,73179,189833.0,9912935.0
2006-07-25,19500,19850,18800,18800,161780,186363.0,9912935.0
2006-07-26,18700,19000,17900,18000,261873,178433.0,9912935.0
2006-07-27,18250,18300,17600,17800,157796,176450.0,9912935.0
2006-07-28,17900,18850,17850,18000,123296,178433.0,9912935.0
2006-07-31,18450,18600,18000,18100,100476,179424.0,9912935.0
2006-08-01,17850,18100,17650,17650,79262,174963.0,9912935.0
2006-08-02,17500,17750,17400,17700,44408,175459.0,9912935.0
2006-08-03,17850,18200,17850,18000,68861,178433.0,9912935.0
2006-08-04,18000,18200,17900,18000,47652,178433.0,9912935.0
2006-08-07,18000,18400,18000,18200,58174,180415.0,9912935.0
2006-08-08,18200,18400,18100,18300,42939,181407.0,9912935.0
2006-08-09,18150,18400,18100,18250,54460,180911.0,9912935.0
2006-08-10,18500,19600,18450,19000,193246,188346.0,9912935.0
2006-08-11,19250,19300,18700,18700,75212,185372.0,9912935.0
2006-08-14,18900,19200,18650,19100,82579,189337.0,9912935.0
2006-08-16,19400,19400,19050,19050,81280,188841.0,9912935.0
2006-08-17,19100,19350,19000,19000,46702,188346.0,9912935.0
2006-08-18,18950,19200,18800,18800,68702,186363.0,9912935.0
2006-08-21,18850,19100,18850,18850,49109,186859.0,9912935.0
2006-08-22,18900,19400,18900,19350,61401,191815.0,9912935.0
2006-08-23,19200,19350,18900,19000,45341,188346.0,9912935.0
2006-08-24,19000,19350,18800,19150,54904,189833.0,9912935.0
2006-08-25,19100,19200,18850,18900,65926,187354.0,9912935.0
2006-08-28,18900,19000,18700,18700,29287,185372.0,9912935.0
2006-08-29,18750,18900,18700,18750,55998,185868.0,9912935.0
2006-08-30,18900,19850,18850,19850,148132,196772.0,9912935.0
2006-08-31,19800,19900,19600,19700,71613,195285.0,9912935.0
2006-09-01,19750,20100,19650,19700,51382,195285.0,9912935.0
2006-09-04,19950,20350,19800,20000,78304,198259.0,9912935.0
2006-09-05,20300,20750,20150,20550,181981,203711.0,9912935.0
2006-09-06,20800,20800,19900,20000,95326,198259.0,9912935.0
2006-09-07,19800,19800,19400,19550,56021,193798.0,9912935.0
2006-09-08,19550,19900,19450,19700,39110,195285.0,9912935.0
2006-09-11,19850,19950,19400,19400,76894,192311.0,9912935.0
2006-09-12,19350,19750,19100,19100,72379,189337.0,9912935.0
2006-09-13,19450,19550,18700,18750,100141,185868.0,9912935.0
2006-09-14,18700,19150,18700,19000,39999,188346.0,9912935.0
2006-09-15,19300,19550,19100,19400,47879,192311.0,9912935.0
2006-09-18,19750,19900,19600,19750,46773,195780.0,9912935.0
2006-09-19,19700,19950,19700,19750,34530,195780.0,9912935.0
2006-09-20,19750,19950,19600,19600,46281,194294.0,9912935.0
2006-09-21,19800,20200,19750,19800,57347,196276.0,9912935.0
2006-09-22,19900,20050,19250,19250,52926,190824.0,9912935.0
