필옵틱스(161580),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-02-25,8600,8840,8560,8820,166248,152343.0,17272398.0
2019-02-26,8860,9250,8840,8970,481672,154933.0,17272398.0
2019-02-27,9000,9070,8850,8970,94822,154933.0,17272398.0
2019-02-28,9010,9020,8200,8490,240809,146643.0,17272398.0
2019-03-04,8490,8740,8490,8680,82798,149924.0,17272398.0
2019-03-05,8690,8700,8300,8460,101582,146124.0,17272398.0
2019-03-06,8460,8530,8230,8500,69320,146815.0,17272398.0
2019-03-07,8500,8620,8300,8320,64513,143706.0,17272398.0
2019-03-08,8220,8290,7890,7900,184193,136452.0,17272398.0
2019-03-11,7960,7960,7670,7800,56968,134725.0,17272398.0
2019-03-12,7810,7990,7600,7700,106154,132997.0,17272398.0
2019-03-13,7670,7750,7590,7660,37064,132307.0,17272398.0
2019-03-14,7660,8040,7590,7930,102768,136970.0,17272398.0
2019-03-15,7940,7940,7730,7890,94554,136279.0,17272398.0
2019-03-18,7890,8070,7790,7910,48994,136625.0,17272398.0
2019-03-19,7910,7930,7600,7720,89991,133343.0,17272398.0
2019-03-20,7700,7750,7320,7420,116863,128161.0,17272398.0
2019-03-21,7420,7650,7190,7340,99617,126779.0,17272398.0
2019-03-22,7210,7340,7130,7140,139827,123325.0,17272398.0
2019-03-25,7010,7300,7000,7260,39297,125398.0,17272398.0
2019-03-26,7270,7430,7210,7380,24788,127470.0,17272398.0
2019-03-27,7380,7380,7240,7360,24360,127125.0,17272398.0
2019-03-28,7300,7510,7260,7460,43613,128852.0,17272398.0
2019-03-29,7460,7510,7330,7490,39683,129370.0,17272398.0
2019-04-01,7420,7650,7410,7640,30518,131961.0,17272398.0
2019-04-02,7630,7690,7550,7640,27361,131961.0,17272398.0
2019-04-03,7640,7840,7580,7780,35375,134379.0,17272398.0
2019-04-04,7780,7790,7640,7720,32469,133343.0,17272398.0
2019-04-05,7720,7720,7510,7620,45685,131616.0,17272398.0
2019-04-08,7620,7780,7270,7320,161446,126434.0,17272398.0
2019-04-09,7300,7550,7300,7430,48293,128334.0,17272398.0
2019-04-10,7400,7610,7370,7580,54388,130925.0,17272398.0
2019-04-11,7610,7610,7450,7500,30286,129543.0,17272398.0
2019-04-12,7530,7570,7400,7510,42617,129716.0,17272398.0
2019-04-15,7580,7580,7440,7450,53481,128679.0,17272398.0
2019-04-16,7420,7480,7400,7470,41274,129025.0,17272398.0
2019-04-17,7600,7780,7460,7590,137949,131098.0,17272398.0
2019-04-18,7700,7700,7460,7460,60376,128852.0,17272398.0
2019-04-19,7510,7520,7390,7440,30543,128507.0,17272398.0
2019-04-22,7460,7500,7280,7400,47430,127816.0,17272398.0
2019-04-23,7320,7440,7310,7360,48511,127125.0,17272398.0
2019-04-24,7370,7630,7360,7450,37445,128679.0,17272398.0
2019-04-25,7460,7500,7370,7370,31605,127298.0,17272398.0
2019-04-26,7350,7400,7160,7250,38087,125225.0,17272398.0
2019-04-29,7160,7340,7160,7290,23215,125916.0,17272398.0
2019-04-30,7290,7310,7100,7230,46510,124879.0,17272398.0
2019-05-02,7230,7260,7140,7250,24816,125225.0,17272398.0
2019-05-03,7200,7330,7160,7310,29599,126261.0,17272398.0
2019-05-07,7100,7280,7100,7200,25340,124361.0,17272398.0
2019-05-08,7200,7200,7000,7040,44428,121598.0,17272398.0
2019-05-09,7030,7090,6790,6920,95482,119525.0,17272398.0
2019-05-10,6920,7000,6700,6920,40708,119810.0,17313612.0
2019-05-13,6740,6920,6740,6760,69898,117040.0,17313612.0
2019-05-14,6420,6710,6370,6560,70411,113577.0,17313612.0
2019-05-15,6570,6910,6450,6820,44317,118079.0,17313612.0
2019-05-16,6800,6950,6760,6830,26681,118252.0,17313612.0
2019-05-17,6810,7110,6810,7000,42738,121195.0,17313612.0
2019-05-20,7100,7100,6840,6940,21423,120156.0,17313612.0
2019-05-21,6940,6970,6870,6970,40900,120676.0,17313612.0
2019-05-22,6970,7050,6930,7020,34364,121542.0,17313612.0
2019-05-23,7330,7610,7090,7250,106409,125524.0,17313612.0
2019-05-24,7190,7290,7130,7140,40557,123619.0,17313612.0
2019-05-27,7130,7340,7130,7240,41849,125351.0,17313612.0
2019-05-28,7180,7300,7150,7280,27551,126043.0,17313612.0
2019-05-29,7310,7450,7230,7400,59288,128121.0,17313612.0
2019-05-30,7580,7770,7470,7570,156949,131064.0,17313612.0
2019-05-31,7630,7900,7450,7890,173207,136604.0,17313612.0
2019-06-03,7890,8100,7770,7870,84364,136258.0,17313612.0
2019-06-04,7780,7910,7710,7880,58575,136431.0,17313612.0
2019-06-05,7860,8020,7780,7850,32324,135912.0,17313612.0
2019-06-07,7860,7890,7630,7770,67996,134527.0,17313612.0
2019-06-10,7810,8180,7660,8160,193135,141279.0,17313612.0
2019-06-11,8160,8250,8080,8130,80174,140760.0,17313612.0
2019-06-12,8130,8530,8100,8460,175304,146473.0,17313612.0
2019-06-13,8270,8630,8270,8570,93432,148378.0,17313612.0
2019-06-14,8530,8680,8470,8590,54453,148724.0,17313612.0
2019-06-17,8590,9040,8590,8800,274016,152360.0,17313612.0
2019-06-18,8800,9000,8550,8590,120807,148724.0,17313612.0
2019-06-19,8600,8760,8430,8540,118671,147858.0,17313612.0
2019-06-20,8490,8580,8300,8350,86630,144569.0,17313612.0
2019-06-21,8420,9040,8420,8900,382235,154091.0,17313612.0
2019-06-24,8900,8940,8570,8580,143049,148551.0,17313612.0
2019-06-25,8580,8770,8450,8470,63932,146646.0,17313612.0
2019-06-26,8390,8580,8150,8310,46815,143876.0,17313612.0
2019-06-27,8240,8350,8090,8260,74429,143010.0,17313612.0
2019-06-28,8270,8380,7900,7990,108478,138336.0,17313612.0
2019-07-01,8140,8140,7710,7870,85156,136258.0,17313612.0
2019-07-02,7840,8170,7690,8150,76821,141106.0,17313612.0
2019-07-03,8200,8250,7850,8050,57009,139375.0,17313612.0
2019-07-04,8060,8060,7790,7980,37689,138163.0,17313612.0
2019-07-05,7980,7980,7750,7940,34197,137470.0,17313612.0
2019-07-08,7900,7910,7400,7450,92443,128986.0,17313612.0
2019-07-09,7450,7690,7420,7500,75207,129852.0,17313612.0
2019-07-10,7500,7570,7430,7530,27041,130371.0,17313612.0
2019-07-11,7510,7760,7470,7760,62766,134354.0,17313612.0
2019-07-12,8080,8380,7620,7860,358001,136206.0,17329031.0
2019-07-15,7860,8700,7860,8560,617477,148337.0,17329031.0
2019-07-16,8660,8940,8430,8690,473855,150589.0,17329031.0
2019-07-17,8790,8790,8300,8470,166716,146777.0,17329031.0
2019-07-18,8400,9000,8310,8830,408513,153015.0,17329031.0
2019-07-19,8900,8950,8540,8620,202970,149376.0,17329031.0
2019-07-22,8620,8620,8350,8410,97315,145737.0,17329031.0
2019-07-23,8910,10150,8640,8690,2575357,150589.0,17329031.0
2019-07-24,8610,8820,8390,8400,298753,145564.0,17329031.0
2019-07-25,8440,9100,8440,8760,863292,151802.0,17329031.0
2019-07-26,8750,8850,8320,8480,298064,146950.0,17329031.0
2019-07-29,8720,9060,8480,8680,917871,150416.0,17329031.0
2019-07-30,8680,8970,8390,8970,448457,155441.0,17329031.0
2019-07-31,9210,9680,8810,9050,1429901,156828.0,17329031.0
2019-08-01,9050,9400,8410,9320,685520,161507.0,17329031.0
2019-08-02,9080,9570,8960,9360,526378,162200.0,17329031.0
2019-08-05,9360,9560,7890,8200,756051,142098.0,17329031.0
2019-08-06,7900,8380,7500,7560,492896,131007.0,17329031.0
2019-08-07,7760,8700,7590,8380,1002690,145217.0,17329031.0
2019-08-08,8420,8620,8220,8450,283301,146430.0,17329031.0
2019-08-09,8560,8580,8230,8300,179546,143831.0,17329031.0
2019-08-12,8210,8320,8120,8140,129087,141058.0,17329031.0
2019-08-13,8090,8260,7950,8170,122840,141578.0,17329031.0
2019-08-14,8180,8300,8110,8160,135344,141405.0,17329031.0
2019-08-16,7950,8010,7730,7750,238338,134300.0,17329031.0
2019-08-19,7750,7930,7670,7740,97382,134127.0,17329031.0
2019-08-20,7740,7800,7580,7630,146368,132221.0,17329031.0
2019-08-21,7670,8030,7670,7920,182553,137246.0,17329031.0
2019-08-22,8040,8070,7790,7800,80496,135166.0,17329031.0
2019-08-23,7880,7890,7660,7760,79609,134473.0,17329031.0
2019-08-26,7500,7610,7310,7320,126073,126849.0,17329031.0
2019-08-27,7340,7510,7180,7210,80411,124942.0,17329031.0
2019-08-28,7200,7380,7040,7140,161956,123729.0,17329031.0
2019-08-29,7140,7250,7000,7110,79010,123209.0,17329031.0
2019-08-30,7150,7420,7110,7390,91353,128062.0,17329031.0
2019-09-02,7400,7520,7300,7450,51934,129101.0,17329031.0
2019-09-03,7610,7620,7310,7410,89778,128408.0,17329031.0
2019-09-04,7410,7540,7350,7500,58766,129968.0,17329031.0
2019-09-05,7490,8010,7470,8010,361795,138806.0,17329031.0
2019-09-06,8110,9600,7900,8460,1648028,146604.0,17329031.0
2019-09-09,8510,8660,8240,8290,246511,143658.0,17329031.0
2019-09-10,8290,8430,7910,7950,194423,137766.0,17329031.0
2019-09-11,7950,8240,7890,8110,114698,140538.0,17329031.0
2019-09-16,8210,8350,8170,8260,134832,143138.0,17329031.0
2019-09-17,8260,8330,8110,8170,92750,141578.0,17329031.0
2019-09-18,8170,8230,7980,7980,122798,138286.0,17329031.0
2019-09-19,7980,8320,7980,8180,138829,141751.0,17329031.0
2019-09-20,8200,8310,8100,8140,67442,141058.0,17329031.0
2019-09-23,8100,8180,7950,7950,72734,137766.0,17329031.0
2019-09-24,7900,8160,7900,8040,69424,139325.0,17329031.0
2019-09-25,8060,8130,7880,7930,92650,137419.0,17329031.0
2019-09-26,8010,8150,7920,7950,79498,137766.0,17329031.0
2019-09-27,7950,8040,7810,7870,50605,136379.0,17329031.0
2019-09-30,7900,7950,7500,7640,97488,132394.0,17329031.0
2019-10-01,7650,7730,7530,7700,67252,133434.0,17329031.0
2019-10-02,7680,7880,7620,7790,64871,134993.0,17329031.0
2019-10-04,7800,8290,7790,8200,253232,142098.0,17329031.0
2019-10-07,8230,8430,8050,8370,240372,145044.0,17329031.0
