삼영이엔씨(065570),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2006-11-20,4475,4475,4335,4395,19595,38676.0,8800000.0
2006-11-21,4395,4450,4360,4395,26084,38676.0,8800000.0
2006-11-22,4395,4395,4320,4340,16604,38192.0,8800000.0
2006-11-23,4360,4360,4210,4230,32815,37224.0,8800000.0
2006-11-24,4290,4300,4180,4220,31473,37136.0,8800000.0
2006-11-27,4210,4215,4135,4170,25064,36696.0,8800000.0
2006-11-28,4120,4190,4100,4140,20611,36432.0,8800000.0
2006-11-29,4125,4125,3995,4060,81398,35728.0,8800000.0
2006-11-30,4085,4140,3985,4025,58030,35420.0,8800000.0
2006-12-01,4055,4055,3965,4020,48257,35376.0,8800000.0
2006-12-04,4045,4045,3985,4040,23859,35552.0,8800000.0
2006-12-05,4015,4135,4015,4060,47059,35728.0,8800000.0
2006-12-06,4035,4080,4020,4060,30560,35728.0,8800000.0
2006-12-07,4130,4130,4045,4075,27940,35860.0,8800000.0
2006-12-08,4065,4150,4050,4130,67337,36344.0,8800000.0
2006-12-11,4150,4160,4090,4145,40235,36476.0,8800000.0
2006-12-12,4100,4100,3700,3950,85239,34760.0,8800000.0
2006-12-13,3950,3950,3850,3900,26126,34320.0,8800000.0
2006-12-14,3880,4185,3850,4185,48728,36828.0,8800000.0
2006-12-15,4110,4200,4110,4145,7308,36476.0,8800000.0
2006-12-18,4245,4250,4065,4150,15180,36520.0,8800000.0
2006-12-19,4195,4325,4125,4290,45223,37752.0,8800000.0
2006-12-20,4290,4390,4290,4390,28486,38632.0,8800000.0
2006-12-21,4415,4440,4350,4400,28099,38720.0,8800000.0
2006-12-22,4435,4670,4410,4500,353694,39600.0,8800000.0
2006-12-26,4550,4600,4410,4490,30923,39512.0,8800000.0
2006-12-27,4475,4480,4310,4315,34080,37972.0,8800000.0
2006-12-28,4310,4450,4300,4370,36546,38456.0,8800000.0
2007-01-02,4370,4525,4250,4375,16682,38500.0,8800000.0
2007-01-03,4310,4370,4185,4275,39045,37620.0,8800000.0
2007-01-04,4200,4435,4155,4235,30857,37268.0,8800000.0
2007-01-05,4235,4235,4085,4140,20970,36432.0,8800000.0
2007-01-08,4145,4235,3830,4000,21176,35200.0,8800000.0
2007-01-09,4030,4030,3880,3995,57459,35156.0,8800000.0
2007-01-10,3980,4295,3900,4210,200278,37048.0,8800000.0
2007-01-11,4230,4390,4200,4390,29363,38632.0,8800000.0
2007-01-12,4400,4400,4130,4335,13094,38148.0,8800000.0
2007-01-15,4360,4360,4250,4310,35958,37928.0,8800000.0
2007-01-16,4350,4350,4280,4280,28762,37664.0,8800000.0
2007-01-17,4250,4295,4210,4280,15597,37664.0,8800000.0
2007-01-18,4280,4325,4205,4205,27471,37004.0,8800000.0
2007-01-19,4205,4205,4040,4075,14779,35860.0,8800000.0
2007-01-22,4115,4185,4010,4160,9137,36608.0,8800000.0
2007-01-23,4200,4215,4150,4190,34975,36872.0,8800000.0
2007-01-24,4380,4380,4145,4205,12607,37004.0,8800000.0
2007-01-25,4175,4345,4155,4200,19418,36960.0,8800000.0
2007-01-26,4250,4280,4180,4235,60081,37268.0,8800000.0
2007-01-29,4215,4240,4140,4215,17367,37092.0,8800000.0
2007-01-30,4215,4345,4150,4345,69473,38236.0,8800000.0
2007-01-31,4345,4370,4280,4360,125989,38368.0,8800000.0
2007-02-01,4360,4400,4295,4370,28762,38456.0,8800000.0
2007-02-02,4375,4390,4290,4300,17476,37840.0,8800000.0
2007-02-05,4305,4395,4290,4390,49330,38632.0,8800000.0
2007-02-06,4400,4400,4315,4380,27138,38544.0,8800000.0
2007-02-07,4320,4495,4295,4305,16384,37884.0,8800000.0
2007-02-08,4425,4435,4350,4400,35784,38720.0,8800000.0
2007-02-09,4335,4590,4335,4510,42772,39688.0,8800000.0
2007-02-12,4510,4510,4380,4450,10844,39160.0,8800000.0
2007-02-13,4410,4500,4355,4355,28334,38324.0,8800000.0
2007-02-14,4345,4390,4270,4270,24954,37576.0,8800000.0
2007-02-15,4235,4235,4120,4190,35566,36872.0,8800000.0
2007-02-16,4185,4185,4070,4070,35748,35816.0,8800000.0
2007-02-20,4070,4300,4010,4095,39233,36036.0,8800000.0
2007-02-21,4185,4200,3485,4060,55150,35728.0,8800000.0
2007-02-22,4030,4245,3800,4130,89216,36344.0,8800000.0
2007-02-23,4100,4130,4000,4000,38494,35200.0,8800000.0
2007-02-26,4000,4200,4000,4200,64004,36960.0,8800000.0
2007-02-27,4105,4200,4070,4080,15913,35904.0,8800000.0
2007-02-28,3985,4120,3910,4080,16715,35904.0,8800000.0
2007-03-02,4080,4345,4035,4110,9216,36168.0,8800000.0
2007-03-05,4110,4200,4000,4020,10208,35376.0,8800000.0
2007-03-06,3980,4180,3980,4010,29173,35288.0,8800000.0
2007-03-07,4040,4210,4020,4095,25621,36036.0,8800000.0
2007-03-08,4150,4285,4065,4150,58467,36520.0,8800000.0
2007-03-09,4275,4275,4130,4190,42233,36872.0,8800000.0
2007-03-12,4190,4190,4130,4160,20687,36608.0,8800000.0
2007-03-13,4050,4175,4050,4140,22383,36432.0,8800000.0
2007-03-14,4145,4200,4120,4160,100240,36608.0,8800000.0
2007-03-15,4200,4255,4165,4250,56470,37400.0,8800000.0
2007-03-16,4230,4300,4205,4300,22244,37840.0,8800000.0
2007-03-19,4260,4550,4235,4470,126485,39336.0,8800000.0
2007-03-20,4425,4545,4390,4510,82993,39688.0,8800000.0
2007-03-21,4570,4570,4450,4550,61142,40040.0,8800000.0
2007-03-22,4530,4850,4530,4655,141361,40964.0,8800000.0
2007-03-23,4700,4745,4450,4650,276399,40920.0,8800000.0
2007-03-26,4665,4700,4550,4700,65393,41360.0,8800000.0
2007-03-27,4750,4785,4565,4565,87562,40172.0,8800000.0
2007-03-28,4585,4685,4470,4595,84440,40436.0,8800000.0
2007-03-29,4595,4745,4545,4745,33332,41756.0,8800000.0
2007-03-30,4800,4835,4685,4800,75894,42240.0,8800000.0
2007-04-02,4790,4790,4715,4720,31863,41536.0,8800000.0
2007-04-03,4725,4960,4715,4900,56981,43120.0,8800000.0
2007-04-04,4900,5400,4820,5210,157098,45848.0,8800000.0
2007-04-05,5210,5340,5100,5160,52687,45408.0,8800000.0
2007-04-06,5130,5440,5130,5300,98418,46640.0,8800000.0
2007-04-09,5250,5470,5200,5420,73403,47696.0,8800000.0
2007-04-10,5460,5480,5290,5340,96539,46992.0,8800000.0
2007-04-11,5340,5340,5060,5150,134498,45320.0,8800000.0
2007-04-12,5400,5900,5350,5400,165641,47520.0,8800000.0
2007-04-13,5500,5500,5160,5260,118281,46288.0,8800000.0
2007-04-16,5260,5360,5200,5260,133126,46288.0,8800000.0
2007-04-17,5260,5310,5100,5100,102145,44880.0,8800000.0
2007-04-18,5020,5200,4915,5100,117397,44880.0,8800000.0
2007-04-19,5040,5190,4940,5010,92891,44088.0,8800000.0
2007-04-20,4960,5230,4960,5170,62998,45496.0,8800000.0
2007-04-23,5240,5300,5150,5220,28902,45936.0,8800000.0
2007-04-24,5230,5230,5080,5180,43492,45584.0,8800000.0
2007-04-25,5200,5220,5030,5030,62198,44264.0,8800000.0
2007-04-26,5120,5120,4910,4940,92046,43472.0,8800000.0
2007-04-27,4980,4995,4740,4840,62872,42592.0,8800000.0
2007-04-30,4845,5100,4725,4930,40887,43384.0,8800000.0
2007-05-02,4955,5170,4955,5060,55121,44528.0,8800000.0
2007-05-03,5060,5260,5000,5210,111842,45848.0,8800000.0
2007-05-04,5180,5280,5150,5170,54594,45496.0,8800000.0
2007-05-07,5250,5250,5030,5040,53376,44352.0,8800000.0
2007-05-08,4990,5110,4855,4960,68563,43648.0,8800000.0
2007-05-09,5050,5180,4960,5070,59589,44616.0,8800000.0
2007-05-10,5030,5150,4910,5050,80016,44440.0,8800000.0
2007-05-11,4960,5060,4950,5020,61771,44176.0,8800000.0
2007-05-14,5020,5130,5000,5070,66289,44616.0,8800000.0
2007-05-15,5050,5270,5050,5130,96623,45144.0,8800000.0
2007-05-16,5150,5200,5060,5140,35348,45232.0,8800000.0
2007-05-17,5120,5210,5080,5100,73934,44880.0,8800000.0
2007-05-18,5210,5210,4995,5000,64780,44000.0,8800000.0
2007-05-21,5000,5140,4980,5050,67646,44440.0,8800000.0
2007-05-22,5070,5180,5060,5090,55483,44792.0,8800000.0
2007-05-23,5170,5190,5050,5090,53727,44792.0,8800000.0
2007-05-25,5090,5370,5090,5370,104502,47256.0,8800000.0
2007-05-28,5460,6080,5460,5870,396604,51656.0,8800000.0
2007-05-29,5870,5930,5630,5720,113119,50336.0,8800000.0
2007-05-30,5840,5910,5630,5710,60145,50248.0,8800000.0
2007-05-31,5750,6300,5750,6140,170491,54032.0,8800000.0
2007-06-01,6150,6290,6000,6050,129067,53240.0,8800000.0
2007-06-04,6050,6050,5700,5950,115946,52360.0,8800000.0
2007-06-05,5840,6000,5800,5860,33813,51568.0,8800000.0
2007-06-07,5900,5900,5730,5900,84735,51920.0,8800000.0
2007-06-08,6000,6000,5820,5970,50450,52536.0,8800000.0
2007-06-11,6100,6140,5920,6040,42054,53152.0,8800000.0
2007-06-12,6150,6150,5930,5930,25287,52184.0,8800000.0
2007-06-13,5850,5970,5800,5900,34722,51920.0,8800000.0
2007-06-14,6090,6090,5820,5860,33367,51568.0,8800000.0
2007-06-15,6040,6040,5680,5720,142668,50336.0,8800000.0
2007-06-18,5930,6140,5800,5970,153784,52536.0,8800000.0
2007-06-19,6120,6590,6010,6450,190960,56760.0,8800000.0
2007-06-20,6900,7280,6600,6650,468079,58520.0,8800000.0
2007-06-21,6550,7100,6460,6940,146897,61072.0,8800000.0
2007-06-22,6960,7120,6590,6680,103296,58784.0,8800000.0
2007-06-25,6600,6610,6350,6370,99971,56056.0,8800000.0
2007-06-26,6370,6580,6200,6280,82094,55264.0,8800000.0
2007-06-27,6200,6450,6200,6280,42518,55264.0,8800000.0
2007-06-28,6550,6550,6320,6370,24543,56056.0,8800000.0
2007-06-29,6430,6790,6430,6510,64500,57288.0,8800000.0
2007-07-02,6580,6690,6400,6460,56944,56848.0,8800000.0
2007-07-03,6490,6610,6450,6490,57589,57112.0,8800000.0
2007-07-04,6560,6700,6280,6500,115229,57200.0,8800000.0
2007-07-05,6530,6560,6290,6290,123664,55352.0,8800000.0
2007-07-06,6330,6470,6200,6400,49126,56320.0,8800000.0
2007-07-09,6450,6480,6310,6360,56829,55968.0,8800000.0
2007-07-10,6360,6390,6180,6240,49010,54912.0,8800000.0
2007-07-11,6200,6300,6070,6260,48064,55088.0,8800000.0
2007-07-12,6240,6460,6200,6300,55070,55440.0,8800000.0
2007-07-13,6430,6590,6290,6330,72736,55704.0,8800000.0
2007-07-16,6420,6900,6420,6840,227946,60192.0,8800000.0
2007-07-18,6890,7350,6780,7000,223604,61600.0,8800000.0
2007-07-19,7000,7300,6910,7210,156064,63448.0,8800000.0
2007-07-20,7200,7340,7080,7080,97624,62304.0,8800000.0
2007-07-23,7080,7100,6770,6820,81221,60016.0,8800000.0
2007-07-24,6800,6920,6600,6700,76789,58960.0,8800000.0
2007-07-25,6700,6830,6650,6800,55371,59840.0,8800000.0
2007-07-26,6910,6950,6750,6870,72873,60456.0,8800000.0
2007-07-27,6690,7000,6600,6830,68675,60104.0,8800000.0
2007-07-30,6730,7010,6730,6970,109728,61336.0,8800000.0
2007-07-31,7090,7130,6830,6890,32905,60632.0,8800000.0
2007-08-01,6800,6860,6510,6530,54944,57464.0,8800000.0
2007-08-02,6540,6790,6300,6310,32209,55528.0,8800000.0
2007-08-03,6470,6470,6270,6400,53084,56320.0,8800000.0
2007-08-06,6250,6460,6250,6330,30568,55704.0,8800000.0
2007-08-07,6340,6490,6210,6250,39328,55000.0,8800000.0
2007-08-08,6250,6400,6090,6240,52071,54912.0,8800000.0
2007-08-09,6300,6500,6220,6330,38246,55704.0,8800000.0
2007-08-10,6320,6320,5840,5890,81710,51832.0,8800000.0
2007-08-13,5910,5980,5780,5850,104918,51480.0,8800000.0
2007-08-14,5860,5860,5430,5600,73247,49280.0,8800000.0
2007-08-16,5600,5600,4765,5300,67295,46640.0,8800000.0
2007-08-17,5300,5300,5030,5150,35422,45320.0,8800000.0
2007-08-20,5160,5540,5160,5320,30478,46816.0,8800000.0
2007-08-21,5400,5490,5320,5320,39563,46816.0,8800000.0
2007-08-22,5350,5400,5150,5330,31559,46904.0,8800000.0
2007-08-23,5330,5570,5330,5490,40359,48312.0,8800000.0
2007-08-24,5490,5490,5290,5400,17561,47520.0,8800000.0
2007-08-27,5500,5600,5400,5520,43415,48576.0,8800000.0
2007-08-28,5600,5600,5360,5460,24412,48048.0,8800000.0
2007-08-29,5380,5400,5100,5180,101684,45584.0,8800000.0
2007-08-30,5220,5320,5100,5140,59325,45232.0,8800000.0
2007-08-31,5220,5220,5100,5110,45745,44968.0,8800000.0
2007-09-03,5120,5200,5080,5090,53482,44792.0,8800000.0
2007-09-04,5110,5210,5090,5210,56692,45848.0,8800000.0
2007-09-05,5350,5350,5000,5040,262773,44352.0,8800000.0
2007-09-06,5070,5280,5070,5240,149446,46112.0,8800000.0
2007-09-07,5350,5540,5300,5500,132562,48400.0,8800000.0
2007-09-10,5440,5680,5330,5680,129761,49984.0,8800000.0
2007-09-11,5820,5830,5530,5750,307108,50600.0,8800000.0
2007-09-12,5820,5870,5600,5600,221381,49280.0,8800000.0
2007-09-13,5430,5630,5430,5580,84232,49104.0,8800000.0
2007-09-14,5650,5720,5510,5650,97648,49720.0,8800000.0
2007-09-17,5660,5900,5550,5710,61583,50248.0,8800000.0
2007-09-18,5710,5880,5570,5740,102103,50512.0,8800000.0
2007-09-19,5870,5870,5620,5750,80553,50600.0,8800000.0
2007-09-20,5870,5870,5640,5700,37747,50160.0,8800000.0
2007-09-21,5610,5730,5540,5640,45049,49632.0,8800000.0
2007-09-27,5650,5650,5480,5480,111675,48224.0,8800000.0
2007-09-28,5590,5590,5450,5470,49707,48136.0,8800000.0
2007-10-01,5540,5850,5510,5850,163306,51480.0,8800000.0
2007-10-02,5850,6140,5850,5930,92255,52184.0,8800000.0
2007-10-04,6130,6130,5800,5920,69697,52096.0,8800000.0
2007-10-05,6000,6020,5820,5950,95624,52360.0,8800000.0
2007-10-08,6300,6440,5900,5900,384902,51920.0,8800000.0
2007-10-09,5920,6100,5900,6020,111117,52976.0,8800000.0
2007-10-10,6100,6100,5840,5940,77875,52272.0,8800000.0
2007-10-11,5840,6030,5840,5850,51602,51480.0,8800000.0
2007-10-12,5870,5870,5690,5760,52487,50688.0,8800000.0
2007-10-15,5770,5770,5500,5540,63511,48752.0,8800000.0
2007-10-16,5560,5570,5260,5300,81108,46640.0,8800000.0
2007-10-17,5300,5300,4960,5240,86497,46112.0,8800000.0
2007-10-18,5240,5380,5130,5300,30045,46640.0,8800000.0
2007-10-19,5390,5630,5390,5580,52788,49104.0,8800000.0
2007-10-22,5360,5430,5200,5300,50089,46640.0,8800000.0
2007-10-23,5360,5490,5250,5450,30551,47960.0,8800000.0
2007-10-24,5380,5500,5300,5330,25081,46904.0,8800000.0
2007-10-25,5360,5480,5350,5390,27265,47432.0,8800000.0
2007-10-26,5500,5780,5410,5680,39498,49984.0,8800000.0
2007-10-29,5900,6330,5690,5860,243676,51568.0,8800000.0
2007-10-30,5860,5920,5600,5680,72078,49984.0,8800000.0
2007-10-31,5650,5800,5550,5550,59464,48840.0,8800000.0
2007-11-01,5600,5670,5310,5440,50455,47872.0,8800000.0
2007-11-02,5400,5480,5320,5390,69803,47432.0,8800000.0
2007-11-05,5490,5490,5260,5290,40430,46552.0,8800000.0
2007-11-06,5390,5390,5200,5350,30448,47080.0,8800000.0
2007-11-07,5310,5330,5100,5300,89745,46640.0,8800000.0
2007-11-08,5300,5300,5040,5160,89437,45408.0,8800000.0
2007-11-09,5120,5170,5000,5020,38395,44176.0,8800000.0
2007-11-12,5020,5030,4900,4920,47779,43296.0,8800000.0
2007-11-13,4850,4900,4805,4820,30144,42416.0,8800000.0
2007-11-14,4950,5060,4830,4915,30619,43252.0,8800000.0
2007-11-15,4985,5020,4900,4970,21323,43736.0,8800000.0
2007-11-16,4970,5110,4890,4960,29499,43648.0,8800000.0
2007-11-19,4980,5080,4940,4940,19016,43472.0,8800000.0
2007-11-20,4940,4970,4770,4820,67465,42416.0,8800000.0
2007-11-21,4830,4850,4525,4525,51557,39820.0,8800000.0
2007-11-22,4500,4785,4230,4785,49152,42108.0,8800000.0
2007-11-23,4900,4900,4550,4770,24480,41976.0,8800000.0
2007-11-26,4780,4890,4700,4770,9758,41976.0,8800000.0
2007-11-27,4770,4850,4705,4755,16984,41844.0,8800000.0
2007-11-28,4755,4860,4755,4765,56889,41932.0,8800000.0
2007-11-29,4705,4875,4705,4800,16268,42240.0,8800000.0
2007-11-30,4805,4870,4700,4830,61057,42504.0,8800000.0
2007-12-03,4830,4845,4700,4735,16707,41668.0,8800000.0
2007-12-04,4830,4830,4710,4750,10910,41800.0,8800000.0
2007-12-05,4750,4795,4720,4795,20838,42196.0,8800000.0
2007-12-06,4820,4945,4770,4885,42752,42988.0,8800000.0
2007-12-07,4960,5000,4825,4875,68879,42900.0,8800000.0
2007-12-10,4965,4970,4865,4900,27588,43120.0,8800000.0
2007-12-11,5000,5000,4925,4970,28602,43736.0,8800000.0
2007-12-12,4970,5030,4920,4970,41172,43736.0,8800000.0
2007-12-13,5030,5040,4875,4900,17721,43120.0,8800000.0
2007-12-14,4990,4990,4750,4850,13159,42680.0,8800000.0
2007-12-17,4850,4950,4715,4845,20454,42636.0,8800000.0
2007-12-18,4800,4850,4600,4710,28651,41448.0,8800000.0
2007-12-20,4865,4865,4680,4715,9910,41492.0,8800000.0
2007-12-21,4895,4895,4715,4770,14400,41976.0,8800000.0
2007-12-24,4860,4860,4780,4820,10925,42416.0,8800000.0
2007-12-26,4780,4885,4780,4830,10098,42504.0,8800000.0
2007-12-27,4820,4820,4610,4640,21996,40832.0,8800000.0
2007-12-28,4565,4735,4560,4690,12965,41272.0,8800000.0
2008-01-02,4690,4690,4580,4610,15241,40568.0,8800000.0
2008-01-03,4590,4590,4430,4440,25329,39072.0,8800000.0
2008-01-04,4385,4400,4235,4320,23700,38016.0,8800000.0
2008-01-07,4300,4300,4215,4215,33174,37092.0,8800000.0
2008-01-08,4150,4465,4140,4400,42088,38720.0,8800000.0
2008-01-09,4400,4440,4305,4340,10256,38192.0,8800000.0
2008-01-10,4240,4340,4205,4205,9663,37004.0,8800000.0
2008-01-11,4345,4435,4260,4295,32366,37796.0,8800000.0
2008-01-14,4070,4400,4070,4400,34824,38720.0,8800000.0
2008-01-15,4450,4450,4255,4440,24610,39072.0,8800000.0
2008-01-16,4430,4430,4205,4340,6936,38192.0,8800000.0
2008-01-17,4340,4420,4260,4395,16661,38676.0,8800000.0
2008-01-18,4075,4395,4075,4220,21272,37136.0,8800000.0
2008-01-21,4450,4450,4200,4275,19649,37620.0,8800000.0
2008-01-22,4300,4300,3830,4000,44200,35200.0,8800000.0
2008-01-23,4000,4190,3785,3995,70596,35156.0,8800000.0
2008-01-24,4005,4090,3900,4000,55425,35200.0,8800000.0
2008-01-25,4000,4085,3910,4050,36555,35640.0,8800000.0
2008-01-28,4095,4095,3800,3950,29997,34760.0,8800000.0
2008-01-29,4000,4030,3800,3800,29113,33440.0,8800000.0
2008-01-30,3820,3960,3530,3530,85100,31064.0,8800000.0
2008-01-31,3690,3690,3420,3610,66595,31768.0,8800000.0
2008-02-01,3610,3730,3610,3630,19296,31944.0,8800000.0
2008-02-04,3560,3990,3560,3760,35636,33088.0,8800000.0
2008-02-05,3855,3870,3760,3770,26933,33176.0,8800000.0
2008-02-11,3700,3760,3625,3700,15827,32560.0,8800000.0
2008-02-12,3670,3880,3670,3875,22454,34100.0,8800000.0
2008-02-13,3900,3990,3875,3965,41101,34892.0,8800000.0
2008-02-14,3960,4200,3960,4110,42411,36168.0,8800000.0
2008-02-15,4150,4150,3810,4110,44332,36168.0,8800000.0
2008-02-18,4110,4200,4060,4085,20794,35948.0,8800000.0
2008-02-19,4085,4195,4080,4090,27034,35992.0,8800000.0
2008-02-20,4150,4150,4020,4020,23181,35376.0,8800000.0
2008-02-21,4100,4100,4005,4015,5618,35332.0,8800000.0
2008-02-22,4050,4050,3910,3910,14040,34408.0,8800000.0
2008-02-25,4000,4000,3905,3925,16624,34540.0,8800000.0
2008-02-26,4020,4020,3955,4000,11288,35200.0,8800000.0
2008-02-27,4175,4175,4000,4000,10543,35200.0,8800000.0
2008-02-28,4025,4120,4000,4120,15144,36256.0,8800000.0
2008-02-29,4100,4320,4050,4180,45978,36784.0,8800000.0
2008-03-03,4090,4200,4050,4115,11391,36212.0,8800000.0
2008-03-04,4080,4235,4080,4160,12674,36608.0,8800000.0
2008-03-05,4295,4295,4130,4150,7788,36520.0,8800000.0
2008-03-06,4135,4285,4130,4155,23514,36564.0,8800000.0
2008-03-07,4245,4245,4070,4110,11855,36168.0,8800000.0
2008-03-10,4160,4160,3950,4050,22808,35640.0,8800000.0
2008-03-11,3960,4100,3955,4050,19476,35640.0,8800000.0
2008-03-12,4190,4190,4110,4170,7521,36696.0,8800000.0
2008-03-13,4080,4300,4080,4200,14043,36960.0,8800000.0
2008-03-14,4350,4350,4200,4275,5126,37620.0,8800000.0
2008-03-17,4200,4270,4085,4145,21016,36476.0,8800000.0
2008-03-18,4195,4290,4145,4290,10841,37752.0,8800000.0
2008-03-19,4290,4400,4130,4340,6655,38192.0,8800000.0
2008-03-20,4190,4370,4190,4325,19921,38060.0,8800000.0
2008-03-21,4350,4475,4310,4350,41954,38280.0,8800000.0
2008-03-24,4500,4500,4360,4360,8938,38368.0,8800000.0
2008-03-25,4280,4400,4280,4315,16948,37972.0,8800000.0
2008-03-26,4260,4325,4260,4270,13087,37576.0,8800000.0
2008-03-27,4270,4350,4235,4290,18531,37752.0,8800000.0
2008-03-28,4270,4310,4270,4290,60557,37752.0,8800000.0
2008-03-31,4290,4310,4200,4255,24511,37444.0,8800000.0
2008-04-01,4265,4400,4260,4290,29051,37752.0,8800000.0
2008-04-02,4300,4310,4275,4295,36595,37796.0,8800000.0
2008-04-03,4295,4300,4270,4280,21563,37664.0,8800000.0
2008-04-04,4285,4285,4245,4245,23923,37356.0,8800000.0
2008-04-07,4280,4295,4150,4265,32859,37532.0,8800000.0
2008-04-08,4220,4290,4220,4265,11686,37532.0,8800000.0
2008-04-10,4290,4290,4170,4230,7818,37224.0,8800000.0
2008-04-11,4210,4300,4210,4230,19740,37224.0,8800000.0
2008-04-14,4265,4265,4130,4210,8094,37048.0,8800000.0
2008-04-15,4210,4270,4190,4230,20155,37224.0,8800000.0
2008-04-16,4230,4270,4210,4270,55273,37576.0,8800000.0
2008-04-17,4275,4275,4240,4270,11970,37576.0,8800000.0
2008-04-18,4280,4280,4205,4250,7452,37400.0,8800000.0
2008-04-21,4250,4275,4250,4270,27040,37576.0,8800000.0
2008-04-22,4215,4280,4170,4260,14722,37488.0,8800000.0
2008-04-23,4195,4270,4150,4270,33568,37576.0,8800000.0
2008-04-24,4200,4280,4200,4270,14289,37576.0,8800000.0
2008-04-25,4250,4470,4250,4320,59366,38016.0,8800000.0
2008-04-28,4330,4490,4255,4330,32289,38104.0,8800000.0
2008-04-29,4325,4325,4265,4265,27062,37532.0,8800000.0
2008-04-30,4285,4285,4180,4250,17998,37400.0,8800000.0
2008-05-02,4240,4280,4240,4270,8018,37576.0,8800000.0
2008-05-06,4255,4275,4210,4260,24672,37488.0,8800000.0
2008-05-07,4220,4290,4220,4290,48380,37752.0,8800000.0
2008-05-08,4350,4350,4260,4270,63830,37576.0,8800000.0
2008-05-09,4400,4400,4260,4290,52050,37752.0,8800000.0
2008-05-13,4290,4330,4255,4290,37351,37752.0,8800000.0
2008-05-14,4250,4350,4250,4350,50465,38280.0,8800000.0
2008-05-15,4395,4645,4350,4555,33380,40084.0,8800000.0
2008-05-16,4555,4750,4500,4675,60977,41140.0,8800000.0
2008-05-19,4710,4800,4575,4685,57931,41228.0,8800000.0
2008-05-20,4710,4720,4650,4715,41549,41492.0,8800000.0
2008-05-21,4850,4850,4660,4695,44417,41316.0,8800000.0
2008-05-22,4700,4750,4610,4685,50338,41228.0,8800000.0
2008-05-23,4665,4750,4615,4620,14974,40656.0,8800000.0
2008-05-26,4570,4735,4570,4620,10925,40656.0,8800000.0
2008-05-27,4700,4700,4600,4660,10849,41008.0,8800000.0
2008-05-28,4700,4700,4610,4630,25071,40744.0,8800000.0
2008-05-29,4635,4930,4635,4840,121171,42592.0,8800000.0
2008-05-30,4840,4840,4735,4840,28015,42592.0,8800000.0
2008-06-02,4790,4995,4775,4995,72362,43956.0,8800000.0
2008-06-03,4995,5050,4850,4915,46471,43252.0,8800000.0
2008-06-04,5000,5000,4850,4940,60222,43472.0,8800000.0
2008-06-05,5000,5000,4895,4935,7013,43428.0,8800000.0
2008-06-09,4890,4890,4750,4860,20007,42768.0,8800000.0
2008-06-10,4785,4945,4775,4800,30902,42240.0,8800000.0
2008-06-11,4840,5370,4810,5000,69314,44000.0,8800000.0
2008-06-12,5020,5020,4830,4995,39485,43956.0,8800000.0
2008-06-13,5080,5080,4910,4970,26453,43736.0,8800000.0
2008-06-16,4970,5020,4900,4940,45880,43472.0,8800000.0
2008-06-17,5080,5120,4865,4905,26675,43164.0,8800000.0
2008-06-18,5110,5110,4930,5000,29231,44000.0,8800000.0
2008-06-19,5000,5080,4925,4970,15427,43736.0,8800000.0
2008-06-20,4920,5090,4910,4930,13817,43384.0,8800000.0
2008-06-23,4900,5050,4900,4930,15467,43384.0,8800000.0
2008-06-24,4930,5000,4860,4990,20188,43912.0,8800000.0
2008-06-25,5010,5010,4870,4900,12965,43120.0,8800000.0
2008-06-26,4970,4970,4830,4945,33971,43516.0,8800000.0
2008-06-27,4770,4955,4770,4955,18185,43604.0,8800000.0
2008-06-30,5000,5000,4890,4905,8040,43164.0,8800000.0
2008-07-01,4950,4960,4880,4900,24490,43120.0,8800000.0
2008-07-02,4900,4945,4500,4800,40640,42240.0,8800000.0
2008-07-03,4605,4890,4555,4590,26709,40392.0,8800000.0
2008-07-04,4600,4795,4555,4570,8834,40216.0,8800000.0
2008-07-07,4570,4620,4400,4430,10222,38984.0,8800000.0
2008-07-08,4650,4650,4130,4130,11124,36344.0,8800000.0
2008-07-09,3530,4125,3530,4080,326639,35904.0,8800000.0
2008-07-10,3870,4140,3825,4090,37090,35992.0,8800000.0
2008-07-11,4245,4245,4020,4180,22749,36784.0,8800000.0
2008-07-14,4180,4180,4040,4050,3276,35640.0,8800000.0
2008-07-15,4050,4100,3905,4035,20681,35508.0,8800000.0
2008-07-16,4350,4370,4025,4120,16889,36256.0,8800000.0
2008-07-17,4125,4300,4010,4035,35624,35508.0,8800000.0
2008-07-18,4105,4105,3950,3950,26440,34760.0,8800000.0
2008-07-21,3950,4035,3850,3980,10006,35024.0,8800000.0
2008-07-22,3980,4160,3950,3995,16441,35156.0,8800000.0
2008-07-23,3980,4025,3970,4005,9489,35244.0,8800000.0
2008-07-24,4005,4160,3990,4060,29920,35728.0,8800000.0
2008-07-25,4125,4125,4035,4035,1815,35508.0,8800000.0
2008-07-28,4175,4175,4040,4090,1411,35992.0,8800000.0
2008-07-29,4130,4130,3965,4090,8385,35992.0,8800000.0
2008-07-30,4180,4180,4000,4090,6198,35992.0,8800000.0
2008-07-31,4090,4400,4090,4235,51794,37268.0,8800000.0
2008-08-01,4340,4340,4105,4180,14749,36784.0,8800000.0
2008-08-04,4350,4350,4150,4185,10624,36828.0,8800000.0
2008-08-05,4245,4245,4100,4150,5541,36520.0,8800000.0
2008-08-06,4255,4265,4120,4130,21354,36344.0,8800000.0
