신신제약(002800),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-11-16,7990,8400,7800,8360,869140,126825.0,15170500.0
2018-11-19,8420,8690,8300,8300,856636,125915.0,15170500.0
2018-11-20,8160,8490,8130,8330,421133,126370.0,15170500.0
2018-11-21,8200,8370,8120,8370,193309,126977.0,15170500.0
2018-11-22,8440,8440,8140,8150,206379,123640.0,15170500.0
2018-11-23,8400,8690,7900,7910,717277,119999.0,15170500.0
2018-11-26,7930,8340,7920,8250,267390,125157.0,15170500.0
2018-11-27,8320,8380,8100,8180,176270,124095.0,15170500.0
2018-11-28,8250,8270,8140,8230,78685,124853.0,15170500.0
2018-11-29,8300,8370,8100,8120,146606,123184.0,15170500.0
2018-11-30,8180,8210,7970,8020,95769,121667.0,15170500.0
2018-12-03,8130,8320,8030,8250,260002,125157.0,15170500.0
2018-12-04,8250,8290,8140,8180,104548,124095.0,15170500.0
2018-12-05,8050,8080,7980,8010,132411,121516.0,15170500.0
2018-12-06,8000,8050,7490,7500,283033,113779.0,15170500.0
2018-12-07,7600,7730,7490,7610,104948,115448.0,15170500.0
2018-12-10,7590,7640,7400,7440,100376,112869.0,15170500.0
2018-12-11,7550,7550,7300,7300,112878,110745.0,15170500.0
2018-12-12,7270,7570,7270,7540,99790,114386.0,15170500.0
2018-12-13,7550,7600,7420,7570,86874,114841.0,15170500.0
2018-12-14,7570,7570,7360,7370,85293,111807.0,15170500.0
2018-12-17,7310,7360,7090,7150,124951,108469.0,15170500.0
2018-12-18,7050,7260,7020,7150,86934,108469.0,15170500.0
2018-12-19,7250,7250,7120,7210,78886,109379.0,15170500.0
2018-12-20,7090,7310,7060,7170,74156,108772.0,15170500.0
2018-12-21,7270,7270,7100,7130,55312,108166.0,15170500.0
2018-12-24,7090,7180,7020,7050,54926,106952.0,15170500.0
2018-12-26,6850,7040,6830,6880,120853,104373.0,15170500.0
2018-12-27,7000,7190,6920,7050,75600,106952.0,15170500.0
2018-12-28,7070,7350,7070,7330,95336,111200.0,15170500.0
2019-01-02,7480,7480,7210,7280,80741,110441.0,15170500.0
2019-01-03,7190,7320,6950,7000,93116,106194.0,15170500.0
2019-01-04,7000,7180,6930,7170,67581,108772.0,15170500.0
2019-01-07,7190,7320,7160,7170,109133,108772.0,15170500.0
2019-01-08,7210,7270,7050,7270,90748,110290.0,15170500.0
2019-01-09,7270,7650,7240,7420,220331,112565.0,15170500.0
2019-01-10,7420,7460,7280,7380,73069,111958.0,15170500.0
2019-01-11,7420,7480,7380,7440,62462,112869.0,15170500.0
2019-01-14,7600,7620,7300,7410,86615,112413.0,15170500.0
2019-01-15,7400,7540,7300,7350,107982,111503.0,15170500.0
2019-01-16,7380,7950,7320,7700,646110,116813.0,15170500.0
2019-01-17,7700,7950,7510,7580,284074,114992.0,15170500.0
2019-01-18,7610,7710,7540,7580,114390,114992.0,15170500.0
2019-01-21,7680,7850,7580,7850,228949,119088.0,15170500.0
2019-01-22,7850,8070,7740,7970,439241,120909.0,15170500.0
2019-01-23,7980,8210,7800,7820,332662,118633.0,15170500.0
2019-01-24,7820,8000,7820,8000,223706,121364.0,15170500.0
2019-01-25,8030,8030,7920,7930,134008,120302.0,15170500.0
2019-01-28,7970,8090,7900,7910,119176,119999.0,15170500.0
2019-01-29,7980,8340,7770,7850,371468,119088.0,15170500.0
2019-01-30,7850,8150,7760,8150,391878,123640.0,15170500.0
2019-01-31,8190,8200,8030,8140,153076,123488.0,15170500.0
2019-02-01,8140,8180,7990,8080,112580,122578.0,15170500.0
2019-02-07,8090,8090,7930,8000,90255,121364.0,15170500.0
2019-02-08,8010,8090,7920,7970,111117,120909.0,15170500.0
2019-02-11,8000,8260,7960,8200,350221,124398.0,15170500.0
2019-02-12,8190,8240,8040,8070,124741,122426.0,15170500.0
2019-02-13,8080,8130,8000,8010,99622,121516.0,15170500.0
2019-02-14,8010,8060,7900,7930,112695,120302.0,15170500.0
2019-02-15,7940,8040,7790,7800,124308,118330.0,15170500.0
2019-02-18,7860,8000,7850,7880,92890,119544.0,15170500.0
2019-02-19,7880,7950,7820,7870,67162,119392.0,15170500.0
2019-02-20,7890,7980,7860,7950,93778,120605.0,15170500.0
2019-02-21,8000,8090,7910,8050,119090,122123.0,15170500.0
2019-02-22,8090,8180,7940,7940,123071,120454.0,15170500.0
2019-02-25,7930,7980,7900,7910,68372,119999.0,15170500.0
2019-02-26,7920,7990,7880,7900,68403,119847.0,15170500.0
2019-02-27,7940,7980,7870,7950,62588,120605.0,15170500.0
2019-02-28,7950,8150,7710,7760,300593,117723.0,15170500.0
2019-03-04,7850,8180,7850,8170,278615,123943.0,15170500.0
2019-03-05,8240,8520,8160,8290,591758,125763.0,15170500.0
2019-03-06,8320,8330,8060,8180,172680,124095.0,15170500.0
2019-03-07,8240,8360,8000,8050,218321,122123.0,15170500.0
2019-03-08,8050,8130,7960,8080,96877,122578.0,15170500.0
2019-03-11,8060,8130,7860,8000,82909,121364.0,15170500.0
2019-03-12,8000,8130,7990,8120,89969,123184.0,15170500.0
2019-03-13,8090,8290,8070,8180,174254,124095.0,15170500.0
2019-03-14,8220,8350,8150,8230,214270,124853.0,15170500.0
2019-03-15,8230,8230,7940,8040,155932,121971.0,15170500.0
2019-03-18,8050,8180,8000,8060,131862,122274.0,15170500.0
2019-03-19,8060,8180,7990,8010,87402,121516.0,15170500.0
2019-03-20,8010,8050,7810,7910,123893,119999.0,15170500.0
2019-03-21,7900,8020,7800,7830,133417,118785.0,15170500.0
2019-03-22,7840,7890,7710,7740,96829,117420.0,15170500.0
2019-03-25,7640,7690,7460,7460,116522,113172.0,15170500.0
2019-03-26,7400,7580,7400,7450,50425,113020.0,15170500.0
2019-03-27,7460,7730,7420,7560,178658,114689.0,15170500.0
2019-03-28,7530,7610,7430,7460,65165,113172.0,15170500.0
2019-03-29,7400,7500,7250,7460,72391,113172.0,15170500.0
2019-04-01,7440,7530,7420,7480,54549,113475.0,15170500.0
2019-04-02,7450,7540,7450,7470,39877,113324.0,15170500.0
2019-04-03,7470,7620,7420,7550,68380,114537.0,15170500.0
2019-04-04,7550,8580,7520,8010,3115843,121516.0,15170500.0
2019-04-05,7950,8080,7930,8000,318513,121364.0,15170500.0
2019-04-08,8000,8090,7910,8020,374916,121667.0,15170500.0
2019-04-09,8040,8100,7940,7980,154647,121061.0,15170500.0
2019-04-10,8000,8140,7930,8060,228963,122274.0,15170500.0
2019-04-11,8100,8160,8020,8110,199917,123033.0,15170500.0
2019-04-12,8140,8140,7930,7960,179096,120757.0,15170500.0
2019-04-15,7990,8020,7920,7950,101475,120605.0,15170500.0
2019-04-16,7990,8050,7870,7900,128289,119847.0,15170500.0
2019-04-17,7890,8000,7880,7910,59559,119999.0,15170500.0
2019-04-18,7880,7950,7730,7770,102758,117875.0,15170500.0
2019-04-19,7780,7920,7780,7820,56804,118633.0,15170500.0
2019-04-22,7810,7990,7800,7900,83053,119847.0,15170500.0
2019-04-23,7970,7990,7830,7900,71175,119847.0,15170500.0
2019-04-24,7920,8000,7850,7890,120473,119695.0,15170500.0
2019-04-25,7890,7920,7750,7750,87266,117571.0,15170500.0
2019-04-26,7730,7730,7550,7590,109400,115144.0,15170500.0
2019-04-29,7660,7780,7550,7700,59785,116813.0,15170500.0
2019-04-30,7700,7830,7660,7830,74006,118785.0,15170500.0
2019-05-02,7830,8030,7750,8020,173068,121667.0,15170500.0
2019-05-03,8070,8280,7940,7950,453863,120605.0,15170500.0
2019-05-07,7820,7980,7700,7920,93358,120150.0,15170500.0
2019-05-08,7890,8040,7760,7770,139654,117875.0,15170500.0
2019-05-09,7920,7920,7500,7530,138804,114234.0,15170500.0
2019-05-10,7450,7700,7410,7480,86002,113475.0,15170500.0
2019-05-13,7450,7500,7280,7280,68277,110441.0,15170500.0
2019-05-14,7120,7380,7000,7260,78712,110138.0,15170500.0
2019-05-15,7260,7470,7250,7420,68128,112565.0,15170500.0
2019-05-16,7380,7500,7380,7420,45479,112565.0,15170500.0
2019-05-17,7420,7510,7400,7410,40815,112413.0,15170500.0
2019-05-20,7340,7440,7190,7190,57294,109076.0,15170500.0
2019-05-21,7040,7270,7040,7200,79267,109228.0,15170500.0
2019-05-22,7270,7350,7190,7300,55551,110745.0,15170500.0
2019-05-23,7310,7340,7170,7220,46530,109531.0,15170500.0
2019-05-24,7130,7220,7050,7090,43048,107559.0,15170500.0
2019-05-27,7090,7130,6960,7070,31001,107255.0,15170500.0
2019-05-28,7090,7150,7000,7100,41156,107711.0,15170500.0
2019-05-29,7020,7090,6930,6970,61195,105738.0,15170500.0
2019-05-30,6970,7030,6850,6920,49865,104980.0,15170500.0
2019-05-31,6930,7050,6910,6980,36270,105890.0,15170500.0
2019-06-03,6890,6960,6840,6960,54503,105587.0,15170500.0
2019-06-04,6960,7050,6900,7030,43122,106649.0,15170500.0
2019-06-05,7050,7110,6960,6960,42503,105587.0,15170500.0
2019-06-07,6930,7060,6930,7050,31886,106952.0,15170500.0
2019-06-10,7050,7150,7010,7150,66283,108469.0,15170500.0
2019-06-11,7130,7180,7100,7150,35457,108469.0,15170500.0
2019-06-12,7150,7220,7110,7160,23934,108621.0,15170500.0
2019-06-13,7120,7400,7110,7390,117087,112110.0,15170500.0
2019-06-14,7740,8080,7450,7450,978168,113020.0,15170500.0
2019-06-17,7450,7470,7290,7310,88152,110896.0,15170500.0
2019-06-18,7280,7380,7210,7220,45648,109531.0,15170500.0
2019-06-19,7250,7290,7190,7240,92832,109834.0,15170500.0
2019-06-20,7280,7420,7230,7400,82921,112262.0,15170500.0
2019-06-21,7400,7440,7220,7220,38483,109531.0,15170500.0
2019-06-24,7220,7300,7150,7200,67113,109228.0,15170500.0
2019-06-25,7200,7210,7100,7110,46033,107862.0,15170500.0
2019-06-26,7080,7180,7080,7100,51022,107711.0,15170500.0
2019-06-27,7100,7240,7070,7140,45641,108317.0,15170500.0
2019-06-28,7120,7330,7070,7110,93654,107862.0,15170500.0
2019-07-01,7110,7240,7070,7200,38825,109228.0,15170500.0
2019-07-02,7200,7260,7120,7170,50755,108772.0,15170500.0
2019-07-03,7220,7220,7090,7100,22168,107711.0,15170500.0
2019-07-04,7100,7120,6890,6950,89735,105435.0,15170500.0
2019-07-05,6920,7190,6900,7130,105596,108166.0,15170500.0
2019-07-08,7130,7130,6850,6850,71801,103918.0,15170500.0
2019-07-09,6810,6890,6600,6640,108897,100732.0,15170500.0
2019-07-10,6610,6750,6610,6710,40114,101794.0,15170500.0
2019-07-11,6670,6870,6670,6870,42368,104221.0,15170500.0
2019-07-12,6870,6910,6830,6880,23267,104373.0,15170500.0
2019-07-15,6900,6900,6750,6800,27956,103159.0,15170500.0
2019-07-16,6720,6870,6700,6830,36052,103615.0,15170500.0
2019-07-17,6870,6870,6710,6770,31384,102704.0,15170500.0
2019-07-18,6700,6780,6670,6730,23336,102097.0,15170500.0
2019-07-19,6690,6930,6690,6900,42735,104676.0,15170500.0
2019-07-22,6830,6900,6800,6850,14645,103918.0,15170500.0
2019-07-23,6850,6900,6750,6830,32972,103615.0,15170500.0
2019-07-24,6830,6840,6700,6780,31193,102856.0,15170500.0
2019-07-25,6700,6780,6610,6630,42572,100580.0,15170500.0
2019-07-26,6620,6620,6310,6400,68773,97091.0,15170500.0
2019-07-29,6350,6400,5970,5970,122900,90568.0,15170500.0
2019-07-30,5750,6280,5750,6010,111401,91175.0,15170500.0
2019-07-31,5940,6110,5850,6080,57321,92237.0,15170500.0
2019-08-01,6100,6200,5940,5940,80277,90113.0,15170500.0
2019-08-02,5820,6070,5750,6020,83631,91326.0,15170500.0
2019-08-05,5930,6000,5360,5380,129324,81617.0,15170500.0
2019-08-06,5020,5400,4600,4975,181363,75473.0,15170500.0
2019-08-07,4860,5250,4860,5140,121869,77976.0,15170500.0
2019-08-08,5200,5380,5200,5370,57671,81466.0,15170500.0
2019-08-09,5390,5660,5390,5580,51760,84651.0,15170500.0
2019-08-12,5470,5660,5470,5630,24229,85410.0,15170500.0
2019-08-13,5600,5670,5530,5630,23172,85410.0,15170500.0
2019-08-14,5660,5790,5640,5680,36459,86168.0,15170500.0
2019-08-16,5600,5650,5370,5580,41175,84651.0,15170500.0
2019-08-19,5580,5630,5530,5600,28491,84955.0,15170500.0
2019-08-20,5690,5790,5570,5720,50921,86775.0,15170500.0
2019-08-21,5700,6360,5680,5890,397858,89354.0,15170500.0
2019-08-22,5890,5950,5820,5880,44176,89203.0,15170500.0
2019-08-23,5870,5960,5800,5860,45022,88899.0,15170500.0
2019-08-26,5750,5800,5600,5700,58983,86472.0,15170500.0
2019-08-27,5720,5800,5620,5690,13142,86320.0,15170500.0
2019-08-28,5620,5850,5620,5810,44394,88141.0,15170500.0
2019-08-29,5750,5890,5750,5890,19528,89354.0,15170500.0
2019-08-30,5920,5960,5860,5910,52563,89658.0,15170500.0
2019-09-02,5810,5920,5810,5890,27342,89354.0,15170500.0
2019-09-03,5850,5940,5850,5880,25788,89203.0,15170500.0
2019-09-04,5930,5970,5860,5900,18327,89506.0,15170500.0
2019-09-05,5960,5960,5860,5900,24034,89506.0,15170500.0
2019-09-06,5980,6350,5970,6060,290294,91933.0,15170500.0
2019-09-09,6000,6110,5900,5930,74525,89961.0,15170500.0
2019-09-10,5930,6150,5920,6080,48046,92237.0,15170500.0
2019-09-11,6010,6140,6000,6110,42123,92692.0,15170500.0
2019-09-16,6110,6110,6020,6050,40475,91782.0,15170500.0
2019-09-17,6050,6570,6050,6330,377047,96029.0,15170500.0
2019-09-18,6330,6360,6190,6190,112395,93905.0,15170500.0
2019-09-19,6260,6310,6160,6180,45670,93754.0,15170500.0
2019-09-20,6240,6290,6160,6170,32293,93602.0,15170500.0
2019-09-23,6130,6240,6050,6080,43153,92237.0,15170500.0
2019-09-24,6020,6190,6020,6160,21675,93450.0,15170500.0
2019-09-25,6170,6170,5930,5970,52886,90568.0,15170500.0
2019-09-26,6080,6080,5820,5870,43100,89051.0,15170500.0
2019-09-27,5990,6020,5820,5920,24272,89809.0,15170500.0
2019-09-30,5820,5950,5760,5800,26958,87989.0,15170500.0
2019-10-01,5990,5990,5780,5890,39100,89354.0,15170500.0
2019-10-02,5830,5890,5780,5780,20554,87685.0,15170500.0
2019-10-04,5780,5840,5700,5710,16827,86624.0,15170500.0
2019-10-07,5710,5850,5700,5770,24840,87534.0,15170500.0
