슈프리마(236200),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-07-18,30750,31250,30400,30800,55181,220536.0,7160273.0
2019-07-19,30850,32100,30650,31000,74340,221968.0,7160273.0
2019-07-22,31000,31000,30200,30600,29318,219104.0,7160273.0
2019-07-23,30900,31500,30350,30500,47292,218388.0,7160273.0
2019-07-24,30500,30700,29150,29600,89548,211944.0,7160273.0
2019-07-25,29300,30150,29200,29600,33289,211944.0,7160273.0
2019-07-26,29950,29950,28600,29650,68238,212302.0,7160273.0
2019-07-29,29600,29600,28550,28700,52093,205500.0,7160273.0
2019-07-30,28650,29250,28350,29000,81203,207648.0,7160273.0
2019-07-31,28900,29500,28100,28900,86167,206932.0,7160273.0
2019-08-01,30000,30950,29050,29150,184807,208722.0,7160273.0
2019-08-02,29150,30950,28400,29950,96035,214450.0,7160273.0
2019-08-05,29950,29950,26850,27100,193077,194043.0,7160273.0
2019-08-06,26100,28900,25250,27050,136530,193685.0,7160273.0
2019-08-07,27600,28300,26650,27300,80564,195475.0,7160273.0
2019-08-08,27500,29050,27050,28750,108545,205858.0,7160273.0
2019-08-09,28800,29150,28150,28500,51797,204068.0,7160273.0
2019-08-12,28550,29250,28000,28600,35619,204784.0,7160273.0
2019-08-13,28100,28600,27750,28000,39469,200488.0,7160273.0
2019-08-14,28550,29150,28450,28700,44642,205500.0,7160273.0
2019-08-16,28050,28050,26750,27250,123260,195117.0,7160273.0
2019-08-19,26450,26900,21500,22200,912990,158958.0,7160273.0
2019-08-20,23000,23000,21150,22450,616350,160748.0,7160273.0
2019-08-21,22900,23850,22600,23450,399940,167908.0,7160273.0
2019-08-22,23950,24200,23100,23300,176442,166834.0,7160273.0
2019-08-23,22800,23950,22750,23400,111398,167550.0,7160273.0
2019-08-26,22400,23000,21900,22000,136759,157526.0,7160273.0
2019-08-27,22500,23250,22250,22550,99323,161464.0,7160273.0
2019-08-28,22550,23050,22550,22950,73510,164328.0,7160273.0
2019-08-29,23000,23150,22150,22500,98774,161106.0,7160273.0
2019-08-30,22750,23100,22500,23000,70876,164686.0,7160273.0
2019-09-02,22950,23850,22750,23750,82926,170056.0,7160273.0
2019-09-03,23850,24350,23750,23950,119215,171489.0,7160273.0
2019-09-04,23950,24550,23950,24450,96931,175069.0,7160273.0
2019-09-05,24450,24650,24100,24400,77751,174711.0,7160273.0
2019-09-06,24800,24900,23800,24150,95714,172921.0,7160273.0
2019-09-09,24100,24350,23000,23400,151164,167550.0,7160273.0
2019-09-10,23650,23850,22900,23250,121793,166476.0,7160273.0
2019-09-11,23300,23600,22950,23500,78734,168266.0,7160273.0
2019-09-16,23600,23700,23050,23300,80180,166834.0,7160273.0
2019-09-17,23200,23450,22950,23200,61200,166118.0,7160273.0
2019-09-18,23200,23350,22600,23250,147934,166476.0,7160273.0
2019-09-19,23300,24350,23250,24200,194104,173279.0,7160273.0
2019-09-20,24500,24800,24300,24500,165589,175427.0,7160273.0
2019-09-23,24500,24500,23800,23950,90006,171489.0,7160273.0
2019-09-24,23800,24100,22850,23100,303353,165402.0,7160273.0
2019-09-25,23050,23100,21450,21650,423589,155020.0,7160273.0
2019-09-26,21800,22150,21200,21700,221796,155378.0,7160273.0
2019-09-27,21500,21800,21250,21600,111981,154662.0,7160273.0
2019-09-30,21600,21700,21100,21400,140206,153230.0,7160273.0
2019-10-01,21350,22350,21350,22100,131263,158242.0,7160273.0
2019-10-02,22100,22400,21750,22300,105441,159674.0,7160273.0
2019-10-04,22100,22300,21750,22100,58395,158242.0,7160273.0
2019-10-07,22050,22500,22000,22150,65108,158600.0,7160273.0
