케이엔더블유(105330),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2011-06-08,6230,6340,6150,6150,26203,27060.0,4400000.0
2011-06-09,6100,6350,6100,6340,30190,27896.0,4400000.0
2011-06-10,6390,6520,6300,6460,29090,28424.0,4400000.0
2011-06-13,6260,6430,6010,6200,28306,27280.0,4400000.0
2011-06-14,6240,6250,6170,6220,24700,27368.0,4400000.0
2011-06-15,6230,6690,6230,6400,136476,28160.0,4400000.0
2011-06-16,6390,6390,6020,6030,65004,26532.0,4400000.0
2011-06-17,6030,6130,5720,5780,69763,25432.0,4400000.0
2011-06-20,5780,5810,5500,5510,71834,24244.0,4400000.0
2011-06-21,5520,5670,5520,5550,48845,24420.0,4400000.0
2011-06-22,5580,5740,5580,5650,23691,24860.0,4400000.0
2011-06-23,5600,5810,5600,5740,21627,25256.0,4400000.0
2011-06-24,5740,6050,5740,5950,33090,26180.0,4400000.0
2011-06-27,5890,6180,5800,6130,56422,26972.0,4400000.0
2011-06-28,6130,6300,6050,6100,29705,26840.0,4400000.0
2011-06-29,6110,6200,5960,5970,49053,26268.0,4400000.0
2011-06-30,5980,6210,5980,6150,19899,27060.0,4400000.0
2011-07-01,6230,6350,6170,6250,22296,27500.0,4400000.0
2011-07-04,6330,6480,6330,6420,28752,28248.0,4400000.0
2011-07-05,6380,6580,6290,6370,21384,28028.0,4400000.0
2011-07-06,6380,6390,6190,6280,29506,27632.0,4400000.0
2011-07-07,6350,6350,6210,6210,39358,27324.0,4400000.0
2011-07-08,6300,6300,6160,6240,20413,27456.0,4400000.0
2011-07-11,6250,6330,6120,6120,26661,26928.0,4400000.0
2011-07-12,6070,6080,5880,5970,38550,26268.0,4400000.0
2011-07-13,5920,6090,5920,6090,18287,26796.0,4400000.0
2011-07-14,6000,6120,5970,6110,17337,26884.0,4400000.0
2011-07-15,6130,6200,6080,6170,39259,27148.0,4400000.0
2011-07-18,6200,6640,6200,6520,47703,28688.0,4400000.0
2011-07-19,6490,6610,6370,6550,35012,28820.0,4400000.0
2011-07-20,6610,7230,6610,6850,120126,30140.0,4400000.0
2011-07-21,6870,7090,6780,6970,57371,30668.0,4400000.0
2011-07-22,7140,7140,6930,6970,42011,30668.0,4400000.0
2011-07-25,6930,7170,6670,6740,40212,29656.0,4400000.0
2011-07-26,6670,6860,6670,6850,16953,30140.0,4400000.0
2011-07-27,6970,6970,6680,6710,32009,29524.0,4400000.0
2011-07-28,6700,6700,6530,6530,41222,28732.0,4400000.0
2011-07-29,6530,6710,6500,6510,24912,28644.0,4400000.0
2011-08-01,6560,7180,6530,7050,112734,31020.0,4400000.0
2011-08-02,7100,7500,6980,7320,119460,32208.0,4400000.0
2011-08-03,7350,7370,7010,7240,56328,31856.0,4400000.0
2011-08-04,7310,7400,7000,7150,62299,31460.0,4400000.0
2011-08-05,6530,6820,6120,6260,98001,27544.0,4400000.0
2011-08-08,6000,6140,5330,5330,179749,23452.0,4400000.0
2011-08-09,4605,4850,4540,4540,173584,19976.0,4400000.0
2011-08-10,4760,5000,4655,4810,180035,21164.0,4400000.0
2011-08-11,4500,4950,4220,4900,86147,21560.0,4400000.0
2011-08-12,5120,5350,4960,4960,91019,21824.0,4400000.0
2011-08-16,5300,5350,5150,5200,49216,22880.0,4400000.0
2011-08-17,5260,5400,5100,5310,52024,23364.0,4400000.0
2011-08-18,5390,5550,5050,5060,66758,22264.0,4400000.0
2011-08-19,4705,4820,4400,4400,119126,19360.0,4400000.0
2011-08-22,4390,4475,4150,4360,64568,19184.0,4400000.0
2011-08-23,4400,4600,4400,4570,25050,20108.0,4400000.0
2011-08-24,4690,4690,4430,4535,61769,19954.0,4400000.0
2011-08-25,4595,4715,4535,4535,26533,19954.0,4400000.0
2011-08-26,4500,4675,4500,4620,35129,20328.0,4400000.0
2011-08-29,4760,5000,4650,4820,43908,21208.0,4400000.0
2011-08-30,4990,5080,4840,4850,32193,21340.0,4400000.0
2011-08-31,4940,4965,4765,4960,39470,21824.0,4400000.0
2011-09-01,4995,5090,4900,5020,33384,22088.0,4400000.0
2011-09-02,5000,5170,4990,5150,35943,22660.0,4400000.0
2011-09-05,5040,5280,4985,5170,44566,22748.0,4400000.0
2011-09-06,5110,5180,4855,5030,45841,22132.0,4400000.0
2011-09-07,5050,5350,4940,5300,29731,23320.0,4400000.0
2011-09-08,5510,6090,4930,4940,562903,21736.0,4400000.0
2011-09-09,4885,4960,4720,4755,42124,20922.0,4400000.0
2011-09-14,4765,4765,4370,4370,60732,19228.0,4400000.0
2011-09-15,4420,4535,4280,4310,101451,18964.0,4400000.0
2011-09-16,4370,4560,4365,4470,29677,19668.0,4400000.0
2011-09-19,4470,4530,4390,4390,20880,19316.0,4400000.0
2011-09-20,4260,4445,4260,4420,25372,19448.0,4400000.0
2011-09-21,4400,4565,4400,4540,32474,19976.0,4400000.0
2011-09-22,4425,4500,4325,4350,22823,19140.0,4400000.0
2011-09-23,4025,4155,3945,3945,100022,17358.0,4400000.0
2011-09-26,4030,4030,3355,3500,89789,15400.0,4400000.0
2011-09-27,3565,3795,3540,3570,41413,15708.0,4400000.0
2011-09-28,3645,3750,3610,3670,26844,16148.0,4400000.0
2011-09-29,3600,3850,3520,3845,30192,16918.0,4400000.0
2011-09-30,3910,4080,3855,4050,47038,17820.0,4400000.0
2011-10-04,3895,4000,3730,3980,20980,17512.0,4400000.0
2011-10-05,3980,4000,3770,3960,16809,17424.0,4400000.0
2011-10-06,3900,4060,3895,3895,32471,17138.0,4400000.0
2011-10-07,3960,4090,3900,4020,24489,17688.0,4400000.0
2011-10-10,4045,4135,4000,4085,16627,17974.0,4400000.0
2011-10-11,4430,4445,4140,4155,25531,18282.0,4400000.0
2011-10-12,4115,4295,4115,4220,18117,18568.0,4400000.0
2011-10-13,4310,4410,4170,4375,36330,19250.0,4400000.0
2011-10-14,4305,4660,4220,4510,38841,19844.0,4400000.0
2011-10-17,4700,4700,4500,4610,16127,20284.0,4400000.0
2011-10-18,4585,4585,4445,4530,14233,19932.0,4400000.0
2011-10-19,4530,4690,4435,4500,21542,19800.0,4400000.0
2011-10-20,4500,4680,4375,4435,35244,19514.0,4400000.0
2011-10-21,4500,4605,4375,4605,27989,20262.0,4400000.0
2011-10-24,4770,4770,4625,4700,28944,20680.0,4400000.0
2011-10-25,4800,4820,4525,4795,37583,21098.0,4400000.0
2011-10-26,4710,4860,4675,4810,38670,21164.0,4400000.0
2011-10-27,4855,4950,4765,4950,28751,21780.0,4400000.0
2011-10-28,4965,5270,4965,5110,39173,22484.0,4400000.0
2011-10-31,5110,5140,4950,5000,18103,22000.0,4400000.0
2011-11-01,5000,5090,4820,4905,24493,21582.0,4400000.0
2011-11-02,4695,4875,4600,4830,37183,21252.0,4400000.0
2011-11-03,4870,4980,4730,4830,9613,21252.0,4400000.0
2011-11-04,4830,5200,4830,4985,13025,21934.0,4400000.0
2011-11-07,4870,5050,4710,4955,106234,21802.0,4400000.0
2011-11-08,4960,5140,4880,4910,26892,21604.0,4400000.0
2011-11-09,4865,5110,4850,5100,25919,22440.0,4400000.0
2011-11-10,4920,4960,4730,4800,17772,21120.0,4400000.0
2011-11-11,4750,4930,4740,4805,23990,21142.0,4400000.0
2011-11-14,4810,4950,4765,4850,23009,21340.0,4400000.0
2011-11-15,4850,4850,4710,4760,15622,20944.0,4400000.0
2011-11-16,4770,4900,4650,4800,30841,21120.0,4400000.0
2011-11-17,5100,5520,4430,4490,614418,19756.0,4400000.0
2011-11-18,4400,4460,4310,4370,59146,19228.0,4400000.0
2011-11-21,4400,4400,4225,4360,25205,19184.0,4400000.0
2011-11-22,4205,4360,4205,4345,14264,19118.0,4400000.0
2011-11-23,4345,4345,4035,4140,29644,18216.0,4400000.0
2011-11-24,4025,4295,4010,4265,22127,18766.0,4400000.0
2011-11-25,4255,4295,4155,4185,9644,18414.0,4400000.0
2011-11-28,4290,4290,4175,4240,16413,18656.0,4400000.0
2011-11-29,4215,4245,4155,4225,14106,18590.0,4400000.0
2011-11-30,4275,4300,4155,4155,10637,18282.0,4400000.0
2011-12-01,4220,4450,4190,4450,41851,19580.0,4400000.0
2011-12-02,4435,4490,4320,4450,7855,19580.0,4400000.0
2011-12-05,4450,4545,4405,4500,8181,19800.0,4400000.0
2011-12-06,4500,4500,4280,4430,10345,19492.0,4400000.0
2011-12-07,4590,4590,4350,4470,7854,19668.0,4400000.0
2011-12-08,4405,4490,4300,4345,25109,19118.0,4400000.0
2011-12-09,4355,4355,4100,4225,17948,18590.0,4400000.0
2011-12-12,4270,4370,4150,4290,26820,18876.0,4400000.0
2011-12-13,4215,4420,4175,4355,7649,19162.0,4400000.0
2011-12-14,4400,4450,4220,4310,46402,18964.0,4400000.0
2011-12-15,4310,4310,4200,4205,15458,18502.0,4400000.0
2011-12-16,4215,4345,4150,4230,10848,18612.0,4400000.0
2011-12-19,4230,4230,3750,3830,48509,16852.0,4400000.0
2011-12-20,3860,3990,3805,3920,27174,17248.0,4400000.0
2011-12-21,4020,4085,3970,4085,21066,17974.0,4400000.0
2011-12-22,4000,4090,4000,4055,6957,17842.0,4400000.0
2011-12-23,4110,4190,4050,4160,39134,18304.0,4400000.0
2011-12-26,4210,4260,4085,4175,17016,18370.0,4400000.0
2011-12-27,4095,4195,4010,4085,15769,17974.0,4400000.0
2011-12-28,4020,4170,4020,4035,7279,17754.0,4400000.0
2011-12-29,4035,4080,3980,3990,17718,17556.0,4400000.0
2012-01-02,4000,4060,3965,3990,12774,17556.0,4400000.0
2012-01-03,4030,4150,4015,4100,24539,18040.0,4400000.0
2012-01-04,4100,4580,4055,4360,102654,19184.0,4400000.0
2012-01-05,4360,4485,4200,4445,40871,19558.0,4400000.0
2012-01-06,4380,4560,4350,4510,20739,19844.0,4400000.0
2012-01-09,4440,4735,4440,4630,53811,20372.0,4400000.0
2012-01-10,4630,5070,4590,4950,88558,21780.0,4400000.0
2012-01-11,5040,5040,4775,4800,52418,21120.0,4400000.0
2012-01-12,4885,4885,4640,4700,50854,20680.0,4400000.0
2012-01-13,4730,4805,4610,4805,32669,21142.0,4400000.0
2012-01-16,4880,4880,4680,4800,27691,21120.0,4400000.0
2012-01-17,4750,4875,4700,4735,20522,20834.0,4400000.0
2012-01-18,4765,5250,4765,4995,123761,21978.0,4400000.0
2012-01-19,5040,5080,4825,4900,42980,21560.0,4400000.0
2012-01-20,4900,5300,4830,5170,109653,22748.0,4400000.0
2012-01-25,5200,5350,5040,5040,72727,22176.0,4400000.0
2012-01-26,5180,5210,4990,5050,48536,22220.0,4400000.0
2012-01-27,5040,5200,4950,5200,79814,22880.0,4400000.0
2012-01-30,5240,5240,5110,5150,18963,22660.0,4400000.0
2012-01-31,5100,5190,4910,5070,32329,22308.0,4400000.0
2012-02-01,5050,5090,4950,5020,33620,22088.0,4400000.0
2012-02-02,5090,5090,4950,5050,33988,22220.0,4400000.0
2012-02-03,5010,5060,4975,5040,21912,22176.0,4400000.0
2012-02-06,5090,5450,5090,5270,69687,23188.0,4400000.0
2012-02-07,5380,5380,5220,5280,31219,23232.0,4400000.0
2012-02-08,5280,5450,5150,5290,30156,23276.0,4400000.0
2012-02-09,5300,5300,5100,5250,13194,23100.0,4400000.0
2012-02-10,5250,5360,5210,5290,6347,23276.0,4400000.0
2012-02-13,5320,5540,5200,5490,41927,24156.0,4400000.0
2012-02-14,5640,5640,5420,5520,16999,24288.0,4400000.0
2012-02-15,5520,5520,5370,5500,15823,24200.0,4400000.0
2012-02-16,5370,5490,5370,5490,21885,24156.0,4400000.0
2012-02-17,5640,5640,5440,5510,16738,24244.0,4400000.0
2012-02-20,5530,5550,5350,5470,10233,24068.0,4400000.0
2012-02-21,5400,5430,5290,5390,27963,23716.0,4400000.0
2012-02-22,5320,5400,5270,5370,24363,23628.0,4400000.0
2012-02-23,5370,5380,5250,5330,24989,23452.0,4400000.0
2012-02-24,5330,5390,5120,5390,34523,23716.0,4400000.0
2012-02-27,5260,5330,5000,5000,62004,22000.0,4400000.0
2012-02-28,5020,5050,4880,4955,36964,21802.0,4400000.0
2012-02-29,4975,4975,4870,4960,22107,21824.0,4400000.0
2012-03-02,4995,4995,4910,4910,21899,21604.0,4400000.0
2012-03-05,4950,4965,4910,4940,12298,21736.0,4400000.0
2012-03-06,4945,4990,4915,4940,18548,21736.0,4400000.0
2012-03-07,4905,4925,4855,4885,37697,21494.0,4400000.0
2012-03-08,4885,5580,4850,5150,597634,22660.0,4400000.0
2012-03-09,5150,5210,5080,5180,54379,22792.0,4400000.0
2012-03-12,5250,5280,5020,5080,52974,22352.0,4400000.0
2012-03-13,5010,5180,5010,5080,51010,22352.0,4400000.0
2012-03-14,5140,5240,5050,5140,39201,22616.0,4400000.0
2012-03-15,5140,5210,5040,5060,35457,22264.0,4400000.0
2012-03-16,5030,5100,4940,4995,30204,21978.0,4400000.0
2012-03-19,5040,5040,4900,4955,31976,21802.0,4400000.0
2012-03-20,4955,4990,4890,4955,17337,21802.0,4400000.0
2012-03-21,4900,4970,4850,4850,28932,21340.0,4400000.0
2012-03-22,4825,4840,4665,4745,30205,20878.0,4400000.0
2012-03-23,4760,4760,4640,4735,9647,20834.0,4400000.0
2012-03-26,4730,4775,4635,4730,8526,20812.0,4400000.0
2012-03-27,4740,4800,4640,4645,15681,20438.0,4400000.0
2012-03-28,4650,4750,4650,4690,7768,20636.0,4400000.0
2012-03-29,4610,4770,4525,4570,27602,20108.0,4400000.0
2012-03-30,4530,4685,4510,4580,22130,20152.0,4400000.0
2012-04-02,4645,4645,4570,4570,5073,20108.0,4400000.0
2012-04-03,4745,4745,4535,4535,14131,19954.0,4400000.0
2012-04-04,4535,4575,4420,4500,16752,19800.0,4400000.0
2012-04-05,4480,4505,4415,4485,10618,19734.0,4400000.0
2012-04-06,4490,4600,4485,4585,5949,20174.0,4400000.0
2012-04-09,4685,4685,4400,4445,6384,19558.0,4400000.0
2012-04-10,4445,4585,4305,4480,10936,19712.0,4400000.0
2012-04-12,4570,4570,4305,4395,9494,19338.0,4400000.0
2012-04-13,4310,4440,4310,4430,6100,19492.0,4400000.0
2012-04-16,4315,4435,4310,4410,8256,19404.0,4400000.0
2012-04-17,4440,4695,4410,4430,38049,19492.0,4400000.0
2012-04-18,4430,4530,4400,4405,12597,19382.0,4400000.0
2012-04-19,4405,4580,4405,4425,8127,19470.0,4400000.0
2012-04-20,4435,4650,4415,4545,30709,19998.0,4400000.0
2012-04-23,4545,4615,4430,4480,9746,19712.0,4400000.0
2012-04-24,4375,4525,4210,4290,13420,18876.0,4400000.0
2012-04-25,4290,4385,4140,4150,26375,18260.0,4400000.0
2012-04-26,4210,4245,4060,4060,9469,17864.0,4400000.0
2012-04-27,4080,4245,4060,4150,10762,18260.0,4400000.0
2012-04-30,4140,4400,4020,4115,12484,18106.0,4400000.0
2012-05-02,4070,4190,4070,4110,9256,18084.0,4400000.0
2012-05-03,4110,4200,4025,4120,20972,18128.0,4400000.0
2012-05-04,4120,4175,4075,4090,6343,17996.0,4400000.0
2012-05-07,4030,4120,3905,3990,22915,17556.0,4400000.0
2012-05-08,3890,4035,3890,3970,34044,17468.0,4400000.0
2012-05-09,4045,4080,3980,3980,11552,17512.0,4400000.0
2012-05-10,3980,4050,3980,4045,4820,17798.0,4400000.0
2012-05-11,4085,4085,3950,4000,12665,17600.0,4400000.0
2012-05-14,4000,4075,3950,4000,19118,17600.0,4400000.0
2012-05-15,3900,4050,3900,4030,24982,17732.0,4400000.0
2012-05-16,3950,4090,3910,4005,8459,17622.0,4400000.0
2012-05-17,3905,4035,3885,3915,17188,17226.0,4400000.0
2012-05-18,3815,3990,3640,3750,19362,16500.0,4400000.0
2012-05-21,3675,3990,3595,3660,26586,16104.0,4400000.0
2012-05-22,3660,3835,3645,3835,21566,16874.0,4400000.0
2012-05-23,3890,4185,3720,3730,12009,16412.0,4400000.0
2012-05-24,3650,3850,3650,3795,13088,16698.0,4400000.0
2012-05-25,3795,3890,3755,3850,12722,16940.0,4400000.0
2012-05-29,3980,3980,3800,3820,25506,16808.0,4400000.0
2012-05-30,3825,3885,3750,3850,23372,16940.0,4400000.0
2012-05-31,3760,3875,3750,3780,6487,16632.0,4400000.0
2012-06-01,3840,3840,3705,3740,7979,16456.0,4400000.0
2012-06-04,3620,3725,3600,3655,5073,16082.0,4400000.0
2012-06-05,3605,3860,3600,3785,10757,16654.0,4400000.0
2012-06-07,3900,3900,3750,3810,10352,16764.0,4400000.0
2012-06-08,3800,3970,3775,3875,19975,17050.0,4400000.0
2012-06-11,3890,3980,3820,3820,15373,16808.0,4400000.0
2012-06-12,3760,3935,3760,3830,7369,16852.0,4400000.0
2012-06-13,3890,4040,3890,4040,9995,17776.0,4400000.0
2012-06-14,4040,4270,3950,4250,17640,18700.0,4400000.0
2012-06-15,4205,4285,4205,4205,13575,18502.0,4400000.0
2012-06-18,4200,4800,4200,4790,57159,21076.0,4400000.0
2012-06-19,4800,4850,4615,4760,13157,20944.0,4400000.0
2012-06-20,4715,4765,4600,4695,21291,20658.0,4400000.0
2012-06-21,4805,5390,4700,5390,297941,23716.0,4400000.0
2012-06-22,5570,5860,5440,5550,307958,24420.0,4400000.0
2012-06-25,5500,5570,5170,5320,88186,23408.0,4400000.0
2012-06-26,5180,5430,5070,5350,57649,23540.0,4400000.0
2012-06-27,5590,5590,5080,5270,50037,23188.0,4400000.0
2012-06-28,5270,5270,4985,5270,34312,23188.0,4400000.0
2012-06-29,5160,5190,4990,4990,38276,21956.0,4400000.0
2012-07-02,4960,4990,4745,4750,79420,20900.0,4400000.0
2012-07-03,4815,4830,4700,4755,30818,20922.0,4400000.0
2012-07-04,4735,4890,4735,4850,29399,21340.0,4400000.0
2012-07-05,4890,4950,4775,4940,23680,21736.0,4400000.0
2012-07-06,5000,5010,4865,4995,27357,21978.0,4400000.0
2012-07-09,5020,5020,4800,4800,27117,21120.0,4400000.0
2012-07-10,4845,4845,4625,4625,19801,20350.0,4400000.0
2012-07-11,4670,4670,4590,4630,7500,20372.0,4400000.0
2012-07-12,4695,4810,4635,4725,17844,20790.0,4400000.0
2012-07-13,4840,4840,4535,4770,18824,20988.0,4400000.0
2012-07-16,4960,4960,4520,4595,27529,20218.0,4400000.0
2012-07-17,4595,4595,4455,4560,3395,20064.0,4400000.0
2012-07-18,4470,4565,4320,4350,24119,19140.0,4400000.0
2012-07-19,4265,4390,4265,4330,9331,19052.0,4400000.0
2012-07-20,4410,4525,4230,4375,5268,19250.0,4400000.0
2012-07-23,4375,4570,4365,4510,6361,19844.0,4400000.0
2012-07-24,4350,4520,4350,4435,5305,19514.0,4400000.0
2012-07-25,4430,4435,4255,4430,3218,19492.0,4400000.0
2012-07-26,4430,4430,4370,4395,1963,19338.0,4400000.0
2012-07-27,4300,4405,4300,4375,12520,19250.0,4400000.0
2012-07-30,4335,4550,4335,4440,1935,19536.0,4400000.0
2012-07-31,4440,4510,4285,4370,3649,19228.0,4400000.0
2012-08-01,4370,4370,4320,4365,2239,19206.0,4400000.0
2012-08-02,4310,4315,4205,4280,5766,18832.0,4400000.0
2012-08-03,4235,4240,4020,4020,7238,17688.0,4400000.0
2012-08-06,4030,4150,3995,4000,11196,17600.0,4400000.0
2012-08-07,4000,4070,4000,4030,3799,17732.0,4400000.0
2012-08-08,4150,4150,3990,4010,7123,17644.0,4400000.0
2012-08-09,4090,4090,3980,3985,5219,17534.0,4400000.0
2012-08-10,3985,4045,3920,3955,12138,17402.0,4400000.0
2012-08-13,3910,3990,3910,3915,5278,17226.0,4400000.0
2012-08-14,3870,3960,3870,3875,4992,17050.0,4400000.0
2012-08-16,3875,4150,3850,4150,20579,18260.0,4400000.0
2012-08-17,4370,4390,4115,4135,12284,18194.0,4400000.0
2012-08-20,4295,4295,4020,4080,7521,17952.0,4400000.0
2012-08-21,4105,4330,3990,4055,21375,17842.0,4400000.0
2012-08-22,4050,4180,4025,4075,4354,17930.0,4400000.0
2012-08-23,4135,4135,4025,4075,7619,17930.0,4400000.0
2012-08-24,4085,4115,4020,4075,13470,17930.0,4400000.0
2012-08-27,4220,4220,4015,4075,7334,17930.0,4400000.0
2012-08-28,4150,4150,4045,4085,5739,17974.0,4400000.0
2012-08-29,4145,4145,4025,4055,11178,17842.0,4400000.0
2012-08-30,4135,4135,4005,4050,6160,17820.0,4400000.0
2012-08-31,4050,4175,4050,4085,6467,17974.0,4400000.0
2012-09-03,4085,4180,4005,4140,4589,18216.0,4400000.0
2012-09-04,4105,4165,4095,4150,13101,18260.0,4400000.0
2012-09-05,4150,4350,4150,4250,20680,18700.0,4400000.0
2012-09-06,4260,4710,4250,4605,50577,20262.0,4400000.0
2012-09-07,4700,4800,4580,4650,17399,20460.0,4400000.0
2012-09-10,4655,4775,4655,4740,21701,20856.0,4400000.0
2012-09-11,4750,4800,4715,4795,8935,21098.0,4400000.0
2012-09-12,4650,4840,4650,4800,5902,21120.0,4400000.0
2012-09-13,4700,4840,4700,4795,2474,21098.0,4400000.0
2012-09-14,4890,4890,4685,4720,21680,20768.0,4400000.0
2012-09-17,4730,4800,4580,4650,5661,20460.0,4400000.0
2012-09-18,4585,4770,4585,4655,1161,20482.0,4400000.0
2012-09-19,4590,4675,4590,4660,9409,20504.0,4400000.0
2012-09-20,4700,4700,4510,4625,15210,20350.0,4400000.0
2012-09-21,4625,4800,4530,4590,16499,20196.0,4400000.0
2012-09-24,4590,4665,4505,4590,4765,20196.0,4400000.0
2012-09-25,4590,4700,4550,4600,6728,20240.0,4400000.0
2012-09-26,4600,4650,4510,4650,10737,20460.0,4400000.0
2012-09-27,4745,4795,4450,4650,10165,20460.0,4400000.0
2012-09-28,4735,4735,4500,4645,6817,20438.0,4400000.0
2012-10-02,4685,4695,4525,4685,7060,20614.0,4400000.0
2012-10-04,4705,4705,4550,4690,8851,20636.0,4400000.0
2012-10-05,4700,4700,4585,4685,6565,20614.0,4400000.0
2012-10-08,4680,4685,4625,4665,3954,20526.0,4400000.0
2012-10-09,4665,4665,4580,4610,6025,20284.0,4400000.0
2012-10-10,4610,4635,4405,4460,9158,19624.0,4400000.0
2012-10-11,4460,4655,4325,4325,3965,19030.0,4400000.0
2012-10-12,4250,4450,4250,4340,7073,19096.0,4400000.0
2012-10-15,4470,4500,4120,4120,10818,18128.0,4400000.0
2012-10-16,4120,4370,4120,4300,2597,18920.0,4400000.0
2012-10-17,4310,4395,4100,4175,10837,18370.0,4400000.0
2012-10-18,4180,4300,4150,4225,3271,18590.0,4400000.0
2012-10-19,4160,4385,4060,4190,10705,18436.0,4400000.0
2012-10-22,4190,4250,3985,4020,4126,17688.0,4400000.0
2012-10-23,4025,4130,3995,4045,4016,17798.0,4400000.0
2012-10-24,4025,4090,3960,4050,1396,17820.0,4400000.0
2012-10-25,4070,4140,4010,4115,5793,18106.0,4400000.0
2012-10-26,4235,4235,3950,4105,7945,18062.0,4400000.0
2012-10-29,4400,4400,3910,4045,6832,17798.0,4400000.0
2012-10-30,4070,4070,3965,4055,3193,17842.0,4400000.0
2012-10-31,3915,4060,3830,4000,20360,17600.0,4400000.0
2012-11-01,3930,4000,3900,3985,8240,17534.0,4400000.0
2012-11-02,4085,4085,3895,3995,9059,17578.0,4400000.0
2012-11-05,3940,4030,3855,3880,12327,17072.0,4400000.0
2012-11-06,3885,3940,3780,3895,19765,17138.0,4400000.0
2012-11-07,3895,4045,3790,3885,11462,17094.0,4400000.0
2012-11-08,3800,3870,3760,3860,11600,16984.0,4400000.0
2012-11-09,3860,3945,3730,3940,14572,17336.0,4400000.0
2012-11-12,3880,3935,3800,3805,18281,16742.0,4400000.0
2012-11-13,3805,3815,3660,3710,11514,16324.0,4400000.0
2012-11-14,3695,3750,3630,3685,8874,16214.0,4400000.0
2012-11-15,3460,3660,3460,3510,19246,15444.0,4400000.0
2012-11-16,3500,3590,3415,3485,18682,15334.0,4400000.0
2012-11-19,3520,3575,3485,3540,9421,15576.0,4400000.0
2012-11-20,3650,3650,3500,3555,14919,15642.0,4400000.0
2012-11-21,3600,3605,3475,3560,5132,15664.0,4400000.0
2012-11-22,3560,3660,3560,3575,2898,15730.0,4400000.0
2012-11-23,3575,3600,3540,3550,2185,15620.0,4400000.0
2012-11-26,3545,3680,3455,3540,3946,15576.0,4400000.0
2012-11-27,3570,3570,3480,3535,10044,15554.0,4400000.0
2012-11-28,3535,3585,3485,3535,36557,15554.0,4400000.0
2012-11-29,3535,4065,3535,4065,145312,17886.0,4400000.0
2012-11-30,4240,4385,3960,4010,111713,17644.0,4400000.0
2012-12-03,4005,4185,3960,4035,15098,17754.0,4400000.0
2012-12-04,4040,4085,3910,3930,14132,17292.0,4400000.0
2012-12-05,3870,3950,3770,3770,12614,16588.0,4400000.0
2012-12-06,3800,3800,3635,3660,20956,16104.0,4400000.0
2012-12-07,3610,3875,3585,3875,11353,17050.0,4400000.0
2012-12-10,3800,3890,3745,3745,15886,16478.0,4400000.0
2012-12-11,3745,3810,3630,3755,13359,16522.0,4400000.0
2012-12-12,3730,3790,3650,3660,11774,16104.0,4400000.0
2012-12-13,3660,3820,3660,3790,16815,16676.0,4400000.0
2012-12-14,3790,3845,3660,3840,9050,16896.0,4400000.0
2012-12-17,3840,3900,3775,3880,3187,17072.0,4400000.0
2012-12-18,3880,4070,3815,3915,8112,17226.0,4400000.0
2012-12-20,3915,4000,3905,3935,11294,17314.0,4400000.0
2012-12-21,3935,4095,3815,3970,6904,17468.0,4400000.0
2012-12-24,3925,4040,3880,3900,4642,17160.0,4400000.0
2012-12-26,4000,4000,3860,3885,3416,17094.0,4400000.0
2012-12-27,3900,3990,3805,3905,3731,17182.0,4400000.0
2012-12-28,3950,4035,3885,3900,6379,17160.0,4400000.0
2013-01-02,3950,4120,3950,4100,11226,18040.0,4400000.0
2013-01-03,4150,4150,4035,4090,9018,17996.0,4400000.0
2013-01-04,4150,4150,4010,4135,4012,18194.0,4400000.0
2013-01-07,4170,4550,4100,4440,33794,19536.0,4400000.0
2013-01-08,4600,4600,4380,4545,25276,19998.0,4400000.0
2013-01-09,4630,4790,4530,4750,22526,20900.0,4400000.0
2013-01-10,4830,4840,4705,4750,15682,20900.0,4400000.0
2013-01-11,4860,4895,4740,4820,18908,21208.0,4400000.0
2013-01-14,4965,4965,4680,4845,14694,21318.0,4400000.0
2013-01-15,4850,4850,4660,4740,12530,20856.0,4400000.0
2013-01-16,4800,4855,4650,4695,7701,20658.0,4400000.0
2013-01-17,4695,4790,4545,4600,6827,20240.0,4400000.0
2013-01-18,4600,4830,4505,4830,6196,21252.0,4400000.0
2013-01-21,4935,4935,4650,4735,6015,20834.0,4400000.0
2013-01-22,4800,4800,4605,4605,16727,20262.0,4400000.0
2013-01-23,4665,4665,4550,4585,2887,20174.0,4400000.0
2013-01-24,4530,4645,4460,4610,9235,20284.0,4400000.0
2013-01-25,4585,4800,4460,4630,10824,20372.0,4400000.0
2013-01-28,4695,4695,4500,4595,4684,20218.0,4400000.0
2013-01-29,4600,4605,4500,4590,7663,20196.0,4400000.0
2013-01-30,4600,4800,4345,4400,15115,19360.0,4400000.0
2013-01-31,4405,4490,4260,4315,7677,18986.0,4400000.0
2013-02-01,4340,4340,4150,4150,27307,18260.0,4400000.0
2013-02-04,4205,4390,3980,3980,15494,17512.0,4400000.0
2013-02-05,4005,4005,3830,3975,16576,17490.0,4400000.0
2013-02-06,4025,4140,3915,4090,4615,17996.0,4400000.0
2013-02-07,4100,4140,3600,4000,8455,17600.0,4400000.0
2013-02-08,4020,4020,3915,4000,4984,17600.0,4400000.0
2013-02-12,4000,4040,3925,4000,2701,17600.0,4400000.0
2013-02-13,4050,4400,4000,4125,6901,18150.0,4400000.0
2013-02-14,4060,4190,4050,4050,6891,17820.0,4400000.0
