에스티팜(237690),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-03-13,44700,45550,43550,45350,159384,846050.0,18656000.0
2018-03-14,44750,45000,44200,44300,84010,826461.0,18656000.0
2018-03-15,44250,44600,42850,44000,169897,820864.0,18656000.0
2018-03-16,43800,46400,43150,44050,280488,821797.0,18656000.0
2018-03-19,43950,44250,42950,42950,84930,801275.0,18656000.0
2018-03-20,42900,46700,42400,46700,416086,871235.0,18656000.0
2018-03-21,47400,48650,46400,47050,341896,877765.0,18656000.0
2018-03-22,47450,48300,44700,45000,269097,839520.0,18656000.0
2018-03-23,43550,45500,43000,43050,218603,803141.0,18656000.0
2018-03-26,43000,45700,42400,45600,173974,850714.0,18656000.0
2018-03-27,46200,46200,44900,45400,108390,846982.0,18656000.0
2018-03-28,44600,45500,44100,44800,91400,835789.0,18656000.0
2018-03-29,45400,45550,44150,45550,81622,849781.0,18656000.0
2018-03-30,45600,45650,43900,44200,135966,824595.0,18656000.0
2018-04-02,44500,44500,42350,42650,137885,795678.0,18656000.0
2018-04-03,42100,43950,41550,43600,186192,813402.0,18656000.0
2018-04-04,43600,44750,42850,44150,142309,823662.0,18656000.0
2018-04-05,44900,45000,43600,43800,70536,817133.0,18656000.0
2018-04-06,43600,45600,43050,45600,136683,850714.0,18656000.0
2018-04-09,45850,47300,45800,47200,281756,880563.0,18656000.0
2018-04-10,47500,47650,46400,47050,157144,877765.0,18656000.0
2018-04-11,47350,47400,45850,46550,207462,868437.0,18656000.0
2018-04-12,46650,46650,44050,44100,257149,822730.0,18656000.0
2018-04-13,43950,45300,43250,44700,205430,833923.0,18656000.0
2018-04-16,44750,45400,44000,44300,96095,826461.0,18656000.0
2018-04-17,44700,45500,43800,44750,93255,834856.0,18656000.0
2018-04-18,44750,44900,43150,43250,173187,806872.0,18656000.0
2018-04-19,43200,43800,41550,42150,212349,786350.0,18656000.0
2018-04-20,42200,42850,41350,42800,95604,798477.0,18656000.0
2018-04-23,43100,43100,41950,42250,86522,788216.0,18656000.0
2018-04-24,42050,42900,40450,40450,155621,754635.0,18656000.0
2018-04-25,40050,41000,39600,40450,127770,754635.0,18656000.0
2018-04-26,41000,41050,39250,40050,142930,747173.0,18656000.0
2018-04-27,37400,40450,37300,40450,417049,754635.0,18656000.0
2018-04-30,39700,40700,38450,39800,104848,742509.0,18656000.0
2018-05-02,38850,39300,37650,38200,145057,712659.0,18656000.0
2018-05-03,38250,39450,38250,38350,77407,715458.0,18656000.0
2018-05-04,38350,38550,37300,37300,98424,695869.0,18656000.0
2018-05-08,37300,38050,35100,35100,118441,654826.0,18656000.0
2018-05-09,34650,37750,34400,37700,194934,703331.0,18656000.0
2018-05-10,37350,37350,35750,36000,131302,671616.0,18656000.0
2018-05-11,36000,36400,35100,36000,119607,671616.0,18656000.0
2018-05-14,36300,36400,35350,35650,90657,665086.0,18656000.0
2018-05-15,36000,36400,35200,35400,59883,660422.0,18656000.0
2018-05-16,34950,35700,34450,35450,68121,661355.0,18656000.0
2018-05-17,36000,36050,33800,34350,110395,640834.0,18656000.0
2018-05-18,34450,34450,33000,33900,178318,632438.0,18656000.0
2018-05-21,34000,34700,33550,34700,89279,647363.0,18656000.0
2018-05-23,34750,35000,33550,34000,108730,634304.0,18656000.0
2018-05-24,34000,34850,34000,34650,41284,646430.0,18656000.0
2018-05-25,34450,35600,34300,35350,86903,659490.0,18656000.0
2018-05-28,35000,35950,34800,35350,51607,659490.0,18656000.0
2018-05-29,35400,35450,34150,34150,58887,637102.0,18656000.0
2018-05-30,34150,34350,32100,32650,254656,609118.0,18656000.0
2018-05-31,33000,35800,33000,35600,260202,664154.0,18656000.0
2018-06-01,35550,35900,34850,35800,70625,667885.0,18656000.0
2018-06-04,35800,36000,34800,35400,71656,660422.0,18656000.0
2018-06-05,35350,35500,33350,33850,164681,631506.0,18656000.0
2018-06-07,34100,34300,33500,34250,51898,638968.0,18656000.0
2018-06-08,34000,35500,34000,35000,107766,652960.0,18656000.0
2018-06-11,35300,35700,35050,35500,51723,662288.0,18656000.0
2018-06-12,35450,35800,34700,35800,72626,667885.0,18656000.0
2018-06-14,35800,36150,34300,34950,85297,652027.0,18656000.0
2018-06-15,34950,36200,34700,36200,116333,675347.0,18656000.0
2018-06-18,36400,36400,34050,34800,76238,649229.0,18656000.0
2018-06-19,35000,35000,33300,33300,87503,621245.0,18656000.0
2018-06-20,33700,34500,33600,34500,52734,643632.0,18656000.0
2018-06-21,34200,34600,33550,33800,54561,630573.0,18656000.0
2018-06-22,33950,34850,33050,34850,47710,650162.0,18656000.0
2018-06-25,34850,36450,34500,36300,105065,677213.0,18656000.0
2018-06-26,35900,36400,35350,36200,56892,675347.0,18656000.0
2018-06-27,36150,36750,35900,36050,63852,672549.0,18656000.0
2018-06-28,35600,37150,35200,35550,102899,663221.0,18656000.0
2018-06-29,35700,36750,34800,36750,68583,685608.0,18656000.0
2018-07-02,36500,37800,35700,35700,132283,666019.0,18656000.0
2018-07-03,36050,37700,35750,36400,222096,679078.0,18656000.0
2018-07-04,36400,37400,35550,37350,101140,696802.0,18656000.0
2018-07-05,37200,39200,37200,38900,199582,725718.0,18656000.0
2018-07-06,39000,40450,38400,40450,144334,754635.0,18656000.0
2018-07-09,41000,41900,39600,40200,140848,749971.0,18656000.0
2018-07-10,40200,40250,38800,39800,172852,742509.0,18656000.0
2018-07-11,39500,39600,38400,38900,65304,725718.0,18656000.0
2018-07-12,38950,41500,38950,41350,169478,771426.0,18656000.0
2018-07-13,40900,41800,40350,41350,67871,771426.0,18656000.0
2018-07-16,41000,41800,40200,41600,85869,776090.0,18656000.0
2018-07-17,41600,41650,39350,39800,107175,742509.0,18656000.0
2018-07-18,40150,40450,37500,37500,214876,699600.0,18656000.0
2018-07-19,37200,38200,37000,37650,71091,702398.0,18656000.0
2018-07-20,37250,38450,37150,37500,54802,699600.0,18656000.0
2018-07-23,38400,38400,34900,35450,138137,661355.0,18656000.0
2018-07-24,35150,36200,34350,34700,153985,647363.0,18656000.0
2018-07-25,34700,35250,33150,34550,213184,644565.0,18656000.0
2018-07-26,35100,36000,34550,34950,80016,652027.0,18656000.0
2018-07-27,35000,36200,34750,35150,62299,655758.0,18656000.0
2018-07-30,34100,34150,32450,33000,281580,615648.0,18656000.0
2018-07-31,33200,33400,32600,32800,99760,611917.0,18656000.0
2018-08-01,33050,33700,32850,33400,90525,623110.0,18656000.0
2018-08-02,33400,33450,32550,32800,61044,611917.0,18656000.0
2018-08-03,33000,33100,32450,32900,55040,613782.0,18656000.0
2018-08-06,32900,33350,32800,32900,35388,613782.0,18656000.0
2018-08-07,32950,33100,32350,32500,75996,606320.0,18656000.0
2018-08-08,32750,33950,32400,33650,122452,627774.0,18656000.0
2018-08-09,33650,33750,32900,33300,76264,621245.0,18656000.0
2018-08-10,33650,35700,33050,35700,175097,666019.0,18656000.0
2018-08-13,35500,35950,33200,33300,253167,621245.0,18656000.0
2018-08-14,33350,34000,32800,33400,68379,623110.0,18656000.0
2018-08-16,32850,33250,32150,32950,71362,614715.0,18656000.0
2018-08-17,33100,33800,32750,33600,89786,626842.0,18656000.0
2018-08-20,33750,34800,33300,33500,118255,624976.0,18656000.0
2018-08-21,33500,34550,33450,34350,78262,640834.0,18656000.0
2018-08-22,34350,35050,33600,33900,91073,632438.0,18656000.0
2018-08-23,33900,34150,33100,33600,121045,626842.0,18656000.0
2018-08-24,33600,34050,33000,33800,106725,630573.0,18656000.0
2018-08-27,34000,35300,34000,34450,166960,642699.0,18656000.0
2018-08-28,34800,35350,34050,34300,84508,639901.0,18656000.0
2018-08-29,34350,34800,33700,34650,89397,646430.0,18656000.0
2018-08-30,34200,34850,33750,34100,74401,636170.0,18656000.0
2018-08-31,33700,34800,33700,34800,108887,649229.0,18656000.0
2018-09-03,34600,35300,34350,35300,80604,658557.0,18656000.0
2018-09-04,35650,36050,34950,35600,120813,664154.0,18656000.0
2018-09-05,35550,36000,35000,35250,84855,657624.0,18656000.0
2018-09-06,35550,35550,34300,34500,102664,643632.0,18656000.0
2018-09-07,34500,34700,33700,33750,104846,629640.0,18656000.0
2018-09-10,33700,34200,33700,33750,52150,629640.0,18656000.0
2018-09-11,33750,34350,32900,33400,109751,623110.0,18656000.0
2018-09-12,33500,34300,33250,33850,98834,631506.0,18656000.0
2018-09-13,34000,34050,33100,33600,81203,626842.0,18656000.0
2018-09-14,33850,33900,33100,33450,84835,624043.0,18656000.0
2018-09-17,33450,33550,32350,32700,119531,610051.0,18656000.0
2018-09-18,32800,33150,32400,32800,77531,611917.0,18656000.0
2018-09-19,32800,33200,32600,33100,63276,617514.0,18656000.0
2018-09-20,33350,34050,33050,33700,135462,628707.0,18656000.0
2018-09-21,33700,33900,33200,33850,53679,631506.0,18656000.0
2018-09-27,33850,34550,33500,34350,82474,640834.0,18656000.0
2018-09-28,33100,33300,29350,30000,959632,559680.0,18656000.0
2018-10-01,29700,29700,26950,27300,562936,509309.0,18656000.0
2018-10-02,27300,28100,26800,26900,220006,501846.0,18656000.0
2018-10-04,27200,27900,26750,27750,167958,517704.0,18656000.0
2018-10-05,27500,28000,27250,27500,128112,513040.0,18656000.0
2018-10-08,27600,27850,26250,26300,125760,490653.0,18656000.0
2018-10-10,25900,26550,25000,25600,121761,477594.0,18656000.0
2018-10-11,24600,25100,24300,24350,167651,454274.0,18656000.0
2018-10-12,24950,25900,24450,25400,206789,473862.0,18656000.0
2018-10-15,25100,25650,24550,24550,65466,458005.0,18656000.0
2018-10-16,24450,25150,23700,24000,156520,447744.0,18656000.0
2018-10-17,24350,24650,23950,24200,104563,451475.0,18656000.0
2018-10-18,24000,24250,23700,23850,94458,444946.0,18656000.0
2018-10-19,23600,24850,23500,24850,96800,463602.0,18656000.0
2018-10-22,24550,24900,24200,24550,47071,458005.0,18656000.0
2018-10-23,24600,25800,23600,23700,215544,442147.0,18656000.0
2018-10-24,24200,24850,22700,22950,187791,428155.0,18656000.0
2018-10-25,22100,22850,21900,22700,143424,423491.0,18656000.0
2018-10-26,22750,23350,21000,21200,173243,395507.0,18656000.0
2018-10-29,20900,22100,20400,20400,136901,380582.0,18656000.0
2018-10-30,20000,21400,19800,21200,105130,395507.0,18656000.0
2018-10-31,21100,21300,20400,21000,81922,391776.0,18656000.0
2018-11-01,21250,21700,20750,20800,86948,388045.0,18656000.0
2018-11-02,21050,22150,21050,22000,134512,410432.0,18656000.0
2018-11-05,21400,22100,20650,22100,139026,412298.0,18656000.0
2018-11-06,22400,22400,21500,21950,100663,409499.0,18656000.0
2018-11-07,22000,22700,20800,20850,201616,388978.0,18656000.0
2018-11-08,21150,21450,20900,21400,212245,399238.0,18656000.0
2018-11-09,21400,21800,21200,21750,72798,405768.0,18656000.0
2018-11-12,21350,21500,20900,20950,56966,390843.0,18656000.0
2018-11-13,20600,20800,19800,20650,127577,385246.0,18656000.0
2018-11-14,20900,21300,20250,20900,85317,389910.0,18656000.0
2018-11-15,21050,21700,20450,21650,67005,403902.0,18656000.0
2018-11-16,21700,22100,21500,21900,62558,408566.0,18656000.0
2018-11-19,22350,22350,21750,21900,86497,408566.0,18656000.0
2018-11-20,21500,21900,21400,21850,51081,407634.0,18656000.0
2018-11-21,21650,22200,21100,22200,58646,414163.0,18656000.0
2018-11-22,22400,22400,21650,22050,50404,411365.0,18656000.0
2018-11-23,22100,22100,21200,21350,66097,398306.0,18656000.0
2018-11-26,21350,21700,21100,21700,45470,404835.0,18656000.0
2018-11-27,21850,21900,21450,21750,53597,405768.0,18656000.0
2018-11-28,21850,21850,21500,21600,37286,402970.0,18656000.0
2018-11-29,21750,21900,21350,21450,69473,400171.0,18656000.0
2018-11-30,21450,22000,21350,21650,54192,403902.0,18656000.0
2018-12-03,21850,22350,21700,22200,84049,414163.0,18656000.0
2018-12-04,22250,22350,21600,21900,52531,408566.0,18656000.0
2018-12-05,21400,21700,21200,21550,45796,402037.0,18656000.0
2018-12-06,21650,21650,20800,20850,59932,388978.0,18656000.0
2018-12-07,21150,21250,20800,20850,33239,388978.0,18656000.0
2018-12-10,20650,20650,20050,20150,55130,375918.0,18656000.0
2018-12-11,20150,20450,19500,19500,98597,363792.0,18656000.0
2018-12-12,19300,20150,19300,19900,66610,371254.0,18656000.0
2018-12-13,20150,20550,19850,20150,76459,375918.0,18656000.0
2018-12-14,20250,20500,19950,20000,37156,373120.0,18656000.0
2018-12-17,19750,20150,19600,20150,38261,375918.0,18656000.0
2018-12-18,19800,20150,19800,19950,29089,372187.0,18656000.0
2018-12-19,20250,20250,19750,20250,38844,377784.0,18656000.0
2018-12-20,20100,20150,19400,19500,65180,363792.0,18656000.0
2018-12-21,19450,19850,19450,19500,48923,363792.0,18656000.0
2018-12-24,19500,19900,19200,19600,47409,365658.0,18656000.0
2018-12-26,19100,19850,19100,19800,42621,369389.0,18656000.0
2018-12-27,19800,20050,19500,20050,43897,374053.0,18656000.0
2018-12-28,20050,20350,19750,19800,41487,369389.0,18656000.0
2019-01-02,19950,19950,19300,19350,40311,360994.0,18656000.0
2019-01-03,19250,19500,18600,18600,62838,347002.0,18656000.0
2019-01-04,18350,18350,17350,18100,141687,337674.0,18656000.0
2019-01-07,18400,18450,17850,18100,53631,337674.0,18656000.0
2019-01-08,18100,18150,17400,17550,67984,327413.0,18656000.0
2019-01-09,17650,18600,17650,18200,85391,339539.0,18656000.0
2019-01-10,18250,18900,17800,18700,84051,348867.0,18656000.0
2019-01-11,18700,19100,18450,18850,54496,351666.0,18656000.0
2019-01-14,18900,18900,18350,18600,25937,347002.0,18656000.0
2019-01-15,18600,19000,18400,18900,33372,352598.0,18656000.0
2019-01-16,18800,19000,18450,18800,28025,350733.0,18656000.0
2019-01-17,18800,18900,18400,18450,47964,344203.0,18656000.0
2019-01-18,18400,18900,18400,18850,33697,351666.0,18656000.0
2019-01-21,18850,19000,18600,18700,27693,348867.0,18656000.0
2019-01-22,18700,18800,18450,18500,40899,345136.0,18656000.0
2019-01-23,18200,18600,18050,18600,38216,347002.0,18656000.0
2019-01-24,18600,19400,18350,19000,84715,354464.0,18656000.0
2019-01-25,18900,19400,18650,19350,53497,360994.0,18656000.0
2019-01-28,19500,19500,19000,19200,50391,358195.0,18656000.0
2019-01-29,19200,19250,18850,19000,44590,354464.0,18656000.0
2019-01-30,18850,19150,18750,19000,35715,354464.0,18656000.0
2019-01-31,19000,19450,18800,19050,81072,355397.0,18656000.0
2019-02-01,19100,19150,18800,19000,48909,354464.0,18656000.0
2019-02-07,19100,19500,18900,19500,75900,363792.0,18656000.0
2019-02-08,19300,20600,19250,20300,134379,378717.0,18656000.0
2019-02-11,20450,21750,20450,21500,219848,401104.0,18656000.0
2019-02-12,21800,21850,20750,21450,111545,400171.0,18656000.0
2019-02-13,21450,21650,21050,21550,58958,402037.0,18656000.0
2019-02-14,21550,21750,21000,21750,65852,405768.0,18656000.0
2019-02-15,21700,21750,21100,21250,84483,396440.0,18656000.0
2019-02-18,21250,22650,20950,22250,136389,415096.0,18656000.0
2019-02-19,22100,22450,21750,21900,88979,408566.0,18656000.0
2019-02-20,21950,22350,21700,22000,63467,410432.0,18656000.0
2019-02-21,22050,23750,21900,23200,210565,432819.0,18656000.0
2019-02-22,23100,23100,22550,22650,63556,422558.0,18656000.0
2019-02-25,22550,22800,22450,22550,50240,420693.0,18656000.0
2019-02-26,22550,22750,21900,22000,69117,410432.0,18656000.0
2019-02-27,22000,22200,21600,22150,28595,413230.0,18656000.0
2019-02-28,22250,23250,22000,22150,105741,413230.0,18656000.0
2019-03-04,22500,23250,22500,23200,82499,432819.0,18656000.0
2019-03-05,23150,23250,22650,23050,54173,430021.0,18656000.0
2019-03-06,22850,23000,22450,22550,57187,420693.0,18656000.0
2019-03-07,22400,22850,22150,22300,46530,416029.0,18656000.0
2019-03-08,22000,22550,22000,22550,33030,420693.0,18656000.0
2019-03-11,22350,22600,21750,22600,42558,421626.0,18656000.0
2019-03-12,22600,23350,22600,23300,74481,434685.0,18656000.0
2019-03-13,23350,24150,23300,24000,154374,447744.0,18656000.0
2019-03-14,24100,24250,23350,23350,77928,435618.0,18656000.0
2019-03-15,23350,23850,22900,23850,74412,444946.0,18656000.0
2019-03-18,23850,23850,23350,23700,37094,442147.0,18656000.0
2019-03-19,23500,23700,23000,23000,43660,429088.0,18656000.0
2019-03-20,22850,23000,22050,22250,72969,415096.0,18656000.0
2019-03-21,22200,22750,22050,22250,57670,415096.0,18656000.0
2019-03-22,22100,22500,21550,21700,80272,404835.0,18656000.0
2019-03-25,21200,22100,21200,21500,49284,401104.0,18656000.0
2019-03-26,21650,22100,21200,21900,30622,408566.0,18656000.0
2019-03-27,21950,22450,21500,22300,43608,416029.0,18656000.0
2019-03-28,22300,22300,21600,21750,32139,405768.0,18656000.0
2019-03-29,21950,22100,21450,22000,43841,410432.0,18656000.0
2019-04-01,21750,23250,21550,22200,138191,414163.0,18656000.0
2019-04-02,22300,22500,21900,22200,37707,414163.0,18656000.0
2019-04-03,22200,22300,21800,22000,40954,410432.0,18656000.0
2019-04-04,22400,22400,21900,22250,37256,415096.0,18656000.0
2019-04-05,22250,22300,22000,22150,24745,413230.0,18656000.0
2019-04-08,22350,22350,21750,21950,44950,409499.0,18656000.0
2019-04-09,21900,22200,21750,22200,44424,414163.0,18656000.0
2019-04-10,22200,23050,22050,22900,88774,427222.0,18656000.0
2019-04-11,22950,23200,22650,23000,60479,429088.0,18656000.0
2019-04-12,22900,23400,22800,23200,55593,432819.0,18656000.0
2019-04-15,23350,23350,22500,22600,44335,421626.0,18656000.0
2019-04-16,22600,22750,22300,22650,26856,422558.0,18656000.0
2019-04-17,22750,22900,22300,22700,49777,423491.0,18656000.0
2019-04-18,22500,22800,21800,21800,75578,406701.0,18656000.0
2019-04-19,22100,22650,21850,22200,74554,414163.0,18656000.0
2019-04-22,22200,22450,21750,21950,53703,409499.0,18656000.0
2019-04-23,21900,22050,21750,21950,25484,409499.0,18656000.0
2019-04-24,22100,22350,21700,22150,51329,413230.0,18656000.0
2019-04-25,22250,22450,21900,22450,60185,418827.0,18656000.0
2019-04-26,22350,22500,21750,22000,45287,410432.0,18656000.0
2019-04-29,22100,22100,21600,22000,31404,410432.0,18656000.0
2019-04-30,21850,22850,21750,22850,103033,426290.0,18656000.0
2019-05-02,22900,23000,22550,22850,72256,426290.0,18656000.0
2019-05-03,23000,23100,22600,22600,43613,421626.0,18656000.0
2019-05-07,22050,22200,21700,21850,77126,407634.0,18656000.0
2019-05-08,21700,22150,21600,21700,64230,404835.0,18656000.0
2019-05-09,21750,21800,20200,20600,90960,384314.0,18656000.0
2019-05-10,20500,21250,20300,20500,42007,382448.0,18656000.0
2019-05-13,20500,20750,20000,20350,67603,379650.0,18656000.0
2019-05-14,20050,21050,20050,20950,68960,390843.0,18656000.0
2019-05-15,20950,21350,20700,21250,41873,396440.0,18656000.0
2019-05-16,20950,21300,20700,20800,32546,388045.0,18656000.0
2019-05-17,20800,21450,20750,20850,41425,388978.0,18656000.0
2019-05-20,20950,21200,19900,19950,28664,372187.0,18656000.0
2019-05-21,19600,20400,19600,19750,65230,368456.0,18656000.0
2019-05-22,19800,20000,19500,20000,54233,373120.0,18656000.0
2019-05-23,20200,20200,18350,18900,85319,352598.0,18656000.0
2019-05-24,18900,19050,18350,18950,33890,353531.0,18656000.0
2019-05-27,18950,18950,18000,18300,52198,341405.0,18656000.0
2019-05-28,18050,18600,17900,18600,66299,347002.0,18656000.0
2019-05-29,18300,18500,17550,17850,83165,333010.0,18656000.0
2019-05-30,17500,18000,17200,17500,148011,326480.0,18656000.0
2019-05-31,17200,17950,17200,17800,49915,332077.0,18656000.0
2019-06-03,17600,17850,17250,17450,56543,325547.0,18656000.0
2019-06-04,17450,17500,17100,17250,52809,321816.0,18656000.0
2019-06-05,17550,17700,17250,17300,70556,322749.0,18656000.0
2019-06-07,17300,17950,17300,17850,76849,333010.0,18656000.0
2019-06-10,17750,17850,17450,17450,51665,325547.0,18656000.0
2019-06-11,17600,18300,17500,17900,86522,333942.0,18656000.0
2019-06-12,17850,18200,17800,18100,50726,337674.0,18656000.0
2019-06-13,18100,18250,17900,17950,76389,334875.0,18656000.0
2019-06-14,18100,18150,17650,17850,56587,333010.0,18656000.0
2019-06-17,17850,17900,17500,17500,37624,326480.0,18656000.0
2019-06-18,17900,18000,17550,17750,36583,331144.0,18656000.0
2019-06-19,18100,18100,17650,17700,52599,330211.0,18656000.0
2019-06-20,17700,18350,17700,18300,64466,341405.0,18656000.0
2019-06-21,18300,18550,17650,17650,221031,329278.0,18656000.0
2019-06-24,17900,18250,17850,18150,49043,338606.0,18656000.0
2019-06-25,18150,18500,17750,17950,58207,334875.0,18656000.0
2019-06-26,18000,18200,17850,17950,23057,334875.0,18656000.0
2019-06-27,18000,18000,17400,17400,72701,324614.0,18656000.0
2019-06-28,17400,17550,17050,17300,27062,322749.0,18656000.0
2019-07-01,17300,17700,17000,17450,31399,325547.0,18656000.0
2019-07-02,17350,17500,17100,17250,34965,321816.0,18656000.0
2019-07-03,17350,17500,17100,17300,23697,322749.0,18656000.0
2019-07-04,17300,17400,16750,17050,32331,318085.0,18656000.0
2019-07-05,17000,17100,16850,17100,30612,319018.0,18656000.0
2019-07-08,16950,17100,16250,16250,44147,303160.0,18656000.0
2019-07-09,16400,16650,16150,16150,37546,301294.0,18656000.0
2019-07-10,16150,16450,16150,16450,19088,306891.0,18656000.0
2019-07-11,16600,16800,16300,16800,18274,313421.0,18656000.0
2019-07-12,16700,17600,16500,17250,55105,321816.0,18656000.0
2019-07-15,17450,17450,16600,16900,30509,315286.0,18656000.0
2019-07-16,16650,17100,16500,16700,28283,311555.0,18656000.0
2019-07-17,16550,16800,16250,16300,28247,304093.0,18656000.0
2019-07-18,16050,16500,15800,16000,52362,298496.0,18656000.0
2019-07-19,16000,16400,15800,15950,40787,297563.0,18656000.0
2019-07-22,15900,16050,15700,15950,23002,297563.0,18656000.0
2019-07-23,15850,16150,15450,15800,43785,294765.0,18656000.0
2019-07-24,15850,15850,15350,15500,28336,289168.0,18656000.0
2019-07-25,15600,15600,14850,15050,50769,280773.0,18656000.0
2019-07-26,14650,15100,14450,14700,43963,274243.0,18656000.0
2019-07-29,14650,14850,13850,13950,89703,260251.0,18656000.0
2019-07-30,13600,14200,13600,14200,57980,264915.0,18656000.0
2019-07-31,14000,14250,13600,14150,59339,263982.0,18656000.0
2019-08-01,14100,14250,13800,14000,38584,261184.0,18656000.0
2019-08-02,14100,14550,13650,14250,52932,265848.0,18656000.0
2019-08-05,13600,13950,13100,13100,94750,244394.0,18656000.0
2019-08-06,12300,13350,12300,12800,119696,238797.0,18656000.0
2019-08-07,12850,13500,12600,13400,64411,249990.0,18656000.0
2019-08-08,13600,13900,13350,13900,54315,259318.0,18656000.0
2019-08-09,13900,14250,13500,14100,62208,263050.0,18656000.0
2019-08-12,13700,14100,13700,14050,35103,262117.0,18656000.0
2019-08-13,13750,14150,13750,13900,36912,259318.0,18656000.0
2019-08-14,14150,14200,13850,14100,42244,263050.0,18656000.0
2019-08-16,14000,14150,13700,13950,30029,260251.0,18656000.0
2019-08-19,13850,14000,13750,14000,23228,261184.0,18656000.0
2019-08-20,13850,14700,13850,14500,58328,270512.0,18656000.0
2019-08-21,14350,14850,14300,14650,41724,273310.0,18656000.0
2019-08-22,14550,14700,14150,14500,38076,270512.0,18656000.0
2019-08-23,14300,15100,14200,14250,74176,265848.0,18656000.0
2019-08-26,13950,13950,13350,13400,61529,249990.0,18656000.0
2019-08-27,13500,13750,13400,13400,37499,249990.0,18656000.0
2019-08-28,13800,14350,13450,14350,97543,267714.0,18656000.0
2019-08-29,14800,17000,14800,15650,568986,291966.0,18656000.0
2019-08-30,15700,16500,15600,15700,157537,292899.0,18656000.0
2019-09-02,15750,17100,15500,17000,119315,317152.0,18656000.0
2019-09-03,17000,18650,16700,18100,330218,337674.0,18656000.0
2019-09-04,18150,20150,18150,18900,533096,352598.0,18656000.0
2019-09-05,18900,19350,18550,18950,104978,353531.0,18656000.0
2019-09-06,19100,20000,18750,19600,108216,365658.0,18656000.0
2019-09-09,19900,19950,18900,19450,76913,362859.0,18656000.0
2019-09-10,19650,19650,18000,18050,107359,336741.0,18656000.0
2019-09-11,18050,18700,17750,18100,76382,337674.0,18656000.0
2019-09-16,18000,18650,17400,18650,66298,347934.0,18656000.0
2019-09-17,18450,19050,18250,18400,32959,343270.0,18656000.0
2019-09-18,18400,18900,17900,18100,43817,337674.0,18656000.0
2019-09-19,17850,18450,17800,18300,56252,341405.0,18656000.0
2019-09-20,18200,18450,17550,17550,80570,327413.0,18656000.0
2019-09-23,17450,17900,17300,17450,32111,325547.0,18656000.0
2019-09-24,17300,18150,17250,17450,43760,325547.0,18656000.0
2019-09-25,17300,17800,16950,17100,62292,319018.0,18656000.0
2019-09-26,17200,17550,16800,17300,72483,322749.0,18656000.0
2019-09-27,17500,17500,16950,17300,26797,322749.0,18656000.0
2019-09-30,17300,17600,16850,17450,44869,325547.0,18656000.0
2019-10-01,17150,18100,17150,17950,49017,334875.0,18656000.0
2019-10-02,17950,19400,17900,17950,238071,334875.0,18656000.0
2019-10-04,17850,18500,17450,17950,77606,334875.0,18656000.0
2019-10-07,18200,18400,17850,18400,91358,343270.0,18656000.0
