드림시큐리티(203650),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-06-29,1843,1890,1843,1877,37856,11000.0,5500000.0
2016-06-30,1876,1895,1876,1895,4107,11110.0,5500000.0
2016-07-01,1885,1904,1885,1905,7543,11165.0,5500000.0
2016-07-04,1871,1890,1871,1886,9992,11055.0,5500000.0
2016-07-05,1885,1895,1885,1891,667,11082.0,5500000.0
2016-07-06,1890,1895,1890,1895,256,11110.0,5500000.0
2016-07-07,1895,1895,1895,1895,848,11110.0,5500000.0
2016-07-08,1899,1904,1895,1895,1632,11110.0,5500000.0
2016-07-11,1899,1899,1881,1900,365,11138.0,5500000.0
2016-07-12,1904,1904,1899,1900,4601,11138.0,5500000.0
2016-07-13,1904,1904,1899,1905,18288,11165.0,5500000.0
2016-07-14,1904,1904,1904,1905,100,11165.0,5500000.0
2016-07-15,1895,1895,1885,1891,3150,11082.0,5500000.0
2016-07-18,1895,1895,1881,1895,2940,11110.0,5500000.0
2016-07-19,1885,1885,1885,1886,5463,11055.0,5500000.0
2016-07-20,1876,1899,1876,1900,9540,11138.0,5500000.0
2016-07-21,1899,1899,1899,1900,3000,11138.0,5500000.0
2016-07-22,1881,1899,1881,1900,918,11138.0,5500000.0
2016-07-25,1899,1904,1885,1886,5504,11055.0,5500000.0
2016-07-26,1885,1885,1885,1886,4,11055.0,5500000.0
2016-07-27,1885,1885,1885,1886,511,11055.0,5500000.0
2016-07-28,1890,1890,1890,1891,0,11082.0,5500000.0
2016-07-29,1890,1960,1890,1961,2242,11495.0,5500000.0
2016-08-01,1899,1909,1899,1900,1096,11138.0,5500000.0
2016-08-02,1895,1932,1895,1914,11517,11220.0,5500000.0
2016-08-03,1914,1923,1914,1923,10871,11275.0,5500000.0
2016-08-04,1970,1970,1932,1952,5472,11440.0,5500000.0
2016-08-05,1951,1960,1932,1947,6165,11412.0,5500000.0
2016-08-08,1904,1923,1904,1914,15244,11220.0,5500000.0
2016-08-09,1914,1918,1914,1919,13156,11248.0,5500000.0
2016-08-10,1928,1970,1928,1966,28081,11522.0,5500000.0
2016-08-11,1956,1975,1956,1961,47573,11495.0,5500000.0
2016-08-12,1960,1960,1937,1961,44516,11495.0,5500000.0
2016-08-16,1960,1960,1918,1942,22851,11385.0,5500000.0
2016-08-17,1914,1956,1914,1956,1001,11468.0,5500000.0
2016-08-18,1946,1946,1946,1947,1,11412.0,5500000.0
2016-08-19,1946,1946,1946,1947,1,11412.0,5500000.0
2016-08-22,1909,1946,1909,1947,31078,11412.0,5500000.0
2016-08-23,1918,1965,1914,1966,40745,11522.0,5500000.0
2016-08-24,1923,1928,1923,1923,277,11275.0,5500000.0
2016-08-25,1923,1946,1923,1947,1277,11412.0,5500000.0
2016-08-26,1946,1946,1923,1923,3009,11275.0,5500000.0
2016-08-29,1918,1946,1918,1947,1008,11412.0,5500000.0
2016-08-30,0,0,0,1947,0,11412.0,5500000.0
2016-08-31,0,0,0,1947,0,,
2016-09-01,0,0,0,1947,0,,
2016-09-02,0,0,0,1947,0,,
2016-09-05,0,0,0,1947,0,,
2016-09-06,0,0,0,1947,0,,
2016-09-07,0,0,0,1947,0,,
2016-09-08,0,0,0,1947,0,,
2016-09-09,0,0,0,1947,0,,
2016-09-12,0,0,0,1947,0,,
2016-09-13,0,0,0,1947,0,,
2016-09-19,0,0,0,1947,0,,
2016-09-20,0,0,0,1947,0,,
2016-09-21,0,0,0,1947,0,,
2016-09-22,0,0,0,1947,0,,
2016-09-23,0,0,0,1947,0,,
2016-09-26,0,0,0,1947,0,,
2016-09-27,0,0,0,1947,0,,
2016-09-28,0,0,0,1947,0,,
2016-09-29,0,0,0,1947,0,,
2016-09-30,0,0,0,1947,0,,
2016-10-04,0,0,0,1947,0,,
2016-10-05,0,0,0,1947,0,,
2016-10-06,0,0,0,1947,0,,
2016-10-07,0,0,0,1947,0,,
2016-10-10,0,0,0,1947,0,,
2016-10-11,0,0,0,1947,0,,
2016-10-12,0,0,0,1947,0,,
2016-10-13,0,0,0,1947,0,,
2016-10-14,1970,2017,1951,1984,369458,11632.0,5500000.0
2016-10-17,1979,1989,1965,1970,89316,11550.0,5500000.0
2016-10-18,1970,1998,1965,1984,61953,11632.0,5500000.0
2016-10-19,1984,2017,1984,2003,65252,11742.0,5500000.0
2016-10-20,2007,2007,1989,2003,101090,11742.0,5500000.0
2016-10-21,1989,2007,1989,2003,68185,11742.0,5500000.0
2016-10-24,2012,2012,1970,1970,48134,11550.0,5500000.0
2016-10-25,1970,1993,1970,1980,38241,11605.0,5500000.0
2016-10-26,1975,1989,1970,1975,67194,11578.0,5500000.0
2016-10-27,1975,1989,1960,1980,56625,11605.0,5500000.0
2016-10-28,1979,1979,1960,1980,46841,11605.0,5500000.0
2016-10-31,1960,1975,1946,1975,26566,11578.0,5500000.0
2016-11-01,1960,1970,1951,1961,37653,11495.0,5500000.0
2016-11-02,1951,1970,1890,1956,66538,11468.0,5500000.0
2016-11-03,1942,1942,1932,1933,11938,11330.0,5500000.0
2016-11-04,1895,1928,1895,1905,14610,11165.0,5500000.0
2016-11-07,1904,1904,1890,1895,33755,11110.0,5500000.0
2016-11-08,1876,1895,1876,1877,87569,11000.0,5500000.0
2016-11-09,1895,1895,1867,1877,27085,11000.0,5500000.0
2016-11-10,1862,1914,1862,1877,13833,11000.0,5500000.0
2016-11-11,1871,1876,1862,1877,326,11000.0,5500000.0
2016-11-14,1871,1876,1871,1872,7156,10972.0,5500000.0
2016-11-15,1871,1871,1862,1862,1231,10918.0,5500000.0
2016-11-16,1867,1867,1867,1867,3042,10945.0,5500000.0
2016-11-17,1876,1881,1876,1881,4777,11028.0,5500000.0
2016-11-18,1885,1890,1881,1881,7775,11028.0,5500000.0
2016-11-21,1881,1909,1881,1909,11462,11192.0,5500000.0
2016-11-22,1923,1923,1909,1923,20597,11275.0,5500000.0
2016-11-23,1923,1932,1923,1933,32038,11330.0,5500000.0
2016-11-24,1932,1932,1923,1928,49290,11302.0,5500000.0
2016-11-25,1923,1937,1923,1937,73324,11358.0,5500000.0
2016-11-28,1942,1942,1928,1933,242558,11330.0,5500000.0
2016-11-29,1932,1932,1904,1923,149404,11275.0,5500000.0
2016-11-30,1923,1937,1923,1933,136240,11330.0,5500000.0
2016-12-01,1932,1942,1914,1942,165081,11385.0,5500000.0
2016-12-02,1951,1951,1932,1933,85769,11330.0,5500000.0
2016-12-05,1942,1946,1876,1928,25240,11302.0,5500000.0
2016-12-06,1876,1932,1876,1914,27420,11220.0,5500000.0
2016-12-07,1881,1942,1881,1923,32809,11275.0,5500000.0
2016-12-08,1923,1923,1914,1919,5437,11248.0,5500000.0
2016-12-09,1918,1918,1895,1919,16889,11248.0,5500000.0
2016-12-12,1918,1918,1862,1862,26890,10918.0,5500000.0
2016-12-13,1876,1885,1857,1862,32745,10918.0,5500000.0
2016-12-14,1862,1862,1862,1862,999,10918.0,5500000.0
2016-12-15,1904,1904,1862,1877,4176,11000.0,5500000.0
2016-12-16,1876,1885,1876,1886,2828,11055.0,5500000.0
2016-12-19,1885,1904,1885,1905,10347,11165.0,5500000.0
2016-12-20,1914,1923,1881,1886,17961,11055.0,5500000.0
2016-12-21,1885,1923,1876,1895,8092,11110.0,5500000.0
2016-12-22,1904,1904,1876,1895,11710,11110.0,5500000.0
2016-12-23,1876,1904,1871,1900,3891,11138.0,5500000.0
2016-12-26,1876,1914,1871,1914,12127,11220.0,5500000.0
2016-12-27,1914,1914,1904,1914,209,11220.0,5500000.0
2016-12-28,1923,1923,1876,1886,4846,11055.0,5500000.0
2016-12-29,1923,1923,1885,1914,2061,11220.0,5500000.0
2017-01-02,1885,1918,1885,1914,2967,11220.0,5500000.0
2017-01-03,1885,1914,1885,1914,1621,11220.0,5500000.0
2017-01-04,1909,1909,1909,1909,110,11192.0,5500000.0
2017-01-05,1918,1918,1909,1909,21,11192.0,5500000.0
2017-01-06,1909,1909,1895,1909,9201,11192.0,5500000.0
2017-01-09,1918,1918,1909,1914,2318,11220.0,5500000.0
2017-01-10,1914,1914,1909,1914,8226,11220.0,5500000.0
2017-01-11,1914,1914,1909,1914,508,11220.0,5500000.0
2017-01-12,1914,1914,1876,1914,3917,11220.0,5500000.0
2017-01-13,1914,1914,1895,1914,1359,11220.0,5500000.0
2017-01-16,1909,1909,1895,1909,152,11192.0,5500000.0
2017-01-17,1946,1946,1904,1914,6310,11220.0,5500000.0
2017-01-18,1918,1918,1904,1914,4351,11220.0,5500000.0
2017-01-19,1909,1918,1909,1919,8004,11248.0,5500000.0
2017-01-20,1782,1838,1674,1675,873517,61236.0,34305754.0
2017-01-23,1688,1688,1524,1595,947274,58320.0,34305754.0
2017-01-24,1632,1829,1491,1506,5564834,55061.0,34305754.0
2017-01-25,1487,1515,1421,1459,735346,53345.0,34305754.0
2017-01-26,1463,1609,1435,1482,1845299,54203.0,34305754.0
2017-01-31,1473,1515,1454,1459,331540,53345.0,34305754.0
2017-02-01,1538,1595,1468,1492,812316,54546.0,34305754.0
2017-02-02,1473,1491,1449,1459,264265,53345.0,34305754.0
2017-02-03,1454,1491,1449,1464,252485,53517.0,34305754.0
2017-02-06,1477,1477,1421,1440,236092,52659.0,34305754.0
2017-02-07,1440,1440,1374,1403,584256,51287.0,34305754.0
2017-02-08,1412,1566,1407,1464,1417856,53517.0,34305754.0
2017-02-09,1454,1501,1440,1492,514147,54546.0,34305754.0
2017-02-10,1477,1529,1473,1473,506330,53860.0,34305754.0
2017-02-13,1454,1482,1444,1450,215235,53002.0,34305754.0
2017-02-14,1463,1468,1430,1440,229560,52659.0,34305754.0
2017-02-15,1454,1496,1449,1468,246114,53689.0,34305754.0
2017-02-16,1468,1491,1454,1468,223477,53689.0,34305754.0
2017-02-17,1468,1487,1449,1464,131932,53517.0,34305754.0
2017-02-20,1454,1477,1426,1445,135084,52831.0,34305754.0
2017-02-21,1440,1468,1430,1445,116174,52831.0,34305754.0
2017-02-22,1444,1468,1360,1421,280291,51973.0,34305754.0
2017-02-23,1435,1473,1435,1454,269660,53174.0,34305754.0
2017-02-24,1458,1463,1412,1412,354885,51630.0,34305754.0
2017-02-27,1421,1430,1397,1421,182002,51973.0,34305754.0
2017-02-28,1449,1449,1379,1384,276607,50601.0,34305754.0
2017-03-02,1388,1412,1360,1407,286823,51459.0,34305754.0
2017-03-03,1407,1416,1351,1384,223027,50601.0,34305754.0
2017-03-06,1360,1383,1271,1290,402626,47170.0,34305754.0
2017-03-07,1290,1473,1290,1370,980815,50086.0,34305754.0
2017-03-08,1351,1393,1337,1370,176588,50086.0,34305754.0
2017-03-09,1374,1463,1369,1389,906721,50773.0,34305754.0
2017-03-10,1416,1430,1360,1407,223722,51459.0,34305754.0
2017-03-13,1402,1416,1383,1384,186392,50601.0,34305754.0
2017-03-14,1369,1388,1351,1389,128823,50773.0,34305754.0
2017-03-15,1407,1412,1355,1393,138269,50944.0,34305754.0
2017-03-16,1397,1416,1369,1393,196342,50944.0,34305754.0
2017-03-17,1407,1454,1379,1440,361493,52659.0,34305754.0
2017-03-20,1468,1468,1397,1431,197409,52316.0,34305754.0
2017-03-21,1454,1487,1402,1431,416645,52316.0,34305754.0
2017-03-22,1430,1473,1421,1421,219888,51973.0,34305754.0
2017-03-23,1416,1557,1416,1417,1296972,51802.0,34305754.0
2017-03-24,1416,1449,1397,1426,265968,52145.0,34305754.0
2017-03-27,1430,1853,1426,1623,16390600,59349.0,34305754.0
2017-03-28,1599,1623,1538,1623,2456069,59349.0,34305754.0
2017-03-29,1604,1679,1580,1586,1665232,57977.0,34305754.0
2017-03-30,1534,1580,1505,1558,863160,56948.0,34305754.0
2017-03-31,1543,1754,1524,1637,2316050,59864.0,34305754.0
2017-04-03,1656,1796,1641,1703,1633040,62265.0,34305754.0
2017-04-04,1684,1749,1595,1665,904364,60893.0,34305754.0
2017-04-05,1688,1923,1670,1726,3871763,63123.0,34305754.0
2017-04-06,1735,1749,1665,1665,768832,60893.0,34305754.0
2017-04-07,1674,1674,1623,1651,382977,60378.0,34305754.0
2017-04-10,1637,1641,1482,1548,523879,56604.0,34305754.0
2017-04-11,1538,1623,1496,1567,398341,57291.0,34305754.0
2017-04-12,1576,1707,1566,1647,772960,60207.0,34305754.0
2017-04-13,1656,1702,1613,1642,268551,60035.0,34305754.0
2017-04-14,1646,1646,1524,1553,351351,56776.0,34305754.0
2017-04-17,1552,1604,1552,1586,207428,57977.0,34305754.0
2017-04-18,1604,1641,1566,1595,132678,58320.0,34305754.0
2017-04-19,1595,2073,1595,2074,5469744,75816.0,34305754.0
2017-04-20,2369,2401,1984,2027,14066007,74100.0,34305754.0
2017-04-21,2007,2533,1984,2374,35766436,86794.0,34305754.0
2017-04-24,2326,2406,2265,2369,4936418,86622.0,34305754.0
2017-04-25,2345,2523,2289,2458,6526513,89881.0,34305754.0
2017-04-26,2336,2345,2162,2191,3068990,80104.0,34305754.0
2017-04-27,2218,2261,2096,2163,2652048,79075.0,34305754.0
2017-04-28,2162,2190,2111,2191,1224754,80104.0,34305754.0
2017-05-02,2167,2190,2068,2106,912459,77016.0,34305754.0
2017-05-04,2134,2134,2064,2111,404118,77188.0,34305754.0
2017-05-08,2129,2251,2120,2167,1583253,79246.0,34305754.0
2017-05-10,2139,2228,2111,2228,955285,81476.0,34305754.0
2017-05-11,2223,2247,2172,2247,542946,82162.0,34305754.0
2017-05-12,2242,2322,2186,2303,1229573,84221.0,34305754.0
2017-05-15,2411,2430,2204,2313,1308044,84564.0,34305754.0
2017-05-16,2256,2275,2200,2233,857573,81648.0,34305754.0
2017-05-17,2233,2242,2157,2200,475271,80447.0,34305754.0
2017-05-18,2153,2162,2078,2116,785092,77359.0,34305754.0
2017-05-19,2129,2139,2026,2074,560607,75816.0,34305754.0
2017-05-22,2073,2233,2059,2106,1126049,77016.0,34305754.0
2017-05-23,2106,2148,2073,2130,268040,77874.0,34305754.0
2017-05-24,2148,2148,1979,2041,532878,74615.0,34305754.0
2017-05-25,2059,2092,2026,2055,266341,75130.0,34305754.0
2017-05-26,2036,2120,2036,2116,219187,77359.0,34305754.0
2017-05-29,2115,2176,2045,2153,292430,78732.0,34305754.0
2017-05-30,2129,2181,2106,2135,313826,78046.0,34305754.0
2017-05-31,2143,2143,2082,2083,224188,76159.0,34305754.0
2017-06-01,2078,2111,2007,2045,226267,74787.0,34305754.0
2017-06-02,2059,2101,1979,2092,270727,76502.0,34305754.0
2017-06-05,2101,2101,2054,2055,111934,75130.0,34305754.0
2017-06-07,2078,2078,2036,2045,138457,74787.0,34305754.0
2017-06-08,2068,2087,2017,2045,168357,74787.0,34305754.0
2017-06-09,2045,2073,1975,2013,267124,73586.0,34305754.0
2017-06-12,2012,2036,1989,2003,106436,73243.0,34305754.0
2017-06-13,1993,2021,1946,1952,278778,71356.0,34305754.0
2017-06-14,1956,2036,1951,2017,219516,73757.0,34305754.0
2017-06-15,2204,2336,1951,1952,2816553,71356.0,34305754.0
2017-06-16,1951,1960,1871,1886,449662,68955.0,34305754.0
2017-06-19,1951,1970,1829,1834,418717,67068.0,34305754.0
2017-06-20,1815,1838,1759,1778,333413,65009.0,34305754.0
2017-06-21,1773,1796,1735,1759,114458,64323.0,34305754.0
2017-06-22,1810,1810,1731,1755,147038,64152.0,34305754.0
2017-06-23,1731,1782,1707,1759,70667,64323.0,34305754.0
2017-06-26,1759,1932,1759,1769,727739,64666.0,34305754.0
2017-06-27,1773,1857,1773,1787,136349,65352.0,34305754.0
2017-06-28,1843,1970,1792,1858,1352002,67925.0,34305754.0
2017-06-29,1853,1876,1829,1877,144886,68612.0,34305754.0
2017-06-30,1867,1909,1829,1909,119776,69812.0,34305754.0
2017-07-03,1909,1909,1853,1872,55565,68440.0,34305754.0
2017-07-04,1853,1876,1796,1806,100900,66039.0,34305754.0
2017-07-05,1820,1843,1796,1816,60446,66382.0,34305754.0
2017-07-06,1815,1843,1792,1830,47073,66896.0,34305754.0
2017-07-07,1829,1843,1796,1801,32125,65867.0,34305754.0
2017-07-10,1824,1853,1787,1853,90511,67754.0,34305754.0
2017-07-11,1881,1881,1806,1811,84250,66210.0,34305754.0
2017-07-12,1848,1885,1806,1839,105155,67239.0,34305754.0
2017-07-13,1806,1843,1787,1806,100766,66039.0,34305754.0
2017-07-14,1871,1914,1782,1801,168657,65867.0,34305754.0
2017-07-17,1801,1810,1726,1764,159486,64495.0,34305754.0
2017-07-18,1773,1806,1763,1801,57982,65867.0,34305754.0
2017-07-19,1806,1810,1763,1801,41481,65867.0,34305754.0
2017-07-20,1824,1824,1777,1797,49990,65696.0,34305754.0
2017-07-21,1796,1975,1777,1853,457495,67754.0,34305754.0
2017-07-24,1979,1979,1848,1867,555200,68268.0,34305754.0
2017-07-25,1876,1881,1829,1839,135815,67239.0,34305754.0
2017-07-26,1848,1876,1796,1839,133620,67239.0,34305754.0
2017-07-27,1838,1876,1815,1839,85268,67239.0,34305754.0
2017-07-28,1820,2387,1806,2388,7195686,87308.0,34305754.0
2017-07-31,2739,3011,2279,2655,34470922,97085.0,34305754.0
2017-08-01,2753,3025,2608,2721,17133414,99487.0,34305754.0
2017-08-02,2641,2664,2378,2463,4852891,90053.0,34305754.0
2017-08-03,2570,2847,2561,2576,18541880,94169.0,34305754.0
2017-08-04,2533,3344,2476,3345,24939916,122300.0,34305754.0
2017-08-07,3415,3415,3152,3228,3316620,118012.0,34305754.0
2017-08-08,3246,3344,3171,3345,2103540,122300.0,34305754.0
2017-08-09,3321,3363,3143,3143,2145137,114924.0,34305754.0
2017-08-10,3096,3931,3072,3762,32456932,137566.0,34305754.0
2017-08-11,3626,3889,3560,3565,7497399,130362.0,34305754.0
2017-08-14,3696,4057,3645,3734,11825874,136537.0,34305754.0
2017-08-16,3771,3837,3523,3678,3544242,134479.0,34305754.0
2017-08-17,3687,3964,3612,3659,6892450,133792.0,34305754.0
2017-08-18,3715,3809,3574,3669,2716879,134135.0,34305754.0
2017-08-21,3767,4095,3659,3701,8657960,135336.0,34305754.0
2017-08-22,3734,3785,3363,3425,3527918,125216.0,34305754.0
2017-08-23,3490,3490,3279,3382,3244869,123672.0,34305754.0
2017-08-24,3405,3706,3279,3279,8656267,119899.0,34305754.0
2017-08-25,3307,3485,3105,3237,5063684,120163.0,34829754.0
2017-08-28,3377,3415,3227,3237,2721854,120163.0,34829754.0
2017-08-29,3269,3312,3100,3199,2321752,118769.0,34829754.0
2017-08-30,3354,3368,3115,3134,2999356,116331.0,34829754.0
2017-08-31,3166,3166,2974,3007,2025119,111629.0,34829754.0
2017-09-01,3021,3100,2950,3054,2082289,113371.0,34829754.0
2017-09-04,2917,2978,2871,2871,1230482,106579.0,34829754.0
2017-09-05,2936,3129,2824,2880,3488858,106927.0,34829754.0
2017-09-06,2983,3039,2885,2946,2544507,109365.0,34829754.0
2017-09-07,2946,2955,2833,2852,973994,105882.0,34829754.0
2017-09-08,2852,3016,2828,2871,1983070,106579.0,34829754.0
2017-09-11,2899,2950,2842,2876,902704,106753.0,34829754.0
2017-09-12,2927,3457,2899,3087,19228217,114590.0,34829754.0
2017-09-13,3147,3190,2946,2951,2871539,109540.0,34829754.0
2017-09-14,2983,3039,2819,2824,2142683,104838.0,34829754.0
2017-09-15,2781,2852,2706,2726,1441703,101180.0,34829754.0
2017-09-18,2720,2795,2645,2730,909766,101355.0,34829754.0
2017-09-19,2730,2777,2622,2622,827268,97349.0,34829754.0
2017-09-20,2678,2758,2528,2632,2006939,97697.0,34829754.0
2017-09-21,2584,2631,2491,2561,890347,95085.0,34829754.0
2017-09-22,2692,2847,2472,2472,2585144,91776.0,34829754.0
2017-09-25,2467,2786,2392,2515,2365759,93344.0,34829754.0
2017-09-26,2580,3096,2500,2627,11064855,97523.0,34829754.0
2017-09-27,2674,3124,2603,2787,9619548,103444.0,34829754.0
2017-09-28,2819,3171,2819,2993,10808531,111107.0,34829754.0
2017-09-29,3058,3161,2885,2904,3147400,107798.0,34829754.0
2017-10-10,2988,3771,2960,3622,20739617,134443.0,34829754.0
2017-10-11,3729,3837,3546,3631,7637381,134791.0,34829754.0
2017-10-12,3710,4498,3602,4034,23235411,149768.0,34829754.0
2017-10-13,4029,4395,3917,3922,11008066,145588.0,34829754.0
2017-10-16,3959,4278,3893,3941,5818531,146285.0,34829754.0
2017-10-17,4020,4072,3645,3697,3592140,137229.0,34829754.0
2017-10-18,3668,3912,3513,3608,4815323,133920.0,34829754.0
2017-10-19,3626,3640,3377,3406,2430783,126432.0,34829754.0
2017-10-20,3429,3494,3293,3476,2552440,129044.0,34829754.0
2017-10-23,3462,3734,3419,3589,4224435,133224.0,34829754.0
2017-10-24,3588,3931,3532,3565,5291028,132353.0,34829754.0
2017-10-25,3687,3912,3626,3654,4205081,135662.0,34829754.0
2017-10-26,3677,3701,3490,3509,1497585,130263.0,34829754.0
2017-10-27,3537,3668,3485,3509,1401258,130263.0,34829754.0
2017-10-30,3574,3649,3499,3598,1821721,133572.0,34829754.0
2017-10-31,3565,3682,3565,3608,1372578,133920.0,34829754.0
2017-11-01,3607,3762,3565,3697,1768471,137229.0,34829754.0
2017-11-02,3743,4203,3734,3772,9171419,140016.0,34829754.0
2017-11-03,3832,3926,3720,3730,2732172,138448.0,34829754.0
2017-11-06,3734,3771,3448,3448,1641334,127999.0,34829754.0
2017-11-07,3551,3715,3499,3518,1893696,130612.0,34829754.0
2017-11-08,3537,3541,3368,3443,1081252,127825.0,34829754.0
2017-11-09,3457,3457,3363,3364,898557,124865.0,34829754.0
2017-11-10,3344,3466,3344,3373,619717,125213.0,34829754.0
2017-11-13,3424,3438,3349,3401,600895,126258.0,34829754.0
2017-11-14,3424,3424,3326,3340,515006,123994.0,34829754.0
2017-11-15,3391,3654,3340,3387,3009286,125735.0,34829754.0
2017-11-16,3429,3448,3368,3396,486067,126084.0,34829754.0
2017-11-17,3448,3565,3391,3551,928794,131831.0,34829754.0
2017-11-20,3555,3677,3513,3556,1334843,132005.0,34829754.0
2017-11-21,3616,3649,3480,3486,948873,129393.0,34829754.0
2017-11-22,3546,3616,3452,3486,916956,129393.0,34829754.0
2017-11-23,3518,3598,3471,3547,568566,131656.0,34829754.0
2017-11-24,3518,3917,3509,3631,6689714,134791.0,34829754.0
2017-11-27,3631,3762,3588,3734,1774622,138622.0,34829754.0
2017-11-28,3757,3776,3616,3631,1249988,134791.0,34829754.0
2017-11-29,3584,3687,3518,3626,1250425,134617.0,34829754.0
2017-11-30,3546,3626,3518,3518,895668,130612.0,34829754.0
2017-12-01,3565,3631,3480,3481,1099325,129218.0,34829754.0
2017-12-04,3480,3602,3396,3443,806288,127825.0,34829754.0
2017-12-05,3462,3485,3391,3392,499505,125910.0,34829754.0
2017-12-06,3358,3429,3344,3359,435886,124691.0,34829754.0
2017-12-07,3377,3729,3161,3331,3164601,123646.0,34829754.0
2017-12-08,3340,3499,3190,3256,772466,120859.0,34829754.0
2017-12-11,3255,3269,3138,3138,394574,116506.0,34829754.0
2017-12-12,3138,3194,3082,3096,322365,114938.0,34829754.0
2017-12-13,3110,3584,3110,3429,3553582,127303.0,34829754.0
2017-12-14,3363,3696,3335,3415,3731737,126780.0,34829754.0
2017-12-15,3471,3621,3471,3608,2199919,133920.0,34829754.0
2017-12-18,3635,4015,3635,3866,7952659,143499.0,34829754.0
2017-12-19,3898,3898,3513,3706,2720133,137578.0,34829754.0
2017-12-20,4006,4025,3560,3575,3972401,132701.0,34829754.0
2017-12-21,3579,3823,3546,3575,2326074,132701.0,34829754.0
2017-12-22,3598,3645,3344,3345,1506580,124168.0,34829754.0
2017-12-26,3340,3401,3213,3214,652341,119292.0,34829754.0
2017-12-27,3204,3297,3199,3214,511001,119292.0,34829754.0
2017-12-28,3218,3692,3194,3331,3070719,123646.0,34829754.0
2018-01-02,3358,3462,3321,3411,617051,126606.0,34829754.0
2018-01-03,3424,3612,3415,3509,1201734,130263.0,34829754.0
2018-01-04,3509,3677,3330,3368,1642859,125039.0,34829754.0
2018-01-05,3424,3579,3377,3542,779928,131482.0,34829754.0
2018-01-08,3635,3856,3565,3669,2501249,136184.0,34829754.0
2018-01-09,3677,3706,3485,3533,1056735,131134.0,34829754.0
2018-01-10,3532,3631,3485,3486,529793,129393.0,34829754.0
2018-01-11,3429,3462,3218,3307,1004111,122775.0,34829754.0
2018-01-12,3344,3358,3218,3275,414478,121556.0,34829754.0
2018-01-15,3330,3687,3326,3462,2048958,128522.0,34829754.0
2018-01-16,3499,3551,3405,3429,742795,127303.0,34829754.0
2018-01-17,3494,4456,3443,4457,12435707,165441.0,34829754.0
2018-01-18,4686,5789,4681,5554,27801621,206192.0,34829754.0
2018-01-19,5582,5610,4963,5160,8132681,191564.0,34829754.0
2018-01-22,5319,6061,5188,5526,13702033,205147.0,34829754.0
2018-01-23,5441,6286,5263,5733,12706166,212810.0,34829754.0
2018-01-24,5751,6032,5507,5658,4789047,210023.0,34829754.0
2018-01-25,5601,5882,5423,5648,3288301,215551.0,35805754.0
2018-01-26,5648,5845,5507,5658,1772357,215909.0,35805754.0
2018-01-29,5976,6145,5526,5564,4352213,212328.0,35805754.0
2018-01-30,5573,5582,5329,5451,1435407,208031.0,35805754.0
2018-01-31,5423,5526,5188,5226,1188075,199438.0,35805754.0
2018-02-01,5310,5310,5038,5189,1102076,198006.0,35805754.0
2018-02-02,5122,5432,5047,5320,1821384,203019.0,35805754.0
2018-02-05,5216,5695,5094,5498,3746833,209822.0,35805754.0
2018-02-06,5113,5451,5047,5451,2127302,208031.0,35805754.0
2018-02-07,5610,5798,5038,5038,2887012,192277.0,35805754.0
2018-02-08,4982,5169,4888,4973,1012615,189770.0,35805754.0
2018-02-09,4747,4832,4597,4602,941819,175627.0,35805754.0
2018-02-12,4766,4972,4691,4738,1043488,180819.0,35805754.0
2018-02-13,4832,4832,4503,4602,514630,175627.0,35805754.0
2018-02-14,4719,4935,4672,4785,793727,182609.0,35805754.0
2018-02-19,4916,5066,4803,4963,1120291,189412.0,35805754.0
2018-02-20,5000,5019,4785,4823,577078,184042.0,35805754.0
2018-02-21,4925,4991,4813,4823,520697,184042.0,35805754.0
2018-02-22,4766,5038,4756,5038,713921,192277.0,35805754.0
2018-02-23,5094,5151,4907,5095,1278679,194425.0,35805754.0
2018-02-26,5160,5291,4991,4992,1494484,190487.0,35805754.0
2018-02-27,5047,5122,4803,4841,629166,184758.0,35805754.0
2018-02-28,4794,4916,4691,4701,317524,179387.0,35805754.0
2018-03-02,4597,4756,4597,4682,252212,178671.0,35805754.0
2018-03-05,4766,4766,4602,4691,265522,179029.0,35805754.0
2018-03-06,4700,5563,4691,4973,7895762,189770.0,35805754.0
2018-03-07,4888,4907,4700,4701,1015972,179387.0,35805754.0
2018-03-08,4747,5000,4691,4785,1070803,182609.0,35805754.0
2018-03-09,4785,4916,4766,4785,562702,182609.0,35805754.0
2018-03-12,4869,4916,4785,4823,445438,184042.0,35805754.0
2018-03-13,4794,4888,4775,4851,389008,185116.0,35805754.0
2018-03-14,4832,5010,4785,4982,982398,190129.0,35805754.0
2018-03-15,4982,5113,4888,5067,748535,193351.0,35805754.0
2018-03-16,5038,5122,4972,4992,497826,190487.0,35805754.0
2018-03-19,5066,5413,5038,5282,2880153,201586.0,35805754.0
2018-03-20,5188,5404,5047,5217,1289016,199080.0,35805754.0
2018-03-21,5235,5479,5075,5442,1645422,207673.0,35805754.0
2018-03-22,5394,5432,5226,5254,1108992,200512.0,35805754.0
2018-03-23,5075,5263,4944,4945,637703,188696.0,35805754.0
2018-03-26,5066,5760,5057,5676,6630831,216625.0,35805754.0
2018-03-27,5629,5704,5488,5648,1563255,215551.0,35805754.0
2018-03-28,5554,5676,5357,5432,1368393,207315.0,35805754.0
2018-03-29,5526,5789,5451,5723,2254093,218415.0,35805754.0
