유바이오로직스(206650),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-10-18,5680,5750,5680,5700,21026,144144.0,25288486.0
2018-10-19,5680,5680,5490,5640,31940,142627.0,25288486.0
2018-10-22,5700,5700,5400,5430,60129,137316.0,25288486.0
2018-10-23,5500,5500,5150,5200,86636,131500.0,25288486.0
2018-10-24,5210,5310,4990,5010,56011,126695.0,25288486.0
2018-10-25,4945,4975,4600,4950,106636,125178.0,25288486.0
2018-10-26,4970,5040,4810,4860,112427,122902.0,25288486.0
2018-10-29,4680,4925,4575,4575,91123,115695.0,25288486.0
2018-10-30,4440,4705,4440,4680,71024,118350.0,25288486.0
2018-10-31,4685,4860,4685,4860,43986,122902.0,25288486.0
2018-11-01,4850,5140,4850,5000,40664,126442.0,25288486.0
2018-11-02,5040,5190,5040,5170,47165,130741.0,25288486.0
2018-11-05,5190,5190,5040,5160,32911,130489.0,25288486.0
2018-11-06,5170,5190,5010,5120,35539,129477.0,25288486.0
2018-11-07,5160,5250,4990,5090,44339,128718.0,25288486.0
2018-11-08,5120,5200,5100,5120,27487,129477.0,25288486.0
2018-11-09,5110,5150,4980,4995,49942,126316.0,25288486.0
2018-11-12,4980,5020,4910,4930,24626,124672.0,25288486.0
2018-11-13,4880,4985,4825,4925,14313,124546.0,25288486.0
2018-11-14,4925,5270,4875,5150,48359,130236.0,25288486.0
2018-11-15,5160,5250,4875,5170,41497,130741.0,25288486.0
2018-11-16,5200,5670,5180,5580,86874,141110.0,25288486.0
2018-11-19,5580,5680,5520,5600,54780,141616.0,25288486.0
2018-11-20,5530,5600,5330,5430,75788,137316.0,25288486.0
2018-11-21,5370,5530,5310,5440,40745,137569.0,25288486.0
2018-11-22,5470,5530,5350,5380,24278,136052.0,25288486.0
2018-11-23,5380,5470,5350,5420,28804,137064.0,25288486.0
2018-11-26,5380,5520,5350,5410,36400,136811.0,25288486.0
2018-11-27,5410,5500,5350,5440,20382,137569.0,25288486.0
2018-11-28,5440,5790,5440,5510,113443,140869.0,25566086.0
2018-11-29,5580,5580,5450,5560,62335,142147.0,25566086.0
2018-11-30,5560,5600,5410,5410,35476,138313.0,25566086.0
2018-12-03,5530,5530,5340,5370,41940,137290.0,25566086.0
2018-12-04,5380,5450,5250,5290,49881,135245.0,25566086.0
2018-12-05,5180,5300,5110,5290,42560,135245.0,25566086.0
2018-12-06,5310,5340,5150,5180,25715,132432.0,25566086.0
2018-12-07,5180,5300,5180,5270,22399,134733.0,25566086.0
2018-12-10,5190,5270,5090,5170,25195,132177.0,25566086.0
2018-12-11,5250,5250,5050,5110,27112,130643.0,25566086.0
2018-12-12,5180,5200,5090,5140,32182,131410.0,25566086.0
2018-12-13,5190,5200,5060,5200,36089,132944.0,25566086.0
2018-12-14,5230,5230,5000,5050,111561,129109.0,25566086.0
2018-12-17,5050,5130,4980,5070,43614,129620.0,25566086.0
2018-12-18,5000,5050,4940,5020,57870,128342.0,25566086.0
2018-12-19,5030,5230,5030,5140,56765,131410.0,25566086.0
2018-12-20,5310,5310,5040,5120,46737,130898.0,25566086.0
2018-12-21,5130,5130,5040,5040,18651,128853.0,25566086.0
2018-12-24,5040,5040,4900,4955,48456,126680.0,25566086.0
2018-12-26,4990,4990,4855,4875,33627,124635.0,25566086.0
2018-12-27,4940,5110,4885,5070,24966,129620.0,25566086.0
2018-12-28,5100,6400,5010,6000,354628,153397.0,25566086.0
2019-01-02,6030,6240,5640,5740,306004,146749.0,25566086.0
2019-01-03,5700,5740,5510,5570,78843,142403.0,25566086.0
2019-01-04,5590,5920,5320,5920,115072,151351.0,25566086.0
2019-01-07,5930,6100,5720,5940,128885,151863.0,25566086.0
2019-01-08,5950,6010,5710,5960,70881,152374.0,25566086.0
2019-01-09,6000,6040,5880,5950,39446,152118.0,25566086.0
2019-01-10,5970,5980,5890,5900,43474,150840.0,25566086.0
2019-01-11,5930,5960,5810,5880,29177,150329.0,25566086.0
2019-01-14,6070,6070,5810,5880,59051,150329.0,25566086.0
2019-01-15,5900,5950,5820,5830,32976,149050.0,25566086.0
2019-01-16,5900,5940,5780,5900,62102,150840.0,25566086.0
2019-01-17,5900,5980,5790,5850,63867,149562.0,25566086.0
2019-01-18,5850,5990,5580,5990,75046,153141.0,25566086.0
2019-01-21,6030,6050,5860,5920,48740,151351.0,25566086.0
2019-01-22,5920,6040,5850,6000,78031,153397.0,25566086.0
2019-01-23,6050,6070,5950,6000,49901,153397.0,25566086.0
2019-01-24,6000,6330,5960,6200,169015,158510.0,25566086.0
2019-01-25,6440,6440,6110,6220,158711,159021.0,25566086.0
2019-01-28,6230,6320,6000,6100,115342,155953.0,25566086.0
2019-01-29,6100,6100,5750,5800,135089,148283.0,25566086.0
2019-01-30,5810,5870,5700,5820,81897,148795.0,25566086.0
2019-01-31,5860,6030,5810,5910,60550,151096.0,25566086.0
2019-02-01,6340,7200,6280,6370,1845273,162856.0,25566086.0
2019-02-07,6400,6710,6380,6600,467662,168736.0,25566086.0
2019-02-08,6680,6830,6540,6650,294671,170014.0,25566086.0
2019-02-11,6700,6770,6550,6730,220730,172060.0,25566086.0
2019-02-12,6730,6730,6550,6650,111160,170014.0,25566086.0
2019-02-13,6690,6690,6410,6580,318876,168225.0,25566086.0
2019-02-14,6640,6700,6460,6560,235774,167714.0,25566086.0
2019-02-15,6610,6610,6300,6300,152778,161066.0,25566086.0
2019-02-18,6390,6550,6280,6400,193276,163623.0,25566086.0
2019-02-19,6410,6430,6280,6340,185263,162089.0,25566086.0
2019-02-20,6350,6440,6200,6440,231620,164646.0,25566086.0
2019-02-21,6450,6470,6270,6300,145958,161066.0,25566086.0
2019-02-22,6370,6370,6150,6180,131595,157998.0,25566086.0
2019-02-25,6130,6300,6130,6210,121322,158765.0,25566086.0
2019-02-26,6220,6480,6210,6430,230681,164390.0,25566086.0
2019-02-27,6430,6480,6330,6440,121531,164646.0,25566086.0
2019-02-28,6550,6910,6400,6500,834588,166180.0,25566086.0
2019-03-04,6600,6860,6600,6850,372314,175128.0,25566086.0
2019-03-05,6850,6930,6710,6840,261933,174872.0,25566086.0
2019-03-06,6840,7190,6810,7100,648332,181519.0,25566086.0
2019-03-07,7070,7240,6820,6850,370285,175128.0,25566086.0
2019-03-08,6850,6930,6700,6820,141908,174361.0,25566086.0
2019-03-11,6820,6830,6570,6680,166409,170781.0,25566086.0
2019-03-12,6680,7010,6600,6890,250968,176150.0,25566086.0
2019-03-13,6850,7000,6740,6890,198074,176150.0,25566086.0
2019-03-14,6850,6920,6630,6700,193340,171293.0,25566086.0
2019-03-15,6710,6780,6590,6720,97036,171804.0,25566086.0
2019-03-18,6720,6940,6640,6910,160322,176662.0,25566086.0
2019-03-19,6970,6980,6790,6840,88394,174872.0,25566086.0
2019-03-20,6990,7120,6800,6980,232562,178451.0,25566086.0
2019-03-21,7000,7130,6920,7000,132744,178963.0,25566086.0
2019-03-22,7000,7080,6900,6970,112794,178196.0,25566086.0
2019-03-25,6820,6880,6720,6750,118181,172571.0,25566086.0
2019-03-26,6770,6950,6680,6800,142455,173849.0,25566086.0
2019-03-27,6900,6900,6750,6800,94680,173849.0,25566086.0
2019-03-28,6850,6850,6730,6800,93069,173849.0,25566086.0
2019-03-29,6800,6800,6670,6710,65045,171548.0,25566086.0
2019-04-01,6850,6850,6650,6710,86820,171548.0,25566086.0
2019-04-02,6670,6980,6640,6820,219829,174361.0,25566086.0
2019-04-03,6800,6830,6700,6780,73330,173338.0,25566086.0
2019-04-04,6790,6830,6680,6780,95729,173338.0,25566086.0
2019-04-05,6780,6780,6660,6700,85737,171293.0,25566086.0
2019-04-08,6670,6880,6620,6820,369894,174361.0,25566086.0
2019-04-09,6850,6870,6680,6790,75497,173594.0,25566086.0
2019-04-10,6810,7650,6790,7290,936723,186377.0,25566086.0
2019-04-11,7320,7480,7190,7460,357017,190723.0,25566086.0
2019-04-12,7540,7580,7370,7420,199709,189700.0,25566086.0
2019-04-15,7500,7500,7360,7420,93753,189700.0,25566086.0
2019-04-16,7370,7420,7250,7280,108759,186121.0,25566086.0
2019-04-17,7330,7330,7140,7140,126034,182542.0,25566086.0
2019-04-18,7170,7210,7040,7100,113876,181519.0,25566086.0
2019-04-19,7120,7160,7070,7100,45111,181519.0,25566086.0
2019-04-22,7100,7170,6990,7070,83690,180752.0,25566086.0
2019-04-23,7050,7220,7050,7140,88481,182542.0,25566086.0
2019-04-24,7160,7310,7110,7160,147366,183053.0,25566086.0
2019-04-25,7130,7180,7000,7020,88974,179474.0,25566086.0
2019-04-26,7070,7070,6760,6820,103335,174361.0,25566086.0
2019-04-29,6880,7130,6790,6990,74605,178707.0,25566086.0
2019-04-30,7020,7080,6890,7010,82724,179218.0,25566086.0
2019-05-02,7020,7260,6990,7240,102572,185098.0,25566086.0
2019-05-03,7220,7460,7150,7450,188632,190467.0,25566086.0
2019-05-07,7250,7670,7250,7570,241881,193535.0,25566086.0
2019-05-08,7960,9420,7750,8460,6416645,216289.0,25566086.0
2019-05-09,8320,8420,7650,7900,1620073,201972.0,25566086.0
2019-05-10,7900,8130,7620,7850,1040038,200694.0,25566086.0
2019-05-13,7850,8270,7780,7890,941352,203247.0,25760086.0
2019-05-14,7730,8230,7700,8160,591493,210202.0,25760086.0
2019-05-15,8230,8230,7970,8160,534353,210202.0,25760086.0
2019-05-16,8250,8630,8100,8350,881098,215097.0,25760086.0
2019-05-17,8380,8440,7960,8100,440189,208657.0,25760086.0
2019-05-20,7910,8040,7550,7650,713545,197065.0,25760086.0
2019-05-21,7580,7730,7310,7430,345168,191397.0,25760086.0
2019-05-22,7470,7830,7300,7820,703510,209108.0,26740093.0
2019-05-23,7820,7820,7640,7700,214042,205899.0,26740093.0
2019-05-24,7610,7680,7410,7500,164824,200551.0,26740093.0
2019-05-27,7600,7600,7310,7340,162344,196272.0,26740093.0
2019-05-28,7340,7670,7330,7530,190739,201353.0,26740093.0
2019-05-29,7460,7570,7380,7470,91333,199748.0,26740093.0
2019-05-30,7500,7710,7460,7640,194711,204294.0,26740093.0
2019-05-31,7670,7890,7620,7830,148312,209375.0,26740093.0
2019-06-03,7760,7960,7740,7800,114788,208573.0,26740093.0
2019-06-04,7870,7870,7750,7760,90284,207503.0,26740093.0
2019-06-05,7790,8180,7700,7780,319996,208038.0,26740093.0
2019-06-07,7980,7980,7670,7790,164126,208305.0,26740093.0
2019-06-10,7780,7790,7560,7740,744972,206968.0,26740093.0
2019-06-11,7840,7840,7590,7610,222982,203492.0,26740093.0
2019-06-12,7620,7620,7320,7350,283115,196540.0,26740093.0
2019-06-13,7360,7480,7260,7290,193451,194935.0,26740093.0
2019-06-14,7290,7390,7060,7100,268380,189855.0,26740093.0
2019-06-17,7050,7160,6990,7000,151344,187181.0,26740093.0
2019-06-18,7070,7090,6780,6860,347103,183437.0,26740093.0
2019-06-19,6900,7070,6770,6960,124210,186111.0,26740093.0
2019-06-20,6960,7210,6960,7210,132456,192796.0,26740093.0
2019-06-21,7210,7350,7070,7240,122652,193598.0,26740093.0
2019-06-24,7240,7300,7100,7100,73409,189855.0,26740093.0
2019-06-25,7180,7320,6970,7290,152011,194935.0,26740093.0
2019-06-26,7160,7340,7120,7320,112349,195737.0,26740093.0
2019-06-27,7320,7660,7050,7270,550555,194400.0,26740093.0
2019-06-28,7270,8800,7200,7450,9364114,199214.0,26740093.0
2019-07-01,7300,7650,7140,7160,970090,191459.0,26740093.0
2019-07-02,7180,7400,7070,7100,398930,189855.0,26740093.0
2019-07-03,7130,7280,7080,7180,205090,191994.0,26740093.0
2019-07-04,7170,7330,6990,7260,314719,194133.0,26740093.0
2019-07-05,7240,7420,7210,7280,171543,194668.0,26740093.0
2019-07-08,7300,7330,6950,7000,228726,187181.0,26740093.0
2019-07-09,6930,7060,6760,6760,226999,180763.0,26740093.0
2019-07-10,6890,6990,6690,6890,172636,184239.0,26740093.0
2019-07-11,6870,6980,6770,6780,161239,181298.0,26740093.0
2019-07-12,6750,7560,6750,7090,902249,189587.0,26740093.0
2019-07-15,7100,7150,6900,6910,171758,184774.0,26740093.0
2019-07-16,6800,7360,6800,7180,387660,191994.0,26740093.0
2019-07-17,7220,7270,7040,7190,93733,192261.0,26740093.0
2019-07-18,7170,7220,7080,7190,76732,192261.0,26740093.0
2019-07-19,7240,7290,7160,7200,122050,192529.0,26740093.0
2019-07-22,7190,7320,7060,7150,90404,191192.0,26740093.0
2019-07-23,7160,7220,7060,7100,80165,189855.0,26740093.0
2019-07-24,7100,7200,6980,7010,120006,187448.0,26740093.0
2019-07-25,6950,7040,6810,6860,87769,183437.0,26740093.0
2019-07-26,6860,6910,6490,6670,109955,178356.0,26740093.0
2019-07-29,6680,6700,6410,6500,141466,173811.0,26740093.0
2019-07-30,6460,6640,6430,6560,172140,175415.0,26740093.0
2019-07-31,6600,6630,6320,6600,126998,176485.0,26740093.0
2019-08-01,6580,6780,6500,6620,76481,177019.0,26740093.0
2019-08-02,6580,6580,6380,6450,138679,172474.0,26740093.0
2019-08-05,6400,6400,5640,5650,319741,151082.0,26740093.0
2019-08-06,5160,5870,5160,5440,321566,145466.0,26740093.0
2019-08-07,5500,5680,5450,5670,124829,151616.0,26740093.0
2019-08-08,5650,5850,5630,5800,100434,155093.0,26740093.0
2019-08-09,5830,6130,5780,6100,209102,163115.0,26740093.0
2019-08-12,6070,6410,5990,6410,200042,171404.0,26740093.0
2019-08-13,6430,6560,6290,6460,130667,172741.0,26740093.0
2019-08-14,6560,6570,6390,6560,65693,175415.0,26740093.0
2019-08-16,6400,6460,6300,6410,128728,171404.0,26740093.0
2019-08-19,6370,6430,6200,6320,80017,168997.0,26740093.0
2019-08-20,6270,6470,6270,6450,63870,172474.0,26740093.0
2019-08-21,6400,6480,6310,6320,108362,168997.0,26740093.0
2019-08-22,6380,6390,6200,6300,50754,168463.0,26740093.0
2019-08-23,6320,6400,6190,6380,104293,170602.0,26740093.0
2019-08-26,6200,6250,6000,6060,138838,162045.0,26740093.0
2019-08-27,6170,6170,5970,6000,89361,160441.0,26740093.0
2019-08-28,6050,6370,5990,6340,99117,169532.0,26740093.0
2019-08-29,6340,6400,6250,6340,40074,169532.0,26740093.0
2019-08-30,6400,6480,6300,6360,77109,170067.0,26740093.0
2019-09-02,6400,6570,6260,6570,90459,175682.0,26740093.0
2019-09-03,6530,6620,6420,6450,72637,172474.0,26740093.0
2019-09-04,6450,6570,6370,6540,47451,174880.0,26740093.0
2019-09-05,6550,6600,6380,6550,58263,175148.0,26740093.0
2019-09-06,6550,6570,6350,6380,73038,170602.0,26740093.0
2019-09-09,6420,6520,6330,6400,40008,171137.0,26740093.0
2019-09-10,6520,6520,6260,6280,45209,168257.0,26792493.0
2019-09-11,6280,6520,6280,6500,35949,174151.0,26792493.0
2019-09-16,6410,6530,6410,6490,45481,173883.0,26792493.0
2019-09-17,6680,6930,6580,6660,405354,178438.0,26792493.0
2019-09-18,6800,6800,6560,6660,142408,178438.0,26792493.0
2019-09-19,6710,6770,6620,6660,82610,178438.0,26792493.0
2019-09-20,6650,6690,6570,6620,96380,177366.0,26792493.0
2019-09-23,6620,6620,6380,6410,124771,171740.0,26792493.0
2019-09-24,6330,6450,6330,6400,59440,171472.0,26792493.0
2019-09-25,6480,6480,6160,6220,109454,166649.0,26792493.0
2019-09-26,6240,6330,6100,6240,94475,167185.0,26792493.0
2019-09-27,6240,6470,6170,6260,124280,167721.0,26792493.0
2019-09-30,6270,6330,6080,6100,65567,163434.0,26792493.0
2019-10-01,6090,6260,6070,6200,60194,166113.0,26792493.0
2019-10-02,6160,6380,6160,6290,45811,168525.0,26792493.0
2019-10-04,6290,6320,6120,6200,56083,166113.0,26792493.0
2019-10-07,6140,6300,6140,6270,45820,,
