덕우전자(263600),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-05-23,4160,4240,4055,4140,16005,67151.0,8110066.0
2019-05-24,4050,4130,3905,3905,22547,63340.0,8110066.0
2019-05-27,3905,3950,3755,3755,19178,60907.0,8110066.0
2019-05-28,3785,3970,3785,3875,11323,62853.0,8110066.0
2019-05-29,3875,3900,3810,3865,6717,62691.0,8110066.0
2019-05-30,3815,4105,3815,4105,19664,66584.0,8110066.0
2019-05-31,4195,4210,4110,4190,14344,67962.0,8110066.0
2019-06-03,4190,4295,4160,4265,17273,69179.0,8110066.0
2019-06-04,4265,4310,4205,4280,20985,69422.0,8110066.0
2019-06-05,4230,4330,4205,4285,8527,69503.0,8110066.0
2019-06-07,4250,4295,4175,4250,11241,68936.0,8110066.0
2019-06-10,4250,4290,4205,4255,15307,69017.0,8110066.0
2019-06-11,4280,4305,4245,4300,9052,69747.0,8110066.0
2019-06-12,4330,4330,4225,4235,2691,68692.0,8110066.0
2019-06-13,4275,4275,4155,4195,7963,68043.0,8110066.0
2019-06-14,4195,4300,4180,4215,6849,68368.0,8110066.0
2019-06-17,4265,4265,4160,4175,4011,67719.0,8110066.0
2019-06-18,4250,4250,4165,4190,2705,67962.0,8110066.0
2019-06-19,4175,4265,4155,4250,11324,68936.0,8110066.0
2019-06-20,4265,4265,4160,4250,5784,68936.0,8110066.0
2019-06-21,4250,4275,4165,4235,7165,68692.0,8110066.0
2019-06-24,4300,4300,4185,4240,3181,68773.0,8110066.0
2019-06-25,4280,4280,4140,4140,11369,67151.0,8110066.0
2019-06-26,4145,4545,4140,4370,46229,70882.0,8110066.0
2019-06-27,4370,4575,4330,4530,34140,73477.0,8110066.0
2019-06-28,4500,4625,4325,4605,14342,74694.0,8110066.0
2019-07-01,4660,5875,4615,5225,1898853,84750.0,8110066.0
2019-07-02,5150,5375,5050,5250,378323,85156.0,8110066.0
2019-07-03,5175,5300,4950,5050,229171,81912.0,8110066.0
2019-07-04,5025,5400,4980,5250,217023,85156.0,8110066.0
2019-07-05,5350,5500,5125,5250,137239,85156.0,8110066.0
2019-07-08,5250,5275,5100,5225,64293,84750.0,8110066.0
2019-07-09,5200,5700,5100,5425,478483,87994.0,8110066.0
2019-07-10,5525,5800,5450,5750,224973,93266.0,8110066.0
2019-07-11,5750,5800,5575,5625,111238,91238.0,8110066.0
2019-07-12,5600,5725,5350,5650,154706,90006.0,7965155.0
2019-07-15,6080,6880,5080,5160,2058390,41100.0,7965155.0
2019-07-16,5160,5340,4950,5050,241382,40224.0,7965155.0
2019-07-17,5010,5340,5010,5170,142162,41180.0,7965155.0
2019-07-18,5100,5230,5080,5080,75919,40463.0,7965155.0
2019-07-19,5080,5170,4980,5130,65559,40861.0,7965155.0
2019-07-22,5120,6500,5120,5600,6391775,44605.0,7965155.0
2019-07-23,5710,5870,5450,5450,1157219,43410.0,7965155.0
2019-07-24,5380,5470,5080,5090,482892,40543.0,7965155.0
2019-07-25,5070,5190,5010,5110,212551,40702.0,7965155.0
2019-07-26,5060,5240,5030,5100,170775,40622.0,7965155.0
2019-07-29,5060,5140,4740,4740,131437,37755.0,7965155.0
2019-07-30,4550,4795,4550,4755,161707,37874.0,7965155.0
2019-07-31,4760,4970,4755,4825,100125,38432.0,7965155.0
2019-08-01,4830,4955,4785,4850,81629,38631.0,7965155.0
2019-08-02,4810,4900,4715,4745,69203,37795.0,7965155.0
2019-08-05,4700,4745,4205,4220,169499,33613.0,7965155.0
2019-08-06,4095,4370,3930,4165,126076,33175.0,7965155.0
2019-08-07,4100,4430,4100,4230,96422,33693.0,7965155.0
2019-08-08,4230,4425,4175,4390,173259,34967.0,7965155.0
2019-08-09,4425,4540,4370,4410,83058,35126.0,7965155.0
2019-08-12,4260,4455,4200,4350,187948,69297.0,15930310.0
2019-08-13,4310,4500,4295,4440,116657,70731.0,15930310.0
2019-08-14,4600,4600,4400,4440,113885,70731.0,15930310.0
2019-08-16,4430,4435,4100,4225,128549,67306.0,15930310.0
2019-08-19,4225,4390,4225,4330,86276,68978.0,15930310.0
2019-08-20,4435,5090,4350,4645,642446,73996.0,15930310.0
2019-08-21,4690,5300,4670,5100,904598,81245.0,15930310.0
2019-08-22,5050,5280,4975,5040,293627,80289.0,15930310.0
2019-08-23,4990,5200,4940,5170,134828,82360.0,15930310.0
2019-08-26,4975,5220,4820,5090,170053,81085.0,15930310.0
2019-08-27,5150,5250,5000,5010,103344,79811.0,15930310.0
2019-08-28,4940,5140,4865,5050,95301,80448.0,15930310.0
2019-08-29,5050,5060,4710,4955,132116,78935.0,15930310.0
2019-08-30,4920,5480,4910,5400,662185,86024.0,15930310.0
2019-09-02,5370,5460,5270,5320,218022,84749.0,15930310.0
2019-09-03,5290,5360,5210,5240,149360,83475.0,15930310.0
2019-09-04,5240,5560,5230,5400,675426,86024.0,15930310.0
2019-09-05,5410,5460,5360,5400,127820,86024.0,15930310.0
2019-09-06,5400,5750,5280,5400,505235,86024.0,15930310.0
2019-09-09,5480,5670,5140,5370,205167,85546.0,15930310.0
2019-09-10,5470,5470,5130,5190,118759,82678.0,15930310.0
2019-09-11,5140,5450,5140,5200,84746,82838.0,15930310.0
2019-09-16,5220,5320,5150,5260,98935,83793.0,15930310.0
2019-09-17,5160,5260,5140,5220,61297,83156.0,15930310.0
2019-09-18,5250,5250,5050,5150,92351,82041.0,15930310.0
2019-09-19,5110,5250,5060,5120,70226,81563.0,15930310.0
2019-09-20,5090,5140,4970,5000,119896,79652.0,15930310.0
2019-09-23,4950,5000,4840,4855,99525,77342.0,15930310.0
2019-09-24,4895,4895,4825,4845,85944,77182.0,15930310.0
2019-09-25,4845,4870,4755,4800,66130,76465.0,15930310.0
2019-09-26,4800,4905,4765,4835,67564,77023.0,15930310.0
2019-09-27,4800,5270,4800,5050,164631,80448.0,15930310.0
2019-09-30,5060,5180,5010,5150,52466,82041.0,15930310.0
2019-10-01,5150,5320,5140,5190,117792,82678.0,15930310.0
2019-10-02,5100,5310,5100,5270,116425,83953.0,15930310.0
2019-10-04,5250,5450,5180,5310,131995,84590.0,15930310.0
2019-10-07,5420,5460,5120,5180,106479,,
