신화콘텍(187270),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-04-28,5297,5695,5278,5588,214197,46013.0,7469661.0
2016-04-29,5578,5650,5514,5597,52222,46088.0,7469661.0
2016-05-02,5614,5705,5133,5135,175350,42278.0,7469661.0
2016-05-03,4997,5332,4997,5207,128090,42876.0,7469661.0
2016-05-04,5124,5332,5033,5234,61391,43100.0,7469661.0
2016-05-09,5233,5287,4961,5152,37947,42428.0,7469661.0
2016-05-10,5188,5188,4879,5035,77337,41457.0,7469661.0
2016-05-11,5033,5033,4789,4889,116481,40261.0,7469661.0
2016-05-12,4888,4924,4698,4881,101452,40187.0,7469661.0
2016-05-13,4879,4924,4707,4789,52548,39440.0,7469661.0
2016-05-16,4661,4779,4544,4618,97651,38021.0,7469661.0
2016-05-17,4562,4653,4516,4581,40922,37722.0,7469661.0
2016-05-18,4476,4716,4476,4581,64072,37722.0,7469661.0
2016-05-19,4599,4607,4499,4599,38060,37871.0,7469661.0
2016-05-20,4599,4734,4589,4708,94515,38768.0,7469661.0
2016-05-23,4770,4770,4661,4689,27921,38618.0,7469661.0
2016-05-24,4725,4743,4625,4699,43109,38693.0,7469661.0
2016-05-25,4680,4734,4562,4572,42340,37647.0,7469661.0
2016-05-26,4490,4552,4308,4390,199941,36153.0,7469661.0
2016-05-27,4426,4480,4362,4395,36989,36191.0,7469661.0
2016-05-30,4440,4485,4298,4404,41972,36265.0,7469661.0
2016-05-31,4403,4449,4308,4372,35470,36004.0,7469661.0
2016-06-01,4362,4457,4335,4395,26606,36191.0,7469661.0
2016-06-02,4440,4440,4353,4395,44075,36191.0,7469661.0
2016-06-03,4430,4535,4321,4426,70902,36452.0,7469661.0
2016-06-07,4453,4526,4398,4445,35158,36601.0,7469661.0
2016-06-08,4485,4599,4435,4581,39198,37722.0,7469661.0
2016-06-09,4625,4625,4490,4545,44969,37423.0,7469661.0
2016-06-10,4589,4589,4462,4513,13520,37162.0,7469661.0
2016-06-13,4512,4512,4308,4418,45309,36377.0,7469661.0
2016-06-14,4353,4412,4308,4350,21069,35817.0,7469661.0
2016-06-15,4348,4417,4308,4327,24822,35630.0,7469661.0
2016-06-16,4331,4367,4253,4322,31975,35593.0,7469661.0
2016-06-17,4240,4362,4240,4322,31407,35593.0,7469661.0
2016-06-20,4321,4381,4321,4359,44283,35892.0,7469661.0
2016-06-21,4357,4394,4321,4327,21278,35630.0,7469661.0
2016-06-22,4326,4426,4308,4354,21830,35854.0,7469661.0
2016-06-23,4398,4398,4249,4300,16478,35406.0,7469661.0
2016-06-24,4226,4345,3564,4136,151362,34062.0,7469661.0
2016-06-27,3864,4172,3864,4127,54815,33987.0,7469661.0
2016-06-28,4127,4144,3990,4132,14889,34024.0,7469661.0
2016-06-29,4172,4376,4127,4264,30116,35107.0,7469661.0
2016-06-30,4362,4362,4208,4209,10799,34659.0,7469661.0
2016-07-01,4308,4308,4213,4272,8513,35182.0,7469661.0
2016-07-04,4317,4353,4226,4281,9842,35257.0,7469661.0
2016-07-05,4262,4303,4231,4281,8895,35257.0,7469661.0
2016-07-06,4308,4308,4203,4209,12211,34659.0,7469661.0
2016-07-07,4208,5261,4208,4672,467785,38469.0,7469661.0
2016-07-08,4716,4924,4571,4808,126162,39589.0,7469661.0
2016-07-11,4862,4961,4770,4826,55178,39739.0,7469661.0
2016-07-12,4770,4852,4670,4708,57365,38768.0,7469661.0
2016-07-13,4670,4761,4580,4635,28455,38170.0,7469661.0
2016-07-14,4589,4870,4552,4844,80469,39888.0,7469661.0
2016-07-15,4843,5161,4807,5016,153364,41307.0,7469661.0
2016-07-18,5079,5088,4979,5062,36573,41681.0,7469661.0
2016-07-19,5097,5161,4997,5080,38147,41830.0,7469661.0
2016-07-20,5061,5560,5061,5488,245641,45191.0,7469661.0
2016-07-21,5487,5659,5225,5561,171515,45789.0,7469661.0
2016-07-22,5560,5560,5215,5225,97966,43025.0,7469661.0
2016-07-25,5225,5270,4915,5026,81572,41382.0,7469661.0
2016-07-26,5116,5116,4898,5052,41808,41606.0,7469661.0
2016-07-27,5052,5142,4907,4980,40129,41008.0,7469661.0
2016-07-28,4979,5016,4888,5007,26193,41233.0,7469661.0
2016-07-29,4952,5424,4952,5306,75735,43698.0,7469661.0
2016-08-01,5306,6058,5287,5851,336568,48179.0,7469661.0
2016-08-02,5804,5986,5659,5987,147913,49300.0,7469661.0
2016-08-03,5941,6703,5850,6278,537179,51690.0,7469661.0
2016-08-04,6376,6539,6104,6304,161083,51914.0,7469661.0
2016-08-05,6340,7211,6186,6441,561957,53035.0,7469661.0
2016-08-08,6449,6622,6022,6432,138093,52960.0,7469661.0
2016-08-09,6394,6875,6394,6549,96029,53931.0,7469661.0
2016-08-10,6558,7038,6458,6976,228049,57442.0,7469661.0
2016-08-11,7056,7147,6358,6441,214959,53035.0,7469661.0
2016-08-12,6513,6513,6186,6295,123034,51839.0,7469661.0
2016-08-16,6358,6549,6122,6123,53854,50420.0,7469661.0
2016-08-17,6222,6312,5859,6123,76291,50420.0,7469661.0
2016-08-18,6031,7955,5949,7955,2051448,65509.0,7469661.0
2016-08-19,8344,8435,7519,7747,3634099,63791.0,7469661.0
2016-08-22,7873,8072,7329,7575,2406624,62372.0,7469661.0
2016-08-23,7528,7637,7129,7166,705210,59010.0,7469661.0
2016-08-24,7147,7374,6812,6831,529501,56247.0,7469661.0
2016-08-25,6893,7030,6766,6857,273722,56471.0,7469661.0
2016-08-26,6776,6938,6639,6876,226941,56620.0,7469661.0
2016-08-29,6984,6984,6167,6169,388200,50794.0,7469661.0
2016-08-30,6167,6358,5887,5960,207884,49076.0,7469661.0
2016-08-31,5896,5941,5560,5688,315606,46835.0,7469661.0
2016-09-01,5633,5949,5569,5724,365998,47134.0,7469661.0
2016-09-02,5678,5787,5496,5688,187011,46835.0,7469661.0
2016-09-05,5759,5804,5533,5633,72102,46387.0,7469661.0
2016-09-06,5650,5823,5541,5652,113946,46536.0,7469661.0
2016-09-07,5659,5959,5650,5751,197793,47358.0,7469661.0
2016-09-08,5742,5742,5396,5424,189471,44669.0,7469661.0
2016-09-09,5351,5432,5188,5352,87970,44071.0,7469661.0
2016-09-12,5161,5306,5088,5161,104736,42502.0,7469661.0
2016-09-13,5206,5332,5152,5252,64042,46601.0,8048613.0
2016-09-19,5251,5332,5170,5234,85989,46440.0,8048613.0
2016-09-20,5225,5550,5215,5452,97426,48372.0,8048613.0
2016-09-21,5550,5723,5306,5452,149918,48372.0,8048613.0
2016-09-22,5451,5578,5379,5533,58307,49097.0,8048613.0
2016-09-23,5487,5569,5351,5443,48513,48292.0,8048613.0
2016-09-26,5405,5451,5270,5306,59675,47084.0,8048613.0
2016-09-27,5215,5451,5170,5407,72740,47970.0,8048613.0
2016-09-28,5405,5623,5332,5597,72246,49660.0,8048613.0
2016-09-29,5768,7220,5768,6314,4761519,56018.0,8048613.0
2016-09-30,6539,6893,6022,6731,1136700,59721.0,8048613.0
2016-10-04,6739,6966,6575,6867,492835,60928.0,8048613.0
2016-10-05,6793,7573,6639,6876,1362406,61008.0,8048613.0
2016-10-06,6848,7075,6739,6740,211324,59801.0,8048613.0
2016-10-07,6748,6875,6077,6432,283126,57065.0,8048613.0
2016-10-10,6394,6513,6067,6069,174719,53845.0,8048613.0
2016-10-11,6086,6467,6031,6169,196974,54731.0,8048613.0
2016-10-12,6041,6440,5995,6078,117559,53926.0,8048613.0
2016-10-13,6077,7501,6077,6985,3660063,61974.0,8048613.0
2016-10-14,6947,6993,6622,6712,765065,59560.0,8048613.0
2016-10-17,6721,7619,6575,6785,2739425,60204.0,8048613.0
2016-10-18,6712,6729,6385,6387,600185,56662.0,8048613.0
2016-10-19,6404,6829,6376,6486,618533,57548.0,8048613.0
2016-10-20,6449,6575,6212,6214,296440,55133.0,8048613.0
2016-10-21,6186,6394,6167,6359,138244,56421.0,8048613.0
2016-10-24,6367,6485,6304,6304,125201,55938.0,8048613.0
2016-10-25,6304,6748,6204,6504,482719,57709.0,8048613.0
2016-10-26,6503,6503,6004,6069,311979,53845.0,8048613.0
2016-10-27,6058,6848,6058,6495,764560,57628.0,8048613.0
2016-10-28,6494,6802,6404,6803,413698,60365.0,8048613.0
2016-10-31,6802,6829,6558,6803,173957,60365.0,8048613.0
2016-11-01,6776,7438,6776,7438,2427496,65999.0,8048613.0
2016-11-02,7329,7483,6966,7166,720289,63584.0,8048613.0
2016-11-03,7102,7609,7002,7030,1351896,62377.0,8048613.0
2016-11-04,6911,7020,6684,6958,357106,61733.0,8048613.0
2016-11-07,7002,7274,6938,7194,447067,63826.0,8048613.0
2016-11-08,7256,7293,6911,7103,294874,63021.0,8048613.0
2016-11-09,7102,7147,6259,6658,460136,59077.0,8048613.0
2016-11-10,6812,7011,6739,6940,172720,61572.0,8048613.0
2016-11-11,6921,7346,6838,7348,430638,65194.0,8048613.0
2016-11-14,7301,7637,7165,7293,569613,64711.0,8048613.0
2016-11-15,7392,7392,6993,7039,327769,62457.0,8048613.0
2016-11-16,7265,7619,7175,7302,1036027,64791.0,8048613.0
2016-11-17,7265,7346,7139,7203,216366,63906.0,8048613.0
2016-11-18,7256,7265,6984,6985,194128,61974.0,8048613.0
2016-11-21,6902,6938,6585,6586,256881,58433.0,8048613.0
2016-11-22,6667,6848,6467,6803,173740,60365.0,8048613.0
2016-11-23,6729,6793,6440,6449,145924,57226.0,8048613.0
2016-11-24,6385,6567,6340,6387,113673,56662.0,8048613.0
2016-11-25,6385,6575,6304,6449,95662,57226.0,8048613.0
2016-11-28,6449,6494,6150,6295,125817,55857.0,8048613.0
2016-11-29,6259,6385,6113,6377,124416,56582.0,8048613.0
2016-11-30,6430,6430,6312,6387,42760,56662.0,8048613.0
2016-12-01,6358,6394,6167,6332,55949,56179.0,8048613.0
2016-12-02,6349,6394,6122,6123,75916,54328.0,8048613.0
2016-12-05,6077,6113,5832,5987,125972,53121.0,8048613.0
2016-12-06,6022,6195,6022,6050,55203,53684.0,8048613.0
2016-12-07,6140,6140,5941,6069,53782,53845.0,8048613.0
2016-12-08,6067,6376,6041,6250,93188,55455.0,8048613.0
2016-12-09,6249,6404,6195,6295,92065,55857.0,8048613.0
2016-12-12,6331,6476,6304,6423,78711,56984.0,8048613.0
2016-12-13,6413,6485,6340,6441,73232,57145.0,8048613.0
2016-12-14,6476,6530,6340,6377,87211,56582.0,8048613.0
2016-12-15,6358,6449,6340,6395,77636,56743.0,8048613.0
2016-12-16,6430,6503,6340,6340,60317,56260.0,8048613.0
2016-12-19,6349,6385,6195,6259,80924,55535.0,8048613.0
2016-12-20,6304,6521,6222,6495,180554,57628.0,8048613.0
2016-12-21,6485,6802,6476,6795,554019,60284.0,8048613.0
2016-12-22,6857,6893,6729,6803,200173,60365.0,8048613.0
2016-12-23,6821,7184,6622,6731,526382,59721.0,8048613.0
2016-12-26,6739,6838,6667,6795,141475,60284.0,8048613.0
2016-12-27,6748,6930,6693,6876,207092,61008.0,8048613.0
2016-12-28,6947,7220,6921,7203,450192,63906.0,8048613.0
2016-12-29,7284,7438,7120,7302,353751,64791.0,8048613.0
2017-01-02,7355,7583,7175,7502,314420,66562.0,8048613.0
2017-01-03,7646,7827,7573,7729,396097,68574.0,8048613.0
2017-01-04,7692,7755,7319,7438,360984,65999.0,8048613.0
2017-01-05,7447,7673,7256,7602,304757,67447.0,8048613.0
2017-01-06,7601,7673,7474,7629,169127,67689.0,8048613.0
2017-01-09,7664,7773,7564,7665,178741,68011.0,8048613.0
2017-01-10,7664,7746,7483,7493,207621,66482.0,8048613.0
2017-01-11,7564,8072,7464,7720,396671,68494.0,8048613.0
2017-01-12,7782,8327,7583,8173,656708,72518.0,8048613.0
2017-01-13,8290,8798,8145,8591,936151,76220.0,8048613.0
2017-01-16,8780,8798,8263,8264,514754,73323.0,8048613.0
2017-01-17,8318,9207,8308,8935,1584455,79279.0,8048613.0
2017-01-18,8816,9207,8662,9026,579624,80084.0,8048613.0
2017-01-19,9025,9342,8726,8745,507976,77589.0,8048613.0
2017-01-20,8789,9025,8517,8763,275164,77750.0,8048613.0
2017-01-23,8771,8934,8399,8500,264599,75416.0,8048613.0
2017-01-24,8435,9034,8427,8963,342984,79520.0,8048613.0
2017-01-25,8998,9115,8762,8835,245505,78393.0,8048613.0
2017-01-26,8880,9207,8807,9072,338206,80486.0,8048613.0
2017-01-31,9034,9061,8825,8972,204242,79601.0,8048613.0
2017-02-01,8970,9016,8653,8826,279965,78313.0,8048613.0
2017-02-02,8752,8771,8435,8482,266667,75255.0,8048613.0
2017-02-03,8572,8743,8126,8218,303818,72920.0,8048613.0
2017-02-06,8209,8408,8018,8301,157651,73645.0,8048613.0
2017-02-07,8417,8589,7864,7946,336656,70506.0,8048613.0
2017-02-08,7981,8072,7827,7946,96649,70506.0,8048613.0
2017-02-09,7936,8235,7801,8037,192554,71311.0,8048613.0
2017-02-10,8145,8145,7755,7774,160706,68977.0,8048613.0
2017-02-13,7637,7981,7601,7929,129869,70345.0,8048613.0
2017-02-14,7910,7946,7709,7910,107712,70184.0,8048613.0
2017-02-15,7837,8036,7827,8010,134160,71069.0,8048613.0
2017-02-16,8009,8245,7837,8209,184738,72840.0,8048613.0
2017-02-17,8126,8327,8064,8273,149697,73403.0,8048613.0
2017-02-20,8318,8327,8126,8273,115843,73403.0,8048613.0
2017-02-21,8254,8254,8100,8100,128228,71874.0,8048613.0
2017-02-22,8109,8199,7918,8155,155090,72357.0,8048613.0
2017-02-23,8109,8181,8064,8083,62190,71713.0,8048613.0
2017-02-24,8000,8081,7737,7838,126239,69540.0,8048613.0
2017-02-27,7818,7955,7709,7765,62486,68896.0,8048613.0
2017-02-28,7801,8027,7664,7983,73918,70828.0,8048613.0
2017-03-02,7946,8100,7846,8019,66041,71150.0,8048613.0
2017-03-03,7882,8027,7846,7883,95859,69942.0,8048613.0
2017-03-06,7837,8344,7801,8346,208666,74047.0,8048613.0
2017-03-07,8417,8417,8235,8373,95633,74289.0,8048613.0
2017-03-08,8399,8698,8318,8626,226492,76542.0,8048613.0
2017-03-09,8643,8690,8553,8645,131858,76703.0,8048613.0
2017-03-10,8608,8698,8218,8690,160894,77106.0,8048613.0
2017-03-13,8671,8898,8626,8872,167617,78715.0,8048613.0
2017-03-14,8889,8961,8743,8826,108401,78313.0,8048613.0
2017-03-15,8835,8871,8344,8436,174326,74852.0,8048613.0
2017-03-16,8662,8707,8435,8617,138127,76462.0,8048613.0
2017-03-17,8572,8643,8508,8600,72980,76301.0,8048613.0
2017-03-20,8598,8707,8408,8681,76241,77025.0,8048613.0
2017-03-21,8680,8726,8444,8518,99422,75576.0,8048613.0
2017-03-22,8435,8517,8308,8455,110075,75013.0,8048613.0
2017-03-23,8417,8662,8126,8164,162095,72438.0,8048613.0
2017-03-24,8118,8299,7891,8228,170386,73001.0,8048613.0
2017-03-27,8226,8226,7910,7946,135105,70506.0,8048613.0
2017-03-28,7946,8126,7936,8128,126534,72116.0,8048613.0
2017-03-29,8254,8254,8018,8109,74574,71955.0,8048613.0
2017-03-30,8118,8154,7782,7910,179769,70184.0,8048613.0
2017-03-31,8045,8045,7801,7865,140531,69781.0,8048613.0
2017-04-03,7882,7964,7801,7838,77909,69540.0,8048613.0
