한화에이스스팩3호(264290),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-01-30,2065,2075,2065,2075,3451,6391.0,3080000.0
2019-01-31,2075,2075,2075,2075,11,6391.0,3080000.0
2019-02-01,2050,2075,2050,2075,18270,6391.0,3080000.0
2019-02-07,2075,2075,2075,2075,5,6391.0,3080000.0
2019-02-08,2075,2075,2070,2075,4764,6391.0,3080000.0
2019-02-11,2070,2075,2070,2075,3206,6391.0,3080000.0
2019-02-12,2070,2075,2070,2075,1011,6391.0,3080000.0
2019-02-13,2070,2075,2070,2075,2096,6391.0,3080000.0
2019-02-14,2075,2080,2075,2075,3037,6391.0,3080000.0
2019-02-15,2085,2085,2070,2085,490,6422.0,3080000.0
2019-02-18,2065,2085,2065,2080,785,6406.0,3080000.0
2019-02-19,2085,2085,2085,2085,2001,6422.0,3080000.0
2019-02-20,2085,2085,2085,2085,0,6422.0,3080000.0
2019-02-21,2075,2075,2075,2075,0,6391.0,3080000.0
2019-02-22,2080,2080,2065,2075,14412,6391.0,3080000.0
2019-02-25,2050,2075,2050,2070,712,6376.0,3080000.0
2019-02-26,2065,2085,2065,2070,10921,6376.0,3080000.0
2019-02-27,2085,2085,2085,2085,1,6422.0,3080000.0
2019-02-28,2065,2070,2065,2070,7440,6376.0,3080000.0
2019-03-04,2075,2075,2060,2075,3,6391.0,3080000.0
2019-03-05,2065,2075,2065,2075,6180,6391.0,3080000.0
2019-03-06,2080,2080,2080,2080,1,6406.0,3080000.0
2019-03-07,2070,2080,2070,2080,5202,6406.0,3080000.0
2019-03-08,2085,2100,2070,2090,7578,6437.0,3080000.0
2019-03-11,2095,2140,2075,2075,23386,6391.0,3080000.0
2019-03-12,2135,2180,2075,2135,44542,6576.0,3080000.0
2019-03-13,2155,2155,2090,2090,4774,6437.0,3080000.0
2019-03-14,2120,2120,2080,2105,3087,6483.0,3080000.0
2019-03-15,2130,2160,2100,2120,4267,6530.0,3080000.0
2019-03-18,2130,2130,2085,2105,971,6483.0,3080000.0
2019-03-19,2130,2130,2085,2105,2023,6483.0,3080000.0
2019-03-20,2150,2150,2080,2110,1173,6499.0,3080000.0
2019-03-21,2130,2130,2080,2110,597,6499.0,3080000.0
2019-03-22,2110,2110,2080,2105,7,6483.0,3080000.0
2019-03-25,2070,2115,2070,2115,469,6514.0,3080000.0
2019-03-26,2125,2125,2080,2100,9,6468.0,3080000.0
2019-03-27,2070,2095,2070,2090,997,6437.0,3080000.0
2019-03-28,2130,2130,2115,2115,50,6514.0,3080000.0
2019-03-29,2100,2100,2080,2095,771,6453.0,3080000.0
2019-04-01,2105,2105,2075,2100,522,6468.0,3080000.0
2019-04-02,2110,2110,2075,2110,3,6499.0,3080000.0
2019-04-03,2090,2140,2090,2120,2598,6530.0,3080000.0
2019-04-04,2140,2140,2085,2125,2641,6545.0,3080000.0
2019-04-05,2130,2130,2090,2115,3011,6514.0,3080000.0
2019-04-08,2105,2140,2090,2140,1471,6591.0,3080000.0
2019-04-09,2160,2160,2090,2140,1543,6591.0,3080000.0
2019-04-10,2155,2155,2100,2135,1194,6576.0,3080000.0
2019-04-11,2075,2190,2075,2120,7159,6530.0,3080000.0
2019-04-12,2165,2215,2115,2140,48520,6591.0,3080000.0
2019-04-15,2180,2180,2110,2115,7731,6514.0,3080000.0
2019-04-16,2150,2150,2100,2125,9201,6545.0,3080000.0
2019-04-17,2085,2135,2085,2125,1407,6545.0,3080000.0
2019-04-18,2145,2145,2095,2120,7432,6530.0,3080000.0
2019-04-19,2165,2185,2100,2130,7380,6560.0,3080000.0
2019-04-22,2155,2160,2130,2135,2247,6576.0,3080000.0
2019-04-23,2135,2155,2110,2115,799,6514.0,3080000.0
2019-04-24,2135,2135,2110,2130,12,6560.0,3080000.0
2019-04-25,2130,2130,2115,2115,109,6514.0,3080000.0
2019-04-26,2145,2145,2100,2130,2303,6560.0,3080000.0
2019-04-29,2150,2150,2110,2140,105,6591.0,3080000.0
2019-04-30,2135,2140,2115,2140,3582,6591.0,3080000.0
2019-05-02,2130,2130,2130,2130,1,6560.0,3080000.0
2019-05-03,2105,2215,2105,2155,19669,6637.0,3080000.0
2019-05-07,2150,2160,2115,2140,8359,6591.0,3080000.0
2019-05-08,2115,2155,2115,2155,2619,6637.0,3080000.0
2019-05-09,2135,2180,2135,2170,6846,6684.0,3080000.0
2019-05-10,2215,2290,2155,2175,69781,6699.0,3080000.0
2019-05-13,2265,2825,2175,2825,3705746,8701.0,3080000.0
2019-05-14,3200,3670,2450,2685,7026268,8270.0,3080000.0
2019-05-15,2685,2950,2360,2510,5698383,7731.0,3080000.0
2019-05-16,2420,2440,2230,2260,2116346,6961.0,3080000.0
2019-05-17,2530,2610,2210,2265,2334189,6976.0,3080000.0
2019-05-20,2245,2620,2190,2440,3272853,7515.0,3080000.0
2019-05-21,2370,3080,2300,2700,9625203,8316.0,3080000.0
2019-05-22,2645,2900,2340,2370,7888971,7300.0,3080000.0
2019-05-23,2355,2540,2300,2325,2440297,7161.0,3080000.0
2019-05-24,2310,2455,2305,2310,1097889,7115.0,3080000.0
2019-05-27,2300,2340,2185,2220,679130,6838.0,3080000.0
2019-05-28,2220,2250,2185,2190,376249,6745.0,3080000.0
2019-05-29,2220,2325,2165,2180,1153635,6714.0,3080000.0
2019-05-30,2190,2235,2165,2165,416352,6668.0,3080000.0
2019-05-31,2210,2255,2190,2190,333934,6745.0,3080000.0
2019-06-03,2180,2395,2175,2220,3692249,6838.0,3080000.0
2019-06-04,2515,2630,2250,2315,2324926,7130.0,3080000.0
2019-06-05,2260,2345,2230,2320,468493,7146.0,3080000.0
2019-06-07,2340,2355,2295,2320,298768,7146.0,3080000.0
2019-06-10,2305,2335,2220,2240,238331,6899.0,3080000.0
2019-06-11,2240,2305,2220,2245,262578,6915.0,3080000.0
2019-06-12,2245,2265,2215,2240,116161,6899.0,3080000.0
2019-06-13,2245,2265,2225,2265,161511,6976.0,3080000.0
2019-06-14,2265,2400,2245,2390,729735,7361.0,3080000.0
2019-06-17,2425,2520,2365,2375,526965,7315.0,3080000.0
2019-06-18,2370,2400,2335,2385,205913,7346.0,3080000.0
2019-06-19,2335,2375,2280,2320,175033,7146.0,3080000.0
2019-06-20,2275,2345,2265,2315,115637,7130.0,3080000.0
2019-06-21,2335,2340,2270,2290,97284,7053.0,3080000.0
2019-06-24,2290,2310,2250,2260,95408,6961.0,3080000.0
2019-06-25,2240,2265,2220,2230,87424,6868.0,3080000.0
2019-06-26,2230,2285,2200,2245,88697,6915.0,3080000.0
2019-06-27,2270,2270,2235,2240,19407,6899.0,3080000.0
2019-06-28,2240,2255,2215,2230,40785,6868.0,3080000.0
2019-07-01,2230,2245,2210,2230,42668,6868.0,3080000.0
2019-07-02,2225,2240,2210,2235,42502,6884.0,3080000.0
2019-07-03,2235,2245,2205,2240,41165,6899.0,3080000.0
2019-07-04,2240,2275,2230,2235,104342,6884.0,3080000.0
2019-07-05,2240,2840,2240,2400,7143229,7392.0,3080000.0
2019-07-08,2390,2770,2320,2470,2612876,7608.0,3080000.0
2019-07-09,2455,2600,2315,2330,991416,7176.0,3080000.0
2019-07-10,2315,2455,2295,2425,560788,7469.0,3080000.0
2019-07-11,2425,2465,2375,2395,188780,7377.0,3080000.0
2019-07-12,2370,2435,2360,2370,151336,7300.0,3080000.0
2019-07-15,2390,2405,2305,2315,146005,7130.0,3080000.0
2019-07-16,2300,2320,2255,2275,119353,7007.0,3080000.0
2019-07-17,2260,2320,2255,2270,61529,6992.0,3080000.0
2019-07-18,2255,2310,2250,2295,68806,7069.0,3080000.0
2019-07-19,2260,2535,2260,2350,1808557,7238.0,3080000.0
2019-07-22,2340,2460,2340,2400,829799,7392.0,3080000.0
2019-07-23,2365,2405,2300,2310,172708,7115.0,3080000.0
2019-07-24,2325,2375,2280,2310,106914,7115.0,3080000.0
2019-07-25,2300,2330,2270,2290,53142,7053.0,3080000.0
2019-07-26,2315,2370,2260,2350,76934,7238.0,3080000.0
2019-07-29,2350,2360,2280,2295,44605,7069.0,3080000.0
2019-07-30,2295,2315,2270,2285,38863,7038.0,3080000.0
2019-07-31,2315,2315,2250,2265,34663,6976.0,3080000.0
2019-08-01,2255,2295,2220,2235,63274,6884.0,3080000.0
2019-08-02,2205,2270,2205,2245,64099,6915.0,3080000.0
2019-08-05,2245,2265,2150,2165,209885,6668.0,3080000.0
2019-08-06,2155,2195,2150,2180,55810,6714.0,3080000.0
2019-08-07,2210,2210,2145,2150,89188,6622.0,3080000.0
2019-08-08,2155,2190,2145,2180,22928,6714.0,3080000.0
2019-08-09,2210,2210,2160,2195,9310,6761.0,3080000.0
2019-08-12,2220,2220,2155,2155,21678,6637.0,3080000.0
2019-08-13,2155,2450,2155,2195,1182331,6761.0,3080000.0
2019-08-14,2195,2215,2145,2170,221006,6684.0,3080000.0
2019-08-16,2155,2220,2155,2180,79959,6714.0,3080000.0
2019-08-19,2180,2190,2155,2175,42603,6699.0,3080000.0
2019-08-20,2175,2180,2155,2170,29353,6684.0,3080000.0
2019-08-21,2175,2200,2155,2190,40383,6745.0,3080000.0
2019-08-22,2155,2195,2155,2190,43103,6745.0,3080000.0
2019-08-23,2195,2195,2160,2185,12098,6730.0,3080000.0
2019-08-26,2160,2180,2155,2160,25315,6653.0,3080000.0
2019-08-27,2155,2195,2155,2190,35816,6745.0,3080000.0
2019-08-28,2180,2195,2165,2185,8809,6730.0,3080000.0
2019-08-29,2165,2185,2160,2175,59883,6699.0,3080000.0
2019-08-30,2165,2215,2160,2205,29448,6791.0,3080000.0
2019-09-02,2205,2220,2185,2185,6646,6730.0,3080000.0
2019-09-03,2215,2215,2165,2170,14537,6684.0,3080000.0
2019-09-04,2175,2210,2165,2185,13358,6730.0,3080000.0
2019-09-05,2210,2210,2170,2185,18946,6730.0,3080000.0
2019-09-06,2185,2210,2155,2160,39506,6653.0,3080000.0
2019-09-09,2175,2180,2150,2160,29036,6653.0,3080000.0
2019-09-10,2170,2170,2145,2170,25554,6684.0,3080000.0
2019-09-11,2170,2180,2155,2180,26745,6714.0,3080000.0
2019-09-16,2180,2180,2160,2180,9578,6714.0,3080000.0
2019-09-17,2180,2180,2135,2170,37042,6684.0,3080000.0
2019-09-18,2165,2165,2150,2160,13622,6653.0,3080000.0
2019-09-19,2165,2165,2145,2145,15709,6607.0,3080000.0
2019-09-20,2175,2175,2135,2150,22000,6622.0,3080000.0
2019-09-23,2135,2185,2135,2155,21047,6637.0,3080000.0
2019-09-24,2165,2165,2135,2135,6517,6576.0,3080000.0
2019-09-25,2160,2160,2130,2150,7349,6622.0,3080000.0
2019-09-26,2160,2160,2130,2155,8142,6637.0,3080000.0
2019-09-27,2175,2175,2135,2150,2973,6622.0,3080000.0
2019-09-30,2150,2150,2115,2130,18132,,
2019-10-01,2145,2155,2130,2135,29831,,
2019-10-02,2125,2150,2125,2135,9512,,
2019-10-04,2150,2150,2125,2135,12398,,
2019-10-07,2120,2130,2100,2115,36413,,
