엔지스테크널러지(208860),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-04-17,9037,9037,8803,8987,11099,84278.0,3127180.0
2018-04-18,8786,9003,8786,8870,2736,83183.0,3127180.0
2018-04-19,8870,9003,8503,8870,9857,83183.0,3127180.0
2018-04-20,8870,8920,8703,8804,6814,82558.0,3127180.0
2018-04-23,8803,9020,8636,8887,11028,83339.0,3127180.0
2018-04-24,9103,9370,8870,9054,37294,84903.0,3127180.0
2018-04-25,9053,9103,8820,8937,7945,83808.0,3127180.0
2018-04-26,8903,9037,8886,8954,9204,83965.0,3127180.0
2018-04-27,8953,9070,8836,9037,7510,84747.0,3127180.0
2018-04-30,9087,9087,8870,8970,7008,84121.0,3127180.0
2018-05-02,8970,9203,8970,9070,9811,85059.0,3127180.0
2018-05-03,9053,9137,8970,9087,11112,85216.0,3127180.0
2018-05-04,9087,9137,8987,9087,15496,85216.0,3127180.0
2018-05-08,9087,9737,9087,9554,69750,89594.0,3127180.0
2018-05-09,9487,10837,9420,10621,117080,99601.0,3127180.0
2018-05-10,10420,12121,10370,10654,237089,99913.0,3127180.0
2018-05-11,10654,10954,10554,10754,69086,100852.0,3127180.0
2018-05-14,10671,11287,10654,11088,60790,103979.0,3127180.0
2018-05-15,10987,12321,10987,12005,105347,112578.0,3127180.0
2018-05-16,12038,12138,11638,11972,33948,112266.0,3127180.0
2018-05-17,11954,12038,11721,11805,15636,110702.0,3127180.0
2018-05-18,11688,11904,11504,11588,18261,108670.0,3127180.0
2018-05-21,11604,11888,11037,11521,21228,108044.0,3127180.0
2018-05-23,11521,11538,10787,11038,27087,103510.0,3127180.0
2018-05-24,11037,11037,10621,10671,15596,100070.0,3127180.0
2018-05-25,10737,11237,10671,10988,11640,103041.0,3127180.0
2018-05-28,10871,11204,10804,11004,14523,103197.0,3127180.0
2018-05-29,11004,11104,10537,10538,19551,98819.0,3127180.0
2018-05-30,10520,10537,9637,10037,32703,94128.0,3127180.0
2018-05-31,10037,10320,9820,9837,12116,92252.0,3127180.0
2018-06-01,9837,10337,9403,9837,19810,92252.0,3127180.0
2018-06-04,9637,9937,9470,9604,17730,90063.0,3127180.0
2018-06-05,9603,10771,9603,10654,35365,99913.0,3127180.0
2018-06-07,10704,11087,10637,10788,8253,101164.0,3127180.0
2018-06-08,10837,10871,10537,10871,23649,101946.0,3127180.0
2018-06-11,10687,10771,10537,10671,10606,100070.0,3127180.0
2018-06-12,10570,11004,10487,10654,11995,99913.0,3127180.0
2018-06-14,10520,10554,10004,10321,8341,96786.0,3127180.0
2018-06-15,11104,11104,10287,10321,10107,96786.0,3127180.0
2018-06-18,10287,10520,9970,9987,8534,93659.0,3127180.0
2018-06-19,9987,10237,9803,9837,6118,92252.0,3127180.0
2018-06-20,9887,10004,9337,9571,18102,89750.0,3127180.0
2018-06-21,9403,9570,9220,9320,8103,87405.0,3127180.0
2018-06-22,9320,9653,9153,9204,4242,86310.0,3127180.0
2018-06-25,8953,9103,8786,8804,11815,82558.0,3127180.0
2018-06-26,8803,8970,8336,8837,17184,82870.0,3127180.0
2018-06-27,8836,9403,8836,9370,6830,87874.0,3127180.0
2018-06-28,9703,9703,9420,9487,8931,88968.0,3127180.0
2018-06-29,9370,10220,9370,10154,13580,95223.0,3127180.0
2018-07-02,9987,10170,9787,9904,14997,92877.0,3127180.0
2018-07-03,10270,10270,9787,10054,2947,94284.0,3127180.0
2018-07-04,10054,10054,9403,9721,8736,91157.0,3127180.0
2018-07-05,9937,10404,9720,10004,16020,93815.0,3127180.0
2018-07-06,10004,10187,9720,9787,9749,91783.0,3127180.0
2018-07-09,9787,10020,9587,9787,3776,91783.0,3127180.0
2018-07-10,9787,10037,9720,9937,4627,93190.0,3127180.0
2018-07-11,9920,10204,9620,9671,2343,90688.0,3127180.0
2018-07-12,9537,10004,9503,9737,7753,91314.0,3127180.0
2018-07-13,9837,10054,9670,9837,8430,92252.0,3127180.0
2018-07-16,9937,10537,9820,10504,15377,98506.0,3127180.0
2018-07-17,10570,10637,10170,10421,7443,97724.0,3127180.0
2018-07-18,10337,10570,10170,10204,12146,95692.0,3127180.0
2018-07-19,10054,10304,9987,10154,10085,95223.0,3127180.0
2018-07-20,10004,10337,9854,10054,11169,94284.0,3127180.0
2018-07-23,10270,10270,9587,9737,6607,91314.0,3127180.0
2018-07-24,9637,9837,9587,9687,6839,90845.0,3127180.0
2018-07-25,9637,9787,9620,9621,9460,90219.0,3127180.0
2018-07-26,9703,10004,9620,9971,4836,93503.0,3127180.0
2018-07-27,10037,10037,9804,9987,6198,93659.0,3127180.0
2018-07-30,9987,10420,9937,10071,17362,94441.0,3127180.0
2018-07-31,10104,10671,10004,10121,22236,94910.0,3127180.0
2018-08-01,10170,10170,9937,9987,3858,93659.0,3127180.0
2018-08-02,9987,10070,9787,10071,2771,94441.0,3127180.0
2018-08-03,10104,10104,9904,9954,2926,93346.0,3127180.0
2018-08-06,10120,10120,9920,9921,1401,93034.0,3127180.0
2018-08-07,9687,9970,9637,9871,3888,92565.0,3127180.0
2018-08-08,9870,10020,9637,9754,4009,91470.0,3127180.0
2018-08-09,9753,9887,9570,9621,7858,90219.0,3127180.0
2018-08-10,9620,9737,9553,9604,2632,90063.0,3127180.0
2018-08-13,9603,9854,9320,9504,2873,89125.0,3127180.0
2018-08-14,9403,9753,9270,9337,7001,87561.0,3127180.0
2018-08-16,9120,9737,8953,9637,8231,90376.0,3127180.0
2018-08-17,9870,9937,9753,9804,3752,91939.0,3127180.0
2018-08-20,9870,9870,9270,9471,7480,88812.0,3127180.0
2018-08-21,9670,9670,9420,9437,3195,88499.0,3127180.0
2018-08-22,9503,9620,9453,9471,2479,88812.0,3127180.0
2018-08-23,9603,9603,9453,9487,1369,88968.0,3127180.0
2018-08-24,9487,9737,9437,9737,4056,91314.0,3127180.0
2018-08-27,9503,9737,9503,9571,5049,89750.0,3127180.0
2018-08-28,9503,9637,9453,9454,7745,88656.0,3127180.0
2018-08-29,9453,9603,9320,9454,5525,88656.0,3127180.0
2018-08-30,9453,9453,9337,9454,9168,88656.0,3127180.0
2018-08-31,9453,9537,9337,9421,1848,88343.0,3127180.0
2018-09-03,9437,9503,9387,9404,3330,88186.0,3127180.0
2018-09-04,9403,9503,9370,9454,2849,88656.0,3127180.0
2018-09-05,9487,9503,9253,9287,4684,87092.0,3127180.0
2018-09-06,9287,9403,9170,9237,4862,86623.0,3127180.0
2018-09-07,9220,9320,9103,9204,2500,86310.0,3127180.0
2018-09-10,9203,9653,8836,9404,11433,88186.0,3127180.0
2018-09-11,9553,9804,9370,9754,12323,91470.0,3127180.0
2018-09-12,9753,10070,9553,10004,11926,93815.0,3127180.0
2018-09-13,10170,10671,10087,10471,33915,98193.0,3127180.0
2018-09-14,10671,10671,10254,10354,9916,97099.0,3127180.0
2018-09-17,10320,10420,9970,10037,11290,94128.0,3127180.0
2018-09-18,10004,10104,9837,9971,4999,93503.0,3127180.0
2018-09-19,10054,10671,9837,9837,13669,92252.0,3127180.0
2018-09-20,9753,9954,9720,9754,9427,91470.0,3127180.0
2018-09-21,9753,9904,9720,9754,13864,91470.0,3127180.0
2018-09-27,10287,10370,9403,9721,7256,91157.0,3127180.0
2018-09-28,9637,9937,9637,9837,4310,92252.0,3127180.0
2018-10-01,9737,10387,9737,9971,16681,93503.0,3127180.0
2018-10-02,10004,10087,9904,10004,11317,93815.0,3127180.0
2018-10-04,10220,10404,10004,10071,24174,94441.0,3127180.0
2018-10-05,9937,10637,9937,10588,34931,99288.0,3127180.0
2018-10-08,10370,10637,10037,10171,13413,95379.0,3127180.0
2018-10-10,10204,10254,9337,9404,26654,88186.0,3127180.0
2018-10-11,8636,9453,8636,8854,15134,83027.0,3127180.0
2018-10-12,8886,10170,8886,10154,26775,95223.0,3127180.0
2018-10-15,10087,11938,9370,9454,163826,88656.0,3127180.0
2018-10-16,9804,9820,8786,8804,76399,82558.0,3127180.0
2018-10-17,8836,9170,8820,9004,25369,84434.0,3127180.0
2018-10-18,9087,9087,8720,8720,17202,81776.0,3127180.0
2018-10-19,8720,8886,8186,8387,24430,78649.0,3127180.0
2018-10-22,8403,8486,8103,8253,19627,77398.0,3127180.0
2018-10-23,8270,8320,7786,7803,23623,73176.0,3127180.0
2018-10-24,7903,7919,7186,7370,43121,69111.0,3127180.0
2018-10-25,7002,9170,6936,8003,177088,75052.0,3127180.0
2018-10-26,7869,8603,7869,8170,100227,76616.0,3127180.0
2018-10-29,10000,10300,7420,7500,210481,23454.0,3127180.0
2018-10-30,7100,7770,6900,7210,28652,22547.0,3127180.0
2018-10-31,7200,7380,6940,6960,40713,21765.0,3127180.0
2018-11-01,6970,7080,6700,6920,35114,21640.0,3127180.0
2018-11-02,6840,7300,6840,7210,13699,22547.0,3127180.0
2018-11-05,7130,7390,7030,7210,11302,22547.0,3127180.0
2018-11-06,7130,7320,7130,7240,13135,22641.0,3127180.0
2018-11-07,7240,7410,7130,7250,13894,22672.0,3127180.0
2018-11-08,7260,7700,7260,7500,16543,23454.0,3127180.0
2018-11-09,7500,7840,7500,7690,22420,24048.0,3127180.0
2018-11-12,7720,7890,7600,7650,13349,23923.0,3127180.0
2018-11-13,7500,7640,7410,7640,9825,23892.0,3127180.0
2018-11-14,7650,7950,7450,7710,12827,24111.0,3127180.0
2018-11-15,7280,7300,6620,6970,87622,21796.0,3127180.0
2018-11-16,7040,7290,6970,7130,21269,22297.0,3127180.0
2018-11-19,6840,7000,6710,6890,79199,64639.0,9381540.0
2018-11-20,6790,7030,6690,6900,25962,64733.0,9381540.0
2018-11-21,6790,7160,6790,7140,26520,66984.0,9381540.0
2018-11-22,7400,7400,7000,7070,15696,66327.0,9381540.0
2018-11-23,7070,7290,6820,6900,16313,64733.0,9381540.0
2018-11-26,7050,7050,6790,6790,23745,63701.0,9381540.0
2018-11-27,6790,6920,6680,6750,16285,63325.0,9381540.0
2018-11-28,6730,6920,6730,6820,9909,63982.0,9381540.0
2018-11-29,6860,7500,6720,7030,40067,65952.0,9381540.0
2018-11-30,7020,7100,6940,7030,15799,65952.0,9381540.0
2018-12-03,7080,7400,7040,7120,31635,66797.0,9381540.0
2018-12-04,7120,7210,6900,7000,17090,65671.0,9381540.0
2018-12-05,7010,7010,6770,6770,12194,63513.0,9381540.0
2018-12-06,6770,6900,6380,6500,30037,60980.0,9381540.0
2018-12-07,6620,6630,6340,6510,13070,61074.0,9381540.0
2018-12-10,6300,6630,6030,6310,12097,59198.0,9381540.0
2018-12-11,6400,6790,5910,5970,34248,56008.0,9381540.0
2018-12-12,5900,6170,5800,6000,28668,56289.0,9381540.0
2018-12-13,5990,6020,5850,5980,14256,56102.0,9381540.0
2018-12-14,6280,6280,5850,5950,19819,55820.0,9381540.0
2018-12-17,5830,6100,5830,5970,10133,56008.0,9381540.0
2018-12-18,5780,5980,5680,5750,16554,53944.0,9381540.0
2018-12-19,5790,5890,5650,5700,27099,53475.0,9381540.0
2018-12-20,5590,5710,5250,5500,23694,51598.0,9381540.0
2018-12-21,5320,5610,4995,5040,118655,47283.0,9381540.0
2018-12-24,5400,6390,5060,5800,173679,54413.0,9381540.0
2018-12-26,5680,6280,5400,5480,142057,51411.0,9381540.0
2018-12-27,5490,5750,5350,5490,29048,51505.0,9381540.0
2018-12-28,5360,5640,5340,5350,35610,50191.0,9381540.0
2019-01-02,5310,6780,5310,5900,117299,55351.0,9381540.0
2019-01-03,6030,7330,5930,6690,1299168,62763.0,9381540.0
2019-01-04,6850,6880,6590,6640,117299,62293.0,9381540.0
2019-01-07,6540,6870,6410,6630,77277,62200.0,9381540.0
2019-01-08,6690,7600,6690,7330,408569,68767.0,9381540.0
2019-01-09,7250,7640,7230,7540,124076,70737.0,9381540.0
2019-01-10,7510,7650,7320,7600,83395,71300.0,9381540.0
2019-01-11,7570,7790,7460,7790,41590,73082.0,9381540.0
2019-01-14,7800,7800,7580,7700,41230,72238.0,9381540.0
2019-01-15,7690,7690,7320,7380,54540,69236.0,9381540.0
2019-01-16,7270,7460,7270,7360,15332,69048.0,9381540.0
2019-01-17,7550,7550,6960,7040,19589,66046.0,9381540.0
2019-01-18,6980,7300,6960,6960,28710,65296.0,9381540.0
2019-01-21,7100,7100,6860,6930,24831,65014.0,9381540.0
2019-01-22,6850,6890,6780,6790,27010,63701.0,9381540.0
2019-01-23,6800,6970,6800,6810,13543,63888.0,9381540.0
2019-01-24,6810,6990,6760,6870,15403,64451.0,9381540.0
2019-01-25,7020,7020,6830,6850,17273,64264.0,9381540.0
2019-01-28,6820,7040,6820,7020,19077,65858.0,9381540.0
2019-01-29,6910,7050,6810,6960,15156,65296.0,9381540.0
2019-01-30,6980,7580,6940,7310,80585,68579.0,9381540.0
2019-01-31,7450,7550,7270,7270,27986,68204.0,9381540.0
2019-02-01,7310,7400,7070,7310,24032,68579.0,9381540.0
2019-02-07,7310,7470,7180,7210,20141,67641.0,9381540.0
2019-02-08,7430,7430,7150,7230,13711,67829.0,9381540.0
2019-02-11,7240,7500,7240,7350,26264,68954.0,9381540.0
2019-02-12,7450,7460,7210,7300,12072,68485.0,9381540.0
2019-02-13,7440,7440,7240,7320,12745,68673.0,9381540.0
2019-02-14,7280,7430,7250,7290,9886,68391.0,9381540.0
2019-02-15,7330,7330,7180,7230,12330,67829.0,9381540.0
2019-02-18,7260,7320,6930,7000,29287,65671.0,9381540.0
2019-02-19,6960,7040,6800,6820,23854,63982.0,9381540.0
2019-02-20,6770,6980,6700,6800,15903,63794.0,9381540.0
2019-02-21,6800,6800,6670,6700,12727,62856.0,9381540.0
2019-02-22,6630,6990,6330,6560,16644,61543.0,9381540.0
2019-02-25,6690,6770,6480,6590,20115,61824.0,9381540.0
2019-02-26,6480,6590,6200,6200,51283,58166.0,9381540.0
2019-02-27,6280,6380,6050,6240,21650,58541.0,9381540.0
2019-02-28,6180,6330,5960,6080,80164,57040.0,9381540.0
2019-03-04,6010,6350,5810,6060,48263,56852.0,9381540.0
2019-03-05,6130,6140,5940,5960,24484,55914.0,9381540.0
2019-03-06,5980,6160,5950,6100,18253,57227.0,9381540.0
2019-03-07,6160,6160,6000,6100,9499,57227.0,9381540.0
2019-03-08,6140,6140,5960,6030,12992,56571.0,9381540.0
2019-03-11,6100,6100,5800,5800,21439,54413.0,9381540.0
2019-03-12,5750,6080,5660,5790,21059,54319.0,9381540.0
2019-03-13,5790,6060,5610,5770,30907,54131.0,9381540.0
2019-03-14,5750,5900,5750,5800,9538,54413.0,9381540.0
2019-03-15,5760,5870,5500,5500,55415,51598.0,9381540.0
2019-03-18,5850,5850,5470,5510,29951,51692.0,9381540.0
2019-03-19,5570,5750,5480,5570,33157,52255.0,9381540.0
2019-03-20,5580,5780,5570,5770,33888,54131.0,9381540.0
2019-03-21,5770,5940,5670,5710,17821,53569.0,9381540.0
2019-03-22,5810,5810,5560,5750,20500,53944.0,9381540.0
2019-03-25,5750,7470,5740,6900,1766702,64733.0,9381540.0
2019-03-26,7090,7240,6600,6650,246291,62387.0,9381540.0
2019-03-27,6790,8490,6720,7610,2981514,71394.0,9381540.0
2019-03-28,7500,7710,7310,7670,382840,71956.0,9381540.0
2019-03-29,7850,8340,7300,7340,860985,68861.0,9381540.0
2019-04-01,7280,7470,7200,7210,99378,67641.0,9381540.0
2019-04-02,7260,7900,7200,7390,322511,69330.0,9381540.0
2019-04-03,7400,7450,7240,7370,68303,69142.0,9381540.0
2019-04-04,7450,7550,7350,7530,85123,70643.0,9381540.0
2019-04-05,7630,7910,7540,7760,225646,72801.0,9381540.0
2019-04-08,7820,8370,7820,8050,475168,75521.0,9381540.0
2019-04-09,8010,8230,7810,8150,110998,76460.0,9381540.0
2019-04-10,8100,8170,7810,7810,78288,73270.0,9381540.0
2019-04-11,7980,7980,7610,7610,78202,71394.0,9381540.0
2019-04-12,7610,7710,7500,7620,47238,71487.0,9381540.0
2019-04-15,7620,7620,7210,7290,68890,68391.0,9381540.0
2019-04-16,7390,8310,7300,7460,223312,69986.0,9381540.0
2019-04-17,7480,7580,7310,7480,33242,70174.0,9381540.0
2019-04-18,7420,7630,7370,7440,30919,69799.0,9381540.0
2019-04-19,7440,7490,6930,6970,133322,65389.0,9381540.0
2019-04-22,6980,7160,6830,6830,40974,64076.0,9381540.0
2019-04-23,6850,6910,6600,6670,56497,62575.0,9381540.0
2019-04-24,6670,6990,6550,6870,75311,65618.0,9551319.0
2019-04-25,6970,7020,6810,6870,95281,65618.0,9551319.0
2019-04-26,6770,6910,6690,6830,27171,65236.0,9551319.0
2019-04-29,6740,6880,6660,6710,42611,64089.0,9551319.0
2019-04-30,6710,6710,6520,6560,40213,62657.0,9551319.0
2019-05-02,6400,6970,6320,6930,89673,66191.0,9551319.0
2019-05-03,6920,7150,6790,7130,47805,68101.0,9551319.0
2019-05-07,7020,7150,6880,6880,37435,65713.0,9551319.0
2019-05-08,6660,7000,6660,6810,16343,65044.0,9551319.0
2019-05-09,6700,6930,6510,6550,41986,62561.0,9551319.0
2019-05-10,6840,6840,6230,6370,62917,60842.0,9551319.0
2019-05-13,6080,6360,6080,6090,82978,58168.0,9551319.0
2019-05-14,6050,6230,5790,6140,33452,58645.0,9551319.0
2019-05-15,6140,6350,6140,6290,16925,60078.0,9551319.0
2019-05-16,6290,6370,6060,6120,16017,58454.0,9551319.0
2019-05-17,6150,6200,6020,6020,10093,57499.0,9551319.0
2019-05-20,5760,6050,5760,6010,33927,57403.0,9551319.0
2019-05-21,5890,6200,5890,6150,12648,58741.0,9551319.0
2019-05-22,6180,6240,6060,6060,8854,57881.0,9551319.0
2019-05-23,6060,6220,5950,6220,16122,59409.0,9551319.0
2019-05-24,6190,6240,5960,6240,34620,59600.0,9551319.0
2019-05-27,6270,6270,5920,5960,29189,56926.0,9551319.0
2019-05-28,6040,6200,5960,6200,11818,59218.0,9551319.0
2019-05-29,6040,6240,5980,5980,12109,57117.0,9551319.0
2019-05-30,6030,7770,5940,7510,1008597,71730.0,9551319.0
2019-05-31,7510,7790,7110,7350,318488,70202.0,9551319.0
2019-06-03,7260,7310,6700,6940,349035,66286.0,9551319.0
2019-06-04,7400,7420,6360,6510,497962,62179.0,9551319.0
2019-06-05,6510,6610,6270,6420,167572,61319.0,9551319.0
2019-06-07,6360,6500,6180,6400,143021,61128.0,9551319.0
2019-06-10,6460,6580,6320,6490,102932,61988.0,9551319.0
2019-06-11,6480,6730,6390,6720,130450,64185.0,9551319.0
2019-06-12,6650,6860,6560,6830,62638,65236.0,9551319.0
2019-06-13,6700,6910,6650,6700,63437,63994.0,9551319.0
2019-06-14,6740,6800,6450,6520,77190,62275.0,9551319.0
2019-06-17,6520,6750,6490,6680,63977,63803.0,9551319.0
2019-06-18,6740,6960,6690,6780,124158,64758.0,9551319.0
2019-06-19,7030,7070,6570,6680,291465,63803.0,9551319.0
2019-06-20,6690,6940,6680,6900,200910,65904.0,9551319.0
2019-06-21,6900,6920,6720,6780,107226,64758.0,9551319.0
2019-06-24,6730,6780,6280,6320,194184,60364.0,9551319.0
2019-06-25,6360,6500,6280,6310,64660,60269.0,9551319.0
2019-06-26,6310,6390,6130,6320,35921,60364.0,9551319.0
2019-06-27,6320,6380,6100,6170,51289,58932.0,9551319.0
2019-06-28,6110,6290,6010,6100,35782,58263.0,9551319.0
2019-07-01,5960,6080,5940,6000,67488,57308.0,9551319.0
2019-07-02,6010,6100,6000,6060,21910,57881.0,9551319.0
2019-07-03,6060,6660,6060,6170,362197,58932.0,9551319.0
2019-07-04,6200,6200,6060,6190,37523,59123.0,9551319.0
2019-07-05,6350,6350,6130,6130,22227,58550.0,9551319.0
2019-07-08,6200,6200,5840,5840,58080,55780.0,9551319.0
2019-07-09,5840,6030,5750,5760,31267,55016.0,9551319.0
2019-07-10,5670,5950,5670,5870,19552,56066.0,9551319.0
2019-07-11,5880,6120,5730,6080,21143,59620.0,9805987.0
2019-07-12,6020,6300,6000,6270,40676,61484.0,9805987.0
2019-07-15,6270,6450,5970,6080,66446,59620.0,9805987.0
2019-07-16,6080,6390,6070,6150,55810,60307.0,9805987.0
2019-07-17,6100,6160,5950,6090,33726,59718.0,9805987.0
2019-07-18,6160,6160,5950,6000,17412,58836.0,9805987.0
2019-07-19,5910,6170,5910,6080,13390,59620.0,9805987.0
2019-07-22,6080,6150,5950,6030,29071,59130.0,9805987.0
2019-07-23,6030,6210,5950,6210,29091,60895.0,9805987.0
2019-07-24,6210,6300,6090,6100,33924,59817.0,9805987.0
2019-07-25,6030,6230,6020,6030,33518,59130.0,9805987.0
2019-07-26,6000,6130,5870,5880,25686,57659.0,9805987.0
2019-07-29,5880,5880,5510,5510,34723,54031.0,9805987.0
2019-07-30,5240,5750,5240,5720,42966,56090.0,9805987.0
2019-07-31,5720,5910,5400,5850,37379,57365.0,9805987.0
2019-08-01,5980,5990,5700,5740,10431,56286.0,9805987.0
2019-08-02,5520,5760,5520,5600,20378,54914.0,9805987.0
2019-08-05,5720,5720,4580,4870,143602,47755.0,9805987.0
2019-08-06,4545,4990,4430,4690,173272,45990.0,9805987.0
2019-08-07,4505,4860,4505,4610,42830,45206.0,9805987.0
2019-08-08,4620,4870,4620,4825,30064,47314.0,9805987.0
2019-08-09,4775,6270,4735,6270,753063,61484.0,9805987.0
2019-08-12,6240,6240,5740,6010,914216,58934.0,9805987.0
2019-08-13,6010,6080,5590,5650,319133,55404.0,9805987.0
2019-08-14,5670,5780,5420,5480,198385,53737.0,9805987.0
2019-08-16,5470,5590,5210,5210,93838,51089.0,9805987.0
2019-08-19,5230,5550,5180,5180,120050,50795.0,9805987.0
2019-08-20,5350,5350,5110,5190,74361,50893.0,9805987.0
2019-08-21,5230,5610,5190,5550,193705,54423.0,9805987.0
2019-08-22,5550,5640,5390,5390,97887,52854.0,9805987.0
2019-08-23,5260,5370,5150,5300,43559,51972.0,9805987.0
2019-08-26,5270,5270,4900,4950,87693,48540.0,9805987.0
2019-08-27,5100,5100,4910,4965,49558,48687.0,9805987.0
2019-08-28,4910,5000,4900,4960,34764,48638.0,9805987.0
2019-08-29,5000,5120,4895,4975,27875,48785.0,9805987.0
2019-08-30,4980,5230,4890,4990,90901,48932.0,9805987.0
2019-09-02,4950,5050,4950,5020,23300,49226.0,9805987.0
2019-09-03,5000,5110,4980,5070,22744,49716.0,9805987.0
2019-09-04,5070,5220,5040,5150,35091,50501.0,9805987.0
2019-09-05,5190,5260,5090,5230,37727,51285.0,9805987.0
2019-09-06,5270,5350,5160,5230,16426,51285.0,9805987.0
2019-09-09,5210,5310,5140,5140,17268,50403.0,9805987.0
2019-09-10,5050,5230,5050,5120,17063,50207.0,9805987.0
2019-09-11,5120,5270,5120,5160,16819,50599.0,9805987.0
2019-09-16,5160,5310,5160,5190,40981,50893.0,9805987.0
2019-09-17,5290,5450,5120,5340,113918,52364.0,9805987.0
2019-09-18,5330,5400,5190,5240,61913,51383.0,9805987.0
2019-09-19,5220,5280,5150,5150,20641,50501.0,9805987.0
2019-09-20,5130,5160,5050,5130,16232,50305.0,9805987.0
2019-09-23,5130,5150,5000,5040,24549,49422.0,9805987.0
2019-09-24,5250,5750,5210,5350,202438,52462.0,9805987.0
2019-09-25,5300,5310,5060,5070,45090,49716.0,9805987.0
2019-09-26,5090,5200,4980,4980,52802,48834.0,9805987.0
2019-09-27,4900,5080,4900,4960,13677,48638.0,9805987.0
2019-09-30,4890,4955,4820,4840,41812,47461.0,9805987.0
2019-10-01,4820,5010,4820,4920,18476,48245.0,9805987.0
2019-10-02,4925,5010,4800,4895,20374,48000.0,9805987.0
2019-10-04,4895,4965,4835,4875,7840,47804.0,9805987.0
2019-10-07,4845,5000,4755,4810,27366,47167.0,9805987.0
