AP위성(211270),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-08-13,6320,6910,6300,6830,33075,102551.0,15014804.0
2019-08-14,6810,6880,6710,6870,6804,103152.0,15014804.0
2019-08-16,6800,6880,6560,6680,3918,100299.0,15014804.0
2019-08-19,6640,6900,6640,6870,16936,103152.0,15014804.0
2019-08-20,6860,7400,6850,7120,37723,106905.0,15014804.0
2019-08-21,7190,7250,7080,7240,20938,108707.0,15014804.0
2019-08-22,7240,7290,7080,7200,16194,108107.0,15014804.0
2019-08-23,7700,8400,6940,7610,682226,114263.0,15014804.0
2019-08-26,7400,7430,7100,7110,82970,106755.0,15014804.0
2019-08-27,7130,7280,6950,7140,26474,107206.0,15014804.0
2019-08-28,7050,7150,6900,7010,16356,105254.0,15014804.0
2019-08-29,7060,7190,6900,7140,10530,107206.0,15014804.0
2019-08-30,7150,7150,7010,7150,6155,107356.0,15014804.0
2019-09-02,7150,7200,7010,7130,5129,107056.0,15014804.0
2019-09-03,7130,7200,7000,7140,9631,107206.0,15014804.0
2019-09-04,7150,7170,7050,7110,4339,106755.0,15014804.0
2019-09-05,7190,7190,6980,7050,9880,105854.0,15014804.0
2019-09-06,7030,7120,7010,7080,10208,106305.0,15014804.0
2019-09-09,7150,7150,7060,7090,5311,106455.0,15014804.0
2019-09-10,7060,7150,7000,7070,5034,106155.0,15014804.0
2019-09-11,7000,7090,6950,7090,5134,106455.0,15014804.0
2019-09-16,7150,7150,6980,7090,2419,106455.0,15014804.0
2019-09-17,7110,7180,7060,7140,3747,107206.0,15014804.0
2019-09-18,7030,7130,6990,7060,6179,106005.0,15014804.0
2019-09-19,7100,7100,6970,7000,5218,105104.0,15014804.0
2019-09-20,7050,7050,6890,6990,20211,104953.0,15014804.0
2019-09-23,6990,6990,6890,6900,4133,103602.0,15014804.0
2019-09-24,6880,6890,6600,6640,56422,99698.0,15014804.0
2019-09-25,6640,6710,6480,6710,18789,100749.0,15014804.0
2019-09-26,6710,6710,6500,6640,14590,99698.0,15014804.0
2019-09-27,6520,6830,6520,6770,7299,101650.0,15014804.0
2019-09-30,6670,6770,6650,6760,2274,101500.0,15014804.0
2019-10-01,6690,6820,6690,6820,8317,102401.0,15014804.0
2019-10-02,6820,6820,6700,6810,869,102251.0,15014804.0
2019-10-04,6830,6830,6610,6810,6211,102251.0,15014804.0
2019-10-07,6840,6840,6680,6810,4084,102251.0,15014804.0
