쎄트렉아이(099320),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-02-12,14234,14612,14133,14612,22229,104843.0,3615270.0
2010-02-16,14612,14939,14461,14915,18863,107012.0,3615270.0
2010-02-17,15015,15821,14939,15368,59456,110266.0,3615270.0
2010-02-18,15368,15544,15141,15368,25213,110266.0,3615270.0
2010-02-19,15317,15418,14965,15116,36980,108458.0,3615270.0
2010-02-22,15620,15720,15368,15671,53584,112435.0,3615270.0
2010-02-23,15771,15771,15494,15595,18356,111893.0,3615270.0
2010-02-24,15594,16199,15594,15897,49027,114062.0,3615270.0
2010-02-25,16098,16098,15368,15419,30905,110627.0,3615270.0
2010-02-26,15519,15796,15343,15620,27594,112073.0,3615270.0
2010-03-02,15670,16073,15620,15771,27439,113158.0,3615270.0
2010-03-03,15670,15972,15594,15671,20743,112435.0,3615270.0
2010-03-04,15670,15771,15292,15419,28158,110627.0,3615270.0
2010-03-05,15368,15594,15317,15494,17195,111170.0,3615270.0
2010-03-08,15569,15872,15519,15570,21495,111712.0,3615270.0
2010-03-09,15620,16653,15569,16502,65598,118400.0,3615270.0
2010-03-10,16577,16930,16375,16678,37388,119665.0,3615270.0
2010-03-11,16829,16879,16501,16578,24057,118942.0,3615270.0
2010-03-12,16627,17131,16627,16981,44848,121835.0,3615270.0
2010-03-15,17131,18315,17131,17938,123232,128704.0,3615270.0
2010-03-16,18265,18467,17937,18140,78564,130150.0,3615270.0
2010-03-17,18215,18315,17862,18215,42415,130692.0,3615270.0
2010-03-18,18366,18492,18164,18291,33647,131234.0,3615270.0
2010-03-19,18391,18391,18013,18064,30667,129607.0,3615270.0
2010-03-22,18114,18870,17887,18694,62388,134127.0,3615270.0
2010-03-23,18844,18920,18492,18543,44460,133042.0,3615270.0
2010-03-24,18643,18870,17383,17686,85307,126896.0,3615270.0
2010-03-25,17534,18089,17383,17938,45372,128704.0,3615270.0
2010-03-26,18139,18391,17988,18366,33422,131777.0,3615270.0
2010-03-29,18164,18593,17937,18291,51918,131234.0,3615270.0
2010-03-30,18492,18492,18114,18442,38363,132319.0,3615270.0
2010-03-31,18391,18593,18139,18316,29904,131415.0,3615270.0
2010-04-01,18391,18542,18139,18316,33547,131415.0,3615270.0
2010-04-02,18315,18744,18189,18744,51578,134488.0,3615270.0
2010-04-05,18844,18870,16703,18643,88253,133765.0,3615270.0
2010-04-06,18643,18769,18341,18442,31995,132319.0,3615270.0
2010-04-07,18542,18593,18139,18165,29407,130330.0,3615270.0
2010-04-08,18038,18240,17131,17686,59526,126896.0,3615270.0
2010-04-09,17534,17686,16476,17081,117405,122558.0,3615270.0
2010-04-12,17232,17862,16627,17812,83299,127800.0,3615270.0
2010-04-13,17912,18416,17635,18341,67557,131596.0,3615270.0
2010-04-14,18391,18391,18089,18215,38085,130692.0,3615270.0
2010-04-15,18089,18391,18063,18391,35913,131957.0,3615270.0
2010-04-16,18290,18693,18290,18417,61947,132138.0,3615270.0
2010-04-19,18038,18341,17333,17661,73025,126715.0,3615270.0
2010-04-20,17812,18643,17812,18165,117371,130330.0,3615270.0
2010-04-21,18038,18164,17610,17661,135858,126715.0,3615270.0
2010-04-22,17686,17686,17031,17233,90757,123642.0,3615270.0
2010-04-23,17232,17308,16627,16905,81386,121292.0,3615270.0
2010-04-26,16627,17257,16627,16905,37488,121292.0,3615270.0
2010-04-27,16930,17182,16829,16981,33196,121835.0,3615270.0
2010-04-28,16325,16627,16325,16527,46072,118581.0,3615270.0
2010-04-29,16627,17207,16627,16880,44326,121112.0,3615270.0
2010-04-30,17081,17257,16678,17081,32394,122558.0,3615270.0
2010-05-03,16829,17081,16728,16855,26338,120931.0,3615270.0
2010-05-04,16879,17131,16804,16804,22584,120569.0,3615270.0
2010-05-06,16199,16451,16048,16275,37878,116773.0,3615270.0
2010-05-07,15620,15720,13906,15343,67095,110085.0,3615270.0
2010-05-10,15191,16829,15191,16603,47989,119123.0,3615270.0
2010-05-11,16879,16930,16224,16376,42481,117496.0,3615270.0
2010-05-12,16426,16627,16124,16275,24202,116773.0,3615270.0
2010-05-13,16451,16728,16350,16578,22652,118942.0,3615270.0
2010-05-14,16401,16703,16401,16502,27431,118400.0,3615270.0
2010-05-17,16426,16501,15645,15671,38889,112435.0,3615270.0
2010-05-18,15821,16073,15116,15242,45446,109362.0,3615270.0
2010-05-19,15166,15494,14612,15267,43387,109543.0,3615270.0
2010-05-20,15519,16098,15015,15519,68124,111350.0,3615270.0
2010-05-24,15519,15821,14813,15368,27522,110266.0,3615270.0
2010-05-25,15116,15998,13352,14864,86782,106650.0,3615270.0
2010-05-26,14990,15267,14687,15167,36609,108820.0,3615270.0
2010-05-27,14914,15519,14713,15318,37183,109904.0,3615270.0
2010-05-28,15468,16476,15292,15872,125561,113881.0,3615270.0
2010-05-31,16325,17937,16275,17308,290309,124185.0,3615270.0
2010-06-01,17484,17484,16678,17207,132430,123461.0,3615270.0
2010-06-03,17711,17711,17156,17283,77971,124004.0,3615270.0
2010-06-04,17282,17736,16501,16628,154227,119304.0,3615270.0
2010-06-07,16426,17031,15670,15822,191035,113519.0,3615270.0
2010-06-08,15519,15846,14738,14814,207976,106289.0,3615270.0
2010-06-09,14864,15594,13755,14260,362821,102312.0,3615270.0
2010-06-10,14133,15015,14108,14738,207993,105747.0,3615270.0
2010-06-11,12546,12546,12546,12547,14432,90020.0,3615270.0
2010-06-14,11689,12143,11412,12043,709594,86405.0,3615270.0
2010-06-15,12093,12370,11941,11992,195761,86043.0,3615270.0
2010-06-16,12143,12193,11866,12143,101212,87128.0,3615270.0
2010-06-17,12218,13201,12093,12950,175468,92912.0,3615270.0
2010-06-18,12546,13050,12546,12723,95572,91286.0,3615270.0
2010-06-21,12974,13000,12748,12773,67639,91647.0,3615270.0
2010-06-22,12823,12874,12546,12622,60238,90563.0,3615270.0
2010-06-23,12647,13000,12521,12773,72306,91647.0,3615270.0
2010-06-24,12470,12596,12143,12521,67317,89839.0,3615270.0
2010-06-25,12319,12748,12319,12748,47027,91466.0,3615270.0
2010-06-28,13503,13503,12344,12345,147490,88574.0,3615270.0
2010-06-29,12344,12395,11488,11539,151126,82790.0,3615270.0
2010-06-30,11211,11463,10757,11312,71705,81163.0,3615270.0
2010-07-01,11236,11488,10833,11035,65821,79174.0,3615270.0
2010-07-02,10984,11387,10984,11110,51028,79717.0,3615270.0
2010-07-05,11110,11312,11085,11085,39047,79536.0,3615270.0
2010-07-06,11085,11337,10808,11085,62648,79536.0,3615270.0
2010-07-07,11186,11312,11009,11085,37775,79536.0,3615270.0
2010-07-08,11186,11286,10833,10934,49569,78451.0,3615270.0
2010-07-09,11009,11135,10883,10909,37255,78271.0,3615270.0
2010-07-12,10934,11034,10732,10733,48609,77005.0,3615270.0
2010-07-13,10682,10934,10682,10808,31092,77548.0,3615270.0
2010-07-14,10908,10934,10707,10808,38542,77548.0,3615270.0
2010-07-15,10808,11009,10808,10909,33587,78271.0,3615270.0
2010-07-16,10984,11312,10934,11211,54058,80440.0,3615270.0
2010-07-19,11060,11286,11060,11136,30670,79897.0,3615270.0
2010-07-20,11135,11186,10883,11010,31619,78994.0,3615270.0
2010-07-21,10984,11085,10757,10833,38512,77728.0,3615270.0
2010-07-22,10782,10883,10279,10380,50859,74475.0,3615270.0
2010-07-23,10480,10581,10279,10304,25599,73932.0,3615270.0
2010-07-26,10379,10682,10329,10581,34031,75921.0,3615270.0
2010-07-27,10581,10782,10455,10556,21013,75740.0,3615270.0
2010-07-28,10556,10732,10556,10632,16133,76282.0,3615270.0
2010-07-29,10581,10707,10405,10405,17112,74655.0,3615270.0
2010-07-30,10279,10556,10279,10506,22473,75378.0,3615270.0
2010-08-02,10430,10682,10430,10506,19593,75378.0,3615270.0
2010-08-03,10455,10656,10455,10506,21450,75378.0,3615270.0
2010-08-04,10581,10581,10405,10430,19982,74836.0,3615270.0
2010-08-05,10430,10531,10329,10405,25519,74655.0,3615270.0
2010-08-06,10354,10430,10153,10329,19553,74113.0,3615270.0
2010-08-09,10329,10354,10178,10279,24835,73752.0,3615270.0
2010-08-10,10203,10379,10178,10229,25733,73390.0,3615270.0
2010-08-11,10228,10379,10178,10279,25962,74463.0,3650170.0
2010-08-12,10153,10228,9951,9952,33541,72091.0,3650170.0
2010-08-13,9976,10279,9976,10229,25627,74098.0,3650170.0
2010-08-16,10883,11085,10480,10556,63111,76471.0,3650170.0
2010-08-17,10405,10556,10329,10430,18980,75559.0,3650170.0
2010-08-18,10354,10480,10354,10430,12763,75559.0,3650170.0
2010-08-19,10455,10782,10455,10758,29263,77931.0,3650170.0
2010-08-20,10707,11261,10707,11085,73768,80304.0,3650170.0
2010-08-23,11236,11286,10908,10984,32811,79574.0,3650170.0
2010-08-24,10858,10934,10631,10884,19229,78844.0,3650170.0
2010-08-25,10656,10883,10505,10531,27634,76289.0,3650170.0
2010-08-26,10656,10656,10379,10531,14426,76289.0,3650170.0
2010-08-27,10430,10581,10329,10355,14033,75011.0,3650170.0
2010-08-30,10379,10581,10329,10556,7247,76471.0,3650170.0
2010-08-31,10631,10934,10556,10707,34277,77566.0,3650170.0
2010-09-01,10682,10833,10581,10733,22029,77749.0,3650170.0
2010-09-02,10732,10782,10606,10682,22408,77384.0,3650170.0
2010-09-03,10682,10833,10631,10833,22513,78479.0,3650170.0
2010-09-06,10959,11286,10959,11161,66024,80851.0,3650170.0
2010-09-07,11085,11186,11034,11110,14968,80486.0,3650170.0
2010-09-08,11060,11060,10883,10909,20302,79026.0,3650170.0
2010-09-09,10934,11110,10883,11035,13674,79939.0,3650170.0
2010-09-10,11085,11412,10984,11312,48939,81946.0,3650170.0
2010-09-13,11412,11437,11085,11186,27221,81034.0,3650170.0
2010-09-14,11186,11261,10984,10984,21197,79574.0,3650170.0
2010-09-15,10959,11085,10833,10934,24738,79209.0,3650170.0
2010-09-16,11110,11236,10984,11211,30332,81216.0,3650170.0
2010-09-17,11286,11286,11034,11035,23282,79939.0,3650170.0
2010-09-20,11160,11261,11034,11136,32468,80669.0,3650170.0
2010-09-24,11186,11211,10984,11085,26837,80304.0,3650170.0
2010-09-27,11186,11261,10934,10959,40601,79391.0,3650170.0
2010-09-28,10959,11060,10934,11035,24184,79939.0,3650170.0
2010-09-29,10959,11060,10858,10859,36428,78661.0,3650170.0
2010-09-30,10858,10934,10808,10833,17988,78479.0,3650170.0
2010-10-01,10808,11085,10808,11060,17161,80121.0,3650170.0
2010-10-04,11639,11740,11160,11161,126010,80851.0,3650170.0
2010-10-05,11211,11236,11060,11161,26640,80851.0,3650170.0
2010-10-06,11211,11286,11085,11136,33520,80669.0,3650170.0
2010-10-07,11236,11312,11135,11186,29430,81034.0,3650170.0
2010-10-08,11186,11286,11060,11161,22805,80851.0,3650170.0
2010-10-11,11135,11160,10934,11010,26043,79756.0,3650170.0
2010-10-12,10934,11085,10908,10934,18981,79209.0,3650170.0
2010-10-13,11034,11085,10908,11085,18538,80304.0,3650170.0
2010-10-14,11085,11261,11009,11035,27958,79939.0,3650170.0
2010-10-15,11085,11236,10959,11236,24529,81399.0,3650170.0
2010-10-18,11160,11463,11160,11337,28711,82129.0,3650170.0
2010-10-19,11337,11437,11261,11388,26671,82494.0,3650170.0
2010-10-20,11387,12017,11337,12017,107286,87057.0,3650170.0
2010-10-21,12067,12118,11715,11740,52021,85049.0,3650170.0
2010-10-22,11866,13000,11790,12597,146252,91254.0,3650170.0
2010-10-25,12823,13100,12596,12975,80128,93992.0,3650170.0
2010-10-26,12949,12949,12546,12723,51026,92167.0,3650170.0
2010-10-27,12899,13503,12722,13000,53299,94174.0,3650170.0
2010-10-28,13100,13428,12924,13202,35215,95634.0,3650170.0
2010-10-29,13201,13201,12344,13000,47876,94174.0,3650170.0
2010-11-01,13201,13755,12874,13050,98477,94539.0,3650170.0
2010-11-02,13151,13151,12596,12798,47003,92714.0,3650170.0
2010-11-03,12848,12924,12470,12521,42230,90707.0,3650170.0
2010-11-04,12244,12244,11412,11539,148740,83589.0,3650170.0
2010-11-05,11614,11664,11312,11362,51380,82311.0,3650170.0
2010-11-08,11387,11664,11387,11614,30968,84136.0,3650170.0
2010-11-09,11563,11689,11387,11614,13657,84136.0,3650170.0
2010-11-10,11589,11815,11513,11791,28345,85414.0,3650170.0
2010-11-11,11790,12168,11664,12043,34966,87239.0,3650170.0
2010-11-12,12193,12193,11488,11589,45553,83954.0,3650170.0
2010-11-15,11437,11765,11437,11438,25510,82859.0,3650170.0
2010-11-16,11412,11538,11211,11211,33632,81216.0,3650170.0
2010-11-17,11085,11312,11085,11136,19837,80669.0,3650170.0
2010-11-18,11236,11488,11160,11362,16215,82311.0,3650170.0
2010-11-19,11437,12672,11387,11992,165374,86874.0,3650170.0
2010-11-22,12294,12294,11790,11891,43393,86144.0,3650170.0
2010-11-23,11841,11841,11463,11539,33062,83589.0,3650170.0
2010-11-24,10858,11286,10782,11262,52152,81581.0,3650170.0
2010-11-25,11337,11412,11236,11337,23425,82129.0,3650170.0
2010-11-26,11261,11337,10757,10984,42781,79574.0,3650170.0
2010-11-29,10984,11160,10833,10984,16521,79574.0,3650170.0
2010-11-30,10883,11211,10833,11161,35881,80851.0,3650170.0
2010-12-01,11186,11614,11085,11589,35110,83954.0,3650170.0
2010-12-02,11639,11815,11589,11766,23173,85231.0,3650170.0
2010-12-03,11765,11765,11337,11337,24622,82129.0,3650170.0
2010-12-06,11488,11488,11286,11337,10453,82129.0,3650170.0
2010-12-07,11463,11463,11236,11236,12027,81399.0,3650170.0
2010-12-08,11186,11437,11085,11085,27126,80304.0,3650170.0
2010-12-09,11110,11286,11110,11236,11003,81399.0,3650170.0
2010-12-10,11236,11312,11135,11236,14615,81399.0,3650170.0
2010-12-13,11437,11437,11186,11236,16888,81399.0,3650170.0
2010-12-14,11236,11337,11186,11236,19870,81399.0,3650170.0
2010-12-15,11362,11362,11186,11287,12288,81764.0,3650170.0
2010-12-16,11337,11513,11211,11337,27862,82129.0,3650170.0
2010-12-17,11362,11362,11085,11262,32007,81581.0,3650170.0
2010-12-20,11060,11085,10631,10884,48950,78844.0,3650170.0
2010-12-21,10934,11085,10908,10984,19687,79574.0,3650170.0
2010-12-22,11085,11186,10782,10808,18021,78296.0,3650170.0
2010-12-23,10732,10833,10682,10733,15918,77749.0,3650170.0
2010-12-24,10732,10858,10656,10657,13031,77201.0,3650170.0
2010-12-27,10581,10782,10556,10657,14018,77201.0,3650170.0
2010-12-28,10732,10808,10606,10657,14438,77201.0,3650170.0
2010-12-29,10757,10908,10656,10884,21114,78844.0,3650170.0
2010-12-30,10883,10934,10757,10909,13782,79026.0,3650170.0
2011-01-03,10883,10959,10808,10884,38148,78844.0,3650170.0
2011-01-04,10858,10934,10808,10884,16321,78844.0,3650170.0
2011-01-05,10883,10883,10782,10833,16056,78479.0,3650170.0
2011-01-06,10782,10959,10782,10859,17026,78661.0,3650170.0
2011-01-07,10858,10934,10782,10859,15737,78661.0,3650170.0
2011-01-10,10883,11135,10858,11085,26532,80304.0,3650170.0
2011-01-11,11186,11186,10959,11085,17799,80304.0,3650170.0
2011-01-12,11110,11463,10959,11186,50931,81034.0,3650170.0
2011-01-13,11160,11286,11060,11085,14935,80304.0,3650170.0
2011-01-14,11034,11186,10934,11085,16923,80304.0,3650170.0
2011-01-17,11085,11160,10959,10959,16728,79391.0,3650170.0
2011-01-18,10883,11009,10808,10808,16192,78296.0,3650170.0
2011-01-19,10959,10959,10732,10909,13039,79026.0,3650170.0
2011-01-20,10908,10934,10732,10758,12433,77931.0,3650170.0
2011-01-21,10757,10858,10606,10632,8964,77019.0,3650170.0
2011-01-24,10581,10682,10581,10581,10764,76654.0,3650170.0
2011-01-25,10606,10782,10531,10556,17821,76471.0,3650170.0
2011-01-26,10581,10808,10405,10430,29478,75762.0,3659990.0
2011-01-27,10531,10707,10430,10707,17191,77775.0,3659990.0
2011-01-28,10732,10732,10505,10506,8606,76311.0,3659990.0
2011-01-31,10480,10480,10178,10254,21706,74481.0,3659990.0
2011-02-01,10077,10178,9649,9649,52060,70089.0,3659990.0
2011-02-07,9674,9699,9372,9473,34274,68808.0,3659990.0
2011-02-08,9775,10077,9724,9952,44066,72285.0,3659990.0
2011-02-09,10153,10253,10102,10254,29404,74481.0,3659990.0
2011-02-10,10127,10228,9825,9851,17595,71553.0,3659990.0
2011-02-11,9951,9951,9699,9725,14785,70638.0,3659990.0
2011-02-14,9724,9901,9674,9775,11821,71004.0,3659990.0
2011-02-15,9699,9951,9674,9826,11484,71370.0,3659990.0
2011-02-16,9724,9850,9724,9725,10309,70638.0,3659990.0
2011-02-17,9775,9976,9598,9599,18650,69723.0,3659990.0
2011-02-18,9447,9775,9447,9574,10358,69540.0,3659990.0
2011-02-21,9624,9750,9598,9674,11457,70272.0,3659990.0
2011-02-22,9624,9749,9472,9498,10436,68991.0,3659990.0
2011-02-23,9422,9901,9422,9448,18006,68625.0,3659990.0
2011-02-24,9447,9624,9447,9523,9559,69174.0,3659990.0
2011-02-25,9422,9649,9422,9574,9180,69540.0,3659990.0
2011-02-28,9573,9724,9472,9574,5257,69540.0,3659990.0
2011-03-02,9573,9699,9447,9548,9845,69357.0,3659990.0
2011-03-03,9624,9724,9498,9700,15525,70455.0,3659990.0
2011-03-04,9750,9825,9624,9826,7464,71370.0,3659990.0
2011-03-07,9800,9926,9750,9826,5465,71370.0,3659990.0
2011-03-08,9724,9926,9724,9901,7718,71919.0,3659990.0
2011-03-09,9901,9976,9750,9750,6765,70821.0,3659990.0
2011-03-10,9775,9901,9649,9649,10559,70089.0,3659990.0
2011-03-11,9649,9750,9649,9700,4012,70455.0,3659990.0
2011-03-14,10379,10631,9901,9977,114498,72468.0,3659990.0
2011-03-15,10178,10682,9825,10078,90317,73200.0,3659990.0
2011-03-16,10455,10455,9800,9926,44607,72102.0,3659990.0
2011-03-17,9926,9951,9649,9725,22525,70638.0,3659990.0
2011-03-18,9724,9825,9548,9574,19854,69540.0,3659990.0
2011-03-21,9573,9674,9498,9674,26475,70272.0,3659990.0
2011-03-22,9649,9775,9598,9674,12511,70272.0,3659990.0
2011-03-23,9674,9749,9548,9599,13330,69723.0,3659990.0
2011-03-24,9624,9699,9498,9523,13732,69174.0,3659990.0
2011-03-25,9548,9649,9447,9548,15331,69357.0,3659990.0
2011-03-28,9573,9598,9447,9523,12445,69174.0,3659990.0
2011-03-29,9472,10102,9472,10078,34647,73200.0,3659990.0
2011-03-30,10077,10228,9850,10002,18769,72651.0,3659990.0
2011-03-31,10027,10027,9624,9826,12287,71370.0,3659990.0
2011-04-01,9976,10027,9825,9977,8678,72468.0,3659990.0
2011-04-04,10052,10077,9926,10052,8822,73017.0,3659990.0
2011-04-05,10077,10329,9825,9952,29378,72285.0,3659990.0
2011-04-06,9901,10027,9875,9952,7748,72285.0,3659990.0
2011-04-07,9901,9976,9750,9826,10699,71370.0,3659990.0
2011-04-08,9875,9951,9800,9952,11266,72285.0,3659990.0
2011-04-11,9976,10178,9926,10052,15600,73017.0,3659990.0
2011-04-12,10077,10127,9926,10078,13373,73200.0,3659990.0
2011-04-13,10455,11589,10430,10430,341828,75762.0,3659990.0
2011-04-14,10405,10606,10228,10304,37463,74847.0,3659990.0
2011-04-15,10405,10455,10203,10279,22146,74664.0,3659990.0
2011-04-18,10253,10430,10077,10103,28187,73383.0,3659990.0
2011-04-19,10153,10329,10077,10153,17345,73749.0,3659990.0
2011-04-20,10203,10354,10102,10103,17485,73383.0,3659990.0
2011-04-21,10102,10228,9825,9826,34159,71370.0,3659990.0
2011-04-22,9875,9976,9624,9800,24003,71187.0,3659990.0
2011-04-25,9750,9901,9699,9725,12120,70638.0,3659990.0
2011-04-26,9724,9850,9573,9700,15743,70455.0,3659990.0
2011-04-27,9699,9901,9573,9700,14377,70455.0,3659990.0
2011-04-28,9649,9926,9649,9700,9463,70455.0,3659990.0
2011-04-29,9674,9825,9573,9649,14575,70089.0,3659990.0
2011-05-02,9598,9724,9598,9624,9792,69906.0,3659990.0
2011-05-03,9674,9699,9523,9523,10615,69174.0,3659990.0
2011-05-04,9523,9699,9523,9548,7724,69357.0,3659990.0
2011-05-06,9649,9800,9548,9574,12788,69540.0,3659990.0
2011-05-09,9598,9699,9447,9473,15553,68808.0,3659990.0
2011-05-11,9472,9649,9472,9574,6472,69540.0,3659990.0
2011-05-12,9573,9598,9422,9599,15773,69723.0,3659990.0
2011-05-13,9624,9624,9472,9523,6261,69174.0,3659990.0
2011-05-16,9573,9674,9498,9574,7346,69540.0,3659990.0
2011-05-17,9472,9649,9472,9523,13047,69174.0,3659990.0
2011-05-18,9573,9573,9397,9473,13121,68808.0,3659990.0
2011-05-19,9447,9649,9321,9372,11422,68076.0,3659990.0
2011-05-20,9296,9498,9120,9171,14390,66612.0,3659990.0
2011-05-23,9170,9170,8792,8793,21140,63867.0,3659990.0
2011-05-24,8565,8792,8515,8667,13005,62952.0,3659990.0
2011-05-25,8591,8968,8591,8591,5178,62403.0,3659990.0
2011-05-26,8515,8792,8515,8667,13985,62952.0,3659990.0
2011-05-27,8666,8792,8666,8742,7606,63501.0,3659990.0
2011-05-30,8868,8994,8767,8893,6919,64599.0,3659990.0
2011-05-31,8817,9019,8817,8868,4592,64416.0,3659990.0
2011-06-01,8817,9069,8817,8919,5127,64782.0,3659990.0
2011-06-02,8918,8943,8591,8717,13647,63318.0,3659990.0
2011-06-03,8767,8817,8591,8818,6193,64050.0,3659990.0
2011-06-07,8414,8666,8414,8641,15233,62769.0,3659990.0
2011-06-08,8591,8666,8414,8440,13237,61305.0,3659990.0
2011-06-09,8565,8742,8465,8516,9743,61854.0,3659990.0
2011-06-10,8691,8691,8465,8566,7926,62220.0,3659990.0
2011-06-13,8565,8565,8313,8465,11054,61488.0,3659990.0
2011-06-14,8465,8591,8364,8541,5293,62037.0,3659990.0
2011-06-15,8565,8616,8465,8516,5453,61854.0,3659990.0
2011-06-16,8313,8565,8313,8415,9434,61122.0,3659990.0
2011-06-17,8515,8515,8162,8163,18483,59292.0,3659990.0
2011-06-20,8087,8162,7835,7860,21812,57096.0,3659990.0
2011-06-21,7860,8036,7658,7810,13522,56730.0,3659990.0
2011-06-22,7936,8087,7910,7961,7221,57828.0,3659990.0
2011-06-23,8062,8087,7860,8087,5014,58743.0,3659990.0
2011-06-24,8112,8767,8062,8717,22793,63318.0,3659990.0
2011-06-27,8742,8742,8490,8490,11182,61671.0,3659990.0
2011-06-28,8591,8742,8565,8616,4580,62586.0,3659990.0
2011-06-29,8717,8994,8641,8969,20951,65148.0,3659990.0
2011-06-30,8893,9069,8817,8919,16053,64782.0,3659990.0
2011-07-01,8968,8994,8843,8919,9923,64782.0,3659990.0
2011-07-04,8893,9044,8817,8994,9908,65331.0,3659990.0
2011-07-05,9044,9044,8767,8944,11503,64965.0,3659990.0
2011-07-06,9019,9019,8868,8969,12867,65148.0,3659990.0
2011-07-07,8868,9069,8767,9070,10225,65880.0,3659990.0
2011-07-08,9019,9120,8817,8994,6452,65331.0,3659990.0
2011-07-11,8968,8968,8767,8944,8424,64965.0,3659990.0
2011-07-12,8817,8893,8565,8591,13736,62403.0,3659990.0
2011-07-13,8565,8666,8490,8641,8010,62769.0,3659990.0
2011-07-14,8616,8817,8565,8742,9457,63501.0,3659990.0
2011-07-15,8565,9044,8565,9045,16980,65697.0,3659990.0
2011-07-18,9019,9195,8918,9196,16413,66795.0,3659990.0
2011-07-19,9069,9220,9019,9221,6992,66978.0,3659990.0
2011-07-20,9220,9397,9170,9297,13575,67527.0,3659990.0
2011-07-21,9321,9321,9069,9171,8430,66612.0,3659990.0
2011-07-22,9069,9145,8968,9095,8231,66063.0,3659990.0
2011-07-25,9094,9271,9019,9019,8807,65514.0,3659990.0
2011-07-26,9195,9195,8968,9171,4886,66612.0,3659990.0
2011-07-27,9094,9296,9019,9070,2994,65880.0,3659990.0
2011-07-28,9019,9145,8792,8994,6883,65331.0,3659990.0
2011-07-29,8968,8968,8742,8767,11534,63684.0,3659990.0
2011-08-01,8994,8994,8767,8868,5041,64416.0,3659990.0
2011-08-02,8968,8968,8767,8843,6957,64233.0,3659990.0
2011-08-03,8616,8817,8565,8641,12352,62769.0,3659990.0
2011-08-04,8717,8792,8490,8667,6403,62952.0,3659990.0
2011-08-05,8137,8540,8087,8213,18768,59658.0,3659990.0
2011-08-08,8062,8137,7155,7533,23162,54717.0,3659990.0
2011-08-09,6802,7155,6424,6424,99384,46665.0,3659990.0
2011-08-10,6802,6928,6676,6702,37654,48678.0,3659990.0
2011-08-11,6424,6953,6197,6903,38161,50142.0,3659990.0
2011-08-12,7155,7457,6953,7205,20754,52338.0,3659990.0
2011-08-16,7457,7885,7432,7810,17557,56730.0,3659990.0
2011-08-17,7910,8011,7658,7961,15342,57828.0,3659990.0
2011-08-18,7961,8162,7734,7810,14454,56730.0,3659990.0
2011-08-19,7255,7482,7079,7281,22994,52887.0,3659990.0
2011-08-22,6978,7356,6978,7281,12237,52887.0,3659990.0
2011-08-23,7104,7432,7104,7407,10562,53802.0,3659990.0
2011-08-24,7558,7633,7356,7457,5712,54168.0,3659990.0
2011-08-25,7583,7734,7482,7609,8766,55266.0,3659990.0
2011-08-26,7608,7810,7457,7810,10817,56730.0,3659990.0
2011-08-29,7734,8414,7734,8213,20728,59658.0,3659990.0
2011-08-30,8389,8389,8062,8238,11617,59841.0,3659990.0
2011-08-31,8288,8339,8011,8213,9646,59658.0,3659990.0
2011-09-01,8213,8339,7961,8012,14625,58194.0,3659990.0
2011-09-02,7860,8062,7759,7936,10623,57645.0,3659990.0
2011-09-05,7810,7910,7558,7558,14858,54900.0,3659990.0
2011-09-06,7255,7507,7205,7508,22043,54534.0,3659990.0
2011-09-07,7532,7961,7406,7810,11845,56730.0,3659990.0
2011-09-08,7910,7986,7608,7860,14879,57096.0,3659990.0
2011-09-09,7709,8817,7482,8314,47444,60390.0,3659990.0
2011-09-14,8313,9472,8288,8818,166395,64050.0,3659990.0
2011-09-15,8968,9120,8062,8868,73893,64416.0,3659990.0
2011-09-16,9145,9195,8666,9196,74867,66795.0,3659990.0
2011-09-19,9220,9397,8893,9322,76884,67710.0,3659990.0
2011-09-20,9321,9372,9069,9372,46449,68076.0,3659990.0
2011-09-21,9598,9699,9321,9322,46555,67710.0,3659990.0
2011-09-22,9120,9271,8843,8843,52615,64233.0,3659990.0
2011-09-23,8288,8717,8112,8717,49078,63318.0,3659990.0
2011-09-26,8767,8868,8036,8717,60238,63318.0,3659990.0
2011-09-27,8717,8918,8565,8843,44001,64233.0,3659990.0
2011-09-28,8817,8868,8591,8843,32306,64233.0,3659990.0
2011-09-29,8817,8868,8565,8843,28110,64233.0,3659990.0
2011-09-30,8918,8918,8565,8566,47699,62220.0,3659990.0
2011-10-04,8187,8238,7810,7911,24116,57462.0,3659990.0
2011-10-05,7860,8162,7532,7961,38612,57828.0,3659990.0
2011-10-06,8565,8565,8062,8339,34124,60573.0,3659990.0
2011-10-07,8565,8666,8389,8566,20993,62220.0,3659990.0
2011-10-10,8717,8717,8414,8641,14669,62769.0,3659990.0
2011-10-11,8792,8843,8565,8818,59097,64050.0,3659990.0
2011-10-12,8843,9019,8717,9019,55811,65514.0,3659990.0
2011-10-13,9170,9170,8893,9120,41479,66246.0,3659990.0
2011-10-14,9220,9422,8968,8969,51768,65148.0,3659990.0
2011-10-17,9145,9145,8792,9070,48765,65880.0,3659990.0
2011-10-18,9019,9271,8843,9171,38798,66612.0,3659990.0
2011-10-19,9246,9271,9044,9271,43804,67344.0,3659990.0
2011-10-20,9220,9271,8968,9019,38172,65514.0,3659990.0
2011-10-21,9800,10178,9120,9297,249933,67527.0,3659990.0
2011-10-24,9372,9397,8994,9070,60364,65880.0,3659990.0
