오리엔트정공(065500),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2004-06-10,1934,1934,1934,1938,0,6481.0,6354030.0
2004-06-11,1896,1934,1868,1938,11800,6481.0,6354030.0
2004-06-14,1868,1934,1858,1899,21840,6354.0,6354030.0
2004-06-15,1829,1915,1829,1919,15271,6418.0,6354030.0
2004-06-16,1886,1934,1868,1890,4543,6322.0,6354030.0
2004-06-17,1868,1886,1858,1890,13982,6322.0,6354030.0
2004-06-18,1849,1886,1849,1890,1193,6322.0,6354030.0
2004-06-21,1886,1905,1858,1872,5843,6259.0,6354030.0
2004-06-22,1829,1849,1810,1814,11089,6068.0,6354030.0
2004-06-23,1839,1839,1792,1843,4444,6163.0,6354030.0
2004-06-24,1820,1877,1820,1843,1126,6163.0,6354030.0
2004-06-25,1801,1868,1801,1843,3516,6163.0,6354030.0
2004-06-28,1820,1858,1820,1843,2218,6163.0,6354030.0
2004-06-29,1839,1886,1820,1890,16555,6322.0,6354030.0
2004-06-30,1886,2029,1877,1938,29931,6481.0,6354030.0
2004-07-01,1934,1944,1934,1938,252,6481.0,6354030.0
2004-07-02,1953,1953,1868,1938,1023,6481.0,6354030.0
2004-07-05,1896,1896,1858,1899,1016,6354.0,6354030.0
2004-07-06,1886,1896,1839,1890,1616,6322.0,6354030.0
2004-07-07,1886,1896,1858,1881,171,6290.0,6354030.0
2004-07-08,1868,1877,1810,1833,3912,6132.0,6354030.0
2004-07-09,1829,1849,1801,1852,10672,6195.0,6354030.0
2004-07-12,1858,1858,1839,1862,4363,6227.0,6354030.0
2004-07-13,1820,1868,1820,1862,249,6227.0,6354030.0
2004-07-14,1801,1868,1801,1862,2597,6227.0,6354030.0
2004-07-15,1849,1849,1801,1806,3633,6036.0,6354030.0
2004-07-16,1868,1868,1829,1852,512,6195.0,6354030.0
2004-07-19,1772,1868,1772,1852,1426,6195.0,6354030.0
2004-07-20,1801,1839,1783,1786,31030,5973.0,6354030.0
2004-07-21,1839,1858,1783,1786,3224,5973.0,6354030.0
2004-07-22,1772,1896,1772,1899,1871,6354.0,6354030.0
2004-07-23,1896,1896,1772,1843,1002,6163.0,6354030.0
2004-07-26,1877,2058,1858,1919,115848,6418.0,6354030.0
2004-07-27,1981,2086,1896,2090,89376,6989.0,6354030.0
2004-07-28,2047,2104,2010,2014,5209,6735.0,6354030.0
2004-07-29,1991,2124,1915,2128,94949,7117.0,6354030.0
2004-07-30,2086,2086,1953,2052,2321,6862.0,6354030.0
2004-08-02,2283,2283,1858,1881,1403101,6290.0,6354030.0
2004-08-03,1905,1905,1716,1757,167891,5877.0,6354030.0
2004-08-04,1753,1801,1630,1662,113753,5560.0,6354030.0
2004-08-05,1630,1725,1620,1662,86079,5560.0,6354030.0
2004-08-06,1620,1725,1620,1690,85038,5655.0,6354030.0
2004-08-09,1650,1687,1639,1672,40460,5592.0,6354030.0
2004-08-10,1650,1697,1639,1662,77231,5560.0,6354030.0
2004-08-11,1650,1687,1650,1662,24179,5560.0,6354030.0
2004-08-12,1659,1678,1639,1653,47582,5528.0,6354030.0
2004-08-13,1639,1734,1639,1690,28107,5655.0,6354030.0
2004-08-16,1650,1725,1650,1690,37253,5655.0,6354030.0
2004-08-17,1687,1706,1678,1710,42392,5719.0,6354030.0
2004-08-18,1716,1716,1687,1701,37374,5687.0,6354030.0
2004-08-19,1706,1734,1706,1720,19042,5750.0,6354030.0
2004-08-20,1706,1725,1687,1701,167752,5687.0,6354030.0
2004-08-23,1706,1706,1678,1701,6002,5687.0,6354030.0
2004-08-24,1697,1716,1687,1710,195902,5719.0,6354030.0
2004-08-25,1716,1753,1716,1747,7363,5846.0,6354030.0
2004-08-26,1763,1772,1743,1767,37307,5909.0,6354030.0
2004-08-27,1734,1763,1687,1767,11980,5909.0,6354030.0
2004-08-30,1753,1763,1716,1720,22116,5750.0,6354030.0
2004-08-31,1725,1743,1697,1739,22116,5814.0,6354030.0
2004-09-01,1697,1753,1697,1757,20630,5877.0,6354030.0
2004-09-02,1706,1772,1697,1739,25433,5814.0,6354030.0
2004-09-03,1734,1734,1697,1710,10040,5719.0,6354030.0
2004-09-06,1725,1734,1706,1739,4675,5814.0,6354030.0
2004-09-07,1706,1734,1706,1710,10266,5719.0,6354030.0
2004-09-08,1706,1725,1706,1729,7477,5782.0,6354030.0
2004-09-09,1706,1734,1706,1729,1744,5782.0,6354030.0
2004-09-10,1716,1753,1716,1739,12736,5814.0,6354030.0
2004-09-13,1763,1763,1743,1757,33440,5877.0,6354030.0
2004-09-14,1743,1753,1734,1739,17791,5814.0,6354030.0
2004-09-15,1734,1753,1734,1757,19885,5877.0,6354030.0
2004-09-16,1753,1763,1743,1767,4218,5909.0,6354030.0
2004-09-17,1763,1849,1763,1833,19115,6132.0,6354030.0
2004-09-20,1839,1839,1792,1843,843107,6163.0,6354030.0
2004-09-21,1839,1886,1829,1872,20022,6259.0,6354030.0
2004-09-22,1858,1915,1783,1843,59900,6163.0,6354030.0
2004-09-23,1801,1886,1801,1833,9432,6132.0,6354030.0
2004-09-24,1820,1896,1783,1862,3894,6227.0,6354030.0
2004-09-30,1801,1905,1801,1881,16260,6290.0,6354030.0
2004-10-01,1905,1905,1839,1881,22041,6290.0,6354030.0
2004-10-04,1877,1925,1839,1919,16033,6418.0,6354030.0
2004-10-05,1858,1915,1858,1919,5089,6418.0,6354030.0
2004-10-06,1896,1925,1849,1919,8125,6418.0,6354030.0
2004-10-07,1877,1915,1849,1852,9489,6195.0,6354030.0
2004-10-08,1839,1868,1820,1824,8987,6100.0,6354030.0
2004-10-11,1849,1877,1849,1881,5564,6290.0,6354030.0
2004-10-12,1868,1868,1810,1833,12893,6132.0,6354030.0
2004-10-13,1810,1868,1810,1852,21960,6195.0,6354030.0
2004-10-14,1820,1877,1820,1881,1462,6290.0,6354030.0
2004-10-15,1829,1886,1829,1890,15671,6322.0,6354030.0
2004-10-18,1829,1868,1801,1814,17406,6068.0,6354030.0
2004-10-19,1810,1839,1810,1843,1571,6163.0,6354030.0
2004-10-20,1820,1839,1801,1843,5465,6163.0,6354030.0
2004-10-21,1810,1877,1810,1852,13870,6195.0,6354030.0
2004-10-22,1868,1886,1839,1852,4550,6195.0,6354030.0
2004-10-25,1801,1849,1792,1843,6811,6163.0,6354030.0
2004-10-26,1849,1849,1801,1833,7005,6132.0,6354030.0
2004-10-27,1868,1868,1820,1833,6311,6132.0,6354030.0
2004-10-28,1858,1858,1820,1843,7093,6163.0,6354030.0
2004-10-29,1801,1839,1801,1843,5891,6163.0,6354030.0
2004-11-01,1829,1858,1801,1862,21552,6227.0,6354030.0
2004-11-02,1849,1849,1810,1852,8294,6195.0,6354030.0
2004-11-03,1858,1858,1858,1862,1096,6227.0,6354030.0
2004-11-04,1886,1886,1849,1890,8463,6322.0,6354030.0
2004-11-05,1858,1934,1820,1881,9891,6290.0,6354030.0
2004-11-08,1877,1896,1868,1881,3907,6290.0,6354030.0
2004-11-09,1915,1915,1858,1881,1385,6290.0,6354030.0
2004-11-10,1858,1877,1829,1862,33877,6227.0,6354030.0
2004-11-11,1868,1868,1839,1862,11037,6227.0,6354030.0
2004-11-12,1886,1886,1839,1881,9442,6290.0,6354030.0
2004-11-15,2067,2095,1962,2042,223146,6831.0,6354030.0
2004-11-16,2001,2029,1934,1948,63237,6513.0,6354030.0
2004-11-17,1972,1981,1915,1966,16980,6576.0,6354030.0
2004-11-18,1944,1991,1925,1928,22512,6449.0,6354030.0
2004-11-19,1925,1991,1925,1938,13682,6481.0,6354030.0
2004-11-22,1934,1972,1925,1966,10035,6576.0,6354030.0
2004-11-23,1962,1962,1896,1957,30538,6545.0,6354030.0
2004-11-24,1934,1944,1905,1919,16320,6418.0,6354030.0
2004-11-25,1934,1972,1934,1966,10370,6576.0,6354030.0
2004-11-26,1953,1972,1915,1957,11704,6545.0,6354030.0
2004-11-29,1934,1981,1934,1985,10953,6640.0,6354030.0
2004-11-30,1981,2010,1944,1957,17401,6545.0,6354030.0
2004-12-01,1991,2058,1962,2032,26745,6799.0,6354030.0
2004-12-02,2010,2058,2010,2014,12059,6735.0,6354030.0
2004-12-03,2077,2143,1991,2032,26711,6799.0,6354030.0
2004-12-06,2110,2269,2014,2270,148901,7593.0,6354030.0
2004-12-07,2506,2506,2316,2375,260709,7943.0,6354030.0
2004-12-08,2392,2582,2392,2527,295638,8451.0,6354030.0
2004-12-09,2488,2582,2449,2518,170653,8419.0,6354030.0
2004-12-10,2620,2754,2525,2612,269657,8737.0,6354030.0
2004-12-13,2678,2678,2563,2641,71724,8832.0,6354030.0
2004-12-14,2601,2639,2545,2555,105471,8546.0,6354030.0
2004-12-15,2545,2564,2506,2555,74065,8546.0,6354030.0
2004-12-16,2525,2545,2469,2508,79879,8387.0,6354030.0
2004-12-17,2469,2535,2458,2489,59467,8324.0,6354030.0
2004-12-20,2515,2611,2478,2479,72517,8292.0,6354030.0
2004-12-21,2488,2545,2449,2499,62002,8356.0,6354030.0
2004-12-22,2478,2515,2421,2451,87349,8197.0,6354030.0
2004-12-23,2469,2515,2458,2489,93484,8324.0,6354030.0
2004-12-24,2478,2545,2478,2545,94941,8514.0,6354030.0
2004-12-27,2544,2696,2535,2698,577443,9023.0,6354030.0
2004-12-28,2706,2706,2582,2698,392929,9023.0,6354030.0
2004-12-29,2373,2449,2373,2375,24090,7943.0,6354030.0
2004-12-30,2134,2200,2086,2109,288790,7053.0,6354030.0
2005-01-03,2095,2124,2047,2109,128780,7053.0,6354030.0
2005-01-04,2124,2124,2047,2052,85622,6862.0,6354030.0
2005-01-05,2047,2095,2010,2070,135975,6926.0,6354030.0
2005-01-06,2095,2114,2047,2070,55019,6926.0,6354030.0
2005-01-07,2047,2077,2019,2032,49917,6799.0,6354030.0
2005-01-10,2047,2047,2001,2032,33375,6799.0,6354030.0
2005-01-11,2038,2104,2019,2070,142842,6926.0,6354030.0
2005-01-12,2067,2077,2029,2042,54873,6831.0,6354030.0
2005-01-13,2047,2067,2029,2042,53965,6831.0,6354030.0
2005-01-14,2058,2104,2047,2099,73231,7021.0,6354030.0
2005-01-17,2104,2114,2086,2118,38171,7085.0,6354030.0
2005-01-18,2114,2124,2058,2081,88421,6958.0,6354030.0
2005-01-19,2086,2152,2077,2157,114331,7212.0,6354030.0
2005-01-20,2162,2200,2124,2166,108189,7244.0,6354030.0
2005-01-21,2162,2245,2143,2223,102517,7434.0,6354030.0
2005-01-24,2279,2316,2243,2261,134585,7561.0,6354030.0
2005-01-25,2274,2274,2191,2242,59736,7498.0,6354030.0
2005-01-26,2219,2254,2171,2175,70771,7275.0,6354030.0
2005-01-27,2162,2191,2114,2128,111840,7117.0,6354030.0
2005-01-28,2143,2171,2124,2175,27898,7275.0,6354030.0
2005-01-31,2181,2209,2152,2214,49388,7402.0,6354030.0
2005-02-01,2171,2219,2171,2194,26804,7339.0,6354030.0
2005-02-02,2181,2209,2143,2185,38919,7307.0,6354030.0
2005-02-03,2223,2383,2223,2299,304056,7688.0,6354030.0
2005-02-04,2269,2354,2269,2299,78997,7688.0,6354030.0
2005-02-07,2335,2525,2297,2413,385570,8070.0,6354030.0
2005-02-11,2411,2459,2364,2413,61917,8070.0,6354030.0
2005-02-14,2440,2525,2440,2451,137223,8197.0,6354030.0
2005-02-15,2469,2497,2430,2479,67004,8292.0,6354030.0
2005-02-16,2488,2525,2458,2527,60216,8451.0,6354030.0
2005-02-17,2525,2525,2430,2499,77863,8356.0,6354030.0
2005-02-18,2469,2497,2449,2469,89264,8260.0,6354030.0
2005-02-21,2469,2497,2430,2499,97103,8356.0,6354030.0
2005-02-22,2525,2601,2497,2499,60273,8356.0,6354030.0
2005-02-23,2488,2488,2411,2451,49746,8197.0,6354030.0
2005-02-24,2421,2488,2421,2460,27261,8228.0,6354030.0
2005-02-25,2488,2488,2430,2451,41595,8197.0,6354030.0
2005-02-28,2449,2488,2449,2460,34170,8228.0,6354030.0
2005-03-02,2469,2554,2449,2555,117567,8546.0,6354030.0
2005-03-03,2564,2564,2488,2545,25339,8514.0,6354030.0
2005-03-04,2535,2545,2469,2518,44990,8419.0,6354030.0
2005-03-07,2630,2639,2554,2584,108952,8641.0,6354030.0
2005-03-08,2601,2601,2354,2499,255379,8356.0,6354030.0
2005-03-09,2535,2554,2469,2479,101476,8292.0,6354030.0
2005-03-10,2478,2525,2478,2499,29417,8356.0,6354030.0
2005-03-11,2488,2696,2488,2698,69659,9023.0,6354030.0
2005-03-14,2810,2849,2715,2783,55114,9309.0,6354030.0
2005-03-15,2800,2829,2639,2660,60914,8896.0,6354030.0
2005-03-16,2678,2678,2535,2641,38365,8832.0,6354030.0
2005-03-17,2601,2639,2545,2555,29073,8546.0,6354030.0
2005-03-18,2535,2620,2515,2555,26054,8546.0,6354030.0
2005-03-21,2582,2582,2497,2555,11256,8546.0,6354030.0
2005-03-22,2554,2554,2488,2508,17146,8387.0,6354030.0
2005-03-23,2488,2525,2458,2469,22587,8260.0,6354030.0
2005-03-24,2469,2506,2458,2508,5581,8387.0,6354030.0
2005-03-25,2488,2506,2469,2489,16217,8324.0,6354030.0
2005-03-28,2469,2564,2469,2499,22880,8356.0,6354030.0
2005-03-29,2497,2545,2488,2508,5841,8387.0,6354030.0
2005-03-30,2469,2506,2458,2469,28064,8260.0,6354030.0
2005-03-31,2478,2515,2478,2518,3379,8419.0,6354030.0
2005-04-01,2525,2554,2488,2536,21731,8483.0,6354030.0
2005-04-04,2545,2545,2506,2527,9628,8451.0,6354030.0
2005-04-06,2564,2573,2545,2555,9211,8546.0,6354030.0
2005-04-07,2573,2573,2535,2545,4104,8514.0,6354030.0
2005-04-08,2563,2582,2554,2584,12468,8641.0,6354030.0
2005-04-11,2582,2582,2554,2574,11340,8610.0,6354030.0
2005-04-12,2535,2592,2535,2594,16899,8673.0,6354030.0
2005-04-13,2592,2592,2545,2574,15525,8610.0,6354030.0
2005-04-14,2554,2639,2545,2555,6925,8546.0,6354030.0
2005-04-15,2582,2582,2497,2499,25498,8356.0,6354030.0
2005-04-18,2497,2564,2430,2508,40027,8387.0,6354030.0
2005-04-19,2515,2525,2488,2518,21707,8419.0,6354030.0
2005-04-20,2525,2554,2488,2489,17796,8324.0,6354030.0
2005-04-21,2458,2525,2430,2527,20441,8451.0,6354030.0
2005-04-22,2506,2554,2506,2527,19962,8451.0,6354030.0
2005-04-25,2582,2611,2535,2584,31722,8641.0,6354030.0
2005-04-26,2620,2620,2573,2574,9654,8610.0,6354030.0
2005-04-27,2620,2620,2544,2612,13553,8737.0,6354030.0
2005-04-28,2630,2630,2573,2603,23742,8705.0,6354030.0
2005-04-29,2582,2620,2563,2603,37460,8705.0,6354030.0
2005-05-02,2573,2696,2573,2660,33564,8896.0,6354030.0
2005-05-03,2715,2715,2658,2698,52449,9023.0,6354030.0
2005-05-04,2687,2715,2687,2698,14729,9023.0,6354030.0
2005-05-06,2696,2715,2678,2717,12609,9086.0,6354030.0
2005-05-09,2724,2724,2696,2717,2422,9086.0,6354030.0
2005-05-10,2754,2754,2706,2708,10123,9054.0,6354030.0
2005-05-11,2754,2754,2649,2669,23720,8927.0,6354030.0
2005-05-12,2696,2706,2668,2708,27753,9054.0,6354030.0
2005-05-13,2754,2754,2687,2726,49359,9118.0,6354030.0
2005-05-16,2753,2791,2724,2793,42400,9340.0,6354030.0
2005-05-17,2810,2924,2800,2926,74283,9785.0,6354030.0
2005-05-18,2905,2962,2849,2954,46503,9881.0,6354030.0
2005-05-19,2982,3058,2933,3002,67841,10039.0,6354030.0
2005-05-20,3000,3095,2886,2992,21969,10008.0,6354030.0
2005-05-23,3114,3114,2962,3002,16118,10039.0,6354030.0
2005-05-24,2943,3019,2943,3021,47461,10103.0,6354030.0
2005-05-25,3038,3048,2962,3012,13957,10071.0,6354030.0
2005-05-26,3029,3029,2962,3021,10461,10103.0,6354030.0
2005-05-27,3019,3038,3000,3029,21283,10135.0,6354030.0
2005-05-30,3019,3058,3019,3040,12498,10166.0,6354030.0
2005-05-31,3038,3038,3000,3040,4639,10166.0,6354030.0
2005-06-01,3038,3038,2982,3021,9018,10103.0,6354030.0
2005-06-02,3019,3019,3000,3012,11180,10071.0,6354030.0
2005-06-03,3029,3095,3019,3068,23150,10262.0,6354030.0
2005-06-07,3058,3076,2982,3058,12608,10230.0,6354030.0
2005-06-08,3038,3114,3000,3115,36025,10421.0,6354030.0
2005-06-09,3104,3114,3038,3097,12253,10357.0,6354030.0
2005-06-10,3086,3152,3038,3134,24008,10484.0,6354030.0
2005-06-13,3133,3285,3067,3278,27456,10961.0,6354030.0
2005-06-14,3276,3276,3133,3211,12788,10738.0,6354030.0
2005-06-15,3294,3294,3181,3249,8992,10865.0,6354030.0
2005-06-16,3267,3285,3181,3249,12293,10865.0,6354030.0
2005-06-17,3276,3276,3190,3258,18497,10897.0,6354030.0
2005-06-20,3285,3285,3142,3267,24650,10929.0,6354030.0
2005-06-21,3247,3247,3114,3172,31478,10611.0,6354030.0
2005-06-22,3171,3190,3076,3163,12990,10579.0,6354030.0
2005-06-23,3162,3181,3124,3134,26176,10484.0,6354030.0
2005-06-24,3142,3142,3067,3145,20455,10516.0,6354030.0
2005-06-27,3142,3142,3076,3088,11064,10325.0,6354030.0
2005-06-28,3067,3104,3000,3058,38788,10230.0,6354030.0
2005-06-29,3058,3247,3058,3134,4178,10484.0,6354030.0
2005-06-30,3124,3162,3086,3145,7238,10516.0,6354030.0
2005-07-01,3162,3162,3095,3134,3072,10484.0,6354030.0
2005-07-04,3114,3200,3076,3106,23329,10389.0,6354030.0
2005-07-05,3104,3152,3104,3115,27763,10421.0,6354030.0
2005-07-06,3114,3171,3114,3163,28110,10579.0,6354030.0
2005-07-07,3218,3228,3142,3163,16697,10579.0,6354030.0
2005-07-08,3181,3218,3152,3201,11322,10707.0,6354030.0
2005-07-11,3200,3228,3171,3230,27666,10802.0,6354030.0
2005-07-12,3247,3257,3171,3220,15729,10770.0,6354030.0
2005-07-13,3228,3228,3095,3230,14564,10802.0,6354030.0
2005-07-14,3190,3209,2849,3106,22903,10389.0,6354030.0
2005-07-15,3162,3162,3104,3134,9606,10484.0,6354030.0
2005-07-18,3104,3152,3095,3097,21099,10357.0,6354030.0
2005-07-19,3086,3142,3067,3097,16446,10357.0,6354030.0
2005-07-20,3114,3124,3038,3106,22705,10389.0,6354030.0
2005-07-21,3076,3142,3076,3134,32490,10484.0,6354030.0
2005-07-22,3142,3142,3095,3097,26967,10357.0,6354030.0
2005-07-25,3114,3218,3114,3163,25129,10579.0,6354030.0
2005-07-26,3171,3228,3171,3172,15295,10611.0,6354030.0
2005-07-27,3218,3218,3171,3182,28163,10643.0,6354030.0
2005-07-28,3142,3228,3142,3211,12464,10738.0,6354030.0
2005-07-29,3218,3228,3181,3230,16852,10802.0,6354030.0
2005-08-01,3228,3228,3190,3192,15558,10675.0,6354030.0
2005-08-02,3228,3228,3190,3211,26034,10738.0,6354030.0
2005-08-03,3200,3218,3095,3182,50523,10643.0,6354030.0
2005-08-04,3172,3172,3058,3106,22858,10389.0,6354030.0
2005-08-05,3029,3086,2924,3049,25000,10198.0,6354030.0
2005-08-08,2962,3076,2962,3040,3838,10166.0,6354030.0
2005-08-09,3038,3076,3019,3040,6579,10166.0,6354030.0
2005-08-10,3048,3134,3038,3115,6341,10421.0,6354030.0
2005-08-11,3038,3228,3038,3192,55343,10675.0,6354030.0
2005-08-12,3209,3209,3134,3182,14513,10643.0,6354030.0
2005-08-16,3162,3209,3142,3172,34469,10611.0,6354030.0
2005-08-17,3171,3218,3162,3211,21468,10738.0,6354030.0
2005-08-18,3209,3209,3171,3182,18702,10643.0,6354030.0
2005-08-19,3209,3476,3190,3287,280649,10992.0,6354030.0
2005-08-22,3285,3390,3238,3258,28529,10897.0,6354030.0
2005-08-23,3267,3418,3267,3391,48216,11342.0,6354030.0
2005-08-24,3418,3456,3294,3363,17851,11247.0,6354030.0
2005-08-25,3285,3418,3285,3420,34261,11437.0,6354030.0
2005-08-26,3399,3931,3399,3705,300378,12390.0,6354030.0
2005-08-29,3684,3742,3313,3600,85118,12041.0,6354030.0
2005-08-30,3485,3646,3466,3600,43104,12041.0,6354030.0
2005-08-31,3533,3684,3533,3562,26694,11914.0,6354030.0
2005-09-01,3552,3608,3380,3382,96548,11310.0,6354030.0
2005-09-02,3390,3476,3342,3457,66359,11564.0,6354030.0
2005-09-05,3437,3637,3437,3638,101717,12168.0,6354030.0
2005-09-06,3684,3731,3570,3676,75204,12295.0,6354030.0
2005-09-07,3704,4083,3684,3828,170408,12803.0,6354030.0
2005-09-08,4056,4056,3846,3913,107617,13089.0,6354030.0
2005-09-09,3941,3979,3874,3951,45646,13216.0,6354030.0
2005-09-12,3988,4006,3893,3942,54723,13185.0,6354030.0
2005-09-13,3874,3951,3836,3838,59721,12835.0,6354030.0
2005-09-14,3855,3931,3846,3895,40163,13026.0,6354030.0
2005-09-15,4026,4473,3988,4474,701441,14964.0,6354030.0
2005-09-16,4489,4935,4299,4560,577800,15250.0,6354030.0
2005-09-20,4558,4625,4368,4474,141048,14964.0,6354030.0
2005-09-21,4473,4558,4349,4351,155060,14551.0,6354030.0
2005-09-22,4282,4596,4273,4446,99846,14868.0,6354030.0
2005-09-23,4406,4530,4331,4341,127888,14519.0,6354030.0
2005-09-26,4377,4463,4340,4351,73861,14551.0,6354030.0
2005-09-27,4368,4368,4264,4265,117000,14265.0,6354030.0
2005-09-28,4282,4292,4197,4275,113369,14297.0,6354030.0
2005-09-29,4311,4463,4273,4312,69780,14424.0,6354030.0
2005-09-30,4321,4406,4244,4265,54379,14265.0,6354030.0
2005-10-04,4178,4301,4178,4236,79819,14169.0,6354030.0
2005-10-05,4292,4549,4235,4407,174407,14741.0,6354030.0
2005-10-06,4387,4473,4310,4464,81026,14932.0,6354030.0
2005-10-07,4517,4556,4318,4560,111093,15250.0,6354030.0
2005-10-10,4489,4708,4489,4626,77842,15472.0,6354030.0
2005-10-11,4584,4651,4527,4597,41062,15377.0,6354030.0
2005-10-12,4596,4634,4463,4464,76135,14932.0,6354030.0
2005-10-13,4473,4501,4387,4417,72056,14773.0,6354030.0
2005-10-14,4510,4510,4425,4455,17121,14900.0,6354030.0
2005-10-17,4482,4482,4387,4389,32888,14678.0,6354030.0
2005-10-18,4357,4517,4357,4521,64965,15123.0,6354030.0
2005-10-19,4444,4510,4340,4370,44229,14614.0,6354030.0
2005-10-20,4368,4444,4331,4351,30800,14551.0,6354030.0
2005-10-21,4330,4406,4273,4370,37110,14614.0,6354030.0
2005-10-24,4368,4444,4349,4417,56985,14773.0,6354030.0
2005-10-25,4387,4425,4340,4398,30229,14710.0,6354030.0
2005-10-26,4397,4444,4377,4389,40027,14678.0,6354030.0
2005-10-27,4387,4444,4387,4407,13137,14741.0,6354030.0
2005-10-28,4377,4387,4311,4331,60090,14487.0,6354030.0
2005-10-31,4311,4425,4311,4417,40379,14773.0,6354030.0
2005-11-01,4520,4520,4377,4417,11082,14773.0,6354030.0
2005-11-02,4482,4510,4406,4417,23194,14773.0,6354030.0
2005-11-03,4397,4463,4397,4464,24194,14932.0,6354030.0
2005-11-04,4463,4510,4406,4427,14507,14805.0,6354030.0
2005-11-07,4425,4454,4425,4427,29234,14805.0,6354030.0
2005-11-08,4423,4642,4423,4588,59253,15345.0,6354030.0
2005-11-09,4660,4774,4546,4778,82556,15980.0,6354030.0
2005-11-10,4802,5050,4802,4911,122932,16425.0,6354030.0
2005-11-11,4878,4935,4755,4844,44939,16203.0,6354030.0
2005-11-14,4841,4841,4669,4778,84410,15980.0,6354030.0
2005-11-15,4698,4955,4698,4920,89400,16457.0,6354030.0
2005-11-16,4955,4955,4841,4844,35282,16203.0,6354030.0
2005-11-17,4860,4917,4736,4892,61262,16362.0,6354030.0
2005-11-18,4935,5030,4888,4892,29940,16362.0,6354030.0
2005-11-21,4821,4983,4802,4835,42716,16171.0,6354030.0
2005-11-22,4831,4935,4679,4693,44548,15694.0,6354030.0
2005-11-23,4774,4955,4736,4835,76527,16171.0,6354030.0
2005-11-24,4897,5002,4755,4930,60445,16489.0,6354030.0
2005-11-25,4850,5505,4802,5368,109461,17950.0,6354030.0
2005-11-28,5487,5487,5212,5291,76182,17696.0,6354030.0
2005-11-29,5287,5410,5154,5415,69849,18109.0,6354030.0
2005-11-30,5467,5525,5372,5491,48770,18363.0,6354030.0
2005-12-01,5620,5648,5430,5653,47970,18903.0,6354030.0
2005-12-02,5648,5753,5600,5680,33297,18999.0,6354030.0
2005-12-05,5458,6522,5458,6525,166675,21826.0,6354030.0
2005-12-06,6650,7502,6650,7505,408072,25098.0,6354030.0
2005-12-07,7840,7840,6512,6754,2065838,22589.0,6354030.0
2005-12-08,6989,7760,6856,7761,1015317,25956.0,6354030.0
2005-12-09,7954,8914,6627,6725,2009800,22493.0,6354030.0
2005-12-12,7138,7138,6104,6450,495466,21572.0,6354030.0
2005-12-13,6389,6919,6075,6488,677025,21699.0,6354030.0
2005-12-14,6560,6852,6484,6516,292024,21794.0,6354030.0
2005-12-15,6722,6740,6285,6355,236214,21254.0,6354030.0
2005-12-16,6355,7304,5984,7304,912868,24431.0,6354030.0
2005-12-19,8262,8396,8015,8397,273810,28085.0,6354030.0
2005-12-20,9651,9651,7693,8255,1966652,27608.0,6354030.0
2005-12-21,8129,8681,7502,7789,1075899,26052.0,6354030.0
2005-12-22,8059,8059,6617,6659,632111,22271.0,6354030.0
2005-12-23,6645,7214,6075,6535,510569,21858.0,6354030.0
2005-12-26,6536,7513,6536,7513,926657,25130.0,6354030.0
2005-12-27,7598,8129,7123,7314,856273,24463.0,6354030.0
2005-12-28,7218,7959,6771,7334,557059,24527.0,6354030.0
2005-12-29,7190,7390,6800,6801,313080,22747.0,6354030.0
2006-01-02,6746,7105,6431,6896,365993,23065.0,6354030.0
2006-01-03,6933,7712,6687,7343,588305,24558.0,6354030.0
2006-01-04,7351,7427,6847,6850,327454,22906.0,6354030.0
2006-01-05,6843,6909,6332,6488,217866,21699.0,6354030.0
2006-01-06,6637,6712,6379,6383,151470,21350.0,6354030.0
2006-01-09,6218,6551,6218,6316,160438,21127.0,6354030.0
2006-01-10,6360,6608,6265,6346,140401,21222.0,6354030.0
2006-01-11,6360,6494,6323,6450,115776,21572.0,6354030.0
