레이언스(228850),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-09-19,12200,12500,12050,12450,47068,206558.0,16591014.0
2019-09-20,12300,12450,12000,12100,33622,200751.0,16591014.0
2019-09-23,11950,12100,11800,12000,12809,199092.0,16591014.0
2019-09-24,11950,12050,11850,12000,7030,199092.0,16591014.0
2019-09-25,11900,12000,11750,11850,9149,196604.0,16591014.0
2019-09-26,12000,12050,11650,11850,11516,196604.0,16591014.0
2019-09-27,11850,11850,11450,11700,10598,194115.0,16591014.0
2019-09-30,11700,11700,11350,11550,6446,191626.0,16591014.0
2019-10-01,11600,11750,11500,11750,10303,194944.0,16591014.0
2019-10-02,11700,11700,11550,11700,4202,194115.0,16591014.0
2019-10-04,11700,11700,11450,11650,5767,193285.0,16591014.0
2019-10-07,11550,11650,11350,11450,12332,189967.0,16591014.0
