엘아이에스(138690),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2011-06-02,15300,17075,13275,15100,1483560,108720.0,3600000.0
2011-06-03,15500,16175,14250,14425,393428,103860.0,3600000.0
2011-06-07,14249,14500,12350,13300,328377,95760.0,3600000.0
2011-06-08,13250,13325,12275,12350,250172,88920.0,3600000.0
2011-06-09,12574,14150,12574,13225,313576,95220.0,3600000.0
2011-06-10,13075,13300,12000,12025,126255,86580.0,3600000.0
2011-06-13,11775,11900,10225,10325,320187,74340.0,3600000.0
2011-06-14,10425,11150,10275,10425,192187,75060.0,3600000.0
2011-06-15,10575,11550,10300,10950,202713,78840.0,3600000.0
2011-06-16,10600,11150,10550,10850,87983,78120.0,3600000.0
2011-06-17,11250,11700,10475,10575,161804,76140.0,3600000.0
2011-06-20,10850,10850,9975,10100,103616,72720.0,3600000.0
2011-06-21,10200,10750,9475,10325,174454,74340.0,3600000.0
2011-06-22,11050,11850,11050,11850,335790,85320.0,3600000.0
2011-06-23,12150,12625,11375,11675,441121,84060.0,3600000.0
2011-06-24,11749,12500,11574,12225,320487,88020.0,3600000.0
2011-06-27,12050,14000,11900,13650,428425,98280.0,3600000.0
2011-06-28,13250,13350,12350,12375,228381,89100.0,3600000.0
2011-06-29,12650,12724,11850,12075,98717,86940.0,3600000.0
2011-06-30,12075,12225,11700,11875,74752,85500.0,3600000.0
2011-07-01,12125,12750,12000,12600,124136,90720.0,3600000.0
2011-07-04,12700,12925,12425,12500,72539,90000.0,3600000.0
2011-07-05,12325,12650,12275,12450,60085,89640.0,3600000.0
2011-07-06,12625,13650,12375,13250,276191,95400.0,3600000.0
2011-07-07,13425,13750,13125,13250,135188,95400.0,3600000.0
2011-07-08,13100,13500,13000,13300,112250,95760.0,3600000.0
2011-07-11,14200,14850,13650,14150,238670,50940.0,3600000.0
2011-07-12,13750,13900,13050,13550,99298,48780.0,3600000.0
2011-07-13,13500,13750,13300,13750,48383,49500.0,3600000.0
2011-07-14,13550,13750,13100,13250,50071,47700.0,3600000.0
2011-07-15,13000,13350,12950,13200,42700,47520.0,3600000.0
2011-07-18,13300,13850,13150,13800,66390,49680.0,3600000.0
2011-07-19,13700,14350,13650,14100,78513,50760.0,3600000.0
2011-07-20,14400,14400,13700,13900,62170,50040.0,3600000.0
2011-07-21,13850,14000,13550,13550,43754,48780.0,3600000.0
2011-07-22,13550,15400,13550,14650,172231,52740.0,3600000.0
2011-07-25,14750,15300,14300,14600,70897,52560.0,3600000.0
2011-07-26,14600,15800,14300,15350,288727,55260.0,3600000.0
2011-07-27,15750,16200,14700,14700,259138,52920.0,3600000.0
2011-07-28,14100,14850,14000,14600,269940,105120.0,7200000.0
2011-07-29,14350,15050,14200,14300,207944,102960.0,7200000.0
2011-08-01,14700,14800,14250,14400,141841,103680.0,7200000.0
2011-08-02,14500,14550,13600,14000,136566,100800.0,7200000.0
2011-08-03,13500,13850,13050,13050,168150,93960.0,7200000.0
2011-08-04,13400,13650,12300,12350,138448,88920.0,7200000.0
2011-08-05,11050,11700,10700,11450,217999,82440.0,7200000.0
2011-08-08,11000,11900,9750,10050,318170,72360.0,7200000.0
2011-08-09,10200,10250,8600,9500,200932,68400.0,7200000.0
2011-08-10,10350,10900,10000,10900,95329,78480.0,7200000.0
2011-08-11,10900,12200,10850,11550,432868,83160.0,7200000.0
2011-08-12,12000,12350,11250,11550,247001,83160.0,7200000.0
2011-08-16,12050,12900,12000,12600,217989,90720.0,7200000.0
2011-08-17,12550,14450,12200,14450,354038,104040.0,7200000.0
2011-08-18,15000,15700,13650,14600,557787,105120.0,7200000.0
2011-08-19,13850,14500,13400,13650,320812,98280.0,7200000.0
2011-08-22,13700,14800,13700,14050,315429,101160.0,7200000.0
2011-08-23,14500,15300,14150,14450,543538,104040.0,7200000.0
2011-08-24,14800,14800,13500,13500,269534,97200.0,7200000.0
2011-08-25,13800,14150,12550,12550,172862,90360.0,7200000.0
2011-08-26,12650,13550,12650,13400,222202,96480.0,7200000.0
2011-08-29,13550,14200,13500,13850,238988,99720.0,7200000.0
2011-08-30,14000,14550,13750,14150,379871,101880.0,7200000.0
2011-08-31,14300,14300,13550,13850,188657,99720.0,7200000.0
2011-09-01,13900,14250,13150,13400,197383,96480.0,7200000.0
2011-09-02,13400,13600,13000,13600,165472,97920.0,7200000.0
2011-09-05,13150,13350,12600,12850,112034,92520.0,7200000.0
2011-09-06,12400,12850,11600,12400,135228,89280.0,7200000.0
2011-09-07,12800,12900,12400,12650,91608,91080.0,7200000.0
2011-09-08,12850,12850,11950,12150,92086,87480.0,7200000.0
2011-09-09,12150,12600,11850,12400,60038,89280.0,7200000.0
2011-09-14,12300,12400,11050,11050,88918,79560.0,7200000.0
2011-09-15,11550,11800,10400,11100,98557,79920.0,7200000.0
2011-09-16,11550,11600,11200,11450,56088,82440.0,7200000.0
2011-09-19,11450,11600,11050,11200,44221,80640.0,7200000.0
2011-09-20,10900,11300,10600,11200,54695,80640.0,7200000.0
2011-09-21,11250,11950,11150,11500,75173,82800.0,7200000.0
2011-09-22,11150,11450,11050,11050,48441,79560.0,7200000.0
2011-09-23,10350,10550,9920,10250,101024,73800.0,7200000.0
2011-09-26,10100,10500,8770,9400,145640,67680.0,7200000.0
2011-09-27,9430,10050,9430,9870,57311,71064.0,7200000.0
2011-09-28,9950,10350,9550,9800,78274,70560.0,7200000.0
2011-09-29,9780,9880,9320,9800,71154,70560.0,7200000.0
2011-09-30,10000,10150,9640,9840,53830,70848.0,7200000.0
2011-10-04,9200,9200,8920,9050,74072,65160.0,7200000.0
2011-10-05,9100,9210,7700,7760,228139,55872.0,7200000.0
2011-10-06,8050,8920,8050,8450,280307,60840.0,7200000.0
2011-10-07,8860,9010,8570,8600,114323,61920.0,7200000.0
2011-10-10,8650,9110,8650,8840,84112,63648.0,7200000.0
2011-10-11,9150,9190,8690,8710,95835,62712.0,7200000.0
2011-10-12,8720,9310,8690,9180,150339,66096.0,7200000.0
2011-10-13,9410,10550,9310,10150,222635,73080.0,7200000.0
2011-10-14,10300,11650,9730,11400,258429,82080.0,7200000.0
2011-10-17,11300,11450,10900,11150,108313,80280.0,7200000.0
2011-10-18,10650,10900,10300,10300,91729,74160.0,7200000.0
2011-10-19,10550,10800,10100,10200,74246,73440.0,7200000.0
2011-10-20,10400,10950,9950,9950,163648,71640.0,7200000.0
2011-10-21,10200,10700,10000,10500,89044,75600.0,7200000.0
2011-10-24,11100,11950,10950,11400,266462,82080.0,7200000.0
2011-10-25,11300,11450,10700,10800,149828,77760.0,7200000.0
2011-10-26,10600,11250,10450,11050,92671,79560.0,7200000.0
2011-10-27,11150,11350,10750,10900,90092,78480.0,7200000.0
2011-10-28,11200,11250,10500,10500,92119,75600.0,7200000.0
2011-10-31,10550,11000,10450,10500,107987,75600.0,7200000.0
2011-11-01,10350,10900,10350,10900,103860,78480.0,7200000.0
2011-11-02,10450,11350,10200,11350,108850,81720.0,7200000.0
2011-11-03,11600,13050,11250,12900,1199124,92880.0,7200000.0
2011-11-04,13200,13250,12550,13000,652143,93600.0,7200000.0
2011-11-07,12900,13550,12600,13550,584673,97560.0,7200000.0
2011-11-08,13550,13650,12900,12900,267086,92880.0,7200000.0
2011-11-09,13200,13550,12850,13450,250585,96840.0,7200000.0
2011-11-10,12850,13100,12150,12650,273699,91080.0,7200000.0
2011-11-11,12950,13100,12550,13000,275677,93600.0,7200000.0
2011-11-14,13200,13850,13150,13450,430994,96840.0,7200000.0
2011-11-15,13800,15450,13800,15450,973027,111240.0,7200000.0
2011-11-16,16250,17750,15950,17750,1869948,127800.0,7200000.0
2011-11-17,18350,18700,17350,18150,1216738,130680.0,7200000.0
2011-11-18,17900,19000,17750,18900,1003064,136080.0,7200000.0
2011-11-21,19150,21600,17950,18100,2033467,130320.0,7200000.0
2011-11-22,17950,20800,17900,20800,1615362,149760.0,7200000.0
2011-11-23,21000,21750,19300,20150,1040943,145080.0,7200000.0
2011-11-24,20000,21200,19500,21200,873909,152640.0,7200000.0
2011-11-25,20800,21350,18050,18800,675843,135360.0,7200000.0
2011-11-28,19100,19250,17500,18550,732319,133560.0,7200000.0
2011-11-29,18700,19500,18150,18550,585654,133560.0,7200000.0
2011-11-30,18700,19400,17900,19200,612737,138240.0,7200000.0
2011-12-01,19750,19900,18200,18400,566102,132480.0,7200000.0
2011-12-02,18600,19400,18550,18700,329626,134640.0,7200000.0
2011-12-05,19100,21200,18750,20700,834378,149040.0,7200000.0
2011-12-06,21000,21350,19550,21150,603378,152280.0,7200000.0
2011-12-07,21350,21350,20450,20550,370443,147960.0,7200000.0
2011-12-08,20400,20550,19550,19800,231833,142560.0,7200000.0
2011-12-09,19350,19500,18900,19150,225173,137880.0,7200000.0
2011-12-12,19600,20650,19500,20000,317298,144000.0,7200000.0
2011-12-13,19800,19950,18550,18850,263379,135720.0,7200000.0
2011-12-14,18800,19100,18050,18850,158725,135720.0,7200000.0
2011-12-15,18350,19000,18150,18500,110642,133200.0,7200000.0
2011-12-16,18550,18950,18100,18600,90278,133920.0,7200000.0
2011-12-19,18650,18650,15900,16950,232778,122040.0,7200000.0
2011-12-20,16950,17700,16850,17350,85439,124920.0,7200000.0
2011-12-21,17850,18250,17650,17950,102909,129240.0,7200000.0
2011-12-22,17850,18000,17250,17450,79371,125640.0,7200000.0
2011-12-23,17700,17700,17100,17100,99780,123120.0,7200000.0
2011-12-26,17100,17300,16500,16550,86733,119160.0,7200000.0
2011-12-27,16550,17150,15950,16100,101208,115920.0,7200000.0
2011-12-28,16300,17300,16200,16700,155701,120240.0,7200000.0
2011-12-29,16350,16850,16350,16650,77368,119880.0,7200000.0
2012-01-02,16750,17000,15850,17000,187756,122400.0,7200000.0
2012-01-03,17300,17600,16700,17600,198215,126720.0,7200000.0
2012-01-04,17850,18300,17500,17850,216328,128520.0,7200000.0
2012-01-05,17900,18100,17250,17250,101843,124200.0,7200000.0
2012-01-06,17500,18000,16750,17150,79050,123480.0,7200000.0
2012-01-09,17150,17750,16800,17750,89473,127800.0,7200000.0
2012-01-10,17900,18400,17650,17850,170917,128520.0,7200000.0
2012-01-11,18150,18200,17450,17950,153273,129240.0,7200000.0
2012-01-12,18100,18100,17550,17800,79917,128160.0,7200000.0
2012-01-13,17800,17900,17400,17450,87874,125640.0,7200000.0
2012-01-16,16900,18150,16900,18100,151645,130320.0,7200000.0
2012-01-17,18150,18350,17900,18350,162155,132120.0,7200000.0
2012-01-18,18350,18900,17900,17900,237661,128880.0,7200000.0
2012-01-19,18000,18750,17550,18000,224752,129600.0,7200000.0
2012-01-20,18350,18350,17400,17400,91015,125280.0,7200000.0
2012-01-25,17550,17700,16700,16850,115924,121320.0,7200000.0
2012-01-26,17000,17800,16500,17250,97131,124200.0,7200000.0
2012-01-27,17350,17350,16900,16900,79364,121680.0,7200000.0
2012-01-30,16900,17450,16850,16850,95338,121320.0,7200000.0
2012-01-31,16850,17000,16400,16500,116651,118800.0,7200000.0
2012-02-01,16550,17150,16250,17150,155566,123480.0,7200000.0
2012-02-02,17450,17550,17050,17350,64454,124920.0,7200000.0
2012-02-03,17350,18450,17050,18450,300557,132840.0,7200000.0
2012-02-06,18500,19400,18200,18650,255435,134280.0,7200000.0
2012-02-07,18900,19300,18500,19300,193739,138960.0,7200000.0
2012-02-08,19900,19950,19150,19250,265167,138600.0,7200000.0
2012-02-09,19150,19800,18550,19400,308522,139680.0,7200000.0
2012-02-10,19600,19950,19000,19500,136147,140400.0,7200000.0
2012-02-13,19550,19600,18850,19250,100321,138600.0,7200000.0
2012-02-14,19500,19500,18750,19100,95789,137520.0,7200000.0
2012-02-15,19450,19650,19000,19600,205657,141120.0,7200000.0
2012-02-16,19600,19600,18850,19300,92200,138960.0,7200000.0
2012-02-17,19350,20100,18750,20100,282882,144720.0,7200000.0
2012-02-20,20600,20950,19950,19950,327244,143640.0,7200000.0
2012-02-21,20400,20400,19800,20350,108578,146520.0,7200000.0
2012-02-22,20350,20650,20000,20650,128520,148680.0,7200000.0
2012-02-23,20500,20850,20000,20000,130816,144000.0,7200000.0
2012-02-24,19900,20250,19700,19750,110246,142200.0,7200000.0
2012-02-27,20000,20000,19100,19100,94993,137520.0,7200000.0
2012-02-28,19300,19550,18800,19450,85323,140040.0,7200000.0
2012-02-29,19500,20050,19150,19800,94194,142560.0,7200000.0
2012-03-02,19800,20250,19600,19650,51690,141480.0,7200000.0
2012-03-05,19650,19650,19000,19050,61916,137160.0,7200000.0
2012-03-06,19050,19200,18600,18750,57904,135000.0,7200000.0
2012-03-07,18350,19250,18050,19100,52810,137520.0,7200000.0
2012-03-08,19300,19300,18750,18750,37149,135000.0,7200000.0
2012-03-09,18750,18950,18400,18700,50175,134640.0,7200000.0
2012-03-12,18600,19050,18300,18350,43165,132120.0,7200000.0
2012-03-13,18400,18500,17600,17600,81922,126720.0,7200000.0
2012-03-14,17900,17950,17200,17200,85228,123840.0,7200000.0
2012-03-15,17450,17800,17200,17300,66271,124560.0,7200000.0
2012-03-16,17350,17700,17250,17350,47997,124920.0,7200000.0
2012-03-19,17000,17650,16850,17600,100624,126720.0,7200000.0
2012-03-20,17700,17700,17400,17500,56499,126000.0,7200000.0
2012-03-21,17300,17500,16900,16950,65979,122040.0,7200000.0
2012-03-22,16950,17150,16400,16450,67687,118440.0,7200000.0
2012-03-23,15850,16600,15700,16400,121488,118080.0,7200000.0
2012-03-26,16500,16750,13950,13950,739087,100440.0,7200000.0
2012-03-27,14200,14400,13750,14000,336579,100800.0,7200000.0
2012-03-28,14050,14450,14050,14100,134052,101520.0,7200000.0
2012-03-29,13900,14250,13250,14200,164690,102240.0,7200000.0
2012-03-30,14200,14400,14000,14050,51992,101160.0,7200000.0
2012-04-02,14200,14200,13800,13850,57451,99720.0,7200000.0
2012-04-03,13900,13900,12800,13050,235698,93960.0,7200000.0
2012-04-04,13050,13150,12400,12700,127841,91440.0,7200000.0
2012-04-05,12750,12750,12050,12500,163555,90000.0,7200000.0
2012-04-06,12450,12800,12450,12550,79282,90360.0,7200000.0
2012-04-09,12350,12650,11850,12000,132733,86400.0,7200000.0
2012-04-10,12300,12500,11950,12200,43814,87840.0,7200000.0
2012-04-12,12050,12500,12000,12200,33266,87840.0,7200000.0
2012-04-13,12300,13350,12300,13300,115038,95760.0,7200000.0
2012-04-16,13050,13600,12800,13400,84328,96480.0,7200000.0
2012-04-17,13650,13650,13000,13400,53383,96480.0,7200000.0
2012-04-18,13550,13700,13200,13400,57366,96480.0,7200000.0
2012-04-19,13300,13550,13100,13400,31877,96480.0,7200000.0
2012-04-20,13200,13550,13150,13300,57933,95760.0,7200000.0
2012-04-23,13250,13250,12650,13200,45885,95040.0,7200000.0
2012-04-24,12900,13300,12500,13000,31141,93600.0,7200000.0
2012-04-25,13100,13200,12450,12450,26147,89640.0,7200000.0
2012-04-26,12500,12750,11950,12500,47399,90000.0,7200000.0
2012-04-27,12500,12500,11900,11900,45908,85680.0,7200000.0
2012-04-30,12100,12200,11250,11900,68164,85680.0,7200000.0
2012-05-02,10550,10800,10150,10150,313130,73080.0,7200000.0
2012-05-03,10200,10200,9700,9920,188255,71424.0,7200000.0
2012-05-04,10050,10350,9980,10100,98977,72720.0,7200000.0
2012-05-07,9950,10500,9950,10500,80049,75600.0,7200000.0
2012-05-08,10600,11400,10350,11050,169310,79560.0,7200000.0
2012-05-09,11000,11400,10750,10900,57733,78480.0,7200000.0
2012-05-10,11050,11100,10600,10650,66315,76680.0,7200000.0
2012-05-11,10550,10850,10000,10300,81872,74160.0,7200000.0
2012-05-14,10500,10800,10300,10650,40762,76680.0,7200000.0
2012-05-15,10600,11550,10450,11100,180440,79920.0,7200000.0
2012-05-16,10950,11300,10500,10500,54557,75600.0,7200000.0
2012-05-17,10550,10900,10500,10500,29145,75600.0,7200000.0
2012-05-18,10300,10500,9750,9900,57895,71280.0,7200000.0
2012-05-21,9920,10100,9720,10100,27919,72720.0,7200000.0
2012-05-22,10500,10650,10300,10550,36603,75960.0,7200000.0
2012-05-23,10550,10650,10050,10100,23543,72720.0,7200000.0
2012-05-24,10150,10400,9990,10000,23428,72000.0,7200000.0
2012-05-25,10050,10300,9970,10150,23029,73080.0,7200000.0
2012-05-29,10250,10500,10150,10400,21963,74880.0,7200000.0
2012-05-30,10600,10600,10100,10200,18601,73440.0,7200000.0
2012-05-31,10000,10200,9960,10050,32030,72360.0,7200000.0
2012-06-01,10150,10150,9850,9940,44096,71568.0,7200000.0
2012-06-04,9640,9640,8700,8700,70313,62640.0,7200000.0
2012-06-05,8800,8940,8700,8720,22982,62784.0,7200000.0
2012-06-07,9010,9300,8880,8880,54589,63936.0,7200000.0
2012-06-08,9100,9100,8850,8880,14634,63936.0,7200000.0
2012-06-11,8910,9230,8910,9060,30603,65232.0,7200000.0
2012-06-12,9060,9150,8910,9060,17495,65232.0,7200000.0
2012-06-13,9090,9250,8990,9070,16153,65304.0,7200000.0
2012-06-14,8960,9380,8960,9200,31612,66240.0,7200000.0
2012-06-15,9250,9250,8850,9200,45852,66240.0,7200000.0
2012-06-18,9250,9770,9210,9590,37140,69048.0,7200000.0
2012-06-19,9590,10000,9370,9870,48203,71064.0,7200000.0
2012-06-20,9950,10200,9800,9980,43992,71856.0,7200000.0
2012-06-21,9900,10100,9880,10050,21757,72360.0,7200000.0
2012-06-22,9800,10000,9760,10000,14794,72000.0,7200000.0
2012-06-25,10000,10000,9810,9940,20452,71568.0,7200000.0
2012-06-26,9930,9930,9750,9830,21047,70776.0,7200000.0
2012-06-27,9990,10000,9400,9600,27200,69120.0,7200000.0
2012-06-28,9440,9750,9440,9500,17330,68400.0,7200000.0
2012-06-29,9400,9850,9310,9560,35023,68832.0,7200000.0
2012-07-02,9650,9760,9330,9390,40676,67608.0,7200000.0
2012-07-03,9340,9480,9210,9300,24959,66960.0,7200000.0
2012-07-04,9400,9400,9100,9120,22075,65664.0,7200000.0
2012-07-05,9250,9250,8980,8980,40753,64656.0,7200000.0
2012-07-06,9120,9120,8940,9000,24060,64800.0,7200000.0
2012-07-09,8900,8980,8740,8860,23312,63792.0,7200000.0
2012-07-10,8850,8870,8600,8700,29671,62640.0,7200000.0
2012-07-11,8550,8690,8390,8410,54300,60552.0,7200000.0
2012-07-12,8400,8480,8100,8100,43891,58320.0,7200000.0
2012-07-13,8090,8290,7700,8100,65770,58320.0,7200000.0
2012-07-16,8220,8550,8200,8230,61746,59256.0,7200000.0
2012-07-17,8290,8290,7960,8030,41406,57816.0,7200000.0
2012-07-18,8040,8050,7500,7500,48149,54000.0,7200000.0
2012-07-19,7550,7760,7440,7570,39404,54504.0,7200000.0
2012-07-20,7510,7660,7420,7470,42849,53784.0,7200000.0
2012-07-23,7270,7440,7050,7070,43383,50904.0,7200000.0
2012-07-24,7000,7090,6680,6710,96408,48312.0,7200000.0
2012-07-25,6720,6870,6640,6710,89776,48312.0,7200000.0
2012-07-26,6800,6800,6550,6550,37296,47160.0,7200000.0
2012-07-27,6690,7250,6650,7000,276144,50400.0,7200000.0
2012-07-30,6940,7240,6710,6730,136040,48456.0,7200000.0
2012-07-31,6800,6880,6650,6830,29109,49176.0,7200000.0
2012-08-01,6830,6950,6730,6820,33339,49104.0,7200000.0
2012-08-02,6750,6930,6660,6760,39575,48672.0,7200000.0
2012-08-03,6740,6790,6610,6650,22168,47880.0,7200000.0
2012-08-06,6680,6840,6680,6700,23007,48240.0,7200000.0
2012-08-07,6700,7050,6660,7000,200579,50400.0,7200000.0
2012-08-08,7010,7650,7010,7200,340725,51840.0,7200000.0
2012-08-09,7290,7380,7200,7290,60471,52488.0,7200000.0
2012-08-10,7290,7570,7270,7350,74019,52920.0,7200000.0
2012-08-13,7350,7520,7350,7520,35520,54144.0,7200000.0
2012-08-14,7520,7630,7280,7410,91280,53352.0,7200000.0
2012-08-16,7410,7440,7290,7340,32674,52848.0,7200000.0
2012-08-17,7340,7470,7290,7340,43500,52848.0,7200000.0
2012-08-20,7410,7500,7270,7450,52486,53640.0,7200000.0
2012-08-21,7430,7590,7300,7310,40292,52632.0,7200000.0
2012-08-22,7380,7380,7170,7230,52467,52056.0,7200000.0
2012-08-23,7210,7630,7200,7500,151325,54000.0,7200000.0
2012-08-24,7500,7580,7450,7520,35609,54144.0,7200000.0
2012-08-27,7500,7650,7450,7570,94513,54504.0,7200000.0
2012-08-28,7750,8490,7620,7620,551252,54864.0,7200000.0
2012-08-29,7680,7880,7570,7880,82176,56736.0,7200000.0
2012-08-30,7880,7890,7620,7640,58106,55008.0,7200000.0
2012-08-31,7640,7870,7560,7620,32437,54864.0,7200000.0
2012-09-03,7800,7800,7400,7450,58004,53640.0,7200000.0
2012-09-04,7570,7570,7120,7120,43902,51264.0,7200000.0
2012-09-05,7120,7150,6850,6980,37159,50256.0,7200000.0
2012-09-06,7120,7120,6800,6950,28141,50040.0,7200000.0
2012-09-07,7050,7050,6850,6900,33789,49680.0,7200000.0
2012-09-10,6900,7220,6900,7090,37663,51048.0,7200000.0
2012-09-11,7090,7290,7050,7150,16197,51480.0,7200000.0
2012-09-12,7200,7250,7110,7200,15876,51840.0,7200000.0
2012-09-13,7120,7350,7120,7300,30522,52560.0,7200000.0
2012-09-14,7340,7610,7310,7380,26087,53136.0,7200000.0
2012-09-17,7360,7430,7270,7410,14457,53352.0,7200000.0
2012-09-18,7330,7530,7320,7440,21047,53568.0,7200000.0
2012-09-19,7400,7440,7300,7350,21592,52920.0,7200000.0
2012-09-20,7350,7800,7350,7550,55954,54360.0,7200000.0
2012-09-21,7710,7710,7500,7600,37935,54720.0,7200000.0
2012-09-24,7540,7860,7520,7720,75943,55584.0,7200000.0
2012-09-25,7730,7730,7310,7320,75697,52704.0,7200000.0
2012-09-26,7390,7400,6980,6980,53490,50256.0,7200000.0
2012-09-27,7030,7340,7000,7000,42527,50400.0,7200000.0
2012-09-28,7030,7130,7000,7040,15298,50688.0,7200000.0
2012-10-02,7120,7300,7040,7070,25551,50904.0,7200000.0
2012-10-04,7140,7330,7100,7320,18522,52704.0,7200000.0
2012-10-05,7340,7890,7340,7800,99079,56160.0,7200000.0
2012-10-08,8000,8000,7740,7820,47916,56304.0,7200000.0
2012-10-09,7900,7900,7630,7700,37911,55440.0,7200000.0
2012-10-10,7790,7790,7460,7460,31473,53712.0,7200000.0
2012-10-11,7400,7600,7350,7600,20833,54720.0,7200000.0
2012-10-12,7530,7690,7530,7570,12188,54504.0,7200000.0
2012-10-15,7800,7800,7310,7310,25443,52632.0,7200000.0
2012-10-16,7330,7480,7320,7330,28264,52776.0,7200000.0
2012-10-17,7460,7460,7280,7280,21739,52416.0,7200000.0
2012-10-18,7310,7310,6990,7000,44179,50400.0,7200000.0
2012-10-19,7020,7070,6950,7030,20323,50616.0,7200000.0
2012-10-22,6900,6990,6810,6930,23861,49896.0,7200000.0
2012-10-23,7100,7100,6860,7000,13239,50400.0,7200000.0
2012-10-24,6780,7110,6750,6830,46389,49176.0,7200000.0
2012-10-25,6750,7420,6740,7000,63340,50400.0,7200000.0
2012-10-26,7000,7810,6790,7020,364694,50544.0,7200000.0
2012-10-29,7130,7450,7030,7250,164348,52200.0,7200000.0
2012-10-30,7210,7720,7210,7480,152355,53856.0,7200000.0
2012-10-31,7640,7650,7280,7340,97982,52848.0,7200000.0
2012-11-01,7250,7390,6950,7300,95820,52560.0,7200000.0
2012-11-02,7400,7550,7250,7500,105892,54000.0,7200000.0
2012-11-05,7490,8340,7440,8270,470972,59544.0,7200000.0
2012-11-06,8310,8770,8230,8750,336626,63000.0,7200000.0
2012-11-07,8880,8940,8650,8780,171944,63216.0,7200000.0
2012-11-08,8610,9530,8510,9200,225091,66240.0,7200000.0
2012-11-09,9110,9580,9090,9130,156614,65736.0,7200000.0
2012-11-12,9040,9120,8360,8560,221094,61632.0,7200000.0
2012-11-13,8670,9840,8560,9840,696411,70848.0,7200000.0
2012-11-14,10200,10750,9430,9430,1138780,67896.0,7200000.0
2012-11-15,9220,9420,8270,8420,517008,60624.0,7200000.0
2012-11-16,8350,8500,7360,7430,345086,53496.0,7200000.0
2012-11-19,7500,7730,7270,7280,249697,52416.0,7200000.0
2012-11-20,7440,7700,7390,7470,196011,53784.0,7200000.0
2012-11-21,7430,7580,6910,6910,302462,49752.0,7200000.0
2012-11-22,6930,7290,6910,7150,140163,51480.0,7200000.0
2012-11-23,7170,7370,7050,7070,99458,50904.0,7200000.0
2012-11-26,7080,7130,6720,6830,121488,49176.0,7200000.0
2012-11-27,6860,7040,6750,6910,75344,49752.0,7200000.0
2012-11-28,6990,7320,6930,7060,165599,50832.0,7200000.0
2012-11-29,7110,7230,7050,7100,41014,51120.0,7200000.0
2012-11-30,7070,7150,6950,6970,55188,50184.0,7200000.0
2012-12-03,6930,7060,6930,6990,21200,50328.0,7200000.0
2012-12-04,6950,7060,6870,6890,43524,49608.0,7200000.0
2012-12-05,6880,6920,6400,6500,121700,46800.0,7200000.0
2012-12-06,6410,6650,6410,6520,46301,46944.0,7200000.0
2012-12-07,6530,6620,6410,6480,63044,46656.0,7200000.0
2012-12-10,6500,6530,6400,6450,46430,46440.0,7200000.0
2012-12-11,6450,6740,6450,6690,50318,48168.0,7200000.0
2012-12-12,6720,6970,6550,6950,48635,50040.0,7200000.0
2012-12-13,6960,7060,6740,6950,21456,50040.0,7200000.0
2012-12-14,6950,7000,6890,6900,11878,49680.0,7200000.0
2012-12-17,7000,7220,6870,6870,78534,49464.0,7200000.0
2012-12-18,7000,7000,6830,6910,24204,49752.0,7200000.0
2012-12-20,6810,6930,6770,6770,34193,48744.0,7200000.0
2012-12-21,6720,6770,6480,6480,52522,46656.0,7200000.0
2012-12-24,6510,6650,6440,6440,25326,46368.0,7200000.0
2012-12-26,6400,6440,6250,6260,83944,45072.0,7200000.0
2012-12-27,6270,6380,6260,6310,21457,45432.0,7200000.0
2012-12-28,6510,7000,6510,6650,210243,47880.0,7200000.0
2013-01-02,6740,6950,6610,6820,74978,49104.0,7200000.0
2013-01-03,6990,6990,6800,6910,53987,49752.0,7200000.0
2013-01-04,6850,7120,6810,7120,65851,51264.0,7200000.0
2013-01-07,7130,7960,7020,7710,251239,55512.0,7200000.0
2013-01-08,7650,7950,7560,7760,100856,55872.0,7200000.0
2013-01-09,7700,8230,7700,7780,126233,56016.0,7200000.0
2013-01-10,7790,7900,7640,7750,58608,55800.0,7200000.0
2013-01-11,7870,7870,7500,7640,94103,55008.0,7200000.0
2013-01-14,7800,7800,7510,7510,62198,54072.0,7200000.0
2013-01-15,7550,8180,7410,7720,225411,55584.0,7200000.0
2013-01-16,7800,7850,7450,7500,99698,54000.0,7200000.0
2013-01-17,7640,7640,7180,7250,59095,52200.0,7200000.0
2013-01-18,7260,7360,7190,7350,63003,52920.0,7200000.0
2013-01-21,7310,7360,7220,7250,31497,52200.0,7200000.0
2013-01-22,7250,7780,7220,7590,103896,54648.0,7200000.0
2013-01-23,7810,7810,7460,7500,41667,54000.0,7200000.0
2013-01-24,7790,7790,7310,7310,42352,52632.0,7200000.0
2013-01-25,7300,7430,6710,7010,63385,50472.0,7200000.0
2013-01-28,7000,7040,6690,6900,97545,49680.0,7200000.0
2013-01-29,6830,7000,6800,6950,38396,50040.0,7200000.0
2013-01-30,6960,6990,6900,6930,26638,49896.0,7200000.0
2013-01-31,6850,6880,6550,6700,74200,48240.0,7200000.0
2013-02-01,6700,6780,6650,6650,12631,47880.0,7200000.0
2013-02-04,6660,6800,6660,6680,8148,48096.0,7200000.0
2013-02-05,6720,6830,6650,6650,32934,47880.0,7200000.0
2013-02-06,6800,6820,6620,6730,23504,48456.0,7200000.0
2013-02-07,6670,6970,6670,6870,32363,49464.0,7200000.0
2013-02-08,6800,6960,6800,6840,16663,49248.0,7200000.0
