우리손에프앤지(073560),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-04-12,2380,2380,2345,2345,145348,162362.0,69237643.0
2018-04-13,2340,2365,2315,2340,122131,162016.0,69237643.0
2018-04-16,2340,2340,2300,2340,134020,162016.0,69237643.0
2018-04-17,2340,2355,2320,2325,65729,160978.0,69237643.0
2018-04-18,2335,2375,2330,2365,139427,163747.0,69237643.0
2018-04-19,2365,2415,2355,2395,315274,165824.0,69237643.0
2018-04-20,2410,2410,2350,2385,200342,165132.0,69237643.0
2018-04-23,2385,2405,2320,2380,256095,164786.0,69237643.0
2018-04-24,2385,2395,2345,2380,191038,164786.0,69237643.0
2018-04-25,2350,2485,2350,2450,1024372,169632.0,69237643.0
2018-04-26,2475,2480,2430,2465,431948,170671.0,69237643.0
2018-04-27,2465,2475,2410,2460,286739,170325.0,69237643.0
2018-04-30,2460,2470,2380,2405,463642,166517.0,69237643.0
2018-05-02,2410,2650,2410,2595,4780072,179672.0,69237643.0
2018-05-03,2590,2590,2510,2540,821614,175864.0,69237643.0
2018-05-04,2530,2650,2465,2600,1210578,180018.0,69237643.0
2018-05-08,2630,2630,2490,2530,692827,175171.0,69237643.0
2018-05-09,2510,2520,2410,2475,811170,171363.0,69237643.0
2018-05-10,2475,2500,2350,2485,839153,172056.0,69237643.0
2018-05-11,2460,2515,2435,2495,615920,172748.0,69237643.0
2018-05-14,2505,2545,2460,2505,422305,173440.0,69237643.0
2018-05-15,2510,2585,2490,2560,1043763,177248.0,69237643.0
2018-05-16,2480,2530,2440,2495,761164,172748.0,69237643.0
2018-05-17,2505,2505,2455,2485,346790,172056.0,69237643.0
2018-05-18,2485,2490,2460,2480,188591,171709.0,69237643.0
2018-05-21,2480,2485,2440,2450,224058,169632.0,69237643.0
2018-05-23,2475,2490,2425,2465,521391,170671.0,69237643.0
2018-05-24,2460,2460,2420,2435,268058,168594.0,69237643.0
2018-05-25,2405,2415,2365,2390,315782,165478.0,69237643.0
2018-05-28,2405,2460,2405,2460,256487,170325.0,69237643.0
2018-05-29,2460,2470,2405,2445,341652,169286.0,69237643.0
2018-05-30,2445,2460,2400,2450,266336,169632.0,69237643.0
2018-05-31,2460,2565,2455,2515,873425,174133.0,69237643.0
2018-06-01,2525,2550,2500,2515,432961,174133.0,69237643.0
2018-06-04,2520,2540,2485,2505,341412,173440.0,69237643.0
2018-06-05,2500,2515,2490,2505,223392,173440.0,69237643.0
2018-06-07,2505,2555,2485,2525,715603,174825.0,69237643.0
2018-06-08,2525,2525,2490,2490,198878,172402.0,69237643.0
2018-06-11,2540,2695,2505,2510,3770260,173786.0,69237643.0
2018-06-12,2540,2575,2490,2550,1116567,176556.0,69237643.0
2018-06-14,2575,2590,2520,2550,716850,176556.0,69237643.0
2018-06-15,2530,2555,2455,2520,692046,174479.0,69237643.0
2018-06-18,2495,2510,2395,2425,473810,167901.0,69237643.0
2018-06-19,2425,2440,2370,2370,380344,164093.0,69237643.0
2018-06-20,2360,2425,2350,2355,314919,163055.0,69237643.0
2018-06-21,2360,2400,2345,2355,240540,163055.0,69237643.0
2018-06-22,2345,2385,2285,2345,527214,162362.0,69237643.0
2018-06-25,2350,2375,2310,2355,194935,163055.0,69237643.0
2018-06-26,2335,2355,2310,2350,90964,162708.0,69237643.0
2018-06-27,2350,2415,2310,2400,474849,166170.0,69237643.0
2018-06-28,2350,2375,2270,2295,346310,158900.0,69237643.0
2018-06-29,2300,2320,2250,2300,210987,159247.0,69237643.0
2018-07-02,2300,2305,2205,2210,349711,153015.0,69237643.0
2018-07-03,2210,2250,2200,2200,191786,152323.0,69237643.0
2018-07-04,2190,2250,2185,2195,143385,151977.0,69237643.0
2018-07-05,2195,2300,2165,2255,535350,156131.0,69237643.0
2018-07-06,2265,2295,2220,2275,305092,157516.0,69237643.0
2018-07-09,2265,2330,2250,2315,192934,160285.0,69237643.0
2018-07-10,2320,2325,2285,2290,225212,158554.0,69237643.0
2018-07-11,2300,2305,2265,2265,124550,156823.0,69237643.0
2018-07-12,2260,2295,2245,2270,192051,157169.0,69237643.0
2018-07-13,2270,2295,2265,2275,121761,157516.0,69237643.0
2018-07-16,2295,2305,2250,2265,181731,156823.0,69237643.0
2018-07-17,2250,2280,2235,2245,103403,155439.0,69237643.0
2018-07-18,2270,2270,2205,2205,187761,152669.0,69237643.0
2018-07-19,2200,2235,2170,2190,166651,151630.0,69237643.0
2018-07-20,2190,2200,2130,2135,368847,147822.0,69237643.0
2018-07-23,2110,2140,2080,2080,181874,144014.0,69237643.0
2018-07-24,2110,2145,2075,2120,75188,146784.0,69237643.0
2018-07-25,2100,2130,2095,2100,67064,145399.0,69237643.0
2018-07-26,2100,2145,2080,2125,109313,147130.0,69237643.0
2018-07-27,2145,2170,2120,2160,74801,149553.0,69237643.0
2018-07-30,2140,2180,2140,2180,73645,150938.0,69237643.0
2018-07-31,2175,2180,2145,2160,109261,149553.0,69237643.0
2018-08-01,2120,2170,2120,2165,119620,149899.0,69237643.0
2018-08-02,2165,2180,2145,2150,42149,148861.0,69237643.0
2018-08-03,2150,2200,2140,2165,136119,149899.0,69237643.0
2018-08-06,2170,2185,2150,2165,90393,149899.0,69237643.0
2018-08-07,2135,2165,2135,2160,185013,149553.0,69237643.0
2018-08-08,2160,2175,2115,2115,182764,146438.0,69237643.0
2018-08-09,2105,2140,2105,2120,127902,146784.0,69237643.0
2018-08-10,2130,2145,2125,2140,108691,148169.0,69237643.0
2018-08-13,2140,2155,2075,2085,272483,144360.0,69237643.0
2018-08-14,2090,2110,2085,2095,76413,145053.0,69237643.0
2018-08-16,2090,2125,2070,2125,142902,147130.0,69237643.0
2018-08-17,2130,2155,2110,2120,151994,146784.0,69237643.0
2018-08-20,2115,2140,2110,2125,58588,147130.0,69237643.0
2018-08-21,2140,2140,2115,2125,116924,147130.0,69237643.0
2018-08-22,2130,2245,2130,2165,1379557,149899.0,69237643.0
2018-08-23,2170,2180,2125,2135,320199,147822.0,69237643.0
2018-08-24,2140,2155,2110,2125,287065,147130.0,69237643.0
2018-08-27,2145,2145,2105,2115,246323,146438.0,69237643.0
2018-08-28,2140,2145,2115,2115,235941,146438.0,69237643.0
2018-08-29,2130,2130,2100,2110,210131,146091.0,69237643.0
2018-08-30,2120,2120,2095,2110,163583,146091.0,69237643.0
2018-08-31,2110,2130,2095,2120,72119,146784.0,69237643.0
2018-09-03,2125,2130,2110,2120,61619,146784.0,69237643.0
2018-09-04,2130,2130,2095,2110,290524,146091.0,69237643.0
2018-09-05,2115,2125,2100,2120,104875,146784.0,69237643.0
2018-09-06,2110,2125,2090,2095,136007,145053.0,69237643.0
2018-09-07,2095,2110,2085,2095,122383,145053.0,69237643.0
2018-09-10,2095,2115,2080,2085,126852,144360.0,69237643.0
2018-09-11,2085,2115,2085,2100,130445,145399.0,69237643.0
2018-09-12,2110,2125,2095,2100,165360,145399.0,69237643.0
2018-09-13,2100,2135,2085,2100,201722,145399.0,69237643.0
2018-09-14,2100,2120,2095,2115,98674,146438.0,69237643.0
2018-09-17,2120,2120,2095,2095,77646,145053.0,69237643.0
2018-09-18,2080,2110,2080,2095,181709,145053.0,69237643.0
2018-09-19,2090,2090,2065,2075,223175,143668.0,69237643.0
2018-09-20,2070,2085,2035,2060,213063,142630.0,69237643.0
2018-09-21,2065,2065,2030,2060,143194,142630.0,69237643.0
2018-09-27,2055,2090,2050,2055,117488,142283.0,69237643.0
2018-09-28,2050,2065,2030,2040,153112,141245.0,69237643.0
2018-10-01,2045,2045,2020,2040,129411,141245.0,69237643.0
2018-10-02,2040,2070,2020,2030,137305,140552.0,69237643.0
2018-10-04,2025,2050,2015,2020,121779,139860.0,69237643.0
2018-10-05,2010,2025,1995,2000,102504,138475.0,69237643.0
2018-10-08,2000,2015,1995,2000,63882,138475.0,69237643.0
2018-10-10,2000,2005,1930,1945,404053,134667.0,69237643.0
2018-10-11,1875,1910,1800,1800,567381,124628.0,69237643.0
2018-10-12,1740,1830,1725,1820,303093,126013.0,69237643.0
2018-10-15,1800,1835,1795,1805,133511,124974.0,69237643.0
2018-10-16,1810,1870,1810,1850,102111,128090.0,69237643.0
2018-10-17,1850,1885,1825,1845,140276,127743.0,69237643.0
2018-10-18,1850,1870,1830,1830,102888,126705.0,69237643.0
2018-10-19,1840,1840,1775,1805,288744,124974.0,69237643.0
2018-10-22,1805,1830,1790,1800,152848,124628.0,69237643.0
2018-10-23,1795,1825,1755,1780,188792,123243.0,69237643.0
2018-10-24,1780,1805,1745,1755,159499,121512.0,69237643.0
2018-10-25,1720,1725,1615,1655,517470,114588.0,69237643.0
2018-10-26,1655,1675,1575,1590,453002,110088.0,69237643.0
2018-10-29,1550,1635,1490,1490,467206,103164.0,69237643.0
2018-10-30,1450,1530,1450,1500,467816,103856.0,69237643.0
2018-10-31,1505,1565,1500,1565,180523,108357.0,69237643.0
2018-11-01,1565,1715,1565,1665,293340,115281.0,69237643.0
2018-11-02,1690,1735,1685,1715,148009,118743.0,69237643.0
2018-11-05,1700,1710,1670,1690,81002,117012.0,69237643.0
2018-11-06,1690,1780,1675,1755,254813,121512.0,69237643.0
2018-11-07,1745,1775,1710,1740,183531,120473.0,69237643.0
2018-11-08,1755,1775,1725,1735,207081,120127.0,69237643.0
2018-11-09,1765,1775,1695,1700,203627,117704.0,69237643.0
2018-11-12,1705,1705,1655,1655,208625,114588.0,69237643.0
2018-11-13,1640,1640,1590,1635,220396,113204.0,69237643.0
2018-11-14,1625,1655,1600,1610,202153,111473.0,69237643.0
2018-11-15,1605,1640,1585,1610,287157,111473.0,69237643.0
2018-11-16,1615,1640,1595,1610,241862,111473.0,69237643.0
2018-11-19,1615,1655,1615,1625,266854,112511.0,69237643.0
2018-11-20,1610,1640,1610,1625,144738,112511.0,69237643.0
2018-11-21,1620,1665,1595,1660,329043,114934.0,69237643.0
2018-11-22,1670,1685,1650,1655,130705,114588.0,69237643.0
2018-11-23,1670,1670,1615,1620,171526,112165.0,69237643.0
2018-11-26,1620,1650,1615,1620,126579,112165.0,69237643.0
2018-11-27,1630,1635,1615,1625,89558,112511.0,69237643.0
2018-11-28,1630,1630,1610,1615,169628,111819.0,69237643.0
2018-11-29,1620,1645,1615,1630,181768,112857.0,69237643.0
2018-11-30,1630,1640,1610,1615,152633,111819.0,69237643.0
2018-12-03,1630,1665,1620,1650,197826,114242.0,69237643.0
2018-12-04,1640,1685,1630,1670,149135,115627.0,69237643.0
2018-12-05,1650,1665,1630,1640,80629,113550.0,69237643.0
2018-12-06,1645,1655,1595,1600,173423,110780.0,69237643.0
2018-12-07,1605,1670,1600,1670,245221,115627.0,69237643.0
2018-12-10,1750,1800,1645,1655,2740208,114588.0,69237643.0
2018-12-11,1680,1685,1595,1600,649952,110780.0,69237643.0
2018-12-12,1620,1635,1590,1605,497903,111126.0,69237643.0
2018-12-13,1610,1625,1600,1615,216546,111819.0,69237643.0
2018-12-14,1610,1635,1595,1615,215960,111819.0,69237643.0
2018-12-17,1600,1610,1590,1600,246314,110780.0,69237643.0
2018-12-18,1590,1605,1500,1585,821418,109742.0,69237643.0
2018-12-19,1590,1590,1560,1570,140198,108703.0,69237643.0
2018-12-20,1560,1575,1530,1540,184295,106626.0,69237643.0
2018-12-21,1530,1590,1530,1580,127765,109395.0,69237643.0
2018-12-24,1555,1590,1545,1560,83593,108011.0,69237643.0
2018-12-26,1530,1560,1525,1540,102839,106626.0,69237643.0
2018-12-27,1550,1575,1545,1555,75897,107665.0,69237643.0
2018-12-28,1555,1585,1550,1575,141815,109049.0,69237643.0
2019-01-02,1595,1610,1575,1590,160977,110088.0,69237643.0
2019-01-03,1585,1610,1565,1585,89316,109742.0,69237643.0
2019-01-04,1575,1640,1560,1600,130776,110780.0,69237643.0
2019-01-07,1610,1625,1590,1615,269961,111819.0,69237643.0
2019-01-08,1615,1620,1595,1600,187379,110780.0,69237643.0
2019-01-09,1600,1620,1590,1600,160435,110780.0,69237643.0
2019-01-10,1615,1615,1575,1600,189851,110780.0,69237643.0
2019-01-11,1600,1605,1580,1590,131221,110088.0,69237643.0
2019-01-14,1605,1680,1600,1600,858833,110780.0,69237643.0
2019-01-15,1610,1645,1605,1620,497219,112165.0,69237643.0
2019-01-16,1630,1635,1610,1610,466944,111473.0,69237643.0
2019-01-17,1630,1690,1625,1685,1664771,116665.0,69237643.0
2019-01-18,1720,1725,1670,1685,520139,116665.0,69237643.0
2019-01-21,1690,1740,1680,1730,513183,119781.0,69237643.0
2019-01-22,1735,1740,1695,1710,333004,118396.0,69237643.0
2019-01-23,1720,1765,1685,1735,297228,120127.0,69237643.0
2019-01-24,1735,1755,1715,1740,236612,120473.0,69237643.0
2019-01-25,1745,1775,1730,1740,432987,120473.0,69237643.0
2019-01-28,1740,1760,1720,1745,294838,120820.0,69237643.0
2019-01-29,1750,1770,1735,1745,241928,120820.0,69237643.0
2019-01-30,1745,1760,1705,1730,220767,119781.0,69237643.0
2019-01-31,1730,1740,1685,1715,311056,118743.0,69237643.0
2019-02-01,1705,1730,1695,1715,202952,118743.0,69237643.0
2019-02-07,1715,1715,1690,1705,154376,118050.0,69237643.0
2019-02-08,1695,1725,1680,1705,253831,118050.0,69237643.0
2019-02-11,1710,1710,1670,1690,214075,117012.0,69237643.0
2019-02-12,1670,1690,1660,1670,150309,115627.0,69237643.0
2019-02-13,1685,1720,1670,1695,292478,117358.0,69237643.0
2019-02-14,1695,1705,1675,1695,119944,117358.0,69237643.0
2019-02-15,1695,1740,1690,1720,262915,119089.0,69237643.0
2019-02-18,1730,1745,1715,1730,182220,119781.0,69237643.0
2019-02-19,1730,1735,1700,1720,130244,119089.0,69237643.0
2019-02-20,1720,1825,1720,1825,905348,126359.0,69237643.0
2019-02-21,1825,1825,1770,1780,511045,123243.0,69237643.0
2019-02-22,1780,1845,1760,1800,701035,124628.0,69237643.0
2019-02-25,1800,1820,1765,1800,354757,124628.0,69237643.0
2019-02-26,1785,1790,1755,1755,376315,121512.0,69237643.0
2019-02-27,1765,1770,1740,1740,190739,120473.0,69237643.0
2019-02-28,1740,1810,1715,1715,849006,118743.0,69237643.0
2019-03-04,1720,1760,1720,1750,157963,121166.0,69237643.0
2019-03-05,1740,1760,1725,1750,192913,121166.0,69237643.0
2019-03-06,1750,1775,1745,1755,306457,121512.0,69237643.0
2019-03-07,1760,1810,1745,1770,461114,122551.0,69237643.0
2019-03-08,1770,1800,1760,1775,284294,122897.0,69237643.0
2019-03-11,1780,1795,1750,1785,391637,123589.0,69237643.0
2019-03-12,1880,2060,1805,1820,11710993,126013.0,69237643.0
2019-03-13,1825,1845,1790,1835,1144430,127051.0,69237643.0
2019-03-14,1850,1870,1830,1840,1191313,127397.0,69237643.0
2019-03-15,1830,1870,1815,1870,1060430,129474.0,69237643.0
2019-03-18,2020,2210,2020,2085,18329138,144360.0,69237643.0
2019-03-19,2080,2145,2040,2140,4833346,148169.0,69237643.0
2019-03-20,2145,2190,2070,2150,3197455,148861.0,69237643.0
2019-03-21,2180,2285,2085,2165,5121221,149899.0,69237643.0
2019-03-22,2240,2335,2160,2335,5034440,161670.0,69237643.0
2019-03-25,2285,2460,2250,2300,5506225,159247.0,69237643.0
2019-03-26,2370,2395,2205,2305,2705304,159593.0,69237643.0
2019-03-27,2305,2345,2200,2250,1400824,155785.0,69237643.0
2019-03-28,2280,2470,2200,2335,3224951,161670.0,69237643.0
2019-03-29,2335,2410,2265,2360,1911771,163401.0,69237643.0
2019-04-01,2340,2365,2280,2280,1104113,157862.0,69237643.0
2019-04-02,2315,2500,2265,2490,3356535,172402.0,69237643.0
2019-04-03,2470,2495,2405,2455,1577053,169978.0,69237643.0
2019-04-04,2465,2505,2400,2425,1001631,167901.0,69237643.0
2019-04-05,2485,2530,2435,2510,1656180,173786.0,69237643.0
2019-04-08,2525,2650,2480,2630,3450507,182095.0,69237643.0
2019-04-09,2650,2980,2625,2900,13580621,200789.0,69237643.0
2019-04-10,2895,2950,2815,2920,3385457,202174.0,69237643.0
2019-04-11,2900,2900,2715,2745,3689401,190057.0,69237643.0
2019-04-12,2740,2915,2730,2865,3541708,198366.0,69237643.0
2019-04-15,2880,2900,2780,2790,1079300,193173.0,69237643.0
2019-04-16,2780,2865,2720,2840,1995647,196635.0,69237643.0
2019-04-17,2840,2950,2780,2890,1938935,200097.0,69237643.0
2019-04-18,2915,3240,2905,3115,15702186,215675.0,69237643.0
2019-04-19,3240,3290,3030,3145,4270896,217752.0,69237643.0
2019-04-22,3200,3365,3010,3100,4952262,214637.0,69237643.0
2019-04-23,3175,3180,2960,3065,4178416,212213.0,69237643.0
2019-04-24,3085,3215,3005,3085,5873486,213598.0,69237643.0
2019-04-25,3110,3120,2935,2935,3226535,203212.0,69237643.0
2019-04-26,2885,2960,2850,2850,2720022,197327.0,69237643.0
2019-04-29,2900,2965,2860,2860,2231687,198020.0,69237643.0
2019-04-30,2885,2945,2820,2865,2863496,198366.0,69237643.0
2019-05-02,2805,2980,2785,2965,2451244,205290.0,69237643.0
2019-05-03,2980,3025,2925,3000,1972366,207713.0,69237643.0
2019-05-07,2965,3160,2925,3120,2866090,216021.0,69237643.0
2019-05-08,3090,3175,2900,2925,3069010,202520.0,69237643.0
2019-05-09,2930,2940,2690,2735,2876724,189365.0,69237643.0
2019-05-10,2720,2800,2660,2730,2471095,189019.0,69237643.0
2019-05-13,2735,2830,2620,2625,1878737,181749.0,69237643.0
2019-05-14,2560,2800,2550,2740,1922888,189711.0,69237643.0
2019-05-15,2830,2865,2710,2730,1536064,189019.0,69237643.0
2019-05-16,2770,2785,2625,2765,1511030,191442.0,69237643.0
2019-05-17,2845,2850,2600,2600,1524530,180018.0,69237643.0
2019-05-20,2580,2660,2480,2520,1578923,174479.0,69237643.0
2019-05-21,2500,2630,2500,2570,913173,177941.0,69237643.0
2019-05-22,2600,2695,2560,2675,1478925,185211.0,69237643.0
2019-05-23,2685,2745,2555,2585,1815277,178979.0,69237643.0
2019-05-24,2585,2660,2500,2585,1105735,178979.0,69237643.0
2019-05-27,2670,2770,2610,2660,2997835,184172.0,69237643.0
2019-05-28,2710,2710,2590,2660,687072,184172.0,69237643.0
2019-05-29,2640,2660,2505,2525,1376609,174825.0,69237643.0
2019-05-30,2620,2630,2380,2405,2016114,166517.0,69237643.0
2019-05-31,2425,2600,2380,2595,3718755,179672.0,69237643.0
2019-06-03,2790,2970,2610,2620,9159106,181403.0,69237643.0
2019-06-04,2630,2755,2530,2725,3232022,188673.0,69237643.0
2019-06-05,2725,2790,2660,2670,2006815,184865.0,69237643.0
2019-06-07,2675,2730,2620,2700,1690542,186942.0,69237643.0
2019-06-10,2740,2740,2675,2695,1085176,186595.0,69237643.0
2019-06-11,2700,2720,2570,2590,2286857,179325.0,69237643.0
2019-06-12,2570,2635,2505,2535,1704202,175517.0,69237643.0
2019-06-13,2530,2560,2355,2425,2589429,167901.0,69237643.0
2019-06-14,2415,2440,2295,2325,1758831,160978.0,69237643.0
2019-06-17,2320,2360,2285,2295,682078,158900.0,69237643.0
2019-06-18,2285,2380,2275,2295,686489,158900.0,69237643.0
2019-06-19,2315,2335,2265,2310,755153,159939.0,69237643.0
2019-06-20,2310,2355,2305,2330,399338,161324.0,69237643.0
2019-06-21,2320,2350,2260,2260,614811,156477.0,69237643.0
2019-06-24,2265,2265,2210,2220,583478,153708.0,69237643.0
2019-06-25,2225,2235,2095,2115,1559480,146438.0,69237643.0
2019-06-26,2120,2215,2115,2175,1045106,150592.0,69237643.0
2019-06-27,2175,2235,2135,2150,933397,148861.0,69237643.0
2019-06-28,2150,2170,2105,2145,453925,148515.0,69237643.0
2019-07-01,2140,2170,2090,2165,510355,149899.0,69237643.0
2019-07-02,2160,2185,2100,2115,507719,146438.0,69237643.0
2019-07-03,2120,2135,2050,2075,617994,143668.0,69237643.0
2019-07-04,2065,2150,2055,2130,644307,147476.0,69237643.0
2019-07-05,2130,2235,2130,2190,1427784,151630.0,69237643.0
2019-07-08,2165,2190,2045,2095,930782,145053.0,69237643.0
2019-07-09,2085,2175,2085,2110,516795,146091.0,69237643.0
2019-07-10,2115,2220,2115,2155,727081,149207.0,69237643.0
2019-07-11,2160,2185,2130,2155,593544,149207.0,69237643.0
2019-07-12,2155,2250,2140,2245,982814,155439.0,69237643.0
2019-07-15,2260,2270,2190,2190,661306,151630.0,69237643.0
2019-07-16,2195,2230,2125,2165,502601,149899.0,69237643.0
2019-07-17,2170,2190,2090,2090,353480,144707.0,69237643.0
2019-07-18,2090,2160,2070,2105,374349,145745.0,69237643.0
2019-07-19,2115,2205,2110,2200,568310,152323.0,69237643.0
2019-07-22,2220,2270,2195,2240,1132229,155092.0,69237643.0
2019-07-23,2210,2235,2160,2160,527737,149553.0,69237643.0
2019-07-24,2160,2185,2110,2130,507635,147476.0,69237643.0
2019-07-25,2125,2150,2080,2095,577782,145053.0,69237643.0
2019-07-26,2070,2135,2040,2050,467249,141937.0,69237643.0
2019-07-29,2020,2030,1865,1880,1187678,130167.0,69237643.0
2019-07-30,1830,1965,1830,1945,965518,134667.0,69237643.0
2019-07-31,1915,2020,1900,1990,784117,137783.0,69237643.0
2019-08-01,1955,2060,1930,1960,660559,135706.0,69237643.0
2019-08-02,1925,2015,1910,1960,283376,135706.0,69237643.0
2019-08-05,1960,1970,1800,1820,609389,126013.0,69237643.0
2019-08-06,1715,1910,1675,1770,839593,122551.0,69237643.0
2019-08-07,1770,1895,1770,1845,602203,127743.0,69237643.0
2019-08-08,1890,1930,1860,1920,515955,132936.0,69237643.0
2019-08-09,1915,1965,1905,1940,337797,134321.0,69237643.0
2019-08-12,1910,1965,1900,1930,289488,133629.0,69237643.0
2019-08-13,1895,2080,1895,2025,1018735,140206.0,69237643.0
2019-08-14,2055,2070,2010,2035,443168,140899.0,69237643.0
2019-08-16,2005,2030,1910,2010,1012999,139168.0,69237643.0
2019-08-19,2030,2030,1935,2000,524951,138475.0,69237643.0
2019-08-20,2010,2040,1985,2025,246446,140206.0,69237643.0
2019-08-21,2015,2045,2000,2030,250291,140552.0,69237643.0
2019-08-22,2040,2170,2020,2035,1848859,140899.0,69237643.0
2019-08-23,2050,2055,1985,1990,394120,137783.0,69237643.0
2019-08-26,1900,1980,1895,1940,568933,134321.0,69237643.0
2019-08-27,1975,1995,1890,1935,597628,133975.0,69237643.0
2019-08-28,1965,2160,1960,2030,4125613,140552.0,69237643.0
2019-08-29,2010,2020,1945,1965,911873,136052.0,69237643.0
2019-08-30,2030,2330,2015,2250,20206061,155785.0,69237643.0
2019-09-02,2450,2590,2360,2435,25618243,168594.0,69237643.0
2019-09-03,2410,2495,2370,2490,8138118,172402.0,69237643.0
2019-09-04,2415,2525,2385,2525,5596822,174825.0,69237643.0
2019-09-05,2520,2590,2405,2430,6550591,168247.0,69237643.0
2019-09-06,2445,2450,2320,2360,2740453,163401.0,69237643.0
2019-09-09,2360,2380,2270,2285,2596457,158208.0,69237643.0
2019-09-10,2290,2335,2250,2250,1844545,155785.0,69237643.0
2019-09-11,2260,2445,2235,2325,9079336,160978.0,69237643.0
2019-09-16,2370,2475,2320,2335,4476667,161670.0,69237643.0
2019-09-17,2850,2940,2610,2840,31053482,196635.0,69237643.0
2019-09-18,3040,3285,2790,2840,30160714,196635.0,69237643.0
2019-09-19,2750,2760,2600,2640,9376119,182787.0,69237643.0
2019-09-20,2610,2870,2520,2740,23371505,189711.0,69237643.0
2019-09-23,2600,2710,2510,2525,6185880,174825.0,69237643.0
2019-09-24,2780,2795,2580,2620,7806514,181403.0,69237643.0
2019-09-25,2715,3260,2700,2930,99463916,202866.0,69237643.0
2019-09-26,2810,3020,2705,2840,27625982,196635.0,69237643.0
2019-09-27,2930,3020,2760,2785,19704630,192827.0,69237643.0
2019-09-30,2645,2825,2615,2615,9333622,181056.0,69237643.0
2019-10-01,2555,2575,2415,2415,7947755,167209.0,69237643.0
2019-10-02,2475,2540,2360,2415,7259113,167209.0,69237643.0
2019-10-04,2420,2455,2290,2300,5414331,159247.0,69237643.0
2019-10-07,2285,2345,2165,2200,9021113,152323.0,69237643.0
