데이타솔루션(263800),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-04-26,3360,3480,3195,3205,806865,50378.0,15718580.0
2019-04-29,3180,3330,3175,3330,485499,52343.0,15718580.0
2019-04-30,3400,3920,3370,3480,6972195,54701.0,15718580.0
2019-05-02,3465,3640,3415,3630,947002,57058.0,15718580.0
2019-05-03,3640,3670,3500,3615,505256,56823.0,15718580.0
2019-05-07,3540,3585,3475,3545,190402,55722.0,15718580.0
2019-05-08,3450,3610,3410,3535,198421,55565.0,15718580.0
2019-05-09,3535,3600,3340,3400,335933,53443.0,15718580.0
2019-05-10,3375,3435,3235,3250,259506,51085.0,15718580.0
2019-05-13,3320,3450,3290,3310,222734,52028.0,15718580.0
2019-05-14,3250,3430,3250,3400,168470,53443.0,15718580.0
2019-05-15,3405,3595,3350,3575,454821,56194.0,15718580.0
2019-05-16,3555,3625,3445,3450,345585,54229.0,15718580.0
2019-05-17,3455,3550,3420,3470,135167,54543.0,15718580.0
2019-05-20,3475,3945,3360,3945,1525263,62010.0,15718580.0
2019-05-21,3790,3840,3415,3525,1112547,55408.0,15718580.0
2019-05-22,3530,3680,3490,3570,400302,56115.0,15718580.0
2019-05-23,3535,3665,3480,3580,222580,56273.0,15718580.0
2019-05-24,3580,3850,3300,3315,689636,52107.0,15718580.0
2019-05-27,3305,3385,3195,3205,161279,50378.0,15718580.0
2019-05-28,3335,3335,3210,3275,106334,51478.0,15718580.0
2019-05-29,3275,3310,3185,3220,119351,50614.0,15718580.0
2019-05-30,3205,3255,3070,3090,168344,48570.0,15718580.0
2019-05-31,3070,3165,3005,3125,56230,49121.0,15718580.0
2019-06-03,3130,3180,3095,3120,29425,49042.0,15718580.0
2019-06-04,3115,3145,3000,3085,114527,48492.0,15718580.0
2019-06-05,3090,3210,3080,3175,102682,49906.0,15718580.0
2019-06-07,3185,3340,3185,3325,138363,52264.0,15718580.0
2019-06-10,3325,3390,3300,3370,164628,52972.0,15718580.0
2019-06-11,3515,3710,3430,3560,2421650,55958.0,15718580.0
2019-06-12,3505,3565,3370,3440,318041,54072.0,15718580.0
2019-06-13,3450,4240,3450,3830,8708651,60202.0,15718580.0
2019-06-14,3830,3860,3660,3780,1326206,59416.0,15718580.0
2019-06-17,3770,3795,3645,3740,702716,58787.0,15718580.0
2019-06-18,3760,3835,3520,3520,1139436,55329.0,15718580.0
2019-06-19,3565,3710,3520,3665,332165,57609.0,15718580.0
2019-06-20,3665,3785,3580,3625,369220,56980.0,15718580.0
2019-06-21,3640,3845,3640,3685,478264,57923.0,15718580.0
2019-06-24,3685,3800,3600,3630,289652,57058.0,15718580.0
2019-06-25,3685,3770,3560,3750,312627,58945.0,15718580.0
2019-06-26,3760,3760,3640,3690,225261,58002.0,15718580.0
2019-06-27,3655,3720,3445,3510,221562,55172.0,15718580.0
2019-06-28,3495,3560,3330,3415,202746,53679.0,15718580.0
2019-07-01,3370,3530,3365,3390,84370,53286.0,15718580.0
2019-07-02,3350,3450,3350,3425,76915,53836.0,15718580.0
2019-07-03,3425,3460,3360,3380,79945,53129.0,15718580.0
2019-07-04,3380,3485,3335,3480,183512,54701.0,15718580.0
2019-07-05,3790,3790,3485,3525,529467,55408.0,15718580.0
2019-07-08,3565,3565,3345,3370,192488,52972.0,15718580.0
2019-07-09,3390,3450,3110,3150,220795,49514.0,15718580.0
2019-07-10,3160,3250,3115,3185,89003,50064.0,15718580.0
2019-07-11,3300,4140,3300,4140,1300719,65075.0,15718580.0
2019-07-12,4055,4865,4000,4255,16205170,66883.0,15718580.0
2019-07-15,4295,4660,4200,4370,5527923,68690.0,15718580.0
2019-07-16,4355,4515,4100,4480,2286306,70419.0,15718580.0
2019-07-17,4410,4530,4210,4430,1079833,69633.0,15718580.0
2019-07-18,4450,4470,4155,4280,732738,67276.0,15718580.0
2019-07-19,4200,4365,4170,4270,703864,67118.0,15718580.0
2019-07-22,4250,4325,4100,4245,410338,66725.0,15718580.0
2019-07-23,4200,4455,3870,3950,1348906,62088.0,15718580.0
2019-07-24,3900,4070,3810,3810,631630,59888.0,15718580.0
2019-07-25,3750,3860,3670,3715,441401,58395.0,15718580.0
2019-07-26,3710,3990,3575,3785,819271,59495.0,15718580.0
2019-07-29,3750,3800,3385,3425,454474,53836.0,15718580.0
2019-07-30,3375,3585,3375,3485,268603,54779.0,15718580.0
2019-07-31,3470,3555,3295,3535,267067,55565.0,15718580.0
2019-08-01,3550,3615,3390,3400,326234,53443.0,15718580.0
2019-08-02,3320,3570,3320,3535,240909,55565.0,15718580.0
2019-08-05,3490,3575,3025,3060,396860,48099.0,15718580.0
2019-08-06,2900,3185,2700,2810,417040,44169.0,15718580.0
2019-08-07,2800,3065,2800,3015,206394,47392.0,15718580.0
2019-08-08,3015,3170,2990,3085,149728,48492.0,15718580.0
2019-08-09,3135,3190,3060,3090,122128,48570.0,15718580.0
2019-08-12,3120,3145,3035,3145,99399,49435.0,15718580.0
2019-08-13,3170,3245,3075,3245,154539,51007.0,15718580.0
2019-08-14,3285,3365,3250,3275,166488,51478.0,15718580.0
2019-08-16,3165,3220,3085,3170,162288,49828.0,15718580.0
2019-08-19,3170,3280,3110,3280,91263,51557.0,15718580.0
2019-08-20,3380,3395,3280,3310,83334,52028.0,15718580.0
2019-08-21,3310,3465,3300,3400,128667,53443.0,15718580.0
2019-08-22,3430,3440,3310,3310,122638,52028.0,15718580.0
2019-08-23,3165,3330,3160,3260,109279,51406.0,15768580.0
2019-08-26,3140,3200,3005,3085,145714,48646.0,15768580.0
2019-08-27,3105,3280,3105,3150,141830,49671.0,15768580.0
2019-08-28,3140,3310,3140,3230,63468,50933.0,15768580.0
2019-08-29,3220,3280,3180,3235,63135,51011.0,15768580.0
2019-08-30,3290,3290,3200,3265,66688,51484.0,15768580.0
2019-09-02,3245,3325,3245,3320,59309,52352.0,15768580.0
2019-09-03,3320,3395,3295,3375,89554,53219.0,15768580.0
2019-09-04,3340,3915,3340,3570,4353433,56294.0,15768580.0
2019-09-05,3600,3620,3450,3490,506319,55032.0,15768580.0
2019-09-06,3510,4155,3510,3865,9966659,60946.0,15768580.0
2019-09-09,3835,3930,3785,3930,1256313,61971.0,15768580.0
2019-09-10,3935,3990,3715,3720,947831,58659.0,15768580.0
2019-09-11,3660,3825,3655,3690,522238,58186.0,15768580.0
2019-09-16,3700,3860,3650,3720,562125,58659.0,15768580.0
2019-09-17,3720,3915,3655,3865,596474,60946.0,15768580.0
2019-09-18,3875,3935,3800,3800,600466,59921.0,15768580.0
2019-09-19,3805,3945,3805,3915,318583,61734.0,15768580.0
2019-09-20,3945,3965,3840,3885,460590,61261.0,15768580.0
2019-09-23,3850,3925,3695,3790,341573,59763.0,15768580.0
2019-09-24,3765,3875,3755,3755,168079,59211.0,15768580.0
2019-09-25,3740,3740,3620,3670,233043,57871.0,15768580.0
2019-09-26,3750,3790,3670,3730,190973,58817.0,15768580.0
2019-09-27,3700,3850,3700,3850,172847,60709.0,15768580.0
2019-09-30,3850,3875,3730,3750,181236,59132.0,15768580.0
2019-10-01,3800,4150,3775,3940,3170813,62128.0,15768580.0
2019-10-02,3835,3835,3720,3770,426645,59448.0,15768580.0
2019-10-04,3770,3785,3540,3630,219330,57240.0,15768580.0
2019-10-07,3510,3595,3335,3370,390865,53140.0,15768580.0
