조이맥스(101730),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2014-07-02,25400,26750,25300,26550,165051,186912.0,7040000.0
2014-07-03,26550,27100,25950,26150,133644,184096.0,7040000.0
2014-07-04,26400,26400,25500,25700,72647,180928.0,7040000.0
2014-07-07,25850,26300,25450,25550,63118,179872.0,7040000.0
2014-07-08,25500,28050,25200,27000,327304,190080.0,7040000.0
2014-07-09,27000,27650,26800,27300,133229,192192.0,7040000.0
2014-07-10,27300,27750,26850,26900,71249,189376.0,7040000.0
2014-07-11,26700,27150,26150,26200,81943,184448.0,7040000.0
2014-07-14,26350,26400,25300,25500,91343,179520.0,7040000.0
2014-07-15,25700,26150,24900,24900,127504,175296.0,7040000.0
2014-07-16,24900,24950,22800,23400,216691,164736.0,7040000.0
2014-07-17,23600,24300,23450,23900,101416,203275.0,8505234.0
2014-07-18,23500,24400,23500,24000,47221,204126.0,8505234.0
2014-07-21,24550,24550,24000,24050,47218,204551.0,8505234.0
2014-07-22,24050,25100,23250,24500,135263,208378.0,8505234.0
2014-07-23,24300,24650,24200,24350,42815,207102.0,8505234.0
2014-07-24,24300,25950,24300,25150,160601,213907.0,8505234.0
2014-07-25,25050,25400,24750,25000,88148,212631.0,8505234.0
2014-07-28,25000,25900,24900,25450,100912,216458.0,8505234.0
2014-07-29,25250,25400,23350,23600,129283,200724.0,8505234.0
2014-07-30,23950,24600,23400,24200,112956,205827.0,8505234.0
2014-07-31,24350,26100,24350,25000,342036,212631.0,8505234.0
2014-08-01,24750,24950,24050,24500,73366,208378.0,8505234.0
2014-08-04,24400,25700,24050,25700,106240,218585.0,8505234.0
2014-08-05,25700,27700,25300,27350,424371,232618.0,8505234.0
2014-08-06,28050,31000,28000,29900,567247,254306.0,8505234.0
2014-08-07,29800,29900,28200,28200,314997,239848.0,8505234.0
2014-08-08,28250,29950,27800,28050,192017,238572.0,8505234.0
2014-08-11,28600,29450,27550,28500,179150,242399.0,8505234.0
2014-08-12,28750,30100,28150,30100,191976,256008.0,8505234.0
2014-08-13,30450,33850,28500,33000,682970,280673.0,8505234.0
2014-08-14,33500,34850,32650,33450,350481,284500.0,8505234.0
2014-08-18,33400,34000,32500,32750,140158,278546.0,8505234.0
2014-08-19,33200,33200,31200,32200,160830,273869.0,8505234.0
2014-08-20,32850,34250,32650,33450,254672,284500.0,8505234.0
2014-08-21,33550,33550,31900,32650,117343,277696.0,8505234.0
2014-08-22,32500,33200,32200,32600,62827,277271.0,8505234.0
2014-08-25,33000,33100,27850,27900,553159,237296.0,8505234.0
2014-08-26,28000,28550,27550,27950,173214,237721.0,8505234.0
2014-08-27,28100,28400,26200,26500,240760,225389.0,8505234.0
2014-08-28,26600,27300,26500,26800,96400,227940.0,8505234.0
2014-08-29,26800,27650,26250,27250,117597,231768.0,8505234.0
2014-09-01,27700,27750,26850,26900,66743,228791.0,8505234.0
2014-09-02,26900,27600,26750,27300,60474,232193.0,8505234.0
2014-09-03,27350,27450,26900,27250,56820,231768.0,8505234.0
2014-09-04,27300,28300,26200,28300,117636,240698.0,8505234.0
2014-09-05,28350,29250,28000,29100,126984,247502.0,8505234.0
2014-09-11,29400,29400,28100,28200,99964,239848.0,8505234.0
2014-09-12,27800,28350,27150,27300,56805,232193.0,8505234.0
2014-09-15,27050,27300,26450,26800,59727,227940.0,8505234.0
2014-09-16,27200,28150,26950,28000,85695,238147.0,8505234.0
2014-09-17,27650,28300,27350,27500,48734,233894.0,8505234.0
2014-09-18,27750,30150,27700,29850,260241,253881.0,8505234.0
2014-09-19,30100,32150,29800,31700,385125,269616.0,8505234.0
2014-09-22,32100,33050,31200,32100,153958,273018.0,8505234.0
2014-09-23,31550,33300,30500,33200,240577,282374.0,8505234.0
2014-09-24,33600,34000,32550,33700,179293,286626.0,8505234.0
2014-09-25,33950,34450,33200,33500,108517,284925.0,8505234.0
2014-09-26,32550,34250,32550,33500,90985,284925.0,8505234.0
2014-09-29,33250,34200,31900,33050,266247,281098.0,8505234.0
2014-09-30,35100,36500,32850,33400,501722,284075.0,8505234.0
2014-10-01,33400,34850,33350,34050,198737,289603.0,8505234.0
2014-10-02,34000,37300,33750,37300,352361,317245.0,8505234.0
2014-10-06,37300,41050,36050,39050,490819,332129.0,8505234.0
2014-10-07,38650,39250,36900,39000,277394,331704.0,8505234.0
2014-10-08,38450,38950,36900,37150,250953,315969.0,8505234.0
2014-10-10,37450,38050,35900,36700,217431,312142.0,8505234.0
2014-10-13,35900,35900,31200,31200,544789,265363.0,8505234.0
2014-10-14,31250,32750,30800,31500,321079,267915.0,8505234.0
2014-10-15,32400,33750,31850,31850,270690,270892.0,8505234.0
2014-10-16,31300,33250,30950,32000,160884,272167.0,8505234.0
2014-10-17,32050,32500,27200,27450,763427,233469.0,8505234.0
2014-10-20,27900,28350,26850,27800,285076,236446.0,8505234.0
2014-10-21,27700,29450,25250,25600,566367,217734.0,8505234.0
2014-10-22,26100,26200,24800,25250,316454,214757.0,8505234.0
2014-10-23,25250,25750,23300,23600,454657,200724.0,8505234.0
2014-10-24,24100,24350,22550,22550,355156,191793.0,8505234.0
2014-10-27,22700,23400,21800,23150,245912,196896.0,8505234.0
2014-10-28,23000,23900,22600,23150,210996,196896.0,8505234.0
2014-10-29,23950,24600,23600,24400,226473,207528.0,8505234.0
2014-10-30,24350,25700,23200,25500,258495,216883.0,8505234.0
2014-10-31,25400,25650,24850,25000,128694,212631.0,8505234.0
2014-11-03,25000,25000,22900,23000,173123,195620.0,8505234.0
2014-11-04,23000,23900,22300,23550,149746,200298.0,8505234.0
2014-11-05,23300,25600,23300,25550,196702,217309.0,8505234.0
2014-11-06,25100,25700,22800,23300,288793,198172.0,8505234.0
2014-11-07,23400,23950,22850,23850,100102,202850.0,8505234.0
2014-11-10,23950,24600,23500,24450,138251,207953.0,8505234.0
2014-11-11,24450,24650,23300,23450,148369,199448.0,8505234.0
2014-11-12,23400,24000,22850,23400,86385,199022.0,8505234.0
2014-11-13,23400,24650,23300,23700,160056,201574.0,8505234.0
2014-11-14,23650,24350,23050,23750,109712,201999.0,8505234.0
2014-11-17,23500,23800,22650,22800,95386,193919.0,8505234.0
2014-11-18,22700,23100,22500,22800,70872,193919.0,8505234.0
2014-11-19,23050,23600,23000,23500,94307,199873.0,8505234.0
2014-11-20,23450,23700,22800,22900,70262,194770.0,8505234.0
2014-11-21,23000,25500,23000,25250,296654,214757.0,8505234.0
2014-11-24,25100,26050,24500,26050,205976,221561.0,8505234.0
2014-11-25,26050,29100,25500,27900,426195,237296.0,8505234.0
2014-11-26,27900,29350,27200,27650,199467,235170.0,8505234.0
2014-11-27,27950,29000,27800,28900,106055,245801.0,8505234.0
2014-11-28,29200,31000,28950,29950,161130,254732.0,8505234.0
2014-12-01,29200,29800,27500,28550,109923,242824.0,8505234.0
2014-12-02,28200,29800,28000,29750,100010,253031.0,8505234.0
2014-12-03,30450,32350,29900,30800,283894,261961.0,8505234.0
2014-12-04,31500,32950,30750,32450,495177,275995.0,8505234.0
2014-12-05,32400,33650,31900,33500,351488,284925.0,8505234.0
2014-12-08,33600,34600,32450,34550,307330,293856.0,8505234.0
2014-12-09,34100,34500,32700,33200,213592,282374.0,8505234.0
2014-12-10,35600,38150,34250,38150,897230,324475.0,8505234.0
2014-12-11,38050,41400,36250,38800,1130607,330003.0,8505234.0
2014-12-12,39300,39800,36250,37600,434455,319797.0,8505234.0
2014-12-15,38950,39000,33300,33500,970882,284925.0,8505234.0
2014-12-16,33800,34150,30900,32250,716979,274294.0,8505234.0
2014-12-17,32500,33000,30500,30900,468129,262812.0,8505234.0
2014-12-18,32250,35300,31750,33500,939627,284925.0,8505234.0
2014-12-19,33000,33300,31250,32400,428695,275570.0,8505234.0
2014-12-22,32200,32300,29050,29400,547776,250054.0,8505234.0
2014-12-23,29400,29950,27700,27900,497038,237296.0,8505234.0
2014-12-24,28500,29000,27950,28200,212656,239848.0,8505234.0
2014-12-26,28500,28750,27100,27100,459409,230492.0,8505234.0
2014-12-29,26750,27600,26450,27250,334296,231768.0,8505234.0
2014-12-30,27600,27850,26950,27300,178644,232193.0,8505234.0
2015-01-02,27350,28500,27300,28500,351308,242399.0,8505234.0
2015-01-05,28000,28350,27600,28150,192068,239422.0,8505234.0
2015-01-06,28000,28600,27550,27550,138268,234319.0,8505234.0
2015-01-07,27550,29450,27400,28450,411525,241974.0,8505234.0
2015-01-08,28700,28700,28050,28100,105831,238997.0,8505234.0
2015-01-09,28350,29150,28000,28850,152434,245376.0,8505234.0
2015-01-12,29000,29100,28350,28350,133576,241123.0,8505234.0
2015-01-13,28400,28800,27850,27850,122494,236871.0,8505234.0
2015-01-14,28000,28600,27900,28600,90713,243250.0,8505234.0
2015-01-15,28550,29100,28150,29050,132593,247077.0,8505234.0
2015-01-16,29300,29450,28500,28900,158304,245801.0,8505234.0
2015-01-19,29050,30050,28750,29400,263949,250054.0,8505234.0
2015-01-20,29850,30500,29050,30250,224088,257283.0,8505234.0
2015-01-21,30800,31250,30050,30450,282782,258984.0,8505234.0
2015-01-22,30650,30650,28650,29200,195364,248353.0,8505234.0
2015-01-23,29600,30450,28750,30150,189915,256433.0,8505234.0
2015-01-26,30150,31400,29700,30800,244872,261961.0,8505234.0
2015-01-27,31300,31750,30300,30300,228195,257709.0,8505234.0
2015-01-28,30350,31050,29500,30050,176889,255582.0,8505234.0
2015-01-29,29900,30050,29200,29450,110313,250479.0,8505234.0
2015-01-30,29500,29700,28750,29000,91750,246652.0,8505234.0
2015-02-02,28900,29000,27350,27500,173068,233894.0,8505234.0
2015-02-03,27550,27850,26050,26700,172795,227090.0,8505234.0
2015-02-04,27100,27550,26700,26850,99032,228366.0,8505234.0
2015-02-05,26950,27100,25400,25450,187168,216458.0,8505234.0
2015-02-06,25800,25850,24800,24950,127738,212206.0,8505234.0
2015-02-09,24950,25500,24300,24950,91946,212206.0,8505234.0
2015-02-10,25000,25750,24900,25350,95442,215608.0,8505234.0
2015-02-11,25450,26800,25250,25800,154324,219435.0,8505234.0
2015-02-12,25300,25650,24800,24850,99392,211355.0,8505234.0
2015-02-13,24650,25650,24650,25650,76960,218159.0,8505234.0
2015-02-16,25450,25750,25000,25250,40538,214757.0,8505234.0
2015-02-17,25200,25700,24800,25550,36115,217309.0,8505234.0
2015-02-23,25550,26100,25400,25850,38779,219860.0,8505234.0
2015-02-24,25600,26300,25600,26150,49956,222412.0,8505234.0
2015-02-25,26200,26500,25850,25850,47475,219860.0,8505234.0
2015-02-26,25800,26200,25600,25600,41625,217734.0,8505234.0
2015-02-27,25450,26300,25350,26100,63100,221987.0,8505234.0
2015-03-02,26300,28000,26200,26900,209216,228791.0,8505234.0
2015-03-03,26800,27450,26500,26550,47671,225814.0,8505234.0
2015-03-04,26550,27200,26400,27150,56759,230917.0,8505234.0
2015-03-05,27150,28200,27150,27550,120968,234319.0,8505234.0
2015-03-06,27550,27950,27200,27450,55449,233469.0,8505234.0
2015-03-09,27100,27400,26500,26500,73141,225389.0,8505234.0
2015-03-10,26550,26950,25500,25850,52803,219860.0,8505234.0
2015-03-11,25800,26850,25500,25850,69552,219860.0,8505234.0
2015-03-12,26300,26700,26200,26700,27111,227090.0,8505234.0
2015-03-13,26700,27300,26700,27200,55989,231342.0,8505234.0
2015-03-16,27450,27450,26800,27300,41691,232193.0,8505234.0
2015-03-17,27300,27500,26900,27050,22124,230067.0,8505234.0
2015-03-18,27200,27200,25900,26350,49885,224113.0,8505234.0
2015-03-19,26050,26650,25500,26000,42458,221136.0,8505234.0
2015-03-20,26100,26550,25550,26200,30546,222837.0,8505234.0
2015-03-23,26100,26700,26050,26200,28766,222837.0,8505234.0
2015-03-24,26050,26550,25600,25850,32524,219860.0,8505234.0
2015-03-25,26000,26250,25200,25450,77442,216458.0,8505234.0
2015-03-26,25300,25750,25250,25300,27434,215182.0,8505234.0
2015-03-27,25300,26500,25300,26200,59140,222837.0,8505234.0
2015-03-30,26300,26500,25650,25700,47144,218585.0,8505234.0
2015-03-31,25850,28650,25850,28550,416787,242824.0,8505234.0
2015-04-01,28550,28750,27400,28400,178286,241549.0,8505234.0
2015-04-02,28700,29450,28400,29350,148771,249629.0,8505234.0
2015-04-03,29350,29500,28700,29000,64552,246652.0,8505234.0
2015-04-06,29200,30050,28650,29000,135969,246652.0,8505234.0
2015-04-07,28850,29000,27600,28500,88843,242399.0,8505234.0
2015-04-08,28600,29200,28300,28900,63572,245801.0,8505234.0
2015-04-09,28900,29450,28450,28500,80290,242399.0,8505234.0
2015-04-10,28500,29050,28350,28800,61319,244951.0,8505234.0
2015-04-13,28800,29150,27600,28000,88934,238147.0,8505234.0
2015-04-14,27800,28000,26500,26900,127145,228791.0,8505234.0
2015-04-15,26900,27100,26250,26650,85779,226664.0,8505234.0
2015-04-16,26550,26850,26200,26700,53286,227090.0,8505234.0
2015-04-17,26400,26700,26200,26350,63492,224113.0,8505234.0
2015-04-20,26250,26350,25700,26300,74550,223688.0,8505234.0
2015-04-21,26300,28050,26300,27250,164099,231768.0,8505234.0
2015-04-22,27300,27650,25650,26400,115843,224538.0,8505234.0
2015-04-23,26500,27150,26000,26350,68429,224113.0,8505234.0
2015-04-24,26350,27000,26000,26250,55812,223262.0,8505234.0
2015-04-27,26300,26700,26200,26550,56199,225814.0,8505234.0
2015-04-28,26600,26900,26300,26350,56192,224113.0,8505234.0
2015-04-29,26400,26700,25700,26400,49973,224538.0,8505234.0
2015-04-30,26400,26400,25150,25200,126040,214332.0,8505234.0
2015-05-04,25800,25800,24500,24500,57296,208378.0,8505234.0
2015-05-06,23900,24950,23700,24650,39424,209654.0,8505234.0
2015-05-07,24400,25500,24300,25350,44920,215608.0,8505234.0
2015-05-08,25000,25550,24850,25350,45648,215608.0,8505234.0
2015-05-11,25100,25350,24000,24000,94893,204126.0,8505234.0
2015-05-12,24000,25550,23800,24150,69289,205401.0,8505234.0
2015-05-13,24150,24400,23800,24300,65778,206677.0,8505234.0
2015-05-14,24800,24950,24050,24100,68127,204976.0,8505234.0
2015-05-15,24100,24600,23500,23500,126962,199873.0,8505234.0
2015-05-18,23200,23650,22350,22350,119773,190092.0,8505234.0
2015-05-19,22150,23850,21800,23350,87150,198597.0,8505234.0
2015-05-20,23550,23700,22850,23400,40834,199022.0,8505234.0
2015-05-21,23450,23600,22700,23050,55894,196046.0,8505234.0
2015-05-22,23050,23350,22850,22900,37554,194770.0,8505234.0
2015-05-26,22900,23700,22900,23400,22686,199022.0,8505234.0
2015-05-27,23050,23450,22350,22700,60126,193069.0,8505234.0
2015-05-28,22300,22750,22100,22550,41037,191793.0,8505234.0
2015-05-29,22450,22750,22350,22450,25939,190943.0,8505234.0
2015-06-01,22450,22750,21900,21900,46150,186265.0,8505234.0
2015-06-02,21950,22850,21800,22400,64077,190517.0,8505234.0
2015-06-03,22200,22500,21750,21800,37545,185414.0,8505234.0
2015-06-04,21900,21950,21150,21200,40000,180311.0,8505234.0
2015-06-05,20850,21500,20650,20900,54108,177759.0,8505234.0
2015-06-08,20650,21500,20650,21200,35201,180311.0,8505234.0
2015-06-09,21000,22400,21000,21950,39766,186690.0,8505234.0
2015-06-10,21850,23850,21850,23100,156942,196471.0,8505234.0
2015-06-11,22900,26550,21950,25500,378813,216883.0,8505234.0
2015-06-12,25000,25000,23150,23900,250205,203275.0,8505234.0
2015-06-15,23200,23400,21600,21750,128867,184989.0,8505234.0
2015-06-16,21150,22350,21100,21850,62053,185839.0,8505234.0
2015-06-17,21850,22150,21500,22100,34538,187966.0,8505234.0
2015-06-18,22000,22650,22000,22600,40741,192218.0,8505234.0
2015-06-19,22450,23850,22400,23200,74445,197321.0,8505234.0
2015-06-22,23100,23850,23100,23650,38781,201149.0,8505234.0
2015-06-23,23900,23950,23150,23600,39569,200724.0,8505234.0
2015-06-24,23750,24700,23300,24150,54737,205401.0,8505234.0
2015-06-25,24150,24400,23250,23350,28742,198597.0,8505234.0
2015-06-26,23550,24150,23150,23550,35627,200298.0,8505234.0
2015-06-29,23600,24000,22100,22200,58859,188816.0,8505234.0
2015-06-30,21750,23400,21400,23050,33863,196046.0,8505234.0
2015-07-01,22950,24600,22800,24350,73512,207102.0,8505234.0
2015-07-02,24350,25300,24000,24700,64628,210079.0,8505234.0
2015-07-03,24700,25350,23950,25200,67736,214332.0,8505234.0
2015-07-06,24650,26300,24550,25600,119675,217734.0,8505234.0
2015-07-07,25500,27250,25200,27200,250103,231342.0,8505234.0
2015-07-08,27500,28150,26300,26600,159791,226239.0,8505234.0
2015-07-09,26050,27400,24550,27400,137979,233043.0,8505234.0
2015-07-10,27050,27750,26450,26600,72959,226239.0,8505234.0
2015-07-13,26600,27150,25900,26000,107353,221136.0,8505234.0
2015-07-14,27000,27750,25800,26050,167414,221561.0,8505234.0
2015-07-15,26300,26500,25250,25800,73981,219435.0,8505234.0
2015-07-16,25800,27350,25550,27000,136406,229641.0,8505234.0
2015-07-17,27000,27550,26350,26800,91241,227940.0,8505234.0
2015-07-20,27000,28800,27000,28200,264803,239848.0,8505234.0
2015-07-21,28500,29200,27450,28150,118433,239422.0,8505234.0
2015-07-22,28050,28250,27400,27400,74891,233043.0,8505234.0
2015-07-23,27650,28650,27300,27400,94368,233043.0,8505234.0
2015-07-24,27400,28050,26250,27500,129970,233894.0,8505234.0
2015-07-27,27500,27750,25750,26100,115370,221987.0,8505234.0
2015-07-28,25600,26150,25050,25900,46657,220286.0,8505234.0
2015-07-29,25900,26050,24050,24500,125044,208378.0,8505234.0
2015-07-30,24900,25000,24100,24750,84704,210505.0,8505234.0
2015-07-31,24750,24800,22700,24150,73984,205401.0,8505234.0
2015-08-03,24150,24150,22700,22800,66221,193919.0,8505234.0
2015-08-04,22500,23200,22500,22850,76820,194345.0,8505234.0
2015-08-05,22850,24050,22500,23700,57433,201574.0,8505234.0
2015-08-06,23700,24350,23450,23700,55293,201574.0,8505234.0
2015-08-07,23400,25150,23300,25000,109455,212631.0,8505234.0
2015-08-10,24900,25250,24350,25150,85916,213907.0,8505234.0
2015-08-11,25150,25900,24450,24700,57261,210079.0,8505234.0
2015-08-12,24300,24950,22700,24150,86032,205401.0,8505234.0
2015-08-13,24150,24300,23200,23450,62571,199448.0,8505234.0
2015-08-17,24550,24800,22350,22500,180103,191368.0,8505234.0
2015-08-18,22700,22900,22250,22500,65643,191368.0,8505234.0
2015-08-19,22450,23000,20900,21950,104803,186690.0,8505234.0
2015-08-20,21000,22150,20800,20800,114610,176909.0,8505234.0
2015-08-21,19050,20450,18050,18200,251864,154795.0,8505234.0
2015-08-24,17900,19000,17350,17450,107047,148416.0,8505234.0
2015-08-25,17450,18750,16950,17750,172260,150968.0,8505234.0
2015-08-26,18000,20000,17750,19450,140894,165427.0,8505234.0
2015-08-27,19650,20150,19050,19300,59865,164151.0,8505234.0
2015-08-28,20000,20800,19600,20000,64800,170105.0,8505234.0
2015-08-31,20300,20650,19650,19900,37504,169254.0,8505234.0
2015-09-01,19900,20250,19050,19100,43068,162450.0,8505234.0
2015-09-02,18750,19250,18300,19200,59442,163300.0,8505234.0
2015-09-03,19500,19850,19000,19150,38242,162875.0,8505234.0
2015-09-04,19250,19750,17900,18150,80025,154370.0,8505234.0
2015-09-07,18150,19150,17650,19100,53340,162450.0,8505234.0
2015-09-08,19100,19250,18050,18050,53062,153519.0,8505234.0
2015-09-09,18450,19500,18450,19500,42065,165852.0,8505234.0
2015-09-10,19350,20400,18800,20250,68800,172231.0,8505234.0
2015-09-11,21150,23000,20500,20800,271050,176909.0,8505234.0
2015-09-14,21350,21800,20800,21300,67627,181161.0,8505234.0
2015-09-15,20950,21500,20500,20950,40213,178185.0,8505234.0
2015-09-16,21200,21200,20600,20900,24190,177759.0,8505234.0
2015-09-17,20750,20750,19150,19200,105646,163300.0,8505234.0
2015-09-18,19500,19750,19050,19050,121573,162025.0,8505234.0
2015-09-21,19100,19750,18600,19400,92271,165002.0,8505234.0
2015-09-22,19650,19950,19250,19400,53136,165002.0,8505234.0
2015-09-23,19250,19400,18850,19000,44294,161599.0,8505234.0
2015-09-24,19150,19300,18850,19150,23761,162875.0,8505234.0
2015-09-25,19000,19800,19000,19700,39463,167553.0,8505234.0
2015-09-30,19400,19750,18900,19100,47825,162450.0,8505234.0
2015-10-01,19600,19600,18950,19200,19844,163300.0,8505234.0
2015-10-02,19400,20300,19250,20300,102066,172656.0,8505234.0
2015-10-05,20650,24800,20650,23900,431679,203275.0,8505234.0
2015-10-06,23700,24250,23150,23350,122933,198597.0,8505234.0
2015-10-07,23450,24950,22500,22750,99827,193494.0,8505234.0
2015-10-08,22750,23350,22150,23050,58753,196046.0,8505234.0
2015-10-12,23050,23750,22750,23250,50632,197747.0,8505234.0
2015-10-13,23250,24350,22850,23650,78348,201149.0,8505234.0
2015-10-14,23450,23750,22500,23350,46535,198597.0,8505234.0
2015-10-15,23900,23900,23100,23750,37878,201999.0,8505234.0
2015-10-16,23750,24400,23600,23850,50113,202850.0,8505234.0
2015-10-19,24400,24800,24050,24250,64872,206252.0,8505234.0
2015-10-20,24450,24500,23600,23900,44270,203275.0,8505234.0
2015-10-21,24050,24050,23300,23750,67902,201999.0,8505234.0
2015-10-22,23500,24000,23250,23600,25608,200724.0,8505234.0
2015-10-23,24000,24000,22900,23200,36403,197321.0,8505234.0
2015-10-26,23300,23500,22900,23150,45368,196896.0,8505234.0
2015-10-27,23350,23350,21900,22050,128637,187540.0,8505234.0
2015-10-28,25400,25800,23550,23600,296516,200724.0,8505234.0
2015-10-29,23700,24050,22500,23000,76684,195620.0,8505234.0
2015-10-30,22300,22300,20100,20300,254392,172656.0,8505234.0
2015-11-02,20200,20550,19500,19500,93542,165852.0,8505234.0
2015-11-03,19700,19950,18700,19150,107649,162875.0,8505234.0
2015-11-04,19350,19900,19250,19750,49354,167978.0,8505234.0
2015-11-05,19800,19850,18650,18950,134173,161174.0,8505234.0
2015-11-06,19050,19100,18350,18700,46789,159048.0,8505234.0
2015-11-09,18650,18700,17550,17550,79547,149267.0,8505234.0
2015-11-10,17550,17550,15500,15800,271209,134383.0,8505234.0
2015-11-11,15500,16150,15500,16050,73993,136509.0,8505234.0
2015-11-12,16150,16350,15950,16300,66242,138635.0,8505234.0
2015-11-13,16000,16500,15900,16350,43220,139061.0,8505234.0
2015-11-16,16150,16150,15550,15600,34308,132682.0,8505234.0
2015-11-17,15700,16050,15500,16050,33159,136509.0,8505234.0
2015-11-18,16100,16350,15950,16000,41827,136084.0,8505234.0
2015-11-19,16050,16200,15800,16050,39619,136509.0,8505234.0
2015-11-20,15850,16100,15850,16050,17575,136509.0,8505234.0
2015-11-23,16050,16350,15900,16150,36747,137360.0,8505234.0
2015-11-24,16400,16400,16000,16100,27371,136934.0,8505234.0
2015-11-25,16100,16100,15750,15900,39035,135233.0,8505234.0
2015-11-26,15900,16000,15600,15850,29336,134808.0,8505234.0
2015-11-27,15850,15950,15700,15700,44064,133532.0,8505234.0
2015-11-30,15800,15800,14950,15350,78021,130555.0,8505234.0
2015-12-01,15250,15400,13850,14050,273739,119499.0,8505234.0
2015-12-02,14000,14300,13500,13750,185257,116947.0,8505234.0
2015-12-03,13650,14150,13550,14050,111891,119499.0,8505234.0
2015-12-04,13950,14250,13750,13850,90832,117797.0,8505234.0
2015-12-07,14050,14300,13450,14200,96798,120774.0,8505234.0
2015-12-08,14350,14450,13850,13950,45019,118648.0,8505234.0
2015-12-09,14050,14350,13900,14150,23104,120349.0,8505234.0
2015-12-10,14000,14150,13750,13950,42760,118648.0,8505234.0
2015-12-11,13900,14200,13900,14200,20758,120774.0,8505234.0
2015-12-14,13800,14100,13100,13350,56599,113545.0,8505234.0
2015-12-15,13350,13550,13200,13200,24652,112269.0,8505234.0
2015-12-16,13300,13500,13200,13300,40851,113120.0,8505234.0
2015-12-17,13450,13900,13350,13700,33018,116522.0,8505234.0
2015-12-18,13500,13800,13500,13700,19396,116522.0,8505234.0
2015-12-21,13550,13950,13450,13750,15088,116947.0,8505234.0
2015-12-22,13750,13800,13500,13750,17679,116947.0,8505234.0
2015-12-23,13800,13800,13500,13600,20365,115671.0,8505234.0
2015-12-24,13600,13750,13250,13400,25361,113970.0,8505234.0
2015-12-28,13300,13700,13050,13250,17895,112694.0,8505234.0
2015-12-29,13500,13500,13200,13450,19208,114395.0,8505234.0
2015-12-30,13650,14550,13650,14300,88677,121625.0,8505234.0
2016-01-04,14350,14750,13850,13900,54948,118223.0,8505234.0
2016-01-05,13600,14050,13550,13900,22647,118223.0,8505234.0
2016-01-06,13850,14150,13500,13900,34879,118223.0,8505234.0
2016-01-07,14000,14150,13700,13750,42178,116947.0,8505234.0
2016-01-08,13450,13550,13100,13400,32006,113970.0,8505234.0
2016-01-11,13400,13450,13000,13250,41704,112694.0,8505234.0
2016-01-12,13300,13750,13150,13650,35813,116096.0,8505234.0
2016-01-13,14050,14100,13600,13650,14960,116096.0,8505234.0
2016-01-14,13300,13550,12900,13150,43498,111844.0,8505234.0
2016-01-15,13300,13350,11250,11350,298390,96534.0,8505234.0
2016-01-18,10950,11000,10100,10100,285024,85903.0,8505234.0
2016-01-19,10000,10200,9770,9860,167989,83862.0,8505234.0
2016-01-20,9930,9950,8790,8950,285219,76122.0,8505234.0
2016-01-21,8890,9390,8650,8910,116089,75782.0,8505234.0
2016-01-22,9070,11550,8500,8780,3351012,74676.0,8505234.0
2016-01-25,8900,9820,8500,9200,462029,78248.0,8505234.0
2016-01-26,9200,9650,8910,9180,288802,78078.0,8505234.0
2016-01-27,9300,9520,9160,9210,150215,78333.0,8505234.0
2016-01-28,9150,9430,9150,9360,89733,79609.0,8505234.0
2016-01-29,9620,10750,9420,9750,443234,82926.0,8505234.0
2016-02-01,9980,9980,9380,9440,94614,80289.0,8505234.0
2016-02-02,9440,9450,9130,9170,63519,77993.0,8505234.0
2016-02-03,9190,9340,8990,9180,32471,78078.0,8505234.0
2016-02-04,9180,9260,8930,8940,65573,76037.0,8505234.0
2016-02-05,8940,9060,8680,8800,85951,74846.0,8505234.0
2016-02-11,8500,8600,8290,8290,58440,70508.0,8505234.0
2016-02-12,8110,8290,7570,7570,80293,64385.0,8505234.0
2016-02-15,7690,7920,7520,7810,64995,66426.0,8505234.0
2016-02-16,7820,8110,7820,8040,37108,68382.0,8505234.0
2016-02-17,8120,8120,7720,7800,41186,66341.0,8505234.0
2016-02-18,7800,8120,7730,8120,65518,69063.0,8505234.0
2016-02-19,8400,8580,8220,8220,75877,69913.0,8505234.0
2016-02-22,8320,8550,8220,8400,45649,71444.0,8505234.0
2016-02-23,8410,8500,8000,8100,52361,68892.0,8505234.0
2016-02-24,8050,8360,8050,8200,24260,69743.0,8505234.0
2016-02-25,8340,8400,8100,8120,19215,69063.0,8505234.0
2016-02-26,8290,9820,8050,8700,302410,73996.0,8505234.0
2016-02-29,9000,9150,8600,8600,61041,73145.0,8505234.0
2016-03-02,8660,8720,8490,8490,28853,72209.0,8505234.0
2016-03-03,8560,8750,8430,8530,26428,72550.0,8505234.0
2016-03-04,8480,8570,8370,8560,26819,72805.0,8505234.0
2016-03-07,8660,8710,8490,8710,37830,74081.0,8505234.0
2016-03-08,9300,9400,8830,8990,94181,76462.0,8505234.0
2016-03-09,8830,9040,8770,8970,22436,76292.0,8505234.0
2016-03-10,9060,9060,8860,8860,28329,75356.0,8505234.0
2016-03-11,8840,8840,8410,8680,25769,73825.0,8505234.0
2016-03-14,8680,8830,8390,8430,58599,71699.0,8505234.0
2016-03-15,8420,8630,8390,8480,24668,72124.0,8505234.0
2016-03-16,8490,8680,8390,8670,55044,73740.0,8505234.0
2016-03-17,8680,8770,8540,8550,23591,72720.0,8505234.0
2016-03-18,8590,8590,8390,8450,34878,71869.0,8505234.0
