조이맥스(101730),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2011-02-01,12100,12400,12100,12200,15658,85888.0,7040000.0
2011-02-07,12200,12400,12150,12300,22085,86592.0,7040000.0
2011-02-08,12350,12500,12150,12200,31953,85888.0,7040000.0
2011-02-09,12200,12350,11900,12000,29306,84480.0,7040000.0
2011-02-10,11900,12100,11850,11850,26355,83424.0,7040000.0
2011-02-11,11800,12000,11700,11750,21761,82720.0,7040000.0
2011-02-14,11750,11850,11300,11550,43646,81312.0,7040000.0
2011-02-15,11500,11600,11000,11250,58416,79200.0,7040000.0
2011-02-16,11050,11250,11050,11200,40705,78848.0,7040000.0
2011-02-17,11150,11300,10450,10900,54408,76736.0,7040000.0
2011-02-18,10550,11150,10550,11050,13848,77792.0,7040000.0
2011-02-21,10850,11450,10850,11300,27591,79552.0,7040000.0
2011-02-22,11200,11400,11000,11250,12958,79200.0,7040000.0
2011-02-23,11400,11400,10900,11000,19532,77440.0,7040000.0
2011-02-24,10850,11150,10800,10800,31971,76032.0,7040000.0
2011-02-25,10800,10950,10600,10850,11143,76384.0,7040000.0
2011-02-28,10850,10900,10650,10650,20297,74976.0,7040000.0
2011-03-02,10500,10750,10300,10500,40788,73920.0,7040000.0
2011-03-03,10550,10900,10550,10600,33741,74624.0,7040000.0
2011-03-04,10750,10850,10600,10700,19353,75328.0,7040000.0
2011-03-07,10800,11050,10800,10800,15949,76032.0,7040000.0
2011-03-08,10700,11100,10700,10850,19546,76384.0,7040000.0
2011-03-09,10900,11450,10900,11150,30952,78496.0,7040000.0
2011-03-10,11400,11400,11050,11050,26435,77792.0,7040000.0
2011-03-11,10950,11100,10800,10900,20454,76736.0,7040000.0
2011-03-14,10800,10850,10050,10200,77445,71808.0,7040000.0
2011-03-15,10100,10300,9500,9850,43617,69344.0,7040000.0
2011-03-16,9710,9980,9710,9830,37612,69203.0,7040000.0
2011-03-17,9600,9770,9430,9620,22087,67725.0,7040000.0
2011-03-18,9750,9860,9630,9790,12894,68922.0,7040000.0
2011-03-21,9790,10300,9790,10000,33522,70400.0,7040000.0
2011-03-22,10050,10150,9950,10000,19574,70400.0,7040000.0
2011-03-23,10100,10200,10000,10000,10969,70400.0,7040000.0
2011-03-24,9980,10300,9980,10150,20540,71456.0,7040000.0
2011-03-25,10500,11650,10400,11650,129933,82016.0,7040000.0
2011-03-28,12100,12250,11200,11250,254302,79200.0,7040000.0
2011-03-29,11250,11600,11050,11300,79701,79552.0,7040000.0
2011-03-30,11450,11500,10950,11050,54393,77792.0,7040000.0
2011-03-31,11100,11200,10800,11050,48863,77792.0,7040000.0
2011-04-01,11100,11700,10900,11400,57133,80256.0,7040000.0
2011-04-04,11550,11600,11100,11200,41902,78848.0,7040000.0
2011-04-05,11200,11350,11050,11100,19820,78144.0,7040000.0
2011-04-06,11200,11300,10750,10800,39269,76032.0,7040000.0
2011-04-07,10900,11000,10750,11000,24132,77440.0,7040000.0
2011-04-08,11050,11100,10750,10950,22584,77088.0,7040000.0
2011-04-11,10950,11250,10800,11050,29000,77792.0,7040000.0
2011-04-12,11000,11750,11000,11450,53247,80608.0,7040000.0
2011-04-13,11400,11600,11350,11450,32016,80608.0,7040000.0
2011-04-14,11450,12300,11450,12050,129900,84832.0,7040000.0
2011-04-15,12100,12600,11900,12600,102261,88704.0,7040000.0
2011-04-18,12650,12700,12200,12500,68797,88000.0,7040000.0
2011-04-19,12400,12750,12300,12450,40849,87648.0,7040000.0
2011-04-20,12550,12800,12350,12650,36350,89056.0,7040000.0
2011-04-21,12650,12700,12000,12200,45875,85888.0,7040000.0
2011-04-22,12200,12300,11300,11600,69798,81664.0,7040000.0
2011-04-25,11500,12400,11500,11800,24439,83072.0,7040000.0
2011-04-26,11600,11800,10850,11000,89737,77440.0,7040000.0
2011-04-27,11300,11300,10600,10750,33261,75680.0,7040000.0
2011-04-28,10700,11200,10700,11000,34178,77440.0,7040000.0
2011-04-29,11150,11450,11050,11100,13396,78144.0,7040000.0
2011-05-02,10900,11150,10900,11100,11966,78144.0,7040000.0
2011-05-03,11000,11500,10950,11100,8991,78144.0,7040000.0
2011-05-04,11100,11250,11050,11100,12812,78144.0,7040000.0
2011-05-06,11000,11250,10950,11000,8196,77440.0,7040000.0
2011-05-09,11000,11250,10850,10900,8161,76736.0,7040000.0
2011-05-11,10900,11100,10800,10900,11197,76736.0,7040000.0
2011-05-12,10750,11300,10750,10800,16197,76032.0,7040000.0
2011-05-13,11100,11100,10800,11000,12105,77440.0,7040000.0
2011-05-16,10900,11150,10450,11000,51199,77440.0,7040000.0
2011-05-17,11100,11300,10850,11150,26850,78496.0,7040000.0
2011-05-18,11150,11150,10850,11000,10793,77440.0,7040000.0
2011-05-19,11100,11150,10500,10700,19852,75328.0,7040000.0
2011-05-20,10850,11150,10500,10500,11999,73920.0,7040000.0
2011-05-23,10500,10550,10100,10300,22860,72512.0,7040000.0
2011-05-24,10300,10300,9960,10250,10602,72160.0,7040000.0
2011-05-25,10400,10400,10050,10200,13308,71808.0,7040000.0
2011-05-26,10450,10450,9990,10000,33858,70400.0,7040000.0
2011-05-27,10050,10250,9990,10050,7926,70752.0,7040000.0
2011-05-30,10100,10100,9990,10050,13294,70752.0,7040000.0
2011-05-31,10050,10200,9990,10050,11922,70752.0,7040000.0
2011-06-01,10050,10400,10000,10100,6697,71104.0,7040000.0
2011-06-02,9990,10100,9950,9980,6084,70259.0,7040000.0
2011-06-03,10050,10100,9930,10050,7027,70752.0,7040000.0
2011-06-07,9710,10000,9710,10000,6658,70400.0,7040000.0
2011-06-08,9810,10150,9810,10000,4684,70400.0,7040000.0
2011-06-09,10000,10350,9960,10150,6724,71456.0,7040000.0
2011-06-10,10050,10250,10050,10100,8178,71104.0,7040000.0
2011-06-13,10100,10400,10050,10250,6178,72160.0,7040000.0
2011-06-14,10150,10700,10150,10550,9516,74272.0,7040000.0
2011-06-15,10500,10800,10500,10700,11694,75328.0,7040000.0
2011-06-16,10700,10850,10300,10600,12601,74624.0,7040000.0
2011-06-17,10650,10800,10500,10750,8874,75680.0,7040000.0
2011-06-20,10750,10850,10500,10600,13685,74624.0,7040000.0
2011-06-21,10450,10700,10350,10650,14838,74976.0,7040000.0
2011-06-22,10500,10800,10450,10500,8050,73920.0,7040000.0
2011-06-23,10650,10650,10450,10650,5156,74976.0,7040000.0
2011-06-24,10500,10900,10500,10800,17022,76032.0,7040000.0
2011-06-27,10550,10950,10550,10750,13535,75680.0,7040000.0
2011-06-28,10600,10950,10600,10800,10222,76032.0,7040000.0
2011-06-29,10650,11500,10650,11300,43378,79552.0,7040000.0
2011-06-30,11450,11650,11300,11300,35537,79552.0,7040000.0
2011-07-01,11450,11550,11050,11550,10177,81312.0,7040000.0
2011-07-04,11550,11650,11300,11600,9021,81664.0,7040000.0
2011-07-05,11400,11900,11300,11900,28442,83776.0,7040000.0
2011-07-06,11900,12000,11750,11950,24666,84128.0,7040000.0
2011-07-07,12000,12250,11850,12100,53476,85184.0,7040000.0
2011-07-08,12200,12250,11950,12050,16190,84832.0,7040000.0
2011-07-11,11950,12150,11800,12050,18415,84832.0,7040000.0
2011-07-12,11800,12200,11800,12050,32115,84832.0,7040000.0
2011-07-13,12000,12250,12000,12000,8342,84480.0,7040000.0
2011-07-14,11950,12200,11950,12100,10782,85184.0,7040000.0
2011-07-15,12200,12300,12000,12100,5973,85184.0,7040000.0
2011-07-18,12100,12600,12100,12350,13781,86944.0,7040000.0
2011-07-19,12500,12550,12200,12300,12271,86592.0,7040000.0
2011-07-20,12300,12400,12100,12300,19225,86592.0,7040000.0
2011-07-21,12250,12400,12150,12300,10014,86592.0,7040000.0
2011-07-22,12300,12900,12300,12800,34960,90112.0,7040000.0
2011-07-25,12900,12950,12700,12800,6657,90112.0,7040000.0
2011-07-26,12850,12850,12450,12550,14733,88352.0,7040000.0
2011-07-27,12600,12600,12400,12600,15747,88704.0,7040000.0
2011-07-28,12600,12600,12400,12500,16710,88000.0,7040000.0
2011-07-29,12400,12600,12300,12400,18907,87296.0,7040000.0
2011-08-01,12400,12700,12400,12600,16932,88704.0,7040000.0
2011-08-02,12600,12600,12100,12400,41151,87296.0,7040000.0
2011-08-03,12150,12300,11900,12050,34219,84832.0,7040000.0
2011-08-04,12100,13250,12050,12300,195261,86592.0,7040000.0
2011-08-05,11050,12750,11050,11800,79026,83072.0,7040000.0
2011-08-08,11850,12550,10500,11200,93889,78848.0,7040000.0
2011-08-09,10500,11000,9940,10200,55717,71808.0,7040000.0
2011-08-10,10600,11300,10600,10950,25352,77088.0,7040000.0
2011-08-11,10300,11450,10300,11150,25056,78496.0,7040000.0
2011-08-12,11400,12100,11400,11550,32053,81312.0,7040000.0
2011-08-16,12250,13250,11800,12600,139196,88704.0,7040000.0
2011-08-17,12650,12900,12150,12550,41597,88352.0,7040000.0
2011-08-18,12600,12700,12050,12350,42847,86944.0,7040000.0
2011-08-19,11950,12800,11550,11550,56512,81312.0,7040000.0
2011-08-22,12000,12000,10900,11000,18906,77440.0,7040000.0
2011-08-23,11100,11250,10800,11200,30098,78848.0,7040000.0
2011-08-24,11350,11350,11000,11050,18607,77792.0,7040000.0
2011-08-25,11100,11350,10950,11000,37458,77440.0,7040000.0
2011-08-26,11000,11150,10800,11100,29223,78144.0,7040000.0
2011-08-29,10900,11500,10900,11200,8124,78848.0,7040000.0
2011-08-30,11300,11700,11200,11200,14774,78848.0,7040000.0
2011-08-31,11250,11600,11200,11600,12732,81664.0,7040000.0
2011-09-01,11450,12800,11400,11900,74863,83776.0,7040000.0
2011-09-02,11800,12150,11750,12150,27465,85536.0,7040000.0
2011-09-05,12100,12250,11650,11700,31216,82368.0,7040000.0
2011-09-06,11550,11600,11150,11350,20403,79904.0,7040000.0
2011-09-07,11500,12600,11500,12000,82705,84480.0,7040000.0
2011-09-08,12100,12600,11850,11950,52041,84128.0,7040000.0
2011-09-09,11800,12250,11800,12000,16471,84480.0,7040000.0
2011-09-14,11900,12100,11600,11850,14072,83424.0,7040000.0
2011-09-15,11850,12150,11050,11400,50835,80256.0,7040000.0
2011-09-16,11400,12000,11400,11450,10107,80608.0,7040000.0
2011-09-19,11500,11800,11300,11500,9014,80960.0,7040000.0
2011-09-20,11200,11700,11150,11550,36939,81312.0,7040000.0
2011-09-21,11400,11850,11250,11700,33367,82368.0,7040000.0
2011-09-22,11600,11800,11300,11550,24782,81312.0,7040000.0
2011-09-23,10900,11450,10800,11150,55725,78496.0,7040000.0
2011-09-26,11150,11250,10350,10700,47526,75328.0,7040000.0
2011-09-27,10700,11150,10600,11000,15387,77440.0,7040000.0
2011-09-28,10900,12100,10900,12000,201373,84480.0,7040000.0
2011-09-29,12300,13800,12300,13800,109178,97152.0,7040000.0
2011-09-30,15850,15850,14400,14400,832259,101376.0,7040000.0
2011-10-04,14400,16100,14400,15050,844408,105952.0,7040000.0
2011-10-05,15500,17100,15100,16350,787960,115104.0,7040000.0
2011-10-06,16750,16850,15400,16500,320561,116160.0,7040000.0
2011-10-07,16500,16600,15700,16000,166997,112640.0,7040000.0
2011-10-10,16550,17050,15750,16000,191449,112640.0,7040000.0
2011-10-11,16050,16200,15300,15550,213873,109472.0,7040000.0
2011-10-12,15450,16650,14550,14650,348485,103136.0,7040000.0
2011-10-13,14800,15400,14500,15200,185127,107008.0,7040000.0
2011-10-14,15200,15750,15000,15650,111714,110176.0,7040000.0
2011-10-17,15700,15850,15200,15250,119399,107360.0,7040000.0
2011-10-18,15400,16950,15100,16200,296306,114048.0,7040000.0
2011-10-19,16200,16700,15800,15950,140145,112288.0,7040000.0
2011-10-20,16200,17550,14600,14600,404100,102784.0,7040000.0
2011-10-21,15200,15400,14700,15250,87126,107360.0,7040000.0
2011-10-24,15450,15450,14750,15100,92964,106304.0,7040000.0
2011-10-25,15300,17350,15000,17350,445640,122144.0,7040000.0
2011-10-26,17850,19450,17250,19200,1087358,135168.0,7040000.0
2011-10-27,18950,19200,18050,18550,345749,130592.0,7040000.0
2011-10-28,18400,18450,16700,16700,452177,117568.0,7040000.0
2011-10-31,16500,17400,16300,17300,186891,121792.0,7040000.0
2011-11-01,17150,18500,16850,18250,291546,128480.0,7040000.0
2011-11-02,17800,18700,17300,17850,176958,125664.0,7040000.0
2011-11-03,18250,18400,17350,17550,72095,123552.0,7040000.0
2011-11-04,17900,18350,17400,17900,119753,126016.0,7040000.0
2011-11-07,17900,18300,17100,17300,111926,121792.0,7040000.0
2011-11-08,17300,17600,16600,16950,94981,119328.0,7040000.0
2011-11-09,17200,17500,16650,17500,88894,123200.0,7040000.0
2011-11-10,17050,17400,16250,16650,87219,117216.0,7040000.0
2011-11-11,16900,17450,16650,17050,73133,120032.0,7040000.0
2011-11-14,17250,17650,17100,17650,110017,124256.0,7040000.0
2011-11-15,17700,18350,16350,16450,271095,115808.0,7040000.0
2011-11-16,16600,16650,15750,15750,106146,110880.0,7040000.0
2011-11-17,15500,16550,15200,16200,87152,114048.0,7040000.0
2011-11-18,15900,17200,15900,17200,90709,121088.0,7040000.0
2011-11-21,17200,17200,16250,16550,46932,116512.0,7040000.0
2011-11-22,16250,16850,16200,16750,50434,117920.0,7040000.0
2011-11-23,16500,16800,15300,15950,41121,112288.0,7040000.0
2011-11-24,16000,16000,15250,15400,25477,108416.0,7040000.0
2011-11-25,15400,15500,14450,14500,100139,102080.0,7040000.0
2011-11-28,15050,15100,14450,14450,72263,101728.0,7040000.0
2011-11-29,14600,14850,14300,14800,62083,104192.0,7040000.0
2011-11-30,14600,14800,14500,14550,24308,102432.0,7040000.0
2011-12-01,14800,14800,14200,14200,51041,99968.0,7040000.0
2011-12-02,14200,14650,13850,13850,70499,97504.0,7040000.0
2011-12-05,13950,14500,13750,13950,42373,98208.0,7040000.0
2011-12-06,14050,14300,13800,13800,24735,97152.0,7040000.0
2011-12-07,14000,14350,13750,14050,22570,98912.0,7040000.0
2011-12-08,14000,14300,13600,13850,32740,97504.0,7040000.0
2011-12-09,13700,13850,13300,13500,42731,95040.0,7040000.0
2011-12-12,13600,13600,13250,13300,26734,93632.0,7040000.0
2011-12-13,13400,13400,12700,12700,79275,89408.0,7040000.0
2011-12-14,12750,13300,12750,13300,29677,93632.0,7040000.0
2011-12-15,13200,13800,13050,13500,50217,95040.0,7040000.0
2011-12-16,13500,13650,13200,13650,22714,96096.0,7040000.0
2011-12-19,13750,13850,12500,12850,60166,90464.0,7040000.0
2011-12-20,12550,13050,12550,13000,22688,91520.0,7040000.0
2011-12-21,13100,13650,12900,13500,43886,95040.0,7040000.0
2011-12-22,13400,15200,13350,14800,151163,104192.0,7040000.0
2011-12-23,14800,15050,14300,14500,69507,102080.0,7040000.0
2011-12-26,14500,14650,14150,14350,25695,101024.0,7040000.0
2011-12-27,14300,14500,13500,14450,53070,101728.0,7040000.0
2011-12-28,14450,14600,14100,14400,25399,101376.0,7040000.0
2011-12-29,14400,14400,13850,14100,24560,99264.0,7040000.0
2012-01-02,14300,14300,13800,13800,21657,97152.0,7040000.0
2012-01-03,13900,14650,13900,14350,46522,101024.0,7040000.0
2012-01-04,14600,14750,14150,14150,34000,99616.0,7040000.0
2012-01-05,14200,14650,13950,14500,89895,102080.0,7040000.0
2012-01-06,14500,16200,14500,15650,224981,110176.0,7040000.0
2012-01-09,15650,16150,15400,16000,107558,112640.0,7040000.0
2012-01-10,15850,16000,15550,15600,60112,109824.0,7040000.0
2012-01-11,15600,16300,15450,15750,68502,110880.0,7040000.0
2012-01-12,15750,16650,15550,16250,96234,114400.0,7040000.0
2012-01-13,16500,16850,16150,16450,89330,115808.0,7040000.0
2012-01-16,16300,16500,15850,16050,29622,112992.0,7040000.0
2012-01-17,15800,16350,15600,16000,66114,112640.0,7040000.0
2012-01-18,15800,16750,15800,16000,97352,112640.0,7040000.0
2012-01-19,16250,16600,15750,16150,53420,113696.0,7040000.0
2012-01-20,16350,16350,15400,16150,68897,113696.0,7040000.0
2012-01-25,16150,16200,15800,16100,41295,113344.0,7040000.0
2012-01-26,15900,17200,15700,17050,124830,120032.0,7040000.0
2012-01-27,17400,17700,16900,17000,107053,119680.0,7040000.0
2012-01-30,17300,17800,16800,17000,105791,119680.0,7040000.0
2012-01-31,17050,17300,16400,16500,112894,116160.0,7040000.0
2012-02-01,16650,16900,16200,16750,75441,117920.0,7040000.0
2012-02-02,16900,16900,16400,16450,65864,115808.0,7040000.0
2012-02-03,16550,17300,16250,17250,94735,121440.0,7040000.0
2012-02-06,17250,17250,15500,16100,116204,113344.0,7040000.0
2012-02-07,16000,16100,15450,15700,56928,110528.0,7040000.0
2012-02-08,15800,16050,15000,15200,86805,107008.0,7040000.0
2012-02-09,15300,16000,15000,16000,59711,112640.0,7040000.0
2012-02-10,15900,16300,15600,16050,38726,112992.0,7040000.0
2012-02-13,16050,16300,15800,16050,16692,112992.0,7040000.0
2012-02-14,15850,16100,15800,16000,25323,112640.0,7040000.0
2012-02-15,16000,17500,15850,17500,175853,123200.0,7040000.0
2012-02-16,17200,17500,16650,16700,79027,117568.0,7040000.0
2012-02-17,17000,17400,16200,16600,59432,116864.0,7040000.0
2012-02-20,16600,16800,16200,16700,42754,117568.0,7040000.0
2012-02-21,16700,16750,15500,15800,113036,111232.0,7040000.0
2012-02-22,15700,15900,15150,15650,52265,110176.0,7040000.0
2012-02-23,15650,16250,15550,16100,34513,113344.0,7040000.0
2012-02-24,16200,16250,15300,15800,21633,111232.0,7040000.0
2012-02-27,15800,15950,15400,15750,12147,110880.0,7040000.0
2012-02-28,15750,16550,15500,16300,64047,114752.0,7040000.0
2012-02-29,16300,16500,15950,16000,26055,112640.0,7040000.0
2012-03-02,16000,16050,15700,15800,10374,111232.0,7040000.0
2012-03-05,15650,16000,15450,15950,30364,112288.0,7040000.0
2012-03-06,15750,15850,15500,15850,15377,111584.0,7040000.0
2012-03-07,15450,15850,15450,15700,7344,110528.0,7040000.0
2012-03-08,15700,15700,15300,15550,26894,109472.0,7040000.0
2012-03-09,15250,16000,15200,15750,43686,110880.0,7040000.0
2012-03-12,15700,16200,15700,15750,38806,110880.0,7040000.0
2012-03-13,15650,16200,15600,16150,55782,113696.0,7040000.0
2012-03-14,16300,16900,16000,16500,65260,116160.0,7040000.0
2012-03-15,16850,16850,16200,16550,43054,116512.0,7040000.0
2012-03-16,16550,16700,16250,16550,29499,116512.0,7040000.0
2012-03-19,16450,16750,16400,16450,20812,115808.0,7040000.0
2012-03-20,16300,16450,15650,15650,29254,110176.0,7040000.0
2012-03-21,15700,16200,15300,15900,33947,111936.0,7040000.0
2012-03-22,15700,16200,15350,15600,40010,109824.0,7040000.0
2012-03-23,15400,15550,14900,15500,67806,109120.0,7040000.0
2012-03-26,15300,15800,14850,15700,54430,110528.0,7040000.0
2012-03-27,15800,15900,13850,15800,55595,111232.0,7040000.0
2012-03-28,16050,16150,15500,15750,38110,110880.0,7040000.0
2012-03-29,15750,15750,15400,15600,15615,109824.0,7040000.0
2012-03-30,15650,15800,15400,15700,7225,110528.0,7040000.0
2012-04-02,15600,15700,15250,15250,21413,107360.0,7040000.0
2012-04-03,15250,15350,14900,15200,19620,107008.0,7040000.0
2012-04-04,15050,15300,14500,15050,26564,105952.0,7040000.0
2012-04-05,14750,15000,14650,15000,13636,105600.0,7040000.0
2012-04-06,15300,15300,14750,14800,12164,104192.0,7040000.0
2012-04-09,14900,15100,14500,14900,16195,104896.0,7040000.0
2012-04-10,15150,15150,14750,14800,6467,104192.0,7040000.0
2012-04-12,15100,15100,14700,14750,8395,103840.0,7040000.0
2012-04-13,14700,15100,14700,15050,10078,105952.0,7040000.0
2012-04-16,14700,15350,14700,15350,9549,108064.0,7040000.0
2012-04-17,15350,15600,15300,15600,16546,109824.0,7040000.0
2012-04-18,15450,16050,15450,16050,22558,112992.0,7040000.0
2012-04-19,16000,16300,15900,16100,17550,113344.0,7040000.0
2012-04-20,15800,16350,15650,16300,19505,114752.0,7040000.0
2012-04-23,16350,16900,16000,16500,44720,116160.0,7040000.0
2012-04-24,16500,16650,16100,16450,24010,115808.0,7040000.0
2012-04-25,16600,17250,16250,16750,75369,117920.0,7040000.0
2012-04-26,16750,16900,16050,16250,40231,114400.0,7040000.0
2012-04-27,16250,16650,15800,16550,40507,116512.0,7040000.0
2012-04-30,16500,18500,16450,18000,116894,126720.0,7040000.0
2012-05-02,18100,19300,18050,18650,189186,131296.0,7040000.0
2012-05-03,18450,19100,17800,18250,83738,128480.0,7040000.0
2012-05-04,18400,18400,17800,18000,44534,126720.0,7040000.0
2012-05-07,17950,19000,17600,18000,105644,126720.0,7040000.0
2012-05-08,18300,19100,18300,19000,102714,133760.0,7040000.0
2012-05-09,19000,19450,18200,18650,351154,131296.0,7040000.0
2012-05-10,18350,19900,18350,19750,208613,139040.0,7040000.0
2012-05-11,19900,20850,19750,20550,228331,144672.0,7040000.0
2012-05-14,20600,21000,20350,20400,113523,143616.0,7040000.0
2012-05-15,20300,21150,19900,21000,148794,147840.0,7040000.0
2012-05-16,21200,21200,19700,20400,111965,143616.0,7040000.0
2012-05-17,20200,20750,19850,20650,86193,145376.0,7040000.0
2012-05-18,20200,20900,19850,20500,81698,144320.0,7040000.0
2012-05-21,20650,20850,19650,20000,78747,140800.0,7040000.0
2012-05-22,19900,20100,19250,19650,86822,138336.0,7040000.0
2012-05-23,19700,21150,19700,21150,195631,148896.0,7040000.0
2012-05-24,20850,22150,20850,21700,195653,152768.0,7040000.0
2012-05-25,21950,21950,21150,21300,56289,149952.0,7040000.0
2012-05-29,21450,22150,21100,21650,54266,152416.0,7040000.0
2012-05-30,21650,22400,21450,22100,53264,155584.0,7040000.0
2012-05-31,21800,23200,21800,23000,108895,161920.0,7040000.0
2012-06-01,23400,23400,22700,22700,59355,159808.0,7040000.0
2012-06-04,22100,22650,21350,21600,73066,152064.0,7040000.0
2012-06-05,22100,23200,22000,23000,83169,161920.0,7040000.0
2012-06-07,23500,23600,22650,22700,78907,159808.0,7040000.0
2012-06-08,23200,24000,22750,22850,128215,160864.0,7040000.0
2012-06-11,23100,23400,22150,22500,68351,158400.0,7040000.0
2012-06-12,22850,23100,22200,22700,55004,159808.0,7040000.0
2012-06-13,22750,22950,21700,21700,107367,152768.0,7040000.0
2012-06-14,21800,22600,21050,22450,97289,158048.0,7040000.0
2012-06-15,22450,22950,21950,22450,78050,158048.0,7040000.0
2012-06-18,22750,22750,21500,21500,69850,151360.0,7040000.0
2012-06-19,21900,21900,20250,21000,139340,147840.0,7040000.0
2012-06-20,21050,21150,20300,20900,38257,147136.0,7040000.0
2012-06-21,21100,21200,20750,20850,24485,146784.0,7040000.0
2012-06-22,20500,21500,20350,20450,104104,143968.0,7040000.0
2012-06-25,20350,20800,20100,20400,75937,143616.0,7040000.0
2012-06-26,20200,21300,20200,20900,88080,147136.0,7040000.0
2012-06-27,20800,20950,20300,20700,71685,145728.0,7040000.0
2012-06-28,20700,20850,19950,20000,55855,140800.0,7040000.0
2012-06-29,19900,20100,19600,20000,23352,140800.0,7040000.0
2012-07-02,20000,20350,19850,20200,24976,142208.0,7040000.0
2012-07-03,20100,20400,19600,19800,62573,139392.0,7040000.0
2012-07-04,19800,20100,19250,19450,91822,136928.0,7040000.0
2012-07-05,19350,19550,18700,19200,82161,135168.0,7040000.0
2012-07-06,19500,19500,18900,19000,40575,133760.0,7040000.0
2012-07-09,19000,19500,18700,18750,77683,132000.0,7040000.0
2012-07-10,18700,18800,18250,18300,59216,128832.0,7040000.0
2012-07-11,18250,18450,17850,18300,57518,128832.0,7040000.0
2012-07-12,18250,18900,17850,18000,56743,126720.0,7040000.0
2012-07-13,18250,18250,16600,17400,107823,122496.0,7040000.0
2012-07-16,17400,17750,16800,16800,36928,118272.0,7040000.0
2012-07-17,16700,17250,16700,17100,30222,120384.0,7040000.0
2012-07-18,17100,17850,16900,17000,75113,119680.0,7040000.0
2012-07-19,17150,17250,16700,17200,29852,121088.0,7040000.0
2012-07-20,17050,17200,16550,17100,54954,120384.0,7040000.0
2012-07-23,16750,17150,16250,17050,66358,120032.0,7040000.0
2012-07-24,16850,17100,16500,17050,33797,120032.0,7040000.0
2012-07-25,16600,17050,16250,16950,59232,119328.0,7040000.0
2012-07-26,16950,17750,16950,17750,37183,124960.0,7040000.0
2012-07-27,18100,18100,17400,17800,36602,125312.0,7040000.0
2012-07-30,18050,18050,17600,17900,16753,126016.0,7040000.0
2012-07-31,17800,18450,17750,18100,38613,127424.0,7040000.0
2012-08-01,17800,18150,17800,18000,6629,126720.0,7040000.0
2012-08-02,17900,18050,17550,17900,11029,126016.0,7040000.0
2012-08-03,17850,17850,17400,17450,15520,122848.0,7040000.0
2012-08-06,17700,17800,17250,17350,15312,122144.0,7040000.0
2012-08-07,17300,17450,17200,17350,9916,122144.0,7040000.0
2012-08-08,17600,17600,17150,17250,10875,121440.0,7040000.0
2012-08-09,17300,17350,17050,17350,19111,122144.0,7040000.0
2012-08-10,17100,17400,17100,17200,10247,121088.0,7040000.0
2012-08-13,17000,17350,16850,17350,44453,122144.0,7040000.0
2012-08-14,17400,17600,16950,16950,30132,119328.0,7040000.0
2012-08-16,17000,17300,16000,17250,85871,121440.0,7040000.0
2012-08-17,17600,17650,17000,17250,42953,121440.0,7040000.0
2012-08-20,17150,18850,16750,18600,117087,130944.0,7040000.0
2012-08-21,18700,19500,18650,19200,81591,135168.0,7040000.0
2012-08-22,18900,19450,18700,19100,52434,134464.0,7040000.0
2012-08-23,19100,20300,18850,20000,107108,140800.0,7040000.0
2012-08-24,20000,21100,19600,20050,104740,141152.0,7040000.0
2012-08-27,19750,20950,19700,20650,70158,145376.0,7040000.0
2012-08-28,20550,21650,20300,21650,83445,152416.0,7040000.0
2012-08-29,21300,22100,21150,21450,37540,151008.0,7040000.0
2012-08-30,21550,21550,20650,21200,33923,149248.0,7040000.0
2012-08-31,21000,22000,20850,21800,60565,153472.0,7040000.0
2012-09-03,21550,23050,21550,22350,83844,157344.0,7040000.0
2012-09-04,22500,23300,21450,21650,106540,152416.0,7040000.0
2012-09-05,21700,22500,21550,22200,55129,156288.0,7040000.0
2012-09-06,22500,22900,21700,21700,16437,152768.0,7040000.0
2012-09-07,22000,22800,21550,22300,40051,156992.0,7040000.0
2012-09-10,22800,22800,21800,22350,11093,157344.0,7040000.0
2012-09-11,22600,23000,22050,22700,33256,159808.0,7040000.0
2012-09-12,22950,23000,22350,22600,34124,159104.0,7040000.0
2012-09-13,22600,22900,20950,21650,59017,152416.0,7040000.0
2012-09-14,22000,22600,21300,22450,75396,158048.0,7040000.0
2012-09-17,22250,23150,22100,23000,58633,161920.0,7040000.0
2012-09-18,22750,23100,22500,23000,24811,161920.0,7040000.0
2012-09-19,23200,23800,22800,23800,29369,167552.0,7040000.0
2012-09-20,23800,24050,23200,23750,25964,167200.0,7040000.0
2012-09-21,23800,27300,23400,27200,223216,191488.0,7040000.0
2012-09-24,26550,27300,25650,26000,108275,183040.0,7040000.0
2012-09-25,26850,28200,25900,26300,134827,185152.0,7040000.0
2012-09-26,26750,29000,26450,29000,253811,204160.0,7040000.0
2012-09-27,28300,28850,27850,28500,220226,200640.0,7040000.0
2012-09-28,28550,31500,26400,27900,601196,196416.0,7040000.0
2012-10-02,32050,32050,31900,32050,258342,225632.0,7040000.0
2012-10-04,36850,36850,36850,36850,53269,259424.0,7040000.0
2012-10-05,39650,42350,39250,42350,1754394,298144.0,7040000.0
2012-10-08,45000,46700,42800,43900,1954903,309056.0,7040000.0
2012-10-09,42700,44800,41950,44600,1159468,313984.0,7040000.0
2012-10-10,43400,43600,38850,38850,839428,273504.0,7040000.0
2012-10-11,38400,40650,36000,39000,1237611,274560.0,7040000.0
2012-10-12,39000,40100,37500,37900,752693,266816.0,7040000.0
