케이디켐(221980),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-05-07,12900,13050,12850,13050,3355,52654.0,4034800.0
2019-05-08,12850,13300,12850,13250,9331,53461.0,4034800.0
2019-05-09,13300,13300,13000,13000,7021,52452.0,4034800.0
2019-05-10,12900,13050,12700,13000,4950,52452.0,4034800.0
2019-05-13,13000,13000,12700,12700,4425,51242.0,4034800.0
2019-05-14,12450,13000,12450,13000,4659,52452.0,4034800.0
2019-05-15,13000,13000,12600,12800,6886,51645.0,4034800.0
2019-05-16,12800,13000,12650,12800,2222,51645.0,4034800.0
2019-05-17,12800,12850,12050,12400,21996,50032.0,4034800.0
2019-05-20,12400,12500,12200,12350,8502,49830.0,4034800.0
2019-05-21,12200,12400,12200,12250,7023,49426.0,4034800.0
2019-05-22,12300,12600,12200,12500,8465,50435.0,4034800.0
2019-05-23,12500,12550,12300,12350,1108,49830.0,4034800.0
2019-05-24,12350,12450,12250,12350,657,49830.0,4034800.0
2019-05-27,12350,12350,12150,12250,2586,49426.0,4034800.0
2019-05-28,12150,12700,12150,12550,2178,50637.0,4034800.0
2019-05-29,12300,12700,12300,12400,2285,50032.0,4034800.0
2019-05-30,12500,12500,12000,12200,4760,49225.0,4034800.0
2019-05-31,12200,12300,12100,12300,1574,49628.0,4034800.0
2019-06-03,12150,12400,12150,12350,863,49830.0,4034800.0
2019-06-04,12300,12500,12200,12500,1223,50435.0,4034800.0
2019-06-05,12500,12550,12450,12500,912,50435.0,4034800.0
2019-06-07,12550,12550,12300,12500,2350,50435.0,4034800.0
2019-06-10,12400,12650,12400,12650,698,51040.0,4034800.0
2019-06-11,12650,12700,12600,12700,3071,51242.0,4034800.0
2019-06-12,12700,12800,12600,12800,4207,51645.0,4034800.0
2019-06-13,12900,12900,12650,12850,6470,51847.0,4034800.0
2019-06-14,12900,12900,12700,12750,313,51444.0,4034800.0
2019-06-17,12850,12850,12600,12700,3331,51242.0,4034800.0
2019-06-18,12800,12800,12550,12650,1877,51040.0,4034800.0
2019-06-19,12650,12750,12600,12700,782,51242.0,4034800.0
2019-06-20,12650,12750,12650,12750,659,51444.0,4034800.0
2019-06-21,12750,12850,12650,12850,880,51847.0,4034800.0
2019-06-24,12850,13050,12700,13050,2588,52654.0,4034800.0
2019-06-25,13100,13100,12800,13000,2302,52452.0,4034800.0
2019-06-26,13000,13000,12700,12850,2069,51847.0,4034800.0
2019-06-27,12850,12850,12700,12750,621,51444.0,4034800.0
2019-06-28,12750,12900,12700,12900,982,52049.0,4034800.0
2019-07-01,12750,13050,12700,12750,3084,51444.0,4034800.0
2019-07-02,12900,12900,12700,12850,1213,51847.0,4034800.0
2019-07-03,12750,12900,12700,12900,1026,52049.0,4034800.0
2019-07-04,13100,13100,12750,13000,1540,52452.0,4034800.0
2019-07-05,13000,13000,12800,12950,2176,52251.0,4034800.0
2019-07-08,12950,13000,12650,12800,3922,51645.0,4034800.0
2019-07-09,12700,12800,12600,12700,4656,51242.0,4034800.0
2019-07-10,12700,12850,12550,12600,2011,50838.0,4034800.0
2019-07-11,12650,12750,12550,12750,883,51444.0,4034800.0
2019-07-12,12750,12900,12650,12850,1785,51847.0,4034800.0
2019-07-15,12900,12900,12550,12550,2044,50637.0,4034800.0
2019-07-16,12550,12650,12500,12650,1949,51040.0,4034800.0
2019-07-17,12500,12600,12350,12450,1640,50233.0,4034800.0
2019-07-18,12450,12500,12300,12450,2990,50233.0,4034800.0
2019-07-19,12450,12450,12300,12350,2931,49830.0,4034800.0
2019-07-22,12350,12500,12250,12500,929,50435.0,4034800.0
2019-07-23,12500,12500,12300,12500,1321,50435.0,4034800.0
2019-07-24,12500,12500,12300,12450,852,50233.0,4034800.0
2019-07-25,12450,12450,12100,12250,1656,49426.0,4034800.0
2019-07-26,12250,12250,12100,12150,1992,49023.0,4034800.0
2019-07-29,12100,12150,11850,12050,3968,48619.0,4034800.0
2019-07-30,12050,12200,11950,12150,1787,49023.0,4034800.0
2019-07-31,12200,12250,12000,12250,1242,49426.0,4034800.0
2019-08-01,12000,12300,12000,12050,3976,48619.0,4034800.0
2019-08-02,11950,12250,11900,12250,1825,49426.0,4034800.0
2019-08-05,12250,12400,11750,11750,5805,47409.0,4034800.0
2019-08-06,11550,12000,11250,11950,6515,48216.0,4034800.0
2019-08-07,11950,12000,11600,11950,1465,48216.0,4034800.0
2019-08-08,11950,12100,11800,12100,7975,48821.0,4034800.0
2019-08-09,12100,12150,11900,12000,11074,48418.0,4034800.0
2019-08-12,11900,12000,11850,11950,5163,48216.0,4034800.0
2019-08-13,11900,12050,11850,12000,5249,48418.0,4034800.0
2019-08-14,12000,12050,11800,12000,6968,48418.0,4034800.0
2019-08-16,11900,12000,11650,11650,4066,47005.0,4034800.0
2019-08-19,11650,11850,11650,11800,547,47611.0,4034800.0
2019-08-20,11800,11900,11800,11900,809,48014.0,4034800.0
2019-08-21,11850,12000,11850,11950,2837,48216.0,4034800.0
2019-08-22,12000,12000,11850,12000,1854,48418.0,4034800.0
2019-08-23,12000,12000,11850,12000,801,48418.0,4034800.0
2019-08-26,11950,11950,11700,11800,7754,47611.0,4034800.0
2019-08-27,11900,11900,11750,11800,705,47611.0,4034800.0
2019-08-28,11800,11850,11750,11850,808,47812.0,4034800.0
2019-08-29,11900,11900,11850,11900,693,48014.0,4034800.0
2019-08-30,11800,12000,11800,11950,1594,48216.0,4034800.0
2019-09-02,11850,12050,11850,12000,3093,48418.0,4034800.0
2019-09-03,11900,12050,11900,12000,722,48418.0,4034800.0
2019-09-04,12000,12050,12000,12050,1685,48619.0,4034800.0
2019-09-05,11950,12100,11950,12100,1528,48821.0,4034800.0
2019-09-06,12150,12300,12100,12200,9885,49225.0,4034800.0
2019-09-09,12200,12200,12000,12150,10995,49023.0,4034800.0
2019-09-10,12000,12150,11900,12100,7109,48821.0,4034800.0
2019-09-11,12050,12150,12050,12050,2251,48619.0,4034800.0
2019-09-16,12000,12100,12000,12100,800,48821.0,4034800.0
2019-09-17,12150,12150,12000,12150,2701,49023.0,4034800.0
2019-09-18,12050,12200,12050,12150,3538,49023.0,4034800.0
2019-09-19,12100,12200,12100,12200,4980,49225.0,4034800.0
2019-09-20,12200,12250,12100,12250,2043,49426.0,4034800.0
2019-09-23,12250,12300,12150,12300,3977,49628.0,4034800.0
2019-09-24,12300,12350,12150,12350,1739,49830.0,4034800.0
2019-09-25,12350,12400,12150,12300,9687,49628.0,4034800.0
2019-09-26,12300,12350,12200,12250,2160,49426.0,4034800.0
2019-09-27,12300,12600,12250,12600,8156,50838.0,4034800.0
2019-09-30,12700,12750,12450,12600,1556,50838.0,4034800.0
2019-10-01,12600,12750,12300,12450,1916,50233.0,4034800.0
2019-10-02,12450,12750,12350,12400,1454,50032.0,4034800.0
2019-10-04,12500,12650,12300,12600,194,50838.0,4034800.0
2019-10-07,12500,12500,12350,12500,451,50435.0,4034800.0
