미래테크놀로지(213090),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-05-16,8810,8880,8650,8850,7616,54169.0,6120788.0
2019-05-17,8880,9060,8880,8940,3340,54720.0,6120788.0
2019-05-20,8960,9040,8510,8730,13251,53434.0,6120788.0
2019-05-21,8530,8980,8530,8750,8442,53557.0,6120788.0
2019-05-22,8920,8920,8630,8710,309,53312.0,6120788.0
2019-05-23,8680,8970,8670,8970,8305,54903.0,6120788.0
2019-05-24,8970,9460,8910,9180,20746,56189.0,6120788.0
2019-05-27,9060,9060,8570,8660,13692,53006.0,6120788.0
2019-05-28,8620,8700,8460,8700,4670,53251.0,6120788.0
2019-05-29,8670,8850,8490,8570,2836,52455.0,6120788.0
2019-05-30,8460,8820,8460,8790,12349,53802.0,6120788.0
2019-05-31,8800,9000,8680,8960,5596,54842.0,6120788.0
2019-06-03,8960,9100,8760,9050,2928,55393.0,6120788.0
2019-06-04,9050,9070,8850,8970,3035,54903.0,6120788.0
2019-06-05,8970,9040,8830,8980,5554,54965.0,6120788.0
2019-06-07,8990,9170,8900,9010,5070,55148.0,6120788.0
2019-06-10,9090,9090,8820,9010,1887,55148.0,6120788.0
2019-06-11,9010,9440,9010,9330,14712,57107.0,6120788.0
2019-06-12,9330,9440,9150,9380,7438,57413.0,6120788.0
2019-06-13,9270,9560,9270,9530,23300,58331.0,6120788.0
2019-06-14,9530,11000,9480,10500,155338,64268.0,6120788.0
2019-06-17,10600,10700,10050,10250,50404,62738.0,6120788.0
2019-06-18,10250,10650,10050,10250,33354,62738.0,6120788.0
2019-06-19,10300,10550,9810,9940,19146,60841.0,6120788.0
2019-06-20,9940,10600,9850,10250,34291,62738.0,6120788.0
2019-06-21,10200,10500,10100,10450,12607,63962.0,6120788.0
2019-06-24,10400,11150,10250,10800,45877,66105.0,6120788.0
2019-06-25,10850,11200,10150,10200,22086,62432.0,6120788.0
2019-06-26,10200,10700,10000,10700,28958,65492.0,6120788.0
2019-06-27,10600,10900,10500,10600,22565,64880.0,6120788.0
2019-06-28,10400,10750,9980,10550,42057,64574.0,6120788.0
2019-07-01,10300,10550,10000,10050,10971,61514.0,6120788.0
2019-07-02,10050,10450,9980,10300,9910,63044.0,6120788.0
2019-07-03,10400,10400,10100,10200,10812,62432.0,6120788.0
2019-07-04,10200,10250,9900,10100,16414,61820.0,6120788.0
2019-07-05,10200,10200,9970,9970,18820,61024.0,6120788.0
2019-07-08,10000,10300,9900,10100,22066,61820.0,6120788.0
2019-07-09,10050,10100,9550,9600,16644,58760.0,6120788.0
2019-07-10,9780,10000,9170,9200,26035,56311.0,6120788.0
2019-07-11,9270,10100,9270,9780,21265,59861.0,6120788.0
2019-07-12,9800,9800,9400,9510,11439,58209.0,6120788.0
2019-07-15,9360,9510,9300,9320,9880,57046.0,6120788.0
2019-07-16,9320,9710,9310,9480,10178,58025.0,6120788.0
2019-07-17,9730,9730,9360,9480,6230,58025.0,6120788.0
2019-07-18,9480,9740,9310,9400,10162,57535.0,6120788.0
2019-07-19,9360,9490,9270,9330,14528,57107.0,6120788.0
2019-07-22,9300,9400,9210,9360,10673,57291.0,6120788.0
2019-07-23,9360,9360,9030,9050,21148,55393.0,6120788.0
2019-07-24,9160,9360,9070,9160,11491,56066.0,6120788.0
2019-07-25,9160,9160,8920,8970,8111,54903.0,6120788.0
2019-07-26,8970,9260,8910,9110,6263,55760.0,6120788.0
2019-07-29,9000,9110,8830,8860,4563,54230.0,6120788.0
2019-07-30,8860,9320,8860,9200,3134,56311.0,6120788.0
2019-07-31,9290,9290,8970,9240,1838,56556.0,6120788.0
2019-08-01,9300,9300,8960,8960,3268,54842.0,6120788.0
2019-08-02,8960,8960,8800,8950,3755,54781.0,6120788.0
2019-08-05,8910,8920,8030,8030,17815,49150.0,6120788.0
2019-08-06,8000,8020,7400,7770,11817,47559.0,6120788.0
2019-08-07,7980,8500,7790,8350,8232,51109.0,6120788.0
2019-08-08,8350,8400,8070,8360,6411,51170.0,6120788.0
2019-08-09,8160,8350,8160,8170,865,50007.0,6120788.0
2019-08-12,8000,8340,8000,8120,2510,49701.0,6120788.0
2019-08-13,8500,8500,8040,8210,1709,50252.0,6120788.0
2019-08-14,8490,8490,8210,8400,2096,51415.0,6120788.0
2019-08-16,8630,8630,8150,8560,2416,52394.0,6120788.0
2019-08-19,8600,8630,8410,8620,1938,52761.0,6120788.0
2019-08-20,8720,8720,8300,8680,5068,53128.0,6120788.0
2019-08-21,8680,8780,8580,8770,4296,53679.0,6120788.0
2019-08-22,8820,8910,8760,8870,4066,54291.0,6120788.0
2019-08-23,8990,8990,8660,8900,2779,54475.0,6120788.0
2019-08-26,8830,8830,8400,8700,2618,53251.0,6120788.0
2019-08-27,8750,8750,8310,8720,1709,53373.0,6120788.0
2019-08-28,8720,8870,8650,8780,2350,53741.0,6120788.0
2019-08-29,8820,8820,8670,8770,3018,53679.0,6120788.0
2019-08-30,8770,9180,8740,8980,3840,54965.0,6120788.0
2019-09-02,8990,9170,8610,8680,2185,53128.0,6120788.0
2019-09-03,8670,8870,8630,8870,6211,54291.0,6120788.0
2019-09-04,8820,9270,8570,9160,7010,56066.0,6120788.0
2019-09-05,9340,9340,8570,9000,9036,55087.0,6120788.0
2019-09-06,9170,9170,8840,9040,2435,55332.0,6120788.0
2019-09-09,9040,9050,8900,9000,10517,55087.0,6120788.0
2019-09-10,8990,9450,8830,9050,20965,55393.0,6120788.0
2019-09-11,9290,9290,9040,9110,2592,55760.0,6120788.0
2019-09-16,9170,9520,9150,9520,8791,58270.0,6120788.0
2019-09-17,9350,9550,9350,9550,10639,58454.0,6120788.0
2019-09-18,9550,9680,9450,9660,3231,59127.0,6120788.0
2019-09-19,9550,9830,9550,9760,5394,59739.0,6120788.0
2019-09-20,9840,9880,9730,9880,2125,60473.0,6120788.0
2019-09-23,9870,9930,9630,9900,877,60596.0,6120788.0
2019-09-24,9840,9940,9700,9910,5257,60657.0,6120788.0
2019-09-25,9910,9910,9670,9800,4586,59984.0,6120788.0
2019-09-26,9840,9900,9650,9650,1429,59066.0,6120788.0
2019-09-27,9730,9770,9410,9580,2088,58637.0,6120788.0
2019-09-30,9240,9540,9190,9190,4623,56250.0,6120788.0
2019-10-01,9170,9320,9080,9260,4917,56678.0,6120788.0
2019-10-02,9230,9240,9000,9240,3273,56556.0,6120788.0
2019-10-04,9240,9420,9100,9210,3380,56372.0,6120788.0
2019-10-07,9170,9390,9050,9100,1525,,
