한라IMS(092460),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2009-02-09,5282,5670,5215,5336,153360,47880.0,6000000.0
2009-02-10,5383,5450,5135,5142,53148,46140.0,6000000.0
2009-02-11,5054,5141,4880,5116,21954,45900.0,6000000.0
2009-02-12,5148,5295,5141,5216,29368,46800.0,6000000.0
2009-02-13,5241,5415,5161,5350,27087,48000.0,6000000.0
2009-02-16,5342,5522,5221,5303,46132,47580.0,6000000.0
2009-02-17,5302,5369,4814,4928,48904,44220.0,6000000.0
2009-02-18,4773,4900,4613,4748,30095,42600.0,6000000.0
2009-02-19,4893,4974,4726,4748,39904,42600.0,6000000.0
2009-02-20,4647,4714,4045,4146,67685,37200.0,6000000.0
2009-02-23,4079,4299,4072,4179,42142,37500.0,6000000.0
2009-02-24,4085,4125,3965,4012,35950,36000.0,6000000.0
2009-02-25,4239,4246,4059,4059,27078,36420.0,6000000.0
2009-02-26,4092,4206,3918,3945,15905,35400.0,6000000.0
2009-02-27,3997,4318,3964,4213,17614,37800.0,6000000.0
2009-03-02,4231,4238,3937,4006,19871,35940.0,6000000.0
2009-03-03,3898,4045,3684,4012,17213,36000.0,6000000.0
2009-03-04,4326,4614,4279,4614,105067,41400.0,6000000.0
2009-03-05,4915,5209,4614,4614,93424,41400.0,6000000.0
2009-03-06,4480,5082,4386,4701,117508,42180.0,6000000.0
2009-03-09,4780,4860,4633,4668,41326,41880.0,6000000.0
2009-03-10,4620,4894,4620,4808,35424,43140.0,6000000.0
2009-03-11,4947,5041,4813,4815,40421,43200.0,6000000.0
2009-03-12,4914,5208,4833,4962,43909,44520.0,6000000.0
2009-03-13,5202,5202,5082,5142,40156,46140.0,6000000.0
2009-03-16,5094,5449,5094,5263,44001,47220.0,6000000.0
2009-03-17,5355,5482,5268,5350,28747,48000.0,6000000.0
2009-03-18,5416,6152,5349,6152,183929,55200.0,6000000.0
2009-03-19,6351,7053,6325,7055,441921,63300.0,6000000.0
2009-03-20,7456,7957,7288,7690,459779,69000.0,6000000.0
2009-03-23,7556,7690,7222,7322,445915,65700.0,6000000.0
2009-03-24,7389,7389,7021,7155,291825,64200.0,6000000.0
2009-03-25,7321,7488,7087,7490,450141,67200.0,6000000.0
2009-03-26,7489,7523,7021,7222,315392,64800.0,6000000.0
2009-03-27,7222,7656,7088,7222,596570,64800.0,6000000.0
2009-03-30,7221,7287,6679,6821,171692,61200.0,6000000.0
2009-03-31,6820,7355,6820,7222,245115,64800.0,6000000.0
2009-04-01,7288,7288,6954,7088,181514,63600.0,6000000.0
2009-04-02,7221,8123,7053,8125,770272,72900.0,6000000.0
2009-04-03,8225,8258,7589,7757,406878,69600.0,6000000.0
2009-04-06,7823,7991,7623,7757,201923,69600.0,6000000.0
2009-04-07,7889,8056,7488,8025,212454,72000.0,6000000.0
2009-04-08,8225,8860,7957,8158,487760,73200.0,6000000.0
2009-04-09,8492,8626,8292,8392,275829,75300.0,6000000.0
2009-04-10,8726,9261,8292,8392,512582,75300.0,6000000.0
2009-04-13,8424,8692,8190,8359,183278,75000.0,6000000.0
2009-04-14,8526,8526,7991,8225,138806,73800.0,6000000.0
2009-04-15,7956,8224,7689,7958,176144,71400.0,6000000.0
2009-04-16,8224,8257,7622,7724,179615,69300.0,6000000.0
2009-04-17,7889,7889,7120,7356,102786,66000.0,6000000.0
2009-04-20,7321,7588,7254,7423,59086,66600.0,6000000.0
2009-04-21,7154,7689,7154,7657,86152,68700.0,6000000.0
2009-04-22,7822,7889,7522,7657,86559,68700.0,6000000.0
2009-04-23,7690,8191,7690,7924,170036,71100.0,6000000.0
2009-04-24,8023,8056,7522,7891,79033,70800.0,6000000.0
2009-04-27,7957,8057,7489,7556,75078,67800.0,6000000.0
2009-04-28,7556,7623,6887,6988,73308,62700.0,6000000.0
2009-04-29,7087,7287,6819,7256,45875,65100.0,6000000.0
2009-04-30,7354,7956,7221,7891,190836,70800.0,6000000.0
2009-05-04,8157,8558,8056,8359,226141,75000.0,6000000.0
2009-05-06,8492,8659,8158,8158,164712,73200.0,6000000.0
2009-05-07,8257,8525,8157,8493,125912,76200.0,6000000.0
2009-05-08,8625,8892,8491,8794,168878,78900.0,6000000.0
2009-05-11,9126,9728,9026,9028,587479,81000.0,6000000.0
2009-05-12,9227,9360,8725,8727,234779,78300.0,6000000.0
2009-05-13,8859,9026,8591,9028,126250,81000.0,6000000.0
2009-05-14,9127,10365,8994,10365,305462,93000.0,6000000.0
2009-05-15,10966,11100,10231,10298,394441,92400.0,6000000.0
2009-05-18,10430,10765,10163,10566,207803,94800.0,6000000.0
2009-05-19,10799,11167,10565,10833,187743,97200.0,6000000.0
2009-05-20,10699,10933,10331,10699,138724,96000.0,6000000.0
2009-05-21,10497,10798,10397,10499,98523,94200.0,6000000.0
2009-05-22,10398,10966,10298,10766,111402,96600.0,6000000.0
2009-05-25,10799,11468,9428,10900,307140,97800.0,6000000.0
2009-05-26,11700,11800,10350,10400,184485,62400.0,6000000.0
2009-05-27,10850,10850,9610,9610,123489,57660.0,6000000.0
2009-05-28,9460,9580,9020,9300,88121,55800.0,6000000.0
2009-05-29,9320,10550,9320,10550,66202,63300.0,6000000.0
2009-06-01,10850,11150,10250,10500,91810,63000.0,6000000.0
2009-06-02,11000,11500,10850,11000,152523,66000.0,6000000.0
2009-06-03,11050,11300,10600,11100,59210,66600.0,6000000.0
2009-06-04,11150,11150,10500,10950,46894,65700.0,6000000.0
2009-06-05,11200,11250,10500,10850,44499,65100.0,6000000.0
2009-06-08,10850,10900,10450,10800,44686,64800.0,6000000.0
2009-06-09,10700,11000,10400,10750,55015,64500.0,6000000.0
2009-06-10,10750,10900,10600,10900,31653,65400.0,6000000.0
2009-06-11,10950,12150,10950,11700,188107,70200.0,6000000.0
2009-06-12,11550,11900,11300,11650,85980,69900.0,6000000.0
2009-06-15,11500,11700,11000,11500,63056,69000.0,6000000.0
2009-06-16,11100,11700,11050,11350,36661,68100.0,6000000.0
2009-06-17,11450,11750,11200,11750,51967,70500.0,6000000.0
2009-06-18,12000,12800,11900,12500,188426,75000.0,6000000.0
2009-06-19,12550,13350,12350,12700,358016,76200.0,6000000.0
2009-06-22,12450,13850,12450,13700,259040,82200.0,6000000.0
2009-06-23,13300,14200,13200,13550,293887,81300.0,6000000.0
2009-06-24,13900,13950,13200,13700,104239,82200.0,6000000.0
2009-06-25,13700,13950,13150,13800,223779,82800.0,6000000.0
2009-06-26,13800,14300,13500,14100,266068,84600.0,6000000.0
2009-06-29,14100,14200,13700,13900,85136,83400.0,6000000.0
2009-06-30,13700,13850,12400,13500,432705,121500.0,9000000.0
2009-07-01,13300,13700,13050,13100,148192,117900.0,9000000.0
2009-07-02,13050,13400,12650,13000,138763,117000.0,9000000.0
2009-07-03,12850,13150,12750,12900,175956,116100.0,9000000.0
2009-07-06,12850,13250,12800,12800,72060,115200.0,9000000.0
2009-07-07,12850,13000,12000,12200,183657,109800.0,9000000.0
2009-07-08,12000,12000,11300,11350,168606,102150.0,9000000.0
2009-07-09,11350,11800,11150,11150,156268,100350.0,9000000.0
2009-07-10,11250,11700,10700,11250,358802,101250.0,9000000.0
2009-07-13,11350,11500,9650,10200,223215,91800.0,9000000.0
2009-07-14,10500,10700,9560,9600,309402,86400.0,9000000.0
2009-07-15,9600,9810,9300,9620,307790,86580.0,9000000.0
2009-07-16,9840,10300,9550,9570,248614,86130.0,9000000.0
2009-07-17,9610,9740,9560,9600,92038,86400.0,9000000.0
2009-07-20,9610,9970,9600,9850,156506,88650.0,9000000.0
2009-07-21,9960,10500,9950,10000,203153,90000.0,9000000.0
2009-07-22,10100,10950,10000,10650,335295,95850.0,9000000.0
2009-07-23,10700,10750,10200,10200,162840,91800.0,9000000.0
2009-07-24,10350,10400,9860,9940,179098,89460.0,9000000.0
2009-07-27,9830,10100,9830,10000,131928,90000.0,9000000.0
2009-07-28,10150,10150,9920,10000,90200,90000.0,9000000.0
2009-07-29,10050,10450,10050,10150,185407,91350.0,9000000.0
2009-07-30,10150,10450,10100,10150,145702,91350.0,9000000.0
2009-07-31,10300,10350,9990,10150,147354,91350.0,9000000.0
2009-08-03,10300,10300,10050,10100,140607,90900.0,9000000.0
2009-08-04,10100,10400,10100,10200,159107,91800.0,9000000.0
2009-08-05,10300,10300,9850,9850,197306,88650.0,9000000.0
2009-08-06,9770,9800,9520,9600,146811,86400.0,9000000.0
2009-08-07,9460,9940,9460,9700,119239,87300.0,9000000.0
2009-08-10,9750,9850,9620,9730,71165,87570.0,9000000.0
2009-08-11,9690,9820,9680,9690,78518,87210.0,9000000.0
2009-08-12,9690,9690,9570,9580,73884,86220.0,9000000.0
2009-08-13,9620,10150,9610,10100,205355,90900.0,9000000.0
2009-08-14,10250,10250,9850,9960,156729,89640.0,9000000.0
2009-08-17,9900,9900,9530,9580,84531,86220.0,9000000.0
2009-08-18,9480,9600,9150,9270,99244,83430.0,9000000.0
2009-08-19,9270,9440,9020,9050,82171,81450.0,9000000.0
2009-08-20,9060,9170,8940,8990,70930,80910.0,9000000.0
2009-08-21,9140,9140,8800,8840,85393,79560.0,9000000.0
2009-08-24,8850,8870,8300,8420,176641,75780.0,9000000.0
2009-08-25,8310,8680,8300,8550,63808,76950.0,9000000.0
2009-08-26,8630,8790,8510,8790,52932,79110.0,9000000.0
2009-08-27,8860,9050,8650,8660,86821,77940.0,9000000.0
2009-08-28,8670,8700,8490,8600,54411,77400.0,9000000.0
2009-08-31,8640,8640,8380,8410,51649,75690.0,9000000.0
2009-09-01,8410,8410,8280,8310,48839,74790.0,9000000.0
2009-09-02,8160,8280,8000,8010,83518,72090.0,9000000.0
2009-09-03,8100,8180,8010,8090,41037,72810.0,9000000.0
2009-09-04,8120,8160,8000,8030,33612,72270.0,9000000.0
2009-09-07,8030,8090,8010,8050,34773,72450.0,9000000.0
2009-09-08,8040,8370,8040,8270,63410,74430.0,9000000.0
2009-09-09,8340,8390,8050,8140,45105,73260.0,9000000.0
2009-09-10,8110,8270,8110,8230,32303,74070.0,9000000.0
2009-09-11,8190,8500,8070,8270,90245,74430.0,9000000.0
2009-09-14,8200,8240,8060,8100,34596,72900.0,9000000.0
2009-09-15,8020,8220,8020,8130,35891,73170.0,9000000.0
2009-09-16,8130,8210,8050,8070,48258,72630.0,9000000.0
2009-09-17,8080,8410,8070,8410,107620,75690.0,9000000.0
2009-09-18,8750,9440,8750,8940,485391,80460.0,9000000.0
2009-09-21,8900,8960,8610,8800,91517,79200.0,9000000.0
2009-09-22,8720,8810,8640,8660,82614,77940.0,9000000.0
2009-09-23,8630,8660,8420,8480,58191,76320.0,9000000.0
2009-09-24,8490,8490,8050,8180,88011,73620.0,9000000.0
2009-09-25,8120,8190,8090,8190,33124,73710.0,9000000.0
2009-09-28,8220,8250,8060,8080,17203,72720.0,9000000.0
2009-09-29,8060,8180,8040,8040,42678,72360.0,9000000.0
2009-09-30,8100,8150,7510,7750,64006,69750.0,9000000.0
2009-10-01,7710,7800,7400,7590,74913,68310.0,9000000.0
2009-10-05,7400,7650,7400,7540,31509,67860.0,9000000.0
2009-10-06,7500,7630,7500,7510,23304,67590.0,9000000.0
2009-10-07,7530,7630,7480,7510,22545,67590.0,9000000.0
2009-10-08,7510,7610,7500,7570,18544,68130.0,9000000.0
2009-10-09,7600,7880,7570,7800,26423,70200.0,9000000.0
2009-10-12,7820,7900,7650,7710,19890,69390.0,9000000.0
2009-10-13,7710,7770,7480,7520,74187,67680.0,9000000.0
2009-10-14,7510,7620,7510,7560,21978,68040.0,9000000.0
2009-10-15,7610,7810,7610,7700,42524,69300.0,9000000.0
2009-10-16,7720,8180,7720,7900,90961,71100.0,9000000.0
2009-10-19,7900,7960,7710,7790,19442,70110.0,9000000.0
2009-10-20,7810,7950,7730,7730,30030,69570.0,9000000.0
2009-10-21,7700,7770,7600,7670,23475,69030.0,9000000.0
2009-10-22,7670,7700,7560,7560,20464,68040.0,9000000.0
2009-10-23,7550,7620,7520,7560,26726,68040.0,9000000.0
2009-10-26,7430,7500,7080,7230,63317,65070.0,9000000.0
2009-10-27,7290,7290,6910,7050,54983,63450.0,9000000.0
2009-10-28,7050,7120,6810,6810,32755,61290.0,9000000.0
2009-10-29,6530,6620,6240,6400,63087,57600.0,9000000.0
2009-10-30,6620,6940,6550,6860,44724,61740.0,9000000.0
2009-11-02,6670,6770,6570,6600,43685,59400.0,9000000.0
2009-11-03,6600,6690,6540,6590,12524,59310.0,9000000.0
2009-11-04,6510,6690,6490,6630,19815,59670.0,9000000.0
2009-11-05,6700,6730,6530,6570,17360,59130.0,9000000.0
2009-11-06,6590,6750,6590,6710,26857,60390.0,9000000.0
2009-11-09,6640,6900,6640,6730,8560,60570.0,9000000.0
2009-11-10,6730,6850,6650,6660,11464,59940.0,9000000.0
2009-11-11,6620,6730,6620,6650,12201,59850.0,9000000.0
2009-11-12,6730,6790,6660,6680,12414,60120.0,9000000.0
2009-11-13,6650,6650,6120,6120,68560,55080.0,9000000.0
2009-11-16,6130,6180,5840,5850,48578,52650.0,9000000.0
2009-11-17,5630,5890,5630,5740,32033,51660.0,9000000.0
2009-11-18,5710,5810,5700,5760,16064,51840.0,9000000.0
2009-11-19,5760,5870,5650,5690,20767,51210.0,9000000.0
2009-11-20,5640,5780,5640,5750,17508,51750.0,9000000.0
2009-11-23,5710,5820,5670,5680,28045,51120.0,9000000.0
2009-11-24,5680,5740,5490,5550,30771,49950.0,9000000.0
2009-11-25,5500,5590,5490,5540,18596,49860.0,9000000.0
2009-11-26,5580,5640,5560,5590,17612,50310.0,9000000.0
2009-11-27,5510,5550,5120,5220,39901,46980.0,9000000.0
2009-11-30,5220,5300,5220,5220,34846,46980.0,9000000.0
2009-12-01,5220,5710,5220,5590,35133,50310.0,9000000.0
2009-12-02,5600,5890,5600,5770,38563,51930.0,9000000.0
2009-12-03,5700,5800,5520,5700,37929,51300.0,9000000.0
2009-12-04,5680,5780,5600,5710,13306,51390.0,9000000.0
2009-12-07,5700,5780,5600,5760,25956,51840.0,9000000.0
2009-12-08,5750,5780,5650,5740,25020,51660.0,9000000.0
2009-12-09,5710,6130,5620,6040,65807,54360.0,9000000.0
2009-12-10,6040,6360,6000,6270,49309,56430.0,9000000.0
2009-12-11,6270,6540,6250,6490,36529,58410.0,9000000.0
2009-12-14,6540,6980,6520,6710,63328,60390.0,9000000.0
2009-12-15,6720,6850,6710,6820,32869,61380.0,9000000.0
2009-12-16,6820,6910,6600,6720,34856,60480.0,9000000.0
2009-12-17,6720,6830,6660,6820,23723,61380.0,9000000.0
2009-12-18,6700,6880,6680,6810,19062,61290.0,9000000.0
2009-12-21,6830,6900,6800,6880,29934,61920.0,9000000.0
2009-12-22,6890,6890,6680,6800,27166,61200.0,9000000.0
2009-12-23,6720,6820,6430,6500,39755,58500.0,9000000.0
2009-12-24,6500,6500,6400,6460,24490,58140.0,9000000.0
2009-12-28,6550,7340,6390,7030,195022,63270.0,9000000.0
2009-12-29,6800,6880,6600,6690,58400,60210.0,9000000.0
2009-12-30,6770,6770,6510,6570,26362,59130.0,9000000.0
2010-01-04,6540,6630,6430,6570,40449,59130.0,9000000.0
2010-01-05,6570,6670,6500,6670,50211,60030.0,9000000.0
2010-01-06,6700,7300,6700,7300,126518,65700.0,9000000.0
2010-01-07,7500,8000,7500,7700,224741,69300.0,9000000.0
2010-01-08,7750,7870,7250,7810,68461,70290.0,9000000.0
2010-01-11,7780,8080,7700,7890,66374,71010.0,9000000.0
2010-01-12,8030,8040,7570,7720,41694,69480.0,9000000.0
2010-01-13,7650,7790,7500,7620,27928,68580.0,9000000.0
2010-01-14,7510,7700,7500,7570,34478,68130.0,9000000.0
2010-01-15,7570,7770,7550,7770,33588,69930.0,9000000.0
2010-01-18,7790,8000,7750,7760,42819,69840.0,9000000.0
2010-01-19,7730,8040,7680,7900,76865,71100.0,9000000.0
2010-01-20,7910,8360,7830,8200,121269,73800.0,9000000.0
2010-01-21,8010,8260,8010,8060,67569,72540.0,9000000.0
2010-01-22,8030,8030,7630,7730,66932,69570.0,9000000.0
2010-01-25,7600,8190,7600,7760,67969,69840.0,9000000.0
2010-01-26,7970,7970,7650,7770,36705,69930.0,9000000.0
2010-01-27,7800,7840,7650,7750,30655,69750.0,9000000.0
2010-01-28,7800,7890,7600,7700,35153,69300.0,9000000.0
2010-01-29,7700,7700,7300,7350,35157,66150.0,9000000.0
2010-02-01,7160,7350,6950,7080,44451,63720.0,9000000.0
2010-02-02,7020,7290,7020,7110,17102,63990.0,9000000.0
2010-02-03,7280,7370,7120,7340,15869,66060.0,9000000.0
2010-02-04,7530,7530,7270,7340,13370,66060.0,9000000.0
2010-02-05,7000,7340,7000,7260,20754,65340.0,9000000.0
2010-02-08,7280,7400,7180,7180,18749,64620.0,9000000.0
2010-02-09,7190,7270,7050,7260,17031,65340.0,9000000.0
2010-02-10,7260,7380,7220,7220,24050,64980.0,9000000.0
2010-02-11,7320,7400,7220,7260,21614,65340.0,9000000.0
2010-02-12,7340,7480,7250,7480,23074,67320.0,9000000.0
2010-02-16,7480,7700,7430,7590,26823,68310.0,9000000.0
2010-02-17,7690,7700,7520,7570,15461,68130.0,9000000.0
2010-02-18,7650,7650,7520,7520,9060,67680.0,9000000.0
2010-02-19,7450,7580,7250,7250,20265,65250.0,9000000.0
2010-02-22,7250,7590,7250,7460,12169,67140.0,9000000.0
2010-02-23,7380,7500,7380,7480,9028,67320.0,9000000.0
2010-02-24,7480,7480,7400,7470,9000,67230.0,9000000.0
2010-02-25,7400,7500,7330,7450,14114,67050.0,9000000.0
2010-02-26,7320,7490,7320,7490,13857,67410.0,9000000.0
2010-03-02,7410,7540,7410,7500,16548,67500.0,9000000.0
2010-03-03,7540,7600,7500,7560,15843,68040.0,9000000.0
2010-03-04,7600,7600,7350,7500,13427,67500.0,9000000.0
2010-03-05,7550,7550,7450,7500,14068,67500.0,9000000.0
2010-03-08,7470,7770,7430,7700,32410,69300.0,9000000.0
2010-03-09,7780,7780,7630,7750,12985,69750.0,9000000.0
2010-03-10,7750,7800,7700,7750,8934,69750.0,9000000.0
2010-03-11,7750,7750,7640,7680,18369,69120.0,9000000.0
2010-03-12,7680,7690,7570,7670,14367,69030.0,9000000.0
2010-03-15,7680,7680,7590,7620,19913,68580.0,9000000.0
2010-03-16,7570,7580,7460,7460,29169,67140.0,9000000.0
2010-03-17,7460,7600,7460,7590,19275,68310.0,9000000.0
2010-03-18,7660,7660,7500,7530,10429,67770.0,9000000.0
2010-03-19,7520,7600,7450,7500,22640,67500.0,9000000.0
2010-03-22,7500,7500,7400,7400,24107,66600.0,9000000.0
2010-03-23,7430,7480,7370,7390,25124,66510.0,9000000.0
2010-03-24,7400,7460,7320,7350,20116,66150.0,9000000.0
2010-03-25,7310,7380,7300,7380,12498,66420.0,9000000.0
2010-03-26,7450,7600,7320,7550,17646,67950.0,9000000.0
2010-03-29,7600,7600,7430,7440,15971,66960.0,9000000.0
2010-03-30,7450,7550,7400,7420,21030,66780.0,9000000.0
2010-03-31,7450,7500,7280,7420,28949,66780.0,9000000.0
2010-04-01,7490,7530,7370,7420,25837,66780.0,9000000.0
2010-04-02,7420,7480,7350,7390,11259,66510.0,9000000.0
2010-04-05,7390,7480,7310,7390,31107,66510.0,9000000.0
2010-04-06,7310,7420,7300,7360,25655,66240.0,9000000.0
2010-04-07,7450,7450,7290,7360,34861,66240.0,9000000.0
2010-04-08,7360,8460,7360,8460,467064,76140.0,9000000.0
2010-04-09,9190,9390,8500,8620,708303,77580.0,9000000.0
2010-04-12,8900,8950,8510,8580,211552,77220.0,9000000.0
2010-04-13,8580,8580,7920,8060,252730,72540.0,9000000.0
2010-04-14,8100,8220,7950,7960,109374,71640.0,9000000.0
2010-04-15,8060,8170,7970,8150,107377,73350.0,9000000.0
2010-04-16,8160,8740,8110,8470,349274,76230.0,9000000.0
2010-04-19,8450,8520,8110,8200,137270,73800.0,9000000.0
2010-04-20,8300,8560,8280,8480,135191,76320.0,9000000.0
2010-04-21,8530,8730,8390,8390,120365,75510.0,9000000.0
2010-04-22,8310,8360,8000,8100,111242,72900.0,9000000.0
2010-04-23,8010,8150,7990,8110,58429,72990.0,9000000.0
2010-04-26,8250,8250,7960,8000,51939,72000.0,9000000.0
2010-04-27,8000,8090,7820,7850,58519,70650.0,9000000.0
2010-04-28,7800,7820,7590,7820,45720,70380.0,9000000.0
2010-04-29,7810,7880,7700,7750,22663,69750.0,9000000.0
2010-04-30,7750,7880,7670,7880,43993,70920.0,9000000.0
2010-05-03,7850,7950,7610,7940,26073,71460.0,9000000.0
2010-05-04,7950,8020,7740,7750,20191,69750.0,9000000.0
2010-05-06,7650,7730,7510,7580,31142,68220.0,9000000.0
2010-05-07,7160,7430,7080,7320,37175,65880.0,9000000.0
2010-05-10,7380,7430,7230,7410,37431,66690.0,9000000.0
2010-05-11,7490,7490,7280,7280,34148,65520.0,9000000.0
2010-05-12,7380,7380,7150,7150,28100,64350.0,9000000.0
2010-05-13,7180,7220,7100,7130,28167,64170.0,9000000.0
2010-05-14,7060,7070,6860,6910,59537,62190.0,9000000.0
2010-05-17,6640,6860,6580,6580,55258,59220.0,9000000.0
2010-05-18,6580,6640,6500,6590,21529,59310.0,9000000.0
2010-05-19,6500,6650,6360,6650,37222,59850.0,9000000.0
2010-05-20,6650,6690,6500,6500,12465,58500.0,9000000.0
2010-05-24,6450,6580,6280,6400,8374,57600.0,9000000.0
2010-05-25,6400,6400,5760,5970,39986,53730.0,9000000.0
2010-05-26,5990,6280,5990,6270,10295,56430.0,9000000.0
2010-05-27,6080,6450,6080,6280,15952,56520.0,9000000.0
2010-05-28,6320,6830,6320,6670,15147,60030.0,9000000.0
2010-05-31,6560,6740,6560,6690,11809,60210.0,9000000.0
2010-06-01,6690,6690,6550,6640,10335,59760.0,9000000.0
2010-06-03,6840,6900,6600,6720,9487,60480.0,9000000.0
2010-06-04,6590,6790,6590,6750,16550,60750.0,9000000.0
2010-06-07,6380,6700,6380,6500,10669,58500.0,9000000.0
2010-06-08,6620,6620,6400,6520,7260,58680.0,9000000.0
2010-06-09,6580,6690,6500,6580,3959,59220.0,9000000.0
2010-06-10,6690,6690,6490,6590,5887,59310.0,9000000.0
2010-06-11,6660,6880,6600,6680,15942,60120.0,9000000.0
2010-06-14,6710,6810,6680,6690,15869,60210.0,9000000.0
2010-06-15,6720,6800,6690,6770,8133,60930.0,9000000.0
2010-06-16,6820,6880,6780,6810,11401,61290.0,9000000.0
2010-06-17,6870,7400,6780,6950,18501,62550.0,9000000.0
2010-06-18,6950,7210,6920,7040,10751,63360.0,9000000.0
2010-06-21,7030,7080,6900,6960,8588,62640.0,9000000.0
2010-06-22,7000,7020,6860,6950,8717,62550.0,9000000.0
2010-06-23,7000,7000,6890,6890,3870,62010.0,9000000.0
2010-06-24,6990,7000,6790,6800,8162,61200.0,9000000.0
2010-06-25,6800,6870,6750,6750,9125,60750.0,9000000.0
2010-06-28,6770,6900,6770,6810,3001,61290.0,9000000.0
2010-06-29,6800,7000,6750,6750,11860,60750.0,9000000.0
2010-06-30,6780,6780,6500,6650,3746,59850.0,9000000.0
2010-07-01,6880,6880,6500,6670,4712,60030.0,9000000.0
2010-07-02,6660,6870,6580,6600,5354,59400.0,9000000.0
2010-07-05,6600,6650,6520,6540,5991,58860.0,9000000.0
2010-07-06,6580,6660,6480,6540,6069,58860.0,9000000.0
2010-07-07,6650,6650,6500,6610,6760,59490.0,9000000.0
2010-07-08,6640,6700,6550,6620,9950,59580.0,9000000.0
2010-07-09,6610,6740,6560,6600,9194,59400.0,9000000.0
2010-07-12,6600,6710,6570,6580,6974,59220.0,9000000.0
2010-07-13,6530,6700,6530,6680,11002,60120.0,9000000.0
2010-07-14,6700,6840,6650,6730,5928,60570.0,9000000.0
2010-07-15,6800,6800,6630,6710,4440,60390.0,9000000.0
2010-07-16,6600,6750,6560,6700,8478,60300.0,9000000.0
2010-07-19,6500,6650,6500,6620,7448,59580.0,9000000.0
2010-07-20,6630,6630,6550,6560,8467,59040.0,9000000.0
2010-07-21,6690,6690,6400,6490,12634,58410.0,9000000.0
2010-07-22,6430,6550,6320,6400,15320,57600.0,9000000.0
2010-07-23,6400,7350,6350,6720,28100,60480.0,9000000.0
2010-07-26,6720,6960,6620,6750,11761,60750.0,9000000.0
2010-07-27,6600,6720,6560,6600,13657,59400.0,9000000.0
2010-07-28,6780,6780,6500,6500,5170,58500.0,9000000.0
2010-07-29,6500,6600,6420,6450,5521,58050.0,9000000.0
2010-07-30,6430,6600,6360,6450,4492,58050.0,9000000.0
2010-08-02,6460,6510,6300,6400,5880,57600.0,9000000.0
2010-08-03,6400,6560,6350,6430,8776,57870.0,9000000.0
2010-08-04,6430,6440,6360,6420,8990,57780.0,9000000.0
2010-08-05,6360,6440,6310,6390,2863,57510.0,9000000.0
2010-08-06,6600,6600,6370,6480,4774,58320.0,9000000.0
2010-08-09,6520,6520,6400,6450,7294,58050.0,9000000.0
2010-08-10,6540,6540,6410,6440,6213,57960.0,9000000.0
2010-08-11,6510,6510,6290,6350,13197,57150.0,9000000.0
2010-08-12,6340,6340,6120,6200,15476,55800.0,9000000.0
2010-08-13,6160,6300,6050,6090,26348,54810.0,9000000.0
2010-08-16,6100,6100,5960,6090,15789,54810.0,9000000.0
2010-08-17,6010,6090,6000,6070,9294,54630.0,9000000.0
2010-08-18,5950,6100,5950,6070,12003,54630.0,9000000.0
2010-08-19,6040,6040,5910,6000,13757,54000.0,9000000.0
2010-08-20,5990,6030,5930,6000,10263,54000.0,9000000.0
2010-08-23,6040,6040,5960,6000,6642,54000.0,9000000.0
2010-08-24,6010,6050,5960,6050,7604,54450.0,9000000.0
2010-08-25,5960,6090,5950,5950,7406,53550.0,9000000.0
2010-08-26,5950,6030,5930,6000,5670,54000.0,9000000.0
2010-08-27,6000,6000,5840,5960,6820,53640.0,9000000.0
2010-08-30,5960,5990,5900,5960,19324,53640.0,9000000.0
2010-08-31,5850,6050,5850,5980,3606,53820.0,9000000.0
2010-09-01,5980,6040,5980,6030,3571,54270.0,9000000.0
2010-09-02,6030,6050,5960,5990,3704,53910.0,9000000.0
2010-09-03,5930,6040,5930,6000,4411,54000.0,9000000.0
2010-09-06,5960,6090,5960,6000,5059,54000.0,9000000.0
2010-09-07,5940,6080,5940,6080,22978,54720.0,9000000.0
2010-09-08,6090,6090,5980,6040,19854,54360.0,9000000.0
2010-09-09,6050,6100,6050,6070,22593,54630.0,9000000.0
2010-09-10,6110,6190,6070,6110,5135,54990.0,9000000.0
2010-09-13,6220,6220,6030,6140,16949,55260.0,9000000.0
2010-09-14,6100,6190,6050,6140,6683,55260.0,9000000.0
2010-09-15,6140,6700,6090,6480,55935,58320.0,9000000.0
2010-09-16,6950,7440,6810,7100,288141,63900.0,9000000.0
2010-09-17,7090,7090,6540,6690,89879,60210.0,9000000.0
2010-09-20,6600,6760,6540,6650,23379,59850.0,9000000.0
2010-09-24,6650,6970,6650,6710,32916,60390.0,9000000.0
2010-09-27,6710,6920,6700,6830,21869,61470.0,9000000.0
2010-09-28,6920,6950,6700,6710,19231,60390.0,9000000.0
2010-09-29,6770,6770,6670,6750,10542,60750.0,9000000.0
2010-09-30,6740,6900,6730,6750,18724,60750.0,9000000.0
2010-10-01,6700,6790,6670,6750,12357,60750.0,9000000.0
2010-10-04,6790,6790,6620,6720,15764,60480.0,9000000.0
2010-10-05,6620,6720,6600,6600,10807,59400.0,9000000.0
2010-10-06,6600,6700,6600,6650,11422,59850.0,9000000.0
2010-10-07,6560,6900,6530,6690,21122,60210.0,9000000.0
2010-10-08,6770,6770,6570,6660,11859,59940.0,9000000.0
2010-10-11,6690,7180,6680,6890,40418,62010.0,9000000.0
