라이온켐텍(171120),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-08-05,16481,17026,16481,16817,64787,308489.0,15386005.0
2015-08-06,16900,17152,16229,16439,120870,301566.0,15386005.0
2015-08-07,16187,16774,16061,16313,136767,299258.0,15386005.0
2015-08-10,16397,16439,15768,15768,98778,289257.0,15386005.0
2015-08-11,15810,16145,15348,15349,111558,281564.0,15386005.0
2015-08-12,15181,15642,14342,15097,172903,276948.0,15386005.0
2015-08-13,14761,15852,14761,15852,80876,290795.0,15386005.0
2015-08-17,15600,15726,15013,15349,106537,281564.0,15386005.0
2015-08-18,15348,15348,13545,13965,323549,256177.0,15386005.0
2015-08-19,13671,13881,13168,13797,122427,253100.0,15386005.0
2015-08-20,13797,14006,13461,13755,51953,252330.0,15386005.0
2015-08-21,13000,13629,12958,13168,117366,241560.0,15386005.0
2015-08-24,12832,13671,12748,12917,48658,236944.0,15386005.0
2015-08-25,13042,13755,13042,13630,74393,250023.0,15386005.0
2015-08-26,13629,13755,13126,13713,106351,251561.0,15386005.0
2015-08-27,13839,14216,13461,13462,137467,246945.0,15386005.0
2015-08-28,13461,13881,13461,13671,110083,250792.0,15386005.0
2015-08-31,13545,13587,12958,13126,183243,240791.0,15386005.0
2015-09-01,13000,13461,12748,12791,108691,234637.0,15386005.0
2015-09-02,12581,12706,12287,12455,131561,228482.0,15386005.0
2015-09-03,12748,13168,12706,13000,113344,238483.0,15386005.0
2015-09-04,13168,13168,11910,12078,106921,221558.0,15386005.0
2015-09-07,12035,12329,11742,11910,85008,218481.0,15386005.0
2015-09-08,11993,12245,11784,12246,62226,224636.0,15386005.0
2015-09-09,12916,12916,12119,12413,90495,227713.0,15386005.0
2015-09-10,12245,12748,12245,12665,46293,232329.0,15386005.0
2015-09-11,12790,13210,12539,13084,108085,240022.0,15386005.0
2015-09-14,13168,13461,12748,13126,105961,240791.0,15386005.0
2015-09-15,13168,13168,12790,13126,66032,240791.0,15386005.0
2015-09-16,13168,13294,12832,12959,83722,237714.0,15386005.0
2015-09-17,13042,13126,12455,12791,111293,234637.0,15386005.0
2015-09-18,12832,12958,12539,12833,114319,235406.0,15386005.0
2015-09-21,12832,12832,12413,12791,58955,234637.0,15386005.0
2015-09-22,12832,12832,12581,12665,76476,232329.0,15386005.0
2015-09-23,12497,12664,12413,12413,64851,227713.0,15386005.0
2015-09-24,12455,12623,12245,12539,59819,230021.0,15386005.0
2015-09-25,12287,12539,12245,12371,35108,226944.0,15386005.0
2015-09-30,12287,12623,12119,12623,27345,231559.0,15386005.0
2015-10-01,12581,12874,12413,12791,34346,234637.0,15386005.0
2015-10-02,12832,12874,12581,12875,24423,236175.0,15386005.0
2015-10-05,12958,13000,12706,12833,41422,235406.0,15386005.0
2015-10-06,12832,12916,12706,12791,31737,234637.0,15386005.0
2015-10-07,12958,14006,12958,13546,272729,248484.0,15386005.0
2015-10-08,13461,13964,13377,13420,104565,246176.0,15386005.0
2015-10-12,13503,13545,13000,13042,87234,239252.0,15386005.0
2015-10-13,13042,13168,12874,12959,49658,237714.0,15386005.0
2015-10-14,12916,13000,12623,12665,85882,232329.0,15386005.0
2015-10-15,12664,13419,12664,13252,100365,243099.0,15386005.0
2015-10-16,13377,13629,13084,13336,73779,244637.0,15386005.0
2015-10-19,13252,13545,12874,13252,122534,243099.0,15386005.0
2015-10-20,13252,13252,12790,12959,70239,237714.0,15386005.0
2015-10-21,13000,13000,12497,12707,100578,233098.0,15386005.0
2015-10-22,12706,12706,12287,12371,69255,226944.0,15386005.0
2015-10-23,12413,12623,12287,12413,67182,227713.0,15386005.0
2015-10-26,12455,12539,12245,12413,61947,227713.0,15386005.0
2015-10-27,12329,12413,11993,12120,114978,222328.0,15386005.0
2015-10-28,12119,12245,11910,12036,53984,220789.0,15386005.0
2015-10-29,12077,12203,11952,12120,43528,222328.0,15386005.0
2015-10-30,12077,12077,11700,11700,66450,214635.0,15386005.0
2015-11-02,11658,11826,10945,11071,130490,203095.0,15386005.0
2015-11-03,11113,11406,10945,11113,70786,203865.0,15386005.0
2015-11-04,11113,11532,11113,11491,30402,210788.0,15386005.0
2015-11-05,11448,11868,11406,11658,53698,213865.0,15386005.0
2015-11-06,11742,11952,11364,11784,46456,216173.0,15386005.0
2015-11-09,11658,11742,11197,11491,46084,210788.0,15386005.0
2015-11-10,11322,11364,10861,10904,53925,200018.0,15386005.0
2015-11-11,10987,11532,10987,11281,57298,206942.0,15386005.0
2015-11-12,11322,12329,11322,12078,131529,221558.0,15386005.0
2015-11-13,11952,12119,11322,11533,103492,211558.0,15386005.0
2015-11-16,11448,11448,11029,11029,42308,202326.0,15386005.0
2015-11-17,11113,11448,11071,11365,39954,208480.0,15386005.0
2015-11-18,11532,11784,11490,11658,36495,213865.0,15386005.0
2015-11-19,11658,11826,11616,11742,29584,215404.0,15386005.0
2015-11-20,11742,12035,11532,11952,41030,219251.0,15386005.0
2015-11-23,11993,12077,11658,11910,39186,218481.0,15386005.0
2015-11-24,11910,11910,11616,11742,23535,215404.0,15386005.0
2015-11-25,11700,11784,11532,11784,35818,216173.0,15386005.0
2015-11-26,11700,11952,11700,11784,31362,216173.0,15386005.0
2015-11-27,11742,11952,11658,11784,24177,216173.0,15386005.0
2015-11-30,11826,11910,11574,11910,27760,218481.0,15386005.0
2015-12-01,11910,11993,11700,11994,23345,220020.0,15386005.0
2015-12-02,12035,12371,11868,12329,78736,226174.0,15386005.0
2015-12-03,12161,12455,12077,12413,43309,227713.0,15386005.0
2015-12-04,12119,12329,11993,12329,17406,226174.0,15386005.0
2015-12-07,12371,12455,12077,12078,13925,221558.0,15386005.0
2015-12-08,12077,12203,11910,12204,25358,223866.0,15386005.0
2015-12-09,12035,12203,11658,11910,36228,218481.0,15386005.0
2015-12-10,11910,12035,11700,11952,16245,219251.0,15386005.0
2015-12-11,11868,12119,11784,11952,14543,219251.0,15386005.0
2015-12-14,11868,11868,11071,11407,60991,209250.0,15386005.0
2015-12-15,11322,11574,11155,11407,17585,209250.0,15386005.0
2015-12-16,11364,12161,11364,11700,18888,214635.0,15386005.0
2015-12-17,11784,11784,11532,11784,12164,216173.0,15386005.0
2015-12-18,11658,11952,11658,11826,13076,216943.0,15386005.0
2015-12-21,11784,12035,11616,11868,16399,217712.0,15386005.0
2015-12-22,11952,11993,11658,11826,15295,216943.0,15386005.0
2015-12-23,11910,11910,11616,11826,17711,216943.0,15386005.0
2015-12-24,11742,11910,11490,11658,21376,213865.0,15386005.0
2015-12-28,11490,11700,11490,11700,22377,214635.0,15386005.0
2015-12-29,11700,11700,11406,11533,16853,211558.0,15386005.0
2015-12-30,11616,11952,11490,11784,24074,216173.0,15386005.0
2016-01-04,11868,11910,11490,11491,33595,210788.0,15386005.0
2016-01-05,11406,11742,11197,11658,36822,213865.0,15386005.0
2016-01-06,11574,11700,11448,11575,13095,212327.0,15386005.0
2016-01-07,11448,11574,11197,11197,29537,205403.0,15386005.0
2016-01-08,11029,11113,10693,10820,46588,198479.0,15386005.0
2016-01-11,10819,10903,10568,10694,21330,196172.0,15386005.0
2016-01-12,10735,11197,10693,11029,25358,202326.0,15386005.0
2016-01-13,10945,11406,10945,11323,30624,207711.0,15386005.0
2016-01-14,11155,11322,10987,11239,14365,206172.0,15386005.0
2016-01-15,11197,11322,10861,11029,23264,202326.0,15386005.0
2016-01-18,10987,11071,10735,10987,16117,201557.0,15386005.0
2016-01-19,10777,10903,10651,10820,29302,198479.0,15386005.0
2016-01-20,10819,10945,10610,10820,50685,198479.0,15386005.0
2016-01-21,10819,10861,10526,10694,24274,196172.0,15386005.0
2016-01-22,10651,10903,10651,10904,30665,200018.0,15386005.0
2016-01-25,10861,11113,10693,10904,48546,200018.0,15386005.0
2016-01-26,10903,10903,10610,10652,25841,195402.0,15386005.0
2016-01-27,10693,10903,10022,10233,97172,187709.0,15386005.0
2016-01-28,10232,10316,9813,9813,87930,180016.0,15386005.0
2016-01-29,9897,10274,9813,10275,76499,188479.0,15386005.0
2016-02-01,10358,10651,10274,10442,29616,191556.0,15386005.0
2016-02-02,10484,10484,10148,10233,17982,187709.0,15386005.0
2016-02-03,10106,10400,10106,10275,11086,188479.0,15386005.0
2016-02-04,10274,11071,10232,10987,55845,201557.0,15386005.0
2016-02-05,10945,11113,10693,11029,24347,202326.0,15386005.0
2016-02-11,10735,10903,10484,10820,30990,198479.0,15386005.0
2016-02-12,10861,10861,10064,10442,47935,191556.0,15386005.0
2016-02-15,10400,10568,10358,10400,20734,190786.0,15386005.0
2016-02-16,10316,10819,10316,10820,25611,198479.0,15386005.0
2016-02-17,10693,10861,10484,10820,24334,198479.0,15386005.0
2016-02-18,10861,11155,10819,11113,34952,203865.0,15386005.0
2016-02-19,11113,11448,10945,11407,42973,209250.0,15386005.0
2016-02-22,11406,11448,11281,11365,16822,208480.0,15386005.0
2016-02-23,11406,11448,11239,11407,15113,209250.0,15386005.0
2016-02-24,11406,11406,10861,11197,35538,205403.0,15386005.0
2016-02-25,11155,11322,10945,11197,16209,205403.0,15386005.0
2016-02-26,11239,11239,11029,11197,22222,205403.0,15386005.0
2016-02-29,11155,11322,10987,11197,14649,205403.0,15386005.0
2016-03-02,11197,11322,11029,11239,23814,206172.0,15386005.0
2016-03-03,11155,11364,11029,11365,33216,208480.0,15386005.0
2016-03-04,11406,11406,11197,11365,26075,208480.0,15386005.0
2016-03-07,11406,11910,11197,11491,83823,210788.0,15386005.0
2016-03-08,11490,11952,11490,11826,76373,216943.0,15386005.0
2016-03-09,11868,11952,11700,11910,24287,218481.0,15386005.0
2016-03-10,11910,12035,11700,12036,40061,220789.0,15386005.0
2016-03-11,11952,12371,11826,11952,45355,219251.0,15386005.0
2016-03-14,11993,12371,11910,12246,69308,224636.0,15386005.0
2016-03-15,12119,12287,11993,12288,57689,225405.0,15386005.0
2016-03-16,12245,12413,12077,12329,49701,226174.0,15386005.0
2016-03-17,12329,12413,12161,12413,38704,227713.0,15386005.0
2016-03-18,12413,12497,12287,12455,32566,228482.0,15386005.0
2016-03-21,12497,12539,12287,12371,36586,226944.0,15386005.0
2016-03-22,12497,12497,12077,12078,46485,221558.0,15386005.0
2016-03-23,12077,12245,11742,12078,80565,221558.0,15386005.0
2016-03-24,11993,12161,11868,12036,16199,220789.0,15386005.0
2016-03-25,11993,12161,11868,11868,33221,217712.0,15386005.0
2016-03-28,11993,12035,11742,12036,11722,220789.0,15386005.0
2016-03-29,12035,12455,11868,12455,113451,228482.0,15386005.0
2016-03-30,12497,13923,12455,13336,552666,244637.0,15386005.0
2016-03-31,13335,13503,12958,13462,95546,246945.0,15386005.0
2016-04-01,13419,13629,13294,13420,62679,246176.0,15386005.0
2016-04-04,13461,14300,13461,14049,206124,257716.0,15386005.0
2016-04-05,14174,14761,13839,13839,229200,253869.0,15386005.0
2016-04-06,13713,14216,13545,14217,70167,260793.0,15386005.0
2016-04-07,14342,14552,13964,14007,53545,256946.0,15386005.0
2016-04-08,13839,14384,13713,14007,52248,256946.0,15386005.0
2016-04-11,14006,14048,13503,13671,56366,250792.0,15386005.0
2016-04-12,13755,13964,13419,13797,38928,253100.0,15386005.0
2016-04-14,13797,13965,13168,13378,76946,245407.0,15386005.0
2016-04-15,13377,13377,12958,13000,67814,238483.0,15386005.0
2016-04-18,13000,13713,13000,13671,72694,250792.0,15386005.0
2016-04-19,13671,13797,13168,13420,55644,246176.0,15386005.0
2016-04-20,13294,13797,13168,13797,56021,253100.0,15386005.0
2016-04-21,13923,14006,13545,13755,56731,252330.0,15386005.0
2016-04-22,13671,14258,13587,14259,136392,261562.0,15386005.0
2016-04-25,14300,14635,13923,14594,88937,267716.0,15386005.0
2016-04-26,14594,14677,14174,14510,55029,266178.0,15386005.0
2016-04-27,14426,14719,14216,14468,52393,265409.0,15386005.0
2016-04-28,14552,14635,14216,14426,66641,264639.0,15386005.0
2016-04-29,14552,14594,14174,14300,37105,262331.0,15386005.0
2016-05-02,14468,14468,14132,14384,46940,263870.0,15386005.0
2016-05-03,14300,14426,14090,14175,49025,260023.0,15386005.0
2016-05-04,14006,14132,13923,14049,33177,257716.0,15386005.0
2016-05-09,14006,14006,13210,13294,62791,243868.0,15386005.0
2016-05-10,13294,13713,13294,13630,42906,250023.0,15386005.0
2016-05-11,13419,13671,13419,13546,18542,248484.0,15386005.0
2016-05-12,13545,13713,13419,13630,13940,250023.0,15386005.0
2016-05-13,13419,13671,13419,13546,18746,248484.0,15386005.0
2016-05-16,13377,13587,13294,13378,32062,245407.0,15386005.0
2016-05-17,13587,13755,13210,13420,50745,246176.0,15386005.0
2016-05-18,13419,13713,12874,12917,38308,236944.0,15386005.0
2016-05-19,12874,13168,12245,12246,69965,224636.0,15386005.0
2016-05-20,12161,13168,12161,12749,54558,233867.0,15386005.0
2016-05-23,12748,13503,12497,13378,33203,245407.0,15386005.0
2016-05-24,13419,13545,13084,13084,19467,240022.0,15386005.0
2016-05-25,13084,13503,13084,13210,23526,242330.0,15386005.0
2016-05-26,13419,13419,13168,13252,22738,243099.0,15386005.0
2016-05-27,13377,13419,13252,13378,13551,245407.0,15386005.0
2016-05-30,13126,13587,13126,13378,35256,245407.0,15386005.0
2016-05-31,13377,13503,13294,13378,27140,245407.0,15386005.0
2016-06-01,13294,13545,13168,13378,23530,245407.0,15386005.0
2016-06-02,13294,13671,13294,13671,30414,250792.0,15386005.0
2016-06-03,13797,13797,13419,13546,24344,248484.0,15386005.0
2016-06-07,13461,13629,13335,13420,22909,246176.0,15386005.0
2016-06-08,13545,13545,13210,13294,15902,243868.0,15386005.0
2016-06-09,13210,13503,13000,13504,30534,247715.0,15386005.0
2016-06-10,13419,13503,13168,13168,26891,241560.0,15386005.0
2016-06-13,13168,13419,12664,12917,35093,236944.0,15386005.0
2016-06-14,12748,13210,12748,12959,24472,237714.0,15386005.0
2016-06-15,13168,13168,12664,12917,28869,236944.0,15386005.0
2016-06-16,12916,12916,12497,12539,52814,230021.0,15386005.0
2016-06-17,12664,12748,12371,12623,16551,231559.0,15386005.0
2016-06-20,12706,13965,12664,13755,108205,252330.0,15386005.0
2016-06-21,13881,14132,13545,13965,109655,256177.0,15386005.0
2016-06-22,13964,14048,13587,13797,43940,253100.0,15386005.0
2016-06-23,13797,14090,13587,13923,79221,255408.0,15386005.0
2016-06-24,14006,14677,13335,13713,302411,251561.0,15386005.0
2016-06-27,13461,14258,13461,14049,87218,257716.0,15386005.0
2016-06-28,14174,15181,14006,15181,165606,278487.0,15386005.0
2016-06-29,15306,15810,15181,15181,105478,278487.0,15386005.0
2016-06-30,15181,15432,14803,15097,84732,276948.0,15386005.0
2016-07-01,15097,15936,15097,15517,194983,284641.0,15386005.0
2016-07-04,15726,15977,15516,15936,63543,292334.0,15386005.0
2016-07-05,15936,16355,15936,16104,110388,295411.0,15386005.0
2016-07-06,16103,16187,15684,16146,61180,296181.0,15386005.0
2016-07-07,15977,16523,15977,16188,81893,296950.0,15386005.0
2016-07-08,16187,16313,15852,16230,34176,297719.0,15386005.0
2016-07-11,16229,16397,16103,16188,35219,296950.0,15386005.0
2016-07-12,16229,16355,15684,16104,88920,295411.0,15386005.0
2016-07-13,15936,16103,15684,15684,40133,287718.0,15386005.0
2016-07-14,15894,15936,15265,15601,74864,286180.0,15386005.0
2016-07-15,15432,15852,15390,15559,42505,285410.0,15386005.0
2016-07-18,15852,15852,15348,15517,48633,284641.0,15386005.0
2016-07-19,15348,16774,15348,16733,103518,306951.0,15386005.0
2016-07-20,16816,17194,16313,16355,101505,300027.0,15386005.0
2016-07-21,16355,17068,16229,16901,83425,310028.0,15386005.0
2016-07-22,16900,17026,16732,16943,32572,310797.0,15386005.0
2016-07-25,16942,17319,16858,17068,54857,313105.0,15386005.0
2016-07-26,17068,17278,16816,17110,34967,313875.0,15386005.0
2016-07-27,17194,17319,16565,16691,82661,306181.0,15386005.0
2016-07-28,16816,16858,16439,16691,50528,306181.0,15386005.0
2016-07-29,16607,17068,16061,17068,76639,313105.0,15386005.0
2016-08-01,16858,17152,16732,16775,48322,307720.0,15386005.0
2016-08-02,16774,17026,16187,16313,65112,299258.0,15386005.0
2016-08-03,16313,16648,15977,16146,52289,296181.0,15386005.0
2016-08-04,16187,16481,16019,16146,35391,296181.0,15386005.0
2016-08-05,16145,16229,15936,15936,30637,292334.0,15386005.0
2016-08-08,15852,16103,15516,16062,40149,294642.0,15386005.0
2016-08-09,16061,16481,15936,16355,40818,300027.0,15386005.0
2016-08-10,16313,16355,15936,16020,56423,293873.0,15386005.0
2016-08-11,16019,16271,15977,16146,21713,296181.0,15386005.0
2016-08-12,16271,16523,15600,16146,60422,296181.0,15386005.0
2016-08-16,16187,16187,15852,15936,41087,292334.0,15386005.0
2016-08-17,15936,16187,15600,15726,45335,288488.0,15386005.0
2016-08-18,15726,15894,15558,15559,45162,285410.0,15386005.0
2016-08-19,15558,16229,15558,16062,46247,294642.0,15386005.0
2016-08-22,15810,16271,15684,15768,31692,289257.0,15386005.0
2016-08-23,15768,15852,15474,15684,43737,287718.0,15386005.0
2016-08-24,15684,16229,15600,15642,50161,286949.0,15386005.0
2016-08-25,15642,15684,15474,15601,43396,286180.0,15386005.0
2016-08-26,15432,15768,15432,15684,17747,287718.0,15386005.0
2016-08-29,15768,15977,15265,15642,48153,286949.0,15386005.0
2016-08-30,15642,16061,15600,16062,29322,294642.0,15386005.0
2016-08-31,16103,16187,15558,15852,51557,290795.0,15386005.0
2016-09-01,15852,16145,15600,16146,35363,296181.0,15386005.0
2016-09-02,16145,16229,16019,16062,29949,294642.0,15386005.0
2016-09-05,16229,16229,15684,16104,41320,295411.0,15386005.0
2016-09-06,16145,17697,15726,15810,320466,290026.0,15386005.0
2016-09-07,15810,16858,15810,16859,142583,309259.0,15386005.0
2016-09-08,17110,17907,17110,17572,272363,322337.0,15386005.0
2016-09-09,17571,17823,16942,17697,245885,324645.0,15386005.0
2016-09-12,17613,18200,17445,17949,229508,329261.0,15386005.0
2016-09-13,18032,18158,17655,17991,134493,330030.0,15386005.0
2016-09-19,18074,18326,17865,18075,132698,331568.0,15386005.0
2016-09-20,18116,18326,16103,16272,407384,298488.0,15386005.0
2016-09-21,16397,16984,16229,16313,205785,299258.0,15386005.0
2016-09-22,16607,16858,16187,16188,133321,296950.0,15386005.0
2016-09-23,16103,17152,16103,17026,182929,312336.0,15386005.0
2016-09-26,17445,17529,16858,16901,118670,310028.0,15386005.0
2016-09-27,16648,16942,16648,16775,57172,307720.0,15386005.0
2016-09-28,16774,16900,16523,16523,68282,303104.0,15386005.0
2016-09-29,16523,16774,16397,16565,64049,303874.0,15386005.0
2016-09-30,16565,16607,16313,16481,68787,302335.0,15386005.0
2016-10-04,16523,16523,15139,15978,76904,293103.0,15386005.0
2016-10-05,15936,16145,15390,16104,119300,295411.0,15386005.0
2016-10-06,16061,16439,15726,15810,40963,290026.0,15386005.0
2016-10-07,15936,15936,15390,15433,66886,283102.0,15386005.0
2016-10-10,15432,15894,15181,15601,34378,286180.0,15386005.0
2016-10-11,15558,16523,15558,16313,89136,299258.0,15386005.0
2016-10-12,16313,16732,16271,16607,66293,304643.0,15386005.0
2016-10-13,16690,17194,16690,17110,148127,313875.0,15386005.0
2016-10-14,17068,17236,16565,16691,76602,306181.0,15386005.0
2016-10-17,16690,17026,16187,16188,61543,296950.0,15386005.0
2016-10-18,16145,16481,15894,15936,50440,292334.0,15386005.0
2016-10-19,16229,16271,15474,15559,73235,285410.0,15386005.0
2016-10-20,15558,16103,15474,16020,36931,293873.0,15386005.0
2016-10-21,16229,16229,15265,15684,74057,287718.0,15386005.0
2016-10-24,15684,15810,15390,15810,47127,290026.0,15386005.0
2016-10-25,15936,15936,15390,15642,28970,286949.0,15386005.0
2016-10-26,15768,15894,14761,15013,98718,275409.0,15386005.0
2016-10-27,15013,15306,14929,15139,48326,277717.0,15386005.0
2016-10-28,14971,15474,14971,15181,41727,278487.0,15386005.0
2016-10-31,15013,15223,14677,14762,69399,270794.0,15386005.0
2016-11-01,14677,15306,14677,15013,31991,275409.0,15386005.0
2016-11-02,14761,15097,14048,14049,90114,257716.0,15386005.0
2016-11-03,14258,14594,14090,14091,46863,258485.0,15386005.0
2016-11-04,14090,14468,13881,14384,32305,263870.0,15386005.0
2016-11-07,14552,14635,14132,14259,21430,261562.0,15386005.0
2016-11-08,14342,14761,14090,14678,45092,269255.0,15386005.0
2016-11-09,14677,14845,12623,13965,139277,256177.0,15386005.0
2016-11-10,14552,14594,14048,14510,57209,266178.0,15386005.0
2016-11-11,14300,15306,14258,15265,53619,280025.0,15386005.0
2016-11-14,14971,15558,14971,15181,53029,278487.0,15386005.0
2016-11-15,15432,15474,14971,15139,41590,277717.0,15386005.0
2016-11-16,15265,15432,14677,15433,48471,283102.0,15386005.0
2016-11-17,15432,15432,15097,15223,17405,279256.0,15386005.0
2016-11-18,15223,15306,14552,14720,45447,270024.0,15386005.0
2016-11-21,14594,14887,14300,14678,36776,269255.0,15386005.0
2016-11-22,14887,14929,14258,14678,33017,269255.0,15386005.0
2016-11-23,14594,14677,14258,14636,27344,268486.0,15386005.0
2016-11-24,14677,14971,14384,14636,23846,268486.0,15386005.0
2016-11-25,14426,15139,14426,15097,41549,276948.0,15386005.0
2016-11-28,15097,15348,14971,15097,39247,276948.0,15386005.0
2016-11-29,15097,15348,14887,15013,16547,275409.0,15386005.0
2016-11-30,14845,15139,14845,15097,19697,276948.0,15386005.0
2016-12-01,15223,15223,14719,14720,20113,270024.0,15386005.0
2016-12-02,14761,15265,14761,15181,19214,278487.0,15386005.0
2016-12-05,14971,15390,14845,15265,19071,280025.0,15386005.0
2016-12-06,15097,15684,15097,15684,45563,287718.0,15386005.0
2016-12-07,15726,15768,15516,15726,34205,288488.0,15386005.0
2016-12-08,15852,16019,15432,15433,58018,283102.0,15386005.0
2016-12-09,15474,15936,15474,15936,53421,292334.0,15386005.0
2016-12-12,16145,16439,16061,16355,53630,300027.0,15386005.0
2016-12-13,16439,16481,16061,16272,37873,298488.0,15386005.0
2016-12-14,16355,16732,16271,16733,67034,306951.0,15386005.0
2016-12-15,16774,17319,16732,17110,97312,313875.0,15386005.0
2016-12-16,17110,17319,16816,17152,106411,314644.0,15386005.0
2016-12-19,17194,17361,17110,17194,51239,315413.0,15386005.0
2016-12-20,17361,17865,17194,17697,226003,324645.0,15386005.0
2016-12-21,17739,18242,16187,16859,243390,309259.0,15386005.0
2016-12-22,16942,16984,16565,16649,65661,305412.0,15386005.0
2016-12-23,16481,17529,16481,17530,81238,321568.0,15386005.0
2016-12-26,17697,18410,17319,17530,146699,321568.0,15386005.0
2016-12-27,17613,17697,17319,17488,64503,320798.0,15386005.0
2016-12-28,17529,18158,17529,17614,132292,323106.0,15386005.0
2016-12-29,17529,17990,16690,17026,152322,312336.0,15386005.0
2017-01-02,17278,17907,17068,17697,83937,324645.0,15386005.0
2017-01-03,17949,17990,17529,17697,56334,324645.0,15386005.0
2017-01-04,17529,17781,17194,17362,90596,318490.0,15386005.0
2017-01-05,17529,17529,17068,17404,41346,319260.0,15386005.0
2017-01-06,17403,17697,17194,17614,47392,323106.0,15386005.0
2017-01-09,17613,17781,17194,17278,31274,316952.0,15386005.0
2017-01-10,17278,17361,16858,16943,35856,310797.0,15386005.0
2017-01-11,16900,17236,16900,17152,28519,314644.0,15386005.0
2017-01-12,16984,17236,16690,16691,30048,306181.0,15386005.0
2017-01-13,16271,17194,16187,17068,55508,313105.0,15386005.0
2017-01-16,17068,17068,16565,16691,18454,306181.0,15386005.0
2017-01-17,16397,16942,16397,16565,15710,303874.0,15386005.0
2017-01-18,16690,16732,16523,16523,12474,303104.0,15386005.0
2017-01-19,16481,16774,16271,16272,26347,298488.0,15386005.0
2017-01-20,16103,16523,16103,16188,14084,296950.0,15386005.0
2017-01-23,16774,16774,16103,16104,19430,295411.0,15386005.0
2017-01-24,15977,16313,15516,15726,34766,288488.0,15386005.0
2017-01-25,15894,15894,15516,15559,26846,285410.0,15386005.0
2017-01-26,15600,17152,15600,16733,89300,306951.0,15386005.0
2017-01-31,16648,16816,16397,16439,26163,301566.0,15386005.0
2017-02-01,16481,16690,16103,16397,36091,300796.0,15386005.0
2017-02-02,16397,16439,16103,16355,26955,300027.0,15386005.0
2017-02-03,16355,16774,16313,16481,39661,302335.0,15386005.0
2017-02-06,16732,16732,16355,16691,36991,306181.0,15386005.0
2017-02-07,16648,16732,16355,16439,23732,301566.0,15386005.0
2017-02-08,16565,16565,16061,16481,20040,302335.0,15386005.0
2017-02-09,16481,16565,16061,16439,24859,301566.0,15386005.0
2017-02-10,16523,16565,16229,16397,17096,300796.0,15386005.0
2017-02-13,16481,17194,16481,17194,85121,315413.0,15386005.0
2017-02-14,17319,17403,17026,17236,54342,316182.0,15386005.0
2017-02-15,17361,17487,17110,17152,43044,314644.0,15386005.0
2017-02-16,17110,17236,16858,17152,32013,314644.0,15386005.0
2017-02-17,17152,17278,17068,17110,23306,313875.0,15386005.0
2017-02-20,17194,17278,16774,16943,28953,310797.0,15386005.0
2017-02-21,16900,17068,16816,16943,17588,310797.0,15386005.0
2017-02-22,16942,17110,16816,16901,25713,310028.0,15386005.0
2017-02-23,16984,17068,16774,16859,22553,309259.0,15386005.0
2017-02-24,16816,17026,16732,16984,43301,311567.0,15386005.0
2017-02-27,16984,17445,16984,17278,55658,316952.0,15386005.0
2017-02-28,17236,17361,17194,17194,41951,315413.0,15386005.0
2017-03-02,17194,17361,16061,16733,80693,306951.0,15386005.0
2017-03-03,16732,17068,16481,16481,47337,302335.0,15386005.0
2017-03-06,16565,17403,16565,16984,53157,311567.0,15386005.0
2017-03-07,17026,17403,17026,17320,68222,317721.0,15386005.0
2017-03-08,17361,17361,17110,17320,46060,317721.0,15386005.0
2017-03-09,17319,17361,17068,17152,38876,314644.0,15386005.0
2017-03-10,17278,17319,16942,17236,29821,316182.0,15386005.0
2017-03-13,17194,17487,16900,17488,45409,320798.0,15386005.0
2017-03-14,17529,17529,17152,17152,35299,314644.0,15386005.0
2017-03-15,17278,17278,16607,16733,37134,306951.0,15386005.0
2017-03-16,16690,17110,16607,16691,39400,306181.0,15386005.0
2017-03-17,16858,16984,16397,16607,30012,304643.0,15386005.0
2017-03-20,16690,16690,16229,16439,25109,301566.0,15386005.0
2017-03-21,16397,16439,15810,15810,55671,290026.0,15386005.0
2017-03-22,16103,16103,15306,15349,52291,281564.0,15386005.0
2017-03-23,15432,15600,14510,14510,113951,266178.0,15386005.0
2017-03-24,14510,15013,14468,14636,87146,268486.0,15386005.0
2017-03-27,14635,14845,14174,14217,71272,260793.0,15386005.0
2017-03-28,14216,14468,14006,14217,53840,260793.0,15386005.0
2017-03-29,14216,14300,13713,13881,73456,254638.0,15386005.0
2017-03-30,13797,14174,13797,14007,37022,256946.0,15386005.0
2017-03-31,14006,14174,13964,14007,27046,256946.0,15386005.0
2017-04-03,14090,14174,13797,14091,37137,258485.0,15386005.0
2017-04-04,14048,14258,13755,13797,42741,253100.0,15386005.0
2017-04-05,13797,14258,13755,14259,28920,261562.0,15386005.0
2017-04-06,14300,14426,14048,14300,29995,262331.0,15386005.0
2017-04-07,14300,14468,14258,14384,20223,263870.0,15386005.0
2017-04-10,14258,14384,14216,14259,20419,261562.0,15386005.0
2017-04-11,14216,14342,13629,13881,45376,254638.0,15386005.0
2017-04-12,13755,13964,13587,13588,29553,249253.0,15386005.0
2017-04-13,13839,13881,13545,13755,33424,252330.0,15386005.0
2017-04-14,13755,13797,13587,13755,16047,252330.0,15386005.0
2017-04-17,13755,14677,13755,14636,48349,268486.0,15386005.0
2017-04-18,14468,15642,14468,15223,103235,279256.0,15386005.0
2017-04-19,15223,15348,14803,15097,37205,276948.0,15386005.0
