영화테크(265560),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-07-16,9630,9860,9390,9780,7674,52275.0,5345090.0
2019-07-17,9780,9780,9410,9500,5289,50778.0,5345090.0
2019-07-18,9490,9680,9360,9670,9553,51687.0,5345090.0
2019-07-19,9660,9870,9580,9870,5372,52756.0,5345090.0
2019-07-22,9890,9940,9740,9900,2360,52916.0,5345090.0
2019-07-23,9740,10000,9540,9680,3559,51740.0,5345090.0
2019-07-24,9680,9990,9660,9780,5047,52275.0,5345090.0
2019-07-25,9760,10300,9440,10200,42996,54520.0,5345090.0
2019-07-26,10300,10300,9840,9980,16846,53344.0,5345090.0
2019-07-29,9980,9980,9020,9020,20302,48213.0,5345090.0
2019-07-30,8610,9140,8610,9060,15058,48427.0,5345090.0
2019-07-31,9060,9080,8730,9060,8709,48427.0,5345090.0
2019-08-01,9060,9060,8720,8780,6308,46930.0,5345090.0
2019-08-02,8830,8900,8150,8710,21965,46556.0,5345090.0
2019-08-05,8580,8690,7450,7450,36697,39821.0,5345090.0
2019-08-06,6950,7810,6800,6860,38240,36667.0,5345090.0
2019-08-07,6680,7070,6680,7020,22260,37523.0,5345090.0
2019-08-08,7060,7700,7060,7540,26577,40302.0,5345090.0
2019-08-09,7520,7790,7520,7780,8410,41585.0,5345090.0
2019-08-12,7790,7830,7340,7810,3896,41745.0,5345090.0
2019-08-13,7630,8150,7630,8100,4561,43295.0,5345090.0
2019-08-14,8170,8300,8120,8190,4160,43776.0,5345090.0
2019-08-16,8190,8440,7820,8270,9050,44204.0,5345090.0
2019-08-19,8180,8340,8000,8340,5397,44578.0,5345090.0
2019-08-20,8340,8380,8230,8370,3494,44738.0,5345090.0
2019-08-21,8240,8460,8240,8430,7683,45059.0,5345090.0
2019-08-22,8480,8570,8390,8400,6408,44899.0,5345090.0
2019-08-23,8400,8450,8200,8400,7802,44899.0,5345090.0
2019-08-26,8350,8490,8100,8100,6207,43295.0,5345090.0
2019-08-27,8160,8270,8160,8240,2196,44044.0,5345090.0
2019-08-28,8250,8400,8240,8380,4845,44792.0,5345090.0
2019-08-29,8370,8390,8240,8310,2620,44418.0,5345090.0
2019-08-30,8360,9000,8350,8610,18256,46021.0,5345090.0
2019-09-02,9000,11150,8910,11150,549836,59598.0,5345090.0
2019-09-03,11150,11450,10300,10300,385436,55054.0,5345090.0
2019-09-04,10300,10500,10100,10400,118272,55589.0,5345090.0
2019-09-05,10650,13450,10600,11800,1485061,63072.0,5345090.0
2019-09-06,11950,13100,11600,11600,925655,62003.0,5345090.0
2019-09-09,11550,12600,11300,11850,474150,63339.0,5345090.0
2019-09-10,11850,12250,10750,10900,256363,58261.0,5345090.0
2019-09-11,10900,12200,10750,11250,389056,60132.0,5345090.0
2019-09-16,11350,11600,10900,11250,85363,60132.0,5345090.0
2019-09-17,11250,12650,11250,12350,759432,66012.0,5345090.0
2019-09-18,12250,12300,11800,12200,140597,65210.0,5345090.0
2019-09-19,12350,13100,11800,11800,491340,63072.0,5345090.0
2019-09-20,11700,12250,11500,11600,110539,62003.0,5345090.0
2019-09-23,11700,11850,11250,11350,53925,60667.0,5345090.0
2019-09-24,11400,11750,11350,11650,54810,62270.0,5345090.0
2019-09-25,11550,11750,11150,11300,40919,60400.0,5345090.0
2019-09-26,11300,11650,10850,11450,53245,61201.0,5345090.0
2019-09-27,11550,12300,11550,12250,153356,65477.0,5345090.0
2019-09-30,12350,15100,12050,12750,2402370,68150.0,5345090.0
2019-10-01,12550,12750,11650,12050,357960,64408.0,5345090.0
2019-10-02,12100,12300,11200,11200,223042,59865.0,5345090.0
2019-10-04,11200,11600,11000,11000,99413,58796.0,5345090.0
2019-10-07,11450,11500,11050,11100,58969,,
