엔에이치스팩12호(273060),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-05-17,2140,2140,2125,2125,37,15959.0,7510000.0
2019-05-20,2120,2195,2120,2190,1252,16447.0,7510000.0
2019-05-21,2195,2195,2180,2185,1013,16409.0,7510000.0
2019-05-22,2195,2195,2195,2195,10,16484.0,7510000.0
2019-05-23,2140,2190,2140,2190,5033,16447.0,7510000.0
2019-05-24,2180,2180,2180,2180,0,16372.0,7510000.0
2019-05-27,2140,2175,2140,2175,1500,16334.0,7510000.0
2019-05-28,2145,2175,2140,2175,13700,16334.0,7510000.0
2019-05-29,2170,2170,2100,2160,16677,16222.0,7510000.0
2019-05-30,2155,2165,2155,2165,499,16259.0,7510000.0
2019-05-31,2165,2165,2165,2165,18,16259.0,7510000.0
2019-06-03,2180,2180,2100,2165,10,16259.0,7510000.0
2019-06-04,2175,2175,2175,2175,10,16334.0,7510000.0
2019-06-05,2120,2155,2120,2155,8318,16184.0,7510000.0
2019-06-07,2140,2155,2125,2155,3768,16184.0,7510000.0
2019-06-10,2125,2155,2125,2145,5635,16109.0,7510000.0
2019-06-11,2180,2180,2075,2155,16975,16184.0,7510000.0
2019-06-12,2155,2155,2130,2145,5911,16109.0,7510000.0
2019-06-13,2100,2180,2100,2145,3187,16109.0,7510000.0
2019-06-14,2100,2180,2100,2165,2960,16259.0,7510000.0
2019-06-17,2130,2200,2125,2170,20732,16297.0,7510000.0
2019-06-18,2150,2160,2145,2160,6714,16222.0,7510000.0
2019-06-19,2170,2170,2140,2160,9626,16222.0,7510000.0
2019-06-20,2160,2165,2135,2155,18756,16184.0,7510000.0
2019-06-21,2155,2165,2155,2165,19654,16259.0,7510000.0
2019-06-24,2170,2190,2160,2160,11103,16222.0,7510000.0
2019-06-25,2200,2200,2155,2180,6063,16372.0,7510000.0
2019-06-26,2140,2195,2140,2180,9276,16372.0,7510000.0
2019-06-27,2195,2195,2100,2125,535047,15959.0,7510000.0
2019-06-28,2135,2135,2100,2120,339368,15921.0,7510000.0
2019-07-01,2125,2135,2110,2120,47621,15921.0,7510000.0
2019-07-02,2125,2140,2120,2130,72941,15996.0,7510000.0
2019-07-03,2120,2135,2120,2130,16856,15996.0,7510000.0
2019-07-04,2135,2145,2130,2130,32826,15996.0,7510000.0
2019-07-05,2135,2170,2135,2170,37268,16297.0,7510000.0
2019-07-08,2170,2195,2170,2180,20828,16372.0,7510000.0
2019-07-09,2180,2180,2170,2180,14956,16372.0,7510000.0
2019-07-10,2195,2195,2170,2195,13515,16484.0,7510000.0
2019-07-11,2195,2200,2190,2200,6579,16522.0,7510000.0
2019-07-12,2215,2215,2190,2215,2539,16635.0,7510000.0
2019-07-15,2215,2215,2175,2175,10928,16334.0,7510000.0
2019-07-16,2195,2195,2175,2190,15247,16447.0,7510000.0
2019-07-17,2210,2210,2175,2195,15909,16484.0,7510000.0
2019-07-18,2190,2190,2180,2185,3490,16409.0,7510000.0
2019-07-19,2180,2180,2175,2180,13000,16372.0,7510000.0
2019-07-22,2215,2215,2185,2200,36980,16522.0,7510000.0
2019-07-23,2200,2240,2185,2220,16507,16672.0,7510000.0
2019-07-24,2200,2230,2200,2220,12332,16672.0,7510000.0
2019-07-25,2220,2220,2185,2220,9484,16672.0,7510000.0
2019-07-26,2200,2205,2150,2200,36657,16522.0,7510000.0
2019-07-29,2225,2225,2190,2225,11170,16710.0,7510000.0
2019-07-30,2240,2240,2190,2220,8165,16672.0,7510000.0
2019-07-31,2200,2235,2190,2210,18431,16597.0,7510000.0
2019-08-01,2225,2225,2195,2215,1087,16635.0,7510000.0
2019-08-02,2220,2220,2190,2210,1007,16597.0,7510000.0
2019-08-05,2250,2250,2160,2175,20319,16334.0,7510000.0
2019-08-06,2185,2185,2165,2180,12119,16372.0,7510000.0
2019-08-07,2185,2185,2160,2165,3190,16259.0,7510000.0
2019-08-08,2165,2185,2165,2180,15089,16372.0,7510000.0
2019-08-09,2235,2235,2160,2185,1174,16409.0,7510000.0
2019-08-12,2225,2225,2130,2200,15161,16522.0,7510000.0
2019-08-13,2200,2200,2150,2195,1132,16484.0,7510000.0
2019-08-14,2195,2230,2170,2230,2552,16747.0,7510000.0
2019-08-16,2245,2245,2170,2175,2164,16334.0,7510000.0
2019-08-19,2200,2200,2150,2150,2069,16146.0,7510000.0
2019-08-20,2200,2200,2180,2190,1476,16447.0,7510000.0
2019-08-21,2215,2215,2165,2195,3991,16484.0,7510000.0
2019-08-22,2210,2210,2170,2200,11178,16522.0,7510000.0
2019-08-23,2220,2220,2160,2190,554,16447.0,7510000.0
2019-08-26,2125,2190,2115,2180,2650,16372.0,7510000.0
2019-08-27,2180,2200,2145,2180,9197,16372.0,7510000.0
2019-08-28,2215,2215,2200,2200,301,16522.0,7510000.0
2019-08-29,2220,2220,2160,2185,2426,16409.0,7510000.0
2019-08-30,2215,2215,2155,2195,2211,16484.0,7510000.0
2019-09-02,2215,2215,2200,2200,210,16522.0,7510000.0
2019-09-03,2215,2215,2205,2205,4201,16560.0,7510000.0
2019-09-04,2210,2210,2150,2175,16512,16334.0,7510000.0
2019-09-05,2175,2200,2150,2200,5777,16522.0,7510000.0
2019-09-06,2165,2200,2165,2190,5626,16447.0,7510000.0
2019-09-09,2170,2190,2170,2190,353,16447.0,7510000.0
2019-09-10,2195,2195,2180,2190,7315,16447.0,7510000.0
2019-09-11,2190,2200,2165,2200,389,16522.0,7510000.0
2019-09-16,2225,2225,2170,2195,1208,16484.0,7510000.0
2019-09-17,2160,2225,2160,2195,6525,16484.0,7510000.0
2019-09-18,2195,2195,2170,2195,5010,16484.0,7510000.0
2019-09-19,2195,2220,2155,2195,40848,16484.0,7510000.0
2019-09-20,2195,2195,2160,2185,5024,16409.0,7510000.0
2019-09-23,2175,2175,2175,2175,1472,16334.0,7510000.0
2019-09-24,2170,2190,2170,2190,1809,16447.0,7510000.0
2019-09-25,2160,2180,2145,2175,22262,16334.0,7510000.0
2019-09-26,2170,2170,2170,2170,17,16297.0,7510000.0
2019-09-27,2190,2190,2150,2180,13090,16372.0,7510000.0
2019-09-30,2150,2200,2140,2145,1722,16109.0,7510000.0
2019-10-01,2250,2250,2145,2200,947,16522.0,7510000.0
2019-10-02,2140,2185,2140,2150,1751,16146.0,7510000.0
2019-10-04,2170,2170,2125,2170,38394,16297.0,7510000.0
2019-10-07,2125,2150,2080,2100,177069,,
