에스트래픽(234300),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-08-23,7200,7280,7040,7150,22243,85236.0,11921180.0
2019-08-26,6820,7090,6660,6660,29804,79395.0,11921180.0
2019-08-27,7000,7990,6880,6890,428433,82137.0,11921180.0
2019-08-28,7000,7370,6890,7210,103568,85952.0,11921180.0
2019-08-29,7280,7300,7140,7230,29186,86190.0,11921180.0
2019-08-30,7290,7570,7270,7510,65131,89528.0,11921180.0
2019-09-02,7400,7510,7220,7480,34862,89170.0,11921180.0
2019-09-03,7450,7710,7450,7640,40689,91078.0,11921180.0
2019-09-04,7640,7930,7610,7910,68375,94297.0,11921180.0
2019-09-05,7960,7960,7830,7900,29498,94177.0,11921180.0
2019-09-06,8000,8030,7800,7870,20817,93820.0,11921180.0
2019-09-09,7800,7940,7690,7690,22452,91674.0,11921180.0
2019-09-10,7870,8260,7820,8180,142344,97515.0,11921180.0
2019-09-11,8240,8310,8000,8270,113425,98588.0,11921180.0
2019-09-16,8390,8770,8330,8510,131860,101449.0,11921180.0
2019-09-17,8360,8580,8250,8450,51550,100734.0,11921180.0
2019-09-18,8490,8650,8280,8590,48325,102403.0,11921180.0
2019-09-19,8520,8730,8450,8580,44593,102284.0,11921180.0
2019-09-20,8700,8900,8630,8740,66927,104191.0,11921180.0
2019-09-23,8830,8950,8740,8800,72231,104906.0,11921180.0
2019-09-24,8680,8800,8540,8610,58721,102641.0,11921180.0
2019-09-25,8510,8610,8070,8070,66697,96204.0,11921180.0
2019-09-26,8110,8440,8070,8250,34999,98350.0,11921180.0
2019-09-27,8170,8460,8160,8270,32802,98588.0,11921180.0
2019-09-30,8110,8270,7840,7840,83091,93462.0,11921180.0
2019-10-01,7840,7990,7830,7880,23620,93939.0,11921180.0
2019-10-02,8090,8500,7960,7960,60366,94893.0,11921180.0
2019-10-04,7960,8040,7870,7970,26240,95012.0,11921180.0
2019-10-07,7430,7780,7190,7280,102375,86786.0,11921180.0
