모트렉스(118990),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-05-02,4230,4330,4220,4265,47378,116224.0,27250545.0
2019-05-03,4300,4460,4225,4410,130943,120175.0,27250545.0
2019-05-07,4390,4520,4295,4485,130688,122219.0,27250545.0
2019-05-08,4450,4595,4390,4430,227127,120720.0,27250545.0
2019-05-09,4470,4470,4170,4200,171113,114452.0,27250545.0
2019-05-10,4200,4250,4100,4165,119879,113499.0,27250545.0
2019-05-13,4165,4310,3905,3920,187672,106822.0,27250545.0
2019-05-14,3880,3965,3710,3830,168013,104370.0,27250545.0
2019-05-15,3835,3880,3805,3840,106723,104642.0,27250545.0
2019-05-16,4050,4050,3805,3810,79075,103825.0,27250545.0
2019-05-17,3815,3885,3810,3875,66908,105596.0,27250545.0
2019-05-20,3895,3905,3730,3760,56179,102462.0,27250545.0
2019-05-21,3830,3830,3700,3760,41595,102462.0,27250545.0
2019-05-22,3715,3885,3690,3745,31484,102053.0,27250545.0
2019-05-23,3860,3860,3710,3710,65458,101100.0,27250545.0
2019-05-24,3675,3700,3545,3555,112186,96876.0,27250545.0
2019-05-27,3540,3580,3520,3545,31372,96603.0,27250545.0
2019-05-28,3510,3690,3510,3610,62779,98374.0,27250545.0
2019-05-29,3515,3530,3445,3490,183181,95104.0,27250545.0
2019-05-30,3490,3600,3410,3525,63216,96058.0,27250545.0
2019-05-31,3510,3575,3480,3560,44529,97012.0,27250545.0
2019-06-03,3520,3600,3500,3560,32362,97012.0,27250545.0
2019-06-04,3600,3650,3565,3620,42402,98647.0,27250545.0
2019-06-05,3650,3700,3600,3650,32828,99464.0,27250545.0
2019-06-07,3650,3755,3640,3700,50085,100827.0,27250545.0
2019-06-10,3700,3760,3680,3720,52845,101372.0,27250545.0
2019-06-11,3745,3750,3675,3735,29755,101781.0,27250545.0
2019-06-12,3715,3755,3685,3700,27379,100827.0,27250545.0
2019-06-13,3655,3730,3655,3690,16700,100555.0,27250545.0
2019-06-14,3740,3765,3685,3705,45182,100963.0,27250545.0
2019-06-17,3730,3750,3635,3705,22743,100963.0,27250545.0
2019-06-18,3725,3730,3635,3670,42827,100010.0,27250545.0
2019-06-19,3690,3900,3680,3835,147482,104506.0,27250545.0
2019-06-20,3875,4000,3860,3955,166347,107776.0,27250545.0
2019-06-21,3995,4020,3930,3965,85312,108048.0,27250545.0
2019-06-24,3995,3995,3870,3925,56473,106958.0,27250545.0
2019-06-25,3925,3945,3850,3880,47477,105732.0,27250545.0
2019-06-26,3880,3950,3820,3920,62058,106822.0,27250545.0
2019-06-27,3970,3970,3830,3885,50958,105868.0,27250545.0
2019-06-28,3890,3890,3775,3800,32010,103552.0,27250545.0
2019-07-01,3805,3890,3805,3810,20953,103825.0,27250545.0
2019-07-02,3795,3885,3775,3835,43644,104506.0,27250545.0
2019-07-03,3890,3980,3810,3840,67518,104642.0,27250545.0
2019-07-04,3840,3910,3790,3860,48437,105187.0,27250545.0
2019-07-05,3810,3855,3780,3785,52330,103143.0,27250545.0
2019-07-08,3750,3750,3540,3565,72282,97148.0,27250545.0
2019-07-09,3475,3565,3430,3565,83103,97148.0,27250545.0
2019-07-10,3525,3600,3515,3580,15669,97557.0,27250545.0
2019-07-11,3580,3700,3565,3615,43181,98511.0,27250545.0
2019-07-12,3565,3640,3565,3625,20031,98783.0,27250545.0
2019-07-15,3575,3650,3515,3530,35814,96194.0,27250545.0
2019-07-16,3490,3535,3470,3480,48804,94832.0,27250545.0
2019-07-17,3445,3480,3345,3420,71902,93197.0,27250545.0
2019-07-18,3420,3425,3250,3285,96196,89518.0,27250545.0
2019-07-19,3240,3355,3240,3310,37414,90199.0,27250545.0
2019-07-22,3345,3385,3290,3305,12588,90063.0,27250545.0
2019-07-23,3280,3320,3230,3230,68977,88019.0,27250545.0
2019-07-24,3210,3340,3110,3170,60639,86384.0,27250545.0
2019-07-25,3110,3170,2995,3040,72778,82842.0,27250545.0
2019-07-26,3000,3050,2880,2910,46101,79299.0,27250545.0
2019-07-29,2820,2910,2750,2830,115904,77119.0,27250545.0
2019-07-30,2755,2940,2755,2905,52484,79163.0,27250545.0
2019-07-31,2845,2965,2790,2900,41145,79027.0,27250545.0
2019-08-01,2845,2925,2800,2875,36504,78345.0,27250545.0
2019-08-02,2725,2870,2685,2730,75446,74394.0,27250545.0
2019-08-05,2725,2750,2505,2505,91336,68263.0,27250545.0
2019-08-06,2290,2475,2250,2300,199311,62676.0,27250545.0
2019-08-07,2250,2450,2250,2310,101970,62949.0,27250545.0
2019-08-08,2315,2440,2315,2370,54253,64584.0,27250545.0
2019-08-09,2370,3080,2370,3000,1669868,81752.0,27250545.0
2019-08-12,3000,3230,2765,3170,766823,86384.0,27250545.0
2019-08-13,3185,3185,2915,2990,272073,81479.0,27250545.0
2019-08-14,3015,3095,2935,3040,181536,82842.0,27250545.0
2019-08-16,3035,3045,2940,3020,110109,82297.0,27250545.0
2019-08-19,3000,3575,3000,3125,2274273,85158.0,27250545.0
2019-08-20,3085,3120,3000,3115,264154,84885.0,27250545.0
2019-08-21,3160,3390,3105,3290,560837,89654.0,27250545.0
2019-08-22,3275,3370,3170,3170,189836,86384.0,27250545.0
2019-08-23,3160,3190,2995,3085,168376,84068.0,27250545.0
2019-08-26,2980,3080,2915,2915,113009,79435.0,27250545.0
2019-08-27,2915,3005,2915,2940,82113,80117.0,27250545.0
2019-08-28,2870,3120,2870,2980,89891,81207.0,27250545.0
2019-08-29,2955,3045,2940,2980,45637,81207.0,27250545.0
2019-08-30,2990,3120,2985,3075,76470,83795.0,27250545.0
2019-09-02,3075,3165,3045,3145,73197,85703.0,27250545.0
2019-09-03,3180,3220,3100,3200,83798,87202.0,27250545.0
2019-09-04,3245,3245,3140,3205,38838,87338.0,27250545.0
2019-09-05,3215,3220,3150,3175,68565,86520.0,27250545.0
2019-09-06,3160,3220,3140,3185,37252,86793.0,27250545.0
2019-09-09,3185,3205,3120,3150,41433,85839.0,27250545.0
2019-09-10,3205,3205,3100,3150,61552,85839.0,27250545.0
2019-09-11,3185,3225,3105,3225,42430,87883.0,27250545.0
2019-09-16,3235,3340,3160,3325,164470,90608.0,27250545.0
2019-09-17,3460,3750,3320,3355,992204,91426.0,27250545.0
2019-09-18,3375,3445,3305,3425,70659,93333.0,27250545.0
2019-09-19,3490,3490,3350,3350,65339,91289.0,27250545.0
2019-09-20,3340,3430,3290,3360,31716,91562.0,27250545.0
2019-09-23,3370,3375,3285,3330,31512,90744.0,27250545.0
2019-09-24,3440,4215,3415,3875,5866282,105596.0,27250545.0
2019-09-25,3810,3835,3615,3650,1047887,99464.0,27250545.0
2019-09-26,3670,3805,3610,3625,749676,98783.0,27250545.0
2019-09-27,3665,3715,3555,3565,233200,97148.0,27250545.0
2019-09-30,3540,3635,3415,3450,201829,94014.0,27250545.0
2019-10-01,3420,3550,3380,3550,209091,96739.0,27250545.0
2019-10-02,3540,3680,3430,3430,387192,93469.0,27250545.0
2019-10-04,3420,3455,3280,3280,139415,89382.0,27250545.0
2019-10-07,3280,3330,3235,3235,66214,,
