한화에이스스팩4호(279410),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-09-02,2125,2125,2120,2120,3262,7409.0,3495000.0
2019-09-03,2120,2130,2115,2130,8025,7444.0,3495000.0
2019-09-04,2130,2130,2115,2125,8529,7427.0,3495000.0
2019-09-05,2125,2125,2110,2120,5501,7409.0,3495000.0
2019-09-06,2110,2125,2110,2120,5341,7409.0,3495000.0
2019-09-09,2120,2130,2110,2115,44184,7392.0,3495000.0
2019-09-10,2110,2130,2110,2120,16496,7409.0,3495000.0
2019-09-11,2120,2125,2120,2125,127,7427.0,3495000.0
2019-09-16,2120,2120,2115,2120,9397,7409.0,3495000.0
2019-09-17,2120,2135,2105,2135,13188,7462.0,3495000.0
2019-09-18,2110,2135,2110,2130,2114,7444.0,3495000.0
2019-09-19,2125,2125,2105,2115,29099,7392.0,3495000.0
2019-09-20,2115,2115,2105,2110,35751,7374.0,3495000.0
2019-09-23,2110,2115,2105,2110,1951,7374.0,3495000.0
2019-09-24,2095,2120,2095,2110,14642,7374.0,3495000.0
2019-09-25,2110,2135,2110,2115,14875,7392.0,3495000.0
2019-09-26,2115,2115,2110,2115,10578,7392.0,3495000.0
2019-09-27,2110,2125,2110,2115,7789,7392.0,3495000.0
2019-09-30,2115,2125,2105,2125,11962,,
2019-10-01,2125,2130,2120,2130,1545,,
2019-10-02,2130,2130,2095,2110,15235,,
2019-10-04,2110,2125,2105,2105,1490,,
2019-10-07,2100,2110,2095,2100,14443,,
