중앙백신(072020),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2008-03-27,7304,7417,7086,7086,248326,64050.0,7320000.0
2008-03-28,7142,7167,6924,7167,68547,64782.0,7320000.0
2008-03-31,7288,7288,7142,7200,70334,65075.0,7320000.0
2008-04-01,7199,7272,7126,7143,62561,64562.0,7320000.0
2008-04-02,7410,8179,7369,7815,1411919,70638.0,7320000.0
2008-04-03,7855,8098,7507,8099,685931,73200.0,7320000.0
2008-04-04,9070,9313,7855,7864,2366220,71077.0,7320000.0
2008-04-07,8665,8867,8139,8787,1926801,79422.0,7320000.0
2008-04-08,8989,9110,8041,8074,1382530,72980.0,7320000.0
2008-04-10,8341,8503,7953,8034,870090,72614.0,7320000.0
2008-04-11,8422,9232,8179,8625,3640651,77958.0,7320000.0
2008-04-14,8948,9637,8705,9638,2132228,87108.0,7320000.0
2008-04-15,9637,9961,9272,9395,2140140,84912.0,7320000.0
2008-04-16,9799,9920,8948,9030,1443677,81618.0,7320000.0
2008-04-17,9272,9313,8381,8503,1255159,76860.0,7320000.0
2008-04-18,8503,8624,8082,8099,919339,73200.0,7320000.0
2008-04-21,8098,8301,7791,7791,711359,70418.0,7320000.0
2008-04-22,8179,8867,8058,8584,3033293,77592.0,7320000.0
2008-04-23,8422,8462,7927,7929,1004572,71663.0,7320000.0
2008-04-24,8017,8082,7636,7677,542133,69394.0,7320000.0
2008-04-25,7791,7944,7725,7791,333555,70418.0,7320000.0
2008-04-28,7725,7782,7304,7305,483539,66026.0,7320000.0
2008-04-29,7345,7685,7288,7467,363243,67490.0,7320000.0
2008-04-30,7491,7701,7369,7596,318008,68662.0,7320000.0
2008-05-02,7896,7984,7774,7872,419615,71150.0,7320000.0
2008-05-06,7927,8989,7903,8868,2178384,80154.0,7320000.0
2008-05-07,9070,9191,8082,8220,1946094,74298.0,7320000.0
2008-05-08,8422,8665,8220,8422,949335,76128.0,7320000.0
2008-05-09,8462,8462,7903,7905,504542,71443.0,7320000.0
2008-05-13,8260,8543,7984,8034,735683,72614.0,7320000.0
2008-05-14,8049,8098,7693,7743,392022,69979.0,7320000.0
2008-05-15,7846,7977,7734,7743,239061,69979.0,7320000.0
2008-05-16,7774,8041,7741,8042,225546,72688.0,7320000.0
2008-05-19,7953,8041,7806,7815,173493,70638.0,7320000.0
2008-05-20,7758,7798,7466,7532,226721,68076.0,7320000.0
2008-05-21,7491,7896,7417,7896,230747,71370.0,7320000.0
2008-05-22,7846,7977,7579,7653,201290,69174.0,7320000.0
2008-05-23,7612,7758,7555,7596,121378,68662.0,7320000.0
2008-05-26,7531,7612,7296,7297,128056,65953.0,7320000.0
2008-05-27,7167,7345,7167,7216,88074,65221.0,7320000.0
2008-05-28,7377,7377,7150,7151,60043,64636.0,7320000.0
2008-05-29,7150,7337,7126,7191,83652,65002.0,7320000.0
2008-05-30,7199,7539,7199,7370,101825,66612.0,7320000.0
2008-06-02,7450,7507,7393,7403,43813,66905.0,7320000.0
2008-06-03,7450,7474,7296,7313,57553,66100.0,7320000.0
2008-06-04,7426,7426,7312,7370,63268,66612.0,7320000.0
2008-06-05,7491,7758,7377,7410,206771,66978.0,7320000.0
2008-06-09,7272,7353,7167,7297,98926,65953.0,7320000.0
2008-06-10,7304,7417,7183,7208,100547,65148.0,7320000.0
2008-06-11,7207,7296,7053,7127,67300,64416.0,7320000.0
2008-06-12,7150,7183,6940,6949,97069,62806.0,7320000.0
2008-06-13,6956,7102,6802,6803,94696,61488.0,7320000.0
2008-06-16,6843,6948,6810,6884,34148,62220.0,7320000.0
2008-06-17,6843,6924,6843,6843,49033,61854.0,7320000.0
2008-06-18,6843,7086,6818,7046,62912,63684.0,7320000.0
2008-06-19,7045,7126,6940,7022,39542,63464.0,7320000.0
2008-06-20,7126,7223,7053,7160,62194,64709.0,7320000.0
2008-06-23,7126,7288,7045,7208,37100,65148.0,7320000.0
2008-06-24,7158,7280,7077,7079,56530,63977.0,7320000.0
2008-06-25,7094,7150,7069,7110,31997,64270.0,7320000.0
2008-06-26,7077,7239,7069,7135,45441,64489.0,7320000.0
2008-06-27,6964,7053,6915,6924,68207,62586.0,7320000.0
2008-06-30,6948,6980,6641,6714,41716,60683.0,7320000.0
2008-07-01,6641,6827,6560,6560,63740,59292.0,7320000.0
2008-07-02,6534,6641,6138,6236,112884,56364.0,7320000.0
2008-07-03,6073,6276,5709,6220,68281,56218.0,7320000.0
2008-07-04,6219,6479,6146,6293,34734,56876.0,7320000.0
2008-07-07,6195,6429,6195,6422,32787,58048.0,7320000.0
2008-07-08,6479,6713,6381,6431,66881,58121.0,7320000.0
2008-07-09,6560,6696,6438,6544,47703,59146.0,7320000.0
2008-07-10,6519,6519,6422,6512,23241,58853.0,7320000.0
2008-07-11,6494,6641,6486,6487,24682,58633.0,7320000.0
2008-07-14,6615,6632,6486,6487,29863,58633.0,7320000.0
2008-07-15,6494,6551,6317,6325,35764,57169.0,7320000.0
2008-07-16,6357,6462,6317,6358,23990,57462.0,7320000.0
2008-07-17,6510,6551,6317,6552,34638,59219.0,7320000.0
2008-07-18,6608,6665,6527,6601,30983,59658.0,7320000.0
2008-07-21,6705,6705,6551,6706,48304,60610.0,7320000.0
2008-07-22,6681,7029,6681,6900,111786,62366.0,7320000.0
2008-07-23,6972,7126,6915,7046,94071,63684.0,7320000.0
2008-07-24,7061,7482,7045,7176,187991,64855.0,7320000.0
2008-07-25,7175,7248,7086,7176,50761,64855.0,7320000.0
2008-07-28,7167,7369,7158,7353,54476,66466.0,7320000.0
2008-07-29,7523,7644,7296,7338,116541,66319.0,7320000.0
2008-07-30,7531,7531,7288,7410,46425,66978.0,7320000.0
2008-07-31,7410,7507,7312,7362,30374,66539.0,7320000.0
2008-08-01,7337,7369,7207,7208,37557,65148.0,7320000.0
2008-08-04,7126,7248,7069,7086,42668,64050.0,7320000.0
2008-08-05,7053,7272,7053,7248,33745,65514.0,7320000.0
2008-08-06,7175,7417,7175,7378,39965,66685.0,7320000.0
2008-08-07,7410,7474,7304,7403,31076,66905.0,7320000.0
2008-08-08,7450,7450,7337,7394,15664,66832.0,7320000.0
2008-08-11,7410,7491,7377,7378,19404,66685.0,7320000.0
2008-08-12,7369,7482,7369,7467,47359,67490.0,7320000.0
2008-08-13,7426,7660,7426,7629,73846,68954.0,7320000.0
2008-08-14,7612,7750,7612,7743,46573,69979.0,7320000.0
2008-08-18,7815,7968,7693,7929,75145,71663.0,7320000.0
2008-08-19,7968,8058,7879,8058,85468,72834.0,7320000.0
2008-08-20,8098,8220,8025,8074,94656,72980.0,7320000.0
2008-08-21,8017,8017,7815,7815,56195,70638.0,7320000.0
2008-08-22,7750,7750,7385,7589,74663,68588.0,7320000.0
2008-08-25,7588,7693,7548,7548,49839,68222.0,7320000.0
2008-08-26,7507,7507,7256,7257,42995,65587.0,7320000.0
2008-08-27,7369,7410,7207,7410,66131,66978.0,7320000.0
2008-08-28,7410,7677,7410,7677,45957,69394.0,7320000.0
2008-08-29,7701,7887,7653,7734,37692,69906.0,7320000.0
2008-09-01,7612,7653,6689,7103,109271,64196.0,7320000.0
2008-09-02,6883,7126,6041,6041,204887,54607.0,7320000.0
2008-09-03,5765,6235,5628,6228,146705,56291.0,7320000.0
2008-09-04,6429,6794,6357,6682,69952,60390.0,7320000.0
2008-09-05,6317,6713,6251,6649,50391,60097.0,7320000.0
2008-09-08,6721,7005,6665,6998,71748,63245.0,7320000.0
2008-09-09,6996,7223,6972,7046,66745,63684.0,7320000.0
2008-09-10,7037,7142,6883,7062,56230,63830.0,7320000.0
2008-09-11,7037,7329,7037,7305,62419,66026.0,7320000.0
2008-09-12,7491,7491,7288,7443,38475,67271.0,7320000.0
2008-09-16,6519,6875,6405,6633,104746,59951.0,7320000.0
2008-09-17,6940,7158,6810,7110,86522,64270.0,7320000.0
2008-09-18,6778,7126,6721,7086,89313,64050.0,7320000.0
2008-09-19,7353,7353,7126,7208,42951,65148.0,7320000.0
2008-09-22,7288,7361,7126,7200,46481,65075.0,7320000.0
2008-09-23,7110,7329,7110,7257,43941,65587.0,7320000.0
2008-09-24,7410,7410,7207,7346,26901,66392.0,7320000.0
2008-09-25,7515,7515,7377,7434,71361,67198.0,7320000.0
2008-09-26,7434,7458,7369,7451,38773,67344.0,7320000.0
2008-09-29,7604,7604,7393,7508,43764,67856.0,7320000.0
2008-09-30,6883,7410,6883,7410,53680,66978.0,7320000.0
2008-10-01,7450,7491,7329,7419,25788,67051.0,7320000.0
2008-10-02,7450,7458,7288,7353,32800,66466.0,7320000.0
2008-10-06,7369,7442,7005,7143,91113,64562.0,7320000.0
2008-10-07,6964,7077,6818,7022,52269,63464.0,7320000.0
2008-10-08,6843,6883,5992,6172,121182,55778.0,7320000.0
2008-10-09,6170,6479,6073,6301,87808,56950.0,7320000.0
2008-10-10,5838,6292,5360,6228,141513,56291.0,7320000.0
2008-10-13,6235,6591,6235,6593,84852,59585.0,7320000.0
2008-10-14,6843,6843,6689,6722,100895,60756.0,7320000.0
2008-10-15,6632,6762,6534,6722,49328,60756.0,7320000.0
2008-10-16,6276,6422,5830,5831,61388,52704.0,7320000.0
2008-10-17,6276,6276,5587,6001,62055,54241.0,7320000.0
2008-10-20,6041,6211,5790,6074,48023,54900.0,7320000.0
2008-10-21,6219,6219,5911,6010,44495,54314.0,7320000.0
2008-10-22,5846,6065,5441,5750,69105,51972.0,7320000.0
2008-10-23,5458,5458,4891,4891,152646,44213.0,7320000.0
2008-10-24,4721,4842,4162,4163,139824,37625.0,7320000.0
2008-10-27,3538,3960,3538,3539,312815,31988.0,7320000.0
2008-10-28,3008,3579,3008,3417,471636,30890.0,7320000.0
2008-10-29,3643,3753,2907,3191,331863,28841.0,7320000.0
2008-10-30,3336,3668,3336,3669,242574,33160.0,7320000.0
2008-10-31,3672,3951,3546,3952,199088,35722.0,7320000.0
2008-11-03,4008,4543,4008,4543,179517,41065.0,7320000.0
2008-11-04,4696,4939,4210,4762,254543,43042.0,7320000.0
2008-11-05,4899,5126,4615,4762,219047,43042.0,7320000.0
2008-11-06,4381,4453,4048,4050,185098,36600.0,7320000.0
2008-11-07,3643,4526,3538,4527,234141,40919.0,7320000.0
2008-11-10,4834,5198,4696,5200,498094,46994.0,7320000.0
2008-11-11,5182,5425,4939,5022,326367,45384.0,7320000.0
2008-11-12,4867,5182,4834,5102,144778,46116.0,7320000.0
2008-11-13,4753,4996,4753,4860,128561,43920.0,7320000.0
2008-11-14,5255,5409,5060,5167,146344,46702.0,7320000.0
2008-11-17,5141,5272,4972,5224,78168,47214.0,7320000.0
2008-11-18,5167,5587,5141,5200,144218,46994.0,7320000.0
2008-11-19,5303,5329,4842,4957,110159,44798.0,7320000.0
2008-11-20,4615,4769,4324,4325,139913,39089.0,7320000.0
2008-11-21,4089,4721,4065,4698,85225,42456.0,7320000.0
2008-11-24,4712,4850,4583,4657,61095,42090.0,7320000.0
2008-11-25,4874,4980,4696,4762,80731,43042.0,7320000.0
2008-11-26,4802,5101,4729,4900,165279,44286.0,7320000.0
2008-11-27,5060,5060,4842,4891,90678,44213.0,7320000.0
2008-11-28,4907,5012,4818,4867,108186,43993.0,7320000.0
2008-12-01,4899,5029,4858,4867,163973,43993.0,7320000.0
2008-12-02,4486,4688,4486,4689,79112,42383.0,7320000.0
2008-12-03,4793,4810,4656,4689,56027,42383.0,7320000.0
2008-12-04,4753,4834,4583,4592,75792,41504.0,7320000.0
2008-12-05,4543,4696,4543,4560,52367,41212.0,7320000.0
2008-12-08,4696,4810,4591,4754,138880,42968.0,7320000.0
2008-12-09,4818,4834,4672,4729,74079,42749.0,7320000.0
2008-12-10,5434,5434,5353,5434,193192,49117.0,7320000.0
2008-12-11,5952,6025,5450,5458,1021406,49337.0,7320000.0
2008-12-12,5579,5660,5045,5475,313056,49483.0,7320000.0
2008-12-15,5579,5968,5506,5750,397072,51972.0,7320000.0
2008-12-16,5660,5911,5596,5750,342165,51972.0,7320000.0
2008-12-17,6308,6600,6081,6228,1074598,56291.0,7320000.0
2008-12-18,6195,6195,5830,5839,318619,52777.0,7320000.0
2008-12-19,5911,6057,5838,5969,166543,53948.0,7320000.0
2008-12-22,5936,6114,5806,5912,304604,53436.0,7320000.0
2008-12-23,5798,5887,5506,5507,195070,49776.0,7320000.0
2008-12-24,5417,5506,5207,5264,135985,47580.0,7320000.0
2008-12-26,5384,5465,5272,5337,83685,48239.0,7320000.0
2008-12-29,5360,5377,4980,5159,81645,46628.0,7320000.0
2008-12-30,5110,5272,5093,5183,74487,46848.0,7320000.0
2009-01-02,5336,5425,5222,5362,90504,48458.0,7320000.0
2009-01-05,5417,5417,5288,5369,87997,48532.0,7320000.0
2009-01-06,5320,5377,5255,5289,111724,47800.0,7320000.0
2009-01-07,5984,6073,5628,5750,889922,51972.0,7320000.0
2009-01-08,5587,5709,5571,5612,198345,50728.0,7320000.0
2009-01-09,5628,5765,5563,5710,174028,51606.0,7320000.0
2009-01-12,5571,5628,5320,5386,143642,48678.0,7320000.0
2009-01-13,5320,5474,5222,5426,78289,49044.0,7320000.0
2009-01-14,5353,5547,5353,5491,82514,49630.0,7320000.0
2009-01-15,5288,5377,5110,5183,96257,46848.0,7320000.0
2009-01-16,5215,5336,5198,5264,58320,47580.0,7320000.0
2009-01-19,5474,5733,5353,5434,274010,49117.0,7320000.0
2009-01-20,5474,5506,5296,5483,78152,49556.0,7320000.0
2009-01-21,5272,5539,5231,5345,124643,48312.0,7320000.0
2009-01-22,5498,5741,5434,5556,231304,50215.0,7320000.0
2009-01-23,5515,5555,5393,5548,100732,50142.0,7320000.0
2009-01-28,5684,5790,5620,5661,196120,51167.0,7320000.0
2009-01-29,5644,5693,5547,5580,102257,50435.0,7320000.0
2009-01-30,5547,5547,5450,5515,76876,49849.0,7320000.0
2009-02-02,5571,5628,5474,5491,127204,49630.0,7320000.0
2009-02-03,5490,5612,5425,5483,117916,49556.0,7320000.0
2009-02-04,5587,5830,5531,5750,380631,51972.0,7320000.0
2009-02-05,5774,5774,5515,5524,209691,49922.0,7320000.0
2009-02-06,5612,5612,5506,5531,106675,49996.0,7320000.0
2009-02-09,5587,5628,5539,5572,85928,50362.0,7320000.0
2009-02-10,5587,5587,5425,5524,90232,49922.0,7320000.0
2009-02-11,5417,5555,5329,5426,90272,49044.0,7320000.0
2009-02-12,5482,5482,5377,5426,68118,49044.0,7320000.0
2009-02-13,5425,5749,5401,5693,415165,51460.0,7320000.0
2009-02-16,5677,5887,5612,5717,372695,51679.0,7320000.0
2009-02-17,5709,5976,5522,5524,749325,49922.0,7320000.0
2009-02-18,5377,6073,5344,5985,861631,54095.0,7320000.0
2009-02-19,6033,6105,5587,5669,504575,51240.0,7320000.0
2009-02-20,5741,5741,5263,5410,267210,48898.0,7320000.0
2009-02-23,5539,5596,5409,5458,146152,49337.0,7320000.0
2009-02-24,5279,5320,5174,5175,130774,46775.0,7320000.0
2009-02-25,5272,5344,5020,5022,143807,45384.0,7320000.0
2009-02-26,5029,5174,4745,4762,128623,43042.0,7320000.0
2009-02-27,4777,4899,4737,4876,67240,44066.0,7320000.0
2009-03-02,4858,4858,4502,4600,75335,41578.0,7320000.0
2009-03-03,4300,4437,4186,4398,100278,39748.0,7320000.0
2009-03-04,4348,4599,4332,4536,54792,40992.0,7320000.0
2009-03-05,4640,4680,4494,4584,56095,41431.0,7320000.0
2009-03-06,4397,4656,4397,4633,45731,41870.0,7320000.0
2009-03-09,4737,4939,4705,4851,135864,43847.0,7320000.0
2009-03-10,4769,4874,4712,4819,73511,43554.0,7320000.0
2009-03-11,4972,5020,4874,4924,69291,44506.0,7320000.0
2009-03-12,4899,5060,4874,4932,52588,44579.0,7320000.0
2009-03-13,5036,5036,4939,4941,43732,44652.0,7320000.0
2009-03-16,4948,4980,4874,4916,48707,44432.0,7320000.0
2009-03-17,4939,5045,4915,5038,70508,45530.0,7320000.0
2009-03-18,5117,5198,5101,5151,98110,46555.0,7320000.0
2009-03-19,5191,5215,5029,5029,75713,45457.0,7320000.0
2009-03-20,5101,5174,5020,5167,48144,46702.0,7320000.0
2009-03-23,5086,5222,5077,5175,85809,46775.0,7320000.0
2009-03-24,5288,5288,5110,5110,46951,46189.0,7320000.0
2009-03-25,5101,5167,5036,5134,70998,46409.0,7320000.0
2009-03-26,5126,5198,5069,5159,67603,46628.0,7320000.0
2009-03-27,5191,5344,5020,5022,163505,45384.0,7320000.0
2009-03-30,5069,5215,4948,5013,96061,45311.0,7320000.0
2009-03-31,5012,5101,4939,5053,85346,45677.0,7320000.0
2009-04-01,5020,5182,5020,5070,97097,45823.0,7320000.0
2009-04-02,5141,5174,5060,5102,122786,46116.0,7320000.0
2009-04-03,5141,5174,5053,5094,104665,46043.0,7320000.0
2009-04-06,5126,5434,5126,5313,233317,48019.0,7320000.0
2009-04-07,5409,5579,5336,5475,248845,49483.0,7320000.0
2009-04-08,5425,5531,5329,5426,107156,49044.0,7320000.0
2009-04-09,5498,5782,5482,5669,179498,51240.0,7320000.0
2009-04-10,5709,5871,5668,5742,237009,51899.0,7320000.0
2009-04-13,5871,5895,5765,5839,193722,52777.0,7320000.0
2009-04-14,5919,5944,5612,5726,191509,51752.0,7320000.0
2009-04-15,5603,5668,5272,5467,177317,49410.0,7320000.0
2009-04-16,5515,5701,5465,5467,116505,49410.0,7320000.0
2009-04-17,5506,5652,5353,5426,104793,49044.0,7320000.0
2009-04-20,5434,5539,5384,5539,76148,50069.0,7320000.0
2009-04-21,5401,5620,5369,5620,72499,50801.0,7320000.0
2009-04-22,5741,5846,5628,5726,185024,51752.0,7320000.0
2009-04-23,5790,5879,5717,5726,176351,51752.0,7320000.0
2009-04-24,5790,6049,5668,5920,360688,53509.0,7320000.0
2009-04-27,6802,6802,6802,6803,22407,61488.0,7320000.0
2009-04-28,7822,7822,7822,7824,25828,70711.0,7320000.0
2009-04-29,8989,8989,8989,8989,424283,81252.0,7320000.0
2009-04-30,9637,10325,9637,10326,6970482,93330.0,7320000.0
2009-05-04,10042,10851,8786,8787,6975472,79422.0,7320000.0
2009-05-06,8827,9232,8260,8584,3320220,77592.0,7320000.0
2009-05-07,8908,9839,8827,9840,5673190,88938.0,7320000.0
2009-05-08,9556,9637,8422,8706,3039413,78690.0,7320000.0
2009-05-11,9151,10001,9110,9313,4342521,84180.0,7320000.0
2009-05-12,9475,10689,9313,10569,5379881,95526.0,7320000.0
2009-05-13,10608,10730,9313,9800,3580013,88572.0,7320000.0
2009-05-14,10122,10730,9799,10326,3555697,93330.0,7320000.0
2009-05-15,11054,11864,10082,10691,2725035,96624.0,7320000.0
2009-05-18,12269,12269,12269,12270,270897,110898.0,7320000.0
2009-05-19,12958,14091,12917,14092,4544551,127368.0,7320000.0
2009-05-20,14091,14658,13403,14213,3606215,128466.0,7320000.0
2009-05-21,14375,14415,12188,13768,2271140,124440.0,7320000.0
2009-05-22,13079,13241,11904,12391,1404182,111996.0,7320000.0
2009-05-25,13889,14213,11661,13606,2845623,122976.0,7320000.0
2009-05-26,13605,13605,11580,11582,1593230,104676.0,7320000.0
2009-05-27,11823,11985,10001,10326,1747088,93330.0,7320000.0
2009-05-28,10325,10527,8908,9800,1576463,88572.0,7320000.0
2009-05-29,10001,10851,9880,10488,1181730,94794.0,7320000.0
2009-06-01,10365,10365,9718,10043,559460,90768.0,7320000.0
2009-06-02,10203,10244,9475,9557,958258,86376.0,7320000.0
2009-06-03,10122,10973,10042,10974,1771627,99186.0,7320000.0
2009-06-04,11094,11175,9556,9719,2367644,87840.0,7320000.0
2009-06-05,9758,10365,9151,9921,1406963,89670.0,7320000.0
2009-06-08,9556,10042,9353,9476,1005804,85644.0,7320000.0
2009-06-09,9556,9596,8746,9070,909343,81984.0,7320000.0
2009-06-10,9313,9758,9029,9232,1078998,83448.0,7320000.0
2009-06-11,9596,10365,9353,10164,1611723,91866.0,7320000.0
2009-06-12,11013,11418,9799,9800,2970742,88572.0,7320000.0
2009-06-15,9880,9920,9272,9313,744060,84180.0,7320000.0
2009-06-16,9070,9515,8989,9232,481233,83448.0,7320000.0
2009-06-17,9151,10122,9070,9759,1302918,88206.0,7320000.0
2009-06-18,9758,10001,9394,9476,1037890,85644.0,7320000.0
2009-06-19,9556,9799,8867,9232,664428,83448.0,7320000.0
2009-06-22,9394,9475,9070,9151,502385,82716.0,7320000.0
2009-06-23,9070,9677,8665,8746,1080009,79056.0,7320000.0
2009-06-24,8867,8948,7977,7977,787301,72102.0,7320000.0
2009-06-25,8098,8301,7977,8067,411060,72907.0,7320000.0
2009-06-26,8179,8584,8074,8463,781404,76494.0,7320000.0
2009-06-29,8503,9029,8260,8503,1052829,76860.0,7320000.0
2009-06-30,8543,8665,7977,8382,814747,75762.0,7320000.0
2009-07-01,8786,8786,8260,8301,789545,75030.0,7320000.0
2009-07-02,8301,8462,8139,8342,336859,75396.0,7320000.0
2009-07-03,8503,9475,8503,9313,2469735,84180.0,7320000.0
2009-07-06,9313,9353,8786,8908,761403,80520.0,7320000.0
2009-07-07,9029,9232,8827,8949,650883,80886.0,7320000.0
2009-07-08,8908,9353,8827,9313,939060,84180.0,7320000.0
2009-07-09,9313,9313,8867,8949,513239,80886.0,7320000.0
2009-07-10,8989,8989,8422,8463,588069,76494.0,7320000.0
2009-07-13,8705,8989,8260,8301,723745,75030.0,7320000.0
2009-07-14,8584,8624,7207,8074,571391,72980.0,7320000.0
2009-07-15,8220,9151,8058,8868,626536,80154.0,7320000.0
2009-07-16,8624,9029,8341,8422,703014,76128.0,7320000.0
2009-07-17,8543,9475,8301,9111,1137157,82350.0,7320000.0
2009-07-20,9758,10446,9677,10448,3490022,94428.0,7320000.0
2009-07-21,10689,11216,10042,10974,3823392,99186.0,7320000.0
2009-07-22,10973,11175,10203,10205,1910195,92232.0,7320000.0
2009-07-23,10406,11661,10203,11177,3688106,101016.0,7320000.0
2009-07-24,11175,11418,10689,11015,1813648,99552.0,7320000.0
2009-07-27,11337,11459,10770,11096,1287356,100284.0,7320000.0
2009-07-28,11094,11094,10325,10407,1051047,94062.0,7320000.0
2009-07-29,10487,10608,10001,10205,672612,92232.0,7320000.0
2009-07-30,10365,11054,10244,10367,2050554,93696.0,7320000.0
2009-07-31,10487,10527,10042,10245,502984,92598.0,7320000.0
2009-08-03,10203,10284,10001,10083,373722,91134.0,7320000.0
2009-08-04,10406,10932,10284,10407,1187912,94062.0,7320000.0
2009-08-05,10446,10527,10082,10205,450233,92232.0,7320000.0
2009-08-06,10446,10932,10325,10731,1246981,96990.0,7320000.0
2009-08-07,10851,11054,10325,10407,1072416,94062.0,7320000.0
2009-08-10,10527,10770,10325,10772,697485,97356.0,7320000.0
2009-08-11,10649,10851,10365,10448,397761,94428.0,7320000.0
2009-08-12,10527,10568,10041,10205,486462,92232.0,7320000.0
2009-08-13,10244,10284,10041,10205,381923,92232.0,7320000.0
2009-08-14,10203,10203,9920,10043,357333,90768.0,7320000.0
2009-08-17,11540,11540,11540,11541,272220,104310.0,7320000.0
2009-08-18,12471,13201,12066,13201,6033590,119316.0,7320000.0
2009-08-19,12877,15144,12431,15144,7177875,136884.0,7320000.0
2009-08-20,15792,17411,15630,17413,6123109,157380.0,7320000.0
2009-08-21,19315,20004,18951,20004,887468,180804.0,7320000.0
2009-08-24,22797,23000,21704,23001,2237086,207888.0,7320000.0
2009-08-25,21825,25268,20327,22272,7975146,201300.0,7320000.0
2009-08-26,22271,23526,20935,22677,3773437,204960.0,7320000.0
2009-08-27,22028,22190,19315,19478,2943858,176046.0,7320000.0
2009-08-28,20489,21745,19315,19964,3432345,180438.0,7320000.0
2009-08-31,19477,19639,17006,17008,2162329,153720.0,7320000.0
2009-09-01,17168,18343,16602,17534,3732192,158478.0,7320000.0
2009-09-02,16602,16885,15630,16522,1990591,149328.0,7320000.0
2009-09-03,17573,17695,15468,15671,1291492,141642.0,7320000.0
2009-09-04,15832,17128,14496,16482,3969170,148962.0,7320000.0
2009-09-07,15670,15751,14213,14497,1375745,131028.0,7320000.0
2009-09-08,14739,16035,14334,14902,2452263,134688.0,7320000.0
2009-09-09,15225,15387,13403,13444,1175197,121512.0,7320000.0
2009-09-10,13686,14253,13241,14254,1161489,128832.0,7320000.0
2009-09-11,14132,15387,13848,14294,1718259,129198.0,7320000.0
2009-09-14,14577,14780,13039,13444,1161950,121512.0,7320000.0
2009-09-15,13605,13686,12917,13444,650090,121512.0,7320000.0
2009-09-16,13646,14091,13363,13687,787113,123708.0,7320000.0
2009-09-17,13646,15711,13241,15712,4022212,142008.0,7320000.0
2009-09-18,15711,15913,14456,14821,3215956,133956.0,7320000.0
2009-09-21,14739,15630,14253,14902,1925891,134688.0,7320000.0
2009-09-22,15063,15508,14577,14578,711035,131760.0,7320000.0
2009-09-23,14577,15144,14010,14011,875089,126636.0,7320000.0
2009-09-24,13848,14213,13039,13201,489928,119316.0,7320000.0
2009-09-25,13282,13646,12998,13444,346457,121512.0,7320000.0
2009-09-28,13363,13848,12917,12918,418540,116754.0,7320000.0
2009-09-29,12917,13079,11783,11784,521790,106506.0,7320000.0
2009-09-30,11783,12715,11702,11743,699248,106140.0,7320000.0
2009-10-01,11864,12350,11499,12351,290314,111630.0,7320000.0
2009-10-05,11985,12228,11499,11743,210527,106140.0,7320000.0
2009-10-06,11823,11985,11054,11055,232948,99918.0,7320000.0
2009-10-07,11256,11985,11175,11420,695345,103212.0,7320000.0
2009-10-08,11580,12147,11418,11824,448168,106872.0,7320000.0
2009-10-09,11742,11823,11499,11582,204104,104676.0,7320000.0
2009-10-12,11985,13120,11904,12148,1410355,109800.0,7320000.0
2009-10-13,12188,12269,11540,11663,326275,105408.0,7320000.0
2009-10-14,11540,11945,11459,11582,242126,104676.0,7320000.0
2009-10-15,11580,11742,11580,11622,145548,105042.0,7320000.0
2009-10-16,11661,12107,11378,12108,274360,109434.0,7320000.0
2009-10-19,12958,13201,12147,12148,813453,109800.0,7320000.0
2009-10-20,12512,13970,12431,13970,3894015,126270.0,7320000.0
2009-10-21,14294,16035,14213,16036,3377979,144936.0,7320000.0
2009-10-22,16278,16278,13646,13646,4284515,123342.0,7320000.0
2009-10-23,13767,14253,12877,13282,1686069,120048.0,7320000.0
2009-10-26,15184,15265,15063,15266,426292,137982.0,7320000.0
2009-10-27,16156,17533,15832,17332,4154534,156648.0,7320000.0
2009-10-28,16197,18424,15670,16238,5373021,146766.0,7320000.0
2009-10-29,16642,17411,15832,17170,2778193,155184.0,7320000.0
2009-10-30,16521,17006,16359,17008,1473024,153720.0,7320000.0
2009-11-02,18302,19194,17816,18465,2747086,166896.0,7320000.0
2009-11-03,18626,19315,15711,15793,3418889,142740.0,7320000.0
2009-11-04,16035,16116,14051,14659,2648300,132492.0,7320000.0
2009-11-05,14658,15873,14375,15064,2488114,136152.0,7320000.0
2009-11-06,14658,15387,14456,15387,1309832,139080.0,7320000.0
2009-11-09,15306,15549,14658,14821,1235708,133956.0,7320000.0
2009-11-10,14820,15508,14780,14902,1229594,134688.0,7320000.0
2009-11-11,15063,15144,14294,14294,697002,129198.0,7320000.0
2009-11-12,14456,15184,14334,14335,1161603,129564.0,7320000.0
2009-11-13,14699,14820,14132,14659,518140,132492.0,7320000.0
2009-11-16,14253,14294,12958,12958,810351,117120.0,7320000.0
2009-11-17,13079,14820,12471,14456,2417073,130662.0,7320000.0
2009-11-18,13848,14901,13403,13484,1897495,121878.0,7320000.0
2009-11-19,13686,13929,13120,13201,663695,119316.0,7320000.0
2009-11-20,13363,13889,13282,13282,757022,120048.0,7320000.0
2009-11-23,13605,13889,13322,13403,449878,121146.0,7320000.0
2009-11-24,12998,13282,12228,12229,648838,110532.0,7320000.0
2009-11-25,12674,12958,12350,12391,501937,111996.0,7320000.0
