인터파크(108790),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-07-15,5580,5650,5460,5470,36936,181360.0,33155480.0
2019-07-16,5440,5600,5400,5440,70436,180366.0,33155480.0
2019-07-17,5400,5410,5240,5240,128522,173735.0,33155480.0
2019-07-18,5260,5340,5200,5220,92567,173072.0,33155480.0
2019-07-19,5350,5560,5290,5530,154825,183350.0,33155480.0
2019-07-22,5530,5660,5450,5630,107161,186665.0,33155480.0
2019-07-23,5650,5700,5580,5640,76315,186997.0,33155480.0
2019-07-24,5690,5840,5670,5800,227751,192302.0,33155480.0
2019-07-25,5810,5830,5700,5730,67319,189981.0,33155480.0
2019-07-26,5730,5790,5610,5700,84866,188986.0,33155480.0
2019-07-29,5720,5770,5350,5370,165061,178045.0,33155480.0
2019-07-30,5370,5540,5370,5480,120059,181692.0,33155480.0
2019-07-31,5480,5570,5430,5510,69717,182687.0,33155480.0
2019-08-01,5520,5560,5440,5510,39754,182687.0,33155480.0
2019-08-02,5430,5540,5400,5460,40404,181029.0,33155480.0
2019-08-05,5440,5500,5210,5270,133610,174729.0,33155480.0
2019-08-06,5150,5310,5060,5150,145822,170751.0,33155480.0
2019-08-07,5160,5370,5160,5230,71100,173403.0,33155480.0
2019-08-08,5690,5700,5480,5480,263947,181692.0,33155480.0
2019-08-09,5600,6020,5510,5930,395645,196612.0,33155480.0
2019-08-12,5810,6010,5730,5910,131328,195949.0,33155480.0
2019-08-13,5810,6040,5790,5990,70319,198601.0,33155480.0
2019-08-14,6000,6160,5940,5950,96443,197275.0,33155480.0
2019-08-16,5940,5940,5650,5750,73646,190644.0,33155480.0
2019-08-19,5790,5800,5700,5770,40602,191307.0,33155480.0
2019-08-20,5780,5840,5680,5770,26276,191307.0,33155480.0
2019-08-21,5760,5830,5710,5740,39743,190312.0,33155480.0
2019-08-22,5750,5820,5520,5520,75088,183018.0,33155480.0
2019-08-23,5520,5540,5330,5360,96283,177713.0,33155480.0
2019-08-26,5240,5330,5220,5300,49354,175724.0,33155480.0
2019-08-27,5380,5400,5250,5340,48509,177050.0,33155480.0
2019-08-28,5340,5400,5300,5390,24470,178708.0,33155480.0
2019-08-29,5350,5390,5280,5290,54262,175392.0,33155480.0
2019-08-30,5350,5400,5320,5350,23209,177382.0,33155480.0
2019-09-02,5350,5460,5350,5450,12458,180697.0,33155480.0
2019-09-03,5460,5530,5430,5450,33025,180697.0,33155480.0
2019-09-04,5510,5510,5430,5490,27977,182024.0,33155480.0
2019-09-05,5540,5590,5370,5440,67045,180366.0,33155480.0
2019-09-06,5450,5510,5420,5470,23466,181360.0,33155480.0
2019-09-09,5450,5490,5430,5450,19532,180697.0,33155480.0
2019-09-10,5420,5420,5300,5350,94456,177382.0,33155480.0
2019-09-11,5310,5400,5310,5340,89722,177050.0,33155480.0
2019-09-16,5390,5390,5320,5320,56241,176387.0,33155480.0
2019-09-17,5330,5430,5320,5400,42507,179040.0,33155480.0
2019-09-18,5390,5510,5390,5490,43887,182024.0,33155480.0
2019-09-19,5490,5540,5450,5510,52937,182687.0,33155480.0
2019-09-20,5540,5540,5460,5500,21731,182355.0,33155480.0
2019-09-23,5500,5500,5400,5420,24421,179703.0,33155480.0
2019-09-24,5460,5500,5420,5500,24388,182355.0,33155480.0
2019-09-25,5500,5500,5320,5400,69026,179040.0,33155480.0
2019-09-26,5370,5450,5300,5370,29633,178045.0,33155480.0
2019-09-27,5330,5360,5280,5320,18702,176387.0,33155480.0
2019-09-30,5290,5380,5270,5310,15988,176056.0,33155480.0
2019-10-01,5340,5340,5250,5270,27778,174729.0,33155480.0
2019-10-02,5250,5320,5160,5210,69660,172740.0,33155480.0
2019-10-04,5260,5260,5180,5180,18613,171745.0,33155480.0
2019-10-07,5180,5260,5170,5180,18786,171745.0,33155480.0
