씨엠에스에듀(225330),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-09-17,5650,5680,5550,5640,16665,105099.0,18634628.0
2019-09-18,5640,5650,5580,5640,6443,105099.0,18634628.0
2019-09-19,5640,5680,5600,5650,12835,105286.0,18634628.0
2019-09-20,5660,5700,5580,5670,13617,105658.0,18634628.0
2019-09-23,5670,5680,5600,5600,12887,104354.0,18634628.0
2019-09-24,5650,5660,5600,5650,7127,105286.0,18634628.0
2019-09-25,5650,5660,5550,5600,18163,104354.0,18634628.0
2019-09-26,5600,5710,5600,5710,15424,106404.0,18634628.0
2019-09-27,5550,5660,5550,5630,17851,104913.0,18634628.0
2019-09-30,5620,5630,5530,5590,8651,104168.0,18634628.0
2019-10-01,5590,5600,5460,5600,17260,104354.0,18634628.0
2019-10-02,5550,5590,5440,5560,11000,103609.0,18634628.0
2019-10-04,5560,5570,5410,5500,12879,102490.0,18634628.0
2019-10-07,5500,5520,5390,5450,9493,101559.0,18634628.0
