엔에스(217820),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-08-23,11700,13150,11525,12225,699511,119805.0,4900000.0
2017-08-24,12325,12450,12050,12325,423440,120785.0,4900000.0
2017-08-25,11850,11950,10725,11000,897005,107800.0,4900000.0
2017-08-28,11150,11550,10725,10825,315691,106085.0,4900000.0
2017-08-29,10925,11400,10675,11400,323568,111720.0,4900000.0
2017-08-30,11425,11875,11250,11400,245450,111720.0,4900000.0
2017-08-31,11400,11675,11225,11550,200655,113190.0,4900000.0
2017-09-01,11650,11675,11300,11300,132423,110740.0,4900000.0
2017-09-04,10650,11125,10650,10825,167436,106085.0,4900000.0
2017-09-05,10925,11000,10350,10625,183177,104125.0,4900000.0
2017-09-06,10525,10850,10450,10600,93236,103880.0,4900000.0
2017-09-07,10650,10750,10350,10725,101651,105105.0,4900000.0
2017-09-08,10750,11000,10525,10525,100551,103145.0,4900000.0
2017-09-11,10650,11575,10450,11425,330640,111965.0,4900000.0
2017-09-12,11650,11650,11125,11275,190673,110495.0,4900000.0
2017-09-13,11450,11975,11300,11475,343704,112455.0,4900000.0
2017-09-14,11675,11675,11250,11500,133013,112700.0,4900000.0
2017-09-15,11300,11500,10775,11075,154021,108535.0,4900000.0
2017-09-18,11100,11350,10900,11000,71187,107800.0,4900000.0
2017-09-19,11000,11250,10725,10775,74752,105595.0,4900000.0
2017-09-20,10875,10975,10225,10225,98564,100205.0,4900000.0
2017-09-21,10200,10325,9450,10000,112430,98000.0,4900000.0
2017-09-22,9950,10150,9325,9375,94636,91875.0,4900000.0
2017-09-25,9150,10100,9150,9775,108956,95795.0,4900000.0
2017-09-26,9500,9725,9300,9500,71759,93100.0,4900000.0
2017-09-27,9450,9800,9375,9375,44669,91875.0,4900000.0
2017-09-28,9400,9575,8825,9000,95458,88200.0,4900000.0
2017-09-29,8950,9375,8950,9100,51448,89180.0,4900000.0
2017-10-10,9150,9300,8950,9100,45695,89180.0,4900000.0
2017-10-11,9100,9525,9100,9500,45588,93100.0,4900000.0
2017-10-12,9550,9550,9150,9175,58445,89915.0,4900000.0
2017-10-13,9250,9375,8800,9175,55532,89915.0,4900000.0
2017-10-16,9025,9175,8250,8825,60650,86485.0,4900000.0
2017-10-17,8800,9000,8675,8925,25596,87465.0,4900000.0
2017-10-18,8900,9625,8900,9450,91649,92610.0,4900000.0
2017-10-19,9375,9775,9375,9750,49162,95550.0,4900000.0
2017-10-20,9775,10725,9750,10500,147291,102900.0,4900000.0
2017-10-23,10700,10875,10325,10475,94945,102655.0,4900000.0
2017-10-24,10450,10650,10050,10175,34754,99715.0,4900000.0
2017-10-25,10200,10200,9850,9850,36396,96530.0,4900000.0
2017-10-26,9700,10025,9275,9275,45775,90895.0,4900000.0
2017-10-27,9350,9550,9250,9450,27753,92610.0,4900000.0
2017-10-30,9450,9500,9175,9425,23591,92365.0,4900000.0
2017-10-31,9550,9550,9225,9425,16785,92365.0,4900000.0
2017-11-01,9600,9600,9225,9350,33454,91630.0,4900000.0
2017-11-02,9300,10200,9275,9925,108714,97265.0,4900000.0
2017-11-03,9900,9900,9250,9350,56449,91630.0,4900000.0
2017-11-06,9450,9875,9125,9825,74056,96285.0,4900000.0
2017-11-07,9750,10125,9675,9850,45586,96530.0,4900000.0
2017-11-08,9775,10250,9775,10025,58718,98245.0,4900000.0
2017-11-09,10075,10500,10075,10450,74185,102410.0,4900000.0
2017-11-10,10450,10675,10050,10150,60580,99470.0,4900000.0
2017-11-13,10225,10475,10200,10375,26471,101675.0,4900000.0
2017-11-14,10375,10525,10150,10200,31320,99960.0,4900000.0
2017-11-15,10200,10250,9725,9950,54079,97510.0,4900000.0
2017-11-16,10000,10500,9850,10450,108936,102410.0,4900000.0
2017-11-17,10600,11225,10300,10300,180048,100940.0,4900000.0
2017-11-20,10575,10575,9975,10125,56779,99225.0,4900000.0
2017-11-21,10025,10250,9875,9925,37743,97265.0,4900000.0
2017-11-22,9950,10250,9800,10250,69529,100450.0,4900000.0
2017-11-23,10325,10525,10075,10200,65903,99960.0,4900000.0
2017-11-24,10125,10475,10050,10150,57083,99470.0,4900000.0
2017-11-27,10275,10375,10025,10075,39623,98735.0,4900000.0
2017-11-28,10050,10225,9475,9675,63946,94815.0,4900000.0
2017-11-29,9750,9975,9550,9975,40045,97755.0,4900000.0
2017-11-30,9875,10325,9800,10000,88743,98000.0,4900000.0
2017-12-01,10050,10625,10050,10550,145752,103390.0,4900000.0
2017-12-04,10550,10600,9875,9925,121361,97265.0,4900000.0
2017-12-05,9875,10075,9750,9900,41264,97020.0,4900000.0
2017-12-06,9875,9950,9500,9600,52238,94080.0,4900000.0
2017-12-07,9525,9650,9000,9250,53590,90650.0,4900000.0
2017-12-08,9325,9725,9100,9250,51908,90650.0,4900000.0
2017-12-11,9250,9450,9175,9275,27104,90895.0,4900000.0
2017-12-12,9500,9500,9250,9350,13823,91630.0,4900000.0
2017-12-13,9350,9550,9150,9325,26788,91385.0,4900000.0
2017-12-14,9200,9400,9150,9250,32890,90650.0,4900000.0
2017-12-15,9100,9275,9000,9075,30297,88935.0,4900000.0
2017-12-18,9075,9225,8850,8925,32788,87465.0,4900000.0
2017-12-19,8950,9300,8825,9275,41405,90895.0,4900000.0
2017-12-20,9275,9675,9275,9425,40433,92365.0,4900000.0
2017-12-21,9300,9600,9100,9275,25532,90895.0,4900000.0
2017-12-22,9100,9300,8875,8875,37954,86975.0,4900000.0
2017-12-26,8750,9050,8500,8925,57843,87465.0,4900000.0
2017-12-27,8750,9025,8750,9025,19493,88445.0,4900000.0
2017-12-28,9000,9100,8825,8875,25865,86975.0,4900000.0
2018-01-02,8900,9375,8825,9350,53485,91630.0,4900000.0
2018-01-03,9350,9400,9200,9350,25103,91630.0,4900000.0
2018-01-04,9350,9725,9200,9575,52233,93835.0,4900000.0
2018-01-05,9650,10100,9650,9825,90452,96285.0,4900000.0
2018-01-08,9775,10000,9675,9900,36756,97020.0,4900000.0
2018-01-09,10050,10050,9675,9875,45792,96775.0,4900000.0
2018-01-10,9800,10600,9800,10350,113574,101430.0,4900000.0
2018-01-11,10450,10575,10200,10575,83403,103635.0,4900000.0
2018-01-12,10600,10775,10300,10775,66054,105595.0,4900000.0
2018-01-15,11000,11075,10625,10800,81410,105840.0,4900000.0
2018-01-16,10700,10925,10500,10850,52408,106330.0,4900000.0
2018-01-17,10850,10950,10300,10325,81712,101185.0,4900000.0
2018-01-18,10550,10550,10325,10425,28490,102165.0,4900000.0
2018-01-19,10550,10800,10150,10400,63069,101920.0,4900000.0
2018-01-22,10200,10425,10150,10425,33140,102165.0,4900000.0
2018-01-23,10425,10550,10350,10500,32011,102900.0,4900000.0
2018-01-24,10500,10600,10325,10450,39384,102410.0,4900000.0
2018-01-25,10350,10600,10325,10450,21112,102410.0,4900000.0
2018-01-26,10450,10600,10325,10525,32183,103145.0,4900000.0
2018-01-29,10525,10725,10425,10525,73374,103145.0,4900000.0
2018-01-30,10525,10575,10250,10350,39763,101430.0,4900000.0
2018-01-31,10350,10350,9900,10000,46267,98000.0,4900000.0
2018-02-01,10000,11175,9425,10950,260679,107310.0,4900000.0
2018-02-02,11075,12175,10950,11650,504863,114170.0,4900000.0
2018-02-05,11725,12075,11450,11575,203257,113435.0,4900000.0
2018-02-06,10975,11750,10650,11675,163419,114415.0,4900000.0
2018-02-07,11850,12225,11250,11250,176063,110250.0,4900000.0
2018-02-08,11350,11450,9600,9750,488653,95550.0,4900000.0
2018-02-09,9300,9400,8975,9100,253249,89180.0,4900000.0
2018-02-12,9125,9250,8800,8975,118395,87955.0,4900000.0
2018-02-13,9000,9100,8950,9000,58530,88200.0,4900000.0
2018-02-14,9000,9450,8975,9400,76028,92120.0,4900000.0
2018-02-19,9425,9800,9400,9625,52553,94325.0,4900000.0
2018-02-20,9700,9700,8950,9200,97377,90160.0,4900000.0
2018-02-21,9125,9550,9125,9425,37489,92365.0,4900000.0
2018-02-22,9300,9725,9275,9325,32920,91385.0,4900000.0
2018-02-23,9375,9475,9150,9300,37195,91140.0,4900000.0
2018-02-26,9300,9475,9150,9150,27070,89670.0,4900000.0
2018-02-27,9150,9350,9100,9175,22291,89915.0,4900000.0
2018-02-28,9100,9275,9000,9025,30212,88445.0,4900000.0
2018-03-02,9025,9100,8600,8800,57893,86240.0,4900000.0
2018-03-05,8750,8825,8300,8500,81577,83300.0,4900000.0
2018-03-06,8500,8650,8500,8600,25573,84280.0,4900000.0
2018-03-07,8600,8600,8200,8500,49187,83300.0,4900000.0
2018-03-08,8475,8550,8124,8375,47340,82075.0,4900000.0
2018-03-09,8375,9725,8300,9375,205240,91875.0,4900000.0
2018-03-12,9400,9800,9050,9650,91932,94570.0,4900000.0
2018-03-13,9650,9650,9325,9550,42865,93590.0,4900000.0
2018-03-14,9550,9700,9350,9450,55183,92610.0,4900000.0
2018-03-15,9500,9500,9225,9300,37412,91140.0,4900000.0
2018-03-16,9300,9775,9200,9600,225463,94080.0,4900000.0
2018-03-19,9750,9750,9225,9300,35840,91140.0,4900000.0
2018-03-20,9200,9375,9000,9050,34868,88690.0,4900000.0
2018-03-21,9050,9250,8850,8850,35521,86730.0,4900000.0
2018-03-22,8850,9050,8650,8650,38940,84770.0,4900000.0
2018-03-23,8375,8650,8125,8250,44073,80850.0,4900000.0
2018-03-26,8200,8600,8200,8575,36941,84035.0,4900000.0
2018-03-27,8625,8750,8450,8650,26543,84770.0,4900000.0
2018-03-28,8625,8625,8375,8450,17535,82810.0,4900000.0
2018-03-29,8600,9200,8575,9000,59313,88200.0,4900000.0
2018-03-30,9225,9250,8875,8975,25036,87955.0,4900000.0
2018-04-02,8950,9000,8675,8725,22563,85505.0,4900000.0
2018-04-03,8800,8800,8425,8675,25518,85015.0,4900000.0
2018-04-04,8775,8775,8325,8675,35830,85015.0,4900000.0
2018-04-05,8600,8650,8325,8600,33715,84280.0,4900000.0
2018-04-06,8575,8575,8124,8500,63898,83300.0,4900000.0
2018-04-09,8475,8575,8250,8525,21322,83545.0,4900000.0
2018-04-10,8425,8525,8325,8450,23991,82810.0,4900000.0
2018-04-11,8450,8625,8300,8300,34631,81340.0,4900000.0
2018-04-12,8325,8400,8099,8325,38818,81585.0,4900000.0
2018-04-13,8350,8550,8175,8550,49850,83790.0,4900000.0
2018-04-16,8575,8575,8375,8450,39633,82810.0,4900000.0
2018-04-17,8500,8875,8375,8675,84334,85015.0,4900000.0
2018-04-18,8725,8850,8500,8525,37498,83545.0,4900000.0
2018-04-19,8575,8575,8125,8200,52641,80360.0,4900000.0
2018-04-20,8150,8250,8025,8100,45488,79380.0,4900000.0
2018-04-23,8025,8074,7500,7550,106686,73990.0,4900000.0
2018-04-24,7625,7675,7350,7425,46858,72765.0,4900000.0
2018-04-25,7350,7475,6225,6425,254414,62965.0,4900000.0
2018-04-26,6625,8350,6475,8300,813083,81340.0,4900000.0
2018-04-27,8000,8525,7800,8250,218291,80850.0,4900000.0
2018-04-30,8250,8250,7575,7600,107505,74480.0,4900000.0
2018-05-02,7575,9375,7175,8500,278503,83300.0,4900000.0
2018-05-03,8550,8975,8200,8600,120412,84280.0,4900000.0
2018-05-04,8600,8700,8375,8550,61699,83790.0,4900000.0
2018-05-08,8475,8525,7650,7650,61175,74970.0,4900000.0
2018-05-09,7575,8600,7575,8050,58931,78890.0,4900000.0
2018-05-10,8000,8025,7675,7825,33580,76685.0,4900000.0
2018-05-11,7775,8000,7750,7925,26379,77665.0,4900000.0
2018-05-14,7950,8000,7500,7550,49317,73990.0,4900000.0
2018-05-15,7500,7675,7500,7675,29151,75215.0,4900000.0
2018-05-16,7525,7675,7450,7500,22975,73500.0,4900000.0
2018-05-17,7500,7650,7250,7650,46942,74970.0,4900000.0
2018-05-18,7725,7725,7575,7675,15536,75215.0,4900000.0
2018-05-21,7700,8250,7475,7900,51161,77420.0,4900000.0
2018-05-23,7950,8500,7725,7750,103384,75950.0,4900000.0
2018-05-24,7800,7925,7350,7350,68691,72030.0,4900000.0
2018-05-25,7300,7575,7250,7500,26510,73500.0,4900000.0
2018-05-28,7500,7750,7250,7350,61366,72030.0,4900000.0
2018-05-29,7375,7475,7250,7300,26345,71540.0,4900000.0
2018-05-30,7250,7325,7000,7150,32845,70070.0,4900000.0
2018-05-31,7250,7250,7100,7175,10658,70315.0,4900000.0
2018-06-01,7100,7200,7075,7125,16409,69825.0,4900000.0
2018-06-04,7200,7550,7100,7500,47389,73500.0,4900000.0
2018-06-05,7475,7625,7449,7525,24418,73745.0,4900000.0
2018-06-07,7675,7775,7549,7675,35864,75215.0,4900000.0
2018-06-08,7675,7675,7500,7600,20900,74480.0,4900000.0
2018-06-11,7600,7975,7425,7500,49399,73500.0,4900000.0
2018-06-12,7475,7700,7450,7600,24242,74480.0,4900000.0
2018-06-14,7600,8025,7500,7900,97744,77420.0,4900000.0
2018-06-15,7900,8300,7900,7900,86363,77420.0,4900000.0
2018-06-18,7900,8000,7500,7850,65215,76930.0,4900000.0
2018-06-19,7700,8050,7300,7675,54933,75215.0,4900000.0
2018-06-20,7675,8050,7550,7800,32087,76440.0,4900000.0
2018-06-21,7724,8200,7675,7850,43118,76930.0,4900000.0
2018-06-22,7850,7950,7350,7700,30920,75460.0,4900000.0
2018-06-25,7725,7775,7500,7575,20746,74235.0,4900000.0
2018-06-26,7375,7575,7325,7475,19871,73255.0,4900000.0
2018-06-27,7475,7725,7300,7625,76082,74725.0,4900000.0
2018-06-28,7625,7625,7375,7400,28633,72520.0,4900000.0
2018-06-29,7325,7475,7200,7475,33885,73255.0,4900000.0
2018-07-02,7450,7450,7175,7275,17449,71295.0,4900000.0
2018-07-03,7275,7350,6825,7000,31433,68600.0,4900000.0
2018-07-04,6950,7075,6675,6800,31984,66640.0,4900000.0
2018-07-05,6700,6775,6400,6400,38704,62720.0,4900000.0
2018-07-06,6349,6475,6149,6275,74597,61495.0,4900000.0
2018-07-09,6225,6425,6125,6375,49333,62475.0,4900000.0
2018-07-10,6375,6825,6375,6625,39168,64925.0,4900000.0
2018-07-11,6625,6725,6400,6625,19906,64925.0,4900000.0
2018-07-12,6575,6675,6449,6525,17121,63945.0,4900000.0
2018-07-13,6600,7800,6600,7250,601032,71050.0,4900000.0
2018-07-16,7300,7600,7225,7325,84761,71785.0,4900000.0
2018-07-17,7300,7350,7000,7025,50073,68845.0,4900000.0
2018-07-18,7100,7200,6850,6875,49634,67375.0,4900000.0
2018-07-19,6900,7750,6900,7250,353203,71050.0,4900000.0
2018-07-20,7200,7225,6875,6975,63725,68355.0,4900000.0
2018-07-23,7300,7450,6900,6900,136426,67620.0,4900000.0
2018-07-24,6900,6950,6700,6750,63657,66150.0,4900000.0
2018-07-25,6825,7150,6800,6925,75636,67865.0,4900000.0
2018-07-26,7000,7125,6875,7000,38725,68600.0,4900000.0
2018-07-27,7049,7425,7000,7225,80991,70805.0,4900000.0
2018-07-30,7225,7350,7025,7150,32046,70070.0,4900000.0
2018-07-31,7149,7250,6975,7075,25370,69335.0,4900000.0
2018-08-01,7050,7149,7000,7075,38630,69335.0,4900000.0
2018-08-02,7149,7400,7025,7075,63038,69335.0,4900000.0
2018-08-03,7150,7200,7050,7150,27976,70070.0,4900000.0
2018-08-06,7100,7200,6950,7050,35887,69090.0,4900000.0
2018-08-07,7000,7075,6925,7000,22124,68600.0,4900000.0
2018-08-08,6975,7025,6775,6800,37630,66640.0,4900000.0
2018-08-09,6775,6875,6625,6700,32147,65660.0,4900000.0
2018-08-10,6700,6700,6550,6650,20611,65170.0,4900000.0
2018-08-13,6550,6625,6350,6425,36429,62965.0,4900000.0
2018-08-14,6349,6500,6225,6375,32204,62475.0,4900000.0
2018-08-16,6250,6324,5875,6050,116009,59290.0,4900000.0
2018-08-17,6050,6124,5975,6050,27803,59290.0,4900000.0
2018-08-20,6050,6075,5950,6000,19313,58800.0,4900000.0
2018-08-21,6025,6225,6025,6175,27317,60515.0,4900000.0
2018-08-22,6250,6250,6075,6100,13334,59780.0,4900000.0
2018-08-23,6100,6150,5950,6000,20664,58800.0,4900000.0
2018-08-24,6075,6075,5975,6025,10855,59045.0,4900000.0
2018-08-27,6075,6200,6050,6050,21733,59290.0,4900000.0
2018-08-28,6100,6200,5975,6000,24791,58800.0,4900000.0
2018-08-29,6025,6100,5950,6100,22068,59780.0,4900000.0
2018-08-30,6100,6175,5975,6025,16093,59045.0,4900000.0
2018-08-31,6025,6050,5950,6000,23775,58800.0,4900000.0
2018-09-03,6025,6349,6000,6275,78559,61495.0,4900000.0
2018-09-04,6300,6425,6250,6350,26959,62230.0,4900000.0
2018-09-05,6375,6475,6275,6400,38153,62720.0,4900000.0
2018-09-06,6425,6425,6250,6275,27980,61495.0,4900000.0
2018-09-07,6249,6300,6100,6125,22910,60025.0,4900000.0
2018-09-10,6050,6175,6050,6050,28731,59290.0,4900000.0
2018-09-11,6125,6400,6075,6275,40769,61495.0,4900000.0
2018-09-12,6275,6425,6250,6275,20498,61495.0,4900000.0
2018-09-13,6375,6375,6249,6325,23048,61985.0,4900000.0
2018-09-14,6400,6400,6250,6300,24643,61740.0,4900000.0
2018-09-17,6300,6300,6149,6175,11754,60515.0,4900000.0
2018-09-18,6275,6350,6150,6250,18001,61250.0,4900000.0
2018-09-19,6350,6350,6175,6200,22807,60760.0,4900000.0
2018-09-20,6200,6300,5975,5975,30020,58555.0,4900000.0
2018-09-21,5974,6574,5974,6350,105104,62230.0,4900000.0
2018-09-27,6350,6475,6325,6400,26225,62720.0,4900000.0
2018-09-28,6500,6550,6324,6450,38574,63210.0,4900000.0
2018-10-01,6400,6500,6274,6350,21187,62230.0,4900000.0
2018-10-02,6425,6425,6125,6175,24346,60515.0,4900000.0
2018-10-04,6150,6174,6000,6150,18103,60270.0,4900000.0
2018-10-05,6150,6150,5750,5950,25475,58310.0,4900000.0
2018-10-08,5825,5925,5575,5650,21895,55370.0,4900000.0
2018-10-10,5525,5625,5200,5325,40410,52185.0,4900000.0
2018-10-11,5000,5175,4750,4750,42735,46550.0,4900000.0
2018-10-12,4625,5100,4525,5075,61794,49735.0,4900000.0
2018-10-15,5025,5175,4900,5150,26353,50470.0,4900000.0
2018-10-16,5125,5400,5125,5225,30183,51205.0,4900000.0
2018-10-17,5250,5350,5150,5175,10095,50715.0,4900000.0
2018-10-18,5250,5250,5175,5225,4446,51205.0,4900000.0
2018-10-19,5150,5250,4985,5250,7544,51450.0,4900000.0
2018-10-22,5250,5350,5100,5175,5956,50715.0,4900000.0
2018-10-23,5175,5200,4850,4855,33912,47579.0,4900000.0
2018-10-24,4905,4945,4500,4550,10574,44590.0,4900000.0
2018-10-25,4340,4500,4280,4470,31836,43806.0,4900000.0
2018-10-26,4505,4550,4250,4255,27844,41699.0,4900000.0
2018-10-29,4215,4350,3835,3840,42168,37632.0,4900000.0
2018-10-30,3565,4210,3565,4200,45745,41160.0,4900000.0
2018-10-31,4145,4555,4145,4430,20952,43414.0,4900000.0
2018-11-01,4485,4840,4485,4705,24321,46109.0,4900000.0
2018-11-02,4565,4785,4565,4735,11992,46403.0,4900000.0
2018-11-05,4775,4795,4555,4595,14784,45031.0,4900000.0
2018-11-06,4570,4625,4460,4540,8332,44492.0,4900000.0
2018-11-07,4510,4690,4510,4520,25598,44296.0,4900000.0
2018-11-08,4600,4685,4550,4550,4827,44590.0,4900000.0
2018-11-09,4590,4610,4475,4505,4177,44149.0,4900000.0
2018-11-12,4580,4580,4490,4520,7556,44296.0,4900000.0
2018-11-13,4495,4520,4330,4520,14186,44296.0,4900000.0
2018-11-14,4495,4665,4355,4405,18652,43169.0,4900000.0
2018-11-15,4405,4565,4385,4565,8394,44737.0,4900000.0
2018-11-16,4585,4690,4535,4690,13840,45962.0,4900000.0
2018-11-19,4690,5200,4690,5125,75538,50225.0,4900000.0
2018-11-20,5075,5100,4930,4990,23283,48902.0,4900000.0
2018-11-21,4990,5125,4905,5125,13486,50225.0,4900000.0
2018-11-22,5150,5150,4990,4990,19962,48902.0,4900000.0
2018-11-23,4990,5050,4755,4805,22984,47089.0,4900000.0
2018-11-26,4675,4835,4650,4780,32969,46844.0,4900000.0
2018-11-27,4780,4880,4750,4880,11014,47824.0,4900000.0
2018-11-28,4900,4965,4885,4965,2628,48657.0,4900000.0
2018-11-29,4995,5025,4915,5025,7866,49245.0,4900000.0
2018-11-30,5025,5075,4950,4970,5711,48706.0,4900000.0
2018-12-03,4975,5100,4960,4980,8779,48804.0,4900000.0
2018-12-04,5050,5050,4940,4950,15321,48510.0,4900000.0
2018-12-05,4910,4970,4875,4900,7669,48020.0,4900000.0
2018-12-06,4970,4970,4725,4815,14890,47187.0,4900000.0
2018-12-07,4850,4850,4765,4820,5939,47236.0,4900000.0
2018-12-10,4815,4815,4665,4770,7900,46746.0,4900000.0
2018-12-11,4770,4820,4675,4760,7103,46648.0,4900000.0
2018-12-12,4760,4885,4710,4875,10100,47775.0,4900000.0
2018-12-13,4920,4935,4830,4865,3375,47677.0,4900000.0
2018-12-14,4865,4950,4810,4870,4677,47726.0,4900000.0
2018-12-17,4870,4920,4805,4870,4842,47726.0,4900000.0
2018-12-18,4765,4865,4735,4780,3915,46844.0,4900000.0
2018-12-19,4900,5150,4815,4960,26815,48608.0,4900000.0
2018-12-20,4965,5100,4935,4985,10415,48853.0,4900000.0
2018-12-21,5000,5700,5000,5200,210377,50960.0,4900000.0
2018-12-24,5125,5275,5000,5025,41236,49245.0,4900000.0
2018-12-26,5025,5050,4830,4870,19467,47726.0,4900000.0
2018-12-27,4905,5000,4905,4940,7681,48412.0,4900000.0
2018-12-28,4895,5025,4895,4995,6735,48951.0,4900000.0
2019-01-02,5050,5075,4930,4930,6318,48314.0,4900000.0
2019-01-03,5000,5000,4780,4780,6405,46844.0,4900000.0
2019-01-04,4750,4800,4635,4795,10007,46991.0,4900000.0
2019-01-07,4850,4950,4800,4950,9355,48510.0,4900000.0
2019-01-08,4990,5000,4910,4950,4662,48510.0,4900000.0
2019-01-09,4975,5125,4935,5100,14584,49980.0,4900000.0
2019-01-10,5100,5325,5075,5225,26813,51205.0,4900000.0
2019-01-11,5275,5325,5125,5200,8646,50960.0,4900000.0
2019-01-14,5175,5200,5050,5075,10144,49735.0,4900000.0
2019-01-15,5075,5450,5075,5450,22738,53410.0,4900000.0
2019-01-16,5425,5450,5275,5450,18343,53410.0,4900000.0
2019-01-17,5425,5475,5175,5200,25412,50960.0,4900000.0
2019-01-18,5250,5875,5250,5550,136282,54390.0,4900000.0
2019-01-21,5675,5775,5450,5775,53647,56595.0,4900000.0
2019-01-22,5775,5800,5475,5600,29019,54880.0,4900000.0
2019-01-23,5525,5750,5525,5625,16452,55125.0,4900000.0
2019-01-24,5700,5700,5450,5600,21187,54880.0,4900000.0
2019-01-25,5650,5700,5500,5650,18728,55370.0,4900000.0
2019-01-28,5625,5875,5600,5725,28057,56105.0,4900000.0
2019-01-29,5675,5750,5525,5725,15735,56105.0,4900000.0
2019-01-30,5675,5700,5550,5550,16361,54390.0,4900000.0
2019-01-31,5600,5625,5450,5525,12717,54145.0,4900000.0
2019-02-01,5525,5600,5375,5600,14596,54880.0,4900000.0
2019-02-07,5600,5850,5575,5775,19840,56595.0,4900000.0
2019-02-08,5775,5850,5600,5675,10044,55615.0,4900000.0
2019-02-11,5625,5675,5500,5550,16541,54390.0,4900000.0
2019-02-12,5550,5675,5450,5550,10247,54390.0,4900000.0
2019-02-13,5550,5650,5525,5625,10078,55125.0,4900000.0
2019-02-14,5600,5675,5525,5625,14102,55125.0,4900000.0
2019-02-15,5650,5875,5625,5700,14530,55860.0,4900000.0
2019-02-18,5775,5900,5700,5800,20396,56840.0,4900000.0
2019-02-19,5875,5875,5750,5850,7774,57330.0,4900000.0
2019-02-20,5925,6250,5825,6175,67914,60515.0,4900000.0
2019-02-21,6200,6275,5975,6075,27295,59535.0,4900000.0
2019-02-22,6000,6100,5900,6075,22868,59535.0,4900000.0
2019-02-25,6075,6075,5900,5975,16050,58555.0,4900000.0
2019-02-26,5900,5975,5700,5775,35635,56595.0,4900000.0
2019-02-27,5825,5875,5725,5825,9508,57085.0,4900000.0
2019-02-28,5875,5900,5625,5625,18192,55125.0,4900000.0
2019-03-04,5775,5775,5600,5725,12867,56105.0,4900000.0
2019-03-05,5800,5825,5425,5600,25573,54880.0,4900000.0
2019-03-06,5600,5650,5500,5575,12331,54635.0,4900000.0
2019-03-07,5575,5625,5350,5475,13364,53655.0,4900000.0
2019-03-08,5475,5575,5300,5575,15216,54635.0,4900000.0
2019-03-11,5525,5575,5275,5350,23086,52430.0,4900000.0
2019-03-12,5375,5575,5350,5500,13395,53900.0,4900000.0
2019-03-13,5500,5650,5325,5375,12628,52675.0,4900000.0
2019-03-14,5425,5600,5400,5575,24430,54635.0,4900000.0
2019-03-15,5575,5924,5575,5850,71996,57330.0,4900000.0
2019-03-18,5875,5925,5600,5700,33122,55860.0,4900000.0
2019-03-19,5700,5725,5500,5500,21790,53900.0,4900000.0
2019-03-20,5550,5575,5325,5500,20873,53900.0,4900000.0
2019-03-21,5450,7150,5400,7150,1529042,70070.0,4900000.0
2019-03-22,7924,8024,6850,7050,1468816,69090.0,4900000.0
2019-03-25,6900,7000,6700,6975,246856,68355.0,4900000.0
2019-03-26,6900,7075,6775,7000,269060,68600.0,4900000.0
2019-03-27,6925,6975,6550,6600,218779,64680.0,4900000.0
2019-03-28,6549,6675,6349,6475,157192,63455.0,4900000.0
2019-03-29,6549,6725,6400,6575,189762,64435.0,4900000.0
2019-04-01,6549,6625,6425,6575,76995,64435.0,4900000.0
2019-04-02,6625,6675,6425,6600,81828,64680.0,4900000.0
2019-04-03,6625,6675,6500,6675,70971,65415.0,4900000.0
2019-04-04,6725,6725,6500,6575,67874,64435.0,4900000.0
2019-04-05,6625,6625,6450,6500,45431,63700.0,4900000.0
2019-04-08,6500,6649,6475,6525,42736,63945.0,4900000.0
2019-04-09,6649,6649,6475,6525,67382,63945.0,4900000.0
2019-04-10,6525,6550,6425,6550,42329,64190.0,4900000.0
2019-04-11,6575,6700,6550,6625,75500,64925.0,4900000.0
2019-04-12,6675,6675,6525,6600,66615,64680.0,4900000.0
2019-04-15,6525,6600,6475,6525,52725,63945.0,4900000.0
2019-04-16,6525,6550,6375,6400,45578,62720.0,4900000.0
2019-04-17,6475,6625,6425,6625,45822,64925.0,4900000.0
2019-04-18,6550,6724,6450,6450,51851,63210.0,4900000.0
2019-04-19,6474,6600,6450,6550,19861,64190.0,4900000.0
2019-04-22,6600,6800,6549,6775,105013,66395.0,4900000.0
2019-04-23,6825,6874,6650,6750,86638,66150.0,4900000.0
2019-04-24,6725,6849,6500,6525,49991,63945.0,4900000.0
2019-04-25,6525,6575,6400,6400,41080,62720.0,4900000.0
2019-04-26,6300,6374,6100,6150,73791,60270.0,4900000.0
2019-04-29,6225,6375,6150,6325,18542,61985.0,4900000.0
2019-04-30,6350,6350,6100,6225,21960,61005.0,4900000.0
2019-05-02,6274,6574,6225,6550,41260,64190.0,4900000.0
2019-05-03,6500,6600,6400,6525,27458,63945.0,4900000.0
2019-05-07,6349,6525,6325,6475,19497,63455.0,4900000.0
2019-05-08,6475,6800,6400,6575,89429,64435.0,4900000.0
2019-05-09,6625,6650,6150,6200,52422,60760.0,4900000.0
2019-05-10,6200,6325,5950,6025,27816,59045.0,4900000.0
2019-05-13,6024,6024,5824,5850,19710,57330.0,4900000.0
2019-05-14,5650,5975,5650,5800,41643,56840.0,4900000.0
2019-05-15,5900,6075,5800,6000,27271,58800.0,4900000.0
2019-05-16,6000,6100,5749,5875,19009,57575.0,4900000.0
2019-05-17,5875,6025,5825,5975,22923,58555.0,4900000.0
2019-05-20,6050,6075,5800,5900,17532,57820.0,4900000.0
