비아트론(141000),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-03-20,11450,12050,11250,12000,545581,145377.0,12114710.0
2019-03-21,11900,12400,11900,11950,450000,144771.0,12114710.0
2019-03-22,12150,12300,11800,12000,288468,145377.0,12114710.0
2019-03-25,11650,12300,11550,12050,362737,145982.0,12114710.0
2019-03-26,12100,12300,11900,12000,230471,145377.0,12114710.0
2019-03-27,12000,12100,11700,11950,187593,144771.0,12114710.0
2019-03-28,12050,12050,11500,11550,186782,139925.0,12114710.0
2019-03-29,11600,11900,11250,11900,215234,144165.0,12114710.0
2019-04-01,11950,12350,11800,12100,273120,146588.0,12114710.0
2019-04-02,12150,12300,11900,12300,255814,149011.0,12114710.0
2019-04-03,12300,12350,12050,12150,132686,147194.0,12114710.0
2019-04-04,12100,12650,12050,12500,490443,151434.0,12114710.0
2019-04-05,12500,12750,12400,12600,196965,152645.0,12114710.0
2019-04-08,12650,12700,12250,12450,211037,150828.0,12114710.0
2019-04-09,12500,12650,12250,12650,235471,153251.0,12114710.0
2019-04-10,12600,13100,12450,13050,353816,158097.0,12114710.0
2019-04-11,13150,13200,12800,12900,217040,156280.0,12114710.0
2019-04-12,12900,13100,12600,12650,162856,153251.0,12114710.0
2019-04-15,12650,12800,12400,12600,211218,152645.0,12114710.0
2019-04-16,12600,12650,12350,12450,122922,150828.0,12114710.0
2019-04-17,12500,12900,12450,12800,214496,155068.0,12114710.0
2019-04-18,12800,12800,12050,12100,278213,146588.0,12114710.0
2019-04-19,12150,12300,12150,12200,105022,147799.0,12114710.0
2019-04-22,12300,12300,11900,12000,106937,145377.0,12114710.0
2019-04-23,12100,12150,11800,12100,90823,146588.0,12114710.0
2019-04-24,12350,12350,12000,12000,84654,145377.0,12114710.0
2019-04-25,12050,12300,11900,11900,117129,144165.0,12114710.0
2019-04-26,11900,11900,11350,11450,206004,138713.0,12114710.0
2019-04-29,11450,11950,11450,11850,107509,143559.0,12114710.0
2019-04-30,11850,12150,11650,12100,124529,146588.0,12114710.0
2019-05-02,12150,12300,11950,12050,115698,145982.0,12114710.0
2019-05-03,12100,12300,12050,12200,139204,147799.0,12114710.0
2019-05-07,12000,12300,11800,12200,123509,147799.0,12114710.0
2019-05-08,11850,12100,11600,11700,196363,141742.0,12114710.0
2019-05-09,11600,11750,11000,11050,240548,133868.0,12114710.0
2019-05-10,11050,11300,10800,11100,99167,134473.0,12114710.0
2019-05-13,11150,11300,10500,10600,105021,128416.0,12114710.0
2019-05-14,10300,10800,10300,10600,98112,128416.0,12114710.0
2019-05-15,10800,11000,10700,10900,52662,132050.0,12114710.0
2019-05-16,10850,11000,10600,10650,68350,129022.0,12114710.0
2019-05-17,10650,10850,10500,10500,47857,127204.0,12114710.0
2019-05-20,10500,10700,10100,10100,71129,122359.0,12114710.0
2019-05-21,10050,10600,10050,10400,71799,125993.0,12114710.0
2019-05-22,10500,10550,10250,10350,38597,125387.0,12114710.0
2019-05-23,10250,10650,10250,10350,91797,125387.0,12114710.0
2019-05-24,10250,10350,10000,10150,76610,122964.0,12114710.0
2019-05-27,10150,10300,9950,10100,52109,122359.0,12114710.0
2019-05-28,10000,10250,10000,10150,49916,122964.0,12114710.0
2019-05-29,10150,10150,9900,10000,78483,121147.0,12114710.0
2019-05-30,10050,10250,9940,10050,44690,121753.0,12114710.0
2019-05-31,10000,10300,9900,10100,46638,122359.0,12114710.0
2019-06-03,10100,10200,9950,10100,44055,122359.0,12114710.0
2019-06-04,10150,10600,10150,10400,66340,125993.0,12114710.0
2019-06-05,10700,10750,10450,10450,40013,126599.0,12114710.0
2019-06-07,10500,10900,10450,10800,79760,130839.0,12114710.0
2019-06-10,10800,10950,10600,10800,81876,130839.0,12114710.0
2019-06-11,10850,11100,10750,10950,49664,132656.0,12114710.0
2019-06-12,11050,11050,10700,10750,42067,130233.0,12114710.0
2019-06-13,10800,10900,10600,10700,51712,129627.0,12114710.0
2019-06-14,10650,10950,10650,10800,49230,130839.0,12114710.0
2019-06-17,10750,10850,10500,10550,34966,127810.0,12114710.0
2019-06-18,10550,10750,10500,10600,39237,128416.0,12114710.0
2019-06-19,10750,10900,10600,10650,32928,129022.0,12114710.0
2019-06-20,10650,11000,10650,10900,56784,132050.0,12114710.0
2019-06-21,11000,11300,10900,11000,102139,133262.0,12114710.0
2019-06-24,11250,11250,10950,11050,76677,133868.0,12114710.0
2019-06-25,11050,11150,10750,10800,83237,130839.0,12114710.0
2019-06-26,10800,11050,10650,10950,60641,132656.0,12114710.0
2019-06-27,11000,11100,10750,10850,52088,131445.0,12114710.0
2019-06-28,11000,11600,10850,11350,308295,137502.0,12114710.0
2019-07-01,11300,11350,11150,11250,81059,136290.0,12114710.0
2019-07-02,11200,11600,11100,11350,80765,137502.0,12114710.0
2019-07-03,11350,11650,11100,11450,96842,138713.0,12114710.0
2019-07-04,11500,11600,11300,11550,100940,139925.0,12114710.0
2019-07-05,11650,11650,11100,11100,93220,134473.0,12114710.0
2019-07-08,11050,11050,10400,10550,142060,127810.0,12114710.0
2019-07-09,10550,10750,10300,10550,70740,127810.0,12114710.0
2019-07-10,10450,10750,10450,10650,56674,129022.0,12114710.0
2019-07-11,10800,11000,10750,11000,52489,133262.0,12114710.0
2019-07-12,11000,11050,10650,10750,102479,130233.0,12114710.0
2019-07-15,10750,10800,10450,10550,48790,127810.0,12114710.0
2019-07-16,10600,10850,10500,10650,47948,129022.0,12114710.0
2019-07-17,10550,10700,10300,10550,67751,127810.0,12114710.0
2019-07-18,10700,11000,10550,10850,90253,131445.0,12114710.0
2019-07-19,11000,11200,10950,11000,61518,133262.0,12114710.0
2019-07-22,10900,11050,10750,10800,48451,130839.0,12114710.0
2019-07-23,11000,11100,10700,10750,71030,130233.0,12114710.0
2019-07-24,10750,10850,10350,10400,65962,125993.0,12114710.0
2019-07-25,10400,10500,10100,10300,62272,124782.0,12114710.0
2019-07-26,10150,10300,10000,10050,72015,121753.0,12114710.0
2019-07-29,10050,10100,9660,9720,105801,117755.0,12114710.0
2019-07-30,9600,10050,9600,9930,60976,120299.0,12114710.0
2019-07-31,9860,10050,9650,9970,42420,120784.0,12114710.0
2019-08-01,9970,10100,9760,9840,43794,119209.0,12114710.0
2019-08-02,9640,9890,9620,9800,27680,118724.0,12114710.0
2019-08-05,9650,9880,9140,9140,94053,110728.0,12114710.0
2019-08-06,8900,9380,8600,8720,95323,105640.0,12114710.0
2019-08-07,8670,9040,8670,8920,82959,108063.0,12114710.0
2019-08-08,8930,9440,8930,9300,53901,112667.0,12114710.0
2019-08-09,9420,9450,9200,9260,27148,112182.0,12114710.0
2019-08-12,9280,9600,9100,9600,28492,116301.0,12114710.0
2019-08-13,9600,9800,9360,9490,24322,114969.0,12114710.0
2019-08-14,9690,9790,9600,9700,28246,117513.0,12114710.0
2019-08-16,9680,9680,9350,9420,25427,114121.0,12114710.0
2019-08-19,9430,9590,9390,9440,16950,114363.0,12114710.0
2019-08-20,9440,9620,9400,9490,21980,114969.0,12114710.0
2019-08-21,9580,9740,9460,9650,39216,116907.0,12114710.0
2019-08-22,9730,9750,9500,9550,19531,115695.0,12114710.0
2019-08-23,9500,9500,9340,9440,32203,114363.0,12114710.0
2019-08-26,9250,9300,8910,9010,55948,109154.0,12114710.0
2019-08-27,9050,9330,9050,9230,39696,111819.0,12114710.0
2019-08-28,9130,9240,9080,9170,32425,111092.0,12114710.0
2019-08-29,9280,9280,9020,9150,29592,110850.0,12114710.0
2019-08-30,9250,9460,9200,9450,39007,114484.0,12114710.0
2019-09-02,9330,9560,9330,9530,20628,115453.0,12114710.0
2019-09-03,9410,9560,9400,9560,22004,115817.0,12114710.0
2019-09-04,9500,9750,9500,9690,20527,117392.0,12114710.0
2019-09-05,9750,10250,9750,10050,91588,121753.0,12114710.0
2019-09-06,10150,10450,10100,10300,76002,124782.0,12114710.0
2019-09-09,10450,10450,9870,10050,95081,121753.0,12114710.0
2019-09-10,10050,10150,9950,9970,45780,120784.0,12114710.0
2019-09-11,10050,10100,9870,9870,28185,119572.0,12114710.0
2019-09-16,10000,10200,9880,10200,50847,123570.0,12114710.0
2019-09-17,10200,10250,10000,10100,32556,122359.0,12114710.0
2019-09-18,10150,10250,10000,10000,28347,121147.0,12114710.0
2019-09-19,10100,10500,10050,10200,66003,123570.0,12114710.0
2019-09-20,10400,10400,10100,10150,32131,122964.0,12114710.0
2019-09-23,10250,10250,10050,10200,13759,123570.0,12114710.0
2019-09-24,10150,10400,10100,10250,44114,124176.0,12114710.0
2019-09-25,10200,10350,10050,10100,41992,122359.0,12114710.0
2019-09-26,10150,10350,9900,10100,45686,122359.0,12114710.0
2019-09-27,10100,10200,9990,10100,22026,122359.0,12114710.0
2019-09-30,10150,10150,9900,10000,30901,121147.0,12114710.0
2019-10-01,9940,10050,9850,9900,57261,119936.0,12114710.0
2019-10-02,9800,9920,9620,9680,38470,117270.0,12114710.0
2019-10-04,9680,9710,9290,9300,73007,112667.0,12114710.0
2019-10-07,9300,9390,9190,9240,39036,,
