비아트론(141000),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2014-01-16,10200,10650,10200,10550,206512,111375.0,10556870.0
2014-01-17,10600,10850,10500,10700,219916,112959.0,10556870.0
2014-01-20,10800,10950,10650,10700,97945,112959.0,10556870.0
2014-01-21,10700,10950,10450,10950,222893,115598.0,10556870.0
2014-01-22,10900,10950,10700,10800,102529,114014.0,10556870.0
2014-01-23,10850,11400,10800,11050,565385,116653.0,10556870.0
2014-01-24,11000,11200,10750,11200,208013,118237.0,10556870.0
2014-01-27,10850,11050,10650,10700,187637,112959.0,10556870.0
2014-01-28,10700,10700,10400,10500,132544,110847.0,10556870.0
2014-01-29,10600,10650,10500,10500,97822,110847.0,10556870.0
2014-02-03,10400,10650,10350,10500,113748,110847.0,10556870.0
2014-02-04,10250,10300,10100,10150,160999,107152.0,10556870.0
2014-02-05,10250,10300,9930,9950,236592,105041.0,10556870.0
2014-02-06,10000,10100,9930,9950,113061,105041.0,10556870.0
2014-02-07,10100,10150,9960,9980,86433,105358.0,10556870.0
2014-02-10,10100,10600,10100,10550,258455,111375.0,10556870.0
2014-02-11,10550,10600,10250,10450,137235,110319.0,10556870.0
2014-02-12,10500,10550,10200,10250,143557,108208.0,10556870.0
2014-02-13,10300,10450,10200,10300,119506,108736.0,10556870.0
2014-02-14,10350,10550,10300,10400,155252,110831.0,10656870.0
2014-02-17,10450,10600,10250,10300,167483,109766.0,10656870.0
2014-02-18,10300,10350,10150,10250,104754,109233.0,10656870.0
2014-02-19,10300,10350,10100,10200,92850,108700.0,10656870.0
2014-02-20,10150,10250,10050,10150,103938,108167.0,10656870.0
2014-02-21,10150,10350,10150,10300,88516,109766.0,10656870.0
2014-02-24,10300,10700,10300,10600,266825,112963.0,10656870.0
2014-02-25,10600,10950,10500,10950,316390,116693.0,10656870.0
2014-02-26,10950,11100,10750,11100,222235,118291.0,10656870.0
2014-02-27,11050,11150,10900,11150,233048,118824.0,10656870.0
2014-02-28,11150,11750,10900,11000,668298,117226.0,10656870.0
2014-03-03,11150,11550,11100,11350,299364,120955.0,10656870.0
2014-03-04,11200,11350,10950,11050,213571,117758.0,10656870.0
2014-03-05,11200,11250,10900,11050,166491,117758.0,10656870.0
2014-03-06,11100,11600,11000,11550,243582,123087.0,10656870.0
2014-03-07,11550,11600,11200,11250,154862,119890.0,10656870.0
2014-03-10,11400,11400,10850,11300,349339,120423.0,10656870.0
2014-03-11,11200,11300,11050,11050,108228,117758.0,10656870.0
2014-03-12,11000,11100,10800,10900,125439,116160.0,10656870.0
2014-03-13,10950,11250,10900,11150,125702,118824.0,10656870.0
2014-03-14,11050,11250,10950,11000,122636,117226.0,10656870.0
2014-03-17,11000,11200,10500,10500,184009,111897.0,10656870.0
2014-03-18,10700,10800,10500,10700,89296,114029.0,10656870.0
2014-03-19,10800,10800,10450,10550,92368,112430.0,10656870.0
2014-03-20,10650,10650,10300,10300,92264,109766.0,10656870.0
2014-03-21,10400,10700,10400,10550,78335,112430.0,10656870.0
2014-03-24,10550,10850,10450,10750,73344,114561.0,10656870.0
2014-03-25,10750,10750,10500,10750,84359,114561.0,10656870.0
2014-03-26,10900,11100,10700,10700,127000,114029.0,10656870.0
2014-03-27,10700,10800,10550,10750,85934,114561.0,10656870.0
2014-03-28,11050,11650,11050,11500,669488,122554.0,10656870.0
2014-03-31,11600,11650,11350,11550,287448,123087.0,10656870.0
2014-04-01,11650,11850,11350,11400,323102,121488.0,10656870.0
2014-04-02,11450,11750,11300,11750,239776,125218.0,10656870.0
2014-04-03,11750,11900,11500,11500,241254,122554.0,10656870.0
2014-04-04,11450,11600,11400,11600,139330,123620.0,10656870.0
2014-04-07,11450,11550,11300,11450,108868,122021.0,10656870.0
2014-04-08,11400,12050,11350,11850,371995,126284.0,10656870.0
2014-04-09,11850,12150,11750,11900,269479,126817.0,10656870.0
2014-04-10,11950,12000,11700,11750,157444,125218.0,10656870.0
2014-04-11,11500,12250,11400,11900,466337,126817.0,10656870.0
2014-04-14,11800,12000,11650,11750,147313,125218.0,10656870.0
2014-04-15,11900,12050,11750,11750,163988,125218.0,10656870.0
2014-04-16,11900,11900,11450,11550,190858,123087.0,10656870.0
2014-04-17,11600,11650,11250,11300,151449,120423.0,10656870.0
2014-04-18,11300,12200,11300,12150,412272,129481.0,10656870.0
2014-04-21,12200,12200,11850,11900,206835,126817.0,10656870.0
2014-04-22,11900,12100,11750,11850,130174,126284.0,10656870.0
2014-04-23,11900,12050,11450,11700,235039,124685.0,10656870.0
2014-04-24,11700,11750,11200,11400,154605,121488.0,10656870.0
2014-04-25,11350,11450,11200,11400,110180,121488.0,10656870.0
2014-04-28,11300,11700,11300,11300,119748,120423.0,10656870.0
2014-04-29,11450,11450,10850,10850,196740,115627.0,10656870.0
2014-04-30,10850,11150,10700,11050,115158,117758.0,10656870.0
2014-05-02,11100,11250,10950,11050,85737,117758.0,10656870.0
2014-05-07,11000,11150,10600,10700,102759,114029.0,10656870.0
2014-05-08,10650,10800,10450,10550,100137,112430.0,10656870.0
2014-05-09,10450,10800,10450,10600,47148,112963.0,10656870.0
2014-05-12,10600,10750,10450,10600,42403,113459.0,10703670.0
2014-05-13,10750,11000,10700,10900,66550,116670.0,10703670.0
2014-05-14,10900,11050,10700,11000,49009,117740.0,10703670.0
2014-05-15,11000,11050,10700,10800,87851,115600.0,10703670.0
2014-05-16,10750,10750,10350,10400,127724,111318.0,10703670.0
2014-05-19,10550,10550,9900,9910,274601,106073.0,10703670.0
2014-05-20,10000,10000,9500,9550,148318,102220.0,10703670.0
2014-05-21,9550,9880,9550,9800,62330,104896.0,10703670.0
2014-05-22,9740,9980,9740,9900,40142,105966.0,10703670.0
2014-05-23,9930,10000,9800,9800,47121,104896.0,10703670.0
2014-05-26,9890,9890,9640,9650,72659,103290.0,10703670.0
2014-05-27,9650,9700,8840,9220,200730,98688.0,10703670.0
2014-05-28,9140,9460,9130,9130,71027,97725.0,10703670.0
2014-05-29,9200,9280,9120,9250,34774,99009.0,10703670.0
2014-05-30,9240,9300,8720,8840,103953,94620.0,10703670.0
2014-06-02,8840,8860,8400,8500,142264,90981.0,10703670.0
2014-06-03,8410,8750,8410,8540,78968,91409.0,10703670.0
2014-06-05,8570,8620,8130,8220,86630,87984.0,10703670.0
2014-06-09,8230,8370,8200,8280,35236,88626.0,10703670.0
2014-06-10,8260,8590,8260,8580,39101,91837.0,10703670.0
2014-06-11,8700,8740,8580,8600,34252,92052.0,10703670.0
2014-06-12,8570,8750,8520,8730,31652,93443.0,10703670.0
2014-06-13,8730,8800,8610,8760,27293,93764.0,10703670.0
2014-06-16,8840,8850,8650,8660,28043,92694.0,10703670.0
2014-06-17,8750,8750,8530,8570,43609,91730.0,10703670.0
2014-06-18,8590,8600,8470,8580,46290,91837.0,10703670.0
2014-06-19,8600,8600,8430,8510,38641,91088.0,10703670.0
2014-06-20,8510,8510,8330,8330,51074,89162.0,10703670.0
2014-06-23,8400,8480,8210,8350,55880,89376.0,10703670.0
2014-06-24,8320,8480,8060,8290,39391,88733.0,10703670.0
2014-06-25,8200,8290,8000,8000,101913,85629.0,10703670.0
2014-06-26,8020,8170,8000,8010,68706,85736.0,10703670.0
2014-06-27,8030,8120,7920,7980,138467,85415.0,10703670.0
2014-06-30,8000,8090,7990,8010,40502,85736.0,10703670.0
2014-07-01,8120,8310,8070,8100,137692,86700.0,10703670.0
2014-07-02,8190,8370,8100,8210,204506,87877.0,10703670.0
2014-07-03,8310,8440,8260,8260,102108,88412.0,10703670.0
2014-07-04,8380,8380,8190,8250,64292,88305.0,10703670.0
2014-07-07,8280,8300,8090,8110,65158,86807.0,10703670.0
2014-07-08,8080,8150,7970,8050,70719,86165.0,10703670.0
2014-07-09,8010,8190,8000,8130,71124,87021.0,10703670.0
2014-07-10,8170,8290,8120,8160,76113,87342.0,10703670.0
2014-07-11,8140,8150,7830,7830,138619,83810.0,10703670.0
2014-07-14,7850,8010,7820,7830,72812,83810.0,10703670.0
2014-07-15,7740,7910,7490,7490,187246,80170.0,10703670.0
2014-07-16,7480,7640,7420,7510,116924,80385.0,10703670.0
2014-07-17,7580,8000,7540,7740,158405,82846.0,10703670.0
2014-07-18,7740,8060,7740,8020,153915,85843.0,10703670.0
2014-07-21,8140,8170,8000,8040,107388,86058.0,10703670.0
2014-07-22,8140,8770,8100,8630,292414,92373.0,10703670.0
2014-07-23,8750,9730,8750,9460,958622,101257.0,10703670.0
2014-07-24,9600,9900,9330,9540,508466,102113.0,10703670.0
2014-07-25,9500,9970,9500,9750,451649,104361.0,10703670.0
2014-07-28,9760,10050,9670,9800,326221,104896.0,10703670.0
2014-07-29,9760,9840,9200,9350,179320,100079.0,10703670.0
2014-07-30,9380,9630,9040,9560,172412,102327.0,10703670.0
2014-07-31,9660,9840,9250,9840,146508,105324.0,10703670.0
2014-08-01,9600,10050,9600,9900,215350,105966.0,10703670.0
2014-08-04,10150,10500,10100,10200,350175,109177.0,10703670.0
2014-08-05,10050,10200,9970,10050,186355,107572.0,10703670.0
2014-08-06,10200,10400,10050,10300,327091,110248.0,10703670.0
2014-08-07,10500,10700,10300,10600,333732,113459.0,10703670.0
2014-08-08,10650,10700,10300,10550,199515,112924.0,10703670.0
2014-08-11,10600,10700,10200,10350,186728,110783.0,10703670.0
2014-08-12,10450,10450,9990,10000,168237,107037.0,10703670.0
2014-08-13,10100,10200,9940,10000,174277,107037.0,10703670.0
2014-08-14,10150,10400,10050,10200,201488,109177.0,10703670.0
2014-08-18,10400,11100,10250,11000,646444,117740.0,10703670.0
2014-08-19,11000,11550,10800,11550,525314,123627.0,10703670.0
2014-08-20,11750,12200,11650,11850,670955,126838.0,10703670.0
2014-08-21,11950,12400,11800,12250,431115,131120.0,10703670.0
2014-08-22,12400,12550,11950,12400,435751,132726.0,10703670.0
2014-08-25,12500,12600,11900,12450,354430,133261.0,10703670.0
2014-08-26,12450,12600,12250,12550,208528,134331.0,10703670.0
2014-08-27,12750,12750,12350,12450,198558,133261.0,10703670.0
2014-08-28,12450,12450,12000,12400,202339,132726.0,10703670.0
2014-08-29,12400,12600,12250,12350,148821,132190.0,10703670.0
2014-09-01,12500,12500,11750,11800,333408,126303.0,10703670.0
2014-09-02,11800,12350,11800,12100,213443,129514.0,10703670.0
2014-09-03,12300,12500,11750,11750,202368,125768.0,10703670.0
2014-09-04,11950,12850,11950,12800,402413,137007.0,10703670.0
2014-09-05,12900,13200,12600,12850,320186,137542.0,10703670.0
2014-09-11,12850,13000,12600,12700,162280,135937.0,10703670.0
2014-09-12,13000,13000,12250,12400,205287,132726.0,10703670.0
2014-09-15,12250,12450,11700,12100,294946,129514.0,10703670.0
2014-09-16,12000,12250,11750,12050,174875,128979.0,10703670.0
2014-09-17,12100,12300,11900,12100,138884,130924.0,10820128.0
2014-09-18,12150,12200,11700,11750,149043,127137.0,10820128.0
2014-09-19,11900,12050,11750,12050,125314,130383.0,10820128.0
2014-09-22,12050,12150,11550,11550,171101,124972.0,10820128.0
2014-09-23,11450,11600,11000,11500,221128,124431.0,10820128.0
2014-09-24,11600,12300,11500,12050,295084,130383.0,10820128.0
2014-09-25,12100,12200,11800,12000,170324,129842.0,10820128.0
2014-09-26,11900,12250,11650,11850,97385,128219.0,10820128.0
2014-09-29,12150,12150,11600,11750,115045,127137.0,10820128.0
2014-09-30,11750,11950,11650,11850,98332,128219.0,10820128.0
2014-10-01,11700,11800,11200,11450,256121,123890.0,10820128.0
2014-10-02,11550,12400,11550,12200,399885,132006.0,10820128.0
2014-10-06,12150,12300,11750,12300,156384,133088.0,10820128.0
2014-10-07,12250,12950,12150,12600,495943,136334.0,10820128.0
2014-10-08,12550,13150,12450,13000,402617,140662.0,10820128.0
2014-10-10,13050,13050,12400,12450,205623,134711.0,10820128.0
2014-10-13,12200,12300,11350,11700,440118,126595.0,10820128.0
2014-10-14,11700,12000,11550,11750,221918,127137.0,10820128.0
2014-10-15,11700,11800,11450,11650,198172,126093.0,10823428.0
2014-10-16,11450,11800,11150,11700,204755,126634.0,10823428.0
2014-10-17,11700,11900,11400,11700,187838,126634.0,10823428.0
2014-10-20,11850,12400,11600,12350,246229,133669.0,10823428.0
2014-10-21,12250,12600,12100,12450,252283,134752.0,10823428.0
2014-10-22,12600,12650,12400,12550,184597,135834.0,10823428.0
2014-10-23,12450,13400,12450,13300,648847,143952.0,10823428.0
2014-10-24,13350,13700,13300,13550,432862,146657.0,10823428.0
2014-10-27,13700,13800,13200,13400,235036,145034.0,10823428.0
2014-10-28,13400,13700,13250,13250,226325,143410.0,10823428.0
2014-10-29,13450,14000,13300,13750,483313,148822.0,10823428.0
2014-10-30,13850,13850,13200,13300,289031,143952.0,10823428.0
2014-10-31,13450,13450,13200,13350,148997,144493.0,10823428.0
2014-11-03,13450,13500,12800,13050,217975,141246.0,10823428.0
2014-11-04,13000,13250,12400,12650,273691,136916.0,10823428.0
2014-11-05,12800,13000,12500,12750,178563,137999.0,10823428.0
2014-11-06,12950,13400,12650,13050,354376,141246.0,10823428.0
2014-11-07,13100,13350,12900,13200,240295,142869.0,10823428.0
2014-11-10,13300,13600,12400,12500,345407,135293.0,10823428.0
2014-11-11,12450,12650,11950,11950,345261,129340.0,10823428.0
2014-11-12,12150,12700,11850,12700,301528,137458.0,10823428.0
2014-11-13,12750,12750,12400,12450,120929,134752.0,10823428.0
2014-11-14,12500,12550,11900,12250,174230,132587.0,10823428.0
2014-11-17,12050,12150,11300,11600,370486,125552.0,10823428.0
2014-11-18,11600,12050,11500,11800,186931,127716.0,10823428.0
2014-11-19,11900,12000,10100,10700,1618680,115811.0,10823428.0
2014-11-20,10950,11000,10250,10250,506867,110940.0,10823428.0
2014-11-21,10350,10850,10250,10500,400682,113646.0,10823428.0
2014-11-24,10450,10850,10300,10750,265561,116352.0,10823428.0
2014-11-25,10850,10850,10500,10650,183641,115270.0,10823428.0
2014-11-26,10800,11300,10700,11000,324420,119058.0,10823428.0
2014-11-27,11100,11200,10550,10600,231214,114728.0,10823428.0
2014-11-28,10700,10950,10600,10850,110956,117434.0,10823428.0
2014-12-01,10950,10950,10350,10400,214337,112564.0,10823428.0
2014-12-02,10350,11050,10300,10900,225871,117975.0,10823428.0
2014-12-03,10800,11050,10700,10900,124451,117975.0,10823428.0
2014-12-04,11050,11350,10800,10850,274995,117434.0,10823428.0
2014-12-05,10750,10950,10450,10500,255532,113646.0,10823428.0
2014-12-08,10550,10750,10400,10650,139283,115270.0,10823428.0
2014-12-09,10600,10950,10550,10650,157622,115270.0,10823428.0
2014-12-10,10700,10750,10300,10350,138697,112022.0,10823428.0
2014-12-11,10300,10300,9740,9780,339314,105853.0,10823428.0
2014-12-12,9880,9890,9330,9700,233230,104987.0,10823428.0
2014-12-15,9500,9840,9500,9810,104705,106178.0,10823428.0
2014-12-16,9700,9810,9610,9770,93955,105745.0,10823428.0
2014-12-17,9700,9820,9490,9540,156306,103256.0,10823428.0
2014-12-18,9560,9650,9130,9250,178032,100117.0,10823428.0
2014-12-19,9330,9590,9300,9420,140888,101957.0,10823428.0
2014-12-22,9640,9830,9450,9800,166290,106070.0,10823428.0
2014-12-23,9770,9890,9660,9680,126929,104771.0,10823428.0
2014-12-24,9800,9800,9550,9740,118314,105420.0,10823428.0
2014-12-26,9720,9930,9700,9810,76833,106178.0,10823428.0
2014-12-29,9800,10200,9700,10100,127964,109317.0,10823428.0
2014-12-30,10150,10200,9990,10000,55874,108234.0,10823428.0
2015-01-02,10000,10250,10000,10200,70879,110399.0,10823428.0
2015-01-05,10200,10300,10100,10250,111391,110940.0,10823428.0
2015-01-06,10100,10200,9790,9830,161052,106394.0,10823428.0
2015-01-07,9800,10400,9730,10350,144367,112022.0,10823428.0
2015-01-08,10350,10500,10200,10500,78147,113646.0,10823428.0
2015-01-09,10550,10550,10200,10250,104299,110940.0,10823428.0
2015-01-12,10100,10200,9850,9910,214347,107260.0,10823428.0
2015-01-13,9930,10050,9530,9670,211581,104663.0,10823428.0
2015-01-14,9700,9760,9180,9250,348032,100117.0,10823428.0
2015-01-15,9270,9320,8790,8800,387232,95246.0,10823428.0
2015-01-16,8800,8910,8680,8730,175801,94489.0,10823428.0
2015-01-19,8810,8880,8710,8800,120302,95246.0,10823428.0
2015-01-20,8800,8900,8680,8760,94965,94813.0,10823428.0
2015-01-21,8760,9100,8760,8900,133447,96329.0,10823428.0
2015-01-22,8900,9170,8880,9080,147557,98277.0,10823428.0
2015-01-23,9150,9200,8990,9020,93620,97627.0,10823428.0
2015-01-26,9090,9100,8900,9050,112127,97952.0,10823428.0
2015-01-27,9030,9200,9010,9130,94884,98818.0,10823428.0
2015-01-28,9040,9170,8990,8990,113556,97303.0,10823428.0
2015-01-29,9010,9020,8580,8660,247659,93731.0,10823428.0
2015-01-30,8720,8720,8410,8480,182734,91783.0,10823428.0
2015-02-02,8450,8500,8100,8170,200407,88427.0,10823428.0
2015-02-03,8130,8610,8130,8610,146968,93190.0,10823428.0
2015-02-04,8510,8740,8380,8630,237601,93406.0,10823428.0
2015-02-05,8640,8670,8330,8360,113577,90484.0,10823428.0
2015-02-06,8370,8500,8330,8420,90229,91133.0,10823428.0
2015-02-09,8490,8490,8160,8170,99125,88427.0,10823428.0
2015-02-10,8150,8340,8150,8190,61613,88644.0,10823428.0
2015-02-11,8210,8530,8210,8460,108096,91566.0,10823428.0
2015-02-12,8550,9640,8500,9490,721764,102714.0,10823428.0
2015-02-13,9490,9520,9070,9270,330032,100333.0,10823428.0
2015-02-16,9330,9410,9160,9280,136207,100441.0,10823428.0
2015-02-17,9180,9450,9000,9390,158242,101632.0,10823428.0
2015-02-23,9400,10000,9400,9840,312191,106503.0,10823428.0
2015-02-24,9730,9930,9730,9850,109133,106611.0,10823428.0
2015-02-25,9900,10100,9650,9680,158894,104771.0,10823428.0
2015-02-26,9700,9710,9360,9380,144626,101524.0,10823428.0
2015-02-27,9390,10400,9380,9950,507255,107693.0,10823428.0
2015-03-02,9950,10050,9720,9790,235310,105961.0,10823428.0
2015-03-03,9790,9840,9650,9710,93903,105095.0,10823428.0
2015-03-04,9690,9860,9620,9620,92961,104121.0,10823428.0
2015-03-05,9740,9760,9550,9680,79826,104771.0,10823428.0
2015-03-06,9680,9680,9490,9590,103896,103797.0,10823428.0
2015-03-09,9530,9770,9430,9720,147964,105204.0,10823428.0
2015-03-10,9700,9700,9300,9440,144277,102173.0,10823428.0
2015-03-11,9350,9680,9300,9640,118506,104338.0,10823428.0
2015-03-12,9620,9670,9530,9590,93090,103797.0,10823428.0
2015-03-13,9600,9950,9600,9900,287064,107152.0,10823428.0
2015-03-16,9950,10100,9710,9820,152886,106286.0,10823428.0
2015-03-17,9810,10100,9810,9950,240819,107693.0,10823428.0
2015-03-18,9920,9920,9650,9700,183926,104987.0,10823428.0
2015-03-19,9800,9950,9660,9920,204059,107368.0,10823428.0
2015-03-20,10300,10600,10150,10500,590038,113646.0,10823428.0
2015-03-23,10850,11850,10650,11600,1045161,125552.0,10823428.0
2015-03-24,11700,12250,11450,11950,897784,129340.0,10823428.0
2015-03-25,11750,11750,11350,11650,496127,126093.0,10823428.0
2015-03-26,11550,12000,11000,11800,650305,127716.0,10823428.0
2015-03-27,12000,12200,11450,11700,358956,126634.0,10823428.0
2015-03-30,11700,11900,10950,11800,555715,127716.0,10823428.0
2015-03-31,12350,12450,11900,12100,594593,130963.0,10823428.0
2015-04-01,12200,12250,11500,11900,369056,128799.0,10823428.0
2015-04-02,11850,11950,11400,11500,289445,124469.0,10823428.0
2015-04-03,11500,12650,11500,12450,622356,134752.0,10823428.0
2015-04-06,12350,12400,12050,12150,248870,131505.0,10823428.0
2015-04-07,12150,12250,11950,12100,209952,130963.0,10823428.0
2015-04-08,12050,12100,11550,11650,320090,126093.0,10823428.0
2015-04-09,11700,12000,11650,11850,162785,128258.0,10823428.0
2015-04-10,12000,12050,11500,11500,283274,124469.0,10823428.0
2015-04-13,11600,11950,10850,10900,572675,117975.0,10823428.0
2015-04-14,10900,11100,10600,10700,341928,115811.0,10823428.0
2015-04-15,10850,11400,10600,11150,314083,120681.0,10823428.0
2015-04-16,11300,12200,11300,12000,841189,129881.0,10823428.0
2015-04-17,12450,12550,12100,12250,763848,132587.0,10823428.0
2015-04-20,12250,12900,11750,12200,652723,132046.0,10823428.0
2015-04-21,12500,12850,12200,12500,545735,135293.0,10823428.0
2015-04-22,12700,13400,11850,13150,1205779,142328.0,10823428.0
2015-04-23,13200,13550,12750,13050,665067,141246.0,10823428.0
2015-04-24,13000,13450,12900,13250,482154,143410.0,10823428.0
2015-04-27,13250,13350,13000,13150,293198,142328.0,10823428.0
2015-04-28,12950,13050,12550,12550,385582,135834.0,10823428.0
2015-04-29,12450,14350,12400,14350,1502556,155316.0,10823428.0
2015-04-30,14200,14700,13850,14550,1167032,157926.0,10854028.0
2015-05-04,14650,14900,14250,14300,411533,155213.0,10854028.0
2015-05-06,14150,14950,14050,14500,779462,157383.0,10854028.0
2015-05-07,14450,14450,13550,13800,726921,149786.0,10854028.0
2015-05-08,13950,14600,13900,14300,627538,155213.0,10854028.0
2015-05-11,14500,14950,14200,14350,491792,155755.0,10854028.0
2015-05-12,14350,14550,13550,13950,523737,151414.0,10854028.0
2015-05-13,13950,16000,13700,15700,1337564,170408.0,10854028.0
2015-05-14,15750,15950,15300,15800,614234,171494.0,10854028.0
2015-05-15,15800,16200,15400,15700,468658,170408.0,10854028.0
2015-05-18,16150,16650,15750,15800,819209,171494.0,10854028.0
2015-05-19,15800,16300,15100,16250,583974,176378.0,10854028.0
2015-05-20,16400,16400,15550,15700,429749,170408.0,10854028.0
2015-05-21,15700,15750,14900,15100,511486,163896.0,10854028.0
2015-05-22,15100,15500,14650,14700,442436,159554.0,10854028.0
2015-05-26,14850,15150,14550,14750,294821,160097.0,10854028.0
2015-05-27,14750,14850,13750,13900,504587,150871.0,10854028.0
2015-05-28,14200,14600,14050,14200,208695,154127.0,10854028.0
2015-05-29,14250,14950,14250,14600,219573,158469.0,10854028.0
2015-06-01,14400,14600,13200,13300,577258,144359.0,10854028.0
2015-06-02,13800,14350,13450,13550,432340,147072.0,10854028.0
2015-06-03,13550,14100,13150,13700,252990,148700.0,10854028.0
2015-06-04,14050,14200,13750,13850,177193,150328.0,10854028.0
2015-06-05,13450,13850,13450,13700,134685,148700.0,10854028.0
2015-06-08,13700,14500,13550,14200,257008,154127.0,10854028.0
2015-06-09,14200,14400,13700,14000,190602,151956.0,10854028.0
2015-06-10,13900,14400,13450,13550,330624,147072.0,10854028.0
2015-06-11,13700,14900,13500,14700,700066,159554.0,10854028.0
2015-06-12,14600,14850,14300,14800,367452,160640.0,10854028.0
2015-06-15,14700,15050,14250,14300,262533,155213.0,10854028.0
2015-06-16,14450,15350,14300,15300,739015,166067.0,10854028.0
2015-06-17,15550,16250,15300,15900,847917,172579.0,10854028.0
2015-06-18,15900,15950,14900,14900,432094,161725.0,10854028.0
2015-06-19,15100,15800,14950,15750,553842,170951.0,10854028.0
2015-06-22,15750,16950,15450,16800,1172678,182348.0,10854028.0
2015-06-23,16850,16900,16000,16200,678669,175835.0,10854028.0
2015-06-24,16250,16300,15600,15750,317938,170951.0,10854028.0
2015-06-25,15800,16300,15250,15450,424928,167695.0,10854028.0
2015-06-26,15550,16050,15150,15450,392959,167695.0,10854028.0
2015-06-29,15050,15950,14800,14900,463350,161725.0,10854028.0
2015-06-30,14600,15450,14250,15450,297169,167695.0,10854028.0
2015-07-01,15450,15850,15150,15600,294749,169323.0,10854028.0
2015-07-02,15600,16250,15400,15750,368978,170951.0,10854028.0
2015-07-03,15950,16050,14700,14900,359334,161725.0,10854028.0
2015-07-06,14450,15100,14300,14600,269181,158469.0,10854028.0
2015-07-07,14900,14950,13700,13800,323405,149786.0,10854028.0
2015-07-08,13950,14200,13550,14050,175018,152499.0,10854028.0
2015-07-09,13650,13800,13250,13650,192874,148157.0,10854028.0
2015-07-10,13700,14000,13650,14000,109998,151956.0,10854028.0
2015-07-13,14400,14650,14150,14500,212492,157383.0,10854028.0
2015-07-14,14700,14700,14250,14550,113503,157926.0,10854028.0
2015-07-15,14500,14650,14350,14350,145927,155755.0,10854028.0
2015-07-16,14500,15750,14350,15650,404786,169866.0,10854028.0
2015-07-17,15700,15850,15150,15350,199191,166609.0,10854028.0
2015-07-20,15350,15950,15050,15400,213461,167152.0,10854028.0
2015-07-21,15150,15450,14750,15100,210161,163896.0,10854028.0
2015-07-22,14850,15600,14600,14850,226094,161182.0,10854028.0
2015-07-23,15150,16250,15150,15900,635878,172579.0,10854028.0
2015-07-24,15700,16000,15250,15450,253767,167695.0,10854028.0
2015-07-27,15450,15650,14100,14100,279148,153042.0,10854028.0
2015-07-28,14000,14850,13900,14400,206650,156298.0,10854028.0
2015-07-29,14500,15050,14000,14300,113174,155213.0,10854028.0
2015-07-30,14450,14850,13900,14000,110143,151956.0,10854028.0
2015-07-31,13700,14400,13600,14100,143372,153042.0,10854028.0
2015-08-03,14400,14400,13250,13300,174492,144359.0,10854028.0
2015-08-04,13450,13750,13400,13700,111052,148700.0,10854028.0
2015-08-05,13700,13800,13350,13700,130364,148700.0,10854028.0
2015-08-06,13800,14400,13650,14000,203512,151956.0,10854028.0
2015-08-07,13800,14050,13600,13650,105270,148157.0,10854028.0
2015-08-10,13650,13700,12000,12000,451222,130248.0,10854028.0
2015-08-11,12250,12650,12100,12150,412339,131876.0,10854028.0
2015-08-12,12100,12200,10450,11100,639143,120480.0,10854028.0
2015-08-13,11250,11850,11000,11750,248433,127535.0,10854028.0
2015-08-17,11850,12150,11200,11300,269015,122651.0,10854028.0
2015-08-18,11650,11700,11200,11350,204312,123193.0,10854028.0
2015-08-19,11000,11650,10850,11300,203648,122651.0,10854028.0
2015-08-20,11100,11650,10950,11100,122199,120480.0,10854028.0
2015-08-21,10300,10600,9600,9600,483765,104199.0,10854028.0
2015-08-24,9210,10000,9210,9300,271331,100942.0,10854028.0
2015-08-25,9600,10500,9410,10400,294344,112882.0,10854028.0
2015-08-26,10150,10850,10100,10750,226075,116681.0,10854028.0
2015-08-27,11000,11300,10800,11050,200122,119937.0,10854028.0
2015-08-28,11250,11850,11250,11650,218954,126449.0,10854028.0
2015-08-31,11800,11800,11050,11300,184216,122651.0,10854028.0
2015-09-01,11150,11600,10800,10850,211979,117766.0,10854028.0
2015-09-02,10550,11200,10350,11100,262332,120480.0,10854028.0
2015-09-03,11400,11900,10950,11850,320774,128620.0,10854028.0
2015-09-04,11850,12000,11350,11450,243336,124279.0,10854028.0
2015-09-07,11550,12600,11500,12400,606899,134590.0,10854028.0
2015-09-08,12450,12450,11950,12150,269752,131876.0,10854028.0
2015-09-09,12450,12650,12050,12450,266935,135133.0,10854028.0
2015-09-10,12300,12800,12200,12600,136142,136761.0,10854028.0
2015-09-11,12400,12600,12300,12300,121914,133505.0,10854028.0
2015-09-14,12900,13150,12350,12350,234334,134047.0,10854028.0
2015-09-15,12500,12950,12350,12800,169486,138932.0,10854028.0
2015-09-16,12900,13050,12650,12750,110480,138389.0,10854028.0
2015-09-17,12800,13250,12650,12650,192220,137303.0,10854028.0
2015-09-18,12700,13250,12700,13000,136724,141102.0,10854028.0
2015-09-21,13000,13000,12600,12800,82101,138932.0,10854028.0
2015-09-22,12950,12950,12350,12500,131442,135675.0,10854028.0
2015-09-23,12450,12600,12050,12050,104600,130791.0,10854028.0
2015-09-24,12200,13150,12150,13150,166974,142730.0,10854028.0
2015-09-25,13150,13150,12700,12900,78898,140017.0,10854028.0
2015-09-30,12600,13000,12500,12900,92525,140017.0,10854028.0
2015-10-01,12900,13400,12900,13100,100567,142188.0,10854028.0
2015-10-02,13100,13350,12700,12700,82590,137846.0,10854028.0
