마이크로텍(227950),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-08-23,2067,2077,2062,2073,6817,15138.0,7550000.0
2017-08-24,2077,2077,2067,2078,7111,15176.0,7550000.0
2017-08-25,2067,2077,2067,2078,5482,15176.0,7550000.0
2017-08-28,2067,2072,2067,2068,23325,15100.0,7550000.0
2017-08-29,2072,2088,2067,2073,49910,15138.0,7550000.0
2017-08-30,2072,2072,2067,2073,8673,15138.0,7550000.0
2017-08-31,2077,2077,2067,2073,3496,15138.0,7550000.0
2017-09-01,2072,2077,2072,2073,592,15138.0,7550000.0
2017-09-04,2072,2088,2062,2078,115274,15176.0,7550000.0
2017-09-05,2062,2083,2062,2068,5116,15100.0,7550000.0
2017-09-06,2093,2093,2067,2078,44553,15176.0,7550000.0
2017-09-07,2088,2088,2083,2088,4712,15251.0,7550000.0
2017-09-08,2083,2083,2083,2083,100,15213.0,7550000.0
2017-09-11,2072,2072,2067,2073,87,15138.0,7550000.0
2017-09-12,2072,2077,2072,2078,964,15176.0,7550000.0
2017-09-13,2072,2077,2067,2073,11054,15138.0,7550000.0
2017-09-14,2072,2077,2067,2073,7129,15138.0,7550000.0
2017-09-15,2072,2077,2072,2078,16070,15176.0,7550000.0
2017-09-18,2077,2088,2067,2088,10110,15251.0,7550000.0
2017-09-19,2083,2083,2083,2083,0,15213.0,7550000.0
2017-09-20,2088,2088,2088,2088,5,15251.0,7550000.0
2017-09-21,2077,2077,2077,2078,0,15176.0,7550000.0
2017-09-22,2083,2083,2067,2078,6292,15176.0,7550000.0
2017-09-25,2067,2083,2067,2078,11034,15176.0,7550000.0
2017-09-26,2083,2083,2083,2083,5,15213.0,7550000.0
2017-09-27,2072,2077,2072,2078,2608,15176.0,7550000.0
2017-09-28,2067,2077,2067,2068,28511,15100.0,7550000.0
2017-09-29,2072,2077,2062,2078,28785,15176.0,7550000.0
2017-10-10,2062,2077,2062,2078,11216,15176.0,7550000.0
2017-10-11,2067,2077,2067,2078,2714,15176.0,7550000.0
2017-10-12,2067,2072,2067,2073,6415,15138.0,7550000.0
2017-10-13,2072,2077,2067,2078,25479,15176.0,7550000.0
2017-10-16,2072,2072,2072,2073,2101,15138.0,7550000.0
2017-10-17,2077,2077,2067,2073,12,15138.0,7550000.0
2017-10-18,2077,2077,2072,2078,4105,15176.0,7550000.0
2017-10-19,2072,2077,2067,2068,15414,15100.0,7550000.0
2017-10-20,2067,2077,2067,2068,1493,15100.0,7550000.0
2017-10-23,2067,2072,2062,2062,23690,15062.0,7550000.0
2017-10-24,2062,2072,2062,2068,5738,15100.0,7550000.0
2017-10-25,2067,2067,2062,2062,8997,15062.0,7550000.0
2017-10-26,2067,2067,2062,2062,5700,15062.0,7550000.0
2017-10-27,2062,2077,2062,2073,26541,15138.0,7550000.0
2017-10-30,2077,2077,2062,2073,2182,15138.0,7550000.0
2017-10-31,2067,2072,2062,2073,2063,15138.0,7550000.0
2017-11-01,2072,2072,2062,2068,3814,15100.0,7550000.0
2017-11-02,2072,2072,2067,2068,2613,15100.0,7550000.0
2017-11-03,2067,2072,2062,2068,10752,15100.0,7550000.0
2017-11-06,2072,2072,2062,2068,19411,15100.0,7550000.0
2017-11-07,2067,2072,2062,2073,9347,15138.0,7550000.0
2017-11-08,2067,2067,2067,2068,0,15100.0,7550000.0
2017-11-09,2072,2072,2062,2068,6588,15100.0,7550000.0
2017-11-10,2077,2077,2062,2062,2964,15062.0,7550000.0
2017-11-13,2072,2072,2062,2068,6200,15100.0,7550000.0
2017-11-14,2062,2072,2052,2068,9647,15100.0,7550000.0
2017-11-15,2062,2067,2057,2068,6305,15100.0,7550000.0
2017-11-16,2067,2072,2067,2068,1005,15100.0,7550000.0
2017-11-17,2072,2072,2062,2068,11,15100.0,7550000.0
2017-11-20,2072,2072,2057,2068,2279,15100.0,7550000.0
2017-11-21,2072,2072,2036,2057,14670,15024.0,7550000.0
2017-11-22,2072,2072,2046,2062,1022,15062.0,7550000.0
2017-11-23,2052,2062,2036,2057,6472,15024.0,7550000.0
2017-11-24,2072,2072,2041,2057,1479,15024.0,7550000.0
2017-11-27,2072,2072,2072,2073,5,15138.0,7550000.0
2017-11-28,2041,2062,2041,2057,1175,15024.0,7550000.0
2017-11-29,2046,2057,2041,2042,15137,14911.0,7550000.0
2017-11-30,2072,2072,2041,2057,41170,15024.0,7550000.0
2017-12-01,2062,2062,2046,2062,13849,15062.0,7550000.0
2017-12-04,2057,2057,2057,2057,5,15024.0,7550000.0
2017-12-05,2052,2052,2041,2042,29798,14911.0,7550000.0
2017-12-06,2067,2067,2057,2068,12324,15100.0,7550000.0
2017-12-07,2046,2067,2046,2068,1527,15100.0,7550000.0
2017-12-08,2052,2062,2052,2062,506,15062.0,7550000.0
2017-12-11,2052,2062,2046,2062,3041,15062.0,7550000.0
2017-12-12,2046,2062,2046,2062,3836,15062.0,7550000.0
2017-12-13,2062,2062,2062,2062,3275,15062.0,7550000.0
2017-12-14,2057,2057,2052,2057,686,15024.0,7550000.0
2017-12-15,2067,2067,2057,2057,4750,15024.0,7550000.0
2017-12-18,2067,2067,2026,2052,25361,14987.0,7550000.0
2017-12-19,2062,2062,2052,2057,2461,15024.0,7550000.0
2017-12-20,2062,2062,2057,2062,7283,15062.0,7550000.0
2017-12-21,2062,2062,2036,2062,23929,15062.0,7550000.0
2017-12-22,2046,2062,2041,2062,8447,15062.0,7550000.0
2017-12-26,2057,2057,2057,2057,1,15024.0,7550000.0
2017-12-27,2057,2057,2046,2047,3542,14949.0,7550000.0
2017-12-28,2052,2052,2041,2047,7043,14949.0,7550000.0
2018-01-02,2057,2057,2041,2052,6407,14987.0,7550000.0
2018-01-03,2057,2057,2052,2052,22103,14987.0,7550000.0
2018-01-04,2057,2057,2041,2057,3600,15024.0,7550000.0
2018-01-05,2057,2057,2041,2052,18764,14987.0,7550000.0
2018-01-08,2052,2057,2036,2057,52661,15024.0,7550000.0
2018-01-09,2052,2057,2046,2057,4122,15024.0,7550000.0
2018-01-10,2062,2062,2046,2057,5890,15024.0,7550000.0
2018-01-11,2057,2067,2046,2068,16324,15100.0,7550000.0
2018-01-12,2062,2067,2057,2062,3868,15062.0,7550000.0
2018-01-15,2067,2067,2046,2062,3268,15062.0,7550000.0
2018-01-16,2062,2062,2041,2062,6060,15062.0,7550000.0
2018-01-17,2057,2062,2041,2057,14248,15024.0,7550000.0
2018-01-18,2046,2057,2041,2052,13788,14987.0,7550000.0
2018-01-19,2057,2067,2046,2062,12420,15062.0,7550000.0
2018-01-22,2052,2067,2046,2062,20301,15062.0,7550000.0
2018-01-23,2052,2072,2046,2068,18742,15100.0,7550000.0
2018-01-24,2062,2072,2062,2068,11654,15100.0,7550000.0
2018-01-25,2057,2072,2057,2068,56015,15100.0,7550000.0
2018-01-26,2057,2062,2052,2062,3572,15062.0,7550000.0
2018-01-29,2067,2067,2052,2062,8545,15062.0,7550000.0
2018-01-30,2062,2072,2057,2073,40213,15138.0,7550000.0
2018-01-31,2057,2067,2057,2068,942,15100.0,7550000.0
2018-02-01,2067,2067,2067,2068,1,15100.0,7550000.0
2018-02-02,2062,2067,2057,2062,3175,15062.0,7550000.0
2018-02-05,2067,2067,2057,2068,30509,15100.0,7550000.0
2018-02-06,2072,2072,2062,2068,3652,15100.0,7550000.0
2018-02-07,2067,2072,2062,2068,79635,15100.0,7550000.0
2018-02-08,2057,2072,2057,2068,36791,15100.0,7550000.0
2018-02-09,2057,2067,2057,2068,104,15100.0,7550000.0
2018-02-12,2067,2072,2067,2073,31956,15138.0,7550000.0
2018-02-13,2067,2072,2067,2073,1643,15138.0,7550000.0
2018-02-14,2072,2072,2067,2068,81,15100.0,7550000.0
2018-02-19,2072,2077,2067,2073,10185,15138.0,7550000.0
2018-02-20,2098,2103,2057,2062,35118,15062.0,7550000.0
2018-02-21,2072,2072,2062,2062,21611,15062.0,7550000.0
2018-02-22,2067,2077,2067,2068,1213,15100.0,7550000.0
2018-02-23,2072,2072,2067,2068,6269,15100.0,7550000.0
2018-02-26,2067,2077,2067,2068,26356,15100.0,7550000.0
2018-02-27,2072,2077,2067,2068,9729,15100.0,7550000.0
2018-02-28,2072,2077,2072,2073,2082,15138.0,7550000.0
2018-03-02,2072,2083,2072,2073,23501,15138.0,7550000.0
2018-03-05,2077,2083,2077,2078,13725,15176.0,7550000.0
2018-03-06,2083,2083,2072,2073,7289,15138.0,7550000.0
2018-03-07,2072,2077,2072,2078,5195,15176.0,7550000.0
2018-03-08,2083,2083,2072,2078,2654,15176.0,7550000.0
2018-03-09,2077,2083,2072,2083,21623,15213.0,7550000.0
2018-03-12,2077,2083,2077,2083,12887,15213.0,7550000.0
2018-03-13,2077,2088,2072,2083,4441,15213.0,7550000.0
2018-03-14,2077,2077,2072,2078,162,15176.0,7550000.0
2018-03-15,2077,2083,2077,2083,2603,15213.0,7550000.0
2018-03-16,2083,2088,2083,2088,6880,15251.0,7550000.0
2018-03-19,2083,2088,2083,2083,6076,15213.0,7550000.0
2018-03-20,2083,2088,2072,2088,73603,15251.0,7550000.0
2018-03-21,2088,2088,2088,2088,2401,15251.0,7550000.0
2018-03-22,2088,2088,2077,2088,4807,15251.0,7550000.0
2018-03-23,2088,2088,2083,2083,4347,15213.0,7550000.0
2018-03-26,2077,2088,2077,2088,3634,15251.0,7550000.0
2018-03-27,2083,2088,2077,2088,15013,15251.0,7550000.0
2018-03-28,2088,2088,2077,2088,3005,15251.0,7550000.0
2018-03-29,2083,2083,2083,2083,5630,15213.0,7550000.0
2018-03-30,2077,2077,2077,2078,43231,15176.0,7550000.0
2018-04-02,2077,2083,2077,2083,25662,15213.0,7550000.0
2018-04-03,2077,2088,2077,2088,1970,15251.0,7550000.0
2018-04-04,2077,2088,2077,2078,6095,15176.0,7550000.0
2018-04-05,2077,2088,2077,2083,6116,15213.0,7550000.0
2018-04-06,2083,2088,2077,2083,5613,15213.0,7550000.0
2018-04-09,2083,2083,2077,2083,51524,15213.0,7550000.0
2018-04-10,2088,2093,2077,2093,128015,15289.0,7550000.0
2018-04-11,2088,2093,2088,2093,30295,15289.0,7550000.0
2018-04-12,2088,2093,2088,2093,52429,15289.0,7550000.0
2018-04-13,2093,2093,2088,2093,28642,15289.0,7550000.0
2018-04-16,2093,2098,2088,2093,22730,15289.0,7550000.0
2018-04-17,2088,2098,2088,2093,24796,15289.0,7550000.0
2018-04-18,2088,2098,2088,2099,27345,15326.0,7550000.0
2018-04-19,2093,2098,2088,2093,13867,15289.0,7550000.0
2018-04-20,2098,2098,2093,2093,23565,15289.0,7550000.0
2018-04-23,2093,2098,2088,2093,5007,15289.0,7550000.0
2018-04-24,2093,2098,2093,2093,19862,15289.0,7550000.0
2018-04-25,2093,2093,2088,2093,4415,15289.0,7550000.0
2018-04-26,2093,2098,2088,2099,25521,15326.0,7550000.0
2018-04-27,2093,2098,2088,2099,4430,15326.0,7550000.0
2018-04-30,2093,2093,2088,2093,9317,15289.0,7550000.0
2018-05-02,2093,2098,2093,2099,36428,15326.0,7550000.0
2018-05-03,2093,2098,2093,2099,8152,15326.0,7550000.0
2018-05-04,2093,2098,2093,2099,6174,15326.0,7550000.0
2018-05-08,2098,2098,2093,2099,63482,15326.0,7550000.0
2018-05-09,2098,2103,2098,2104,43852,15364.0,7550000.0
2018-05-10,2103,2103,2093,2104,42508,15364.0,7550000.0
2018-05-11,2098,2103,2098,2099,33161,15326.0,7550000.0
2018-05-14,2098,2103,2098,2104,96876,15364.0,7550000.0
2018-05-15,2103,2108,2098,2109,120331,15402.0,7550000.0
2018-05-16,2108,2114,2098,2114,127538,15440.0,7550000.0
2018-05-17,2108,2114,2108,2114,48219,15440.0,7550000.0
2018-05-18,2114,2114,2103,2114,92678,15440.0,7550000.0
2018-05-21,2108,2114,2108,2109,125072,15402.0,7550000.0
2018-05-23,2114,2114,2108,2114,63536,15440.0,7550000.0
2018-05-24,2114,2119,2108,2114,123202,15440.0,7550000.0
2018-05-25,2119,2124,2114,2119,54816,15478.0,7550000.0
2018-05-28,2119,2124,2114,2124,40696,15515.0,7550000.0
2018-05-29,2124,2129,2119,2124,49993,15515.0,7550000.0
2018-05-30,2124,2134,2119,2130,72032,15553.0,7550000.0
2018-05-31,2129,2140,2124,2135,20944,15591.0,7550000.0
2018-06-01,2129,2140,2129,2135,18730,15591.0,7550000.0
2018-06-04,2134,2134,2124,2135,28434,15591.0,7550000.0
2018-06-05,2129,2129,2119,2130,18549,15553.0,7550000.0
2018-06-07,2124,2129,2119,2124,23682,15515.0,7550000.0
2018-06-08,2124,2171,2119,2140,276532,15628.0,7550000.0
2018-06-11,0,0,0,2140,0,15628.0,7550000.0
2018-06-12,0,0,0,2140,0,,
2018-06-14,0,0,0,2140,0,,
2018-06-15,0,0,0,2140,0,,
2018-06-18,0,0,0,2140,0,,
2018-06-19,0,0,0,2140,0,,
2018-06-20,0,0,0,2140,0,,
2018-06-21,0,0,0,2140,0,,
2018-06-22,0,0,0,2140,0,,
2018-06-25,0,0,0,2140,0,,
2018-06-26,0,0,0,2140,0,,
2018-06-27,0,0,0,2140,0,,
2018-06-28,0,0,0,2140,0,,
2018-06-29,0,0,0,2140,0,,
2018-07-02,0,0,0,2140,0,,
2018-07-03,0,0,0,2140,0,,
2018-07-04,0,0,0,2140,0,,
2018-07-05,0,0,0,2140,0,,
2018-07-06,0,0,0,2140,0,,
2018-07-09,0,0,0,2140,0,,
2018-07-10,0,0,0,2140,0,,
2018-07-11,0,0,0,2140,0,,
2018-07-12,0,0,0,2140,0,,
2018-07-13,0,0,0,2140,0,,
2018-07-16,0,0,0,2140,0,,
2018-07-17,0,0,0,2140,0,,
2018-07-18,0,0,0,2140,0,,
2018-07-19,0,0,0,2140,0,,
2018-07-20,0,0,0,2140,0,,
2018-07-23,0,0,0,2140,0,,
2018-07-24,0,0,0,2140,0,,
2018-07-25,0,0,0,2140,0,,
2018-07-26,0,0,0,2140,0,,
2018-07-27,0,0,0,2140,0,,
2018-07-30,0,0,0,2140,0,,
2018-07-31,0,0,0,2140,0,,
2018-08-01,0,0,0,2140,0,,
2018-08-02,0,0,0,2140,0,,
2018-08-03,0,0,0,2140,0,,
2018-08-06,0,0,0,2140,0,,
2018-08-07,0,0,0,2140,0,,
2018-08-08,0,0,0,2140,0,,
2018-08-09,0,0,0,2140,0,,
2018-08-10,2140,2170,2115,2140,354074,16157.0,7550000.0
2018-08-13,2140,2140,2085,2090,159277,15780.0,7550000.0
2018-08-14,2085,2085,2060,2080,69369,15704.0,7550000.0
2018-08-16,2070,2095,2065,2085,49268,15742.0,7550000.0
2018-08-17,2080,2095,2060,2075,59613,15666.0,7550000.0
2018-08-20,2060,2085,2040,2055,54313,15515.0,7550000.0
2018-08-21,2050,2080,2050,2070,23659,15628.0,7550000.0
2018-08-22,2060,2070,2045,2065,51828,15591.0,7550000.0
2018-08-23,2055,2070,2055,2065,24055,15591.0,7550000.0
2018-08-24,2065,2085,2065,2075,32422,15666.0,7550000.0
2018-08-27,2055,2070,2055,2070,12627,15628.0,7550000.0
2018-08-28,2060,2070,2055,2070,49426,15628.0,7550000.0
2018-08-29,2065,2145,2060,2145,201906,16195.0,7550000.0
2018-08-30,2150,2155,2100,2115,95369,15968.0,7550000.0
2018-08-31,2125,2130,2105,2105,69034,15893.0,7550000.0
2018-09-03,2105,2125,2090,2100,107229,15855.0,7550000.0
2018-09-04,2100,2170,2100,2120,318879,16006.0,7550000.0
2018-09-05,2130,2135,2120,2135,165646,16119.0,7550000.0
2018-09-06,2140,2150,2110,2140,140380,16157.0,7550000.0
2018-09-07,2140,2170,2105,2145,111041,16195.0,7550000.0
2018-09-10,2140,2145,2115,2140,33178,16157.0,7550000.0
2018-09-11,2140,2140,2095,2095,72744,15817.0,7550000.0
2018-09-12,2100,2100,2070,2075,73091,15666.0,7550000.0
2018-09-13,2075,2090,2055,2055,52068,15515.0,7550000.0
2018-09-14,2060,2125,2060,2080,208685,15704.0,7550000.0
2018-09-17,2095,2115,2065,2085,50557,15742.0,7550000.0
2018-09-18,2085,2085,2050,2070,36986,15628.0,7550000.0
2018-09-19,2065,2080,2045,2060,164016,15553.0,7550000.0
2018-09-20,2070,2070,2025,2035,433188,15364.0,7550000.0
2018-09-21,2045,2060,2020,2060,222147,15553.0,7550000.0
2018-09-27,2060,2075,1950,2015,150062,15213.0,7550000.0
2018-09-28,2005,2020,1970,1995,106959,15062.0,7550000.0
2018-10-01,1960,2000,1890,1890,250383,14270.0,7550000.0
2018-10-02,1890,1915,1850,1860,110546,14043.0,7550000.0
2018-10-04,1865,1865,1735,1735,263115,13099.0,7550000.0
2018-10-05,1755,1820,1720,1785,119196,13477.0,7550000.0
2018-10-08,1785,1805,1725,1755,57165,13250.0,7550000.0
2018-10-10,1760,1800,1720,1730,32904,13062.0,7550000.0
2018-10-11,1710,1720,1565,1565,125663,11816.0,7550000.0
2018-10-12,1560,1640,1535,1555,103419,11740.0,7550000.0
2018-10-15,1565,1615,1565,1605,74326,12118.0,7550000.0
2018-10-16,1605,1640,1575,1590,50947,12004.0,7550000.0
2018-10-17,1655,1700,1600,1655,67706,12495.0,7550000.0
2018-10-18,1650,1690,1635,1655,8022,12495.0,7550000.0
2018-10-19,1655,1720,1610,1705,18773,12873.0,7550000.0
2018-10-22,1695,1730,1650,1675,32148,12646.0,7550000.0
2018-10-23,1655,1720,1590,1590,26054,12004.0,7550000.0
2018-10-24,1635,1940,1550,1750,3200221,13212.0,7550000.0
2018-10-25,1640,1705,1570,1585,554077,11967.0,7550000.0
2018-10-26,1620,1620,1505,1575,249851,11891.0,7550000.0
2018-10-29,1550,1550,1455,1470,159780,11098.0,7550000.0
2018-10-30,1470,1470,1360,1455,158264,10985.0,7550000.0
2018-10-31,1540,1540,1410,1470,60263,11098.0,7550000.0
2018-11-01,1530,1555,1420,1525,96533,11514.0,7550000.0
2018-11-02,1535,1625,1495,1555,169431,11740.0,7550000.0
2018-11-05,1565,1570,1480,1510,93502,11400.0,7550000.0
2018-11-06,1535,1760,1480,1570,245875,11854.0,7550000.0
2018-11-07,1570,1640,1550,1570,176909,11854.0,7550000.0
2018-11-08,1640,1645,1535,1550,181517,29451.0,19000928.0
2018-11-09,1580,1820,1505,1640,1355266,31162.0,19000928.0
2018-11-12,1595,1970,1580,1760,5344948,33442.0,19000928.0
2018-11-13,1725,1850,1695,1705,1382759,32397.0,19000928.0
2018-11-14,1720,1820,1660,1755,1124273,33347.0,19000928.0
2018-11-15,1810,1810,1675,1705,481745,32397.0,19000928.0
2018-11-16,1820,1925,1660,1660,1298160,31542.0,19000928.0
2018-11-19,1665,1700,1605,1625,345506,30877.0,19000928.0
2018-11-20,1615,1660,1600,1650,218850,31352.0,19000928.0
2018-11-21,1630,1655,1610,1610,137944,30591.0,19000928.0
2018-11-22,1630,1645,1540,1575,190660,29926.0,19000928.0
2018-11-23,1570,1600,1525,1550,104082,29451.0,19000928.0
2018-11-26,1545,1550,1505,1525,74782,28976.0,19000928.0
2018-11-27,1525,1565,1510,1560,47937,29641.0,19000928.0
2018-11-28,1545,1600,1545,1550,51529,29451.0,19000928.0
2018-11-29,1575,1590,1500,1510,104137,28691.0,19000928.0
2018-11-30,1510,1540,1510,1520,33305,28881.0,19000928.0
2018-12-03,1540,1605,1500,1565,109207,29736.0,19000928.0
2018-12-04,1595,1595,1545,1580,54465,30021.0,19000928.0
2018-12-05,1550,1630,1540,1590,52391,30211.0,19000928.0
2018-12-06,1590,1625,1520,1520,86231,28881.0,19000928.0
2018-12-07,1550,1570,1500,1525,82031,28976.0,19000928.0
2018-12-10,1495,1535,1495,1535,33804,29166.0,19000928.0
2018-12-11,1540,1565,1500,1515,41565,28786.0,19000928.0
2018-12-12,1550,1550,1505,1530,30861,29071.0,19000928.0
2018-12-13,1550,1550,1495,1520,28200,28881.0,19000928.0
2018-12-14,1520,1520,1470,1470,49701,27931.0,19000928.0
2018-12-17,1465,1465,1415,1435,40961,27266.0,19000928.0
2018-12-18,1435,1450,1405,1425,30963,27076.0,19000928.0
2018-12-19,1450,1450,1400,1425,17855,27076.0,19000928.0
2018-12-20,1435,1445,1400,1445,31302,27456.0,19000928.0
2018-12-21,1430,1470,1415,1440,3486,27361.0,19000928.0
2018-12-24,1415,1460,1395,1415,10141,26886.0,19000928.0
2018-12-26,1415,1435,1325,1365,52583,25936.0,19000928.0
2018-12-27,1380,1400,1325,1340,38855,25461.0,19000928.0
2018-12-28,1370,1415,1320,1390,54420,26411.0,19000928.0
2019-01-02,1410,1450,1380,1380,58317,26221.0,19000928.0
2019-01-03,1400,1420,1360,1410,12003,26791.0,19000928.0
2019-01-04,1440,1440,1355,1400,13811,26601.0,19000928.0
2019-01-07,1445,1445,1360,1400,30081,26601.0,19000928.0
2019-01-08,1425,1435,1390,1410,47680,26791.0,19000928.0
2019-01-09,1450,1460,1400,1455,89074,27646.0,19000928.0
2019-01-10,1510,1870,1455,1720,10162582,32682.0,19000928.0
2019-01-11,1825,1925,1600,1645,2674590,31257.0,19000928.0
2019-01-14,1645,1765,1600,1710,606326,32492.0,19000928.0
2019-01-15,1705,1780,1665,1760,750032,33442.0,19000928.0
2019-01-16,1730,1790,1730,1785,259391,33917.0,19000928.0
2019-01-17,1800,1800,1745,1795,159028,34107.0,19000928.0
2019-01-18,1780,1860,1780,1835,286240,34867.0,19000928.0
2019-01-21,1855,1925,1825,1900,353257,36102.0,19000928.0
2019-01-22,1935,1945,1890,1905,203808,36197.0,19000928.0
2019-01-23,1925,1925,1780,1815,211500,34487.0,19000928.0
2019-01-24,1810,1890,1810,1820,114387,34582.0,19000928.0
2019-01-25,1870,1950,1820,1825,376621,34677.0,19000928.0
2019-01-28,1825,1860,1800,1840,193286,34962.0,19000928.0
2019-01-29,1850,1920,1840,1915,232649,36387.0,19000928.0
2019-01-30,1890,2060,1865,1900,327830,36102.0,19000928.0
2019-01-31,1910,1935,1760,1820,484410,34582.0,19000928.0
2019-02-01,1870,1870,1700,1805,73701,34297.0,19000928.0
2019-02-07,1850,1850,1800,1825,111510,34677.0,19000928.0
2019-02-08,1830,1850,1800,1835,103818,34867.0,19000928.0
2019-02-11,1835,1835,1800,1820,55310,34582.0,19000928.0
2019-02-12,1820,1820,1785,1785,32208,33917.0,19000928.0
2019-02-13,1800,1825,1760,1825,227279,34677.0,19000928.0
2019-02-14,1840,1865,1800,1865,35475,35437.0,19000928.0
2019-02-15,1890,2365,1855,1925,2326491,36577.0,19000928.0
2019-02-18,2000,2275,1950,2070,2890183,39332.0,19000928.0
2019-02-19,2045,2095,1995,2055,583969,39047.0,19000928.0
2019-02-20,2040,2120,2020,2020,444910,38382.0,19000928.0
2019-02-21,2040,2085,1990,2010,203837,38192.0,19000928.0
2019-02-22,2010,2045,1995,1995,144367,37907.0,19000928.0
2019-02-25,1990,2030,1965,1995,118475,37907.0,19000928.0
2019-02-26,2010,2010,1945,1985,179471,37717.0,19000928.0
2019-02-27,1980,2015,1950,1990,91931,37812.0,19000928.0
2019-02-28,1990,2090,1945,1960,164687,37242.0,19000928.0
2019-03-04,1980,2030,1965,1995,88264,37907.0,19000928.0
2019-03-05,2025,2025,1950,2000,58034,38002.0,19000928.0
2019-03-06,2000,2000,1950,1965,36524,37337.0,19000928.0
2019-03-07,1955,2010,1930,2010,121819,38192.0,19000928.0
2019-03-08,2010,2010,1915,1970,52247,37432.0,19000928.0
2019-03-11,1970,1980,1905,1905,59826,36197.0,19000928.0
2019-03-12,1980,1980,1865,1910,86546,36292.0,19000928.0
2019-03-13,1910,1940,1865,1935,59812,36767.0,19000928.0
2019-03-14,1930,1950,1920,1930,24109,36672.0,19000928.0
2019-03-15,1970,1970,1885,1925,66062,36577.0,19000928.0
2019-03-18,1900,1940,1890,1915,56640,36387.0,19000928.0
2019-03-19,1980,1980,1900,1920,56835,36482.0,19000928.0
2019-03-20,1945,2000,1890,2000,39932,38002.0,19000928.0
2019-03-21,2000,2000,1920,1945,61164,36957.0,19000928.0
2019-03-22,1990,1990,1940,1960,35175,37242.0,19000928.0
2019-03-25,1850,1850,1375,1415,6854138,26886.0,19000928.0
2019-03-26,1475,1500,1375,1380,1252389,26221.0,19000928.0
2019-03-27,1385,1420,1340,1355,356470,25746.0,19000928.0
2019-03-28,1350,1430,1350,1360,556807,25841.0,19000928.0
2019-03-29,1345,1385,1280,1350,489281,25651.0,19000928.0
2019-04-01,1355,1405,1310,1395,228539,26506.0,19000928.0
2019-04-02,1400,1405,1355,1370,136722,26031.0,19000928.0
2019-04-03,1405,1405,1360,1400,160644,26601.0,19000928.0
2019-04-04,1400,1500,1375,1455,645561,27646.0,19000928.0
2019-04-05,1470,1490,1445,1465,256875,27836.0,19000928.0
2019-04-08,1490,1515,1440,1445,326426,27456.0,19000928.0
2019-04-09,1450,1475,1430,1430,121749,27171.0,19000928.0
2019-04-10,1445,1485,1410,1470,271265,27931.0,19000928.0
2019-04-11,1460,1510,1455,1500,170715,28501.0,19000928.0
2019-04-12,1495,1575,1490,1545,462126,29356.0,19000928.0
2019-04-15,1565,1670,1525,1670,458906,31732.0,19000928.0
2019-04-16,1670,1700,1570,1620,441991,30782.0,19000928.0
2019-04-17,1595,1655,1565,1610,163457,30591.0,19000928.0
2019-04-18,1610,1665,1550,1560,139640,29641.0,19000928.0
2019-04-19,1570,1595,1545,1580,66986,30021.0,19000928.0
2019-04-22,1560,1615,1560,1580,68854,30021.0,19000928.0
2019-04-23,0,0,0,1580,0,30021.0,19000928.0
2019-04-24,1600,1615,1530,1610,175829,30591.0,19000928.0
2019-04-25,1635,1705,1580,1680,339806,31922.0,19000928.0
2019-04-26,1680,1695,1630,1690,101836,32112.0,19000928.0
2019-04-29,1690,1725,1650,1720,119995,32682.0,19000928.0
2019-04-30,1730,1730,1680,1690,134764,32112.0,19000928.0
2019-05-02,1690,1700,1615,1650,218696,31352.0,19000928.0
2019-05-03,1650,1705,1630,1705,142943,32397.0,19000928.0
2019-05-07,1725,1730,1630,1725,114525,32777.0,19000928.0
2019-05-08,1685,1830,1685,1770,323146,33632.0,19000928.0
2019-05-09,1725,1790,1715,1740,177731,33062.0,19000928.0
2019-05-10,1740,1775,1690,1735,88701,32967.0,19000928.0
2019-05-13,1780,1895,1760,1810,372825,34392.0,19000928.0
2019-05-14,1830,1830,1715,1820,174093,34582.0,19000928.0
2019-05-15,1875,1875,1785,1820,109572,34582.0,19000928.0
2019-05-16,1820,1820,1765,1800,119763,34202.0,19000928.0
2019-05-17,1895,1895,1735,1755,105988,33347.0,19000928.0
2019-05-20,1840,1840,1765,1795,129007,34107.0,19000928.0
2019-05-21,1845,1845,1740,1770,40066,33632.0,19000928.0
2019-05-22,1760,1780,1660,1695,127197,32207.0,19000928.0
2019-05-23,1725,1725,1610,1610,75831,30591.0,19000928.0
2019-05-24,1605,1630,1525,1565,139911,29736.0,19000928.0
2019-05-27,1620,1620,1545,1575,55433,29926.0,19000928.0
2019-05-28,1650,1650,1560,1580,57185,30021.0,19000928.0
2019-05-29,1615,1615,1545,1565,16478,29736.0,19000928.0
2019-05-30,1600,1600,1545,1555,16341,29546.0,19000928.0
2019-05-31,1595,1595,1530,1545,34940,29356.0,19000928.0
2019-06-03,1585,1585,1515,1540,29217,29261.0,19000928.0
2019-06-04,1600,1600,1515,1535,71965,29166.0,19000928.0
2019-06-05,1590,1650,1535,1540,74004,29261.0,19000928.0
2019-06-07,1540,1570,1540,1570,26534,29831.0,19000928.0
2019-06-10,1630,1630,1560,1570,27125,29831.0,19000928.0
2019-06-11,1600,1600,1540,1560,99224,29641.0,19000928.0
2019-06-12,1570,1590,1525,1540,97826,29261.0,19000928.0
2019-06-13,1580,1580,1525,1565,61823,29736.0,19000928.0
2019-06-14,1565,1580,1520,1540,40418,29261.0,19000928.0
