이즈미디어(181340),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-04-19,9730,9750,9450,9700,215068,68337.0,7045100.0
2019-04-22,9690,9690,9290,9360,160950,65942.0,7045100.0
2019-04-23,9360,9790,9100,9720,345198,68478.0,7045100.0
2019-04-24,9680,9800,9230,9300,174061,65519.0,7045100.0
2019-04-25,9380,9450,9100,9220,94696,64956.0,7045100.0
2019-04-26,9020,9220,8710,9060,204358,63829.0,7045100.0
2019-04-29,9200,9200,8860,9150,57753,64463.0,7045100.0
2019-04-30,9150,9190,8900,9100,60593,64110.0,7045100.0
2019-05-02,9100,9270,8940,9270,55355,65308.0,7045100.0
2019-05-03,9260,9440,9180,9330,69368,65731.0,7045100.0
2019-05-07,9180,9180,8780,9000,119155,63406.0,7045100.0
2019-05-08,8910,9040,8760,8840,69116,62279.0,7045100.0
2019-05-09,8880,8880,8250,8450,174208,59531.0,7045100.0
2019-05-10,8400,8980,8290,8940,117140,62983.0,7045100.0
2019-05-13,8810,8970,8200,8270,112112,58263.0,7045100.0
2019-05-14,7930,8400,7900,8210,105949,57840.0,7045100.0
2019-05-15,8400,8750,8220,8600,83192,60588.0,7045100.0
2019-05-16,8300,8330,7590,7670,354196,54036.0,7045100.0
2019-05-17,7590,7940,7240,7560,221171,53261.0,7045100.0
2019-05-20,7560,7970,7560,7690,112944,54177.0,7045100.0
2019-05-21,7690,8450,7680,8100,155829,57065.0,7045100.0
2019-05-22,8100,8570,8040,8420,139492,59320.0,7045100.0
2019-05-23,8490,8520,7690,7830,215824,55163.0,7045100.0
2019-05-24,7740,7910,7610,7840,55220,55234.0,7045100.0
2019-05-27,7710,7840,7520,7640,48431,53825.0,7045100.0
2019-05-28,7560,7840,7400,7830,51388,55163.0,7045100.0
2019-05-29,7790,7820,7470,7560,27769,53261.0,7045100.0
2019-05-30,7560,7720,7390,7600,66828,53543.0,7045100.0
2019-05-31,7590,7750,7450,7530,30493,53050.0,7045100.0
2019-06-03,7540,7660,7400,7600,56395,53543.0,7045100.0
2019-06-04,7600,8280,7510,8240,170051,58052.0,7045100.0
2019-06-05,8370,9340,8260,8740,970398,61574.0,7045100.0
2019-06-07,8700,9080,8630,8910,239091,62772.0,7045100.0
2019-06-10,8970,8970,8080,8280,320679,58333.0,7045100.0
2019-06-11,8230,8360,8000,8030,149006,56572.0,7045100.0
2019-06-12,8040,8120,7670,7880,175898,55515.0,7045100.0
2019-06-13,7800,7880,7710,7850,57602,55304.0,7045100.0
2019-06-14,7850,7880,7160,7260,220681,51147.0,7045100.0
2019-06-17,7260,7370,7190,7280,63404,51288.0,7045100.0
2019-06-18,7280,7330,7000,7280,193112,51288.0,7045100.0
2019-06-19,7300,7390,6870,7010,188177,49386.0,7045100.0
2019-06-20,7000,7380,6900,7230,128723,50936.0,7045100.0
2019-06-21,7230,7450,7140,7230,88562,50936.0,7045100.0
2019-06-24,7270,7280,6960,6960,52464,49034.0,7045100.0
2019-06-25,6900,7030,6690,6820,74249,48048.0,7045100.0
2019-06-26,6740,6870,6670,6780,58014,47766.0,7045100.0
2019-06-27,6700,6990,6700,6870,54976,48400.0,7045100.0
2019-06-28,6900,6900,6710,6840,43823,48188.0,7045100.0
2019-07-01,6760,7070,6760,6900,62942,48611.0,7045100.0
2019-07-02,6990,7240,6900,7190,78426,50654.0,7045100.0
2019-07-03,7150,7210,7000,7060,51077,49738.0,7045100.0
2019-07-04,7070,7140,6810,6900,35553,48611.0,7045100.0
2019-07-05,6960,6960,6550,6750,97148,47554.0,7045100.0
2019-07-08,6730,6730,6120,6260,197954,44102.0,7045100.0
2019-07-09,6260,6350,6130,6280,97253,44243.0,7045100.0
2019-07-10,6260,6530,6260,6500,111138,45793.0,7045100.0
2019-07-11,6480,6550,6300,6500,76376,45793.0,7045100.0
2019-07-12,6450,6830,6420,6750,78166,47554.0,7045100.0
2019-07-15,6730,6810,6400,6500,37372,45793.0,7045100.0
2019-07-16,6460,6670,6450,6540,22815,46075.0,7045100.0
2019-07-17,6500,6550,6260,6450,17995,45441.0,7045100.0
2019-07-18,6450,6450,6150,6450,21180,45441.0,7045100.0
2019-07-19,6420,6640,6420,6540,11848,46075.0,7045100.0
2019-07-22,6470,7140,6470,7070,274964,49809.0,7045100.0
2019-07-23,7030,7110,6430,6610,191307,46568.0,7045100.0
2019-07-24,6560,6640,5970,6160,251533,43398.0,7045100.0
2019-07-25,6120,6220,5880,6060,45419,42693.0,7045100.0
2019-07-26,5920,6090,5850,5850,51247,41214.0,7045100.0
2019-07-29,5930,5950,5450,5710,86646,40228.0,7045100.0
2019-07-30,5710,6010,5710,5970,23180,42059.0,7045100.0
2019-07-31,6000,6000,5640,5860,65931,41284.0,7045100.0
2019-08-01,5850,5950,5750,5850,38873,41214.0,7045100.0
2019-08-02,5830,5860,5550,5800,51528,40862.0,7045100.0
2019-08-05,5800,5800,5080,5190,163264,36564.0,7045100.0
2019-08-06,5160,5510,4880,5100,78485,35930.0,7045100.0
2019-08-07,5360,5370,4950,5080,75047,35789.0,7045100.0
2019-08-08,5140,5450,5140,5450,62254,38396.0,7045100.0
2019-08-09,5500,5700,5270,5380,28014,37903.0,7045100.0
2019-08-12,5380,5450,5140,5240,160904,36916.0,7045100.0
2019-08-13,5250,5360,5040,5100,107293,35930.0,7045100.0
2019-08-14,5370,5690,5280,5440,258018,38325.0,7045100.0
2019-08-16,5340,5340,5130,5330,230916,37550.0,7045100.0
2019-08-19,5650,6060,5430,5480,736552,38607.0,7045100.0
2019-08-20,5570,5670,5450,5600,138605,39453.0,7045100.0
2019-08-21,5660,5820,5590,5710,122478,40228.0,7045100.0
2019-08-22,5750,5770,5530,5550,123146,39100.0,7045100.0
2019-08-23,5500,5580,5430,5490,115694,38678.0,7045100.0
2019-08-26,5380,5430,5100,5120,102837,36071.0,7045100.0
2019-08-27,5210,5350,5120,5120,100936,36071.0,7045100.0
2019-08-28,5140,5330,5140,5330,104649,37550.0,7045100.0
2019-08-29,5440,5440,5130,5170,68976,36423.0,7045100.0
2019-08-30,5240,5620,5210,5520,215524,38889.0,7045100.0
2019-09-02,5520,5720,5490,5650,122716,39805.0,7045100.0
2019-09-03,5700,5740,5540,5550,52894,39100.0,7045100.0
2019-09-04,5540,5750,5500,5750,71834,40509.0,7045100.0
2019-09-05,5770,5800,5590,5730,103111,40368.0,7045100.0
2019-09-06,5770,5880,5730,5770,81559,40650.0,7045100.0
2019-09-09,5770,5900,5600,5610,81252,39523.0,7045100.0
2019-09-10,5600,5770,5590,5610,25581,39523.0,7045100.0
2019-09-11,5640,5700,5550,5650,30247,39805.0,7045100.0
2019-09-16,5730,5760,5620,5740,41390,40439.0,7045100.0
2019-09-17,5740,6310,5680,5880,404684,41425.0,7045100.0
2019-09-18,5860,5920,5710,5870,82077,41355.0,7045100.0
2019-09-19,5910,6250,5910,6020,308495,42412.0,7045100.0
2019-09-20,6010,6130,5940,6020,92611,42412.0,7045100.0
2019-09-23,6020,6040,5850,5940,87235,41848.0,7045100.0
2019-09-24,5950,6060,5940,6000,43048,42271.0,7045100.0
2019-09-25,5950,6020,5780,5880,68896,41425.0,7045100.0
2019-09-26,5880,5970,5680,5780,53983,40721.0,7045100.0
2019-09-27,5780,5790,5700,5770,13897,40650.0,7045100.0
2019-09-30,5780,5850,5630,5810,27503,40932.0,7045100.0
2019-10-01,5840,5840,5690,5820,26899,41002.0,7045100.0
2019-10-02,5780,5820,5690,5770,31343,40650.0,7045100.0
2019-10-04,5710,5760,5550,5700,34144,40157.0,7045100.0
2019-10-07,5700,5720,5440,5550,58395,39100.0,7045100.0
