에이테크솔루션(071670),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-12-16,20400,21700,20400,21250,548259,212500.0,10000000.0
2010-12-17,21250,21850,21000,21400,210453,214000.0,10000000.0
2010-12-20,20900,21100,20350,20550,211474,205500.0,10000000.0
2010-12-21,20800,21200,20600,20700,166664,207000.0,10000000.0
2010-12-22,20650,20850,20200,20200,147825,202000.0,10000000.0
2010-12-23,20250,20400,19650,20000,120299,200000.0,10000000.0
2010-12-24,19950,20650,19900,20200,76141,202000.0,10000000.0
2010-12-27,20450,20450,19350,19500,104814,195000.0,10000000.0
2010-12-28,19400,20050,19400,19950,68393,199500.0,10000000.0
2010-12-29,20000,20650,19900,20650,89540,206500.0,10000000.0
2010-12-30,20650,21050,20450,21000,125446,210000.0,10000000.0
2011-01-03,21050,21300,20800,20950,158950,209500.0,10000000.0
2011-01-04,21250,21750,21100,21550,310487,215500.0,10000000.0
2011-01-05,21500,21800,21050,21500,179958,215000.0,10000000.0
2011-01-06,21950,23450,21700,22400,677304,224000.0,10000000.0
2011-01-07,22450,22850,21850,21900,262510,219000.0,10000000.0
2011-01-10,22050,22150,21400,21500,143033,215000.0,10000000.0
2011-01-11,21500,21700,21250,21400,124473,214000.0,10000000.0
2011-01-12,21500,21550,20650,20800,348239,208000.0,10000000.0
2011-01-13,20900,21050,20700,21000,161676,210000.0,10000000.0
2011-01-14,21250,21450,21050,21400,164283,214000.0,10000000.0
2011-01-17,21650,21650,20850,20850,143089,208500.0,10000000.0
2011-01-18,20450,21100,20400,20650,118643,206500.0,10000000.0
2011-01-19,20650,21000,20450,20800,98599,208000.0,10000000.0
2011-01-20,20600,20650,20200,20250,145997,202500.0,10000000.0
2011-01-21,20250,20350,19550,19650,123813,196500.0,10000000.0
2011-01-24,19550,19950,19500,19900,71904,199000.0,10000000.0
2011-01-25,20000,20100,19450,19500,148314,195000.0,10000000.0
2011-01-26,19450,19700,19300,19400,123990,194000.0,10000000.0
2011-01-27,19450,19600,19150,19350,123048,193500.0,10000000.0
2011-01-28,19350,19600,19000,19050,97847,190500.0,10000000.0
2011-01-31,18800,18800,18400,18400,131698,184000.0,10000000.0
2011-02-01,18450,19050,18350,18500,140425,185000.0,10000000.0
2011-02-07,18900,19150,18650,18800,80432,188000.0,10000000.0
2011-02-08,18900,19100,18600,18800,98089,188000.0,10000000.0
2011-02-09,18800,19000,18500,18650,63940,186500.0,10000000.0
2011-02-10,18500,18750,18450,18450,62987,184500.0,10000000.0
2011-02-11,18400,18600,17900,18050,102895,180500.0,10000000.0
2011-02-14,18150,18400,17500,17800,95243,178000.0,10000000.0
2011-02-15,17550,18050,17350,17600,105401,176000.0,10000000.0
2011-02-16,17650,18300,17450,18250,127704,182500.0,10000000.0
2011-02-17,18300,18750,17500,17500,170021,175000.0,10000000.0
2011-02-18,17550,18050,17400,17850,74928,178500.0,10000000.0
2011-02-21,17850,18000,17400,17600,104869,176000.0,10000000.0
2011-02-22,17300,18400,17300,18050,270932,180500.0,10000000.0
2011-02-23,17800,18700,17650,18650,209108,186500.0,10000000.0
2011-02-24,18750,19000,18500,18700,153559,187000.0,10000000.0
2011-02-25,18600,18900,18100,18850,128623,188500.0,10000000.0
2011-02-28,19050,19050,17950,17950,102874,179500.0,10000000.0
2011-03-02,17700,18200,17600,17700,43479,177000.0,10000000.0
2011-03-03,17700,18100,17700,18100,42501,181000.0,10000000.0
2011-03-04,18400,18400,17850,18000,44116,180000.0,10000000.0
2011-03-07,18000,18100,17700,17700,49712,177000.0,10000000.0
2011-03-08,17700,18100,17550,18000,39372,180000.0,10000000.0
2011-03-09,18200,18250,17400,17500,146629,175000.0,10000000.0
2011-03-10,17400,17500,16500,16500,190094,165000.0,10000000.0
2011-03-11,16300,16800,16300,16600,87848,166000.0,10000000.0
2011-03-14,16050,16450,15400,15650,169510,156500.0,10000000.0
2011-03-15,15300,15900,14050,14600,249107,146000.0,10000000.0
2011-03-16,14600,14900,14000,14550,214040,145500.0,10000000.0
2011-03-17,14300,15250,14000,15100,190056,151000.0,10000000.0
2011-03-18,15200,15300,14750,15050,173932,150500.0,10000000.0
2011-03-21,15150,16250,15150,16100,158439,161000.0,10000000.0
2011-03-22,16100,16400,15850,16200,77021,162000.0,10000000.0
2011-03-23,16250,16550,15800,16400,76379,164000.0,10000000.0
2011-03-24,16200,17000,16200,16800,117956,168000.0,10000000.0
2011-03-25,16850,16950,16500,16850,75189,168500.0,10000000.0
2011-03-28,16800,16950,16650,16800,39501,168000.0,10000000.0
2011-03-29,16800,16800,16500,16500,42580,165000.0,10000000.0
2011-03-30,16700,17000,16250,16950,64161,169500.0,10000000.0
2011-03-31,17000,17750,17000,17650,112213,176500.0,10000000.0
2011-04-01,17800,17800,17400,17500,47578,175000.0,10000000.0
2011-04-04,17500,17750,17150,17150,119423,171500.0,10000000.0
2011-04-05,17000,17300,16900,17100,59207,171000.0,10000000.0
2011-04-06,17100,17450,16900,17050,44046,170500.0,10000000.0
2011-04-07,17000,17100,16700,16700,47948,167000.0,10000000.0
2011-04-08,16700,16900,16550,16750,35748,167500.0,10000000.0
2011-04-11,16650,16850,16450,16500,66997,165000.0,10000000.0
2011-04-12,17000,17250,16750,16950,101679,169500.0,10000000.0
2011-04-13,16950,17350,16500,16700,68870,167000.0,10000000.0
2011-04-14,16600,17050,16550,16600,58603,166000.0,10000000.0
2011-04-15,16600,16850,16400,16500,63232,165000.0,10000000.0
2011-04-18,16550,16650,15750,16100,103261,161000.0,10000000.0
2011-04-19,15900,16100,15700,15900,73078,159000.0,10000000.0
2011-04-20,16000,17650,15850,17650,255311,176500.0,10000000.0
2011-04-21,18250,19400,18200,18300,841760,183000.0,10000000.0
2011-04-22,18200,18200,17300,17650,254311,176500.0,10000000.0
2011-04-25,17450,18050,17350,17350,107653,173500.0,10000000.0
2011-04-26,17300,17300,16350,16350,158922,163500.0,10000000.0
2011-04-27,16600,16900,16350,16500,84638,165000.0,10000000.0
2011-04-28,16550,17000,16050,16350,112150,163500.0,10000000.0
2011-04-29,16400,16400,15550,15650,100030,156500.0,10000000.0
2011-05-02,15650,16250,15650,16100,65859,161000.0,10000000.0
2011-05-03,15950,16150,15650,15750,55626,157500.0,10000000.0
2011-05-04,15750,15950,15650,15750,36425,157500.0,10000000.0
2011-05-06,15700,16250,15700,15950,70028,159500.0,10000000.0
2011-05-09,16050,16200,15850,15850,26579,158500.0,10000000.0
2011-05-11,15850,16000,15600,15800,40157,158000.0,10000000.0
2011-05-12,15550,15800,15350,15700,44420,157000.0,10000000.0
2011-05-13,15800,16600,15600,16250,127908,162500.0,10000000.0
2011-05-16,16350,16400,15800,15950,95237,159500.0,10000000.0
2011-05-17,15800,16000,15400,15700,47659,157000.0,10000000.0
2011-05-18,15700,15900,15550,15700,37396,157000.0,10000000.0
2011-05-19,15750,15800,14700,14700,90163,147000.0,10000000.0
2011-05-20,14700,15450,14650,15000,50163,150000.0,10000000.0
2011-05-23,14800,15100,14500,14500,42670,145000.0,10000000.0
2011-05-24,14200,14750,14200,14550,35268,145500.0,10000000.0
2011-05-25,14500,14800,14150,14250,35593,142500.0,10000000.0
2011-05-26,14350,14600,14250,14550,53957,145500.0,10000000.0
2011-05-27,14650,14850,14450,14450,31639,144500.0,10000000.0
2011-05-30,14450,14950,14450,14900,43037,149000.0,10000000.0
2011-05-31,14700,14950,14600,14900,37091,149000.0,10000000.0
2011-06-01,15000,15150,14750,14900,31990,149000.0,10000000.0
2011-06-02,14400,14700,14250,14250,32666,142500.0,10000000.0
2011-06-03,14300,14550,14150,14350,51716,143500.0,10000000.0
2011-06-07,14600,14800,14350,14350,30017,143500.0,10000000.0
2011-06-08,14300,14650,14050,14100,42011,141000.0,10000000.0
2011-06-09,14200,14700,14200,14400,37046,144000.0,10000000.0
2011-06-10,14500,14850,14250,14250,30698,142500.0,10000000.0
2011-06-13,14150,14200,13350,13600,52269,136000.0,10000000.0
2011-06-14,13300,13950,13300,13650,41609,136500.0,10000000.0
2011-06-15,13650,13750,13300,13700,53970,137000.0,10000000.0
2011-06-16,13400,13750,13300,13400,42926,134000.0,10000000.0
2011-06-17,13550,13600,13150,13300,46000,133000.0,10000000.0
2011-06-20,13300,13450,12800,12950,56679,129500.0,10000000.0
2011-06-21,12900,13500,12900,13450,53639,134500.0,10000000.0
2011-06-22,13600,13750,13450,13650,38356,136500.0,10000000.0
2011-06-23,13500,13850,13400,13550,24775,135500.0,10000000.0
2011-06-24,13500,14400,13500,14400,78416,144000.0,10000000.0
2011-06-27,14300,14450,14000,14350,34463,143500.0,10000000.0
2011-06-28,14400,14700,14150,14400,38033,144000.0,10000000.0
2011-06-29,14800,14800,14400,14500,26593,145000.0,10000000.0
2011-06-30,14600,14950,14300,14800,56750,148000.0,10000000.0
2011-07-01,14800,15400,14800,14950,71635,149500.0,10000000.0
2011-07-04,15150,15800,15150,15450,65593,154500.0,10000000.0
2011-07-05,15450,15650,15150,15550,37721,155500.0,10000000.0
2011-07-06,15600,15600,15100,15300,37372,153000.0,10000000.0
2011-07-07,15500,15500,15100,15250,32874,152500.0,10000000.0
2011-07-08,15300,15450,15100,15350,28601,153500.0,10000000.0
2011-07-11,15150,15300,15050,15150,33423,151500.0,10000000.0
2011-07-12,14850,15000,14550,14700,32807,147000.0,10000000.0
2011-07-13,14700,14850,14600,14800,46365,148000.0,10000000.0
2011-07-14,14950,15450,14600,15450,94576,154500.0,10000000.0
2011-07-15,15550,15950,15500,15650,86374,156500.0,10000000.0
2011-07-18,15600,15900,15450,15900,76048,159000.0,10000000.0
2011-07-19,15900,16050,15700,16000,68151,160000.0,10000000.0
2011-07-20,16250,16450,15700,15700,75817,157000.0,10000000.0
2011-07-21,15550,15700,15150,15150,73980,151500.0,10000000.0
2011-07-22,15150,15400,15000,15250,73235,152500.0,10000000.0
2011-07-25,15250,15250,14550,14550,79996,145500.0,10000000.0
2011-07-26,14500,14750,14450,14550,41869,145500.0,10000000.0
2011-07-27,14550,14650,14050,14200,119294,142000.0,10000000.0
2011-07-28,13950,14100,13750,14050,91029,140500.0,10000000.0
2011-07-29,14000,14150,13550,13650,66731,136500.0,10000000.0
2011-08-01,13950,14100,13650,14000,82809,140000.0,10000000.0
2011-08-02,13850,14100,13500,13750,86840,137500.0,10000000.0
2011-08-03,13500,13500,13150,13200,72805,132000.0,10000000.0
2011-08-04,13100,13350,13000,13050,73031,130500.0,10000000.0
2011-08-05,11450,12300,11450,11800,124394,118000.0,10000000.0
2011-08-08,11250,11700,10200,10550,103894,105500.0,10000000.0
2011-08-09,9200,9900,9000,9720,216378,97200.0,10000000.0
2011-08-10,10400,10700,9950,10200,179251,102000.0,10000000.0
2011-08-11,9500,10550,9500,10450,74465,104500.0,10000000.0
2011-08-12,10900,11050,10100,10100,103985,101000.0,10000000.0
2011-08-16,10600,10950,10500,10650,113225,106500.0,10000000.0
2011-08-17,10700,11700,10600,11500,156518,115000.0,10000000.0
2011-08-18,11500,11950,10700,10950,128375,109500.0,10000000.0
2011-08-19,10300,10550,9620,9830,108007,98300.0,10000000.0
2011-08-22,9630,10200,9570,9710,67000,97100.0,10000000.0
2011-08-23,9820,10350,9800,10250,65605,102500.0,10000000.0
2011-08-24,10400,10500,9870,10050,55648,100500.0,10000000.0
2011-08-25,10300,10500,9900,9960,47019,99600.0,10000000.0
2011-08-26,9850,10250,9850,9980,32905,99800.0,10000000.0
2011-08-29,10250,10500,10000,10450,65101,104500.0,10000000.0
2011-08-30,10600,10950,10400,10600,66568,106000.0,10000000.0
2011-08-31,10550,10700,10450,10700,31031,107000.0,10000000.0
2011-09-01,10800,11150,10500,10700,112553,107000.0,10000000.0
2011-09-02,10750,10750,10500,10700,30865,107000.0,10000000.0
2011-09-05,10500,10600,10050,10400,49305,104000.0,10000000.0
2011-09-06,10050,10250,9950,10100,38436,101000.0,10000000.0
2011-09-07,10200,10500,10100,10300,38426,103000.0,10000000.0
2011-09-08,10500,10600,10050,10050,42222,100500.0,10000000.0
2011-09-09,10000,10250,10000,10150,40299,101500.0,10000000.0
2011-09-14,10150,10150,9600,9700,37294,97000.0,10000000.0
2011-09-15,10000,10100,9600,9840,24112,98400.0,10000000.0
2011-09-16,9950,10250,9840,10200,59469,102000.0,10000000.0
2011-09-19,10300,10450,9880,9900,43824,99000.0,10000000.0
2011-09-20,9800,10100,9700,9890,24714,98900.0,10000000.0
2011-09-21,10000,10250,9900,10200,56827,102000.0,10000000.0
2011-09-22,9900,10000,9740,9800,49805,98000.0,10000000.0
2011-09-23,9500,9600,9000,9020,53744,90200.0,10000000.0
2011-09-26,9080,9150,7890,8000,115522,80000.0,10000000.0
2011-09-27,8100,8490,8090,8350,64936,83500.0,10000000.0
2011-09-28,8360,8450,8240,8290,47223,82900.0,10000000.0
2011-09-29,8290,8780,8070,8700,39474,87000.0,10000000.0
2011-09-30,8710,9190,8710,9110,39549,91100.0,10000000.0
2011-10-04,8250,8900,8250,8870,24476,88700.0,10000000.0
2011-10-05,8900,8920,8300,8370,24317,83700.0,10000000.0
2011-10-06,8990,9200,8600,8660,22220,86600.0,10000000.0
2011-10-07,8800,9170,8800,8950,30069,89500.0,10000000.0
2011-10-10,9000,9240,8960,9210,36918,92100.0,10000000.0
2011-10-11,9400,9400,8910,9000,77986,90000.0,10000000.0
2011-10-12,9000,9330,8910,9300,44572,93000.0,10000000.0
2011-10-13,9400,9750,9300,9400,59890,94000.0,10000000.0
2011-10-14,9500,9500,9120,9350,23095,93500.0,10000000.0
2011-10-17,9700,9700,9300,9400,53624,94000.0,10000000.0
2011-10-18,9140,9220,9050,9160,51613,91600.0,10000000.0
2011-10-19,9210,9640,9110,9540,60435,95400.0,10000000.0
2011-10-20,9540,10100,9310,9400,143212,94000.0,10000000.0
2011-10-21,9470,9890,9450,9790,42494,97900.0,10000000.0
2011-10-24,9900,10400,9860,10200,126169,102000.0,10000000.0
2011-10-25,10400,10600,10000,10200,101098,102000.0,10000000.0
2011-10-26,9950,10100,9750,9970,69282,99700.0,10000000.0
2011-10-27,10100,10700,10100,10500,137081,105000.0,10000000.0
2011-10-28,10850,10850,10200,10300,111712,103000.0,10000000.0
2011-10-31,10400,10450,9980,10100,70275,101000.0,10000000.0
2011-11-01,9860,10200,9860,10050,48639,100500.0,10000000.0
2011-11-02,9740,10050,9660,10050,51452,100500.0,10000000.0
2011-11-03,10050,10250,9720,9720,55777,97200.0,10000000.0
2011-11-04,9950,10400,9920,10250,92130,102500.0,10000000.0
2011-11-07,10350,11600,10200,11500,390602,115000.0,10000000.0
2011-11-08,11900,11950,10950,10950,256744,109500.0,10000000.0
2011-11-09,11150,11200,10700,11000,91235,110000.0,10000000.0
2011-11-10,10350,10500,9910,9910,153881,99100.0,10000000.0
2011-11-11,10150,10350,9950,10250,107056,102500.0,10000000.0
2011-11-14,10400,10550,10300,10350,83142,103500.0,10000000.0
2011-11-15,10200,10300,9960,9980,67230,99800.0,10000000.0
2011-11-16,10200,10250,9850,9860,92755,98600.0,10000000.0
2011-11-17,9970,10050,9750,10050,37076,100500.0,10000000.0
2011-11-18,9830,9990,9750,9810,53185,98100.0,10000000.0
2011-11-21,9700,9830,9440,9630,51586,96300.0,10000000.0
2011-11-22,9360,9750,9360,9620,39764,96200.0,10000000.0
2011-11-23,9570,9640,9180,9190,40640,91900.0,10000000.0
2011-11-24,9010,9190,9010,9040,44602,90400.0,10000000.0
2011-11-25,9020,9170,8600,8980,73997,89800.0,10000000.0
2011-11-28,8970,9200,8970,9200,24798,92000.0,10000000.0
2011-11-29,9340,9640,9290,9540,38380,95400.0,10000000.0
2011-11-30,9640,9640,9050,9050,62324,90500.0,10000000.0
2011-12-01,9480,9480,9300,9410,43843,94100.0,10000000.0
2011-12-02,9500,9500,9270,9390,40752,93900.0,10000000.0
2011-12-05,9420,9470,9330,9370,25229,93700.0,10000000.0
2011-12-06,9370,9460,9170,9200,27099,92000.0,10000000.0
2011-12-07,9260,9580,9230,9540,44855,95400.0,10000000.0
2011-12-08,9540,9540,9000,9380,26826,93800.0,10000000.0
2011-12-09,9360,9380,9200,9300,30490,93000.0,10000000.0
2011-12-12,9400,10300,9360,10300,125677,103000.0,10000000.0
2011-12-13,9950,10600,9950,10250,167436,102500.0,10000000.0
2011-12-14,10400,10450,9970,10000,74034,100000.0,10000000.0
2011-12-15,9930,9990,9710,9770,29203,97700.0,10000000.0
2011-12-16,9850,9990,9600,9710,35629,97100.0,10000000.0
2011-12-19,9730,9870,8640,9230,137797,92300.0,10000000.0
2011-12-20,9250,9900,9250,9810,90414,98100.0,10000000.0
2011-12-21,10000,11250,10000,10900,917391,109000.0,10000000.0
2011-12-22,11000,11700,10950,11000,545038,110000.0,10000000.0
2011-12-23,11250,11450,10750,11000,169350,110000.0,10000000.0
2011-12-26,11250,11600,11150,11400,155150,114000.0,10000000.0
2011-12-27,11450,11450,10900,10950,122680,109500.0,10000000.0
2011-12-28,10950,11150,10750,11150,70928,111500.0,10000000.0
2011-12-29,11100,11250,10900,11200,65891,112000.0,10000000.0
2012-01-02,11450,11550,11050,11300,119608,113000.0,10000000.0
2012-01-03,11500,11750,11200,11750,258117,117500.0,10000000.0
2012-01-04,11750,11750,11300,11400,170243,114000.0,10000000.0
2012-01-05,11550,11900,11350,11400,145355,114000.0,10000000.0
2012-01-06,11450,11450,10700,10850,146083,108500.0,10000000.0
2012-01-09,10800,11400,10650,11350,138654,113500.0,10000000.0
2012-01-10,11400,12150,11400,11700,268349,117000.0,10000000.0
2012-01-11,11850,13400,11500,12750,642132,127500.0,10000000.0
2012-01-12,12950,13150,12400,12750,228258,127500.0,10000000.0
2012-01-13,12750,13600,12750,13300,399451,133000.0,10000000.0
2012-01-16,13200,13400,12800,13100,193170,131000.0,10000000.0
2012-01-17,13550,14800,13100,13100,1248938,131000.0,10000000.0
2012-01-18,13100,13100,12400,12400,354684,124000.0,10000000.0
2012-01-19,12550,13250,12500,12850,303385,128500.0,10000000.0
2012-01-20,12850,13100,12350,12350,147037,123500.0,10000000.0
2012-01-25,12300,12800,12250,12250,90418,122500.0,10000000.0
2012-01-26,12400,12850,12400,12600,86780,126000.0,10000000.0
2012-01-27,12600,12850,12500,12750,60058,127500.0,10000000.0
2012-01-30,12750,13050,12300,13050,143436,130500.0,10000000.0
2012-01-31,13350,13350,12800,13000,106199,130000.0,10000000.0
2012-02-01,13000,13000,12600,12850,110077,128500.0,10000000.0
2012-02-02,12950,12950,12600,12750,112240,127500.0,10000000.0
2012-02-03,12750,12800,12450,12500,99933,125000.0,10000000.0
2012-02-06,12400,12750,11750,11900,161975,119000.0,10000000.0
2012-02-07,12000,12100,11600,11750,114251,117500.0,10000000.0
2012-02-08,11800,12300,11800,11900,121837,119000.0,10000000.0
2012-02-09,12050,12200,11900,12100,65301,121000.0,10000000.0
2012-02-10,12150,12200,11950,12100,50339,121000.0,10000000.0
2012-02-13,12150,12150,11800,11800,98716,118000.0,10000000.0
2012-02-14,11900,11900,11500,11600,135823,116000.0,10000000.0
2012-02-15,11600,11750,11500,11600,65746,116000.0,10000000.0
2012-02-16,11600,12400,11600,12050,207937,120500.0,10000000.0
2012-02-17,12200,12300,11900,12050,111217,120500.0,10000000.0
2012-02-20,12200,12350,12000,12100,75816,121000.0,10000000.0
2012-02-21,12100,12350,12000,12200,112265,122000.0,10000000.0
2012-02-22,12350,12350,11700,11800,143223,118000.0,10000000.0
2012-02-23,11800,11800,11250,11350,179528,113500.0,10000000.0
2012-02-24,11350,11450,10850,11000,212171,110000.0,10000000.0
2012-02-27,11000,11050,10500,10600,170338,106000.0,10000000.0
2012-02-28,10450,11050,10450,10900,146435,109000.0,10000000.0
2012-02-29,10950,11050,10800,10900,68858,109000.0,10000000.0
2012-03-02,10900,11300,10900,11100,103930,111000.0,10000000.0
2012-03-05,11100,11150,10900,10950,47100,109500.0,10000000.0
2012-03-06,10950,11000,10550,10850,71754,108500.0,10000000.0
2012-03-07,10500,10850,10500,10750,58242,107500.0,10000000.0
2012-03-08,10750,11000,10750,10900,40483,109000.0,10000000.0
2012-03-09,10950,11050,10750,10850,35964,108500.0,10000000.0
2012-03-12,10850,10900,10650,10750,37384,107500.0,10000000.0
2012-03-13,10700,11050,10700,10900,77570,109000.0,10000000.0
2012-03-14,11000,11000,10750,10750,46451,107500.0,10000000.0
2012-03-15,10800,11000,10750,10800,52433,108000.0,10000000.0
2012-03-16,10950,11200,10900,11000,95561,110000.0,10000000.0
2012-03-19,11100,11600,11050,11550,207539,115500.0,10000000.0
2012-03-20,11500,11750,11250,11550,174164,115500.0,10000000.0
2012-03-21,11600,11800,11500,11700,94800,117000.0,10000000.0
2012-03-22,11600,11950,11500,11500,115032,115000.0,10000000.0
2012-03-23,11400,11700,11400,11700,48383,117000.0,10000000.0
2012-03-26,11650,11850,11500,11500,39918,115000.0,10000000.0
2012-03-27,11500,11650,11100,11500,57343,115000.0,10000000.0
2012-03-28,11400,11550,11150,11300,45201,113000.0,10000000.0
2012-03-29,11300,11400,10750,10900,51738,109000.0,10000000.0
2012-03-30,10800,11250,10750,11000,28683,110000.0,10000000.0
2012-04-02,11000,11100,10950,11000,15316,110000.0,10000000.0
2012-04-03,11100,11300,10900,11000,61018,110000.0,10000000.0
2012-04-04,11000,11200,10600,11000,52342,110000.0,10000000.0
2012-04-05,11000,11000,10600,10800,33531,108000.0,10000000.0
2012-04-06,10700,10850,10500,10550,20623,105500.0,10000000.0
2012-04-09,10550,10550,9900,9900,69255,99000.0,10000000.0
2012-04-10,9900,10000,9860,9900,21793,99000.0,10000000.0
2012-04-12,9800,9800,9660,9710,19150,97100.0,10000000.0
2012-04-13,10000,10150,9740,10050,30554,100500.0,10000000.0
2012-04-16,9800,10000,9800,10000,16175,100000.0,10000000.0
2012-04-17,9990,10200,9940,10150,29379,101500.0,10000000.0
2012-04-18,10250,10350,10100,10350,15641,103500.0,10000000.0
2012-04-19,10200,10400,10000,10050,25730,100500.0,10000000.0
2012-04-20,9980,10050,9900,9910,14163,99100.0,10000000.0
2012-04-23,9900,10100,9860,9910,21310,99100.0,10000000.0
2012-04-24,9870,9870,9660,9800,19262,98000.0,10000000.0
2012-04-25,9760,9880,9610,9660,18670,96600.0,10000000.0
2012-04-26,9660,9890,9310,9470,27768,94700.0,10000000.0
2012-04-27,9470,9600,9350,9450,16881,94500.0,10000000.0
2012-04-30,9320,9530,9320,9410,20884,94100.0,10000000.0
2012-05-02,9500,9580,9300,9450,24229,94500.0,10000000.0
2012-05-03,9420,9600,9420,9560,12951,95600.0,10000000.0
2012-05-04,9820,9820,9560,9640,8976,96400.0,10000000.0
2012-05-07,9430,9530,9300,9400,12160,94000.0,10000000.0
2012-05-08,9450,9660,9330,9650,22175,96500.0,10000000.0
2012-05-09,9600,9900,9460,9600,28045,96000.0,10000000.0
2012-05-10,9600,9750,9320,9470,19457,94700.0,10000000.0
2012-05-11,9550,9560,9170,9260,22105,92600.0,10000000.0
2012-05-14,9170,9290,9000,9070,24781,90700.0,10000000.0
2012-05-15,8990,9030,8720,8750,40435,87500.0,10000000.0
2012-05-16,8750,8750,8400,8400,32681,84000.0,10000000.0
2012-05-17,8250,8510,8250,8410,17751,84100.0,10000000.0
2012-05-18,8300,8300,7940,7980,29060,79800.0,10000000.0
2012-05-21,8080,8190,7950,8040,12982,80400.0,10000000.0
2012-05-22,8050,8380,8050,8330,19828,83300.0,10000000.0
2012-05-23,8330,8460,8210,8300,9767,83000.0,10000000.0
2012-05-24,8210,8340,8210,8300,2627,83000.0,10000000.0
2012-05-25,8510,8510,8290,8410,9413,84100.0,10000000.0
2012-05-29,8420,8520,8370,8460,5967,84600.0,10000000.0
2012-05-30,8550,8550,8350,8500,5614,85000.0,10000000.0
2012-05-31,8390,8490,8320,8490,9568,84900.0,10000000.0
2012-06-01,8530,8530,8360,8470,2794,84700.0,10000000.0
2012-06-04,8300,8300,8000,8000,13468,80000.0,10000000.0
2012-06-05,8000,8140,7990,8010,22322,80100.0,10000000.0
2012-06-07,8200,8280,8060,8150,16420,81500.0,10000000.0
2012-06-08,8080,8160,8020,8070,15891,80700.0,10000000.0
2012-06-11,8070,8290,8070,8190,14674,81900.0,10000000.0
2012-06-12,8140,8200,8060,8180,8594,81800.0,10000000.0
2012-06-13,8180,8290,8150,8250,6336,82500.0,10000000.0
2012-06-14,8300,8460,8050,8080,28088,80800.0,10000000.0
2012-06-15,8100,8140,7990,8000,15062,80000.0,10000000.0
2012-06-18,8150,8310,8110,8250,23534,82500.0,10000000.0
2012-06-19,8250,8580,8250,8500,27879,85000.0,10000000.0
2012-06-20,8690,8790,8570,8650,29657,86500.0,10000000.0
2012-06-21,8730,8750,8520,8610,11286,86100.0,10000000.0
2012-06-22,8400,8610,8370,8510,3670,85100.0,10000000.0
2012-06-25,8510,8520,8380,8440,4088,84400.0,10000000.0
2012-06-26,8440,8500,8350,8400,30098,84000.0,10000000.0
2012-06-27,8390,8390,8210,8340,18676,83400.0,10000000.0
2012-06-28,8340,8390,8300,8340,19340,83400.0,10000000.0
2012-06-29,8540,8540,8310,8450,18078,84500.0,10000000.0
2012-07-02,8640,8640,8420,8480,25160,84800.0,10000000.0
2012-07-03,8500,8620,8410,8510,23843,85100.0,10000000.0
2012-07-04,8640,8640,8540,8550,19027,85500.0,10000000.0
2012-07-05,8480,8620,8480,8610,12182,86100.0,10000000.0
2012-07-06,8580,8650,8540,8590,11683,85900.0,10000000.0
2012-07-09,8550,8570,8480,8480,8349,84800.0,10000000.0
2012-07-10,8420,8530,8400,8490,8831,84900.0,10000000.0
2012-07-11,8530,8550,8330,8490,10877,84900.0,10000000.0
2012-07-12,8560,8560,8400,8400,14183,84000.0,10000000.0
2012-07-13,8400,8450,8030,8280,19437,82800.0,10000000.0
2012-07-16,8310,8480,8150,8170,13175,81700.0,10000000.0
2012-07-17,8200,8330,8110,8280,14619,82800.0,10000000.0
2012-07-18,8210,8580,8210,8400,34679,84000.0,10000000.0
2012-07-19,8490,9060,8490,8900,73388,89000.0,10000000.0
2012-07-20,9050,9150,8850,8900,31768,89000.0,10000000.0
2012-07-23,8820,8820,8660,8730,17306,87300.0,10000000.0
2012-07-24,8570,8720,8340,8460,26863,84600.0,10000000.0
2012-07-25,8290,8350,8120,8210,13835,82100.0,10000000.0
2012-07-26,8280,8280,8150,8180,16376,81800.0,10000000.0
2012-07-27,8350,8430,8240,8330,6676,83300.0,10000000.0
2012-07-30,8350,8450,8260,8420,14406,84200.0,10000000.0
2012-07-31,8330,8600,8330,8590,14803,85900.0,10000000.0
2012-08-01,8570,8750,8410,8550,9603,85500.0,10000000.0
2012-08-02,8500,8600,8470,8540,11131,85400.0,10000000.0
2012-08-03,8500,8500,8340,8400,10948,84000.0,10000000.0
2012-08-06,8680,8680,8380,8420,42860,84200.0,10000000.0
2012-08-07,8500,8500,8280,8290,35324,82900.0,10000000.0
2012-08-08,8350,8350,8250,8290,31275,82900.0,10000000.0
2012-08-09,8350,8350,8250,8300,17158,83000.0,10000000.0
2012-08-10,8280,8400,8250,8320,33861,83200.0,10000000.0
2012-08-13,8400,8400,8200,8350,27492,83500.0,10000000.0
2012-08-14,8400,8400,8250,8260,31468,82600.0,10000000.0
2012-08-16,8220,8290,8080,8140,80478,81400.0,10000000.0
2012-08-17,8200,8230,8080,8140,35975,81400.0,10000000.0
2012-08-20,8200,8250,8150,8160,47072,81600.0,10000000.0
2012-08-21,8160,8370,8140,8330,50859,83300.0,10000000.0
2012-08-22,8330,8390,8250,8340,40338,83400.0,10000000.0
2012-08-23,8350,8870,8350,8680,102592,86800.0,10000000.0
2012-08-24,8600,8800,8550,8650,72658,86500.0,10000000.0
2012-08-27,8730,8750,8470,8470,58074,84700.0,10000000.0
