앱클론(174900),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-06-13,51400,51600,50500,50600,26219,363055.0,7175000.0
2019-06-14,50400,51000,49250,49450,52840,354804.0,7175000.0
2019-06-17,49450,50100,48250,49000,48460,351575.0,7175000.0
2019-06-18,49050,49950,47850,47950,50675,344041.0,7175000.0
2019-06-19,48400,48850,47750,48850,31974,350499.0,7175000.0
2019-06-20,48850,51800,48650,51100,86228,366642.0,7175000.0
2019-06-21,51100,51700,49650,51000,64062,365925.0,7175000.0
2019-06-24,51000,52500,50300,50800,31662,364490.0,7175000.0
2019-06-25,50400,51500,50000,50100,33784,359468.0,7175000.0
2019-06-26,50300,53200,50300,51100,84251,366642.0,7175000.0
2019-06-27,51200,52000,45050,47900,156360,343682.0,7175000.0
2019-06-28,46850,47400,43100,43100,221310,309242.0,7175000.0
2019-07-01,44000,46700,43500,45750,94206,328256.0,7175000.0
2019-07-02,45750,46300,44200,45550,38470,326821.0,7175000.0
2019-07-03,45600,46800,45550,45950,22913,329691.0,7175000.0
2019-07-04,44800,46850,44500,46250,41708,331844.0,7175000.0
2019-07-05,46650,46700,44800,46200,29767,331485.0,7175000.0
2019-07-08,46000,46000,44100,44100,27319,316418.0,7175000.0
2019-07-09,44000,45000,42100,42650,29085,306014.0,7175000.0
2019-07-10,42650,43700,42200,42250,76186,303144.0,7175000.0
2019-07-11,42150,43200,42100,42600,29574,305655.0,7175000.0
2019-07-12,42650,43900,42500,43550,31308,312471.0,7175000.0
2019-07-15,43550,43950,41750,42000,44829,301392.0,7176000.0
2019-07-16,42000,45000,41800,43350,68052,311080.0,7176000.0
2019-07-17,43100,44700,42500,44100,32159,316462.0,7176000.0
2019-07-18,44100,44850,42750,43850,28775,314668.0,7176000.0
2019-07-19,44500,45550,43200,44050,30628,316103.0,7176000.0
2019-07-22,44200,47550,44200,45500,105578,326508.0,7176000.0
2019-07-23,46000,47500,44450,45350,77578,325432.0,7176000.0
2019-07-24,46500,46500,43250,43350,62847,311080.0,7176000.0
2019-07-25,43700,45000,43000,44600,34687,320050.0,7176000.0
2019-07-26,44300,44500,43250,43350,25577,311080.0,7176000.0
2019-07-29,43350,43700,41200,41200,37388,295651.0,7176000.0
2019-07-30,40700,41950,39850,39850,46993,285964.0,7176000.0
2019-07-31,40450,41450,38000,40900,58397,293498.0,7176000.0
2019-08-01,40600,42900,39900,40500,49262,290628.0,7176000.0
2019-08-02,39000,39150,36450,37000,133484,265512.0,7176000.0
2019-08-05,36750,37350,33650,33750,97239,242190.0,7176000.0
2019-08-06,32100,35950,31500,33450,102570,240037.0,7176000.0
2019-08-07,34350,35600,33200,34200,59448,245419.0,7176000.0
2019-08-08,34600,35350,34200,34500,42815,247572.0,7176000.0
2019-08-09,34900,35300,34000,34550,33684,247931.0,7176000.0
2019-08-12,34300,35650,34300,35200,30391,252595.0,7176000.0
2019-08-13,35000,35500,33450,33700,89977,241831.0,7176000.0
2019-08-14,34200,34800,33900,34750,49374,249366.0,7176000.0
2019-08-16,33900,35300,33600,34500,25281,247572.0,7176000.0
2019-08-19,34750,35500,34300,34600,13043,248290.0,7176000.0
2019-08-20,34650,35900,34350,35650,28673,255824.0,7176000.0
2019-08-21,35800,36900,35300,36500,32673,261924.0,7176000.0
2019-08-22,37350,37650,36150,36750,39977,263718.0,7176000.0
2019-08-23,36250,36900,35850,36200,22462,259771.0,7176000.0
2019-08-26,35000,35550,33950,34000,32462,243984.0,7176000.0
2019-08-27,34300,34900,33400,33600,26977,241114.0,7176000.0
2019-08-28,33650,38900,33200,37400,172660,268382.0,7176000.0
2019-08-29,37300,43750,37200,39700,276489,284887.0,7176000.0
2019-08-30,40000,40700,38450,38450,100922,275917.0,7176000.0
2019-09-02,38250,39300,38100,38950,35287,279505.0,7176000.0
2019-09-03,39000,39700,38500,38800,44499,278429.0,7176000.0
2019-09-04,38450,39400,38300,38800,27675,278429.0,7176000.0
2019-09-05,39000,39150,37800,38400,52342,275558.0,7176000.0
2019-09-06,38400,38500,37300,38000,36128,272688.0,7176000.0
2019-09-09,38000,39950,37550,38100,71868,273406.0,7176000.0
2019-09-10,38200,38500,36700,36700,36013,263359.0,7176000.0
2019-09-11,36900,38750,36400,38000,52076,272688.0,7176000.0
2019-09-16,38550,38850,37650,38600,18114,276994.0,7176000.0
2019-09-17,38600,40300,38100,40150,72908,288116.0,7176000.0
2019-09-18,39950,40750,39100,39150,43854,280940.0,7176000.0
2019-09-19,39550,39800,38050,38400,45923,275558.0,7176000.0
2019-09-20,38600,38850,37850,38850,17524,278788.0,7176000.0
2019-09-23,38750,40000,38450,38850,59963,278788.0,7176000.0
2019-09-24,38000,41500,37700,39400,150126,282734.0,7176000.0
2019-09-25,39400,40700,39050,39050,56651,280223.0,7176000.0
2019-09-26,39500,40300,38200,38250,40028,274482.0,7176000.0
2019-09-27,38150,38500,36900,37550,48113,269459.0,7176000.0
2019-09-30,38300,38750,35650,36450,43856,261565.0,7176000.0
2019-10-01,36450,40350,35650,39800,101587,285605.0,7176000.0
2019-10-02,39200,41100,38700,39800,78075,285605.0,7176000.0
2019-10-04,40500,41600,39300,39300,69624,282017.0,7176000.0
2019-10-07,40550,44500,40200,41800,449347,,
