마이크로프랜드(147760),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-08-30,4685,4740,4525,4610,148042,49880.0,10819866.0
2018-08-31,4620,4650,4490,4520,111334,48906.0,10819866.0
2018-09-03,4560,4800,4525,4725,147257,51124.0,10819866.0
2018-09-04,4730,4760,4635,4725,104188,51124.0,10819866.0
2018-09-05,4725,4845,4725,4765,128961,51557.0,10819866.0
2018-09-06,4770,4770,4620,4670,65514,50529.0,10819866.0
2018-09-07,4630,4650,4465,4565,103339,49393.0,10819866.0
2018-09-10,4565,4565,4335,4430,166889,47932.0,10819866.0
2018-09-11,4430,4555,4245,4285,251084,46363.0,10819866.0
2018-09-12,4295,4360,4230,4270,77192,46201.0,10819866.0
2018-09-13,4215,4335,4200,4285,124950,46363.0,10819866.0
2018-09-14,4345,4480,4285,4420,100380,47824.0,10819866.0
2018-09-17,4490,4520,4275,4340,87513,46958.0,10819866.0
2018-09-18,4350,4425,4315,4355,55111,47121.0,10819866.0
2018-09-19,4370,4490,4300,4300,48959,46525.0,10819866.0
2018-09-20,4300,4470,4270,4350,74463,47066.0,10819866.0
2018-09-21,4350,4625,4300,4485,123779,48527.0,10819866.0
2018-09-27,4550,4770,4370,4435,324921,47986.0,10819866.0
2018-09-28,4495,4585,4360,4360,105632,47175.0,10819866.0
2018-10-01,4360,4385,4225,4275,72254,46255.0,10819866.0
2018-10-02,4250,4280,4030,4070,129312,44037.0,10819866.0
2018-10-04,4090,4320,4085,4105,144852,44416.0,10819866.0
2018-10-05,4150,4400,3990,4025,211292,43550.0,10819866.0
2018-10-08,4015,4150,3960,4020,39300,43496.0,10819866.0
2018-10-10,4000,4100,3805,3865,79191,41819.0,10819866.0
2018-10-11,3700,3805,3590,3595,111644,38897.0,10819866.0
2018-10-12,3405,3745,3405,3680,49915,39817.0,10819866.0
2018-10-15,3680,3920,3680,3830,49578,41440.0,10819866.0
2018-10-16,3750,3885,3750,3815,22554,41278.0,10819866.0
2018-10-17,3850,3935,3850,3875,26807,41927.0,10819866.0
2018-10-18,3820,3935,3820,3880,18076,41981.0,10819866.0
2018-10-19,3875,4435,3795,3910,477906,42306.0,10819866.0
2018-10-22,3920,3945,3800,3830,43567,41440.0,10819866.0
2018-10-23,3830,3830,3660,3695,46321,39979.0,10819866.0
2018-10-24,3660,3735,3570,3610,34434,39060.0,10819866.0
2018-10-25,3520,3590,3380,3520,64360,38086.0,10819866.0
2018-10-26,3550,3550,3160,3160,99404,34191.0,10819866.0
2018-10-29,3180,3340,2900,2900,86367,31378.0,10819866.0
2018-10-30,2895,3060,2700,3020,152716,32676.0,10819866.0
2018-10-31,3130,3230,3000,3170,42790,34299.0,10819866.0
2018-11-01,3125,3390,3125,3330,66421,36030.0,10819866.0
2018-11-02,3330,3530,3330,3415,34373,36950.0,10819866.0
2018-11-05,3400,3435,3305,3375,22469,36517.0,10819866.0
2018-11-06,3375,3440,3375,3385,11268,36625.0,10819866.0
2018-11-07,3385,3415,3240,3300,25229,35706.0,10819866.0
2018-11-08,3350,3425,3345,3380,23502,36571.0,10819866.0
2018-11-09,3450,3450,3400,3420,15989,37004.0,10819866.0
2018-11-12,3420,4445,3420,4075,5359638,44091.0,10819866.0
2018-11-13,4090,4620,4025,4350,5590332,47066.0,10819866.0
2018-11-14,4355,4370,4175,4275,839881,46255.0,10819866.0
2018-11-15,4130,4275,4075,4255,609376,46039.0,10819866.0
2018-11-16,4220,4360,4070,4140,933802,44794.0,10819866.0
2018-11-19,4170,4260,4085,4260,425023,46093.0,10819866.0
2018-11-20,4295,4925,4180,4360,5155154,47175.0,10819866.0
2018-11-21,4260,4275,4085,4170,534284,45119.0,10819866.0
2018-11-22,4125,4250,4070,4070,336766,44037.0,10819866.0
2018-11-23,4070,4070,3735,3735,406481,40412.0,10819866.0
2018-11-26,3685,3795,3640,3755,149977,40629.0,10819866.0
2018-11-27,3750,4485,3750,4100,4388279,44361.0,10819866.0
2018-11-28,4160,4225,4010,4195,670835,45389.0,10819866.0
2018-11-29,4285,4285,4120,4190,337469,45335.0,10819866.0
2018-11-30,4195,5310,4195,4935,7676046,53396.0,10819866.0
2018-12-03,5070,5900,5070,5330,4796623,57670.0,10819866.0
2018-12-04,5380,5390,5070,5080,1127896,54965.0,10819866.0
2018-12-05,5040,5220,4900,5060,783531,54749.0,10819866.0
2018-12-06,5050,5080,4785,4910,453028,53126.0,10819866.0
2018-12-07,4875,5050,4820,5010,418444,54208.0,10819866.0
2018-12-10,4910,4965,4595,4650,275821,50312.0,10819866.0
2018-12-11,4660,4870,4580,4600,247819,49771.0,10819866.0
2018-12-12,4610,5240,4610,5020,2529697,54316.0,10819866.0
2018-12-13,5050,5180,4975,5150,731490,55722.0,10819866.0
2018-12-14,5220,5260,4945,5070,579165,54857.0,10819866.0
2018-12-17,5100,5110,4740,4740,229762,51286.0,10819866.0
2018-12-18,4735,5020,4605,4795,293741,51881.0,10819866.0
2018-12-19,4805,4880,4425,4500,303020,48689.0,10819866.0
2018-12-20,4530,4545,4230,4280,241455,46309.0,10819866.0
2018-12-21,4200,4540,4180,4420,217687,47824.0,10819866.0
2018-12-24,4400,4400,4150,4230,122456,45768.0,10819866.0
2018-12-26,4065,4170,3975,4035,107834,43658.0,10819866.0
2018-12-27,4070,4145,4050,4065,65165,43983.0,10819866.0
2018-12-28,4010,4170,4010,4170,51348,45119.0,10819866.0
2019-01-02,4170,4230,4075,4085,41961,44199.0,10819866.0
2019-01-03,4085,4160,3905,4075,70150,44091.0,10819866.0
2019-01-04,4100,4100,3755,3920,75804,42414.0,10819866.0
2019-01-07,3835,4045,3835,3990,89820,43171.0,10819866.0
2019-01-08,3950,4020,3950,4000,30032,43279.0,10819866.0
2019-01-09,4000,4635,4000,4395,591874,47553.0,10819866.0
2019-01-10,4465,4610,4305,4370,155140,47283.0,10819866.0
2019-01-11,4370,4535,4310,4360,137323,47175.0,10819866.0
2019-01-14,4360,4420,4255,4315,56492,46688.0,10819866.0
2019-01-15,4405,4425,4285,4380,61951,47391.0,10819866.0
2019-01-16,4380,4470,4310,4390,78311,47499.0,10819866.0
2019-01-17,4450,4585,4340,4370,195337,47283.0,10819866.0
2019-01-18,4370,4415,4250,4295,89874,46471.0,10819866.0
2019-01-21,4265,4700,4260,4570,318966,49447.0,10819866.0
2019-01-22,4660,4660,4515,4520,117994,48906.0,10819866.0
2019-01-23,4460,4585,4455,4560,60062,49339.0,10819866.0
2019-01-24,4620,4620,4530,4585,84272,49609.0,10819866.0
2019-01-25,4620,4800,4530,4760,268463,51503.0,10819866.0
2019-01-28,4780,4850,4690,4800,147903,51935.0,10819866.0
2019-01-29,4705,4830,4630,4760,108955,51503.0,10819866.0
2019-01-30,4755,4755,4630,4630,61350,50096.0,10819866.0
2019-01-31,4630,4685,4500,4540,74393,49122.0,10819866.0
2019-02-01,4555,4650,4490,4630,47088,50096.0,10819866.0
2019-02-07,4630,4715,4600,4675,48687,50583.0,10819866.0
2019-02-08,4595,4665,4550,4650,62934,50312.0,10819866.0
2019-02-11,4690,4690,4525,4610,42745,49880.0,10819866.0
2019-02-12,4615,4655,4500,4580,53206,49555.0,10819866.0
2019-02-13,4560,4755,4550,4755,140086,51448.0,10819866.0
2019-02-14,4765,5150,4710,5050,551936,54640.0,10819866.0
2019-02-15,5000,5310,4880,4995,360602,54045.0,10819866.0
2019-02-18,4995,5230,4995,5060,158847,54749.0,10819866.0
2019-02-19,5160,5210,5050,5200,159097,56263.0,10819866.0
2019-02-20,5140,5200,5030,5030,105620,54424.0,10819866.0
2019-02-21,5040,5070,4780,4855,188401,52530.0,10819866.0
2019-02-22,4920,4920,4775,4900,47486,53017.0,10819866.0
2019-02-25,4900,5140,4865,5020,133845,54316.0,10819866.0
2019-02-26,5130,5150,4895,4895,91705,52963.0,10819866.0
2019-02-27,4895,5040,4895,4920,28798,53234.0,10819866.0
2019-02-28,4920,4920,4500,4640,128537,50204.0,10819866.0
2019-03-04,4640,4825,4625,4800,45966,51935.0,10819866.0
2019-03-05,4725,4825,4450,4485,126441,48527.0,10819866.0
2019-03-06,4485,4525,4410,4450,51319,48148.0,10819866.0
2019-03-07,4495,4600,4380,4435,53261,47986.0,10819866.0
2019-03-08,4450,4450,4235,4275,86045,46255.0,10819866.0
2019-03-11,4270,4490,4130,4210,57745,45552.0,10819866.0
2019-03-12,4165,4275,4165,4250,31182,45984.0,10819866.0
2019-03-13,4250,4280,4150,4235,47514,45822.0,10819866.0
2019-03-14,4195,4380,4195,4275,54583,46255.0,10819866.0
2019-03-15,4205,4400,4085,4205,57008,45498.0,10819866.0
2019-03-18,4200,4245,4195,4225,32740,45714.0,10819866.0
2019-03-19,4200,4300,4185,4225,42189,45714.0,10819866.0
2019-03-20,4270,4270,4065,4080,67709,44145.0,10819866.0
2019-03-21,4130,4190,3930,3930,119255,42522.0,10819866.0
2019-03-22,3930,3985,3870,3925,46806,42468.0,10819866.0
2019-03-25,3925,3950,3715,3915,32498,42360.0,10819866.0
2019-03-26,3915,3960,3845,3895,25470,42143.0,10819866.0
2019-03-27,3865,3900,3730,3780,53197,40899.0,10819866.0
2019-03-28,3780,3860,3640,3700,63336,40034.0,10819866.0
2019-03-29,3640,3935,3640,3870,98831,41873.0,10819866.0
2019-04-01,3970,3970,3815,3890,47270,42089.0,10819866.0
2019-04-02,3855,4015,3840,3985,42042,43117.0,10819866.0
2019-04-03,3940,4040,3930,3990,28256,43171.0,10819866.0
2019-04-04,3975,4230,3965,4140,100846,44794.0,10819866.0
2019-04-05,4110,4300,4110,4275,78284,46255.0,10819866.0
2019-04-08,4375,4375,4260,4275,99578,46255.0,10819866.0
2019-04-09,4220,4330,4145,4240,38577,45876.0,10819866.0
2019-04-10,4240,4285,4130,4230,51115,45768.0,10819866.0
2019-04-11,4230,4280,4165,4215,49315,45606.0,10819866.0
2019-04-12,4190,4295,4130,4190,61587,45335.0,10819866.0
2019-04-15,4190,4235,4135,4205,51669,45498.0,10819866.0
2019-04-16,4200,4205,4075,4155,34320,44957.0,10819866.0
2019-04-17,4190,4260,4135,4255,51963,46039.0,10819866.0
2019-04-18,4220,4275,4130,4140,27490,44794.0,10819866.0
2019-04-19,4100,4200,4100,4130,39879,44686.0,10819866.0
2019-04-22,4180,4195,3935,4190,23693,45335.0,10819866.0
2019-04-23,4165,4380,4165,4275,105767,46255.0,10819866.0
2019-04-24,4270,4310,4195,4220,53428,45660.0,10819866.0
2019-04-25,4210,5000,4180,4260,795844,46093.0,10819866.0
2019-04-26,4265,5000,4260,4875,2443618,52747.0,10819866.0
2019-04-29,4750,4960,4630,4940,622258,53450.0,10819866.0
2019-04-30,4915,5290,4800,4800,696678,51935.0,10819866.0
2019-05-02,4870,5090,4790,4795,231602,51881.0,10819866.0
2019-05-03,4880,4910,4730,4905,125947,53071.0,10819866.0
2019-05-07,4730,4875,4730,4815,123089,52098.0,10819866.0
2019-05-08,4720,4790,4630,4630,98152,50096.0,10819866.0
2019-05-09,4630,4660,4305,4400,120468,47607.0,10819866.0
2019-05-10,4330,4480,4255,4430,92448,47932.0,10819866.0
2019-05-13,4415,4415,4250,4250,67878,45984.0,10819866.0
2019-05-14,4200,4290,4035,4135,77535,44740.0,10819866.0
2019-05-15,4335,4540,4310,4450,115755,48148.0,10819866.0
2019-05-16,4450,4950,4450,4595,348100,49717.0,10819866.0
2019-05-17,4630,4720,4400,4530,90872,49014.0,10819866.0
2019-05-20,4530,4680,4480,4610,72336,49880.0,10819866.0
2019-05-21,4545,4720,4545,4710,87474,50962.0,10819866.0
2019-05-22,4750,4795,4640,4715,66466,51016.0,10819866.0
2019-05-23,4715,4715,4500,4570,74149,49447.0,10819866.0
2019-05-24,4515,4525,4235,4240,98026,45876.0,10819866.0
2019-05-27,4240,4300,4130,4245,19293,45930.0,10819866.0
2019-05-28,4200,4300,4200,4295,23470,46471.0,10819866.0
2019-05-29,4240,4325,4155,4190,40492,45335.0,10819866.0
2019-05-30,4190,4250,4040,4200,57618,45443.0,10819866.0
2019-05-31,4200,4295,4120,4270,20614,46201.0,10819866.0
2019-06-03,4260,4260,4080,4090,37293,44253.0,10819866.0
2019-06-04,4055,4190,4045,4135,16632,44740.0,10819866.0
2019-06-05,4180,4290,4150,4260,25501,46093.0,10819866.0
2019-06-07,4390,4390,4220,4310,22195,46634.0,10819866.0
2019-06-10,4300,4430,4300,4375,36624,47337.0,10819866.0
2019-06-11,4330,4715,4330,4600,185448,49771.0,10819866.0
2019-06-12,4585,4685,4450,4585,62192,49609.0,10819866.0
2019-06-13,4565,4775,4515,4670,106657,50529.0,10819866.0
2019-06-14,4670,4740,4580,4655,65534,50366.0,10819866.0
2019-06-17,4655,4720,4460,4510,78525,48798.0,10819866.0
2019-06-18,4530,4795,4485,4745,180165,51340.0,10819866.0
2019-06-19,4885,4895,4685,4720,97019,51070.0,10819866.0
2019-06-20,4720,4930,4720,4850,230930,52476.0,10819866.0
2019-06-21,4865,4900,4705,4755,74549,51448.0,10819866.0
2019-06-24,4755,4845,4645,4715,57178,51016.0,10819866.0
2019-06-25,4660,4715,4615,4715,49246,51016.0,10819866.0
2019-06-26,4760,4800,4605,4655,27724,50366.0,10819866.0
2019-06-27,4655,4730,4500,4560,49991,49339.0,10819866.0
2019-06-28,4570,4620,4350,4500,44284,48689.0,10819866.0
2019-07-01,4500,4520,4390,4470,104616,48365.0,10819866.0
2019-07-02,4490,4745,4470,4730,70726,51178.0,10819866.0
2019-07-03,4840,6140,4775,6140,8489077,66434.0,10819866.0
2019-07-04,6440,6670,5500,5800,5764815,62755.0,10819866.0
2019-07-05,5670,5800,5520,5720,1873315,61890.0,10819866.0
2019-07-08,6070,6500,5640,5640,7293966,61024.0,10819866.0
2019-07-09,5510,5740,5320,5740,1735234,62106.0,10819866.0
2019-07-10,5560,5620,5370,5470,1136943,59185.0,10819866.0
2019-07-11,5470,5890,5400,5520,2791672,59726.0,10819866.0
2019-07-12,5500,5660,5130,5250,1053676,56804.0,10819866.0
2019-07-15,5260,5680,5200,5680,1672273,61457.0,10819866.0
2019-07-16,5650,6360,5630,5840,4541781,63188.0,10819866.0
2019-07-17,5840,6050,5600,5930,1108644,64162.0,10819866.0
2019-07-18,5930,5990,5580,5590,649660,60483.0,10819866.0
2019-07-19,5550,5720,5300,5470,519472,59185.0,10819866.0
2019-07-22,5400,6110,5390,5910,2441451,63945.0,10819866.0
2019-07-23,5940,6100,5750,6100,1231848,66001.0,10819866.0
2019-07-24,6120,6190,5550,5670,969667,61349.0,10819866.0
2019-07-25,5670,5750,5330,5450,457843,58968.0,10819866.0
2019-07-26,5450,5450,4915,5150,956581,55722.0,10819866.0
2019-07-29,5160,5210,4695,4750,543572,51394.0,10819866.0
2019-07-30,4685,4985,4685,4920,303876,53234.0,10819866.0
2019-07-31,4850,4950,4630,4930,319638,53342.0,10819866.0
2019-08-01,5030,5030,4850,4860,272658,52585.0,10819866.0
2019-08-02,4860,5000,4700,4960,231962,53667.0,10819866.0
2019-08-05,5050,5230,4790,5060,943351,54749.0,10819866.0
2019-08-06,4700,5080,4440,4440,699326,48040.0,10819866.0
2019-08-07,4460,4600,4300,4500,389487,48689.0,10819866.0
2019-08-08,4550,4835,4510,4715,521091,51016.0,10819866.0
2019-08-09,4715,4830,4600,4675,374436,50583.0,10819866.0
2019-08-12,4750,4825,4630,4800,156432,51935.0,10819866.0
2019-08-13,4800,4955,4745,4810,259628,52044.0,10819866.0
2019-08-14,4930,5290,4825,4825,1085536,52206.0,10819866.0
2019-08-16,4700,4820,4600,4630,194471,50096.0,10819866.0
2019-08-19,4655,4735,4585,4605,83706,49825.0,10819866.0
2019-08-20,4640,5040,4605,4905,378264,53071.0,10819866.0
2019-08-21,4880,5020,4845,4915,182710,53180.0,10819866.0
2019-08-22,4915,5070,4840,5070,430859,54857.0,10819866.0
2019-08-23,5700,5710,4935,4935,1789184,53396.0,10819866.0
2019-08-26,4810,4840,4530,4560,256400,49339.0,10819866.0
2019-08-27,4585,4945,4565,4705,391059,50907.0,10819866.0
2019-08-28,4840,5000,4650,4675,340899,50583.0,10819866.0
2019-08-29,4640,4780,4625,4690,143910,50745.0,10819866.0
2019-08-30,4705,4750,4660,4675,117419,50583.0,10819866.0
2019-09-02,4675,4690,4600,4640,88308,50204.0,10819866.0
2019-09-03,4600,4710,4600,4660,88750,50421.0,10819866.0
2019-09-04,4625,4900,4625,4900,242330,53017.0,10819866.0
2019-09-05,4900,4930,4785,4840,180726,52368.0,10819866.0
2019-09-06,4845,4895,4720,4735,119616,51232.0,10819866.0
2019-09-09,4735,4845,4630,4630,136940,50096.0,10819866.0
2019-09-10,4635,4740,4500,4595,132250,49717.0,10819866.0
2019-09-11,4545,4645,4535,4585,77697,49609.0,10819866.0
2019-09-16,4570,4630,4485,4500,123052,48689.0,10819866.0
2019-09-17,4460,4560,4425,4535,84610,49068.0,10819866.0
2019-09-18,4520,4535,4420,4480,134889,48473.0,10819866.0
2019-09-19,4450,4605,4450,4570,118072,49447.0,10819866.0
2019-09-20,4575,4780,4575,4750,273935,51394.0,10819866.0
2019-09-23,4700,4855,4690,4695,213921,50799.0,10819866.0
2019-09-24,4610,4860,4610,4800,238214,51935.0,10819866.0
2019-09-25,4750,4750,4485,4510,264538,48798.0,10819866.0
2019-09-26,4520,4605,4320,4380,134487,47391.0,10819866.0
2019-09-27,4310,4405,4275,4355,90421,47121.0,10819866.0
2019-09-30,4250,4355,4100,4320,106491,46742.0,10819866.0
2019-10-01,4265,4365,4255,4280,68671,46309.0,10819866.0
2019-10-02,4250,4250,4150,4155,115849,44957.0,10819866.0
2019-10-04,4110,4205,4110,4195,41668,45389.0,10819866.0
2019-10-07,4115,4195,4035,4065,115815,43983.0,10819866.0
