샘코(263540),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-06-13,35150,36650,27700,32200,7731636,255561.0,7936681.0
2019-06-14,0,0,0,32200,0,255561.0,7936681.0
2019-06-17,30300,33300,27800,30350,3450262,240878.0,7936681.0
2019-06-18,31650,34650,30400,32750,3856430,259926.0,7936681.0
2019-06-19,34000,34750,32250,33100,1830530,262704.0,7936681.0
2019-06-20,32200,33800,30050,33200,2319739,263498.0,7936681.0
2019-06-21,0,0,0,33200,0,263498.0,7936681.0
2019-06-24,33000,33900,28200,28200,1515443,223814.0,7936681.0
2019-06-25,27700,28200,20050,21500,4040768,170639.0,7936681.0
2019-06-26,21950,22900,16900,18350,6119064,145638.0,7936681.0
2019-06-27,19100,21450,18600,20550,5659151,163099.0,7936681.0
2019-06-28,20900,22950,20550,21650,2907102,171829.0,7936681.0
2019-07-01,22150,23150,20150,22050,1678391,175004.0,7936681.0
2019-07-02,22150,22250,20900,21150,1066001,167861.0,7936681.0
2019-07-03,22000,22950,21550,22100,1821416,177058.0,8011681.0
2019-07-04,17000,18950,15500,16000,7389301,128187.0,8011681.0
2019-07-05,16300,17200,14650,15950,4292416,127786.0,8011681.0
2019-07-08,15800,15900,14250,14600,1839497,116971.0,8011681.0
2019-07-09,14550,16000,14250,14750,2471336,118172.0,8011681.0
2019-07-10,15000,15250,13550,13750,1485026,110161.0,8011681.0
2019-07-11,13750,14550,13450,14100,1250491,112965.0,8011681.0
2019-07-12,14100,17200,13100,15750,5226077,126184.0,8011681.0
2019-07-15,15250,16500,14750,14900,2283228,119374.0,8011681.0
2019-07-16,15300,16350,15000,15750,1564446,126184.0,8011681.0
2019-07-17,15600,18000,15150,17200,4485613,137801.0,8011681.0
2019-07-18,17800,19400,17300,18200,2378750,145813.0,8011681.0
2019-07-19,17500,18350,17050,17850,1185241,143187.0,8021681.0
2019-07-22,18800,19400,17650,17950,834044,143989.0,8021681.0
2019-07-23,18050,18700,17350,17600,930111,141182.0,8021681.0
2019-07-24,17200,18750,16300,17850,2032121,143187.0,8021681.0
2019-07-25,17850,18250,16500,16500,1212882,132358.0,8021681.0
2019-07-26,16100,17600,15300,16800,1967382,134764.0,8021681.0
2019-07-29,16500,17250,14650,14650,1133279,117518.0,8021681.0
2019-07-30,14950,16400,13750,14750,2212559,118320.0,8021681.0
2019-07-31,14750,14900,13750,13800,1526278,110699.0,8021681.0
2019-08-01,13800,14000,9970,10300,6493023,82623.0,8021681.0
2019-08-02,10100,10250,8980,9160,3064681,73479.0,8021681.0
2019-08-05,9110,9260,7260,7290,2216614,58478.0,8021681.0
2019-08-06,7000,7890,6400,6820,2162797,54708.0,8021681.0
2019-08-07,6920,7260,6760,6870,1126655,55109.0,8021681.0
2019-08-08,6980,8600,6900,7900,7181867,63371.0,8021681.0
2019-08-09,8100,10250,8000,10000,8597772,80217.0,8021681.0
2019-08-12,0,0,0,10000,0,80217.0,8021681.0
2019-08-13,9500,9670,7740,8100,6524029,64976.0,8021681.0
2019-08-14,7970,8640,7650,7660,2036586,61446.0,8021681.0
2019-08-16,7840,8420,7310,7720,2923826,61927.0,8021681.0
2019-08-19,7760,8320,7610,7780,1582319,62409.0,8021681.0
2019-08-20,7920,8350,7830,7990,1635139,64093.0,8021681.0
2019-08-21,7990,8140,7790,7840,776049,62890.0,8021681.0
2019-08-22,7820,7940,7540,7560,670350,60644.0,8021681.0
2019-08-23,7530,7730,7400,7450,465223,59762.0,8021681.0
2019-08-26,7230,7720,7190,7240,692705,58077.0,8021681.0
2019-08-27,7390,7590,7130,7180,451243,57596.0,8021681.0
2019-08-28,7230,7530,7180,7250,825840,58157.0,8021681.0
2019-08-29,7270,7330,6910,6950,430582,55751.0,8021681.0
2019-08-30,7120,7230,7010,7100,634361,56954.0,8021681.0
2019-09-02,7140,7170,6600,7050,510421,56553.0,8021681.0
2019-09-03,7020,8790,7020,8240,8534056,66099.0,8021681.0
2019-09-04,8240,8790,8020,8090,3139310,64895.0,8021681.0
2019-09-05,8240,8380,7910,7960,1168250,63853.0,8021681.0
2019-09-06,8230,8230,7480,7550,905716,60564.0,8021681.0
2019-09-09,7550,7990,7410,7680,937894,61607.0,8021681.0
2019-09-10,7600,7900,7300,7300,682195,58558.0,8021681.0
2019-09-11,7320,7510,7200,7320,365503,58719.0,8021681.0
2019-09-16,7320,7470,7230,7360,327342,59040.0,8021681.0
2019-09-17,7320,7600,7220,7400,550776,59360.0,8021681.0
2019-09-18,7420,7630,7320,7480,581616,60002.0,8021681.0
2019-09-19,7600,7780,7380,7380,735573,59200.0,8021681.0
2019-09-20,7320,7520,7300,7370,346320,59120.0,8021681.0
2019-09-23,7340,7560,7310,7460,482769,59842.0,8021681.0
2019-09-24,7400,7530,7340,7350,332557,58959.0,8021681.0
2019-09-25,7260,7390,6720,6780,515447,54387.0,8021681.0
2019-09-26,6760,6940,6650,6700,298174,53745.0,8021681.0
2019-09-27,6700,6810,6580,6640,316987,53264.0,8021681.0
2019-09-30,6650,6930,6650,6720,362055,53906.0,8021681.0
2019-10-01,6720,6860,6690,6800,225897,54547.0,8021681.0
2019-10-02,6770,6950,6690,6790,234937,54467.0,8021681.0
2019-10-04,6790,7700,6710,7300,2225655,58558.0,8021681.0
2019-10-07,7240,7430,6960,7130,637210,57195.0,8021681.0
