씨젠(096530),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2012-05-21,25537,26047,22582,22584,269484,550691.0,13096100.0
2012-05-22,23119,24328,23119,23792,200054,580157.0,13096100.0
2012-05-23,24167,24220,23495,23577,88443,574919.0,13096100.0
2012-05-24,23791,24945,23684,24114,90066,588015.0,13096100.0
2012-05-25,24247,24435,23281,23469,92956,572300.0,13096100.0
2012-05-29,23469,24972,23147,24651,80824,601111.0,13096100.0
2012-05-30,24945,25939,24784,25349,102087,618136.0,13096100.0
2012-05-31,25348,26557,24784,26209,94835,639090.0,13096100.0
2012-06-01,27120,30128,26691,28410,402721,692784.0,13096100.0
2012-06-04,28087,29000,26798,27229,205025,663972.0,13096100.0
2012-06-05,27926,28463,26960,26960,113432,657424.0,13096100.0
2012-06-07,27604,28678,27604,28410,96959,692784.0,13096100.0
2012-06-08,28893,29698,28141,28410,93452,692784.0,13096100.0
2012-06-11,28785,28893,28356,28840,52054,703261.0,13096100.0
2012-06-12,28570,29215,27228,27605,107273,673140.0,13096100.0
2012-06-13,27765,28087,26772,26799,134350,653495.0,13096100.0
2012-06-14,26798,27497,26342,27337,61575,666591.0,13096100.0
2012-06-15,27228,27604,26369,26370,59154,643019.0,13096100.0
2012-06-18,27013,27174,26315,26370,66747,643019.0,13096100.0
2012-06-19,26369,26691,25241,25645,124286,625339.0,13096100.0
2012-06-20,25778,25832,25295,25672,106249,625994.0,13096100.0
2012-06-21,25859,26047,25267,25617,89541,624684.0,13096100.0
2012-06-22,25214,25402,24757,25134,72427,612897.0,13096100.0
2012-06-25,25402,26557,25053,26531,113747,646947.0,13096100.0
2012-06-26,26664,28732,26235,28410,208466,692784.0,13096100.0
2012-06-27,29000,29000,27497,27873,128779,679688.0,13096100.0
2012-06-28,27872,28248,27658,27712,113841,675759.0,13096100.0
2012-06-29,27819,28302,27174,27873,78556,679688.0,13096100.0
2012-07-02,28141,28141,27389,27390,50651,667901.0,13096100.0
2012-07-03,27174,27497,26718,27122,79954,661353.0,13096100.0
2012-07-04,27228,27228,26610,26612,76132,648912.0,13096100.0
2012-07-05,26369,27067,26315,26316,79378,641709.0,13096100.0
2012-07-06,26476,26637,25510,25859,112331,630577.0,13096100.0
2012-07-09,25939,26852,25429,26853,97787,654805.0,13096100.0
2012-07-10,27067,27658,26664,27390,76711,667901.0,13096100.0
2012-07-11,27389,27712,26906,26907,66735,656115.0,13096100.0
2012-07-12,26852,26906,25751,26316,82243,641709.0,13096100.0
2012-07-13,25912,26100,25214,25591,114214,624029.0,13096100.0
2012-07-16,25697,25993,24945,24947,90183,608314.0,13096100.0
2012-07-17,24812,25026,23684,23765,207368,579502.0,13096100.0
2012-07-18,24301,25053,23817,24167,205407,589324.0,13096100.0
2012-07-19,24220,25187,24220,25081,90519,611588.0,13096100.0
2012-07-20,25241,25456,24892,25188,57577,614207.0,13096100.0
2012-07-23,24892,25402,24623,24785,38843,604385.0,13096100.0
2012-07-24,24945,25241,24435,25188,44122,614207.0,13096100.0
2012-07-25,24784,25134,23710,23872,81214,582122.0,13096100.0
2012-07-26,23898,24489,23576,23657,66627,576883.0,13096100.0
2012-07-27,24140,24945,24032,24705,62239,602421.0,13096100.0
2012-07-30,24919,25134,24516,24678,30274,601766.0,13096100.0
2012-07-31,24704,26207,24489,25940,146719,632542.0,13096100.0
2012-08-01,25778,26610,25778,26262,60294,640399.0,13096100.0
2012-08-02,26315,27335,26235,26719,98869,651531.0,13096100.0
2012-08-03,26584,26745,25939,26745,41790,652186.0,13096100.0
2012-08-06,26960,27443,26772,26853,56752,654805.0,13096100.0
2012-08-07,27067,27497,26584,26853,72700,654805.0,13096100.0
2012-08-08,27550,28947,27282,28195,219558,687545.0,13096100.0
2012-08-09,28463,29430,28302,28625,154158,698022.0,13096100.0
2012-08-10,29162,30987,28732,30344,226135,739930.0,13096100.0
2012-08-13,31202,32491,30880,31955,182466,779218.0,13096100.0
2012-08-14,32491,32491,30987,31418,163904,766122.0,13096100.0
2012-08-16,31417,32760,31417,32760,141138,798862.0,13096100.0
2012-08-17,33028,33941,32384,33835,147527,825054.0,13096100.0
2012-08-20,33941,35606,33726,34425,148677,839460.0,13096100.0
2012-08-21,34210,35553,33458,34748,139550,847318.0,13096100.0
2012-08-22,35069,35284,33565,33566,112029,818506.0,13096100.0
2012-08-23,33458,34693,33082,34050,107670,830293.0,13096100.0
2012-08-24,33834,34478,32867,32868,93648,801481.0,13096100.0
2012-08-27,33028,34908,31900,34909,147272,851246.0,13096100.0
2012-08-28,34800,35606,34156,34963,119554,852556.0,13096100.0
2012-08-29,35176,36465,34478,36466,166951,889225.0,13096100.0
2012-08-30,36734,36895,35553,36466,136508,889225.0,13096100.0
2012-08-31,36143,36573,35445,35446,85144,864343.0,13096100.0
2012-09-03,35713,35928,33726,33781,208402,823745.0,13096100.0
2012-09-04,34048,34693,31632,31687,259103,772670.0,13096100.0
2012-09-05,32008,32491,30665,32062,211359,781837.0,13096100.0
2012-09-06,32384,33028,31793,32277,138061,787076.0,13096100.0
2012-09-07,32975,33082,32384,33029,64207,805410.0,13096100.0
2012-09-10,33243,33941,32545,33566,75408,818506.0,13096100.0
2012-09-11,33780,34210,33404,33566,57475,818506.0,13096100.0
2012-09-12,33780,33995,32545,32546,75159,793624.0,13096100.0
2012-09-13,32545,33028,31471,31472,137813,767431.0,13096100.0
2012-09-14,31954,32062,30235,30398,223292,741239.0,13096100.0
2012-09-17,30397,30880,29752,30075,120513,733382.0,13096100.0
2012-09-18,30504,32008,30182,32009,144919,780528.0,13096100.0
2012-09-19,32384,33028,32115,32492,124038,792314.0,13096100.0
2012-09-20,32867,32867,31900,32492,58359,792314.0,13096100.0
2012-09-21,32545,37325,32545,37326,504585,910179.0,13096100.0
2012-09-24,38023,39366,36788,37540,368971,915417.0,13096100.0
2012-09-25,37593,37916,36090,36735,203224,895773.0,13096100.0
2012-09-26,36626,39205,36304,38991,327446,950777.0,13096100.0
2012-09-27,38775,39741,38077,38937,164981,949467.0,13096100.0
2012-09-28,39366,41031,38668,41031,273406,1000542.0,13096100.0
2012-10-02,41353,41568,40171,40763,155833,993994.0,13096100.0
2012-10-04,40923,41353,38721,40763,296479,993994.0,13096100.0
2012-10-05,40171,41997,39473,41622,212234,1014948.0,13096100.0
2012-10-08,42158,43125,41353,42159,189688,1028044.0,13096100.0
2012-10-09,42588,43340,41997,42051,158289,1025425.0,13096100.0
2012-10-10,42158,42158,39527,39743,231742,969111.0,13096100.0
2012-10-11,39473,41568,39205,40601,174671,990065.0,13096100.0
2012-10-12,41191,45112,40493,44361,464543,1081738.0,13096100.0
2012-10-15,44844,45918,42696,44307,255619,1080428.0,13096100.0
2012-10-16,44468,45918,43125,45919,285908,1119717.0,13096100.0
2012-10-17,46079,46616,44683,45596,207446,1111859.0,13096100.0
2012-10-18,45703,45811,40923,41676,273038,1016257.0,13096100.0
2012-10-19,41191,44575,39849,44576,248686,1086976.0,13096100.0
2012-10-22,43447,43984,41943,43018,135822,1048998.0,13096100.0
2012-10-23,43125,44146,42481,42481,125773,1035902.0,13096100.0
2012-10-24,42911,43931,41997,42589,137739,1038521.0,13096100.0
2012-10-25,42696,43340,40493,40656,151939,991375.0,13096100.0
2012-10-26,40655,41406,38828,39259,130726,957325.0,13096100.0
2012-10-29,39366,40225,37969,38883,91326,948158.0,13096100.0
2012-10-30,39312,41191,39151,41085,108812,1001852.0,13096100.0
2012-10-31,41836,42749,41406,41998,117925,1024115.0,13096100.0
2012-11-01,42696,43286,41031,41568,160294,1013638.0,13096100.0
2012-11-02,42373,42964,41084,41568,90287,1013638.0,13096100.0
2012-11-05,41353,42964,41138,42911,85367,1046378.0,13096100.0
2012-11-06,43286,44038,41621,42106,182145,1026734.0,13096100.0
2012-11-07,42105,42911,41246,41729,91143,1017567.0,13096100.0
2012-11-08,41836,43769,41621,43771,171744,1067332.0,13096100.0
2012-11-09,43608,44091,43018,44039,126415,1073880.0,13096100.0
2012-11-12,44146,45059,43662,44361,131920,1081738.0,13096100.0
2012-11-13,44521,45166,42427,42696,149462,1041140.0,13096100.0
2012-11-14,42749,43233,40547,40548,177594,988756.0,13096100.0
2012-11-15,39097,39634,34478,38722,381565,944229.0,13096100.0
2012-11-16,38291,38560,35230,35661,264035,869581.0,13096100.0
2012-11-19,35660,37325,35660,36520,168465,890535.0,13096100.0
2012-11-20,37056,40064,35821,39366,307843,959944.0,13096100.0
2012-11-21,38936,40923,37593,38668,203569,942919.0,13096100.0
2012-11-22,38668,39419,38130,38883,62374,948158.0,13096100.0
2012-11-23,38990,39956,38721,39366,87544,959944.0,13096100.0
2012-11-26,39366,39741,37862,38615,71740,941610.0,13096100.0
2012-11-27,38453,38883,36734,37594,126517,916727.0,13096100.0
2012-11-28,37701,38668,37325,37863,69855,923275.0,13096100.0
2012-11-29,38238,38936,37755,38937,61784,949467.0,13096100.0
2012-11-30,39043,39151,38453,38937,42297,949467.0,13096100.0
2012-12-03,38453,38936,37916,38131,70831,929823.0,13096100.0
2012-12-04,38453,38613,36841,37809,101835,921965.0,13096100.0
2012-12-05,37862,37969,35928,36359,141413,886606.0,13096100.0
2012-12-06,35821,36895,34371,34372,198807,838150.0,13096100.0
2012-12-07,33995,37110,33995,35983,176638,877439.0,13096100.0
2012-12-10,36788,37110,35713,35822,56849,873510.0,13096100.0
2012-12-11,35606,36143,34800,34801,62202,848627.0,13096100.0
2012-12-12,34371,36251,34103,35983,98906,877439.0,13096100.0
2012-12-13,35768,36680,35660,35715,58738,870891.0,13096100.0
2012-12-14,35713,36948,35391,36144,114612,881368.0,13096100.0
2012-12-17,36305,36465,35015,35231,58041,859104.0,13096100.0
2012-12-18,35230,35606,34478,34963,73636,852556.0,13096100.0
2012-12-20,35713,36412,35230,35607,71043,868271.0,13096100.0
2012-12-21,35982,36573,35284,36198,93231,882677.0,13096100.0
2012-12-24,36465,41460,36090,39743,376749,969111.0,13096100.0
2012-12-26,40278,41031,39581,39743,138001,969111.0,13096100.0
2012-12-27,40010,42051,39581,41461,156790,1011019.0,13096100.0
2012-12-28,41514,41836,40923,40978,95727,999232.0,13096100.0
2013-01-02,41729,41783,40493,41246,102259,1005780.0,13096100.0
2013-01-03,41246,41353,39741,39743,123580,969111.0,13096100.0
2013-01-04,40010,41031,40010,40494,90637,987446.0,13096100.0
2013-01-07,40762,41568,40386,41085,79950,1001852.0,13096100.0
2013-01-08,40601,42911,40547,42374,162673,1033282.0,13096100.0
2013-01-09,42856,43071,42319,42696,108843,1041140.0,13096100.0
2013-01-10,42749,43931,42373,43448,152167,1059474.0,13096100.0
2013-01-11,43555,43931,43071,43394,63752,1058165.0,13096100.0
2013-01-14,43823,44306,43447,43771,123033,1067332.0,13096100.0
2013-01-15,43233,43877,42266,42911,154989,1046378.0,13096100.0
2013-01-16,43982,44919,42643,43514,200932,851246.0,13096100.0
2013-01-17,43781,43915,42710,42844,83860,838150.0,13096100.0
2013-01-18,43513,43513,42241,42844,75350,838150.0,13096100.0
2013-01-21,42977,43111,41772,42911,116699,839460.0,13096100.0
2013-01-22,42509,44718,42375,44518,130121,870891.0,13096100.0
2013-01-23,44383,44517,43513,44049,69047,861723.0,13096100.0
2013-01-24,44116,44116,42844,42844,74309,838150.0,13096100.0
2013-01-25,42844,43647,42375,42911,73722,839460.0,13096100.0
2013-01-28,43044,43312,42174,42175,53840,825054.0,13096100.0
2013-01-29,41906,42308,40300,40568,140379,793624.0,13096100.0
2013-01-30,40567,40902,39898,40300,88717,788385.0,13096100.0
2013-01-31,40166,42174,40032,42175,102160,825054.0,13096100.0
2013-02-01,41973,42107,40768,41037,55728,802791.0,13096100.0
2013-02-04,42107,42643,41438,42175,79208,825054.0,13096100.0
2013-02-05,41572,42911,41505,42375,81401,828983.0,13096100.0
2013-02-06,42442,42911,41572,41773,57719,817197.0,13096100.0
2013-02-07,41505,42308,40634,40702,120827,993246.0,16336280.0
2013-02-08,40567,41505,40166,41304,98262,1007948.0,16336280.0
2013-02-12,41237,41438,40501,40568,57517,989979.0,16336280.0
2013-02-13,40567,41371,40501,40836,48700,996513.0,16336280.0
2013-02-14,41036,41906,40902,41104,79242,1003048.0,16336280.0
2013-02-15,41438,42844,41103,42844,114848,1045522.0,16336280.0
2013-02-18,43312,43714,42576,42978,105816,1048789.0,16336280.0
2013-02-19,43178,43580,42241,42911,87532,1047156.0,16336280.0
2013-02-20,41572,41906,39764,40836,378425,996513.0,16336280.0
2013-02-21,41237,41505,40367,40568,137530,989979.0,16336280.0
2013-02-22,40367,41304,40233,40769,113268,994879.0,16336280.0
2013-02-25,41103,41103,40233,40903,72114,998147.0,16336280.0
2013-02-26,41103,41103,40501,40501,58592,988345.0,16336280.0
2013-02-27,40567,41170,40166,40836,121643,996513.0,16336280.0
2013-02-28,40902,43245,40902,42777,281347,1043888.0,16336280.0
2013-03-04,43312,43781,42911,43045,189081,1050423.0,16336280.0
2013-03-05,43312,44049,42442,43848,222142,1070026.0,16336280.0
2013-03-06,44249,44249,43379,43848,108224,1070026.0,16336280.0
2013-03-07,43781,43848,42040,42175,184063,1029186.0,16336280.0
2013-03-08,42174,43044,41572,42442,153579,1035720.0,16336280.0
2013-03-11,42509,43647,41839,43313,228449,1056957.0,16336280.0
2013-03-12,44249,47195,43915,46258,662836,1128837.0,16336280.0
2013-03-13,46860,47730,45923,47597,459495,1161510.0,16336280.0
2013-03-14,47530,48199,47061,47463,237867,1158242.0,16336280.0
2013-03-15,47664,48065,46793,47128,419774,1150074.0,16336280.0
2013-03-18,47128,48467,45789,45857,323191,1119035.0,16336280.0
2013-03-19,46191,47998,45856,47999,221145,1171311.0,16336280.0
2013-03-20,47998,48132,46659,47731,190192,1164777.0,16336280.0
2013-03-21,47730,47931,45923,46057,248447,1123936.0,16336280.0
2013-03-22,45856,47797,45722,47329,160987,1154975.0,16336280.0
2013-03-25,47664,47730,45923,46124,164904,1125570.0,16336280.0
2013-03-26,45187,45454,44049,44719,1277342,1091264.0,16336280.0
2013-03-27,45454,46258,45187,46258,298285,1128837.0,16336280.0
2013-03-28,46592,46592,45254,46057,193298,1123936.0,16336280.0
2013-03-29,46525,46860,45990,46861,186558,1143540.0,16336280.0
2013-04-01,47262,47530,46659,47062,149529,1148440.0,16336280.0
2013-04-02,47128,47463,46258,46593,140064,1137005.0,16336280.0
2013-04-03,47061,48132,46592,47865,243397,1168044.0,16336280.0
2013-04-04,47730,48266,46191,47731,298405,1164777.0,16336280.0
2013-04-05,48400,49069,47329,48066,313272,1172945.0,16336280.0
2013-04-08,47864,48065,44450,44518,353459,1086363.0,16336280.0
2013-04-09,44116,45789,42844,44852,244729,1094531.0,16336280.0
2013-04-10,45187,45588,44182,44652,154419,1089630.0,16336280.0
2013-04-11,44651,46592,44651,46325,190804,1130471.0,16336280.0
2013-04-12,46659,47864,46325,46995,238051,1146807.0,16336280.0
2013-04-15,47730,48400,47061,47530,211371,1159876.0,16336280.0
2013-04-16,47195,48199,47195,48200,211671,1176212.0,16336280.0
2013-04-17,48601,49002,42375,45254,666525,1104333.0,16336280.0
2013-04-18,45722,47463,45321,46928,334766,1145173.0,16336280.0
2013-04-19,47797,47797,44517,44585,411407,1089128.0,16353280.0
2013-04-22,44383,46191,43982,45388,201437,1108752.0,16353280.0
2013-04-23,45856,46525,45722,45790,112520,1118564.0,16353280.0
2013-04-24,46258,46659,45454,45990,137556,1123470.0,16353280.0
2013-04-25,45990,46057,44316,44652,242331,1090764.0,16353280.0
2013-04-26,44852,45120,44316,44585,136474,1089128.0,16353280.0
2013-04-29,44785,45053,44249,44852,83664,1095670.0,16353280.0
2013-04-30,45187,45655,43647,43982,174062,1083262.0,16488000.0
2013-05-02,43647,44316,42844,43313,137418,1066774.0,16488000.0
2013-05-03,43379,43915,42643,43514,123039,1071720.0,16488000.0
2013-05-06,44249,44450,43379,43380,102667,1068422.0,16488000.0
2013-05-07,43446,44919,43379,44785,132655,1103047.0,16488000.0
2013-05-08,44986,45120,44316,44451,74695,1094803.0,16488000.0
2013-05-09,44450,45187,44049,44518,89142,1096452.0,16488000.0
2013-05-10,44651,45588,44450,44518,145613,1096452.0,16488000.0
2013-05-13,44852,45120,43446,43781,116583,1078315.0,16488000.0
2013-05-14,43781,44316,41371,42175,278229,1038744.0,16488000.0
2013-05-15,42509,42509,41304,41371,139223,1018958.0,16488000.0
2013-05-16,42308,42777,41772,42242,133921,1040393.0,16488000.0
2013-05-20,42375,43178,42375,43112,82357,1061827.0,16488000.0
2013-05-21,43111,43446,42844,43447,60715,1070071.0,16488000.0
2013-05-22,43714,44651,43647,44116,107855,1086559.0,16488000.0
2013-05-23,44182,44182,42643,42777,165627,1053583.0,16488000.0
2013-05-24,42509,43111,42241,42643,90772,1050286.0,16488000.0
2013-05-27,42308,42576,41706,41907,66819,1032149.0,16488000.0
2013-05-28,41639,42844,41639,42442,70729,1045339.0,16488000.0
2013-05-29,42844,43178,42040,42309,60070,1042042.0,16488000.0
2013-05-30,41706,42509,41036,41037,104097,1010714.0,16488000.0
2013-05-31,41237,41706,40032,40836,98705,1005768.0,16488000.0
2013-06-03,40969,41706,40501,40635,45982,1000822.0,16488000.0
2013-06-04,40768,41036,37823,38292,278376,943114.0,16488000.0
2013-06-05,38158,38492,37622,37823,79669,931572.0,16488000.0
2013-06-07,37823,38559,35480,36284,111771,893650.0,16488000.0
2013-06-10,36350,38224,36283,38225,63108,941465.0,16488000.0
2013-06-11,37555,38693,37421,37689,77563,928274.0,16488000.0
2013-06-12,37622,38760,37153,37355,54149,920030.0,16488000.0
2013-06-13,37756,37890,36216,37154,41901,915084.0,16488000.0
2013-06-14,37354,37622,36886,36953,32872,910138.0,16488000.0
2013-06-17,36819,36953,35011,35012,107572,862322.0,16488000.0
2013-06-18,35212,36283,33940,35882,65148,883757.0,16488000.0
2013-06-19,35948,36618,35078,35146,55889,865620.0,16488000.0
2013-06-20,34275,34810,33304,33305,136140,820278.0,16488000.0
2013-06-21,32133,33271,31798,33137,97930,816156.0,16488000.0
2013-06-24,33371,33940,32066,32100,54822,790600.0,16488000.0
2013-06-25,31463,31999,28484,29054,193275,715579.0,16488000.0
2013-06-26,29455,30057,28785,29757,189217,732892.0,16488000.0
2013-06-27,30124,32601,30124,32602,159311,802966.0,16488000.0
2013-06-28,32534,33806,31798,33740,133356,830995.0,16488000.0
2013-07-01,33471,36484,33471,34945,231303,860674.0,16488000.0
2013-07-02,35212,35881,34074,34275,161516,844186.0,16488000.0
2013-07-03,34409,35212,33672,34811,110921,857376.0,16488000.0
2013-07-04,34944,35279,33806,34811,77202,857376.0,16488000.0
2013-07-05,35145,35145,34275,34476,38143,849132.0,16488000.0
2013-07-08,34476,34676,33036,33037,53106,813683.0,16488000.0
2013-07-09,32969,33672,31932,32970,43858,812034.0,16488000.0
2013-07-10,33003,33605,32032,32334,76734,796370.0,16488000.0
2013-07-11,32769,33806,32534,33807,66025,832644.0,16488000.0
2013-07-12,33940,36618,33806,36284,199424,893650.0,16488000.0
2013-07-15,36685,37890,35814,36953,138533,910138.0,16488000.0
2013-07-16,37220,37421,36417,36953,60104,910138.0,16488000.0
2013-07-17,37153,37354,36417,37154,53142,915084.0,16488000.0
2013-07-18,37019,37555,36417,36618,38087,901894.0,16488000.0
2013-07-19,36819,36953,35681,35681,70816,878810.0,16488000.0
2013-07-22,35748,37756,35748,37087,85828,913435.0,16488000.0
2013-07-23,37354,37421,36484,36551,29817,900245.0,16488000.0
2013-07-24,36685,38024,36685,37489,55859,923328.0,16488000.0
2013-07-25,37555,37890,36819,37355,47346,920030.0,16488000.0
2013-07-26,37220,38626,37086,38493,82080,948060.0,16488000.0
2013-07-29,38760,38827,37287,37556,62536,924977.0,16488000.0
2013-07-30,37354,38425,37287,37556,61759,924977.0,16488000.0
2013-07-31,37555,37555,36484,36886,105971,908489.0,16488000.0
2013-08-01,37354,37555,36551,36551,69525,900245.0,16488000.0
2013-08-02,36819,38158,36685,37622,92371,926626.0,16488000.0
2013-08-05,38024,38559,37220,37288,55422,918382.0,16488000.0
2013-08-06,37287,40768,37287,40434,274903,995875.0,16488000.0
2013-08-07,40166,42308,39898,40769,210689,1004119.0,16488000.0
2013-08-08,40634,41706,40567,41639,89688,1025554.0,16488000.0
2013-08-09,41772,41772,40701,40836,57160,1005768.0,16488000.0
2013-08-12,41170,41973,40434,41773,101000,1028851.0,16488000.0
2013-08-13,42174,42174,41103,41438,66484,1020607.0,16488000.0
2013-08-14,41505,41839,40567,40836,94210,1005768.0,16488000.0
2013-08-16,39898,40567,39831,40434,47704,995875.0,16488000.0
2013-08-19,39764,40902,39764,40702,44517,1002470.0,16488000.0
2013-08-20,40434,41036,38559,38761,90249,954655.0,16488000.0
2013-08-21,38559,39630,37220,37823,81444,931572.0,16488000.0
2013-08-22,36752,37622,36484,36484,72218,898596.0,16488000.0
2013-08-23,37153,37488,36886,36886,52579,908489.0,16488000.0
2013-08-26,37287,37890,35011,35346,225503,870566.0,16488000.0
2013-08-27,35480,36082,34877,34878,115427,859025.0,16488000.0
2013-08-28,34141,34810,33538,34744,121891,855727.0,16488000.0
2013-08-29,35011,35346,34877,35012,37525,862322.0,16488000.0
2013-08-30,34743,36216,34342,35614,82108,877162.0,16488000.0
2013-09-02,35948,36216,35212,35413,63496,872215.0,16488000.0
2013-09-03,35480,36216,35346,35614,68436,877162.0,16488000.0
2013-09-04,35948,36015,35413,35480,49926,873864.0,16488000.0
2013-09-05,35681,35948,34944,35079,45481,863971.0,16488000.0
2013-09-06,35011,35279,34007,34342,85086,845834.0,16488000.0
2013-09-09,34208,34543,33605,34208,88366,842537.0,16488000.0
2013-09-10,34007,34543,34007,34275,41628,844186.0,16488000.0
2013-09-11,34543,36350,34141,36150,131385,890352.0,16488000.0
2013-09-12,36283,37019,35346,35882,102808,883757.0,16488000.0
2013-09-13,36082,36417,35279,36016,42924,887054.0,16488000.0
2013-09-16,36015,36149,34810,34878,66877,859025.0,16488000.0
2013-09-17,34810,35145,33739,34074,132513,839239.0,16488000.0
2013-09-23,34342,34944,34141,34141,82089,840888.0,16488000.0
2013-09-24,34208,35011,33605,34074,100660,839239.0,16488000.0
2013-09-25,34609,36216,34141,36016,177494,887054.0,16488000.0
2013-09-26,35881,36484,35346,36417,146019,896947.0,16488000.0
2013-09-27,37153,39630,37153,38426,455067,946411.0,16488000.0
2013-09-30,38492,38626,37019,37622,120882,926626.0,16488000.0
2013-10-01,36752,38091,36551,37288,125607,918382.0,16488000.0
2013-10-02,38024,38693,36953,36953,117595,910138.0,16488000.0
2013-10-04,36551,37488,36216,37020,62229,911786.0,16488000.0
2013-10-07,37220,38024,36685,36752,75738,905191.0,16488000.0
2013-10-08,36618,37019,35814,36886,61803,908489.0,16488000.0
2013-10-10,36819,37220,36149,36150,64811,890352.0,16488000.0
2013-10-11,36752,36752,35279,35279,91317,868918.0,16488000.0
2013-10-14,35547,36216,35011,35413,85029,872215.0,16488000.0
2013-10-15,35614,36819,35480,36150,96474,890352.0,16488000.0
2013-10-16,36015,36752,34208,34878,140127,859025.0,16488000.0
2013-10-17,35145,35413,33672,34074,133569,839239.0,16488000.0
2013-10-18,34275,34877,34074,34476,89081,849132.0,16488000.0
2013-10-21,34275,34877,34141,34811,51249,857376.0,16488000.0
2013-10-22,34810,35547,34810,35413,57270,872215.0,16488000.0
2013-10-23,35614,35681,34810,34878,41443,859025.0,16488000.0
2013-10-24,34877,35413,34409,35212,42903,867269.0,16488000.0
2013-10-25,35279,35547,34743,35480,55367,873864.0,16488000.0
2013-10-28,35279,35681,34543,34677,66657,854078.0,16488000.0
2013-10-29,34676,35212,34409,34677,56452,854078.0,16488000.0
2013-10-30,35078,38425,34810,37622,474591,926626.0,16488000.0
2013-10-31,38158,39362,37555,38694,320890,953006.0,16488000.0
2013-11-01,39162,40835,38492,40434,353164,995875.0,16488000.0
2013-11-04,40902,41505,39831,40702,198869,1002470.0,16488000.0
2013-11-05,40835,40969,40099,40233,102156,990929.0,16488000.0
2013-11-06,40233,40434,38626,38627,169119,951358.0,16488000.0
2013-11-07,38693,39831,38224,39497,131791,972792.0,16488000.0
2013-11-08,39296,40701,38693,40166,157840,989280.0,16488000.0
2013-11-11,41103,41839,39764,39965,238384,984334.0,16488000.0
2013-11-12,40367,42308,40367,42175,270831,1038744.0,16488000.0
2013-11-13,42375,42509,41505,42108,190384,1037095.0,16488000.0
2013-11-14,41839,42174,40835,42108,174437,1037095.0,16488000.0
2013-11-15,42442,42509,41639,42108,111337,1037095.0,16488000.0
2013-11-18,42241,42911,41973,41974,87392,1033798.0,16488000.0
2013-11-19,42174,42241,40567,40635,187376,1000822.0,16488000.0
2013-11-20,41036,42844,41036,42710,195031,1051934.0,16488000.0
2013-11-21,42442,42844,41973,42710,86578,1051934.0,16488000.0
2013-11-22,42241,42643,41839,41907,57133,1032149.0,16488000.0
2013-11-25,42040,43379,41572,43045,127005,1060178.0,16488000.0
2013-11-26,42844,43178,42375,43179,69185,1082033.0,16775709.0
2013-11-27,43312,43848,42844,43514,86440,1090421.0,16775709.0
2013-11-28,43714,43781,42710,43045,74568,1078678.0,16775709.0
2013-11-29,42509,43580,42442,42509,68720,1065258.0,16775709.0
2013-12-02,42710,43781,42576,43112,69007,1080356.0,16775709.0
2013-12-03,42977,43044,41772,42041,66347,1053515.0,16775709.0
2013-12-04,41706,42509,40768,41840,61756,1048482.0,16775709.0
2013-12-05,41973,42509,41237,41505,50259,1040094.0,16775709.0
2013-12-06,41304,41839,41036,41505,72394,1040094.0,16775709.0
2013-12-09,42107,43245,41036,41037,113867,1028351.0,16775709.0
2013-12-10,41505,41505,39630,40367,108331,1011575.0,16775709.0
2013-12-11,40166,41371,39630,39832,67235,998155.0,16775709.0
2013-12-12,39496,41505,39162,41505,74488,1040094.0,16775709.0
2013-12-13,41371,41839,40768,41104,48596,1030029.0,16775709.0
2013-12-16,41103,42576,40701,42041,70545,1053515.0,16775709.0
2013-12-17,42107,42442,40501,40702,80613,1024628.0,16852431.0
2013-12-18,40701,40835,38827,39229,108464,987552.0,16852431.0
2013-12-19,40099,40099,38827,39497,60896,994293.0,16852431.0
2013-12-20,38961,39563,38626,39363,37352,990923.0,16852431.0
2013-12-23,39362,39831,37957,38024,118947,957218.0,16852431.0
2013-12-24,38224,39229,38224,38560,47355,970700.0,16852431.0
2013-12-26,38961,38961,38158,38158,41061,960589.0,16852431.0
2013-12-27,38158,40032,38158,39965,72836,1006090.0,16852431.0
2013-12-30,40032,40367,39296,39497,44347,994293.0,16852431.0
2014-01-02,39296,40835,39296,40300,85998,1014516.0,16852431.0
2014-01-03,39965,40166,38827,39229,63285,987552.0,16852431.0
2014-01-06,39362,39630,38693,39430,50394,992608.0,16852431.0
2014-01-07,39028,39764,39028,39028,52230,982497.0,16852431.0
2014-01-08,39764,41839,39563,41505,214472,1044851.0,16852431.0
2014-01-09,41772,41839,40701,41438,93053,1043165.0,16852431.0
2014-01-10,41505,41973,40902,41170,78499,1036425.0,16852431.0
2014-01-13,41639,42040,41036,41773,73853,1051592.0,16852431.0
2014-01-14,41170,41639,40835,40836,63959,1027998.0,16852431.0
2014-01-15,41505,42308,41170,41639,91645,1048221.0,16852431.0
2014-01-16,41839,42107,40902,41438,66554,1043165.0,16852431.0
2014-01-17,41706,42308,41170,41371,54625,1041480.0,16852431.0
2014-01-20,41237,41973,40902,41840,55895,1053277.0,16852431.0
2014-01-21,41906,42777,40969,41104,101093,1034739.0,16852431.0
2014-01-22,41237,41973,41103,41237,71183,1038110.0,16852431.0
2014-01-23,41505,41772,40567,40702,61811,1024628.0,16852431.0
2014-01-24,40567,40634,39362,40099,111042,1009461.0,16852431.0
2014-01-27,39028,39764,39028,39363,66801,990923.0,16852431.0
