하나머티리얼즈(166090),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-01-23,14900,15550,14850,15250,171591,299246.0,19622674.0
2019-01-24,15500,17500,15450,16750,1011470,328680.0,19622674.0
2019-01-25,16750,17050,16450,16700,390831,327699.0,19622674.0
2019-01-28,16700,16700,15800,15950,462994,312982.0,19622674.0
2019-01-29,15800,17050,15750,16950,473472,332604.0,19622674.0
2019-01-30,17100,17150,16400,16900,210078,331623.0,19622674.0
2019-01-31,17150,17400,16200,16350,270514,320831.0,19622674.0
2019-02-01,16500,17150,16200,16700,252323,327699.0,19622674.0
2019-02-07,16700,17950,16600,17500,365404,343397.0,19622674.0
2019-02-08,17250,17500,16600,17100,208881,335548.0,19622674.0
2019-02-11,16950,17000,16600,16900,140075,331623.0,19622674.0
2019-02-12,16700,18250,16500,18000,428661,353208.0,19622674.0
2019-02-13,18050,19600,18000,19200,485629,376755.0,19622674.0
2019-02-14,19000,19800,18750,19200,151308,376755.0,19622674.0
2019-02-15,19350,19350,18900,19150,84352,375774.0,19622674.0
2019-02-18,19100,19950,19050,19300,126210,378718.0,19622674.0
2019-02-19,19400,19400,18400,18600,301142,364982.0,19622674.0
2019-02-20,18750,19150,18600,18800,147942,368906.0,19622674.0
2019-02-21,18700,18800,18100,18250,263814,358114.0,19622674.0
2019-02-22,18350,18550,18100,18400,115420,361057.0,19622674.0
2019-02-25,18850,20200,18800,20200,630118,396378.0,19622674.0
2019-02-26,20150,20150,19200,19450,194628,381661.0,19622674.0
2019-02-27,19650,19650,18600,18700,321529,366944.0,19622674.0
2019-02-28,18750,18750,17200,17450,490477,342503.0,19627674.0
2019-03-04,17700,18150,17400,17550,247861,344466.0,19627674.0
2019-03-05,17200,18050,17200,17900,176813,351335.0,19627674.0
2019-03-06,17900,18600,17750,18300,117106,359186.0,19627674.0
2019-03-07,18250,18900,17950,18550,149187,364093.0,19627674.0
2019-03-08,18550,18600,17650,18150,159490,356242.0,19627674.0
2019-03-11,18050,18350,17300,18250,205866,358205.0,19627674.0
2019-03-12,18600,19050,18400,19000,257028,372926.0,19627674.0
2019-03-13,19000,19150,18450,18750,240158,368019.0,19627674.0
2019-03-14,18850,20150,18650,19150,531677,375870.0,19627674.0
2019-03-15,19300,19550,18800,19300,199520,378814.0,19627674.0
2019-03-18,19350,19850,19150,19550,238200,383721.0,19627674.0
2019-03-19,19750,19750,18950,19100,119785,374889.0,19627674.0
2019-03-20,19150,19450,18350,19450,156294,381758.0,19627674.0
2019-03-21,19550,20450,19300,19350,532758,379795.0,19627674.0
2019-03-22,19700,20900,19650,20750,747720,407274.0,19627674.0
2019-03-25,20250,20400,19200,19450,466355,381758.0,19627674.0
2019-03-26,19450,19750,18950,19550,205608,383721.0,19627674.0
2019-03-27,19200,19600,18600,18600,275763,365075.0,19627674.0
2019-03-28,18300,18350,17200,17350,520221,340540.0,19627674.0
2019-03-29,17550,18200,17000,17850,298656,350354.0,19627674.0
2019-04-01,17800,19400,17800,19350,442067,379795.0,19627674.0
2019-04-02,19850,19850,18950,19150,220143,375870.0,19627674.0
2019-04-03,19200,19650,19050,19600,166415,384702.0,19627674.0
2019-04-04,19600,19850,19350,19700,219725,386665.0,19627674.0
2019-04-05,19700,20450,19500,20150,340924,395498.0,19627674.0
2019-04-08,20400,20400,19300,19800,182904,388628.0,19627674.0
2019-04-09,19800,20000,19400,19700,106672,386665.0,19627674.0
2019-04-10,19450,19700,18800,19300,249759,378814.0,19627674.0
2019-04-11,19550,19750,18850,19150,195847,375870.0,19627674.0
2019-04-12,18900,19350,18700,18950,180945,371944.0,19627674.0
2019-04-15,19000,19100,18300,18600,274029,365075.0,19627674.0
2019-04-16,18600,19000,18250,18900,166694,370963.0,19627674.0
2019-04-17,19050,19550,18600,18900,311185,370963.0,19627674.0
2019-04-18,18900,18950,17950,18100,199371,355261.0,19627674.0
2019-04-19,18150,18550,17800,17800,227644,349373.0,19627674.0
2019-04-22,17700,17950,16900,17150,341540,336615.0,19627674.0
2019-04-23,17250,17450,16850,17250,211429,338577.0,19627674.0
2019-04-24,17450,17500,17050,17400,125870,341522.0,19627674.0
2019-04-25,17400,18400,17200,18050,359732,354280.0,19627674.0
2019-04-26,18050,18050,16900,17150,270146,336615.0,19627674.0
2019-04-29,17200,17450,17000,17200,99247,337596.0,19627674.0
2019-04-30,17100,17150,16350,17050,364743,334652.0,19627674.0
2019-05-02,16900,17200,16700,17050,161793,334652.0,19627674.0
2019-05-03,17100,17700,16800,16950,165250,332689.0,19627674.0
2019-05-07,16550,16750,16200,16550,151367,324838.0,19627674.0
2019-05-08,16200,16550,16100,16300,119105,319931.0,19627674.0
2019-05-09,16100,16300,15400,15700,243530,308154.0,19627674.0
2019-05-10,15450,16050,14950,15450,225227,303248.0,19627674.0
2019-05-13,15200,16000,15150,15300,103190,300303.0,19627674.0
2019-05-14,14800,15800,14750,15450,114512,303248.0,19627674.0
2019-05-15,15550,16050,15300,15800,192302,310117.0,19627674.0
2019-05-16,15800,16200,15150,15250,139611,299322.0,19627674.0
2019-05-17,15450,16400,15300,15750,217094,309136.0,19627674.0
2019-05-20,15650,15850,14750,14800,247721,290490.0,19627674.0
2019-05-21,14800,15200,14500,14900,140512,292452.0,19627674.0
2019-05-22,14950,15200,14750,14900,81666,292452.0,19627674.0
2019-05-23,14900,14950,14350,14500,114009,284601.0,19627674.0
2019-05-24,14350,14750,13900,14350,180211,281657.0,19627674.0
2019-05-27,14200,15000,14150,14750,106596,289508.0,19627674.0
2019-05-28,14850,15500,14650,15450,176409,303248.0,19627674.0
2019-05-29,15200,15250,14750,14850,172319,291471.0,19627674.0
2019-05-30,14850,15250,14650,14950,106821,293434.0,19627674.0
2019-05-31,14950,14950,14350,14600,116593,286564.0,19627674.0
2019-06-03,14550,14950,14300,14900,107241,292452.0,19627674.0
2019-06-04,14900,14950,14600,14650,73754,287545.0,19627674.0
2019-06-05,15200,15700,15100,15100,264031,296378.0,19627674.0
2019-06-07,15150,15650,15050,15600,108466,306192.0,19627674.0
2019-06-10,15750,16350,15400,16000,145202,314043.0,19627674.0
2019-06-11,16300,16450,15950,16350,140105,320912.0,19627674.0
2019-06-12,16200,16200,15550,15600,139695,306192.0,19627674.0
2019-06-13,15450,15600,15000,15250,165534,299322.0,19627674.0
2019-06-14,15200,15250,14450,14600,278300,286564.0,19627674.0
2019-06-17,14600,14650,14000,14200,161469,278713.0,19627674.0
2019-06-18,14100,14400,13850,14050,168908,275769.0,19627674.0
2019-06-19,14550,14950,14300,14800,376477,290490.0,19627674.0
2019-06-20,14750,14850,14350,14650,183920,287545.0,19627674.0
2019-06-21,14600,14750,14150,14200,171052,278713.0,19627674.0
2019-06-24,14200,14900,14100,14400,202393,282639.0,19627674.0
2019-06-25,14300,14550,13800,14000,203928,274787.0,19627674.0
2019-06-26,14100,14550,13850,14050,186399,275769.0,19627674.0
2019-06-27,14100,15300,14100,14850,437923,291471.0,19627674.0
2019-06-28,15000,15250,14150,14550,248077,285583.0,19627674.0
2019-07-01,15000,15450,14700,14900,329062,292452.0,19627674.0
2019-07-02,15000,15200,14600,14700,249120,288527.0,19627674.0
2019-07-03,14700,15500,14600,15150,487130,297359.0,19627674.0
2019-07-04,15450,15500,15000,15100,450697,296378.0,19627674.0
2019-07-05,15200,15350,14250,14250,384196,279694.0,19627674.0
2019-07-08,14100,14150,13000,13050,600430,256141.0,19627674.0
2019-07-09,13250,13950,13250,13600,713761,266936.0,19627674.0
2019-07-10,13600,14700,13600,14300,431278,280676.0,19627674.0
2019-07-11,14300,14950,14300,14450,241107,283620.0,19627674.0
2019-07-12,14450,14750,14050,14650,186171,287545.0,19627674.0
2019-07-15,14650,15150,14350,15150,292822,297359.0,19627674.0
2019-07-16,15500,15950,15000,15600,660687,306192.0,19627674.0
2019-07-17,15450,15600,14900,15200,345820,298341.0,19627674.0
2019-07-18,15300,15650,14750,15000,327871,294415.0,19627674.0
2019-07-19,15100,15500,14950,15050,250533,295396.0,19627674.0
2019-07-22,15050,15600,14850,15600,272270,306192.0,19627674.0
2019-07-23,15700,15950,15300,15550,378948,305210.0,19627674.0
2019-07-24,15500,15650,14400,14700,314196,288527.0,19627674.0
2019-07-25,14800,14950,14000,14600,277703,286564.0,19627674.0
2019-07-26,14400,14600,13950,14200,243958,278713.0,19627674.0
2019-07-29,14200,14250,13350,13450,273254,263992.0,19627674.0
2019-07-30,13200,14000,13200,13650,156976,267918.0,19627674.0
2019-07-31,13500,14000,13200,13850,194729,271843.0,19627674.0
2019-08-01,13700,14150,13300,14000,141034,274787.0,19627674.0
2019-08-02,13850,14250,13500,13850,178545,271843.0,19627674.0
2019-08-05,13800,14100,12850,13000,368510,255160.0,19627674.0
2019-08-06,12500,13200,12150,12500,234089,245346.0,19627674.0
2019-08-07,12650,12950,11550,11950,691870,234551.0,19627674.0
2019-08-08,12250,12750,12250,12550,318035,246327.0,19627674.0
2019-08-09,12600,12650,12050,12250,304386,240439.0,19627674.0
2019-08-12,12150,12500,11900,12250,174465,240439.0,19627674.0
2019-08-13,12050,12350,11950,12300,162972,241420.0,19627674.0
2019-08-14,12650,12800,12300,12450,164258,244365.0,19627674.0
2019-08-16,12150,12550,12050,12500,213380,245346.0,19627674.0
2019-08-19,12650,12650,12150,12350,173229,242402.0,19627674.0
2019-08-20,12450,12700,12300,12550,120823,246327.0,19627674.0
2019-08-21,12550,13250,12500,13050,344804,256141.0,19627674.0
2019-08-22,13050,13500,12950,13350,267837,262029.0,19627674.0
2019-08-23,13200,13350,12900,13050,151744,256141.0,19627674.0
2019-08-26,12600,12600,12050,12250,391790,240439.0,19627674.0
2019-08-27,12500,12600,12150,12250,176083,240439.0,19627674.0
2019-08-28,12250,12400,11950,12150,220019,238476.0,19627674.0
2019-08-29,12300,12350,12000,12100,161298,237495.0,19627674.0
2019-08-30,12300,12450,12100,12300,265423,241420.0,19627674.0
2019-09-02,12200,12550,12200,12300,162986,241420.0,19627674.0
2019-09-03,12200,12500,12200,12250,179673,240439.0,19627674.0
2019-09-04,12250,13350,12250,13350,604725,262029.0,19627674.0
2019-09-05,13450,14350,13200,14100,671568,276750.0,19627674.0
2019-09-06,14300,14350,13700,13800,263252,270862.0,19627674.0
2019-09-09,13900,14400,13750,13800,229903,270862.0,19627674.0
2019-09-10,13900,13950,13550,13800,159129,270862.0,19627674.0
2019-09-11,13800,13950,13650,13800,129118,270862.0,19627674.0
2019-09-16,13900,13950,13250,13550,209391,265955.0,19627674.0
2019-09-17,13550,13650,13350,13500,127926,264974.0,19627674.0
2019-09-18,13450,13900,13400,13650,221756,267918.0,19627674.0
2019-09-19,13700,14650,13700,14450,510628,283620.0,19627674.0
2019-09-20,14350,14450,14000,14250,173885,279694.0,19627674.0
2019-09-23,14100,14100,13750,14000,158775,274787.0,19627674.0
2019-09-24,13900,14250,13850,14200,142514,278713.0,19627674.0
2019-09-25,14050,14200,13750,14000,163636,274787.0,19627674.0
2019-09-26,14100,14250,13900,14050,159571,275769.0,19627674.0
2019-09-27,13850,14050,13800,13850,87337,271843.0,19627674.0
2019-09-30,13750,14000,13650,13800,63335,270862.0,19627674.0
2019-10-01,13900,14300,13850,14150,203197,277732.0,19627674.0
2019-10-02,14000,14300,13800,13800,156182,270862.0,19627674.0
2019-10-04,13800,13950,13600,13900,87932,272825.0,19627674.0
2019-10-07,14050,14150,13400,13600,150660,266936.0,19627674.0
