바이오스마트(038460),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2005-03-25,5224,5529,4770,4800,65689,6754.0,10719975.0
2005-03-28,4916,4951,4802,4952,99049,6968.0,10719975.0
2005-03-29,4952,4993,4802,4874,19398,6861.0,10719975.0
2005-03-30,4765,4914,4723,4915,37970,6914.0,10719975.0
2005-03-31,4879,5028,4801,4837,27250,6807.0,10719975.0
2005-04-01,4759,5028,4646,4837,40600,6807.0,10719975.0
2005-04-04,4879,4914,4801,4915,13820,6914.0,10719975.0
2005-04-06,4838,4993,4838,4952,10139,6968.0,10719975.0
2005-04-07,5031,5259,5031,5104,53563,7182.0,10719975.0
2005-04-08,5221,5639,5108,5485,83190,7718.0,10719975.0
2005-04-11,5488,5637,5105,5333,37671,7504.0,10719975.0
2005-04-12,5300,5336,4954,5104,38781,7182.0,10719975.0
2005-04-13,5141,5488,5105,5333,37225,7504.0,10719975.0
2005-04-14,5410,5410,5064,5255,25616,7397.0,10719975.0
2005-04-15,5222,5264,5031,5181,19829,7290.0,10719975.0
2005-04-18,4954,5264,4954,5181,17012,7290.0,10719975.0
2005-04-19,5110,5606,5074,5296,63519,7450.0,10719975.0
2005-04-20,5488,5488,5141,5333,16255,7504.0,10719975.0
2005-04-21,5109,5336,5109,5181,20136,7290.0,10719975.0
2005-04-22,5219,5559,5219,5333,30202,7504.0,10719975.0
2005-04-25,5332,5559,5141,5255,48776,7397.0,10719975.0
2005-04-26,5264,5378,5145,5181,30655,7290.0,10719975.0
2005-04-27,5031,5259,4996,5104,18419,7182.0,10719975.0
2005-04-28,5106,5482,5064,5255,92083,7397.0,10719975.0
2005-04-29,5222,6023,5180,6017,750545,8469.0,10719975.0
2005-05-02,6406,6711,5874,6209,677398,8737.0,10719975.0
2005-05-03,6596,6596,5909,6095,279504,8576.0,10719975.0
2005-05-04,6171,6326,5185,5485,550743,7718.0,10719975.0
2005-05-06,5829,5829,5256,5447,135171,7665.0,10719975.0
2005-05-09,5527,5527,5187,5181,91961,7290.0,10719975.0
2005-05-10,5188,5570,5188,5296,71042,7450.0,10719975.0
2005-05-11,5378,5378,5187,5181,57723,7290.0,10719975.0
2005-05-12,5071,5148,4993,5029,104691,7075.0,10719975.0
2005-05-13,4953,5030,4839,4989,77972,7022.0,10719975.0
2005-05-16,4956,5105,4914,4915,54402,6914.0,10719975.0
2005-05-17,4952,5029,4874,4874,83256,6861.0,10719975.0
2005-05-18,4993,4993,4802,4874,77051,6861.0,10719975.0
2005-05-19,4873,5482,4873,5255,141874,7397.0,10719975.0
2005-05-20,5031,5414,4996,5104,327029,7182.0,10719975.0
2005-05-23,5029,5256,4874,4874,54570,6861.0,10719975.0
2005-05-24,4916,5029,4874,4874,72601,6861.0,10719975.0
2005-05-25,4880,5029,4880,4952,116716,6968.0,10719975.0
2005-05-26,4994,5108,4875,4989,83432,7022.0,10719975.0
2005-05-27,4949,5672,4949,5636,375701,7933.0,10719975.0
2005-05-30,5797,5947,5188,5296,250332,7450.0,10719975.0
2005-05-31,5183,5714,5028,5410,215599,7611.0,10719975.0
2005-06-01,5334,6171,5334,5980,745944,8415.0,10719975.0
2005-06-02,6098,6211,5674,5865,484020,8254.0,10719975.0
2005-06-03,5868,5868,5491,5599,364698,7879.0,10719975.0
2005-06-07,5717,5753,5448,5485,173085,7718.0,10719975.0
2005-06-08,5524,6134,5524,5943,317123,8362.0,10719975.0
2005-06-09,5636,6018,5600,5636,350776,7933.0,10719975.0
2005-06-10,5683,6365,5642,5714,455293,8040.0,10719975.0
2005-06-13,5873,6178,5682,6172,185197,8683.0,10719975.0
2005-06-14,6482,6560,6022,6172,194635,8683.0,10719975.0
2005-06-15,6363,6363,5795,6095,107303,8576.0,10719975.0
2005-06-16,5871,6175,5829,5943,110795,8362.0,10719975.0
2005-06-17,5944,6290,5944,6058,109817,8522.0,10719975.0
2005-06-20,6058,6363,5987,6095,147708,8576.0,10719975.0
2005-06-21,6174,6437,6174,6324,145194,8898.0,10719975.0
2005-06-22,6359,6473,6019,6246,111978,8790.0,10719975.0
2005-06-23,6327,6327,5909,6095,133145,8576.0,10719975.0
2005-06-24,5946,6102,5797,5791,102807,8147.0,10719975.0
2005-06-27,5943,5984,5793,5865,39003,8254.0,10719975.0
2005-06-28,6022,6022,5490,5562,75799,7826.0,10719975.0
2005-06-29,5673,5792,5601,5751,91161,8094.0,10719975.0
2005-06-30,5828,5905,5678,5906,49479,8308.0,10719975.0
2005-07-01,5943,6403,5716,5865,30442,8254.0,10719975.0
2005-07-04,5792,5983,5792,5828,25238,8201.0,10719975.0
2005-07-05,5831,6172,5831,6017,72216,8469.0,10719975.0
2005-07-06,6171,6171,5908,5980,66847,8415.0,10719975.0
2005-07-07,5829,6020,5829,5943,48987,8362.0,10719975.0
2005-07-08,5829,6020,5829,5865,88811,8254.0,10719975.0
2005-07-11,5870,6019,5565,5828,145746,8201.0,10719975.0
2005-07-12,5907,6056,5751,5865,75793,8254.0,10719975.0
2005-07-13,5909,5909,5604,5677,112482,7986.0,10719975.0
2005-07-14,5680,5716,5333,5525,129950,7772.0,10719975.0
2005-07-15,5875,5875,5564,5714,121589,8040.0,10719975.0
2005-07-18,5719,5875,5606,5714,32025,8040.0,10719975.0
2005-07-19,5716,6062,5566,5943,147753,8362.0,10719975.0
2005-07-20,5942,6134,5751,5943,114278,8362.0,10719975.0
2005-07-21,5987,6100,5873,6095,127872,8576.0,10719975.0
2005-07-22,6100,7014,6100,7008,1019196,9862.0,10719975.0
2005-07-25,7397,8042,7319,8036,1863359,11310.0,10719975.0
2005-07-26,8039,8881,7543,8458,1067272,11899.0,10719975.0
2005-07-27,8535,8649,7203,7467,935602,10506.0,10719975.0
2005-07-28,7284,7469,6668,7123,1227454,10023.0,10719975.0
2005-07-29,6975,7352,6820,6857,402694,9648.0,10719975.0
2005-08-01,6936,7318,6554,7008,863515,9862.0,10719975.0
2005-08-02,7091,7169,6673,6668,296864,9380.0,10719975.0
2005-08-03,6594,7013,6594,6894,262591,9702.0,10719975.0
2005-08-04,6628,7279,6628,7237,585634,10184.0,10719975.0
2005-08-05,7047,7585,6665,6857,491344,9648.0,10719975.0
2005-08-08,6860,6860,6060,6132,461340,8630.0,10719975.0
2005-08-09,6215,6406,6137,6287,136657,8844.0,10719975.0
2005-08-10,6292,6561,6179,6287,122904,8844.0,10719975.0
2005-08-11,6098,6480,6098,6439,160756,9058.0,10719975.0
2005-08-12,6402,6671,6402,6439,78321,9058.0,10719975.0
2005-08-16,6516,6898,6516,6779,172047,9541.0,10719975.0
2005-08-17,6780,7048,6708,6894,213021,9702.0,10719975.0
2005-08-18,6975,7238,6480,6857,294515,9648.0,10719975.0
2005-08-19,6664,6932,6664,6742,68447,9487.0,10719975.0
2005-08-22,6519,7206,6519,7200,183215,10130.0,10719975.0
2005-08-23,7240,8196,7240,7999,465090,11256.0,10719975.0
2005-08-24,8233,9147,8006,8532,775475,12006.0,10719975.0
2005-08-25,8383,8801,8306,8646,224749,12167.0,10719975.0
2005-08-26,8646,9070,8228,8228,329736,11578.0,10719975.0
2005-08-29,8001,8306,7123,7237,636950,10184.0,10719975.0
2005-08-30,7624,7660,7319,7618,138755,10720.0,10719975.0
2005-08-31,7849,8691,7622,8495,525082,11953.0,10719975.0
2005-09-01,8764,8764,8233,8609,218593,12114.0,10719975.0
2005-09-02,8693,8997,8268,8532,172252,12006.0,10719975.0
2005-09-05,8535,8762,7544,7885,812784,11095.0,10719975.0
2005-09-06,7923,8306,7661,7811,221141,10988.0,10719975.0
2005-09-07,7893,8084,7624,7696,270706,10827.0,10719975.0
2005-09-08,7699,7848,7430,7467,223035,10506.0,10719975.0
2005-09-09,7468,7815,7433,7618,151029,10720.0,10719975.0
2005-09-12,7701,8538,7659,8114,214402,11417.0,10719975.0
2005-09-13,8195,8195,7771,7885,83717,11095.0,10719975.0
2005-09-14,8232,8273,7813,8077,213644,11363.0,10719975.0
2005-09-15,8074,8152,7620,7770,150571,10934.0,10719975.0
2005-09-16,7770,7770,7089,7770,142079,10934.0,10719975.0
2005-09-20,7778,7969,7509,7581,103604,10666.0,10719975.0
2005-09-21,7474,7779,7474,7696,129094,10827.0,10719975.0
2005-09-22,7699,7926,7472,7467,64940,10506.0,10719975.0
2005-09-23,7355,7779,7355,7618,80487,10720.0,10719975.0
2005-09-26,7927,7927,7473,7581,60731,10666.0,10719975.0
2005-09-27,7510,7660,7468,7618,93462,10720.0,10719975.0
2005-09-28,7507,7620,7238,7430,94720,10452.0,10719975.0
2005-09-29,7508,7544,7167,7467,68001,10506.0,10719975.0
2005-09-30,7318,7700,7282,7504,84349,10559.0,10719975.0
2005-10-04,7282,7623,7282,7504,237276,10559.0,10719975.0
2005-10-05,7623,8615,7587,8609,549733,12114.0,10719975.0
2005-10-06,9108,9872,9108,9867,583244,13882.0,10719975.0
2005-10-07,10664,10969,9524,9560,1337771,13454.0,10719975.0
2005-10-10,9333,9978,8986,9560,641771,13454.0,10719975.0
2005-10-11,9752,10970,9561,9675,1463267,13614.0,10719975.0
2005-10-12,9679,11124,9679,11124,1139535,15651.0,10719975.0
2005-10-13,11777,12768,11430,12762,1124433,17956.0,10719975.0
2005-10-14,13526,14672,12881,14667,1265509,20636.0,10719975.0
2005-10-17,14706,16002,14515,14856,975041,20904.0,10719975.0
2005-10-18,15202,15237,12951,13524,717151,19028.0,10719975.0
2005-10-19,13219,13369,12037,12951,462659,18224.0,10719975.0
2005-10-20,12569,13178,12264,12874,426920,18117.0,10719975.0
2005-10-21,12568,14778,12568,14778,373697,20797.0,10719975.0
2005-10-24,16762,16995,15699,16990,1297350,23906.0,10719975.0
2005-10-25,16264,18515,16264,16760,860337,23584.0,10719975.0
2005-10-26,17370,17370,15883,16302,324037,22941.0,10719975.0
2005-10-27,16040,17527,15622,15999,470423,22512.0,10719975.0
2005-10-28,15619,16760,14855,16760,388286,23584.0,10719975.0
2005-10-31,17490,18290,16385,16457,466181,23155.0,10719975.0
2005-11-01,15999,16381,14022,14016,495378,19725.0,10719975.0
2005-11-02,14325,14821,13370,13561,495480,19082.0,10719975.0
2005-11-03,13560,14246,12801,13865,452966,19510.0,10719975.0
2005-11-04,14095,14859,13563,14627,568547,20582.0,10719975.0
2005-11-07,14551,14551,13601,13942,279906,19618.0,10719975.0
2005-11-08,14102,14102,13224,13332,276132,18760.0,10719975.0
2005-11-09,13106,13679,13028,13524,274007,19028.0,10719975.0
2005-11-10,13335,14326,13335,14016,445423,19725.0,10719975.0
2005-11-11,14058,14517,13795,14094,360661,19832.0,10719975.0
2005-11-14,13982,14138,13720,13828,407552,19457.0,10719975.0
2005-11-15,13755,15893,13719,15810,1864066,22244.0,10719975.0
2005-11-16,15511,15774,14902,15237,709480,21440.0,10719975.0
2005-11-17,15770,16152,15161,15884,640557,22351.0,10719975.0
2005-11-18,15580,17103,15580,15921,402532,22405.0,10719975.0
2005-11-21,15778,16919,15701,15695,458464,22083.0,10719975.0
2005-11-22,15769,16115,15578,15769,298366,22190.0,10719975.0
2005-11-23,16192,16192,14251,14741,452329,20743.0,10719975.0
2005-11-24,14743,15203,14474,14970,333498,21065.0,10719975.0
2005-11-25,15239,15239,14212,14475,238279,20368.0,10719975.0
2005-11-28,13755,15016,13755,14246,381303,20046.0,10719975.0
2005-11-29,14250,15623,13790,15122,519086,21279.0,10719975.0
2005-11-30,15543,17370,15202,17371,466416,24442.0,10719975.0
2005-12-01,19964,19964,18286,19349,3292148,27229.0,10719975.0
2005-12-02,19355,20041,18327,19504,740888,27443.0,10719975.0
2005-12-05,20116,22099,19161,19771,1529371,27818.0,10719975.0
2005-12-06,19693,21717,19693,20189,919072,29934.0,11295975.0
2005-12-07,17180,19813,17180,19808,1759791,29370.0,11295975.0
2005-12-08,19622,22703,19622,22626,794075,33549.0,11295975.0
2005-12-09,24301,26014,22933,24379,1123017,36147.0,11295975.0
2005-12-12,24346,25296,23241,24150,386836,35808.0,11295975.0
2005-12-13,23737,24842,21110,21409,760900,31742.0,11295975.0
2005-12-14,21413,23509,19926,22703,550836,33662.0,11295975.0
2005-12-15,22858,23999,22327,22703,288122,33662.0,11295975.0
2005-12-16,19432,20268,19319,19504,1115967,28918.0,11295975.0
2005-12-19,19353,20188,17710,18207,350239,26997.0,11295975.0
2005-12-20,17906,18252,15505,15655,1192240,23213.0,11295975.0
2005-12-21,15850,17032,14900,16609,681628,24625.0,11295975.0
2005-12-22,17372,17413,15849,15999,411669,23722.0,11295975.0
2005-12-23,15621,18404,15239,18399,554168,27280.0,11295975.0
2005-12-26,18289,18594,17334,18362,382412,27223.0,11295975.0
2005-12-27,18360,19351,17787,18665,424156,27675.0,11295975.0
2005-12-28,18709,19091,17944,17981,438473,26659.0,11295975.0
2005-12-29,18059,18937,17605,18018,130919,26715.0,11295975.0
2006-01-02,17529,18974,17529,18132,193091,26884.0,11295975.0
2006-01-03,18897,18897,17374,17559,433536,26037.0,11295975.0
2006-01-04,17292,18057,16301,17293,641014,25642.0,11295975.0
2006-01-05,17528,17528,16232,16531,426914,24512.0,11295975.0
2006-01-06,16265,17370,16265,17293,229431,28257.0,12447975.0
2006-01-09,17222,17789,16535,16912,262513,27635.0,12447975.0
2006-01-10,16649,17294,15813,16912,332610,27635.0,12447975.0
2006-01-11,17146,17146,15737,16036,270107,26203.0,12447975.0
2006-01-12,15622,16458,15467,15581,225177,25456.0,12447975.0
2006-01-13,15237,16300,15237,15769,147645,25767.0,12447975.0
2006-01-16,15239,16534,14934,16302,239088,26639.0,12447975.0
2006-01-17,15812,16456,15621,16457,207928,28719.0,13295975.0
2006-01-18,16458,17067,15508,15999,238027,27922.0,13295975.0
2006-01-19,15734,16457,15430,15466,134444,26991.0,13295975.0
2006-01-20,15316,15776,14552,14552,140389,25395.0,13295975.0
2006-01-23,12421,15239,12421,12493,115196,21805.0,13295975.0
2006-01-24,11925,13674,10629,13484,470142,23534.0,13295975.0
2006-01-25,13144,15508,13144,15503,335034,27057.0,13295975.0
2006-01-26,17530,17530,15242,15655,267457,27323.0,13295975.0
2006-01-27,15274,15961,15274,15884,44769,27722.0,13295975.0
2006-01-31,15893,16347,15582,16228,95853,28320.0,13295975.0
2006-02-01,16003,17108,15239,15884,129526,27722.0,13295975.0
2006-02-02,15623,16268,15163,15695,105958,27390.0,13295975.0
2006-02-03,14360,15960,14288,15847,270568,27656.0,13295975.0
2006-02-06,15733,16115,15620,15769,168868,27523.0,13295975.0
2006-02-07,15999,16191,15504,15540,157297,27124.0,13295975.0
2006-02-08,15392,16007,15087,15237,84076,26592.0,13295975.0
2006-02-09,15241,15737,15241,15618,111746,27257.0,13295975.0
2006-02-10,15545,17910,15318,17522,319899,30581.0,13295975.0
2006-02-13,17754,20006,17641,19009,612539,33173.0,13295975.0
2006-02-14,19051,19661,18478,19046,363372,33240.0,13295975.0
2006-02-15,19160,19578,16682,17178,575582,29982.0,13295975.0
2006-02-16,17224,19051,17224,19046,816913,33240.0,13295975.0
2006-02-17,19051,19051,19051,19046,0,33240.0,13295975.0
2006-02-20,19051,19051,19051,19046,0,,
2006-02-21,19051,19051,19051,19046,0,,
2006-02-22,19051,19051,19051,19046,0,,
2006-02-23,19051,19051,19051,19046,0,,
2006-02-24,19051,19051,19051,19046,0,,
2006-02-27,19051,19051,19051,19046,0,,
2006-02-28,19051,19051,19051,19046,0,,
2006-03-02,19051,19051,19051,19046,0,,
2006-03-03,19051,19051,19051,19046,0,,
2006-03-06,19051,19051,19051,19046,0,,
2006-03-07,19051,19051,19051,19046,0,,
2006-03-08,19051,19051,19051,19046,0,,
2006-03-09,19051,19116,16220,16214,590902,31977.0,6647987.0
2006-03-10,15237,16521,14156,15034,201755,29650.0,6647987.0
2006-03-13,15506,15506,14156,14461,196659,28520.0,6647987.0
2006-03-14,14332,14816,12594,13568,278955,26758.0,6647987.0
2006-03-15,13520,13723,12594,12810,201133,25262.0,6647987.0
2006-03-16,12982,13789,12039,12810,204474,25262.0,6647987.0
2006-03-17,12698,14161,12578,13720,198615,27057.0,6647987.0
2006-03-20,13521,13724,12745,12978,83121,25595.0,6647987.0
2006-03-21,12760,13399,12509,12641,87305,24930.0,6647987.0
2006-03-22,13084,13281,12086,12624,74903,24897.0,6647987.0
2006-03-23,12627,12968,12006,12001,94167,23667.0,6647987.0
2006-03-24,12143,12292,11635,12203,64162,24066.0,6647987.0
2006-03-27,12188,13807,12188,12995,128032,25628.0,6647987.0
2006-03-28,12644,13253,12560,12776,38442,25196.0,6647987.0
2006-03-29,12681,13087,12341,12473,58119,24598.0,6647987.0
2006-03-30,12492,12779,12086,12152,61203,23966.0,6647987.0
2006-03-31,12227,12292,11803,12102,61922,23866.0,6647987.0
2006-04-03,12107,12190,11736,11731,68603,23135.0,6647987.0
2006-04-04,11800,12104,11567,11579,47698,22836.0,6647987.0
2006-04-05,11653,11838,11145,11259,108287,22204.0,6647987.0
2006-04-06,11178,11393,10922,11394,95205,22470.0,6647987.0
2006-04-07,11467,11855,11126,11461,80466,22603.0,6647987.0
2006-04-10,11464,11762,11362,11411,42621,22503.0,6647987.0
2006-04-11,11295,11534,11145,11158,36431,22005.0,6647987.0
2006-04-12,11161,11245,10618,10619,66443,20941.0,6647987.0
2006-04-13,10793,12208,10620,12203,154539,24066.0,6647987.0
2006-04-14,12807,13786,12807,13416,437406,26459.0,6647987.0
2006-04-17,13420,13420,12309,12506,89446,24664.0,6647987.0
2006-04-18,12810,13371,12141,13180,99371,25994.0,6647987.0
2006-04-19,13147,13434,12371,12371,54836,24398.0,6647987.0
2006-04-20,12968,12968,12311,12473,24054,24598.0,6647987.0
2006-04-21,12307,12809,11800,12051,82608,23767.0,6647987.0
2006-04-24,11867,12023,10488,11360,93559,22404.0,6647987.0
2006-04-25,10691,11127,9663,9658,267721,19046.0,6647987.0
2006-04-26,8816,8816,8231,8225,374024,16221.0,6647987.0
2006-04-27,8427,8565,7484,7854,451510,15490.0,6647987.0
2006-04-28,7858,7990,7482,7686,221039,16069.0,7047987.0
2006-05-02,7720,8156,7720,7989,213628,16704.0,7047987.0
2006-05-03,8398,9192,7573,7568,848269,15823.0,7047987.0
2006-05-04,7571,8025,7093,7416,181950,15506.0,7047987.0
2006-05-08,7349,7481,6842,7045,195488,14730.0,7047987.0
2006-05-09,7417,8092,7112,7113,1252083,14871.0,7047987.0
2006-05-10,7114,7114,6576,6708,248520,14025.0,7047987.0
2006-05-11,6714,6911,6613,6607,136951,13814.0,7047987.0
2006-05-12,6409,6810,6308,6607,133094,13814.0,7047987.0
2006-05-15,6615,6716,6543,6573,135609,13744.0,7047987.0
2006-05-16,6743,7048,6642,6809,179857,14237.0,7047987.0
2006-05-17,6913,7134,6680,6860,149139,14343.0,7047987.0
2006-05-18,6741,6759,6407,6742,136535,14096.0,7047987.0
2006-05-19,7085,7760,6744,6792,1271976,14202.0,7047987.0
2006-05-22,6727,6882,6679,6877,141115,14378.0,7047987.0
2006-05-23,6912,6912,6578,6590,121702,13779.0,7047987.0
2006-05-24,6594,6827,6086,6809,142046,14237.0,7047987.0
2006-05-25,6713,7149,6456,6910,182106,14448.0,7047987.0
2006-05-26,7182,7182,6722,7045,328080,14730.0,7047987.0
2006-05-29,7522,8090,7254,7374,532043,8704.0,7047987.0
2006-05-30,7254,7791,6985,7792,160066,9198.0,7047987.0
2006-06-01,7940,8955,7881,8001,542561,9444.0,7047987.0
2006-06-02,8060,8537,8060,8359,116141,9867.0,7047987.0
2006-06-05,8239,8537,7284,7374,90138,8704.0,7047987.0
2006-06-07,6746,7343,6269,6687,80461,7894.0,7047987.0
2006-06-08,7284,7284,6448,6687,53050,7894.0,7047987.0
2006-06-09,6716,7075,6687,6926,41231,8176.0,7047987.0
2006-06-12,7433,7433,6836,6866,22195,8105.0,7047987.0
2006-06-13,6687,6716,6269,6568,53869,7753.0,7047987.0
2006-06-14,6567,6567,6090,6418,62131,7577.0,7047987.0
2006-06-15,6418,6597,5970,6180,220015,7295.0,7047987.0
2006-06-16,6239,6328,6090,6180,94846,7295.0,7047987.0
2006-06-19,6060,6179,5642,5732,165998,6766.0,7047987.0
2006-06-20,5642,5791,5343,5463,178284,6449.0,7047987.0
2006-06-21,5313,5492,5254,5493,184631,6484.0,7047987.0
2006-06-22,5492,5672,5224,5224,125094,6167.0,7047987.0
2006-06-23,5075,5224,4955,5224,131613,6167.0,7047987.0
2006-06-26,5224,5433,5194,5254,81362,6202.0,7047987.0
2006-06-27,5373,5552,5194,5463,101803,6449.0,7047987.0
2006-06-28,5552,5552,5254,5403,40643,6378.0,7047987.0
2006-06-29,5612,5612,5283,5344,51944,6308.0,7047987.0
2006-06-30,5373,5522,5313,5493,59528,6484.0,7047987.0
2006-07-03,5612,6269,5492,6090,142461,7189.0,7047987.0
2006-07-04,6090,6328,5851,5941,82407,7013.0,7047987.0
2006-07-05,5821,5940,5522,5612,69688,6625.0,7047987.0
2006-07-06,5552,6209,5463,5851,48347,6907.0,7047987.0
2006-07-07,5791,5970,5672,5851,31663,6907.0,7047987.0
2006-07-10,5612,5791,5313,5463,55400,6449.0,7047987.0
2006-07-11,5134,5701,5045,5433,276569,6414.0,7047987.0
2006-07-12,5403,5463,5283,5374,79322,6343.0,7047987.0
2006-07-13,5104,5851,4746,5344,893071,17048.0,19047987.0
2006-07-14,5194,5313,4955,5105,215602,16286.0,19047987.0
2006-07-18,4985,5134,4567,4747,264295,15143.0,19047987.0
2006-07-19,4657,4866,4567,4657,148840,14857.0,19047987.0
2006-07-20,4686,5045,4686,4866,189815,15524.0,19047987.0
2006-07-21,4866,5582,4866,5583,471444,17810.0,19047987.0
2006-07-24,5582,6418,5463,6209,1496079,19810.0,19047987.0
2006-07-25,6567,6866,6030,6568,661511,20953.0,19047987.0
2006-07-26,6567,7552,6328,7553,1262312,24096.0,19047987.0
2006-07-27,7552,8060,7105,7911,781263,25239.0,19047987.0
2006-07-28,8030,8030,7164,7523,555806,24000.0,19047987.0
2006-07-31,7552,7940,7194,7314,291035,23334.0,19047987.0
2006-08-01,6985,7582,6985,7314,226896,23334.0,19047987.0
2006-08-02,7463,7522,7164,7224,262445,23048.0,19047987.0
2006-08-03,7463,8299,7134,7583,1727714,24191.0,19047987.0
2006-08-04,7761,7851,7403,7553,224178,24096.0,19047987.0
2006-08-07,7881,7881,7313,7523,214854,24000.0,19047987.0
2006-08-08,7522,7970,7313,7971,318681,25429.0,19047987.0
2006-08-09,8090,8955,8060,8299,880084,26477.0,19047987.0
2006-08-10,8448,8448,7761,8001,247978,25524.0,19047987.0
2006-08-11,7940,8060,7284,7762,279375,24762.0,19047987.0
2006-08-14,8119,8328,7642,8299,205530,26477.0,19047987.0
2006-08-16,8299,8657,7970,8538,330596,27239.0,19047987.0
2006-08-17,8537,8717,8358,8538,267165,27239.0,19047987.0
2006-08-18,8657,8657,8239,8538,141149,27239.0,19047987.0
2006-08-21,8358,8478,8000,8180,259960,26096.0,19047987.0
2006-08-22,9403,9403,7224,7224,4835465,23048.0,19047987.0
2006-08-23,7224,7224,6149,6150,1871892,19619.0,19047987.0
2006-08-24,5970,6478,5791,5971,1347474,19048.0,19047987.0
2006-08-25,6030,6030,5313,5702,1175960,18191.0,19047987.0
2006-08-28,5552,5642,5224,5254,885899,16762.0,19047987.0
2006-08-29,5373,5791,5343,5523,832912,17619.0,19047987.0
2006-08-30,5522,5642,5463,5493,372513,17524.0,19047987.0
2006-08-31,5433,5940,5373,5523,1728033,17619.0,19047987.0
2006-09-01,5552,5612,5403,5433,398018,17334.0,19047987.0
2006-09-04,5373,5910,5164,5612,2262727,17905.0,19047987.0
2006-09-05,5761,5910,5552,5702,390924,18191.0,19047987.0
2006-09-06,5701,5851,5552,5642,402065,18000.0,19047987.0
2006-09-07,5552,5612,5522,5553,158471,17715.0,19047987.0
2006-09-08,5701,5701,5492,5523,312577,17619.0,19047987.0
2006-09-11,5612,5731,5582,5583,256399,17810.0,19047987.0
2006-09-12,5612,5910,5522,5642,775225,18000.0,19047987.0
2006-09-13,5761,6478,5642,6478,1319540,20667.0,19047987.0
2006-09-14,6657,7433,6507,7404,2849277,23620.0,19047987.0
2006-09-15,7224,7433,6806,6806,897610,21715.0,19047987.0
2006-09-18,6836,7105,6806,7105,480742,22667.0,19047987.0
2006-09-19,7164,7313,6925,6926,420250,22096.0,19047987.0
2006-09-20,6866,7881,6866,7463,1408526,23810.0,19047987.0
2006-09-21,7522,8179,7463,7911,724864,25239.0,19047987.0
2006-09-22,7911,8060,7522,7762,343647,24762.0,19047987.0
2006-09-25,7642,7761,7164,7165,374824,22858.0,19047987.0
2006-09-26,7164,7612,6866,6926,439341,22096.0,19047987.0
2006-09-27,7194,7433,6836,6956,292551,22191.0,19047987.0
2006-09-28,6955,7194,6806,7015,398456,22381.0,19047987.0
2006-09-29,7194,7970,7194,7523,673210,24000.0,19047987.0
2006-10-02,7463,8627,7373,8180,1553345,26096.0,19047987.0
2006-10-04,7911,8358,7582,7762,488819,24762.0,19047987.0
2006-10-09,7761,8000,6597,6598,647922,21048.0,19047987.0
2006-10-10,6388,6836,6149,6657,347007,21239.0,19047987.0
2006-10-11,6567,7493,6328,7344,467133,23429.0,19047987.0
2006-10-12,7343,7642,7105,7105,236274,22667.0,19047987.0
2006-10-13,7373,7881,6806,6866,599875,21905.0,19047987.0
2006-10-16,6866,7522,6866,7075,588176,22572.0,19047987.0
2006-10-17,7284,8120,7164,7792,2174950,25593.0,19611367.0
2006-10-18,7731,7821,7224,7672,863502,25201.0,19611367.0
2006-10-19,7731,8090,7463,8001,1589639,26279.0,19611367.0
2006-10-20,8149,8508,7791,8060,1637067,26475.0,19611367.0
2006-10-23,8120,8120,7791,7821,516990,25691.0,19611367.0
2006-10-24,7970,8418,7313,7821,1034539,25691.0,19611367.0
2006-10-25,7940,8120,6657,6657,2901097,21867.0,19611367.0
2006-10-26,6627,6985,6239,6657,1056043,21867.0,19611367.0
2006-10-27,6687,6955,6537,6687,409920,22911.0,20456437.0
2006-10-30,6478,6627,6179,6389,324238,21888.0,20456437.0
2006-10-31,6298,6448,5821,6030,1327672,20661.0,20456437.0
2006-11-01,6090,6090,5672,5821,660811,19945.0,20456437.0
2006-11-02,5731,6239,5731,6000,479293,20559.0,20456437.0
2006-11-03,6030,6537,5970,6329,819458,42832.0,40407672.0
2006-11-06,6269,6298,6000,6209,443156,42024.0,40407672.0
2006-11-07,6239,6269,6000,6090,250279,41216.0,40407672.0
2006-11-08,6030,6119,5761,6120,458089,41418.0,40407672.0
2006-11-09,6119,6209,5940,6000,288948,40610.0,40407672.0
2006-11-10,6030,6090,5881,6030,163793,40812.0,40407672.0
2006-11-13,6030,6090,5791,5791,376513,39195.0,40407672.0
2006-11-14,5791,5940,5642,5821,605932,39397.0,40407672.0
2006-11-15,5851,5851,5582,5583,427039,37781.0,40407672.0
2006-11-16,5522,5761,5015,5553,1175841,37579.0,40407672.0
2006-11-17,5522,5582,5313,5493,380562,37175.0,40407672.0
2006-11-20,5492,5522,5313,5374,206910,36367.0,40407672.0
2006-11-21,5313,5522,5224,5284,165202,35761.0,40407672.0
2006-11-22,5164,5373,5164,5284,346006,35761.0,40407672.0
2006-11-23,5194,5254,5104,5194,265462,35155.0,40407672.0
2006-11-24,5194,5522,5194,5314,720460,35963.0,40407672.0
2006-11-27,5552,5552,4955,5075,777403,34347.0,40407672.0
2006-11-28,5075,5075,4627,4717,833113,31922.0,40407672.0
2006-11-29,4716,4925,4537,4538,664132,30710.0,40407672.0
2006-11-30,4657,4716,4448,4687,986886,31720.0,40407672.0
2006-12-01,4686,4985,4627,4717,738360,31922.0,40407672.0
2006-12-04,4776,4776,4537,4627,313136,31316.0,40407672.0
2006-12-05,4627,4866,4448,4448,1356236,30104.0,40407672.0
